Snowball Map,Dedupe Key,brizo_id,Name,Street,Business Type,Amenities,City/Town,State/Province Code,Zip/Postal Code,Country,First Name,Last Name,Title,Role,Contact Email,Contact Phone,Established,Phone,Most Common Email,Cuisines (Regional),Price Range,Dishes,Technology Vendors
69884,1139 BaxteK2C 3,2094bf44783cb3e7,Golden Capital,1139 Baxter Rd,Restaurant,Groups; Delivery; Credit Cards; Online Ordering; Debit Cards; Dine-in; Takeout,Ottawa,ON,K2C 3R4,Canada,,,,,,,,(613) 596-1266,,Chinese,$,French Fries,Pexels; Uber Eats
69885,2057 YongeM4S 2,21c83d5093579508,Hokkaido Ramen Santouka,2057 Yonge St,Restaurant,Groups; Wi-Fi; Wheelchair Accessible; Table Service; Alcohol; Seating; Reservations; Delivery; Credit Cards; Restroom; Parking; Online Ordering; TV; Contactless Delivery; High Chairs; Debit Cards; Dine-in; Outdoor Seating; Takeout,Toronto,ON,M4S 2A2,Canada,,,,,,,,(647) 351-1163,,Chinese,$$,Soups; Seafood; Ramen; Noodles; French Fries,Google Analytics; Skip the Dishes; Google Maps; DoorDash; Ritual; Uber Eats
69886,384 Silin T9H 4,22d6d7dd04593f64,Blue Diamond,384 Silin Forest Rd,Restaurant,Groups; Wheelchair Accessible; Table Service; Alcohol; Seating; Reservations; Delivery; Credit Cards; Buffet; Restroom; Parking; Online Ordering; High Chairs; Debit Cards; Dine-in; Takeout,Wood Buffalo,AB,T9H 4A3,Canada,,,,,,,,(780) 791-1800,,American; Chinese,$$,Sandwiches; Chicken; Hamburgers; French Fries; Fish and Chips; Seafood; Subs; Chicken Wings; Noodles,Google Analytics; Skip the Dishes; DoorDash; Uber Eats
69887,3515 50 AvT4N 3,16904cd31379741f,Monsieur Wongs,3515 50 Ave,Restaurant,Groups; Wheelchair Accessible; Alcohol; Online Ordering; TV; Bike Parking; Delivery; Catering; Dine-in; Outdoor Seating; Takeout,Red Deer,AB,T4N 3Y5,Canada,,,,,,,,(403) 347-5320,,American; Chinese,$$,Soups; Seafood; Fried Rice; Chicken; Noodles; French Fries,Taliup; WooCommerce; Skip the Dishes; Google Maps; Uber Eats; DoorDash
69888,101 Ravel M2H 1,17ca513e7f297f14,Chinese Halal Restaurant,101 Ravel Rd,Restaurant,Groups; Wheelchair Accessible; Table Service; Online Ordering; TV; Seating; Bike Parking; Reservations; Delivery; Catering; Debit Cards; Takeout,Toronto,ON,M2H 1T1,Canada,,,,,,,2010.0,(416) 498-9800,,American; Chinese,$$,Seafood; BBQ; Chicken; Noodles,Fantuan; Skip the Dishes; DI develop; Uber Eats
69889,150 UniverN2L 3,1824edf75a44f9f9,Asakusa,150 University Ave W,Restaurant,Restroom; Parking; Online Ordering; Delivery; Credit Cards; Debit Cards; Dine-in; Takeout,Waterloo,ON,N2L 3E4,Canada,,,,,,,,(519) 580-6666,,Japanese,$$,Seafood; Ramen; Noodles; French Fries,Skip the Dishes; Fantuan; DoorDash; Uber Eats
69890,1917 20 AvT1M 1,19480b5142f3fbdf,Mings Garden Chinese Restaurant,1917 20 Ave,Restaurant,Restroom; Groups; Wheelchair Accessible; Alcohol; Seating; Reservations; Credit Cards; High Chairs; Debit Cards; Dine-in; Buffet; Takeout,Coaldale,AB,T1M 1N2,Canada,,,,,,,,(403) 345-6888,,Chinese,$$,,
69891,3675 WestmV7C 0,1604280f1ce67883,Shanghai Dumpling King | 15% OFF Meal Deals (Richmond),3675 Westminster Hwy,Restaurant,Delivery; Online Ordering; Takeout,Richmond,BC,V7C 0G5,Canada,,,,,,,,(604) 285-6566,,Chinese,$,Dim Sum,Fantuan; Uber Eats
69892,11590 CambV6X 3,18844162ca4b5c18,Kiyo Sushi,11590 Cambie Rd,Restaurant,Groups; Wheelchair Accessible; Table Service; Alcohol; Seating; Reservations; Bike Parking; Delivery; Credit Cards; Restroom; Parking; Online Ordering; TV; High Chairs; Debit Cards; Dine-in; Takeout,Richmond,BC,V6X 3Z5,Canada,,,,,,,,(604) 214-1388,kiyosushi.ca@gmail.com,Japanese,$$,Sushi,Google Analytics; Zomato; Codefusion; DoorDash
69893,3791 BayviV7E 3,1b243a9f13547e95,Timmy Kitchen,3791 Bayview St,Restaurant; Drinking Place,Groups; Wi-Fi; Table Service; Alcohol; Seating; Reservations; Bike Parking; Delivery; Credit Cards; QR Codes; Restroom; Eco-friendly Tableware; Parking; Online Ordering; TV; High Chairs; Debit Cards; Dine-in; Outdoor Seating; Takeout,Richmond,BC,V7E 3B6,Canada,,,,,,,,(604) 275-1112,,Chinese,$$,,Fantuan; BC Restaurants
69894,75 King StN2J 1,1a6de86f668a3150,Jinzakaya,75 King St S,Restaurant,Groups; Wheelchair Accessible; Take Away; Gift Cards; Alcohol; Reservations; Delivery; Credit Cards; Buffet; Online Ordering; Toilets; Catering; Debit Cards; Dine-in; Outdoor Seating; Takeout,Waterloo,ON,N2J 1P2,Canada,,,,,jinzakya@hotmail.com,,,(519) 880-8188,kinkakuizakaya@hotmail.com,Japanese,$$,Sushi; Chicken Wings; Chicken; French Fries,Skip the Dishes; Fantuan; Google Maps; Uber Eats; DoorDash
69895,3490 KingsV5R 5,23d8b75f70974be4,Shanghai Dumpling King,3490 Kingsway,Restaurant,Restroom; Parking; Online Ordering; Reservations; Delivery; Contactless Delivery; Credit Cards; Curbside Pickup; Catering; Debit Cards; Dine-in; Takeout,Vancouver,BC,V5R 5L7,Canada,,,,,,,,(604) 428-8638,,Chinese,$,Dumplings; Noodles,Fantuan; Uber Eats; DoorDash
69896,2422 BloorM6S 1,237b2718b06a726a,Noodle Me,2422 Bloor St W,Restaurant,Groups; Wi-Fi; Wheelchair Accessible; Online Ordering; TV; Reservations; Delivery; Credit Cards; Debit Cards; Dine-in; Takeout,Toronto,ON,M6S 1P9,Canada,,,,,,,,(416) 766-3773,,Chinese,$,Noodles,DoorDash; Uber Eats
69897,216 Scott P9A 1,23bd1211b261f7f5,Le Hoa Oriental Restaurant,216 Scott St,Hotel/Resort; Restaurant,Restroom; Groups; Wi-Fi; Alcohol; Online Ordering; Seating; Reservations; Bike Parking; Credit Cards; High Chairs; Debit Cards; Dine-in; Buffet; Delivery; Takeout,Fort Frances,ON,P9A 1G7,Canada,,,,,,,,(807) 274-3722,,Chinese,$$,,WooCommerce; MailChimp; Opencart; Squarespace
69898,199 CollegM5T 1,270d09990b3eaa01,YUBU,199 College St,Hotel/Resort; Restaurant,Delivery; Online Ordering; Takeout,Toronto,ON,M5T 1P9,Canada,,,,,,,,(416) 838-9056,,Korean; Japanese,,Seafood; Sushi,Fantuan; Skip the Dishes; Uber Eats; Ritual
69899,13124 66 ST5C 0,286df5019dff9706,China Village,13124 66 St NW,Restaurant; Quick Service,Groups; Wi-Fi; Wheelchair Accessible; Alcohol; Seating; Reservations; Credit Cards; Restroom; Online Ordering; TV; Fast Service; Catering; High Chairs; Debit Cards; Dine-in; Delivery; Takeout,Edmonton,AB,T5C 0B1,Canada,,,,,,,1980.0,(780) 476-4727,,Chinese,$$,,Google Analytics; Google Maps
69900,3850 No 3 V6X 2,280eef6c3ede9b9d,The Meat Up,3850 No 3 Rd,Restaurant,Groups; Wi-Fi; Wheelchair Accessible; Alcohol; TV; Bike Parking; Debit Cards; Outdoor Seating; Takeout,Richmond,BC,V6X 2C1,Canada,,,,,,,,(604) 370-4870,,Chinese,,BBQ,
69901,280 W BeavL4B 3,2b7cbf153f50ae27,Akasaka Japanese Restaurant,280 W Beaver Creek Rd,Restaurant,Groups; Wi-Fi; Wheelchair Accessible; Table Service; Alcohol; Seating; Reservations; Bike Parking; Credit Cards; Restroom; Parking; High Chairs; Catering; Debit Cards; Dine-in; Takeout,Richmond Hill,ON,L4B 3Z1,Canada,A.,Akasaka Richmond Hill,Business Owner,Owner,,,,(905) 764-9291,akasakahwy7@gmail.com,Japanese,$$,Teppanyaki; Sushi,Google Maps
69902,1297 56 StV4L 2,2aa1c81254436f45,Bistro Peekaboo,1297 56 St,Restaurant,Groups; Wi-Fi; Wheelchair Accessible; Table Service; Alcohol; Seating; Reservations; Bike Parking; Credit Cards; Restroom; Eco-friendly Tableware; Catering; High Chairs; Debit Cards; Dine-in; Outdoor Seating; Takeout,Delta,BC,V4L 2A6,Canada,,,,,,,,(604) 943-7079,,Japanese,$$,Sushi,Google Maps
69903,5414 46 AvT1G 2,296fb3e9868696d7,Hong Kong Restaurant,5414 46 Ave,Restaurant,Restroom; Groups; Wheelchair Accessible; Alcohol; Seating; Reservations; Credit Cards; High Chairs; Debit Cards; Dine-in; Delivery; Takeout,Taber,AB,T1G 2A9,Canada,,,,,,,,(403) 223-1328,,Chinese,$$,,
69904,680 SilverM1V 5,35f6c0ab8b4f6974,Fishman Lobster Clubhouse Restaurant,680 Silver Star Blvd,Restaurant; Golf/Country Club,Wheelchair Accessible; Table Service; Parking; Alcohol; Seating; Reservations; High Chairs; Takeout,Toronto,ON,M1V 5N1,Canada,,,,,ray99x@gmail.com,,,(416) 321-0250,ray99x@gmail.com,Chinese,$$$$,Seafood,
69905,1165 RobsoV6E 1,39f2e185a872feb0,Hello Nori,1165 Robson St,Hotel/Resort; Restaurant; Drinking Place,Groups; Wi-Fi; Wheelchair Accessible; Gift Cards; Table Service; Alcohol; Seating; Bike Parking; Delivery; Credit Cards; Parking; Online Ordering; Fresh Ingredients; Catering; Debit Cards; Takeout,Vancouver,BC,V6E 1B5,Canada,,,,,info@hellonori.com,,,(604) 564-9595,info@hellonori.com,Japanese,$$,Smoked Salmon; Seafood; Sushi; Tapas,Google Analytics; Fantuan; Skip the Dishes; Uber Eats; Ritual; Squarespace
69906,1 RaymerviL3P 5,36ce8a51c4bf752b,Phoenix Restaurant,1 Raymerville Dr,Restaurant,Groups; Gift Cards; Table Service; Online Ordering; TV; Bike Parking; Delivery; Takeout,Markham,ON,L3P 5J5,Canada,,Body=Your%20name%3a%0a%0aphone%20number%3a%0a%0ayour%20question%3a,,,customerservice@phoenix-restaurant.ca?subject=note%20to%20your%20facebook%20page%20phoenix%20restaurant%20%e9%87%91%e9%b3%b3%e9%a4%90%e5%bb%b3&body=your%20name%3a%0a%0aphone%20number%3a%0a%0ayour%20question%3a,,,(905) 471-6536,,Chinese,$$,Chicken; French Fries,Google Analytics; Mrsdigi; Google Maps; Uber Eats
69907,3217 W BroV6K 2,36e0ac67e6cb7e3b,Shi Yan Lan Zhou Niu Rou Mian Lanzhou Beef Noodles,3217 W Broadway,Restaurant,Groups; Delivery; Credit Cards; Online Ordering; Dine-in; Takeout,Vancouver,BC,V6K 2H5,Canada,,,,,,,,(604) 558-3217,,Japanese; Chinese,$,Ramen; Noodles,Fantuan; Uber Eats
69908,9499 137 AT5E 5,31128e834a32dcd3,Good Buddy Restaurant,9499 137 Ave NW,Restaurant,Groups; Wi-Fi; Wheelchair Accessible; Table Service; Alcohol; Seating; Reservations; Bike Parking; Delivery; Credit Cards; Curbside Pickup; Restroom; Parking; Online Ordering; TV; Fresh Ingredients; Contactless Delivery; Catering; High Chairs; Debit Cards; Dine-in; Takeout,Edmonton,AB,T5E 5R8,Canada,,,,,info@goodbuddygroup.com,,2002.0,(780) 406-3838,,Chinese,$$,Seafood; Chicken; Noodles,Wix Restaurants; Skip the Dishes; Ecwid; Google Maps; Uber Eats; Apple App Store
69909,5358 GrimmV5H 2,390d2fd614a716fe,Sweethoney Dessert,5358 Grimmer St,Restaurant,Wheelchair Accessible; Parking; Online Ordering; Bike Parking; Delivery; Credit Cards; Catering; Debit Cards; Dine-in; Takeout,Burnaby,BC,V5H 2H2,Canada,,,,,info@sweethoneydessert.com,,,(604) 559-8599,info@sweethoneydessert.com,Chinese,,,Wix Restaurants; Fantuan; Skip the Dishes; Uber Eats
69910,3616 52 AvT2L 1,38d4a9de4b360063,GOGO CHICKEN,3616 52 Ave NW,Restaurant,Restroom; Wheelchair Accessible; Parking; Online Ordering; Delivery; Credit Cards; Debit Cards; Dine-in; Takeout,Calgary,AB,T2L 1V9,Canada,,,,,,,,(403) 282-2217,,Korean; Japanese,,Salads; BBQ; Chicken; French Fries,Fantuan; Skip the Dishes; Uber Eats
69911,388 CentreT0J 0,3a377c52b757d00b,Diana,388 Centre St,Hotel/Resort; Restaurant,Restroom; Groups; Wheelchair Accessible; Alcohol; TV; Seating; Reservations; Credit Cards; High Chairs; Debit Cards; Dine-in; Buffet; Delivery; Takeout,Drumheller,AB,T0J 0Y4,Canada,,,,,,,,(403) 823-3030,,Chinese,$$,,
69912,269 KingstL1Z 0,264c502a77f16026,Odine Japanese & Thai Fusion,269 Kingston Rd E,Restaurant,Groups; Wheelchair Accessible; Table Service; Alcohol; Seating; Reservations; Delivery; Credit Cards; Restroom; Parking; Online Ordering; High Chairs; Catering; Debit Cards; Dine-in; Takeout,Ajax,ON,L1Z 0K5,Canada,Fausta,Leung,,,,,,(905) 686-6888,info@odine.ca,Korean; Japanese; Vietnamese; Thai,$$,Smoked Salmon; Seafood; Sushi; Noodles; Steaks,Google Analytics; Skip the Dishes; DoorDash
69913,4812 49 AvT0A 3,2dc4564531315fb5,Yum Yum Village,4812 49 Ave,Restaurant,Restroom; Groups; Wheelchair Accessible; Credit Cards; Debit Cards; Dine-in; Takeout,St Paul,AB,T0A 3A3,Canada,,,,,,,,(780) 942-2350,,Chinese,,,
69914,1319 CommiN6M 0,2de32cfbf9782a1c,Asian Wok,1319 Commissioners Rd E,Restaurant,Restroom; Groups; Wheelchair Accessible; Gift Cards; Table Service; Parking; TV; Seating; Credit Cards; Catering; Debit Cards; Dine-in; Delivery; Takeout,London,ON,N6M 0B8,Canada,Tay,Thai,,,,,,(519) 686-8882,,Chinese,$,,Weebly; Google Analytics
69915,4063 Main V5V 3,2ddf8a4d6e1d43bc,District Eleven,4063 Main St,Restaurant,Reservations; Delivery; Online Ordering; Takeout,Vancouver,BC,V5V 3P5,Canada,,,,,districteleven_@outlook.com,,,(604) 566-2021,districteleven_@outlook.com,Japanese; Vietnamese,$$,French Fries,Uber Eats; Tock
69916,15 ColbornK0M 1,3171cb670e6ae7f9,Sun Ming Restaurant,15 Colborne St,Restaurant,Restroom; Groups; Wheelchair Accessible; Table Service; Alcohol; Seating; Reservations; Credit Cards; Curbside Pickup; High Chairs; Debit Cards; Dine-in; Delivery; Takeout,Kawartha Lakes,ON,K0M 1N0,Canada,,,,,,,,(705) 887-2432,,Chinese,$,,
69917,49 Kings WB2Y 0,31ca6d94bb134549,Jukai Japanese & Thai,49 Kings Wharf Pl,Hotel/Resort; Restaurant,Restroom; Groups; Wheelchair Accessible; Table Service; Alcohol; Online Ordering; Seating; Reservations; Delivery; Credit Cards; High Chairs; Debit Cards; Dine-in; Buffet; Takeout,Halifax,NS,B2Y 0C7,Canada,,,,,,,,(902) 405-5551,,Japanese,$$,Smoked Salmon; Sushi,Wix Restaurants; Restaurant; Uber Eats
69918,33 Young SL9R 1,33b5b0f8a9bec438,China Garden,33 Young St,Restaurant,Groups; Wheelchair Accessible; Credit Cards; Debit Cards; Dine-in; Delivery; Takeout,New Tecumseth,ON,L9R 1B5,Canada,,,,,,,,(705) 435-5300,,Chinese,$,,DoorDash
69919,2543 WardeM1W 2,2f069e747675d888,Happy Lamb Hot Pot,2543 Warden Ave,Restaurant,Groups; Wheelchair Accessible; Alcohol; Seating; Reservations; Delivery; Credit Cards; Buffet; Restroom; Parking; Online Ordering; Fast Service; High Chairs; Debit Cards; Dine-in; Takeout,Toronto,ON,M1W 2H5,Canada,,,,,,,,(416) 916-9866,,Chinese,$$,Seafood; Hot Pot; Noodles,Fantuan; DoorDash; Snappy
69920,2929 BarneV3B,2ffdf9c43f91758d,Neptune Noodle Bar Coquitlam,2929 Barnet Hwy,Restaurant,Delivery; Online Ordering; Takeout,Coquitlam,BC,V3B,Canada,,,,,,,,(778) 285-0583,,Cantonese; Chinese,$$,Dim Sum; Seafood; Noodles; Cheese,Uber Eats
69921,1706 GoverV8W 1,338a165493698a5a,Shizen Japanese Restaurant,1706 Government St,Restaurant,Restroom; Groups; Table Service; Parking; Alcohol; Online Ordering; TV; Seating; Reservations; Bike Parking; Credit Cards; High Chairs; Debit Cards; Dine-in; Takeout,Victoria,BC,V8W 1Z5,Canada,,,,,,,,(250) 381-8228,,Japanese,$$,Sushi,Moduurn; WooCommerce; Google Maps
69922,492 UniverN9A 5,2f4ff9396cca697c,Rose Garden Chinese Cuisine,492 University Ave W,Restaurant; Quick Service; Golf/Country Club,Groups; Loyalty and Reward Programs; Wi-Fi; Gift Cards; Table Service; Alcohol; Seating; Reservations; Credit Cards; Buffet; Restroom; Online Ordering; TV; Fast Service; Catering; High Chairs; Debit Cards; Dine-in; Delivery; Takeout,Windsor,ON,N9A 5P8,Canada,,,,,info@windsoreats.com,,,(519) 252-3762,rosegarden@live.ca,Chinese,$$,French Fries,Facebook Pixel; Google Analytics; Shopify; MailChimp; Google Maps; AddToAny
69923,260 Yonge M5B 2,33aa49a1ddf96390,Bourbon St Grill,260 Yonge St,Restaurant,Seating; Groups; Delivery; Wheelchair Accessible; Online Ordering; Takeout,Toronto,ON,M5B 2L9,Canada,,,,,,,,(416) 977-6688,,Chinese,$,Fried Rice; Chicken; French Fries,DoorDash; Uber Eats
69924,5640 SprinB3J 3,358abde51bdca391,Dumpling Chef,5640 Spring Garden Rd,Hotel/Resort; Restaurant,Delivery; Credit Cards; Online Ordering; Dine-in; Takeout,Halifax,NS,B3J 3M7,Canada,,,,,,,,(902) 407-5725,,Chinese,,Noodles,Fantuan; Uber Eats
69925,238 King SK0E 1,36b3d68e1ba7abc6,Wok House,238 King St W,Restaurant,Restroom; Groups; Wheelchair Accessible; Table Service; Alcohol; TV; Seating; Reservations; Credit Cards; High Chairs; Debit Cards; Dine-in; Delivery; Takeout,Prescott,ON,K0E 1T0,Canada,,,,,,,,(613) 925-2532,,Chinese,$$,,
69926,836 DenmanV6G 2,3791b54616443754,Dan Dan Noodle,836 Denman St,Restaurant,Wi-Fi; Wheelchair Accessible; Table Service; Alcohol; Online Ordering; TV; Seating; Bike Parking; Delivery; Credit Cards; Takeout,Vancouver,BC,V6G 2L8,Canada,,,,,,,,(604) 559-0266,,Chinese,$$,Dumplings; Soups; Hot Pot; Noodles,Fantuan; DoorDash; Uber Eats
69927,9275 MarkhL3P 3,357959f403357e81,Projects Sushi,9275 Markham Rd,Restaurant,Delivery; Online Ordering; Takeout,Markham,ON,L3P 3J3,Canada,,,,,,,,(647) 521-8886,,Japanese,$$,Pizza; Seafood; Sashimi; Sushi; Chicken; Noodles,Skip the Dishes; DoorDash
69928,3309 W BroV6R 2,367ae8f19df3ccde,Simply Sushi Bar,3309 W Broadway,Restaurant,Wi-Fi; Wheelchair Accessible; Gift Cards; Table Service; Alcohol; Seating; Bike Parking; Delivery; Credit Cards; Restroom; Parking; Online Ordering; TV; Digital Payments; Catering; Drive-Thru; High Chairs; Debit Cards; Dine-in; Takeout,Vancouver,BC,V6R 2B1,Canada,,,,,info@vancouverpos.com,,,(604) 739-7181,info@vancouverpos.com,Japanese,$,Smoked Salmon; Seafood; Sashimi; Sushi; French Fries,WooCommerce; Skip the Dishes; Clover POS; DoorDash; Uber Eats
69929,Brew StV3H 0,379cc08b8b77e124,Goen Sushi,Brew St,Restaurant,Restroom; Groups; Wheelchair Accessible; Alcohol; Online Ordering; Fresh Ingredients; Seating; Reservations; Contactless Delivery; Credit Cards; High Chairs; Debit Cards; Dine-in; Delivery; Takeout,Port Moody,BC,V3H 0E4,Canada,,,,,,,,(778) 355-7879,,Japanese,$$,Smoked Salmon,Skip the Dishes; Google Maps; DoorDash; Uber Eats
69930,2122 CrowcT2M 3,2bc9aac97539c8dc,clay pot Asian food kitchen,2122 Crowchild Trl NW,Hotel/Resort; Restaurant,Groups; Wi-Fi; Wheelchair Accessible; Alcohol; Non-Smoking; Seating; Reservations; Delivery; Credit Cards; Restroom; Parking; Online Ordering; Digital Payments; TV; High Chairs; Dine-in; Takeout,Calgary,AB,T2M 3Y7,Canada,,,,,claypotricecalgary@gmail.com,,,(403) 452-9855,claypotricecalgary@gmail.com,Chinese,,Seafood; Chicken; Noodles,Skip the Dishes; Uber Eats; OpenTable; DoorDash
69931,1275 PacifV6Z 2,2aa4490c7b473f99,Ki-Isu Japanese Restaurant,1275 Pacific Blvd,Restaurant,Groups; Wheelchair Accessible; Table Service; Alcohol; Seating; Reservations; Bike Parking; Delivery; Credit Cards; Restroom; Parking; Online Ordering; TV; Fresh Ingredients; Contactless Delivery; Catering; High Chairs; Debit Cards; Dine-in; Outdoor Seating; Takeout,Vancouver,BC,V6Z 2R6,Canada,,,,,,,,(604) 899-0366,,Japanese,$$,Smoked Salmon; Sushi,Google Analytics; Codefusion; Uber Eats; Ritual
69932,13900 BridV6V 1,2c140ca12857f0c3,Sang Yuan Online Market Inc. Sang Yuan Shang Cheng,13900 Bridgeport Rd,Restaurant,Delivery; Online Ordering; Takeout,Richmond,BC,V6V 1V3,Canada,,,,,,,,(604) 273-8111,,Japanese; Chinese,$,Seafood; Bento Box,Uber Eats; DoorDash
69933,75 DalhousN3T 2,2d5927dc0e7d6b35,Mr. Tian Restaurant,75 Dalhousie St,Hotel/Resort; Restaurant,Delivery; Online Ordering; Takeout,Brantford,ON,N3T 2J1,Canada,,,,,,,,(519) 753-9088,,Chinese,$,,Uber Eats
69934,530 OxfordN6H 1,1292d064f57df6e4,Heart Sushi,530 Oxford St W,Restaurant,Delivery; Online Ordering; Takeout,London,ON,N6H 1T5,Canada,,,,,,,,(519) 601-6868,,Japanese,$$,Smoked Salmon; Seafood; Sushi; Chicken; Noodles,Skip the Dishes
69935,88 E PendeV6A 3,4043e1ec65c56dc2,Ryo Japanese Food,88 E Pender St,Restaurant,Wheelchair Accessible; Contactless Delivery; Credit Cards; Debit Cards; Dine-in; Delivery; Takeout,Vancouver,BC,V6A 3X3,Canada,,,,,,,,(604) 818-1099,,Japanese,,,Fantuan; Skip the Dishes; Uber Eats
69936,1180 SunseV1Y 9,401d55f05875623c,Double J Hong Kong Fusion,1180 Sunset Dr,Restaurant,Restroom; Wheelchair Accessible; Table Service; Parking; Alcohol; Fresh Ingredients; Seating; Credit Cards; Debit Cards; Dine-in; Outdoor Seating; Takeout,Kelowna,BC,V1Y 9W6,Canada,,,,,restaurant.double.j@gmail.com,,,(250) 763-1379,restaurant.double.j@gmail.com,Hong Kong,$$$,Soups,
69937,8360 GranvV6Y 1,4097c3415b597cf0,Red Bud Restaurant,8360 Granville Ave,Restaurant,Groups; Wi-Fi; Table Service; Alcohol; Online Ordering; TV; Reservations; Delivery; Debit Cards; Takeout,Richmond,BC,V6Y 1P3,Canada,,,,,,,,(604) 285-2822,,Chinese,$$,Salads; Fried Rice; Sandwiches; Noodles; French Fries,Fantuan; Google Maps; DoorDash; Uber Eats
69938,302 MacKenV0E 2,3c34bd0bb1161443,New Mannings,302 MacKenzie Ave,Hotel/Resort; Restaurant,Groups; Reservations; TV; Takeout,Revelstoke,BC,V0E 2S0,Canada,,,,,,,,(250) 837-0883,,Chinese,,,
69939,200 Town CL3R 8,3eff12ee6a152d84,Fu Restaurant (MK),200 Town Centre Blvd,Restaurant,Restroom; Delivery; Wheelchair Accessible; Credit Cards; Debit Cards; Dine-in; Takeout,Markham,ON,L3R 8G5,Canada,,,,,,,,(905) 477-3888,,Chinese,,,Fantuan; Clover POS
69940,Main StB2G 2,45b15a1775fef987,Little Asia,Main St,Hotel/Resort; Restaurant,Wi-Fi; Wheelchair Accessible; Table Service; TV; Reservations; Credit Cards; Dine-in; Outdoor Seating; Delivery; Takeout,Antigonish,NS,B2G 2C6,Canada,,,,,,,2016.0,(902) 872-2888,,Chinese; Thai,$,,
69941,759 Yates V8W 0,4669172526867ddd,Futaba,759 Yates St,Hotel/Resort; Restaurant,Delivery; Online Ordering; Fresh Ingredients; Takeout,Victoria,BC,V8W 0E2,Canada,,,,,,,,(250) 590-6239,,Japanese,,Smoked Salmon; Seafood; Sushi; Noodles,Fantuan; Skip the Dishes; Uber Eats
69942,610 3 Ave T1J 0,4609fde241b75118,The Original Shanghai Chop House,610 3 Ave S,Restaurant,Restroom; Groups; Wheelchair Accessible; Table Service; Alcohol; Seating; Reservations; Credit Cards; High Chairs; Debit Cards; Dine-in; Delivery; Takeout,Lethbridge,AB,T1J 0H5,Canada,,,,,mikemacdonald@shanghaichophouse.com,,,(403) 327-3552,mikemacdonald@shanghaichophouse.com,Chinese,$$,,Squarespace
69943,8166 Main V5X 3,42401d6d9d1d248e,Wo's Chinese Restaurant,8166 Main St,Restaurant,Groups; Wi-Fi; Wheelchair Accessible; Seating; Reservations; Bike Parking; Delivery; Credit Cards; Curbside Pickup; Restroom; Parking; Online Ordering; TV; Contactless Delivery; Catering; High Chairs; Debit Cards; Dine-in; Takeout,Vancouver,BC,V5X 3L6,Canada,,,,,,,,(604) 323-8093,,Chinese,$,Soups; Fried Rice; Chicken; Noodles,Fantuan; Restaurant; DoorDash
69944,909 Expo BV6Z 3,4880c7350726ee7d,FRESH Sushi,909 Expo Blvd,Hotel/Resort; Restaurant,Groups; Wi-Fi; Seating; Bike Parking; Delivery; Credit Cards; Restroom; Parking; Online Ordering; Fresh Ingredients; TV; Contactless Delivery; Catering; High Chairs; Debit Cards; Dine-in; Takeout,Vancouver,BC,V6Z 3G8,Canada,James,Park,,,,,,(604) 568-6112,fresh909expo@gmail.com,Japanese,$,Smoked Salmon; Seafood; Salads; Sushi,Google Analytics; Codefusion; Uber Eats; DoorDash
