Check Map,Check B#,Check M#,Snowball Map,Group,brizo_id,Mapping,Name,First Seen,Street,City/Town,State/Province Code,Zip/Postal Code,Country,First Name,Last Name,Contact LinkedIn,Phone,Contact Count,Most Common Email,Cuisines (Regional),Price Range,Vitality Score,Reputation Score,Technology Vendors
-,-,-,37441,Group C,040dee7daf2e3795,2362 Wilto33305,Sozo Sushi Bar,3/1/2020,2362 Wilton Dr,Wilton Manors,FL,33305,United States,Shuji,Kurihara,,(954)630-1916,1,info@sozosushibar.com,Japanese,$$,,,Wix Restaurants; Culinary Agents; DoorDash; Caviar; Postmates; Uber Eats
-,-,-,37442,Group C,04224c066215387f,3145 Wause34772,Gege Express,2/1/2023,3145 Wauseon Dr,St Cloud,FL,34772,United States,,,,(407)726-8187,0,,Japanese,,,,Uber Eats
-,-,-,37443,Group C,0425809fbcd260af,2500 S Woo86001,Teppan Fuji,3/1/2020,2500 S Woodlands Village Blvd,Flagstaff,AZ,86001,United States,Alex,F,,(928)637-6444,1,,Japanese,$$,,,Wix Restaurants; Culinary Agents; Uber Eats; Socialstream; DoorDash
-,-,-,37444,Group C,0428d5394cdd8f7a,8415 Chesw32244,Fast Wok,3/1/2020,8415 Cheswick Oak Ave,Jacksonville,FL,32244,United States,Yan Dun,Cao,,(904)777-2000,1,info@fastwokjacksonville.com,Chinese,$,,,Google Analytics; Grubhub; Squarespace; Chinese Menu Online; Apple Pay; MailChimp; Google Maps; Opencart
-,-,-,37445,Group C,0434d902690a670c,100 N Wate6854,Uncle Seven,3/31/2020,100 N Water St,Norwalk,CT,6854,United States,,,,(203)722-0177,0,,Chinese,$$,,,Google Analytics; Grubhub; Chinese Menu Online; Squarespace; Apple Pay; EHungry; Seamless; Google Maps; MailChimp; Opencart; DoorDash; Uber Eats
-,-,-,37446,Group C,043a71c8bc376bff,9393 N 90t85258,Hiro Sushi,3/1/2020,9393 N 90th St,Scottsdale,AZ,85258,United States,Hiro,Nakano,,(480)314-4215,1,,Japanese,$$,,,Yelp Waitlist; Culinary Agents
-,-,-,37447,Group C,043c9a70cd9864b8,13750 NW 733168,Hibachi Miami,12/22/2022,13750 NW 7th Ave,Miami,FL,33168,United States,,,,(305)680-8562,0,,Japanese,$$,,,DoorDash; Postmates; Uber Eats
-,-,-,37448,Group C,043f99f3b9de5cbe,1334 N Fer32536,China Star,3/1/2020,1334 N Ferdon Blvd,Crestview,FL,32536,United States,Ruison,Chen,,(850)423-0399,1,,Chinese,$,,,DoorDash
-,-,-,37449,Group C,04569a2da5d27d06,1036 E Hig34711,New Century Buffet,3/1/2020,1036 E Highway 50,Clermont,FL,34711,United States,Chenghua,G,,(352)243-9928,1,,Chinese,$,,,
-,-,-,37450,Group C,0459b9860939e79d,1101 Hunti6704,Hing Wong,3/1/2020,1101 Huntingdon Ave,Waterbury,CT,6704,United States,J. Hing,Chang,,(203)754-0938,1,,Chinese,$$,,,Grubhub; Seamless; Uber Eats; Postmates; DoorDash
-,-,-,37451,Group C,0462e6a1274472fc,10251 Pine33026,Litchi Snow Ice,10/15/2023,10251 Pines Blvd,Pembroke Pines,FL,33026,United States,,,,(954)362-7696,0,,Taiwanese,$$,,,DoorDash
-,-,-,37452,Group C,046acca55ee3b03c,189 NW 13633325,Embarcadero 41,3/1/2020,189 NW 136th Ave,Sunrise,FL,33325,United States,Alex,Mogollon,,(954)368-3452,2,jvidal@embarcadero41.com,Japanese; Peruvian,$$,,,Google Analytics; OpenStreetMap; Grubhub; Popmenu; Culinary Agents; Postmates; Chownow; Seamless; Google Maps; Uber Eats; DoorDash; Caviar
-,-,-,37453,Group C,046ca76cb5fc1e74,975 Meride6479,Sushi House,3/1/2020,975 Meriden Waterbury Tpke,Plantsville,CT,6479,United States,,,,(860)276-8888,0,,Japanese,$$,,,
-,-,-,37454,Group C,047923e0f5e2f88c,801 N Tynd32404,King House,3/1/2020,801 N Tyndall Pkwy,Panama City,FL,32404,United States,Siron,Suand,,(850)215-7088,1,,Chinese,$,,,
-,-,-,37455,Group C,047db6c250f6e925,34 Shunpik6416,Luen Hop,3/1/2020,34 Shunpike Rd,Cromwell,CT,6416,United States,L. I.,Qiuzhen,,(860)635-4108,1,info@luenhopcromwell.com,Chinese,$,,,Google Analytics; Squarespace; Chinese Menu Online; Postmates; Apple Pay; Google Maps; MailChimp; Opencart; Uber Eats
-,-,-,37456,Group C,047eb26ee29a9fc4,941 W Elli85225,Crazy Tuna,8/30/2021,941 W Elliot Rd,Chandler,AZ,85225,United States,,,,(480)855-5535,0,,Japanese,$$,,,Grubhub; Seamless; Google Maps; Uber Eats; Postmates; Caviar; DoorDash
-,-,-,37457,Group C,04829213dbdaf8ae,E Greenway85254,Sushi Crush,11/24/2021,E Greenway Rd,Scottsdale,AZ,85254,United States,,,,(480)702-0522,0,sushicrush123@gmail.com,Japanese,$$,,,Google Analytics; Toast Online Ordering; OpenStreetMap; Grubhub; Yelp Waitlist; Spothopper Catering; Spothopper Job Listing; Spothopper Menus; Spothopper Text Messages; Yelp Reservation; Toast Marketplace; Spothopper Reservations; Google Maps; DoorDash; Uber Eats
-,-,-,37458,Group C,048dc1159b0d8390,10019 N Da33618,China Garden,3/1/2020,10019 N Dale Mabry Hwy,Tampa,FL,33618,United States,Dechun,Chen,,(813)968-4899,1,,Chinese,$,,,Grubhub; Google Maps; BeyondMenu; Uber Eats
-,-,-,37459,Group C,0498104bef33ad41,5030 W McD85035,Best Wok,3/1/2020,5030 W McDowell Rd,Phoenix,AZ,85035,United States,Kathy,Gee,,(602)233-9440,1,,Chinese,$,,,Grubhub; Seamless; Google Maps; Uber Eats; DoorDash
-,-,-,37460,Group C,049e10b67f528ffd,5350 E Mar85054,Kembara,12/16/2023,5350 E Marriott Dr,Phoenix,AZ,85054,United States,Angelo,Sosa,,(480)293-5000,1,reservations@kembaraphx.com,Cantonese; Chinese,,,,Facebook Pixel; Google Analytics; Google Maps; OpenTable
-,-,-,37461,Group C,04b4f69267a7d105,1218 E Mai6790,Hong Kong Star Chinese Restaurant,3/1/2020,1218 E Main St,Torrington,CT,6790,United States,L. I.,Zhen Zhu,,(860)626-9888,1,,Chinese,$,,,Google Analytics; Google Maps
-,-,-,37462,Group C,04bfa1098a6ed993,3201 NW 7t33127,Sushi Bravo,6/26/2023,3201 NW 7th Ave Cir,Miami,FL,33127,United States,,,,(786)478-8102,0,,Japanese,,,,Grubhub; Seamless; Postmates; Uber Eats
-,-,-,37463,Group C,04dd4a7c6b7a725e,3516 US-1934652,Grille One Nine,3/1/2020,3516 US-19,New Port Richey,FL,34652,United States,Sean,Nguyen,,(727)848-6463,1,,Japanese,$$,,,WooCommerce; DoorDash
-,-,-,37464,Group C,04df8b206bb84c96,10211 Pine33026,Kaeru Sushi & Grill,10/25/2022,10211 Pines Blvd,Pembroke Pines,FL,33026,United States,,,,(954)589-0221,0,higellc@gmail.com,Japanese,$$,,,Wix Restaurants; Toast Marketplace; Toast Online Ordering; Uber Eats
-,-,-,37465,Group C,04e5c85c7cd5da41,8787 N 56t33617,Zen Noodle Bar Tampa,11/24/2022,8787 N 56th St,Temple Terrace,FL,33617,United States,,,,(813)559-1026,0,zennoodlebartampa@gmail.com,Japanese; Vietnamese; Chinese,$$,,,Wix Restaurants; Google Maps; Canva; DoorDash; Square; Square Gift Cards
-,-,-,37466,Group C,04f208a25238772b,1911 W Mai85201,Asian Cafe Express,3/1/2020,1911 W Main St,Mesa,AZ,85201,United States,Michael,L,,(480)668-5910,1,asiancafemesa@gmail.com,Cantonese,$,,,WooCommerce; Google Maps
-,-,-,37467,Group C,04feaa5eaf73413d,1455 SE 1733316,Sushi Yummy,2/5/2024,1455 SE 17th St,Fort Lauderdale,FL,33316,United States,,,,(754)777-6622,0,,Hawaiian; Japanese; Chinese; Thai,$,,,Uber Eats
-,-,-,37468,Group C,050056a0ee504a8f,2903 W Kin72450,Asia Cuisine,3/1/2020,2903 W Kings Hwy,Paragould,AR,72450,United States,,,,(870)236-1818,0,,Chinese,$,,,Google Maps; DoorDash; Caviar
-,-,-,37469,Group C,051640d04ed73a55,5535 S Wil32128,Asian Sauce Box,3/1/2020,5535 S Williamson Blvd,Port Orange,FL,32128,United States,,,,(386)317-0085,0,,Cantonese; Chinese,$$,,,Google Analytics; WooCommerce; Grubhub; MealKeyway; Menusifu; Google Maps; BeyondMenu; Uber Eats; DoorDash
-,-,-,37470,Group C,05227754832429f3,18001 Coll33160,Saka Mori Japanese Fusion,3/1/2020,18001 Collins Ave,Sunny Isles Beach,FL,33160,United States,,,,(305)692-5616,0,sakamorimiami@gmail.com,Japanese,$$,,,OpenStreetMap; Spothopper Job Listing; Spothopper Catering; Spothopper Text Messages; Apple Pay; Seamless; Menufy; Caviar; Facebook Pixel; Google Analytics; Grubhub; Postmates; Spothopper Menus; Spothopper Reservations; Google Maps; DoorDash; Uber Eats
-,-,-,37471,Group C,05249f0ff0867f53,7900 103rd32210,Ginger Wok Chinese Restaurant,3/1/2020,7900 103rd St,Jacksonville,FL,32210,United States,,,,(904)772-7778,0,tojinperez@live.com,Chinese,,,,
-,-,-,37472,Group C,0527ef44b1981bea,141 NW 20t33431,Oishii Japanese & Hibachi,3/1/2020,141 NW 20th St,Boca Raton,FL,33431,United States,,,,(561)955-6009,0,,Japanese,$$,,,Google Analytics; Google Maps; DoorDash
-,-,-,37473,Group C,0541e71381d31d4e,3399 US-4434974,King House Chinese Restaurant,3/1/2020,3399 US-441 SE,Okeechobee,FL,34974,United States,Xin Chang,Linn,,(863)357-8777,1,,Chinese,$$,,,
-,-,-,37474,Group C,054e5fcfb21d15cb,3752 E Ind85018,Hand Made Rolls,8/14/2020,3752 E Indian School Rd,Phoenix,AZ,85018,United States,,,,(602)883-8827,0,,Japanese,$,,,Uber Eats; DoorDash
-,-,-,37475,Group C,055473f7cdef25e2,265 Colony32162,Sakura Japanese Restaurant,3/1/2020,265 Colony Blvd,The Villages,FL,32162,United States,Zhen,Guo,,(352)205-7393,1,,Japanese,$$,,,Google Analytics; WooCommerce; Google Maps; Menusifu; MealKeyway; Uber Eats
-,-,-,37476,Group C,055c434696e37575,524 N Main6010,Chopsticks Kitchen,3/1/2020,524 N Main St,Bristol,CT,6010,United States,Tony,lo,,(860)589-0466,1,,Chinese,$,,,Grubhub; Google Maps
-,-,-,37477,Group C,055d1f7c49bcd1f9,1410 Misso33770,Golden Wok China Buffet,3/1/2020,1410 Missouri Ave N,Largo,FL,33770,United States,Rong,Lin,,(727)586-0565,1,,Chinese,$,,,
-,-,-,37478,Group C,056d53e628826ee4,65 Rubber 6770,Brazilian Temakeria CT,1/28/2023,65 Rubber Ave,Naugatuck,CT,6770,United States,,,,(203)808-3179,0,,Brazilian; Japanese,,,,Uber Eats
-,-,-,37479,Group C,056e292b400a5be4,1805 Tamia34102,Panda Pavilion,3/1/2020,1805 Tamiami Trl N,Naples,FL,34102,United States,Chung,Chiu,,(239)434-8898,1,,Japanese; Chinese,$,,,DoorDash
-,-,-,37480,Group C,057243dcc4f7fb3b,190 N Catt34243,Maui Poki,1/28/2023,190 N Cattlemen Rd,Sarasota,FL,34243,United States,,,,(941)413-1202,0,,Japanese,$,,,DoorDash; Uber Eats
-,-,-,37481,Group C,05741f172d5c260d,4790 S Flo33813,Oksumi Ramen & Bar,1/14/2022,4790 S Florida Ave,Lakeland,FL,33813,United States,,,,(863)500-8333,0,,Japanese,$$,,,Google Maps; DoorDash
-,-,-,37482,Group C,059e49eca279e2c0,817 7th St20001,Reren Lamen & Bar,3/1/2020,817 7th St NW,Washington,DC,20001,United States,Leopold,L,,(202)290-3677,1,,Chinese,$,,,WooCommerce; Grubhub; MenuPages; Google Maps; Uber Eats
-,-,-,37483,Group C,05b8b55d54287430,1234 19th 20036,Teashi,3/1/2020,1234 19th St NW,Washington,DC,20036,United States,,,,(202)506-5568,0,dcteashi@gmail.com,Japanese; Chinese,$,,,Weebly; Google Analytics; Grubhub; Seamless; Clover POS
-,-,-,37484,Group C,05bd4224c57aa0d1,225 W Warn85225,Hi 5 Sushi,11/24/2022,225 W Warner Rd,Chandler,AZ,85225,United States,,,,(480)534-4269,0,,Japanese,$$,,,DoorDash
-,-,-,37485,Group C,05c03afcce0afdaa,65 Pratt S6103,Sunberry Restaurant and Bar,3/1/2020,65 Pratt St,Hartford,CT,6103,United States,Sara,Kim,,(860)241-0811,1,sunberrycafe@gmail.com,Korean; Japanese,$$,,,Facebook Pixel; Google Analytics; Shopify; Resy; DoorDash; Caviar
-,-,-,37486,Group C,05c1fe30ba1a4d61,5550 NW 4033073,The BOL,3/1/2020,5550 NW 40th St,Coconut Creek,FL,33073,United States,Mark,Rivera,,(954)977-6700,2,info@bolrestaurants.com,Vietnamese; Chinese,$$,,,Google Analytics; Eventbrite; Culinary Agents
-,-,-,37487,Group C,05c3bec8fb080ad2,4038 Ludla33155,Canton Rose,3/1/2020,4038 Ludlam Rd,Miami,FL,33155,United States,King Mau,Chi,,(305)661-0610,1,,Chinese,$$,,,
-,-,-,37488,Group C,05cc0e3634741f73,Epcot Cent32830,Shiki-Sai: Sushi Izakaya,8/19/2023,Epcot Center Dr,Orlando,FL,32830,United States,,,,(407)939-5277,0,corey@wdwinfo.com,Japanese,$$,,,
-,-,-,37489,Group C,05ce476a86b35281,1371 S Wal32091,LinGui Chinese Restaurant,6/19/2020,1371 S Walnut St,Starke,FL,32091,United States,,,,(904)964-5700,0,,Chinese,$,,,
-,-,-,37490,Group C,05d01a23c9747c5f,15557 W Be85374,Chef Panda,3/1/2020,15557 W Bell Rd,Surprise,AZ,85374,United States,Patrick,L,,(623)544-6828,1,admin@orderinghere.com,Chinese,$,,,Grubhub; MenuPages; Postmates; Apple App Store; Wix Restaurants; Chownow; Seamless; Google Maps; BeyondMenu; DoorDash; Uber Eats; Caviar
-,-,-,37491,Group C,05dcbc7f12958b9d,127 Miracl33134,Kao Sushi & Grill,2/7/2024,127 Miracle Mile,Coral Gables,FL,33134,United States,,,,(786)864-1212,0,,Japanese,,,,Chownow
-,-,-,37492,Group C,05e45c2c160f39e1,20118 Cent32424,King House,3/1/2020,20118 Central Ave W,Blountstown,FL,32424,United States,Johnny,Dhang,,(850)674-9441,1,,Chinese,$$,,,
-,-,-,37493,Group C,05e4f5b788ae844a,200 Crando33149,Origin Asian Bistro,3/1/2020,200 Crandon Blvd,Key Biscayne,FL,33149,United States,Thanu,Sinevong,,(305)365-1260,1,lena.origin@gmail.com,Japanese,$$,,,Facebook Pixel; Google Analytics; Apple Pay; Google Maps; Menufy
-,-,-,37494,Group C,05e7a809d1aebb05,377 Teques33469,Casa Cana,3/26/2022,377 Tequesta Dr,Jupiter,FL,33469,United States,David,Chapman,,(561)250-6350,1,stephanie@casacana.co,Japanese,$$,,,Google Analytics; Toast Online Ordering; Bentobox; Culinary Agents; OpenTable; Toast Marketplace; Google Maps; Uber Eats
-,-,-,37495,Group C,05f369630f561a35,1741 Palm 33401,Tobu Oriental Eatery,3/1/2020,1741 Palm Beach Lakes Blvd,West Palm Beach,FL,33401,United States,,,,(561)686-2565,0,,Chinese,$$,,,Grubhub; DoorDash; Uber Eats
-,-,-,37496,Group C,06023b04224d2405,66 S Dobso85202,Heng's Kitchen,3/1/2020,66 S Dobson Rd,Mesa,AZ,85202,United States,,,,(480)256-0638,0,,Szechuan; Chinese,$,,,Facebook Pixel; Google Analytics; Apple Pay; Google Maps; Menufy
-,-,-,37497,Group C,06095ada673190d0,6661 S Dix33143,Canton,3/1/2020,6661 S Dixie Hwy,Miami,FL,33143,United States,Teddy,Nguyen,,(305)666-5511,1,,Chinese,$$,,,DoorDash; Caviar; Postmates; Uber Eats
-,-,-,37498,Group C,065c992295e9cecd,2551 Drew 33765,The Imperial Bamboo,10/3/2022,2551 Drew St,Clearwater,FL,33765,United States,,,,(561)800-1617,0,,Chinese,,,,
-,-,-,37499,Group C,066a53763fa0157e,6170 Ulmer33760,New China Beach,3/1/2020,6170 Ulmerton Rd,Clearwater,FL,33760,United States,,,,(727)530-7785,0,,Chinese,$,,,Grubhub; Seamless; BeyondMenu; Google Maps; DoorDash; Uber Eats; Postmates
-,-,-,37500,Group C,066a85daf435db4f,2801 S 50t33619,Fusion Kitchen,4/9/2023,2801 S 50th St,Tampa,FL,33619,United States,,,,(813)248-1060,0,,Chinese,$,,,Google Analytics; Grubhub; Chinese Menu Online; Squarespace; Apple Pay; Seamless; MailChimp; BeyondMenu; Google Maps; Opencart; DoorDash
-,-,-,37501,Group C,067507cb0dd1f302,9351 SW 5633165,Mom's Specialties,3/21/2020,9351 SW 56th St,Miami,FL,33165,United States,,,,(786)420-9773,0,,Chinese,$$,,,DoorDash
-,-,-,37502,Group C,0680dac4058d16c9,17155 Mira33027,Orient Chef,3/1/2020,17155 Miramar Pkwy,Miramar,FL,33027,United States,Jack,Chung,,(954)538-0992,1,info@orientchefmiramarfl.com,Japanese; Chinese,$$,,,Google Analytics; Squarespace; Chinese Menu Online; Postmates; Apple Pay; MailChimp; BeyondMenu; Google Maps; Opencart; Uber Eats
-,-,-,37503,Group C,0682675dc4afc815,39 New Lon6033,MIN GHUNG,3/1/2020,39 New London Tpke,Glastonbury,CT,6033,United States,,,,(860)659-2568,0,minghungcuisine@gmail.com,Japanese,$$,,,Culinary Agents
-,-,-,37504,Group C,06955fbcabf7ab3c,12892 Bisc33181,Poke & More,10/27/2020,12892 Biscayne Blvd,North Miami,FL,33181,United States,,,,(786)703-9607,0,,Japanese,$$,,,Grubhub; Seamless; Uber Eats; Postmates; kwickmenu; DoorDash
-,-,-,37505,Group C,06964631e9fd2304,865 N Gilb85234,Masa Sushi,3/1/2020,865 N Gilbert Rd,Gilbert,AZ,85234,United States,Su,Jin,,(480)813-6888,1,az.masasushi@gmail.com,Japanese,$$,,,Grubhub; Seamless; Uber Eats; Postmates; Caviar; DoorDash
-,-,-,37506,Group C,06986f64bb110405,14286 Beac32250,Karai Ramen Bistro,3/1/2020,14286 Beach Blvd,Jacksonville Beach,FL,32250,United States,Levi,?,,(904)329-4073,1,,Japanese,$$,,,Google Analytics; Toast Marketplace; Waitlist Me; Google Maps; Popmenu
-,-,-,37507,Group C,0699687d6d5a194f,1869 Dixwe6514,Sakura Garden,3/1/2020,1869 Dixwell Ave,Hamden,CT,6514,United States,Haiyan,Liu,,(203)288-8836,1,,Japanese,$,,,Google Maps; GlobalFood
-,-,-,37508,Group C,06b664244187f506,8727 N Cen85020,Sushi Friend,3/22/2022,8727 N Central Ave,Phoenix,AZ,85020,United States,,,,(623)213-3977,0,hello@yoursushifriend.com,Japanese,$$,,,Squarespace
-,-,-,37509,Group C,06beafb2f84091f1,5235 E CR-32459,Old Florida Fish House,9/26/2020,5235 E CR-30A,Santa Rosa Beach,FL,32459,United States,,,,(850)534-3045,0,45countryking45@gmail.com,American; Japanese,$$,,,Tabit; Wix Restaurants; Eventbrite
-,-,-,37510,Group C,06c22f4b5c7909bb,808 N Fran33602,Haiku Tampa,3/1/2020,808 N Franklin St,Tampa,FL,33602,United States,David,Reyes,,(813)644-5787,1,contact@haikutampa.com,Japanese,$$,,,Facebook Pixel; Google Analytics; OpenStreetMap; OpenTable; Postmates; Toast Marketplace; Spothopper Text Messages; Spothopper Menus; Google Maps; Uber Eats
-,-,-,37511,Group C,06d75421e31c1396,4076 Belfo32216,Wok N Roll,3/1/2020,4076 Belfort Rd,Jacksonville,FL,32216,United States,Xiaosong,Zaheng,,(904)425-4753,1,,Japanese; Chinese,$,,,Grubhub; Seamless; BeyondMenu; ez order now; DoorDash; Uber Eats; Caviar
-,-,-,37512,Group C,06eff49cc1938c25,2219 N Com33326,La Perla Ceviches & Rolls,3/1/2020,2219 N Commerce Pkwy,Weston,FL,33326,United States,,,,(954)389-8871,0,,Japanese; Peruvian,$$,,,DoorDash; Caviar; Postmates; Uber Eats
-,-,-,37513,Group C,06f64ace3ee27934,21 Broadwa6511,Junzi Kitchen,3/1/2020,21 Broadway,New Haven,CT,6511,United States,Anthony,K,,(475)441-7836,4,feedback@junzi.us,Chinese,$,,,Square Loyalty; Tattle; Delivery.com; Square Gift Cards; Go Parrot; ezCater; Facebook Pixel; Google Analytics; Grubhub; Culinary Agents; Squarespace; Square; Google Maps; Paycom; Snackpass; DoorDash; Uber Eats
-,-,-,37514,Group C,070623d1a1fab0f1,2804 N Roo33040,Seagrass Thai & Sushi,3/1/2020,2804 N Roosevelt Blvd,Key West,FL,33040,United States,,,,(305)296-8608,0,seagrasskw@gmail.com,Japanese,$$,,,Wix Restaurants; DoorDash; Caviar; Postmates; Uber Eats
-,-,-,37515,Group C,07255299ed0e40b2,15475 W Mc85395,Ah-So,3/1/2020,15475 W McDowell Rd,Goodyear,AZ,85395,United States,Sunny,Kang,,(623)535-8900,1,,Japanese,$$,,,Google Analytics; Google Maps
-,-,-,37516,Group C,072fda6c0cac8d55,13120 Crys72113,China Taste,3/1/2020,13120 Crystal Hill Rd,Maumelle,AR,72113,United States,,,,(501)812-0055,0,,Chinese,$,,,BiteSquad; Grubhub; Apple App Store; BeyondMenu; Google Maps; Seamless; Caviar; DoorDash
-,-,-,37517,Group C,0731f2709c8e7241,3410 E Joh72405,Mamasang Sushi & Grill,3/1/2020,3410 E Johnson Ave,Jonesboro,AR,72405,United States,,,,(870)520-6000,0,,Japanese,$$,,,
-,-,-,37518,Group C,07488508e9573c82,284 N Mapl6082,New China Restaurant,3/1/2020,284 N Maple St,Enfield,CT,6082,United States,Ying,Yang,,(860)749-1668,1,info@newchinaenfield.com,Chinese,$,,,Google Analytics; Apple Pay; Google Maps; MailChimp; Opencart; Squarespace; Chinese Menu Online
-,-,-,37519,Group C,074bf3f6be300357,3155 Main 6120,Hartford #1 Chinese Restaurant,3/1/2020,3155 Main St,Hartford,CT,6120,United States,B. Sing,Chem,,(860)548-0110,1,,Chinese,$,,,
-,-,-,37520,Group C,0761f05d5667529a,2825 N Cen85004,King Salmon,5/5/2022,2825 N Central Ave,Phoenix,AZ,85004,United States,,,,(602)698-1055,0,sanaibrosllc@gmail.com,Japanese,$$,,,Weebly; Grubhub; Square; Postmates; Google Maps; Seamless; DoorDash; Uber Eats
-,-,-,37521,Group C,076d9ff87380d603,6934 Colli33141,Fifi's on the Beach,3/1/2020,6934 Collins Ave,Miami Beach,FL,33141,United States,Christina,Aguilar,,(305)865-5665,2,fifisonthebeach@gmail.com,Japanese; Spanish,$$,,,Wix Restaurants; Facebook Pixel; Google Analytics; Grubhub; Uber Eats; OpenTable; DoorDash
-,-,-,37522,Group C,076fac31cb9cafe0,1125 W Bas85210,Dragon Express,3/1/2020,1125 W Baseline Rd,Mesa,AZ,85210,United States,Michael,Tang,,(480)755-1888,1,,Chinese,$,,,MenuPages; Grubhub; BeyondMenu; ezCater; Uber Eats
-,-,-,37523,Group C,077899e57c1d8244,1901 N 19t33605,Sushi House,3/1/2020,1901 N 19th St,Tampa,FL,33605,United States,,,,(813)248-2333,0,kazokutampa@gmail.com,Japanese,$$,,,Facebook Pixel; Toast Online Ordering; Grubhub; Postmates; Seamless; Heartland POS; Restaurant Guru; Uber Eats
-,-,-,37524,Group C,0780789fd127adb1,6133 State34653,new shanghai,3/1/2020,6133 State Road 54,New Port Richey,FL,34653,United States,Xiang,Shao,,(727)816-8862,1,,Chinese,$$,,,Google Maps; BeyondMenu; DoorDash; Apple App Store; Uber Eats
-,-,-,37525,Group C,079a2831e7fcf088,9990 Unive33913,Dim Sum King,3/4/2023,9990 University Plaza Dr,Fort Myers,FL,33913,United States,,,,(239)689-1395,0,,Chinese,$$,,,Google Analytics; Stripe; Rushable; Grubhub; Seamless; Google Maps
-,-,-,37526,Group C,079c3442b13d401b,274 E Main6413,Golden China Chinese Restaurant,3/1/2020,274 E Main St,Clinton,CT,6413,United States,Bao,Zhang,,(860)664-4589,1,,Cantonese; Chinese,$,,,Facebook Pixel; Google Analytics; Apple Pay; Google Maps; Menufy
-,-,-,37527,Group C,079effbca5837ada,10395 Narc32832,Mr. K's Chinese Cuisine & Sushi,3/1/2020,10395 Narcoossee Rd,Orlando,FL,32832,United States,,,,(407)273-9966,0,,Korean; Chinese,$$,,,BeyondMenu; DoorDash; AIYA Order; Postmates; Caviar; Uber Eats
-,-,-,37528,Group C,07b7a67493a566dd,13000 W In85340,China Red Cafe,3/1/2020,13000 W Indian School Rd,Litchfield Park,AZ,85340,United States,Janet,Huang,,(623)535-7599,1,info@chinaredcafe-az.com,Chinese,$,,,Grubhub; inspectlet; Apple App Store; Oracle GloriaFood; Google Maps; GlobalFood; DoorDash; Uber Eats
-,-,-,37529,Group C,07c6abe5cbaa751d,1739 W Gle85021,New Silver Dragon,3/1/2020,1739 W Glendale Ave,Phoenix,AZ,85021,United States,,,,(602)841-3308,0,info@newsilverdragonaz.com,Chinese,$,,,Google Analytics; Grubhub; Squarespace; Chinese Menu Online; Apple Pay; BeyondMenu; Google Maps; MailChimp; Opencart; Menufy; Uber Eats; DoorDash
-,-,-,37530,Group C,07dac1a8640e3e66,391 E Fry 85635,Orient Express,7/7/2023,391 E Fry Blvd,Sierra Vista,AZ,85635,United States,,,,(520)459-8449,0,mrs.wen@yahoo.com,Chinese,,,,Google Maps; BeyondMenu; Apple App Store
-,-,-,37531,Group C,07dfd92a5d96a82f,61 Curtiss33166,thai rama sushi,3/1/2020,61 Curtiss Pkwy,Miami Springs,FL,33166,United States,Mony,Lon,,(305)884-4390,1,,Japanese,,,,
-,-,-,37532,Group C,07e25e642f3a18ef,881 W Bay 33770,Wok N Roll,3/1/2020,881 W Bay Dr,Largo,FL,33770,United States,William,Chen,,(727)585-8288,1,,Chinese,$,,,
-,-,-,37533,Group C,07fbcbfb69560bc6,3170 W Com33309,New China,3/1/2020,3170 W Commercial Blvd,Tamarac,FL,33309,United States,Qihan,Hung,,(954)714-8217,1,info@newchina3170.com,Chinese,$,,,Google Analytics; MenuPages; Google Maps; Menufy; DoorDash; Uber Eats
-,-,-,37534,Group C,08107551c479423b,155 E Gran32176,Sushi 99,3/1/2020,155 E Granada Blvd,Ormond Beach,FL,32176,United States,,,,(386)238-9620,0,,Japanese,$$,,,Grubhub; Seamless; Uber Eats; Postmates; Caviar; DoorDash
