Restaurant ID,Account Name,Account: Business Phone,Mobile - Primary,Billing Street,Billing Zip/Postal Code,Billing State/Province (text only)
R81091,SAKURA KITCHEN R81091,(860) 794-2445,(860) 863-7945,410 Farmington Ave,6010,CT
R81095,KAM HEUNG R81095,(732) 877-3837,(848) 459-8931,226 Hall Avenue,8861,NJ
R81096,NEW GARDEN R81096,(310) 260-9063,(718) 864-3698,1535 Westchester Ave,10472,NY
R81098,PANDA HOUSE R81098,(919) 879-7028,(646) 520-6647,1462 Garner Station Blvd,27603,NC
R81099,CHINA KITCHEN R81099,(630) 253-7690,(312) 522-2923,2035 S. Washington Street,60565,IL
R81101,NEW CHINA R81101,(937) 573-1071,(917) 588-1762,2921 Linden Ave,45410,OH
R81103,CHINA CITY R81103,(570) 441-8404,(917) 981-1772,544 East St,17815,PA
R81106,ASIAN TASTE 2 R81106,(410) 668-3223,,1715 Taylor Ave,21234,MD
R81107,CHINA WOK R81107,(317) 503-0227,(929) 215-2272,200 S Emerson Ave,46143,IN
R81109,*LUCKY* R81109,(804) 557-6450,(646) 427-4059,10841 Hull St. Rd,23112,VA
R81112,CHINA WOK R81112,(717) 723-2634,(347) 753-1217,345 Comet Dr,17551,PA
R81116,*CHINA WOK* R81116,(571) 505-0351,(571) 721-0091,2039 S. Pleasant Valley Rd,22601,VA
R81117,^LI CHINA HOUSE^ R81117,-,(734) 999-8323,8040 E 7 Mile Rd,48234,MI
R81118,CHINA GARDEN R81118,(386) 307-7431,(909) 244-4517,2021 S. Ridgewood Ave,32119,FL
R81119,*GOURMET* R81119,(601) 760-2782,(646) 508-4834,587 Hwy 51 N,39157,MS
R81121,RICE BUCKET R81121,(305) 362-7545,(305) 527-5006,15364 N. W. 79 Court,33016,FL
R81122,CHINA HOUSE R81122,(405) 626-8377,(209) 312-3054,7829 W. Hefner Rd,73162,OK
R81125,JIN JIN IN LOCUST R81125,(917) 376-6598,(704) 888-5427,1014 W. Main St,28097,NC
R81127,MR WOK R81127,(609) 775-7541,(609) 902-6888,1250 S Broad St,8610,NJ
R81128,*HUNAN KING* R81128,(440) 324-4095,(646) 331-5151,1537 West River Rd,44035,OH
R81132,GOLDEN GARDEN R81132,(856) 625-9029,(917) 291-2866,545 W Broad St,8066,NJ
R81133,CHINA WOK R81133,-,(917) 796-6877,57 4th Ave,11217,NY
R81135,*CHINA PANDA* R81135,-,(919) 353-4859,806 Spring Lane,27330,NC
R81136,*MOON STAR II* R81136,(719) 271-4970,(719) 304-6085,5873 Palmer Park Blvd.,80915,CO
R81139,^NEW CHINA GOLD CAFE^ R81139,(603) 731-9276,(631) 640-8082,880 Central St,3235,NH
R81151,GOOD TASTE R81151,(919) 404-1218,(919) 426-3008,532 W. Gannon Ave,27597,NC
R81152,*HONG'S GARDEN* R81152,(970) 984-3298,(626) 329-6319,820 Castle Valley Blvd,81647,CO
R81155,WOK N' STUFF II R81155,(352) 299-7586,(917) 238-3226,"3435 N. Avenue, Suite 202",34475,FL
R81157,DRAGON EXPRESS R81157,(616) 844-2288,(646) 479-7312,939 Robbins Rd,49417,MI
R81158,*LITTLE CHINESE KITCHEN* R81158,(504) 671-7328,(504) 388-7110,701 David Dr Suite F,70003,LA
R81159,*EXPRESS CHINA* R81159,(803) 888-6178,(803) 477-7828,2025 Harden St.,29204,SC
R81161,SING WOK KITCHEN R81161,(703) 515-7846,(646) 508-4608,353 E 204th St,10467,NY
R81162,*BAMBOOS* R81162,(352) 667-5435,(502) 930-5096,2675 SW 91st St,32608,FL
R81163,YUMMY R81163,(608) 235-0889,(917) 399-5618,129 University Dr.,54935,WI
R81166,*CHINA QUEEN* R81166,(919) 832-8882,(917) 769-6222,2233 Avent Ferry Rd,27606,NC
R81167,88 CHINESE EXPRESS R81167,(717) 371-8883,(717) 683-6566,31 N Queen St,17603,PA
R81168,*ROSE GARDEN* R81168,(763) 560-7000/5000,(952) 261-3976,6090 Shingle Creek Pkwy,55430,MN
R81169,KING'S KITCHEN R81169,(973) 399-9393,,818 Clinton Ave.,7108,NJ
R81171,CHINA DRAGON R81171,(251) 923-6077,(347) 445-0790,2200 E 2nd St,36542,AL
R81172,NEW GARDEN R81172,(646) 552-5139,(941) 900-7622,4629 Cortez Rd W,34210,FL
R81177,LUCKY CHINA R81177,-,(646) 400-7779,3600 Cherokee St NW suite111,30144,GA
R81178,NEW OCEAN R81178,-,(646) 236-5531,1128 E Luzerne St,19124,PA
R81181,*CHEF CHEN* R81181,(654) 450-4940,(440) 654-7538,2743 Elm Rd,44483,OH
R81182,CHINA SPRING R81182,(804) 815-9978,(917) 770-8200,126 General Puller Hwy G,23149,VA
R81183,CHINESE KITCHEN R81183,(301) 237-1209,(646) 371-4205,64 Pleasant Valley Rd S,6340,CT
R81185,PANDA PAVILION R81185,(203) 375-3730,(860) 394-8345,60 Access Rd,6615,CT
R81186,LIU'S GARDEN R81186,(929) 677-2119,(502) 356-9315,11517 Shelbyville Rd,40243,KY
R81191,BAMBOO GARDEN R81191,(405) 788-1840,(646) 571-9599,103 N Broadway St,74873,OK
R81193,CHINA KING R81193,(910) 385-9168,(828) 333-1771,1400-150 Walter Reed Rd.,28304,NC
R81195,^CHINA LILY^ R81195,(407) 219-7655,(321) 316-9346,360 Moore Rd,34761,FL
R81199,GREAT WALL R81199,(765) 962-5255,(765) 277-2266,1731 National Rd W,47374,IN
R81201,JADE GARDEN R81201,(715) 279-2220,(608) 239-3799,3620 Gateway Dr,54701,WI
R81202,HOT WOK R81202,(321) 427-1448,(407) 907-6786,1887 Knox McRae Dr,32780,FL
R81203,GREAT WALL R81203,(813) 947-1738,(917) 582-7300,603 N U.S. Hwy 41,33570,FL
R81205,HONG KONG R81205,(347) 272-4692,(727) 510-3578,11204 Park Blvd,33772,FL
R81206,CHINA EXPRESS R81206,(606) 670-1990,(917) 330-9913,1801 Cumberland Ave,40965,KY
R81207,CHINA GARDEN R81207,-,(646) 479-2120,501 N Main St,47711,IN
R81208,RICE HOUSE R81208,(319) 266-9999,(319) 610-5522,226 Brandilynn Blvd,50613,IA
R81211,DEAN HOUSE R81211,(440) 268-9598,(440) 212-8241,14393 Pearl Rd,44136,OH
R81212,GOLDEN DRAGON R81212,(757) 717-3632,(757) 469-7015,1464 Mount Pleasant Rd,23322,VA
R81213,CHINA TOWN R81213,(920) 675-1666,(920) 675-1666,141 Collins Rd,53549,WI
R81219,JIN JIN R81219,(856) 261-8469,(646) 821-5357,137 Egg Harbor Rd,8080,NJ
R81222,CHAR KOON R81222,(717) 312-1616,(646) 402-1266,1152 Mae Street,17036,PA
R81223,HONG KONG R81223,(727) 565-7987,(347) 407-2528,4935 Gulfport Blvd,33707,FL
R81225,NO.1 CHINESE KITCHEN R81225,(845) 604-0846,(443) 522-4979,106 Reisterstown Rd,21208,MD
R81226,NEW PANDA HOUSE R81226,(763) 647-8392,(763) 600-9740,4451 Winnetka Ave N,55428,MN
R81227,*WANG CAI* R81227,(224) 508-1085,(347) 863-6207,209 S State Rd 135,46142,IN
R81228,*CHINA 1* R81228,(727) 501-6319,(646) 309-5296,12004 Indian Rocks Rd,33774,FL
R81229,NO. 1 R81229,(252) 253-5222,(917) 951-6216,130 NC-102,28513,NC
R81232,YUMMY KITCHEN R81232,-,(917) 285-5076,1603 Park Ave,7080,NJ
R81233,DRAGON EXPRESS R81233,(513) 439-1792,(646) 322-5505,3523 Roosevelt Blvd,45044,OH
R81235,GREAT WALL R81235,(646) 318-8917,(347) 248-4763,2359 Grand Concourse,10468,NY
R81236,GOLDEN CHOPSTICKS R81236,(561) 827-7507,(561) 809-5970,644 US-1,33469,FL
R81237,*JADE'S GARDEN* R81237,(630) 864-2342,(630) 550-2999,411 E. South Street,60545,IL
R81238,WOK N ROLL R81238,(617) 407-1881,(904) 674-9213,1680 Dunn Ave,32218,FL
R81239,*CHINA KING* R81239,(573) 291-7413,(360) 910-7844,3720 W Truman Blvd,65109,MO
R81251,ASIAN GRILL R81251,(978) 390-8373,(816) 808-6780,1427 Goodman Rd W,38637,MS
R81252,CHINA KITCHEN R81252,(706) 798-2611,(706) 231-0909,3451 Peach Orchard Rd,30906,GA
R81255,CHINA KITCHEN R81255,-,(312) 522-8635,5332 N Cumberland Ave,60656,IL
R81256,^BAMBOO GARDENS^ R81256,(208) 413-2788,(415) 683-8686,907 6th St,99403,WA
R81257,CHINA CAFE R81257,(309) 236-6849,(646) 266-3686,4605 16th Street,61265,IL
R81259,YUM YUM EXPRESS R81259,(843) 513-7102,(843) 819-3967,6877 Dorchester Rd,29418,SC
R81261,^ASHEBORO CHINA HOUSE^ R81261,(336) 988-3035,(336) 988-5608,1200 N Fayetteville St,27203,NC
R81262,PANDA R81262,(347) 254-8599,(785) 635-8063,73-03 Yellowstone Blvd,11375,NY
R81263,*HUNA CHINA* R81263,(973) 696-3300,(646) 508-9096,10 Lincoln Park Plaza,7035,NJ
R81265,KO SHENG R81265,(614) 286-1136,(614) 284-3522,3350 Cleveland Ave,43224,OH
R81266,*ASIAN DELIGHT* R81266,(765) 309-3769,(317) 331-4709,2126 Park Road,47331,IN
R81267,BEST CHINESE R81267,(410) 215-3985,(917) 865-7798,5501 1/2 Reisterstown Rd,21215,MD
R81268,JIN JIN R81268,(850) 623-9009,(646) 287-8785,6209 US-90,32570,FL
R81269,CHENG'S GOURMET R81269,(937) 602-8774,(929) 532-8433,543 W 2nd St,45385,OH
R81271,EN LAI R81271,-,(626) 863-9150,2356 Essington Rd,60435,IL
R81272,NO 1 R81272,(570) 499-7619,(917) 808-5329,2949 Traverse Trail,32163,FL
R81273,SUN HING R81273,(646) 355-9192,(860) 202-1907,654 Wolcott Rd,6716,CT
R81275,DRAGON BUFFET R81275,(920) 946-8971,(304) 588-3119,550 Walton Drive,53073,WI
R81277,LITTLE CHINA R81277,(414) 305-4803,(718) 536-8738,515 Amy Drive,54636,WI
R81278,CHEN GARDEN R81278,(570) 904-0691,(347) 612-1952,1212 Mulberry St,18510,PA
R81279,CHINA 1 R81279,(813) 626-5577,(646) 289-2258,3841 US Hwy 301 S,33578,FL
R81282,TING HO KITCHEN R81282,(516) 445-0447,(917) 213-9273,577 Uniondale Ave,11553,NY
R81283,*GREEN TEA* R81283,(646) 284-1115,(912) 508-1340,5710 Ogeechee Rd,31405,GA
R81285,DIAMOND R81285,(732) 761-5932,(917) 355-3737,446 Amboy Ave,8861,NJ
R81286,GOLDEN PALACE R81286,(913) 780-1511,(347) 573-7088,1711 Mur-Len Rd,66062,KS
R81287,CHINA ONE R81287,(551) 556-6983,(917) 862-6788,87 River Dr,7026,NJ
R81288,^NEW WONG'S^ R81288,(954) 488-4698,(917) 853-8667,5664 Washington St,33023,FL
R81291,CHINA GARDEN R81291,(352) 792-9462,(917) 365-7981,1216 N Main St,32601,FL
R81292,LI LI R81292,(347) 327-6253,(917) 912-6162,83-06 Grand Ave,11373,NY
R81293,GOLDEN CHINA R81293,(608) 792-7599,(929) 527-9696,920 W City Hwy 16,54669,WI
R81295,NEW GREAT WALL R81295,(216) 317-9841,(747) 235-9587,6871 W 130th St,44130,OH
R81296,NEW CHINA GOURMET R81296,(586) 549-8665,(646) 255-0996,21960 23 Mile Rd,48042,MI
R81297,^ORIENTAL KITCHEN^ R81297,(360) 601-1172,(484) 935-9080,919 N 18th Street,19130,PA
R81298,CHINA R81298,,(347) 667-9681,108 N Main St,67456,KS
R81302,HOW MAY KITCHEN R81302,(631) 289-1234,(347) 681-9873,743 Montauk Hwy,11772,NY
R81303,^FAR SING^ R81303,(516) 500-5189,(212) 380-3882,140 Main St,11518,NY
R81305,ASIAN CAFE R81305,-,(571) 412-8596,2316 Bel Air Rd,21047,MD
R81306,GOLDEN LILY R81306,(216) 242-7269,(330) 619-0126,6253 Pearl Rd,44130,OH
R81307,CHEF CHEN R81307,(786) 366-5071,(917) 325-1007,11302 Quail Roost Dr,33157,FL
R81308,TASTE OF CHINA R81308,(812) 568-0180,(917) 971-9659,4579 University Dr,47712,IN
R81309,RISING DRAGON R81309,(703) 989-4016,(651) 202-6843,814 Yellow Brick Rd,55318,MN
R81311,RICE KING R81311,(419) 250-6978,(419) 787-5049,1512 Broadway St,43609,OH
R81312,*FIRST WOK* R81312,(812) 232-3898,(646) 884-4802,2570 Wabash Ave,47803,IN
R81313,CHINA CAFE R81313,(563) 441-9989,,3018 E. 53rd Street,52807,IA
R81315,KING FOOD R81315,(267) 438-4283,(267) 230-0098,7426 Frankford Ave,19136,PA
R81316,PEKING R81316,(419) 512-0599,(646) 326-8134,129 W Main St,44805,OH
R81317,CHINA DRAGON R81317,(615) 979-7271,(917) 536-6858,2914 West End Ave,37203,TN
R81318,^CRAZY WINGS^ R81318,(757) 855-8880,(757) 606-7995,3036 Ballentine Blvd,23509,VA
R81319,*GOLDEN CHINA* R81319,(772) 207-7868,,1323 St Lucie W Blvd,34986,FL
R81321,GRAND CHINA R81321,(856) 571-9661,(917) 693-1996,39 S. Centre St,8109,NJ
R81323,SUNNY WOK R81323,(917) 882-8944,(201) 925-5684,604 N Maple Ave,7423,NJ
R81325,NUMBER 1 WOK R81325,(908) 456-3977,(941) 286-5244,10175 Tamiami Trail,33950,FL
R81326,HONG KONG R81326,(954) 325-3175,(954) 604-8803,1303 SE 17th St,33316,FL
R81327,FAR EAST ONE R81327,(813) 335-2416,(813) 242-4866,5022 E. 10th Ave,33619,FL
R81328,^FRIED RICE KITCHEN^ R81328,(305) 610-5190,(305) 873-3082,2623 W Atlantic Blvd,33069,FL
R81329,CHINA CITY R81329,(248) 991-7893,(734) 604-9536,13715 West Nine Mile Rd,48237,MI
R81331,^LIN'S GARDEN^ R81331,(419) 252-0177,(608) 501-9507,108 W Fulton St,53534,WI
R81333,NEW CHINA R81333,(917) 520-1687,(202) 957-6692,2290 Culver Road,14609,NY
R81335,*BEIJING CAFE* R81335,(305) 866-2855,(917) 690-0883,6950 Collins Ave,33141,FL
R81338,GARDEN CITY R81338,(516) 312-5855,(917) 775-2920,224-01 Merrick Blvd,11413,NY
R81339,DRAGON VILLAGE R81339,(917) 689-1234,(917) 689-1191,1795 Westchester Ave,10472,NY
R81352,^THAI GARDEN^ R81352,(509) 758-1388,(208) 553-8715,508 Diagonal St,99403,WA
R81353,*JADE BAMBOO* R81353,(347) 400-5587,(917) 860-0303,64-72 Dry Harbor Rd,11379,NY
R81355,CHINA HOUSE R81355,(313) 935-8889,(586) 337-5968,14361 Livernois Ave,48238,MI
R81356,^GOLDEN HOUSE^ R81356,(857) 233-8665,(917) 302-8911,569 Warren Ave,2914,RI
R81357,*SUNRISE ASIAN RESTAURANT* R81357,(352) 530-9399,(352) 303-2933,"5806 Seven Mile Dr, Suite #103",34785,FL
R81358,DRAGON ONE R81358,1,(646) 236-5478,2076 8th Ave,10026,NY
R81359,^MEI SING^ R81359,(917) 246-2533,(401) 626-9693,2827 Pawtucket Ave,2914,RI
R81361,SKY DRAGON R81361,(908) 357-4092,(917) 977-0205,2135 2nd Ave,10029,NY
R81362,SUPER CHINA R81362,(757) 675-8788,(757) 281-9593,9553 Shore Dr,23518,VA
R81369,GOLDEN CHINA R81369,(305) 713-6881,(407) 639-4122,13900 C.R. 455 Suite #113,34711,FL
R81371,CHINA TOWN R81371,(334) 531-7968,(352) 848-5398,4245 Mariner Blvd,34609,FL
R81372,CHINA STAR R81372,(646) 255-5658,(860) 738-1266,440 Main Street,6098,CT
R81373,DRAGON CUISINE R81373,(302) 983-8150,(202) 821-2151,401 North Market St,19801,DE
R81375,OLD PLACE ASIAN KITCHEN R81375,(804) 304-6821,(540) 539-8073,239 South St,22630,VA
R81376,CHINA WOK III R81376,(407) 860-3982,(407) 625-4371,170 West Lake Mary Blvd,32773,FL
R81382,CHINA HOUSE R81382,(336) 475-8835,(917) 562-8799,8275 S. Nc Highway 109,27360,NC
R81383,HAPPY HOUSE R81383,(347) 792-9087,(646) 272-9368,116-36 Springfield Blvd,11411,NY
R81385,SHANG HAI R81385,(855) 973-1040,(646) 407-6635,2699 NE 35th St,34479,FL
R81386,*TASTE OF CHINA* R81386,(248) 474-8172,,27626 Middlebelt Rd,48334,MI
R81387,NEW CHINA R81387,(646) 229-6518,(646) 206-2963,230 Dekalb Plaza Blvd.,35967,AL
R81388,LUCKY BAMBOO HOUSE R81388,(646) 288-2358,(646) 288-8279,9914 Liberty Rd,21133,MD
R81389,^MOON STAR^ R81389,(205) 283-2628,(205) 224-6709,191 West Valley Ave,35209,AL
R81391,GREAT WALL R81391,(929) 230-5381,(646) 309-0901,991 Prospect Ave,10459,NY
R81392,CHINA WOK R81392,(216) 387-2710,(727) 777-2500,8813 Mitchell Blvd,34655,FL
R81393,CHINA KING R81393,(813) 992-6663,(347) 237-0995,26831 S Tamiami Trail,34134,FL
R81395,HAPPY FORTUNE R81395,(302) 382-9954,(302) 222-1349,1030 Forrest Ave,19904,DE
R81396,^SICHUAN TASTE^ R81396,(410) 812-4153,(443) 642-1526,10 Scott Adam Road,21030,MD
R81397,KING'S CHEF R81397,(954) 670-7381,(267) 265-1727,476 NE 125 St,33161,FL
R81398,NEW PANDA II R81398,(719) 574-8336,,1625 N Union Blvd,80909,CO
R81399,GREAT WALL R81399,(404) 482-9006,(229) 444-9459,2908 A. N Ashley St,31602,GA
R81501,CHINA WOK R81501,(917) 860-8486,(917) 868-2868,6372 York Road,21212,MD
R81502,*CHINA #1* R81502,(502) 558-2210,(347) 462-7914,3614 Buechel Bypass Road,40218,KY
R81503,HAPPY GROUP R81503,(516) 244-2092,(516) 486-3211,1150 Merrick Ave,11566,NY
R81505,GOLDEN CHINA R81505,(954) 729-5473,(646) 322-3329,7749 Normandy Blvd,32221,FL
R81506,NEW GOLDEN EGG ROLL R81506,(816) 229-7264,,1412 South 7 Highway,64014,MO
R81507,^HONEY BEE^ R81507,(720) 427-5499,(720) 299-8518,18541 E Hampden Ave,80013,CO
R81508,ASIAN VILLAGE R81508,(856) 384-8888,(917) 319-7993,451 S Evergreen Ave,8096,NJ
R81509,NO.1 R81509,(815) 839-3172,(917) 238-3065,115 N Mill St,48880,MI
R81511,JIN JIN GARDEN R81511,(785) 307-6904,(718) 310-9666,450 W 18th St,66441,KS
R81512,CHEN'S GARDEN R81512,(757) 920-0310,(347) 235-7601,840 Church St,23510,VA
R81513,STARRY ASIAN CUISINE R81513,(315) 883-1988,,449 N Salina St,13203,NY
R81515,CHINA WOK R81515,(386) 349-0669,(540) 486-1265,180 Stelton Rd,8854,NJ
R81516,GREAT WALL R81516,(803) 587-0661,(646) 248-8072,1123 South Lake Dr,29073,SC
R81517,CHINA GARDEN R81517,(251) 328-7582,(646) 355-9050,3004 Dauphin Island Pkwy,36605,AL
R81519,CHINA ONE R81519,(502) 975-6755,(502) 296-2035,816 Eastern Pkwy,40217,KY
R81521,TOP CHINA R81521,(803) 318-1583,(646) 338-9951,524 N Wheeler Ave,29127,SC
R81522,PANDA GARDEN R81522,(608) 449-7316,(608) 436-2058,2600 E Milwaukee St,53545,WI
R81523,DRAGON EXPRESS R81523,(743) 895-0000,(646) 506-5819,2934 A Randleman Rd,27406,NC
R81525,*CHINA HOUSE* R81525,(718) 316-0646,(646) 919-7775,205 N Main St,29010,SC
R81526,TAK KING R81526,(929) 660-5494,(845) 728-2404,1367 Fulton St,11216,NY
R81529,WONDERFUL R81529,(347) 234-6580,(929) 361-9493,352A Tompkins Ave,11216,NY
R81531,CHINA COTTAGE R81531,(832) 640-8762,(832) 782-0798,10535 Westheimer Rd,77042,TX
R81532,CHOPSTICKS R81532,(917) 873-9321,(917) 402-9077,884 Remsen Ave,11236,NY
R81533,GREAT WALL R81533,(646) 944-6109,(217) 506-1094,837 E Midland Ave,10704,NY
R81535,*CHINA HOUSE* R81535,(484) 350-0603,(646) 371-5678,4783 Tilghman St,18104,PA
R81536,CHINA GARDEN R81536,(678) 267-6928,(678) 549-4555,846 Gordon St,30549,GA
R81537,*^HOUSE OF CHAN^* R81537,(586) 295-0817,(347) 583-1565,14515 15 Mile Rd,48312,MI
R81538,CHINA WOK R81538,(910) 867-3668,,5701 Yadkin Rd,28303,NC
R81539,LET'S EAT R81539,(239) 676-1951,(239) 770-8765,21301 S Tamiami Trail,33928,FL
R81551,*EMPIRE* R81551,-,(850) 228-6628,1700 N Monroe St,32303,FL
R81552,NEW YORK CHINESE RESTAURANT R81552,(702) 395-4431,(646) 238-1214,9430 W Lake Mead Blvd,89134,NV
R81555,KING'S CHEF R81555,(786) 915-0515,(305) 608-0270,1 Westward Drive,33166,FL
R81556,DRAGON PALACE R81556,(804) 541-8988,(917) 822-0878,306 Cavalier Square,23860,VA
R81557,LING LING R81557,(570) 995-5209,(570) 279-8042,2062 Lycoming Creek Rd,17701,PA
R81558,*DRAGON CHINA* R81558,(828) 255-0777,(828) 551-5909,1341 Parkwood Rd,28806,NC
R81559,CHINA WOK R81559,(334) 470-7526,(615) 961-8363,903 A South Gallatin Pike,37115,TN
R81561,SHANGHAI EXPRESS R81561,(888) 888-8888,(347) 821-2996,84 Canal St,14814,NY
R81562,WELCOME R81562,(856) 430-2101,(646) 341-7878,163 West Broadway,8079,NJ
R81563,DAILY R81563,(201) 865-2273,,4210 Park Ave,7086,NJ
R81565,ASIAN DRAGON R81565,(910) 823-4888,(917) 860-0253,5957 Yadkin Road,28303,NC
R81566,KING CHEF R81566,(919) 722-9774,(917) 251-7229,1009 North Spence Ave,27534,NC
R81567,*HOUSE OF CHANG* R81567,(202) 304-8716,(646) 591-6898,64 Watkins Park Dr,20774,MD
R81568,MING WAH R81568,(309) 762-6438,(309) 230-5432,1315 41st ST,61265,IL
R81569,CHINA KITCHEN R81569,(917) 753-7866,(917) 478-9354,505 Town Center Blvd,39272,MS
R81573,CHINATOWN KITCHEN R81573,(920) 252-3732,(920) 638-1821,18 North Main St,54935,WI
R81575,KING GARDEN R81575,(215) 219-9849,(302) 668-3772,729 Philadelphia Pike,19809,DE
R81576,PANDA HOUSE R81576,(305) 743-3417,,5230 Overseas Highway,33050,FL
R81578,*MING MOON* R81578,(440) 552-3235,(419) 266-0574,12758 Royalton Rd,44133,OH
R81579,TAI FENG PANDA HOUSE R81579,-,(646) 496-6716,346 Hempstead Turnpike,11552,NY
R81581,*CHINA 1* R81581,(229) 237-5264,(917) 868-1683,205 S. Church St,31632,GA
R81583,*A WOK* R81583,(304) 876-1088,(304) 876-1088,83 Maddex Square Dr,25443,WV
R81585,*FIRST WOK* R81585,(904) 444-4736,(727) 271-7620,7897 Normandy Blvd,32221,FL
R81586,*HUNAN WOK* R81586,(848) 448-7716,(848) 238-6222,2010 W County Line Rd,8527,NJ
R81587,NEW CHOI HEE R81587,(646) 431-7331,(646) 431-2582,426 Bay St,10304,NY
R81588,CHINA TOWN R81588,(843) 494-4410,(646) 410-6235,221 Church St,29472,SC
R81589,CHINA SUN R81589,(757) 482-6980,(646) 637-2886,235 Hanbury Rd E,23322,VA
R81591,HONG KONG R81591,(804) 732-6666,(804) 931-8680,4332 Westgate Drive,23803,VA
R81592,DRAGON II R81592,(610) 283-0719,(267) 250-5739,4806 Drexelbrook Dr,19026,PA
R81593,NEW WOK R81593,(646) 294-5273,(646) 339-6922,481 Brook Ave,10455,NY
R81596,^CHOPSTICKS^ R81596,(419) 415-3060,(419) 979-6856,2400 Elida Rd,45805,OH
R81597,^ASIAN EXPRESS^ R81597,(803) 447-9956,(646) 233-8420,1935 Broad River Rd,29210,SC
R81598,NO.1 KITCHEN R81598,(718) 577-7242,(304) 730-2371,4341 US-60 #99,25705,WV
R81599,SHONG FA JIANG R81599,(203) 468-2066,(646) 510-0245,670 Foxon Rd,6513,CT
R81601,*XIN BAO* R81601,(646) 660-1388,(414) 334-1667,137-42 Guy R. Brewer Blvd,11434,NY
R81602,^LOONG XIN^ R81602,(718) 708-7726,,670 E 233rd St,10466,NY
R81605,NEW YORK CHINESE RESTAURANT R81605,(702) 809-5452,(917) 388-0796,3545 S. Fort Apache Rd,89147,NV
R81606,HONG KONG R81606,(843) 798-7110,(843) 457-9880,2274 Hwy 501,29526,SC
R81608,DRAGON ONE R81608,(716) 217-4528,,1843 1st Ave,10128,NY
R81609,*SAMURAI'S STEAK HOUSE* R81609,(256) 230-1122,,702 Highway 72 West,35611,AL
R81611,TOMATO GARDEN R81611,(908) 884-5339,(908) 656-2306,239 Morris Ave,7081,NJ
R81612,KIM WEI KITCHEN R81612,(914) 409-3232,(347) 251-0014,132 Tuckahoe Rd,10710,NY
R81615,CHINA WON R81615,(646) 644-2314,(919) 271-4593,8109 Fayetteville Rd,27603,NC
R81616,DAI KIM EXPRESS R81616,(301) 455-7013,(917) 622-1300,7935 Baltimore Annapolis Blvd,21060,MD
R81617,CHINA TASTE R81617,(813) 400-5873,(917) 302-0181,3967 Van Dyke Rd,33558,FL
R81619,CHENG'S KITCHEN R81619,(413) 734-3040,,170 Eastern Ave,1109,MA
R81621,LONG WALL KITCHEN R81621,(646) 361-2449,(718) 415-2007,1708 Sunrise Highway,11726,NY
R81622,SPRING GARDEN R81622,(917) 558-1150,(347) 355-4781,4710 Avenue N,11234,NY
R81623,GREAT CHINA R81623,(479) 409-6893,(646) 255-0809,175 S Market St,18634,PA
R81625,CHANG XING R81625,(434) 808-3712,(540) 425-5084,30 Windward Dr,22939,VA
R81626,SPICY HOUSE R81626,-,(970) 691-5288,401 3rd Ave,80501,CO
R81627,NEW GREAT WALL R81627,(302) 438-1872,(646) 515-5056,807 Governor Square,19701,DE
R81628,*MAIN MOON* R81628,(850) 626-6668,(850) 980-8636,5444 Dogwood Dr,32570,FL
R81629,CHINA HOUSE R81629,(440) 279-5255,(440) 841-4266,425 Water St,44024,OH
R81631,CHINA CHEF R81631,(251) 679-1828,(646) 733-6786,118 Saraland Loop,36571,AL
R81632,^CHINA WING BASKET^ R81632,(803) 922-4042,(803) 786-0789,3507 N Main St,29203,SC
R81633,CHINA KING R81633,(573) 719-6638,(618) 556-0978,204A Steamboat Bend Shopping Center,63401,MO
R81635,PEKING COURT R81635,(631) 662-9118,(443) 756-7442,5421 Reisterstown Rd,21215,MD
R81636,CHEN'S GARDEN R81636,(234) 678-7130,(917) 543-9586,2047 State Rd,44223,OH
R81637,KAM FUNG R81637,(718) 253-0212,(718) 690-8168,5221 Avenue N,11234,NY
R81638,ORIENTAL R81638,(347) 392-1997,(917) 216-6892,3774 Broadway,10032,NY
