EXNAME,ENNAME,ADDRESS1,STATE,FORWARDEDPHONE,CONTACTPHONE2,BUSINESS_PHONE__C,STATUS,Found in List (Y/N),Matching Address?,Updated Address,Business Phone
R81388,*LUCKY BAMBOO HOUSE*,9914 Liberty Rd,MD,4104966896,6462888279,,open,Y,yes,9914 Liberty Rd,(410) 496-6896
R81389,^MOON STAR^,191 West Valley Ave,AL,2059407890,2052530590,,open,Y,no,191 W Valley Ave,(205)940-7890
R81391,*GREAT WALL*,991 Prospect Ave,NY,7188424075,,,open,Y,no,"991 Prospect Ave,",(718)842-4075
R81392,CHINA WOK,8813 Mitchell Blvd,FL,7273769797,7273769797,,open,Y,yes,8813 Mitchell Blvd,(727) 376-9797
R81393,*CHINA KING*,26831 S Tamiami Trail,FL,2394956800,2394956803,,open,Y,no,26831 S Tamiami Trl,(239) 495-6800
R81395,HAPPY FORTUNE,1030 Forrest Ave,DE,3027308666,3022221349,,open,Y,yes,1030 Forrest Ave,(302)730-8666
R81396,^SICHUAN TASTE^,10 Scott Adam Road,MD,4106281888,,,open,Y,no,10 Scott Adam Rd,(410) 628-1888
R81397,*KING'S CHEF*,476 NE 125 St,FL,3058957878,,,open,Y,no,476 NE 125th St,(305) 895-7878
R81399,GREAT WALL,2908 A. N Ashley St,GA,2292422727,,,open,N,no
R81501,CHINA WOK,6372 York Road,MD,4103775933,,,open,Y,no,6372 York Rd,(410) 377-5933
R81502,*CHINA #1*,3614 Buechel Bypass Road,KY,5024790003,3474627914,,open,N,no
R81503,HAPPY GROUP,1150 Merrick Ave,NY,5164863211,5163168409,,open,Y,yes,1150 Merrick Ave,(516) 486-3211
R81505,GOLDEN CHINA,7749 Normandy Blvd,FL,9046959990,,,open,Y,yes,7749 Normandy Blvd,(904) 407-3333
R81507,^HONEY BEE^,18541 E Hampden Ave,CO,3034006118,,,open,Y,yes,18541 E Hampden Ave,(303) 400-6117
X999999,*CHINA KING*,3030 Northern Blvd,NY,1111111111,,,new,N,N
R81508,*ASIAN VILLAGE*,451 S Evergreen Ave,NJ,8563848888,9173197993,,open,Y,yes,451 S Evergreen Ave,(856) 384-8888
R18542,TEST RESTO ROS JP,3030 Northern Blvd,NY,1111111123,,,test,N,N
R18543,TEST RESTO ROS 25,3030 Northern Blvd,NY,1111111111,,,new,N,N
R81509,*NO.1*,115 N. Mill St,MI,9896810888,,,open,Y,no,115 N Mill St,(989) 681-0888
R81511,*JIN JIN GARDEN*,450 W 18th St,KS,7852381713,7183109666,,open,Y,yes,450 W 18th St,(785) 238-1713
X65XXX,XXCHINA TANGOXX,2850 Bicentennial Pkwy,NV,7025656002,7023247907,,reject,Y,Y,2850 Bicentennial Pkwy,(702) 565-6002
R81512,CHEN'S GARDEN,840 Church St,VA,7576232277,,,open,Y,yes,840 Church St,(757)623-2277
R81515,CHINA WOK,180 Stelton Rd,NJ,7329687333,,,open,Y,yes,180 Stelton Rd,(732) 968-7333
R81516,GREAT WALL,1123 South Lake Dr,SC,8039578282,,,open,Y,no,1123 S Lake Dr,(803) 957-8282
R81517,CHINA GARDEN,3004 Dauphin Island Pkwy,AL,2514786288,,,open,Y,yes,3004 Dauphin Island Pkwy,(251) 478-6288
R81519,CHINA ONE,816 Eastern Pkwy,KY,5026358588,,,open,Y,yes,816 Eastern Pkwy,(502) 635-8588
R88888,Inbound Sales Call,3030 Northern Blvd,NY,9172852220,,,new,N,N
R81521,*TOP CHINA*,524 N Wheeler Ave,SC,8033643266,,,open,Y,yes,524 N Wheeler Ave,(803) 364-3266
R81522,PANDA GARDEN,2600 E Milwaukee St,WI,6087545535,,,open,Y,yes,2600 E Milwaukee St,(608)754-5535
R81523,DRAGON EXPRESS,2934 A Randleman Rd,NC,3363701111,,,open,Y,no,2934 Randleman Rd,(336) 370-1111
R81525,*CHINA HOUSE*,205 N Main St,SC,8034849118,,,open,Y,yes,205 N Main St,(803)484-4110
R81526,TAK KING,1367 Fulton St,NY,7186223416,7184273290,,open,N,no
R81529,WONDERFUL,352A Tompkins Ave,NY,9292343777,9178689060,,open,N,no
R83626Testing,KING WAH CHINESE Testing,30-30 NORTHERN BLVD,NY,7186518080,,,test,N,N
R81531,CHINA COTTAGE,10535 Westheimer Rd,TX,7134615538,,,open,Y,yes,10535 Westheimer Rd,(713) 461-5538
R81532,CHOPSTICKS,884 Remsen Ave,NY,7186293555,9174029077,,open,Y,yes,884 Remsen Ave,(718) 629-3555
R81533,GREAT WALL,837 E Midland Ave,NY,9149632920,,,open,Y,no,837 Midland Ave,(914)963-2920
R81535,*CHINA HOUSE*,4783 Tilghman St,PA,6103951855,,,open,Y,no,4783 W Tilghman St,(610)395-1855
R85733(old),*HONG KONG EXPRESS*(old),3232 Dauphin St,AL,0,0,,reject,Y,N,3232 Dauphin St,(251)607-6481
R81536,*CHINA GARDEN*,846 Gordon St,GA,7063870060,,,open,Y,yes,846 Gordon St,(706) 387-0060
R81537,^HOUSE OF CHAN^,14515 15 Mile Rd,MI,5869835551,,,open,Y,yes,14515 15 Mile Rd,(586) 983-5551
R81538,CHINA WOK,5701 Yadkin Rd,NC,9108673668,,,suspended,Y,yes,5701 Yadkin Rd,(910) 867-3668
R81539,LET'S EAT,21301 S Tamiami Trail,FL,2396761951,,,suspended,Y,no,21301 S Tamiami Trl,(239) 676-1951
R18218,TEST RESTO ROS 24,3030 Northern Blvd,AB,1111111222,1111111111,,new,N,N
R18382,Test RESTO ROS 23,3030 Northern Blvd,NY,1111111111,,,test,N,N
R18270,New Canada State,2475 Appleby Line,QC,1111111111,,,reject,N,N
R81551,*EMPIRE*,1700 N Monroe St,FL,8502225550,8502289708,,open,Y,yes,1700 N Monroe St,(850) 391-9021
R81552,NEW YORK CHINESE RESTAURANT,9430 W Lake Mead Blvd,NV,7028708888,6462381214,,open,Y,yes,9430 W Lake Mead Blvd,(702) 870-8888
R81555,KING'S CHEF,1 Westward Drive,FL,3058828159,,,open,Y,no,1 Westward Dr,(305)882-8159
R81556,DRAGON PALACE,306 Cavalier Square,VA,8045418988,,,open,Y,no,306 Cavalier Sq,(804)541-8988
R81557,LING LING,2062 Lycoming Creek Rd,PA,5703236512,5709169132,,open,Y,yes,2062 Lycoming Creek Rd,(570)323-6512
R81558,*DRAGON CHINA*,1341 Parkwood Rd,NC,8282550777,,,open,N,no
R81559,CHINA WOK,903 A South Gallatin Pike,TN,6158680367,6159618363,,open,Y,no,903 Gallatin Pike S,(615)868-0367
R81561,SHANGHAI EXPRESS,84 Canal St,NY,6075627070,,,open,Y,yes,84 Canal St,(607)562-7070
R81562,WELCOME,163 West Broadway,NJ,8569351137,,,open,Y,no,163 W Broadway,(856) 935-1137
R81566,*KING CHEF*,1009 North Spence Ave,NC,9197513681,,,open,Y,no,1009 N Spence Ave,(919) 751-3681
R81567,*HOUSE OF CHANG*,64 Watkins Park Dr,MD,3013907111,,,open,Y,yes,64 Watkins Park Dr,(301) 390-7111
R81568,MING WAH,1315 41st ST,IL,3097361888,,,open,Y,yes,1315 41st St,(309)736-1888
R85712,^DRAGON GARDEN^,548 M.L.K Jr Dr,GA,7703862907,6462387132,(770) 386-2907,closed,N,N
R81569,CHINA KITCHEN,505 Town Center Blvd,MS,6013723100,9174789354,,open,N,no
R81573,CHINATOWN KITCHEN,18 North Main St,WI,9209239688,7067141688,,open,Y,no,18 N Main St,(920)923-9688
R81575,KING GARDEN,729 Philadelphia Pike,DE,3027622800,,,open,Y,yes,729 Philadelphia Pike,(302) 762-2800
R81576,PANDA HOUSE,5230 Overseas Highway,FL,3057433417,3053943365,,suspended,N,no
R81578,*MING MOON*,12758 Royalton Rd,OH,4408772238,,,open,Y,yes,12758 Royalton Rd,(440) 877-2238
R81579,TAI FENG PANDA HOUSE,346 Hempstead Turnpike,NY,5165388035,6464966716,,open,Y,no,346 Hempstead Tpke,(516) 505-9200
R81581,*CHINA 1*,205 S. Church St,GA,2297943000,,,open,Y,no,205 S Church St,(229) 794-3000
R81583,*A WOK*,83 Maddex Square Dr,WV,3048761088,,,open,Y,yes,83 Maddex Square Dr,(304) 876-1088
R81585,*^FIRST WOK^*,7897 Normandy Blvd,FL,9043783339,,,open,Y,yes,7897 Normandy Blvd,(904) 378-3339
R85701,*FIRST WOK*,524 E Main St,MO,5735180888,5737473245,(573) 518-0888,closed,Y,N,524 E Main St,(573) 518-0888
R81586,*HUNAN WOK*,2010 W County Line Rd,NJ,7323672588,8484487716,,open,Y,yes,2010 W County Line Rd,(732) 367-2588
R18301,TEST RESTO ROS 22,3030 Northern Blvd,KS,1111111234,,,new,N,N
R81587,*NEW CHOI HEE*,426 Bay St,NY,7184478282,,,open,Y,yes,426 Bay St,(718) 447-8282
R81588,CHINA TOWN,221 Church St,SC,8438755919,,,open,Y,yes,221 Church St,(843) 875-5919
R81589,CHINA SUN,235 Hanbury Rd E,VA,7574826980,,,open,Y,yes,235 Hanbury Rd E
R81591,HONG KONG,4332 Westgate Drive,VA,8047326666,,,open,Y,no,4332 Westgate Rd,(804) 732-6666
R81592,*DRAGON II*,4806 Drexelbrook Dr,PA,6106268822,2674715025,,open,Y,yes,4806 Drexelbrook Dr,(610) 626-8822
R81593,NEW WOK,481 Brook Ave,NY,7182925132,6463396922,,open,Y,yes,481 Brook Ave,(718) 292-5132
R81596,^CHOPSTICKS^,2400 Elida Rd,OH,5677126590,,,open,Y,yes,2400 Elida Rd,(567)712-6580
R81597,^ASIAN EXPRESS^,1935 Broad River Rd,SC,8033918888,6462338420,,open,Y,yes,1935 Broad River Rd,(803)391-8888
R81598,NO.1 KITCHEN,4341 US-60 #99,WV,3047365668,9172500926,,open,Y,no,4341 US-60,(304) 736-5668
R81599,SHONG FA JIANG,670 Foxon Rd,CT,2034682066,,,open,Y,yes,670 Foxon Rd,(203) 468-2066
R81601,*XIN BAO*,137-42 Guy R. Brewer Blvd,NY,7189778989,,,open,Y,no,137-42 Guy R Brewer Blvd,(718) 977-8989
R81605,NEW YORK CHINESE RESTAURANT,3545 S. Fort Apache Rd,NV,7022551888,9173880796,,open,Y,no,3545 S Fort Apache Rd,(702) 255-1888
R81606,HONG KONG,2274 Hwy 501,SC,8433472898,,,open,Y,no,2274 US-501,(843)347-2898
R88884,*Testing 101*,1270 Morrison Ave,NY,0,0,,reject,Y,Y,1270 Morrison Ave,(718) 893-3200
R81607,*KING WOK*,5105 York Rd,MD,4104353900,6467324882,,open,Y,yes,5105 York Rd,(410) 435-3900
R81611,TOMATO GARDEN,239 Morris Ave,NJ,9734673009,,,open,Y,yes,239 Morris Ave,(973) 467-3009
R18193,TEST RESTO ROS 21,3030 Northern Blvd,NY,1111111111,1111111111,,open,N,N
R18026,Canada Manitoba Test Resto,R2C 4J5,MB,1323124214,,,reject,N,N
R17989,Canada Alberta Test Resto,Centre St S,AB,1232132132,,,reject,N,N
R81612,KIM WEI KITCHEN,132 Tuckahoe Rd,NY,9149696202,,,open,Y,yes,132 Tuckahoe Rd,(914) 969-6202
R81615,CHINA WON,8109 Fayetteville Rd,NC,9196629799,6466442314,,open,Y,yes,8109 Fayetteville Rd,(919) 662-9799
R81616,*DAI KIM EXPRESS*,7935 Baltimore Annapolis Blvd,MD,4108630350,9176221300,,open,Y,yes,7935 Baltimore Annapolis Blvd,(410) 863-0350
R81617,CHINA TASTE,3967 Van Dyke Rd,FL,8139602828,,,open,Y,yes,3967 Van Dyke Rd,(813)960-2828
R81618,CHINA KITCHEN,4303 NW 7th St,FL,3054486561,,(305) 448-6561,open,Y,yes,4303 NW 7th St,(305)448-6561
R81621,LONG WALL KITCHEN,1708 Sunrise Highway,NY,6318420853,,,open,Y,no,1708 Sunrise Hwy,(631) 842-0853
R81622,SPRING GARDEN,4710 Avenue N,NY,7189510881,,,open,Y,yes,4710 Avenue N,(718) 951-0881
R81623,GREAT CHINA,175 S Market St,PA,5707353888,,,open,Y,yes,175 S Market St,(570)735-3888
R81625,CHANG XING,30 Windward Dr,VA,5409469188,9179161118,,open,Y,yes,30 Windward Dr,(540) 946-9188
R81626,SPICY HOUSE,401 3rd Ave,CO,3037722740,,,open,N,no
R81627,NEW GREAT WALL,807 Governor Square,DE,3028365640,6465155056,,open,Y,no,807 Governors Pl,(302) 836-5640
R81628,*MAIN MOON*,5444 Dogwood Dr,FL,8506266668,3477054101,,open,Y,yes,5444 Dogwood Dr,(850) 626-6668
R81629,*CHINA HOUSE*,425 Water St,OH,4402853814,6035147973,,open,N,no
R85665,*^SUKI HIBACHI^*,42 Merrick Ave,NY,5163079666,3477569548,(516) 307-9666,closed,Y,N,42 Merrick Ave,(516) 307-9666
R81631,CHINA CHEF,118 Saraland Loop,AL,2516791828,6467336786,,open,Y,yes,118 Saraland Loop,(251) 679-1828
R81632,^CHINA WING BASKET^,3507 N Main St,SC,8037860789,,,open,Y,yes,3507 N Main St,(803) 786-0789
R81633,CHINA KING,204A Steamboat Bend Shopping Center,MO,5732218288,5736298080,,open,Y,no,204 Steamboat Bend Shopping Ctr,(573) 221-8288
R81635,PEKING COURT,5421 Reisterstown Rd,MD,4107648055,,,open,Y,yes,5421 Reisterstown Rd,(410) 764-8055
R81636,CHEN'S GARDEN,2047 State Rd,OH,3309457188,,,open,Y,yes,2047 State Rd,(330) 945-7188
R81638,ORIENTAL,3774 Broadway,NY,2122816888,,,open,Y,yes,3774 Broadway,(212) 281-4136
R81639,CHINA FUN,250 Tilghman Rd,MD,4105482033,,,open,Y,yes,250 Tilghman Rd,(410) 548-2033
R81651,*GREAT WALL*,85-89 Murray St,NY,8453349197,,,open,N,no
R81652,*MING HOME*,15720 Broadway Ave,OH,2166627850,,,open,Y,yes,15720 Broadway Ave,(216) 662-7850
R81655,128 CHINESE RESTAURANT,1028 Buenaventura Blvd,FL,4073483838,4073486322,,open,Y,yes,1028 Buenaventura Blvd,(407)348-3838
R81656,*GOLDEN CHINA*,3150 Hwy 21,SC,8038025388,8284614210,,open,N,no
R85651,KING GARDEN,146-12 Hillside Ave,NY,0,5857655265,(718) 286-9510,closed,Y,N,146-12 Hillside Ave,(718)286-9510
R17754,TEST RESTO ROS 20,3030 Northern Blvd,NY,1111111111,,,reject,N,N
R17791,TEST RESTO ROS 19**,16 Cornelia Street,NY,2313213232,2242343243,,reject,Y,Y,316 Cornelia St,(518) 561-6688
R81657,LIL WOK,302 Solana Rd,FL,9042852158,7276862818,,open,Y,yes,302 Solana Rd,(904) 285-2158
R81658,^CHINA INN^,2788 Post Rd,RI,4017388885,4012179220,,open,Y,yes,2788 Post Rd,(401) 738-8885
R81659,^FUJI WILSON^,2358 Forest Hills Rd W.,NC,2522469888,6466713931,,open,Y,no,2358 Forest Hills Rd W,(252)246-9888
R85636,*RICH CHINA*,218 East Michigan Ave.,MI,2694150803,9293592807,(269) 415-0803,closed,Y,Y,218 E Michigan Ave,(269) 415-0803
R81662,*LIN'S ASIAN CUISINE*,130 Scenic Gulf Dr,FL,8504245888,9173303507,,open,Y,yes,130 Scenic Gulf Dr,(850)424-5888
R81663,^GOLDEN PLACE^,29 Erie Rd,OH,3306301828,,,open,Y,yes,29 Erie Rd,(330) 630-1828
R81665,*GREAT WALL*,219 Atlantic St,CT,2033277188,9178332178,,open,Y,no,"219 Atlantic St,",(203)327-7188
R81666,^MULAN JAPANESE^,762 Oak Forest Lane,SC,8438395085,,,open,Y,no,762 Oak Forest Ln,(843) 839-5085
R81668,KIN'S WOK,222 W 21st St,VA,7576232933,,,open,Y,yes,222 W 21st St,(757) 623-2933
R81669,*CHINA SEA*,25 Maple St,CT,2037345320,2033437383,,open,Y,yes,25 Maple St,(203) 734-5320
R81671,A'S CAFE,45 S Randall Rd,IL,6302296629,,,open,Y,yes,45 S Randall Rd,(630) 229-6629
R81672,*GREAT DRAGON*,4224 8th Ave,NY,7188715300,9178686694,,open,Y,yes,4224 8th Ave,(718) 871-5300
R81673,CHINA HOUSE,2526 N Meridian Ave,OK,4059483336,,,open,Y,yes,2526 N Meridian Ave,(405) 948-3336
R81676,CHINA HOUSE,611 Main St,PA,7174537211,9178558358,,open,Y,yes,611 Main St,(717) 453-7211
R81677,CHANG JIANG,1500 W 9 St,PA,6108744850,,,open,Y,no,1500 W 9th St,(610) 874-4850
R11113,TEST AUTO 2,3030 Northern Blvd,NY,1111111111,,,reject,N,N
R11112,TEST AUTO,3030 Northern Blvd,NY,1111111111,,,reject,N,N
R17408,TEST RESTO ROS 18,3030 Northern Blvd,NY,1111111111,,,reject,N,N
R17818,TEST RESTO ROS 17,3030 Street Northern Blvd,AZ,1232132421,2324343324,,reject,N,N
R81678,EASTERN CARRY OUT,9024 West Broad St,VA,8047478236,,,open,Y,no,9024 W Broad St,(804)747-8236
R81679,^COAL MINE DRAGON^,1779 South 8th St,CO,7194717007,7194717007,,open,Y,no,1779 S 8th St,(719) 471-7007
R999G1,GREEN DOT DEMO,15105-G John J. Delaney DR.,NY,9295263394,,,test,Y,Y,15105 John J Delaney Dr,(704)341-9900
GREENDOT,GREEN DOT TEMPLATE,,,0,,,template,Y,Y,15105 John J Delaney Dr,(704)341-9900
R81681,*GREEN LAKE*,4495 Roosevelt Blvd,FL,9043873595,,,open,Y,yes,4495 Roosevelt Blvd,(904) 381-1777
R81682,KIN'S KITCHEN,2560 Chimney Rock Rd,NC,8286985585,8286998889,,open,Y,yes,2560 Chimney Rock Rd,(828) 698-5585
R81683,^CHINA INN^,630 Plaza Dr,IL,8158991188,7797751989,,open,Y,yes,630 Plaza Dr,(815) 899-1188
R81685,CHINA EXPRESS,1738 Bingham Dr,NC,9104251393,,,open,Y,yes,1738 Bingham Dr,(910) 425-1393
R81687,CHINA HOUSE,2515 N Pennsylvania Ave,OK,4055280079,,,open,Y,yes,2515 N Pennsylvania Ave,(405) 528-0079
R85613,*WELCOME CHILI*,3806 Fort Hamilton Parkway,NY,9173496886,9176038909,(917) 349-6886,closed,Y,Y,3806 Fort Hamilton Pkwy,(917)349-6886
R81688,^CITY BUFFET^,790 W Dr Martin Luther King Jr Blvd,FL,8134092331,7278716698,,new,Y,no,790 Dr Martin Luther King Jr Blvd,(813)381-4281
R81689,*CHINA FUN*,9020 Albemarle Rd,NC,7045313338,9176695927,,open,N,no
RXXXX1,*^ARNEL & SETH GAMING^*,5496 Forest Dr. Ste. C,SC,0,0,,reject,Y,Y,5496 Forest Dr,(803) 790-5433
R85607,*^OKAYAMA^*,1215 NJ-73,NJ,8568022888,3476972324,(856) 802-2888,closed,Y,Y,1215 Route 73,(856) 802-2888
RXXXXX1,*^OKAYAMA*^(old),test,NJ,2000,,,reject,N,N
R81693,JUMBO KITCHEN,179 South St,NJ,7323031883,,,suspended,Y,yes,179 South St,(732) 303-1883
R81695,*MING GARDEN*,2610 Milford Rd,PA,5702238800,,,open,Y,yes,2610 Milford Rd,(570) 223-8800
R81696,*KING'S KITCHEN*,2270 A1 Hendersonville,NC,8286871088,,,open,Y,no,2270 Hendersonville Rd,(828) 687-1088
R81697,HONG KONG,103 Buckwalter Place Blvd,SC,8438155888,,,open,Y,no,103 Buckwalter Pkwy,(843) 815-5888
R81698,CHINA TOWN,12159 Old Number Six Hwy,SC,8034928722,,,open,Y,yes,12159 Old Number Six Hwy,(803)492-8722
R81699,*MOON WOK*,645 Harwood Rd,TX,8172812787,9728599080,,open,Y,yes,645 Harwood Rd,(817) 281-2787
R81701,*CHINA KING*,1011 Hwy 501 South,SC,8434483333,,,open,N,no
R81702,^ASIAN BISTRO^,8767 D. Philadelphia Rd,MD,4106868888,4105652598,,open,Y,no,8767 Philadelphia Rd,(410)686-8888
R81703,*HOT WOK*,9680 Argyle Forest Blvd,FL,9047797601,9044024459,,open,Y,yes,9680 Argyle Forest Blvd,(904) 779-7601
R81705,CHINA HOUSE,3978-A W. Hillsborough Ave,FL,8138742689,,,open,N,no
R81706,*DR. KING*,5435 Dr Martin Luther King Dr.,MO,3143617500,,,open,Y,no,5435 Dr Martin Luther King Dr,(314)361-7500
R17777,TEST RESTO ROS 16,3030 Northern Blvd,NY,1111111111,1111111111,,reject,N,N
R18446,TEST RESTO ROS 15,3030 Northern Blvd,NY,1111111111,1111111111,,reject,N,N
R18449,TEST RESTO ROS 14,3030 Northern Blvd,NY,1111111111,1111111111,,reject,N,N
R17448,TEST ROS RESTO 13,3030 Northern Blvd,NY,1111111111,1111111111,,reject,N,N
R17444,TEST RESTO ROS 12,3030 Northern Blvd,NY,1111111111,1111111111,,reject,N,N
R17675,TEST RESTO ROS 11,3030 Northern Blvd,NY,1111111111,,,reject,N,N
R81707,^CHINA 1^,1138 S. Koeller St,WI,9202338888,,,open,Y,no,1138 S Koeller St,(920) 233-8888
R81708,^DRAGON DRAGON^,878 Post Rd,RI,4017808888,,,open,Y,yes,878 Post Rd,(401) 780-8888
R81709,*NEW CHINA*,133 East Bethalto Dr,IL,6183773333,,,open,Y,no,"133 E Bethalto Dr,",(618)377-3333
R81711,*PANDA GARDEN*,617 South Broadway St,WI,7156442888,,,open,Y,no,617 S Broadway St,(715) 644-2888
R81712,CHINA WOK,9762 Groffs Mill Drive,MD,4109983655,,,open,Y,no,9762 Groffs Mill Dr,(410) 998-3655
R81713,WAH YOAN,804 New York Ave,NJ,2013191122,,,open,Y,yes,804 New York Ave,(201) 319-1122
R81715,^GREAT WALL^,1432 W Locust St,IA,5633238802,,,open,Y,yes,1432 W Locust St,(563) 323-8802
R81716,^CRAZY CRAB^,3700 S. Waverly Rd,MI,5178873888,,,open,Y,no,3700 S Waverly Rd,(517) 887-3888
R81717,BING CHINESE RESTAURANT,1222 Norton St,NY,5852662228,,,open,Y,yes,1222 Norton St,(585)266-2228
R81718,*GOLDEN WOK*,707 N Broadway,NY,6317891199,,,open,Y,no,707 Broadway,(631) 789-1199
R81719,*CHINA CAFE*,90 N. Market St,OH,3304269005,,,open,Y,no,90 N Market St,(330) 426-9005
R81721,TAI JIANG,610 Boston Ave,CT,2033319900,,,open,Y,yes,610 Boston Ave,(203) 331-9900
R81722,^HAPPY CHINA^,8402 Harford Rd,MD,4106638300,4432443499,,open,Y,yes,8402 Harford Rd,(410)663-8300
R81725,*MIAMI LAKES*,16780 NW 67th Ave,FL,3058211111,,,new,Y,yes,16780 NW 67th Ave,(305)821-1111
R81726,KIN'S KITCHEN,2802 Lafayette Rd,IN,3172838881,3178322255,,suspended,Y,yes,2802 Lafayette Rd,(317)283-8881
R81727,SILVER SEA,9 East Main St,PA,7175664311,,,open,Y,no,"9 E Main St, Hummelstown, PA 17036  -  4.6 avg ratings  -  1,474 reviews",(717)566-4311
R81728,^CHEN'S KITCHEN^,8014 Loch Raven Blvd,MD,4103393818,,,open,Y,yes,8014 Loch Raven Blvd,(410) 339-3818
R81732,^HOUSE OF HUNAN^,376 E. Waterloo Rd,OH,3307731888,,,open,Y,no,376 E Waterloo Rd,(330)773-1888
R168170,Lomi House  - L2 USE,3030 Northern Blvd,NY,9172852220,,,new,N,no
R81733,NEW CHINA EXPRESS,3501 Capital Blvd,NC,9198789288,,,open,Y,yes,3501 Capital Blvd,(919) 878-9288
R81735,HUNAN GARDEN,1420 Route 130 North,NJ,8567869327,8567869327,,open,N,no
R81736,GRACE,402 S James Campbell Blvd,TN,9313880480,,,open,Y,yes,402 S James Campbell Blvd,(931) 388-0480
R81737,CHINA GARDEN,14568 Hwy 17,NC,9102701988,,,open,N,no
R81739,^CHOP CHOP WOK^,6812 W. Cheyenne Ave,NV,7026582467,,,open,Y,no,6812 W Cheyenne Ave,(702) 658-2998
R81751,CHINA GOURMET,902 Hwy 78 East,AL,2052951558,,,open,Y,no,902 Highway 78 E,(205) 295-1558
R81753,*PEKING HOUSE*,138 Broadway,NJ,2016660868,9176703773,,open,Y,yes,138 Broadway,(201) 666-0868
R81755,DRAGON,101 S. 25th St,PA,7172362165,,,open,Y,no,101 S 25th St,(717) 236-2165
R81756,*NEW FORTUNE HOUSE*,187 Bay Shore Rd,NY,6316678788,,,open,Y,yes,187 Bay Shore Rd,(631)667-8788
R81757,LI WAN,6428 Metropolitan Ave,NY,7184170808,,,open,Y,no,64-28 Metropolitan Ave,(718)417-0808
R81758,WING HWA,1656 Rt. 209 Pleasant Valley Plaza,PA,5709923637,,,open,Y,no,1656 US-209,(570)992-3637
R81759,FIRE WOK,5402 East Drive,MD,4102470909,6464213528,,open,Y,no,5402 East Dr,(410) 247-0909
R81761,CHINA KITCHEN,119 Rosehill Ave,PA,6108692211,,,open,Y,yes,119 Rosehill Ave,(610) 869-2211
R81762,^BEIJING^,752 Wyoming Ave,PA,5702831985,6462383083,,open,Y,yes,752 Wyoming Ave,(570) 283-1985
R81766,HONG KONG EXPRESS,5158 Highland Rd,MI,2486737200,,,suspended,Y,yes,5158 Highland Rd,(248) 673-7200
R81767,HAPPY GARDEN,110 24th Ave SW,OK,4054478880,,,open,Y,yes,110 24th Ave SW,(405) 447-8880
R81768,^LUCKY HOUSE^,204 N. Greenville Ave,TX,2143832027,,,open,N,no
R81769,*CHINA EXPRESS*,857 Jefferson Ave,PA,7242228233,,,open,Y,yes,857 Jefferson Ave,(724)222-8233
R81771,NEW GRACE,1100 NY-52,NY,8452285888,3478890731,,open,Y,no,1100 Route 52,(845)228-9888
R81772,ZANG CHI,733 N. New Ballas Rd,MO,3149938835,,,open,Y,no,733 N New Ballas Rd,(314)993-8835
R81775,*CHINA PANDA*,57 Main St,CT,8602284578,9175391034,,open,Y,yes,57 Main St,(860)228-4578
R81776,^ASAHI^,9240 W Commercial Blvd,FL,9545722699,,,open,Y,yes,9240 W Commercial Blvd,(954) 572-2699
R81777,CHINA ONE,3308 Bragg Blvd,NC,9104873389,,,open,Y,yes,3308 Bragg Blvd,(910) 323-8188
R81778,*CHINA GARDEN*,10569 Old Hwy 208,AL,2056782828,2053177035,,open,Y,no,10569 Old Hwy 280,(205) 678-2828
R17345,New Saskatchewan,102-216 33rd St. W,SK,1232323424,,,new,N,N
R81779,*HAPPY PALACE*,513 Elizabeth Ave,NJ,9082891736,,,open,Y,yes,513 Elizabeth Ave,(908)289-1736
R81781,CHINA KING,305 NE Todd George Pkwy,MO,8165258868,,,open,Y,no,305 NE Todd George Rd,(816) 525-8868
R81783,PANDA HUT,144 Hwy 274,SC,8036311988,,,open,Y,no,144 SC-274,(803)631-1988
R81786,*JADE GARDEN*,4028 Broadway,NY,2127950556,6462699261,,open,Y,yes,4028 Broadway,(212)795-0556
R85527,^CHINA 1 in CAMP CREEK^,3530 Camp Creek Parkway,GA,4043493373,6782008033,,reject,N,N
R81787,CHINA ONE,2005 N.W. 7 Highway,MO,8162209368,,,open,Y,no,2005 MO-7,(816)220-9368
R81791,GOLDEN DRAGON,3025 GOODMAN RD,MS,6622801999,9295808509,,open,Y,no,3025 Goodman Rd W,(662) 280-1999
R81793,^DARUMAYA^,300 S Highland Springs Ave,CA,9517692019,6262058376,,open,Y,yes,300 S Highland Springs Ave,(951)769-2019
R81795,CHINA DRAGON KITCHEN,18 Village Ave,NY,5163540635,,,open,Y,yes,18 Village Ave,(516)354-0635
R81796,TASTE OF CHINA,58 Market St,WI,2627233888,,,open,Y,no,58 W Market St,(262)723-3888
R81798,ASIAN GOURMET,8600 Dorchester Rd #406,SC,8434949211,9173313488,,open,Y,no,8600 Dorchester Rd,(843) 552-8966
RZZZZ1,*^ZZZ HAMMOND^*,2 W Thomas St,LA,0,0,,new,N,N
R81801,NO.1,2262 Executive Drive,VA,7578388833,7579123930,,open,Y,no,2262 Executive Dr,(757) 838-8833
R81802,BEIJING CAFE,2851 County Road 210 West,FL,9042302388,3478756676,,open,Y,no,2851 CR-210,(904)230-2388
R81803,CHINA WOK,255 Southgate Shopping Center,PA,7172636666,,,open,Y,no,255 Southgate Mall,(717) 263-6666
R81805,SZECHUAN GARDEN,164 Halstead Ave,NY,9148351207,,,open,Y,yes,164 Halstead Ave,(914) 835-1207
