Snowball Map,Dedupe Key,brizo_id,Name,Street,City/Town,State/Province Code,Zip/Postal Code,Country,First Name,Last Name,Title,Role,Contact Email,Contact Phone,Established,Phone,Most Common Email,Cuisines (Regional),Price Range,Dishes
7354,2907 Lakew72116,9cfd7af9304450ec,Crazy Hibachi,2907 Lakewood Village Dr,North Little Rock,AR,72116,United States,John,Park,Owner,Owner,,,2005.0,(501) 812-9888,,Japanese,$$,Sushi
7414,2501 Dave 72034,b47e8ebbd5214d49,Taka Teriyaki (2501 Dave Ward Drive Suite 4A),2501 Dave Ward Dr,Conway,AR,72034,United States,,,,,,,,,,Japanese,$$,
7440,357 S Divi72315,b3a0312ab8b3485c,Kowloon Chinese Restaurant,357 S Division St,Blytheville,AR,72315,United States,Lynda,Emmons,Owner,Owner,,,1991.0,(870) 762-2828,,Chinese,$,
7459,915 W Keis72370,a72f1da4a7b16561,Evergreen Chinese Restaurant,915 W Keiser Ave,Osceola,AR,72370,United States,,,,,,,,(870) 563-3888,,Chinese,$,
7576,301 N Serv72315,b90ab7697108ee54,Great Wall,301 N Service Rd,Blytheville,AR,72315,United States,Joe,Yeung,Manager,General,,,1999.0,(870) 763-8551,,Chinese,$,
7578,5411 Centr71913,b9b3910c80850ccc,Bubba's Catfish,5411 Central Ave,Hot Springs National Park,AR,71913,United States,,,,,,,,(501) 762-3474,,Southern; Creole; Cajun,$,Seafood; BBQ; Sandwiches; French Fries
7694,2100 Roger72901,c936ad6572221d40,Thai Chicken Bowl,2100 Rogers Ave,Fort Smith,AR,72901,United States,,,,,,,2015.0,(479) 222-6752,,Japanese; Thai,$,Smoked Salmon; Fried Rice; Sushi; Noodles; Steaks
7872,2650 John 72076,f85d263245f7edea,Yamato Japanese,2650 John Harden Dr,Jacksonville,AR,72076,United States,,,,,info@yamatojacksonvillear.com,,,(501) 457-7573,info@yamatojacksonvillear.com,Japanese,$,Sushi; Steaks
7905,238 Corner71913,fa4b7764f906dacf,Alexa's Creperie,238 Cornerstone Blvd,Hot Springs,AR,71913,United States,,,,,alexascreperie@gmail.com,,,(501) 760-4799,alexascreperie@gmail.com,Chinese,$$,Dumplings; Smoked Salmon; Crepes
7973,1508 Highw72653,0837f43a4cbf9c3f,Tree of Life Natural Foods,1508 Highway 62 E,Mountain Home,AR,72653,United States,,,,,treeoflifenaturalfoods@gmail.com,,,(870) 701-3321,treeoflifenaturalfoods@gmail.com,Filipino; Creole; Caribbean; Cajun,$$,Smoothies; Salads; Sandwiches; French Fries
8144,2906 MacAr72118,aa08a490d5dff566,Hunan Palace Express,2906 MacArthur Dr,North Little Rock,AR,72118,United States,,,,,,,2006.0,(501) 812-5925,,Chinese,$,
8389,300 S Main72401,ee8365fb177ecd76,Dragon City,300 S Main St,Jonesboro,AR,72401,United States,Hi,Guang,,,,,1994.0,(870) 933-8889,,Chinese,$,Smoked Salmon
8523,2235 Dave 72034,4d4c981fb95c6cc5,Jin Wei,2235 Dave Ward Dr,Conway,AR,72034,United States,,,,,,,,(501) 504-2014,,Chinese,$,Pork; Soups; Fried Rice; Chicken; French Fries; Shrimp; Seafood; Noodles
8646,258 US-6472032,2e4060d6a44bc1e0,Almost Famous Smoke House and Grill,258 US-64,Conway,AR,72032,United States,,,,,,,,(501) 450-3036,,American; Creole; Cajun,$$,BBQ
8660,4808 John 72116,526cfefaf5d62dd2,Great Wall Chinese Restaurant,4808 John F Kennedy Blvd,North Little Rock,AR,72116,United States,,,,,info@greatwallnlr.com,,,(501) 753-3316,info@greatwallnlr.com,Chinese,$,Soups; Seafood; Salads; Chicken Wings; Chicken; French Fries
8742,7307 Alcoa72022,6bdb3b31f8a7c21f,Sakura Japanese Steakhouse,7307 Alcoa Rd,Bryant,AR,72022,United States,Tony,Tran,,,,,2005.0,(501) 778-9585,,Japanese,$$,Smoked Salmon; Sushi; Steaks
8784,2601 Kavan72205,6046f0138e0bd2c7,Kemuri,2601 Kavanaugh Blvd,Little Rock,AR,72205,United States,Randall,Roach,Sous Chef,Back of the House,,,,(501) 660-4100,kemuri.west@gmail.com,Japanese,$$,Soups; Sashimi; French Fries; Salads; Seafood; Smoked Salmon; Tacos; Sushi
8862,400 W Cent72936,7ad4ec7abf2f724d,Lin's House,400 W Center St,Greenwood,AR,72936,United States,,,,,glendadean36@yahoo.com,,,(479) 996-9096,glendadean36@yahoo.com,Chinese,$,
8889,126 Harkri72032,7d02a34b6fbd2015,Rong Chinese,126 Harkrider St,Conway,AR,72032,United States,,,,,info@rongconway.com,,,(501) 358-6388,info@rongconway.com,Chinese,$,Pork; Fried Rice; French Fries
8893,241 S Main72401,7f5aee142aca7ef5,City Wok Dim Sum,241 S Main St,Jonesboro,AR,72401,United States,Cory,C,Business Owner,Owner,,,2017.0,(870) 520-9954,,Chinese,$,Dim Sum; Ice Cream; Frozen Yogurt
8894,2012 N Wes71730,7fa0904d5bc9b0c1,Great China Super Buffet,2012 N West Ave,El Dorado,AR,71730,United States,Yong,Chu,Owner,Owner,,,2008.0,(870) 881-9999,,Chinese,$,
8901,3000 S Pin72758,c49b851f7ca46ad4,52 Kilo,3000 S Pinnacle Hills Pkwy,Rogers,AR,72758,United States,,,,,reservations@fifty2kilo.com,,,(479) 367-2411,jaye@fifty2kilo.com,Japanese; Australian,,
8902,1200 Alber71913,c46e3559aff7812c,World Buffet,1200 Albert Pike Rd,Hot Springs National Park,AR,71913,United States,,,,,,,,(501) 623-8880,,Chinese,$$,Sushi
8906,3209 Highw72010,c47fd5e670ce07df,Who Dat's Cajun Restaurant,3209 Highway 367 N,Bald Knob,AR,72010,United States,Doug,Stelly,Owner,Owner,,,1994.0,(501) 724-6183,,Creole; Cajun,$$,Seafood; French Fries
8948,1534 Malve71901,c08b14bf91ec83ca,Gozen Japan House,1534 Malvern Ave,Hot Springs,AR,71901,United States,,,,,,,,(501) 701-4291,,Japanese,$$,
8957,10001 Mabe72209,9f8972936b842d1a,Asian Grill Buffet,10001 Mabelvale Plaza Dr,Little Rock,AR,72209,United States,,,,,,,2014.0,(501) 569-9698,,Chinese,$,Sushi
8972,104 E Arka71667,a533f7066503a4ee,Good Luck,104 E Arkansas St,Star City,AR,71667,United States,,,,,,,,(870) 628-6272,,Chinese,,
8974,14201 AR-571639,a66a88e6df4eec3b,Taylors Steakhouse,14201 AR-54,Dumas,AR,71639,United States,,,,,taylorvile54@yahoo.com,,,(870) 382-5349,,Creole; Cajun,$$$,Steaks
8991,1418 Alber71913,c879639cb8498a17,Wok Express,1418 Albert Pike Rd,Hot Springs,AR,71913,United States,Johnny,Dong,Manager,General,,,1997.0,(501) 623-4932,johnnychen233@gmail.com,Chinese,$,Soups; Seafood; Chicken Wings; Chicken
8993,2308 Linwo72450,c8a4e659aa43226f,New Hunan Buffet,2308 Linwood Dr,Paragould,AR,72450,United States,,,,,,,2009.0,(870) 236-3232,,Chinese,$,Soups; Seafood; Fried Rice; Chicken; French Fries
9034,2811 W Kin72450,b725abc5b91beaa3,Ikura Japanese Cuisine,2811 W Kings Hwy,Paragould,AR,72450,United States,,,,,ikuracuisine01@yahoo.com,,,(870) 240-0234,ikuracuisine01@yahoo.com,Japanese,$$,Smoked Salmon; Sushi
9079,5311 AR-5 72022,c3b65b8eb127a4f1,Sumo,5311 AR-5 N,Bryant,AR,72022,United States,,,,,,,,(501) 943-7798,sumobryant@gmail.com,Japanese; Chinese,$$,Soups; Chicken; French Fries; Steaks; Salads; Seafood; Smoked Salmon; Sushi
9090,9120 N Rod72205,c800e902091d08a7,Hanabi Hibachi,9120 N Rodney Parham Rd,Little Rock,AR,72205,United States,,,,,,,,(501) 615-8111,,Japanese,$$,Hibachi; Seafood; Sushi; Grill
9228,227 E Main72927,017edf9107b051ac,Lin Buffet,227 E Main St,Booneville,AR,72927,United States,,,,,,,,(479) 675-8811,,Chinese,$$,
9251,2810 E Hig72401,0a9314c9441785f6,Fuji Japanese Steak House,2810 E Highland Dr,Jonesboro,AR,72401,United States,,,,,info@fujisteakhousejonesboro.com,,,(870) 972-5585,info@fujisteakhousejonesboro.com,Japanese,$$,Smoked Salmon; Sushi; French Fries; Steaks
9425,1021 Main 72173,deda6ed94c72bd71,YOI Hibachi,1021 Main St,Vilonia,AR,72173,United States,,,,,,,,(501) 808-9222,,Japanese,$$,
9426,2112 W Mai72801,ded6d5f7f6e103b1,Spices Garuda Food Truck: Japanese Indonesian Grill,2112 W Main St,Russellville,AR,72801,United States,,,,,,,,(479) 223-1545,,Japanese,,
9486,15 Southpa71852,4adc2f6046a9e9e6,China Buffet,15 Southpark Shopping Ctr,Nashville,AR,71852,United States,Imh,Nguyen,Owner,Owner,,,1991.0,(870) 845-3730,,Chinese,$$,
9495,1516 Milit72015,4cd03671d3500baa,Buffet City,1516 Military Rd,Benton,AR,72015,United States,,,,,,,,(501) 776-9888,,Chinese,$$,Sushi
9515,11211 Cant72212,35beb78963124d47,Sushi Cafe,11211 Cantrell Rd,Little Rock,AR,72212,United States,Eugene,Cheah,,,,,,(501) 954-7866,,Japanese,$$,Soups; Chicken; French Fries; Steaks; Tacos; Salads; Seafood; Smoked Salmon; Sushi; Chicken Wings
9540,702 Highwa71639,48dd7158180962ba,Cajun Connection,702 Highway 65 S,Dumas,AR,71639,United States,,,,,,,,(870) 382-6774,,Creole; Cajun,$$,
9552,4656 N Hig71909,45945e07d6e29a26,Village Hibachi,4656 N Highway 7,Hot Springs Village,AR,71909,United States,,,,,villagehibachi@gmail.com,,,(501) 204-5028,villagehibachi@gmail.com,Japanese,$$,Sushi; Steaks
9564,9105 Chico72209,4a02dd12096eb449,Chicot Hibachi Express,9105 Chicot Rd,Little Rock,AR,72209,United States,,,,,info@chicothibachiexpress.com,,2017.0,(501) 747-1337,info@chicothibachiexpress.com,Japanese,$,Soups; Hibachi; Seafood; Sushi; Grill; Chicken
9614,Dakota St72023,32000560294b99f2,Tokyo Japanese Steakhouse and Sushi Bar,Dakota St,Cabot,AR,72023,United States,,,,,,,,(501) 843-3688,,Japanese,$$,Soups; Smoked Salmon; Seafood; Salads; Sushi; Chicken; French Fries
9615,143 N Curt72751,33d54d7835674659,Rainbow House Asian Bistro,143 N Curtis Ave,Pea Ridge,AR,72751,United States,Qin,Zheng,,,,,2011.0,(479) 451-8889,,Chinese,$$,
9627,700 4th St72512,4f97060cc34b6f99,Vito's Asian kitchen,700 4th St,Horseshoe Bend,AR,72512,United States,,,,,,,,(870) 670-4273,,Chinese,,
9632,4419 N Hig71909,51b440d7d86b8f1f,Great Wall Buffet,4419 N Highway 7,Hot Springs Village,AR,71909,United States,,,,,lin.michael42@gmail.com,,2010.0,(501) 984-6162,lin.michael42@gmail.com,Chinese,$,
9640,311 W 5th 71730,57cd1678bc5a98ce,Hachi Hachi,311 W 5th St,El Dorado,AR,71730,United States,,,,,hachihibachi@gmail.com,,,(870) 312-6780,hachihibachi@gmail.com,Japanese,$$,
9753,11525 Cant72212,2985f680f4d18b59,Sky Modern Japanese,11525 Cantrell Rd,Little Rock,AR,72212,United States,Lauren,James,,,,,2012.0,(501) 224-4300,skyjapanese@yahoo.com,Japanese,$$,Smoked Salmon; Sashimi; Salads; Fried Rice; Sushi; Poke; French Fries
9793,790 Elsing72032,1b15b64408904644,Mulan's,790 Elsinger Blvd,Conway,AR,72032,United States,Jim,Ni,Manager,General,,,2010.0,(501) 205-0896,,Chinese,$,Soups; Seafood; Salads; Sushi; Chicken; Noodles
9976,1504 W Mai72422,5916ae6f1acef3bb,American Dragon,1504 W Main St,Corning,AR,72422,United States,,,,,,,,(870) 631-3532,,Chinese,,
10001,11121 N Ro72212,66827255b2699660,Palace Indo-Chnese Fusion (11121 N Rodney Parham Rd Ste 36B),11121 N Rodney Parham Rd,Little Rock,AR,72212,United States,,,,,,,,(501) 379-9973,,Indian; Chinese,,Noodles
10091,1100 SE 1472712,6f4773f248161926,Gold Town Sushi & Korean BBQ,1100 SE 14th St,Bentonville,AR,72712,United States,Ownwer :,Sunny,,,,,,(479) 273-1000,mkim.nov14@gmail.com,Korean; Japanese,$$,Soups; Smoked Salmon; Salads; Sushi; Noodles
10145,3006 E Hig72401,a85bea46079a6b54,Hiro Japanese Cuisine,3006 E Highland Dr,Jonesboro,AR,72401,United States,Ginah,Augustin,Owner,Owner,,,2016.0,(870) 268-6622,yuddi_38671@yahoo.com,Japanese,$$,Sushi
10165,404 S 7th 72543,88f64d8b922ba607,Zeke & Lizzy's Seafood and Steakhouse,404 S 7th St,Heber Springs,AR,72543,United States,,,,,zekeandlizzys@gmail.com,,,(501) 365-3300,zekeandlizzys@gmail.com,American; Creole; Cajun,$$,Seafood; French Fries; Steaks
10168,201 2nd Av72736,89487c5d78174a0e,Chang Chinese Food,201 2nd Ave SW,Gravette,AR,72736,United States,,,,,,,,(479) 657-5336,,Chinese,,
10191,509 N Herv71801,93ff8f687acdfc23,Chinese Panda,509 N Hervey St,Hope,AR,71801,United States,Ze,Chu,Owner,Owner,,,1998.0,(870) 722-2888,,Chinese,$$,
10197,2002 Main 72833,92733ea4e07d49e1,Cajun Aves,2002 Main St,Danville,AR,72833,United States,,,,,,,,(479) 495-9192,,Cajun,,
10266,8420 Stage72210,adc126f108465813,LSHRIMP CAJUN EATERY,8420 Stagecoach Rd,Little Rock,AR,72210,United States,,,,,,,,(501) 412-1629,,Cajun,$$,Seafood
10361,4624 W 12t72204,c2682f6f07b504c3,FANTAJOES FRIED TURKEY,4624 W 12th St,Little Rock,AR,72204,United States,,,,,,,,(501) 747-1309,,Southern; Creole; Cajun,,Sandwiches; Chicken Wings; Hamburgers
10376,3416 Camp 72118,c3303d2d5da0540a,Egg Roll Express,3416 Camp Robinson Rd,North Little Rock,AR,72118,United States,Emily,Fan,Owner,Owner,,,1987.0,(501) 758-8899,,Chinese,$,
10377,2300 E Par72802,c34acbe4647f57f5,Sumo Japanese Steakhouse & Sushi Bar,2300 E Parkway Dr,Russellville,AR,72802,United States,,,,,info@sumorussellville.com,,2013.0,(479) 880-8855,info@sumorussellville.com,Japanese,$$,Smoked Salmon; Sushi; French Fries; Steaks
10401,2002 US-6272542,d2f63af3ba807de2,China Garden,2002 US-62,Highland,AR,72542,United States,Leo,Weng,,,,,2010.0,(870) 856-3336,,Chinese,$,Soups; Fried Rice; Chicken; Shrimp
10498,617 N Coll72701,e8762b2ee8a88390,Akira Ramen & Bowl,617 N College Ave,Fayetteville,AR,72701,United States,,,,,,,,(479) 427-9869,,Japanese,$$,Soups; Seafood; Chicken; Ramen; Noodles
10565,215 Center72201,fc97336337af5811,Gold Bowl,215 Center St,Little Rock,AR,72201,United States,,,,,info@goldbowllittlerock.com,,,(501) 615-8591,info@goldbowllittlerock.com,Japanese,$$,Fried Rice; Chicken; Ramen
10612,3548 E Rac72143,3d859460613ee84a,Fuji Japanese Steakhouse,3548 E Race Ave,Searcy,AR,72143,United States,,,,,fujisearcy@gmail.com,,,(501) 278-5878,fujisearcy@gmail.com,Japanese,$$,Sushi
10645,1700 Altus72032,321ed522addb1eeb,Osaka Japanese Hibachi Steak House,1700 Altus St,Conway,AR,72032,United States,Snowy,W,Business Owner,Owner,,,2019.0,(501) 358-6023,info@osakaconway.com,Japanese,,Smoked Salmon; Sushi; Noodles
10676,2501 Dave 72034,3fea0d2d752b85df,Kotaro Hibachi Express,2501 Dave Ward Dr,Conway,AR,72034,United States,,,,,,,,(501) 932-6109,,Japanese,$$,Smoked Salmon; Seafood; Sushi; Chicken; Hamburgers; French Fries
10838,1401 Pinec72021,21be9a2f3469de2b,New China Restaurant,1401 Pinecrest St,Brinkley,AR,72021,United States,L. I.,Ni,Owner,Owner,,,2004.0,(870) 734-1889,,Chinese,$,
10857,13120 Crys72113,2a198c2de0a9a6cf,SAP'S CREOLE CUISINE LLC,13120 Crystal Hill Rd,Maumelle,AR,72113,United States,,,,,info@sapscc.com,,2021.0,(501) 808-7277,info@sapscc.com,Creole; Caribbean; Cajun,$$,Seafood; Chicken; French Fries
10985,12633 US-672675,58b90295b51dfd39,Crawbilly's,12633 US-65,St Joe,AR,72675,United States,,,,,kensoninnovationsllc@outlook.com,,,(479) 903-2238,kensoninnovationsllc@outlook.com,Creole; Cajun,$,Seafood; BBQ
11065,603 W Flee72442,6c636bfc34416831,China Buffet,603 W Fleeman,Manila,AR,72442,United States,,,,,,,2009.0,(870) 561-8888,,Chinese,$,
11187,3101 N Col72703,734cb32372a1a56c,Mong Dynasty,3101 N College Ave,Fayetteville,AR,72703,United States,Jeanete,Cheng,,,,,1986.0,(479) 443-7666,themongdynasty@gmail.com,Chinese,$,
11236,1618 E Har72110,90e557010dd89c1b,Chopsticks Chinese Buffet,1618 E Harding St,Morrilton,AR,72110,United States,Tony,Lim,Owner,Owner,,,2004.0,(501) 354-8200,,Chinese,$$,
11316,101 Unity 71635,94a29b1b19a65f3b,Chen Chen Chinese Restaurant,101 Unity Rd,Crossett,AR,71635,United States,,,,,,,,(870) 364-4870,,Chinese,$$,
11322,2101 SE Wa72712,9084bb9383931f49,Lin's Garden,2101 SE Walton Blvd,Bentonville,AR,72712,United States,,,,,,,,(479) 271-6288,,Chinese,$$,
11337,301 N Shac72211,89250e29fadb13d1,Aji Ramen Bar,301 N Shackleford Rd,Little Rock,AR,72211,United States,,,,,,,,(501) 414-8433,,Japanese,$$,Ramen
11396,836 US-42571655,a877516d44ec63c1,OMG Hibachi,836 US-425,Monticello,AR,71655,United States,,,,,,,,(870) 723-7676,,Japanese,$$,Hibachi; Grill; Chicken; Steaks
11558,8345 Roger72903,b622cb2f2d7d9dde,Asian Buffet,8345 Rogers Ave,Fort Smith,AR,72903,United States,,,,,,,,(479) 478-8886,,Chinese,$$,
11587,11201 Bass72210,c56a52afb37bc80f,China Max,11201 Bass Pro Pkwy,Little Rock,AR,72210,United States,,,,,,,2015.0,(501) 313-5583,,Chinese,$$,Soups; Fried Rice; Chicken; Noodles; French Fries; Shrimp
11790,211 SE Wal72712,ec5888f3bf85f0e2,Flavors Indian Cuisine,211 SE Walton Blvd,Bentonville,AR,72712,United States,Raja,B,Business Owner,Owner,,,2014.0,(479) 254-1035,flavorsnwa@gmail.com,Indian; Chinese,$$,Soups; Chicken
11798,520 Lillia72015,de97e87dab377b62,Yum Yum Benton,520 Lillian,Benton,AR,72015,United States,,,,,,,,(501) 794-6087,,Japanese,$$,Soups; Chicken; Steaks; Hibachi; Seafood; Smoked Salmon; Sushi; Grill
11801,2607 Caddo71923,e1e5379a2245cf2a,Tasty Hibachi,2607 Caddo St,Arkadelphia,AR,71923,United States,,,,,tastyhibachi@gmail.com,,,(870) 617-7063,tastyhibachi@gmail.com,Japanese,$$,Soups; Sashimi; Steaks; Hibachi; Smoked Salmon; Sushi; Grill; Noodles
11977,2121 Highw72543,52c0c1971c009835,King Buffet,2121 Highway 25B,Heber Springs,AR,72543,United States,,,,,,,,(501) 362-1933,,Chinese,$,
12009,2901 Pines71601,2d03ba1396b01e95,Shanghai Express,2901 Pines Mall Dr,Pine Bluff,AR,71601,United States,,le van Dang,Owner,Owner,,,1996.0,(870) 535-5333,,Chinese,$$,
12029,N Olive St71601,26d61b61f2282c3f,chef lee,N Olive St,Pine Bluff,AR,71601,United States,,,,,,,,(870) 850-0266,,Japanese; Chinese,$$,Sushi
12054,3421 Old C72202,330e2ee6163a2a3c,Chi's Asian Cafe,3421 Old Cantrell Rd,Little Rock,AR,72202,United States,,,,,,,,(501) 916-9973,,Chinese,$$,Soups; Seafood; Salads; Sushi; Chicken Wings; Chicken
12116,2609 US-6772455,433a8f7c9207ca1f,China Star Super Buffet,2609 US-67,Pocahontas,AR,72455,United States,Quan,Weng,Owner,Owner,,,2010.0,(870) 892-1688,,Chinese,$,
12144,2050 John 72076,5e955fb24b78dc99,OCTOPUS SUSHI AND HIBACHI,2050 John Harden Dr,Jacksonville,AR,72076,United States,,,,,,,,(501) 457-7779,,Japanese,$$,Soups; Smoked Salmon; Seafood; Salads; Sushi; Chicken
12145,4720 Towso72901,5e49efdce45b08dd,Asuka Sushi & Hibatchi,4720 Towson Ave,Fort Smith,AR,72901,United States,,,,,,,,(479) 434-5482,,Japanese,$$,Sushi
12238,250 E Mili72118,1ed716744ed30e61,KeiHiro Hibachi and sushi,250 E Military Dr,North Little Rock,AR,72118,United States,,,,,,,,(501) 271-1938,,Japanese,$$,Smoked Salmon; Sushi; Steaks
12262,2903 W Kin72450,050056a0ee504a8f,Asia Cuisine,2903 W Kings Hwy,Paragould,AR,72450,United States,,,,,,,,(870) 236-1818,,Chinese,$,Seafood; Salads; French Fries
12348,201 N Izar72201,f3d5e692ebcfc178,Two Sisters Uptown,201 N Izard St,Little Rock,AR,72201,United States,,,,,orders@twosisterscatering.net,,,(501) 246-5322,orders@twosisterscatering.net,Southern; Creole; Cajun,$,Pizza; Soups; Salads; Sandwiches; Chicken; Hamburgers; French Fries
12370,2604 S Sha72205,ba7f6f099844fa32,Panda Garden,2604 S Shackleford Rd,Little Rock,AR,72205,United States,Amber,Ni,Owner,Owner,,,2008.0,(501) 224-8100,,Chinese,$$,Sushi
12386,17717 Chen72223,b9849322f38e737d,A.W.Lin's Asian Cuisine,17717 Chenal Pkwy,Little Rock,AR,72223,United States,Jenny,Liu,,,,,2012.0,(501) 821-5398,,Japanese; Chinese,$$,Soups; Smoked Salmon; Seafood; Salads; Sushi; Chicken; French Fries
12404,11 Shackle72211,1e95e7aec5af78ec,Tokyo House,11 Shackleford Dr,Little Rock,AR,72211,United States,,,,,,,2010.0,(501) 219-4286,,Japanese; Chinese,$$,Smoked Salmon; Sushi; French Fries
12444,4408 W Wal72756,0b8b9b2c5f418900,Umai Hot Pot & Asian Cuisine,4408 W Walnut St,Rogers,AR,72756,United States,,,,,,,,(479) 202-9781,,Japanese; Chinese,$$,Smoked Salmon; Sushi; Hot Pot
12495,3878 N Cro72703,2579914e08d3a01f,Meiji Japanese Cuisine,3878 N Crossover Rd,Fayetteville,AR,72703,United States,Darwin,Beyer,,,,,2010.0,(479) 521-5919,meijinwa@gmail.com,Japanese,$$,Smoked Salmon; Sushi
12731,621 US-8271753,cf56690167ea89e8,Tokyo Japanese Restaurant,621 US-82,Magnolia,AR,71753,United States,,,,,,,,(870) 234-3060,,Japanese,$$,Smoked Salmon; Sushi
12755,11525 Cant72212,b7ad8c7e6a661122,Mr. Hui's,11525 Cantrell Rd,Little Rock,AR,72212,United States,Hui,L,,,,,,(501) 478-6666,info@mrhuis.com,Chinese,$$,Pork; Soups; Seafood; Salads; Chicken; Noodles
12760,7315 Geyer72209,b6c5c21a7304469c,SouthWest Hibachi,7315 Geyer Springs Rd,Little Rock,AR,72209,United States,,,,,,,,(501) 615-8944,,Japanese,,French Fries
12965,11401 Fina72211,862f28f0fd01b3ca,Kobe Japanese Steakhouse & Sushi,11401 Financial Centre Pkwy,Little Rock,AR,72211,United States,Joseph,Park,Site Manager,Operations,,,2001.0,(501) 225-5999,,Japanese,$$,Soups; Bento Box; Chicken; French Fries; Steaks; Seafood; Smoked Salmon; Sushi
13217,27 Rahling72223,fd0b4470c09a83dd,Samu,27 Rahling Cir,Little Rock,AR,72223,United States,Dessy,C,Business Owner,Owner,,,2018.0,(501) 448-2310,,Japanese,$$,Soups; Sashimi; Fried Rice; Chicken; Steaks; Hibachi; Smoked Salmon; Seafood; Salads; Sushi; Poke; Grill; Noodles
13311,6610 Colon72204,bedff7fd793c0076,Chinese On the Go,6610 Colonel Glenn Rd,Little Rock,AR,72204,United States,Allen,Parker,Owner,Owner,,,2001.0,(501) 568-9910,,Chinese,$,
13318,502 Mallar71603,b7dcdf1c06891710,Chef Lee,502 Mallard Loop,Pine Bluff,AR,71603,United States,Hong,Lin,,,,,2009.0,(870) 850-0266,,Japanese; Chinese,$,French Fries
13370,1409 Highw72601,e7bc1890751f46ce,Hoshi Japanese Cuisine,1409 Highway 62 65 N,Harrison,AR,72601,United States,,,,,,,,(870) 280-5100,,Japanese,$$,Smoked Salmon; Sushi; French Fries
13387,1001 Count72653,ecbe861b88af0a50,Fujiyama's Japanese Steakhouse,1001 County Road 62,Mountain Home,AR,72653,United States,Meals,Now,,,,,,(870) 424-0105,,Japanese,$$,Smoked Salmon; Sushi; Steaks
13388,3094 E Van72632,ebcc30471b9bcacf,Mei Li,3094 E Van Buren,Eureka Springs,AR,72632,United States,May,Yang,,,,,2010.0,(479) 363-6678,,Chinese,$$,Sushi
13390,1255 Cash 71701,ec32a77d19271720,Hachi Hachi,1255 Cash Rd SW,Camden,AR,71701,United States,,,,,hachicamden@gmail.com,,,(870) 675-0089,hachicamden@gmail.com,Japanese,$,
13403,10301 N Ro72227,de1b993615eafbf8,Mt Fuji Japanese Restaurant,10301 N Rodney Parham Rd,Little Rock,AR,72227,United States,Amiko,Biggin,Owner,Owner,,,1988.0,(501) 227-6498,,Japanese,$$,Smoked Salmon; Sushi
13419,13120 Crys72113,072fda6c0cac8d55,China Taste,13120 Crystal Hill Rd,Maumelle,AR,72113,United States,,,,,,,,(501) 812-0055,,Chinese,$,Soups; Seafood; Chicken
13610,509 N Herv71801,284eaaab97c7ae36,Panda Chinese Buffet,509 N Hervey St,Hope,AR,71801,United States,,,,,,,,(870) 722-2888,,Chinese,,
13738,403 US-41272761,4eceab418f32973b,Rice Chef,403 US-412,Siloam Springs,AR,72761,United States,,,,,,,,(479) 373-1585,,Chinese,$$,Sushi
13763,101 S Broa72761,6e69e0e372fed326,Kung Fu Eggroll,101 S Broadway St,Siloam Springs,AR,72761,United States,Macy,V,Business Owner,Owner,,,2013.0,(479) 228-3163,,Chinese,$,
13838,605 Salem 72034,59ea02cdd8853b7b,Kohana Asian Restaurant,605 Salem Rd,Conway,AR,72034,United States,,,,,kohanaconway@gmail.com,,,(501) 499-6919,kohanaconway@gmail.com,Chinese,$$,Smoked Salmon; Seafood; Sushi; Hot Pot; French Fries
