Created Date,Lead Source,Mobile - Primary,Business Phone,Street,Zip/Postal Code,State/Province (text only),Company / Account,Lead Status,Lead Owner,Unqualified Reason,Converted Date,Opportunity Name,Oppt Close Date,Oppt Close Date
2/13/2023,Marketing Inbound,(718) 696-9333,718-479-3710,233-14 Hillside Ave,11427,NY,Grand Opening Szechuan Kitchen R85211,Converted,Jessica Wang,Current Client,2/16/2023,7186969333 Mr.黄,2/28/2023,3/18/2023
10/31/2022,Marketing Inbound,(917) 244-4851,(540) 829-6618,315 Southgate Shopping Center,22701,VA,Dragon Chef R85657,Converted,Ailin Li,Current Client,2/16/2023,Dragon Chef - 9172444851 -Ms. 陳-CJ送餐-,3/18/2023,9/8/2023
2/17/2023,AE Sourced,(320) 237-4608,(814) 833-5709,2887 W 26TH Steet,16506,PA,Hong Kong R85215,Converted,Wonders Lead queue,Current Client,2/17/2023,Jane-来取3202374608,9/8/2023,3/4/2023
10/31/2022,Marketing Inbound,(646) 250-8277,(904) 280-0707,3787 Palm Valley Rd,32082,FL,Sushi House & Grill R85216,Converted,Jiaxin Chen,Current Client,2/17/2023,Sushi House & Grill Japanese Restaurant-,3/4/2023,4/29/2023
11/22/2022,Marketing Inbound,(646) 752-8250,(203) 384-8888,284 Black Rock Turnpike,6825,CT,Sweet Basil R85385,Converted,Ailin Li,Current Client,2/18/2023,"6467528250 , 9173318361 - Tim 葉-CJ-",4/29/2023,3/3/2023
2/19/2023,AE Sourced,(929) 402-7761,(724) 502-4304,5330 William Flinn Hwy,15044,PA,Sushi Jin Jing R85217,Converted,Wonders Lead queue,Current Client,2/19/2023,Mr.赵-来取,3/3/2023,3/2/2023
2/21/2023,Marketing Inbound,(813) 938-0080,813-223-5058,2601 N. Tampa Street,33602,FL,Ming Garden R85219,Converted,Jessica Wang,Current Client,2/21/2023,Ms.陈-来取,3/2/2023,3/2/2023
10/31/2022,Telemarketer,(917) 376-2108,(518) 828-1123,424 FAIRVIEW AVE,12534,NY,ASIAN CAFE R85222,Converted,Jessica Wang,Current Client,2/21/2023,Mr.李-来取,3/2/2023,3/4/2023
1/29/2023,Marketing Inbound,(267) 616-7552,215-228-2708,2828 W Lehigh Ave,19132,PA,Dou Hueng R85225,Converted,Jessica Wang,Current Client,2/23/2023,Dou Hueng-Mr.郑,3/4/2023,3/3/2023
2/23/2023,Marketing Inbound,(314) 825-8899,910-329-8810,201 F Alston Blvd,28443,NC,Rainbow King R85228,Converted,Jessica Wang,Current Client,2/23/2023,Rainbow King-Mr.欧阳,3/3/2023,3/6/2023
2/21/2023,CSM Referral,(910) 209-1638,910-457-0988,1671 North Howe Street,28461,NC,Asian Taste R85233,Converted,Jessica Wang,Current Client,2/24/2023,Asian Taste-Eva 来取,3/6/2023,3/28/2023
10/31/2022,Marketing Inbound,(802) 377-9408,(802) 453-4888,17 Main St #1317,5443,VT,Wokky's R85736,Converted,Jiaxin Chen,Current Client,2/26/2023,Wokky's-,3/28/2023,3/28/2023
10/31/2022,Marketing Inbound,(718) 612-3702,(207) 991-3838,571 Broadway,4401,ME,China Wok R85708,Converted,Jiaxin Chen,Current Client,2/26/2023,China Wok-,3/28/2023,3/8/2023
2/26/2023,AE Sourced,(347) 565-1295,662-393-5988,975 State Line Rd,38671,MS,Lucky China R85235,Converted,Jessica Wang,Current Client,2/27/2023,Lucky China-Ms.杨 来取,3/8/2023,3/15/2023
2/23/2023,AE Sourced,(954) 854-0287,(954) 561-1888,1747 N Federal Hwy,33305,FL,Yeung House & poke R85251,Converted,Wonders Lead queue,Current Client,3/1/2023,Yeung House & poke-来取,3/15/2023,5/1/2023
10/31/2022,Marketing Inbound,(646) 824-1066,,1 Ocean Avenue,6320,CT,china house R85253,Converted,Leon Li,Current Client,3/1/2023,china house,5/1/2023,3/15/2023
2/18/2023,Marketing Inbound,(817) 247-0581,(817) 605-8860,9147 Grapevine Hwy. Suite #400,76180,TX,Hong Kong Express N.R.H R85259,Converted,Ailin Li,Current Client,3/2/2023,Roger 朱@8172470581-送餐-,3/15/2023,3/12/2023
10/31/2022,Marketing Inbound,(252) 452-9773,(252) 977-9533,430 W Thomas St,27804,NC,New China R85255,Converted,Ailin Li,Current Client,3/3/2023,2524529773 -Ms. Kristy- 來取-,3/12/2023,3/17/2023
10/31/2022,Telemarketer,(347) 536-5296,(718) 828-0588,1254 CASTLE HILL AVE,10462,NY,CHINA KING R85256,Converted,Jessica Wang,Current Client,3/3/2023,CHINA KING-Ms.陈,3/17/2023,3/14/2023
3/3/2023,AE Sourced,(646) 318-6550,864-427-7889,708 B South Duncan Bypass,29379,SC,Naruto R85257,Converted,Jessica Wang,Current Client,3/3/2023,Naruto-Ms.余 来取,3/14/2023,3/14/2023
10/31/2022,Telemarketer,(646) 250-3980,(256) 721-1188,"7190 Wall Triana Hwy A,",35757,AL,China Dragon R85258,Converted,Ailin Li,Current Client,3/4/2023,China Dragon-,3/14/2023,3/14/2023
3/6/2023,AE Sourced,(252) 470-1339,(252) 354-3383,8201 Emerald Dr. Ste#6,28594,NC,Great Wall R83276,Converted,Ailin Li,Current Client,3/6/2023,Great Wall R83276-,3/14/2023,3/18/2023
10/31/2022,Telemarketer,(646) 233-8227,(757) 686-6988,3208 ACADEMY AVE,23703,VA,DRAGON CITY R85262,Converted,Pony Shao,Current Client,3/6/2023,DRAGON CITY CHINESE RESTAURANT-,3/18/2023,4/20/2023
10/31/2022,Telemarketer,(646) 546-8655,(864) 427-8880,320 N DUNCAN BYPASS #I,29379,SC,CHINA 1 R85376,Converted,Yaning Wang,Current Client,3/6/2023,CHINA 1-,4/20/2023,3/16/2023
3/6/2023,Marketing Inbound,(843) 557-4860,843-747-5877,1292 Yeamans Hall Road,29410,SC,Asian Grill R85263,Converted,Jessica Wang,Current Client,3/7/2023,Asian Grill-Mr.王 来取,3/16/2023,3/16/2023
3/6/2023,Marketing Inbound,(540) 676-7918,540-362-2266,4821 Williamson RD,24012,VA,China Wok R85266,Converted,Jessica Wang,Current Client,3/7/2023,China Wok-Mr.萧-来取,3/16/2023,9/26/2023
10/31/2022,Marketing Inbound,(909) 244-4517,,2021 South Ridgewood Avenue,32119,FL,China Garden R81118 Returned Customer R85267,Converted,Eric Zhu,Current Client,3/7/2023,China Garden R81118 Returned Customer-,9/26/2023,3/17/2023
3/2/2023,Marketing Inbound,(858) 207-8757,716-824-8888,2272 Seneca Street,14210,NY,Hong kong Kitchen R85268,Converted,Jessica Wang,Current Client,3/7/2023,Hong kong-Suki王-送餐,3/17/2023,3/27/2023
3/8/2023,Enterprise AE,(702) 209-5757,,4780 West Ann Road,89031,NV,China a gogo(4780W) R85275,Converted,Leon Li,Current Client,3/8/2023,China a gogo(4780W)-,3/27/2023,3/19/2023
3/2/2023,CSM Referral,(443) 945-1149,302-537-9956,33260 Coastal Hwy Unit 8,19930,DE,China Express R85276,Converted,Jessica Wang,Current Client,3/9/2023,China Express-Ales-来取,3/19/2023,3/19/2023
10/31/2022,Marketing Inbound,(507) 316-3938,507-322-6988,1217 Marion Rd SE Suite 100,55904,MN,Golden Wok R85277,Converted,Jessica Wang,Current Client,3/9/2023,Golden Wok-Mr.柳-来取,3/19/2023,3/25/2023
10/31/2022,Marketing Inbound,(717) 813-6631,717-866-9900,1 E Lincoln Ave,17067,PA,East China R85278,Converted,Jessica Wang,Current Client,3/9/2023,East China-Mr.江 Kenny,3/25/2023,3/22/2023
3/6/2023,AE Sourced,(646) 691-8720,(603) 622-8868,"1271 Hooksett Road,",3106,NH,Jade Garden R85281,Converted,Ailin Li,Current Client,3/10/2023,Jade Garden - 6466918720 -來取-,3/22/2023,3/30/2023
2/15/2023,CSM Referral,(732) 522-8977,(973) 279-5560,"445 21 Ave,",7513,NJ,Ting Yu R85311,Converted,Ailin Li,Current Client,3/11/2023,7325228977 -Ms. 莊-週一休息,3/30/2023,3/30/2023
3/10/2023,Marketing Inbound,(312) 863-9780,(773) 763-3000,7230 North Harlem Avenue,60631,IL,chopstick express R85282,Converted,Yaning Wang,Current Client,3/11/2023,chopstick express-,3/30/2023,3/22/2023
3/11/2023,AE Sourced,(646) 249-0509,7575784778/7575784779,4337 Indian River Road,23325,VA,New China R85283,Converted,Pony Shao,Current Client,3/11/2023,New China-,3/22/2023,3/22/2023
3/12/2023,AE Sourced,(646) 705-5109,215-538-8288,333 W. Broad Street,18951,PA,China Wok R85285,Converted,Jessica Wang,Current Client,3/12/2023,China Wok-Ms.Mei-来取,3/22/2023,3/22/2023
10/31/2022,Marketing Inbound,(301) 905-2123,(301) 989-0100,41 Randolph Rd,20904,MD,Wing Wah R85286,Converted,Yaning Wang,Current Client,3/12/2023,Wing Wah - 3019052123-Ms. 黄-送餐-,3/22/2023,3/29/2023
10/31/2022,Marketing Inbound,(917) 242-6893,(320) 202-1888,208 6th Ave S,56301,MN,Great Dragon Buffet R85289,Converted,Ailin Li,Current Client,3/14/2023,Great Dragon Buffet-,3/29/2023,3/16/2023
1/28/2023,Marketing Inbound,(347) 612-2588,(646) 669-7777,11 W 36th St,10018,NJ,Er Hot Pot R85297,Converted,Ailin Li,Current Client,3/14/2023,3476122588 - 火鍋店+冒菜-,3/16/2023,3/30/2023
3/6/2023,Marketing Inbound,(917) 405-8899,803-736-0077,7311 Parklane Rd,29223,SC,Good Taste R85292,Converted,Jessica Wang,Current Client,3/15/2023,Good Taste-David 陈-来取,3/30/2023,3/24/2023
11/22/2022,Telemarketer,(347) 783-4305,336-650-9223,3193 Peters Creek Pkwy,27127,NC,China Chef R85293,Converted,Jessica Wang,Current Client,3/16/2023,China Chef-Mr.王-来取,3/24/2023,3/24/2023
10/31/2022,Marketing Inbound,(312) 823-2122,312-951-7207,129 West North Ave,60610,IL,Peking Chinese Food R85296,Converted,Jessica Wang,Current Client,3/16/2023,Peking Chinese Food,3/24/2023,4/5/2023
10/31/2022,Marketing Inbound,(313) 909-3943,269-639-8883,1220 Phoenix Rd,49090,MI,China Buffet R85298,Converted,Jessica Wang,Current Client,3/16/2023,China Buffet-Ms.陈-来取,4/5/2023,3/27/2023
3/17/2023,Enterprise AE,#ERROR!,(225) 300-4455,6900 Siegen Lane,70809,LA,firey crab（6900） R85299,Converted,Leon Li,Current Client,3/17/2023,firey crab（6900）-,3/27/2023,3/25/2023
10/31/2022,Telemarketer,(917) 703-8938,(440) 888-1110,7671 W RIDGEWOOD DR,44129,OH,BEST WOK R85303,Converted,Jessica Wang,Current Client,3/17/2023,BEST WOK-Grace-来取,3/25/2023,3/26/2023
3/14/2023,Marketing Inbound,(917) 463-7880,732-356-4040,244 A Lincoln Blvd,8846,NJ,Hunan Wok R85305,Converted,Jessica Wang,Current Client,3/18/2023,Hunan Wok-Mr.蒋,3/26/2023,4/1/2023
2/13/2023,Marketing Inbound,(917) 982-5590,330-682-8808,100 E Market Street,44667,OH,Ming Hing R85308,Converted,Jessica Wang,Current Client,3/19/2023,Ming Hing-Ms.王-来取,4/1/2023,3/30/2023
3/21/2023,Enterprise AE,(815) 245-7473,(225) 456-2722,2572 Citiplace Court,70808,LA,Fiery Crab（2572） R85312,Converted,Leon Li,Current Client,3/21/2023,Fiery Crab（2572）-,3/30/2023,4/7/2023
10/31/2022,Marketing Inbound,(845) 287-6526,845-391-8300,47 N Plank Rd,12550,NY,Seafood Village R85313,Converted,Jessica Wang,Current Client,3/22/2023,Seafood Village-Ms.林-来取,4/7/2023,4/6/2023
10/31/2022,Telemarketer,(917) 353-3344,(815) 836-3555,16537 W 159th St,60441,IL,Asian Harbor R85318,Converted,Yaning Wang,Current Client,3/22/2023,Asian Harbor-,4/6/2023,3/31/2023
10/31/2022,Enterprise AE,(702) 287-8776,(702) 898-8098,560 Marks Street,89014,NV,CHOPSTIX R85321,Converted,Leon Li,Current Client,3/23/2023,CHOPSTIX（560）,3/31/2023,4/12/2023
3/22/2023,Telemarketer,(203) 598-8836,(203) 557-8050,903 Post Rd E,6880,CT,Yuki Kitchen R85329,Converted,Wonders Lead queue,Current Client,3/24/2023,Yuki Kitchen,4/12/2023,4/7/2023
3/25/2023,Marketing Inbound,(917) 345-7849,(540) 832-0691,408 W Gordon Ave # F,22942,VA,China Restaurant R85331,Converted,Ailin Li,Current Client,3/25/2023,9173457849 -Mr. 郭-來取-,4/7/2023,4/14/2023
3/25/2023,AE Sourced,(331) 222-2614,(608) 356-9909,1204 8th St,53913,WI,Peking Buffet R85328,Converted,Ailin Li,Current Client,3/25/2023,Peking Buffet-,4/14/2023,4/7/2023
10/31/2022,Marketing Inbound,(719) 799-0630,(719) 382-3023,6867 MESA RIDGE PKWY,80817,CO,DRAGON KING CHINESE RESTAURANT R85322,Converted,Jessica Wang,Current Client,3/26/2023,DRAGON KING CHINESE RESTAURANT-,4/7/2023,5/10/2023
3/21/2023,Marketing Inbound,(646) 283-0519,(205) 295-2606,300 Highway 78 West,35501,AL,Sakura Japanese Restaurant R85508,Converted,Yaning Wang,Current Client,3/27/2023,Sakura Japanese Restaurant-,5/10/2023,4/5/2023
11/22/2022,Marketing Inbound,(917) 601-8877,(978) 374-9808,115 South Main Street,1835,MA,Gourmet House Asian Cuisine R85325,Converted,Yaning Wang,Current Client,3/27/2023,Gourmet House Asian Cuisine-,4/5/2023,4/5/2023
2/11/2023,Marketing Inbound,(732) 496-8024,732-785-9888,34 Lanes Mill Rd,8724,NJ,Ming's Town R85326,Converted,Jessica Wang,Current Client,3/27/2023,Ming's Town-Ms.Tina,4/5/2023,4/5/2023
3/27/2023,AE Sourced,(347) 567-8375,860-278-6460,162-168 Washington ST,6106,CT,Chinese Kitchen R85327,Converted,Jessica Wang,Current Client,3/27/2023,Chinese Kitchen-Mr.江,4/5/2023,4/6/2023
11/22/2022,Marketing Inbound,(917) 853-5606,(585) 256-2880,1681 Mt Hope Ave,14620,NY,Fortune R85332,Converted,Ailin Li,Current Client,3/28/2023,"Fortune -3478185800 , 9178535606 -Ms. 王-來取-",4/6/2023,4/6/2023
3/28/2023,CSM Referral,(917) 535-3992,615-431-0062,235 E Main ST #340,37075,TN,Ming Kitchen R85333,Converted,Jessica Wang,Current Client,3/28/2023,Ming Kitchen-Mr.张-来取,4/6/2023,5/11/2023
3/29/2023,Marketing Inbound,(732) 471-8811,,436 New Jersey 36,7758,NJ,AKI R85352,Converted,Pony Shao,Current Client,3/29/2023,AKI-,5/11/2023,4/28/2023
10/31/2022,CSM Referral,(718) 2006930,(718) 816-0080,5 WALKER ST,10302,NY,MR. RICE R85379,Converted,Yaning Wang,Current Client,3/30/2023,MR. RICE-,4/28/2023,5/19/2023
10/31/2022,Enterprise AE,(646) 515-1012,(702) 633-6666,Losee Road,89081,NV,CHINA A GO GO（5960） R85335,Converted,Leon Li,Current Client,3/30/2023,CHINA A GO GO（5960）-,5/19/2023,4/11/2023
10/31/2022,Marketing Inbound,(860) 202-5259,(860) 646-3450,534 MIDDLE TPKE E # C,6040,CT,JADE GARDEN NO1 R85336,Converted,Ruby Zou,Current Client,3/31/2023,JADE GARDEN NO1-,4/11/2023,5/8/2023
3/29/2023,Marketing Inbound,(202) 423-7243,(540) 898-0234,116 Olde Greenwich Drive,22408,VA,Roma Pizza R85353,Converted,Pony Shao,Current Client,3/31/2023,Roma Pizza-,5/8/2023,4/15/2023
10/31/2022,Telemarketer,(646) 467-3609,(252) 738-9998,919 S BECKFORD DR,27536,NC,Village Kitchen R85355,Converted,Ailin Li,Current Client,4/1/2023,Village Kitchen,4/15/2023,4/15/2023
10/31/2022,Marketing Inbound,(719) 290-4520,,337 North Circle Drive,80909,CO,Saigon Grill R85338,Converted,Pony Shao,Current Client,4/2/2023,7192904520-Mr.廖-送餐-,4/15/2023,4/13/2023
4/2/2023,Marketing Inbound,(718) 552-0818,(215) 468-4800,2049 Oregon Ave,19145,PA,Pearl of East R85339,Converted,Ailin Li,Current Client,4/3/2023,7185520818 -Ms. 鄭-週日休息.-,4/13/2023,4/15/2023
3/30/2023,Marketing Inbound,(917) 605-8111,(941) 896-3552,6749 Manatee Avenue West,34209,FL,Mitaka ramen R85337,Converted,Pony Shao,Current Client,4/3/2023,Mitaka ramen-,4/15/2023,5/3/2023
10/31/2022,Enterprise AE,(702) 815-9935,(702) 998-8822,430 E SILVERADO RANCH BLVD #115,89183,NV,CHOPSTIX 2 R85533,Converted,Leon Li,Current Client,4/3/2023,CHOPSTIX 2-,5/3/2023,5/3/2023
4/3/2023,Enterprise AE,(702) 432-0234,,5841 East Charleston Boulevard,89142,NV,china a gogo R85557,Converted,Leon Li,Current Client,4/3/2023,china a gogo-,5/3/2023,5/11/2023
10/31/2022,Enterprise AE,(702) 858-1319,(702) 432-0234,5841 E CHARLESTON BLVD,89142,NV,china a gogo R85557,Converted,Leon Li,Current Client,5/1/2023,CHINA A GOGO（5841）-,5/11/2023,4/13/2023
10/31/2022,AE Sourced,(917) 353-6612,(718) 498-7534,638 Blake Ave.,11207,NY,Golden Star R85357,Converted,Ailin Li,Current Client,4/4/2023,Golden Star-,4/13/2023,4/20/2023
4/3/2023,Marketing Inbound,(917) 607-6882,610-927-2338,4888 Penn Ave,19608,PA,China Moon R85356,Converted,Jessica Wang,Current Client,4/4/2023,China Moon-Mr.杨-来取,4/20/2023,4/21/2023
3/31/2023,AE Sourced,(360) 867-3658,(360) 943-9093,303 4th Ave E,98501,WA,Thai Pavilion R85361,Converted,Ailin Li,Current Client,4/4/2023,Thai Pavilion - 3608673658 -Ms. 譚 -來取-,4/21/2023,4/19/2023
3/22/2023,Enterprise AE,(702) 302-8228,(702) 331-3698,5960 West Spring Mountain Road,89146,NV,Lucky House Cafe R85358,Converted,Leon Li,Current Client,4/4/2023,Lucky House Cafe-,4/19/2023,4/17/2023
10/31/2022,Marketing Inbound,(917) 828-7115,(201) 867-4399,4000 NEW YORK AVE,7087,NJ,NEW HONG AM KITCHEN R85359,Converted,Ruby Zou,Current Client,4/4/2023,NEW HONG AM KITCHEN-,4/17/2023,4/16/2023
10/31/2022,Telemarketer,(646) 250-1343,(321) 454-3338,125 E MERRITT ISLAND CSWY #117,32952,FL,JOY LUCK R85365,Converted,Pony Shao,Current Client,4/5/2023,JOY LUCK-,4/16/2023,4/20/2023
3/29/2023,Marketing Inbound,(917) 915-2233,,7064 Siegen Lane,70809,LA,Exotic Sweets R85366,Converted,Pony Shao,Current Client,4/5/2023,Exotic Sweets-,4/20/2023,5/1/2023
10/31/2022,Marketing Inbound,(646) 410-7982,(239) 540-0088,4827 MILTON ST,33904,FL,CHINA TOKYO EXPRESS R85362,Converted,Jessica Wang,Current Client,4/5/2023,CHINA TOKYO EXPRESS-Lisa 唐,5/1/2023,4/13/2023
4/4/2023,Marketing Inbound,(646) 286-8100,843-839-9699,3894 S Kings Hwy,29577,SC,New China King R85363,Converted,Jessica Wang,Current Client,4/5/2023,China King-Jennifer 王,4/13/2023,4/22/2023
4/8/2023,Marketing Inbound,(917) 865-1376,(614) 866-6160.,7952 East Broad Street,43068,OH,Sakana R85367,Converted,Pony Shao,Current Client,4/8/2023,Sakana-,4/22/2023,4/26/2023
12/27/2022,Marketing Inbound,(917) 680-7118,(229) 378-8828,325 8th Ave NE,39828,GA,No.1 China R85372,Converted,Junyi Li,Current Client,4/9/2023,9176807118 -Mr. Yu -正在買新店-,4/26/2023,4/19/2023
4/9/2023,Marketing Inbound,(203) 936-9041,(631) 673-8018,441 Walt Whitman Rd,11747,NY,Nice Day Chinese R85371,Converted,Ailin Li,Current Client,4/9/2023,Nice Day Chinese-,4/19/2023,4/29/2023
3/31/2023,AE Sourced,(405) 585-1982,405-273-3131,725 E. Independence,74804,OK,Maple Garden R85368,Converted,Jessica Wang,Current Client,4/10/2023,Maple Garden-Ms.赵-来取,4/29/2023,4/20/2023
4/6/2023,Marketing Inbound,(646) 726-7231,508-945-7788,1587 Main Street,2669,MA,Asian Paradise R85369,Converted,Jessica Wang,Current Client,4/10/2023,Asian Paradise-Ms.饶,4/20/2023,4/28/2023
10/31/2022,AE Sourced,(646) 662-1970,(757) 487-5888,4816 George Washington Hwy,23702,VA,China Moon R85391,Converted,Ailin Li,Current Client,4/10/2023,China Moon - 6466621970-Mr. 陈-送餐-,4/28/2023,5/1/2023
10/31/2022,AE Sourced,(646) 750-8641,(718) 827-7996,2538 PITKIN AVE,11208,NY,Foo Shun R85377,Converted,Ailin Li,Current Client,4/11/2023,Foo Shun-,5/1/2023,4/28/2023
10/31/2022,Telemarketer,(330) 641-3378,(330) 769-9888,247 CENTER ST,44273,OH,NUMBER ONE KITCHEN R85383,Converted,Pony Shao,Current Client,4/12/2023,NUMBER ONE KITCHEN-,4/28/2023,4/23/2023
4/11/2023,Marketing Inbound,(706) 473-7216,706-453-0012,6181 Lake Oconee Parkway,30642,GA,China Garden R85378,Converted,Jessica Wang,Current Client,4/12/2023,China Garden-Mr.张-来取,4/23/2023,4/22/2023
3/21/2023,CSM Referral,(315) 368-7267,(315) 724-8000,2001 Genesee St,13501,NY,China Wok R85387,Converted,Wonders Lead queue,Current Client,4/12/2023,China Wok-,4/22/2023,4/28/2023
4/12/2023,Marketing Inbound,(928) 863-6888,(480) 838-8988,1825 E Baseline Rd Ste 2,85283,AZ,Mandarin House R85392,Converted,Ailin Li,Current Client,4/12/2023,Mandarin House - 9288636888 -Mr. 林-送餐-,4/28/2023,4/23/2023
10/31/2022,Telemarketer,(917) 561-1061,(609) 387-4981,1105 SUNSET RD,8016,NJ,Lung Wah R85388,Converted,Ailin Li,Current Client,4/13/2023,Lung Wah -9175611064 -來取-,4/23/2023,5/22/2023
10/31/2022,Enterprise AE,(702) 898-8333,(702) 898-8333,5060 Boulder Way,12590,NY,CHINA A GOGO(5060)bon R85579,Converted,Leon Li,Current Client,4/14/2023,CHINA A GOGO(5060)bon-,5/22/2023,4/28/2023
10/31/2022,Telemarketer,(646) 384-2510,(908) 996-3808,1004 FRENCHTOWN RD,8848,NJ,BO BO KITCHEN II R85389,Converted,Pony Shao,Current Client,4/14/2023,BO BO KITCHEN II-,4/28/2023,12/4/2023
4/14/2023,Enterprise AE,(985) 746-5366,,6131 West Park Avenue,70364,LA,Fiery Crab Seafood Restaurant And Bar（6131） R85532,Converted,Leon Li,Current Client,4/14/2023,Fiery Crab Seafood Restaurant And Bar（6131）-,12/4/2023,5/1/2023
4/14/2023,Enterprise AE,(985) 662-0852,,2444 West Thomas Street,70401,LA,Fiery Crab Express（2444） R85506,Converted,Leon Li,Current Client,4/14/2023,Fiery Crab Express（2444）-,5/1/2023,4/29/2023
10/31/2022,Telemarketer,(929) 988-0689,(843) 399-5588,2126 Highway 9 E Ste C1,29568,SC,Hibachi Express R85513,Converted,Ailin Li,Current Client,4/15/2023,Hibachi Express - 9299880689 - 10pm 方便講話-,4/29/2023,5/3/2023
4/15/2023,Marketing Inbound,(639) 998-2862,(306) 343-1017,102-216 33rd Street West Saskatoon，SK S7L 0V1,,SK,Best Taste R85502,Converted,Pony Shao,Current Client,4/16/2023,Best Taste-,5/3/2023,4/27/2023
10/31/2022,Telemarketer,(843) 276-4866,(843) 899-6685,1724 State Rd Unit 6A,29486,SC,Tokyo Express R85501,Converted,Ailin Li,Current Client,4/18/2023,"Tokyo Express -8432764866, 8438133189-",4/27/2023,5/30/2023
4/18/2023,AE Sourced,(917) 239-6257,(606) 494-2207,2135 Argillite Road,41139,KY,GRATE TASTE R85602,Converted,Wonders Lead queue,Current Client,4/19/2023,GRATE TASTE-,5/30/2023,4/29/2023
10/31/2022,Telemarketer,(646) 256-9819,(859) 873-1588,97 CROSSFIELD DR,40383,KY,YANG GARDEN R85511,Converted,Yaning Wang,Current Client,4/19/2023,YANG GARDEN-,4/29/2023,5/1/2023
10/31/2022,Marketing Inbound,(904) 704-1178,(904) 766-6969,12123 Lem Turner Road,32218,FL,CHINA WOK R85509,Converted,Pony Shao,Current Client,4/19/2023,CHINA WOK-,5/1/2023,4/30/2023
3/22/2023,Enterprise AE,(702) 889-0939,(702) 889-0939,6820 Spring Mountain Road,89146,NV,Chef Kennys Vegan Cafe(6820) R85507,Converted,Leon Li,Current Client,4/20/2023,Chef Kennys Vegan Cafe(6820)-,4/30/2023,5/12/2023
4/14/2023,Marketing Inbound,(706) 572-2187,(678) 289-0116,127 Fairview Road,30294,GA,China lily R85552,Converted,Pony Shao,Current Client,4/20/2023,China lily-,5/12/2023,5/18/2023
4/18/2023,Marketing Inbound,(347) 701-2733,(718) 297-3597,114-60 Merrick Boulevard,11434,NY,CHEUNG HING R85515,Converted,Pony Shao,Current Client,4/18/2023,CHEUNG,5/18/2023,5/8/2023
4/19/2023,Marketing Inbound,(917) 250-3999,,47 Vaughan Lane,35125,AL,Jade East Garden R85536,Converted,Pony Shao,Current Client,4/21/2023,Jade East Garden-,5/8/2023,5/6/2023
10/31/2022,CSM Referral,(419) 709-6603,(419) 884-3354,201 E Main St,44904,OH,Happy House R85516,Converted,Ailin Li,Current Client,4/21/2023,Happy House-,5/6/2023,5/2/2023
