Created Date,Lead Source,Company / Account,Business Phone,Mobile - Primary,Street,Zip/Postal Code,State/Province (text only),Lead Status,Lead Owner,Unqualified Reason,Converted Date,Opportunity Name,Oppt Close Date
1/29/2023,Marketing Inbound,Dou Hueng R85225,215-228-2708,(267) 616-7552,2828 W Lehigh Ave,19132,PA,Converted,Jessica Wang,Current Client,2/23/2023,Dou Hueng-Mr.郑,3/4/2023
2/23/2023,Marketing Inbound,Rainbow King R85228,910-329-8810,(314) 825-8899,201 F Alston Blvd,28443,NC,Converted,Jessica Wang,Current Client,2/23/2023,Rainbow King-Mr.欧阳,3/3/2023
2/21/2023,CSM Referral,Asian Taste R85233,910-457-0988,(910) 209-1638,1671 North Howe Street,28461,NC,Converted,Jessica Wang,Current Client,2/24/2023,Asian Taste-Eva 来取,3/6/2023
10/31/2022,Marketing Inbound,Wokky's R85736,(802) 453-4888,(802) 377-9408,17 Main St #1317,5443,VT,Converted,Jiaxin Chen,Current Client,2/26/2023,Wokky's-,3/28/2023
10/31/2022,Marketing Inbound,China Wok R85708,(207) 991-3838,(718) 612-3702,571 Broadway,4401,ME,Converted,Jiaxin Chen,Current Client,2/26/2023,China Wok-,3/28/2023
2/26/2023,AE Sourced,Lucky China R85235,662-393-5988,(347) 565-1295,975 State Line Rd,38671,MS,Converted,Jessica Wang,Current Client,2/27/2023,Lucky China-Ms.杨 来取,3/8/2023
2/23/2023,AE Sourced,Yeung House & poke R85251,(954) 561-1888,(954) 854-0287,1747 N Federal Hwy,33305,FL,Converted,Wonders Lead queue,Current Client,3/1/2023,Yeung House & poke-来取,3/15/2023
10/31/2022,Marketing Inbound,china house R85253,,(646) 824-1066,1 Ocean Avenue,6320,CT,Converted,Leon Li,Current Client,3/1/2023,china house,5/1/2023
2/18/2023,Marketing Inbound,Hong Kong Express N.R.H R85259,(817) 605-8860,(817) 247-0581,9147 Grapevine Hwy. Suite #400,76180,TX,Converted,Ailin Li,Current Client,3/2/2023,Roger 朱@8172470581-送餐-,3/15/2023
10/31/2022,Marketing Inbound,New China R85255,(252) 977-9533,(252) 452-9773,430 W Thomas St,27804,NC,Converted,Ailin Li,Current Client,3/3/2023,2524529773 -Ms. Kristy- 來取-,3/12/2023
10/31/2022,Telemarketer,CHINA KING R85256,(718) 828-0588,(347) 536-5296,1254 CASTLE HILL AVE,10462,NY,Converted,Jessica Wang,Current Client,3/3/2023,CHINA KING-Ms.陈,3/17/2023
3/3/2023,AE Sourced,Naruto R85257,864-427-7889,(646) 318-6550,708 B South Duncan Bypass,29379,SC,Converted,Jessica Wang,Current Client,3/3/2023,Naruto-Ms.余 来取,3/14/2023
10/31/2022,Telemarketer,China Dragon R85258,(256) 721-1188,(646) 250-3980,"7190 Wall Triana Hwy A,",35757,AL,Converted,Ailin Li,Current Client,3/4/2023,China Dragon-,3/14/2023
3/6/2023,AE Sourced,Great Wall R83276,(252) 354-3383,(252) 470-1339,8201 Emerald Dr. Ste#6,28594,NC,Converted,Ailin Li,Current Client,3/6/2023,Great Wall R83276-,3/14/2023
10/31/2022,Telemarketer,DRAGON CITY R85262,(757) 686-6988,(646) 233-8227,3208 ACADEMY AVE,23703,VA,Converted,Pony Shao,Current Client,3/6/2023,DRAGON CITY CHINESE RESTAURANT-,3/18/2023
10/31/2022,Telemarketer,CHINA 1 R85376,(864) 427-8880,(646) 546-8655,320 N DUNCAN BYPASS #I,29379,SC,Converted,Yaning Wang,Current Client,3/6/2023,CHINA 1-,4/20/2023
3/6/2023,Marketing Inbound,Asian Grill R85263,843-747-5877,(843) 557-4860,1292 Yeamans Hall Road,29410,SC,Converted,Jessica Wang,Current Client,3/7/2023,Asian Grill-Mr.王 来取,3/16/2023
3/6/2023,Marketing Inbound,China Wok R85266,540-362-2266,(540) 676-7918,4821 Williamson RD,24012,VA,Converted,Jessica Wang,Current Client,3/7/2023,China Wok-Mr.萧-来取,3/16/2023
10/31/2022,Marketing Inbound,China Garden R81118 Returned Customer R85267,,(909) 244-4517,2021 South Ridgewood Avenue,32119,FL,Converted,Eric Zhu,Current Client,3/7/2023,China Garden R81118 Returned Customer-,9/26/2023
3/2/2023,Marketing Inbound,Hong kong Kitchen R85268,716-824-8888,(858) 207-8757,2272 Seneca Street,14210,NY,Converted,Jessica Wang,Current Client,3/7/2023,Hong kong-Suki王-送餐,3/17/2023
3/8/2023,Enterprise AE,China a gogo(4780W) R85275,,(702) 209-5757,4780 West Ann Road,89031,NV,Converted,Leon Li,Current Client,3/8/2023,China a gogo(4780W)-,3/27/2023
3/2/2023,CSM Referral,China Express R85276,302-537-9956,(443) 945-1149,33260 Coastal Hwy Unit 8,19930,DE,Converted,Jessica Wang,Current Client,3/9/2023,China Express-Ales-来取,3/19/2023
10/31/2022,Marketing Inbound,Golden Wok R85277,507-322-6988,(507) 316-3938,1217 Marion Rd SE Suite 100,55904,MN,Converted,Jessica Wang,Current Client,3/9/2023,Golden Wok-Mr.柳-来取,3/19/2023
10/31/2022,Marketing Inbound,East China R85278,717-866-9900,(717) 813-6631,1 E Lincoln Ave,17067,PA,Converted,Jessica Wang,Current Client,3/9/2023,East China-Mr.江 Kenny,3/25/2023
3/6/2023,AE Sourced,Jade Garden R85281,(603) 622-8868,(646) 691-8720,"1271 Hooksett Road,",3106,NH,Converted,Ailin Li,Current Client,3/10/2023,Jade Garden - 6466918720 -來取-,3/22/2023
2/15/2023,CSM Referral,Sui Min R85311,(973) 279-5560,(732) 522-8977,"445 21 Ave,",7513,NJ,Converted,Ailin Li,Current Client,3/11/2023,7325228977 -Ms. 莊-週一休息,3/30/2023
3/10/2023,Marketing Inbound,chopstick express R85282,(773) 763-3000,(312) 863-9780,7230 North Harlem Avenue,60631,IL,Converted,Yaning Wang,Current Client,3/11/2023,chopstick express-,3/30/2023
3/11/2023,AE Sourced,New China R85283,7575784778/7575784779,(646) 249-0509,4337 Indian River Road,23325,VA,Converted,Pony Shao,Current Client,3/11/2023,New China-,3/22/2023
3/12/2023,AE Sourced,China Wok R85285,215-538-8288,(646) 705-5109,333 W. Broad Street,18951,PA,Converted,Jessica Wang,Current Client,3/12/2023,China Wok-Ms.Mei-来取,3/22/2023
10/31/2022,Marketing Inbound,Wing Wah R85286,(301) 989-0100,(301) 905-2123,41 Randolph Rd,20904,MD,Converted,Yaning Wang,Current Client,3/12/2023,Wing Wah - 3019052123-Ms. 黄-送餐-,3/22/2023
10/31/2022,Marketing Inbound,Great Dragon Buffet R85289,(320) 202-1888,(917) 242-6893,208 6th Ave S,56301,MN,Converted,Ailin Li,Current Client,3/14/2023,Great Dragon Buffet-,3/29/2023
1/28/2023,Marketing Inbound,Er Hot Pot R85297,(646) 669-7777,(347) 612-2588,11 W 36th St,10018,NJ,Converted,Ailin Li,Current Client,3/14/2023,3476122588 - 火鍋店+冒菜-,3/16/2023
3/6/2023,Marketing Inbound,Good Taste R85292,803-736-0077,(917) 405-8899,7311 Parklane Rd,29223,SC,Converted,Jessica Wang,Current Client,3/15/2023,Good Taste-David 陈-来取,3/30/2023
11/22/2022,Telemarketer,China Chef R85293,336-650-9223,(347) 783-4305,3193 Peters Creek Pkwy,27127,NC,Converted,Jessica Wang,Current Client,3/16/2023,China Chef-Mr.王-来取,3/24/2023
10/31/2022,Marketing Inbound,Peking Chinese Food R85296,312-951-7207,(312) 823-2122,129 West North Ave,60610,IL,Converted,Jessica Wang,Current Client,3/16/2023,Peking Chinese Food,3/24/2023
10/31/2022,Marketing Inbound,China Buffet R85298,269-639-8883,(313) 909-3943,1220 Phoenix Rd,49090,MI,Converted,Jessica Wang,Current Client,3/16/2023,China Buffet-Ms.陈-来取,4/5/2023
3/17/2023,Enterprise AE,firey crab（6900） R85299,(225) 300-4455,#ERROR!,6900 Siegen Lane,70809,LA,Converted,Leon Li,Current Client,3/17/2023,firey crab（6900）-,3/27/2023
10/31/2022,Telemarketer,BEST WOK R85303,(440) 888-1110,(917) 703-8938,7671 W RIDGEWOOD DR,44129,OH,Converted,Jessica Wang,Current Client,3/17/2023,BEST WOK-Grace-来取,3/25/2023
3/14/2023,Marketing Inbound,Hunan Wok R85305,732-356-4040,(917) 463-7880,244 A Lincoln Blvd,8846,NJ,Converted,Jessica Wang,Current Client,3/18/2023,Hunan Wok-Mr.蒋,3/26/2023
2/13/2023,Marketing Inbound,Ming Hing R85308,330-682-8808,(917) 982-5590,100 E Market Street,44667,OH,Converted,Jessica Wang,Current Client,3/19/2023,Ming Hing-Ms.王-来取,4/1/2023
3/21/2023,Enterprise AE,Fiery Crab（2572） R85312,(225) 456-2722,(815) 245-7473,2572 Citiplace Court,70808,LA,Converted,Leon Li,Current Client,3/21/2023,Fiery Crab（2572）-,3/30/2023
10/31/2022,Marketing Inbound,Seafood Village R85313,845-391-8300,(845) 287-6526,47 N Plank Rd,12550,NY,Converted,Jessica Wang,Current Client,3/22/2023,Seafood Village-Ms.林-来取,4/7/2023
10/31/2022,Telemarketer,Asian Harbor R85318,(815) 836-3555,(917) 353-3344,16537 W 159th St,60441,IL,Converted,Yaning Wang,Current Client,3/22/2023,Asian Harbor-,4/6/2023
10/31/2022,Enterprise AE,CHOPSTIX R85321,(702) 898-8098,(702) 287-8776,560 Marks Street,89014,NV,Converted,Leon Li,Current Client,3/23/2023,CHOPSTIX（560）,3/31/2023
3/22/2023,Telemarketer,Yuki Kitchen R85329,(203) 557-8050,(203) 598-8836,903 Post Rd E,6880,CT,Converted,Wonders Lead queue,Current Client,3/24/2023,Yuki Kitchen,4/12/2023
3/25/2023,Marketing Inbound,China Restaurant R85331,(540) 832-0691,(917) 345-7849,408 W Gordon Ave # F,22942,VA,Converted,Ailin Li,Current Client,3/25/2023,9173457849 -Mr. 郭-來取-,4/7/2023
3/25/2023,AE Sourced,Peking Buffet R85328,(608) 356-9909,(331) 222-2614,1204 8th St,53913,WI,Converted,Ailin Li,Current Client,3/25/2023,Peking Buffet-,4/14/2023
10/31/2022,Marketing Inbound,DRAGON KING CHINESE RESTAURANT R85322,(719) 382-3023,(719) 799-0630,6867 MESA RIDGE PKWY,80817,CO,Converted,Jessica Wang,Current Client,3/26/2023,DRAGON KING CHINESE RESTAURANT-,4/7/2023
3/21/2023,Marketing Inbound,Sakura Japanese Restaurant R85508,(205) 295-2606,(646) 283-0519,300 Highway 78 West,35501,AL,Converted,Yaning Wang,Current Client,3/27/2023,Sakura Japanese Restaurant-,5/10/2023
11/22/2022,Marketing Inbound,Gourmet House Asian Cuisine R85325,(978) 374-9808,(917) 601-8877,115 South Main Street,1835,MA,Converted,Yaning Wang,Current Client,3/27/2023,Gourmet House Asian Cuisine-,4/5/2023
2/11/2023,Marketing Inbound,Ming's Town R85326,732-785-9888,(732) 496-8024,34 Lanes Mill Rd,8724,NJ,Converted,Jessica Wang,Current Client,3/27/2023,Ming's Town-Ms.Tina,4/5/2023
3/27/2023,AE Sourced,Chinese Kitchen R85327,860-278-6460,(347) 567-8375,162-168 Washington ST,6106,CT,Converted,Jessica Wang,Current Client,3/27/2023,Chinese Kitchen-Mr.江,4/5/2023
11/22/2022,Marketing Inbound,Fortune R85332,(585) 256-2880,(917) 853-5606,1681 Mt Hope Ave,14620,NY,Converted,Ailin Li,Current Client,3/28/2023,"Fortune -3478185800 , 9178535606 -Ms. 王-來取-",4/6/2023
3/28/2023,CSM Referral,Ming Kitchen R85333,615-431-0062,(917) 535-3992,235 E Main ST #340,37075,TN,Converted,Jessica Wang,Current Client,3/28/2023,Ming Kitchen-Mr.张-来取,4/6/2023
3/29/2023,Marketing Inbound,AKI R85352,,(732) 471-8811,436 New Jersey 36,7758,NJ,Converted,Pony Shao,Current Client,3/29/2023,AKI-,5/11/2023
10/31/2022,CSM Referral,MR. RICE R85379,(718) 816-0080,(718) 2006930,5 WALKER ST,10302,NY,Converted,Yaning Wang,Current Client,3/30/2023,MR. RICE-,4/28/2023
10/31/2022,Enterprise AE,CHINA A GO GO（5960） R85335,(702) 633-6666,(646) 515-1012,Losee Road,89081,NV,Converted,Leon Li,Current Client,3/30/2023,CHINA A GO GO（5960）-,5/19/2023
10/31/2022,Marketing Inbound,JADE GARDEN NO1 R85336,(860) 646-3450,(860) 202-5259,534 MIDDLE TPKE E # C,6040,CT,Converted,Ruby Zou,Current Client,3/31/2023,JADE GARDEN NO1-,4/11/2023
3/29/2023,Marketing Inbound,Roma Pizza R85353,(540) 898-0234,(202) 423-7243,116 Olde Greenwich Drive,22408,VA,Converted,Pony Shao,Current Client,3/31/2023,Roma Pizza-,5/8/2023
10/31/2022,Telemarketer,Village Kitchen R85355,(252) 738-9998,(646) 467-3609,919 S BECKFORD DR,27536,NC,Converted,Ailin Li,Current Client,4/1/2023,Village Kitchen,4/15/2023
10/31/2022,Marketing Inbound,Saigon Grill R85338,,(719) 290-4520,337 North Circle Drive,80909,CO,Converted,Pony Shao,Current Client,4/2/2023,7192904520-Mr.廖-送餐-,4/15/2023
4/2/2023,Marketing Inbound,Pearl of East R85339,(215) 468-4800,(718) 552-0818,2049 Oregon Ave,19145,PA,Converted,Ailin Li,Current Client,4/3/2023,7185520818 -Ms. 鄭-週日休息.-,4/13/2023
3/30/2023,Marketing Inbound,Mitaka ramen R85337,(941) 896-3552,(917) 605-8111,6749 Manatee Avenue West,34209,FL,Converted,Pony Shao,Current Client,4/3/2023,Mitaka ramen-,4/15/2023
10/31/2022,Enterprise AE,CHOPSTIX 2 R85533,(702) 998-8822,(702) 815-9935,430 E SILVERADO RANCH BLVD #115,89183,NV,Converted,Leon Li,Current Client,4/3/2023,CHOPSTIX 2-,5/3/2023
4/3/2023,Enterprise AE,china a gogo R85557,,(702) 432-0234,5841 East Charleston Boulevard,89142,NV,Converted,Leon Li,Current Client,4/3/2023,china a gogo-,5/3/2023
10/31/2022,Enterprise AE,china a gogo R85557,(702) 432-0234,(702) 858-1319,5841 E CHARLESTON BLVD,89142,NV,Converted,Leon Li,Current Client,5/1/2023,CHINA A GOGO（5841）-,5/11/2023
10/31/2022,AE Sourced,Golden Star R85357,(718) 498-7534,(917) 353-6612,638 Blake Ave.,11207,NY,Converted,Ailin Li,Current Client,4/4/2023,Golden Star-,4/13/2023
4/3/2023,Marketing Inbound,China Moon R85356,610-927-2338,(917) 607-6882,4888 Penn Ave,19608,PA,Converted,Jessica Wang,Current Client,4/4/2023,China Moon-Mr.杨-来取,4/20/2023
3/31/2023,AE Sourced,Thai Pavilion R85361,(360) 943-9093,(360) 867-3658,303 4th Ave E,98501,WA,Converted,Ailin Li,Current Client,4/4/2023,Thai Pavilion - 3608673658 -Ms. 譚 -來取-,4/21/2023
3/22/2023,Enterprise AE,Lucky House Cafe R85358,(702) 331-3698,(702) 302-8228,5960 West Spring Mountain Road,89146,NV,Converted,Leon Li,Current Client,4/4/2023,Lucky House Cafe-,4/19/2023
10/31/2022,Marketing Inbound,NEW HONG AM KITCHEN R85359,(201) 867-4399,(917) 828-7115,4000 NEW YORK AVE,7087,NJ,Converted,Ruby Zou,Current Client,4/4/2023,NEW HONG AM KITCHEN-,4/17/2023
10/31/2022,Telemarketer,JOY LUCK R85365,(321) 454-3338,(646) 250-1343,125 E MERRITT ISLAND CSWY #117,32952,FL,Converted,Pony Shao,Current Client,4/5/2023,JOY LUCK-,4/16/2023
3/29/2023,Marketing Inbound,Exotic Sweets R85366,,(917) 915-2233,7064 Siegen Lane,70809,LA,Converted,Pony Shao,Current Client,4/5/2023,Exotic Sweets-,4/20/2023
10/31/2022,Marketing Inbound,CHINA TOKYO EXPRESS R85362,(239) 540-0088,(646) 410-7982,4827 MILTON ST,33904,FL,Converted,Jessica Wang,Current Client,4/5/2023,CHINA TOKYO EXPRESS-Lisa 唐,5/1/2023
4/4/2023,Marketing Inbound,New China King R85363,843-839-9699,(646) 286-8100,3894 S Kings Hwy,29577,SC,Converted,Jessica Wang,Current Client,4/5/2023,China King-Jennifer 王,4/13/2023
4/8/2023,Marketing Inbound,Sakana R85367,(614) 866-6160.,(917) 865-1376,7952 East Broad Street,43068,OH,Converted,Pony Shao,Current Client,4/8/2023,Sakana-,4/22/2023
12/27/2022,Marketing Inbound,No.1 China R85372,(229) 378-8828,(917) 680-7118,325 8th Ave NE,39828,GA,Converted,Junyi Li,Current Client,4/9/2023,9176807118 -Mr. Yu -正在買新店-,4/26/2023
4/9/2023,Marketing Inbound,Nice Day Chinese R85371,(631) 673-8018,(203) 936-9041,441 Walt Whitman Rd,11747,NY,Converted,Ailin Li,Current Client,4/9/2023,Nice Day Chinese-,4/19/2023
3/31/2023,AE Sourced,Maple Garden R85368,405-273-3131,(405) 585-1982,725 E. Independence,74804,OK,Converted,Jessica Wang,Current Client,4/10/2023,Maple Garden-Ms.赵-来取,4/29/2023
4/6/2023,Marketing Inbound,Asian Paradise R85369,508-945-7788,(646) 726-7231,1587 Main Street,2669,MA,Converted,Jessica Wang,Current Client,4/10/2023,Asian Paradise-Ms.饶,4/20/2023
10/31/2022,AE Sourced,China Moon R85391,(757) 487-5888,(646) 662-1970,4816 George Washington Hwy,23702,VA,Converted,Ailin Li,Current Client,4/10/2023,China Moon - 6466621970-Mr. 陈-送餐-,4/28/2023
10/31/2022,AE Sourced,Foo Shun R85377,(718) 827-7996,(646) 750-8641,2538 PITKIN AVE,11208,NY,Converted,Ailin Li,Current Client,4/11/2023,Foo Shun-,5/1/2023
10/31/2022,Telemarketer,NUMBER ONE KITCHEN R85383,(330) 769-9888,(330) 641-3378,247 CENTER ST,44273,OH,Converted,Pony Shao,Current Client,4/12/2023,NUMBER ONE KITCHEN-,4/28/2023
4/11/2023,Marketing Inbound,China Garden R85378,706-453-0012,(706) 473-7216,6181 Lake Oconee Parkway,30642,GA,Converted,Jessica Wang,Current Client,4/12/2023,China Garden-Mr.张-来取,4/23/2023
3/21/2023,CSM Referral,China Wok R85387,(315) 724-8000,(315) 368-7267,2001 Genesee St,13501,NY,Converted,Wonders Lead queue,Current Client,4/12/2023,China Wok-,4/22/2023
4/12/2023,Marketing Inbound,Mandarin House R85392,(480) 838-8988,(928) 863-6888,1825 E Baseline Rd Ste 2,85283,AZ,Converted,Ailin Li,Current Client,4/12/2023,Mandarin House - 9288636888 -Mr. 林-送餐-,4/28/2023
10/31/2022,Telemarketer,Lung Wah R85388,(609) 387-4981,(917) 561-1061,1105 SUNSET RD,8016,NJ,Converted,Ailin Li,Current Client,4/13/2023,Lung Wah -9175611064 -來取-,4/23/2023
10/31/2022,Enterprise AE,CHINA A GOGO(5060)bon R85579,(702) 898-8333,(702) 898-8333,5060 Boulder Way,12590,NY,Converted,Leon Li,Current Client,4/14/2023,CHINA A GOGO(5060)bon-,5/22/2023
10/31/2022,Telemarketer,BO BO KITCHEN II R85389,(908) 996-3808,(646) 384-2510,1004 FRENCHTOWN RD,8848,NJ,Converted,Pony Shao,Current Client,4/14/2023,BO BO KITCHEN II-,4/28/2023
4/14/2023,Enterprise AE,Fiery Crab Seafood Restaurant And Bar（6131） R85532,,(985) 746-5366,6131 West Park Avenue,70364,LA,Converted,Leon Li,Current Client,4/14/2023,Fiery Crab Seafood Restaurant And Bar（6131）-,12/4/2023
4/14/2023,Enterprise AE,Fiery Crab Express（2444） R85506,,(985) 662-0852,2444 West Thomas Street,70401,LA,Converted,Leon Li,Current Client,4/14/2023,Fiery Crab Express（2444）-,5/1/2023
10/31/2022,Telemarketer,Hibachi Express R85513,(843) 399-5588,(929) 988-0689,2126 Highway 9 E Ste C1,29568,SC,Converted,Ailin Li,Current Client,4/15/2023,Hibachi Express - 9299880689 - 10pm 方便講話-,4/29/2023
4/15/2023,Marketing Inbound,Best Taste R85502,(306) 343-1017,(639) 998-2862,102-216 33rd Street West Saskatoon，SK S7L 0V1,,SK,Converted,Pony Shao,Current Client,4/16/2023,Best Taste-,5/3/2023
10/31/2022,Telemarketer,Tokyo Express R85501,(843) 899-6685,(843) 276-4866,1724 State Rd Unit 6A,29486,SC,Converted,Ailin Li,Current Client,4/18/2023,"Tokyo Express -8432764866, 8438133189-",4/27/2023
4/18/2023,AE Sourced,GRATE TASTE R85602,(606) 494-2207,(917) 239-6257,2135 Argillite Road,41139,KY,Converted,Wonders Lead queue,Current Client,4/19/2023,GRATE TASTE-,5/30/2023
10/31/2022,Telemarketer,YANG GARDEN R85511,(859) 873-1588,(646) 256-9819,97 CROSSFIELD DR,40383,KY,Converted,Yaning Wang,Current Client,4/19/2023,YANG GARDEN-,4/29/2023
10/31/2022,Marketing Inbound,CHINA WOK R85509,(904) 766-6969,(904) 704-1178,12123 Lem Turner Road,32218,FL,Converted,Pony Shao,Current Client,4/19/2023,CHINA WOK-,5/1/2023
3/22/2023,Enterprise AE,Chef Kennys Vegan Cafe(6820) R85507,(702) 889-0939,(702) 889-0939,6820 Spring Mountain Road,89146,NV,Converted,Leon Li,Current Client,4/20/2023,Chef Kennys Vegan Cafe(6820)-,4/30/2023
4/14/2023,Marketing Inbound,China lily R85552,(678) 289-0116,(706) 572-2187,127 Fairview Road,30294,GA,Converted,Pony Shao,Current Client,4/20/2023,China lily-,5/12/2023
4/18/2023,Marketing Inbound,CHEUNG HING R85515,(718) 297-3597,(347) 701-2733,114-60 Merrick Boulevard,11434,NY,Converted,Pony Shao,Current Client,4/18/2023,CHEUNG,5/18/2023
4/19/2023,Marketing Inbound,Jade East Garden R85536,,(917) 250-3999,47 Vaughan Lane,35125,AL,Converted,Pony Shao,Current Client,4/21/2023,Jade East Garden-,5/8/2023
10/31/2022,CSM Referral,Happy House R85516,(419) 884-3354,(419) 709-6603,201 E Main St,44904,OH,Converted,Ailin Li,Current Client,4/21/2023,Happy House-,5/6/2023
3/25/2023,Marketing Inbound,China Express R85522,(601) 345-8484,(917) 602-1900,123 W Northside Dr,39206,MS,Converted,Ailin Li,Current Client,4/22/2023,9176021900 -Ms. 趙-5月接店-,5/2/2023
4/22/2023,Marketing Inbound,China Moon R85518,,(646) 696-6229,10735 Ravenna Road,44087,OH,Converted,Wonders Lead queue,Current Client,4/22/2023,China Moon,4/29/2023
10/31/2022,AE Sourced,Rollin Gardens R85521,(856) 346-3396,(856) 383-6294,1468 Blackwood Clementon Rd 600,8021,NJ,Converted,Ailin Li,Current Client,4/23/2023,8563836294 -Ms. 陳-送餐-,5/3/2023
10/31/2022,AE Sourced,Tops China R85523,(703) 799-0705,(917) 353-2526,8727 Cooper Rd #B,22309,VA,Converted,Ailin Li,Current Client,4/23/2023,Tops China - 9173532526 -Ms. 李-週一休息-,4/30/2023
10/31/2022,AE Sourced,Bellmead Chopsticks R85558,(254) 799-8880,(254) 315-5022,903 N Interstate 35 Frontage Rd #113,76705,TX,Converted,Ailin Li,Current Client,4/24/2023,Chopsticks - 2543155022 - 來取-,5/10/2023
10/31/2022,AE Sourced,China King R85525,(252) 443-5230,(646) 239-6527,1459 Hunter Hill Road,27804,NC,Converted,Pony Shao,Current Client,4/24/2023,China King-,5/5/2023
10/31/2022,AE Sourced,Tang Dynasty R85526,(732) 286-1505,(201) 212-5005,1226 NJ-166,8753,NJ,Converted,Ailin Li,Current Client,4/24/2023,Tang Dynasty - 2012125005-,5/12/2023
10/31/2022,AE Sourced,China 1 R85527,,(678) 200-8033,3530 Camp Creek Parkway,30344,GA,Converted,Pony Shao,Current Client,4/25/2023,China 1-,5/10/2023
10/31/2022,Telemarketer,Kirin China R85529,(352) 403-5200,(917) 833-1525,9970 Cortez Blvd,34613,FL,Converted,Ailin Li,Current Client,4/25/2023,Kirin China-,5/4/2023
10/31/2022,Telemarketer,Chopstix R85531,(217) 359-2222,(217) 418-7008,202 E Green St #1,61820,IL,Converted,Zhigang Fan,Current Client,4/25/2023,Chopstix-,5/3/2023
10/31/2022,Marketing Inbound,Sunny Rainbow R85562,(207) 642-3881,(347) 278-0555,111 Ossipee Trl E,4084,ME,Converted,Ailin Li,Current Client,4/28/2023,Sunny Rainbow - 3472780555 -來取-,5/11/2023
3/28/2023,Marketing Inbound,China Garden R85553,(517) 372-3838,(646) 982-8828,1605 W Mt Hope Ave,48910,MI,Converted,Ailin Li,Current Client,4/28/2023,6469828828 -Ms. 陳 -送餐,5/30/2023
4/28/2023,Marketing Inbound,China Pearl R85538,(863) 204-8077,(646) 290-1870,9310 US-192 #7,34714,FL,Converted,Ailin Li,Current Client,4/28/2023,China Pearl-,5/3/2023
