ZIP_CODE,NUMBERS_OF_CLIENTS,NUMBER_OF_CHINESE_CLIENTS,NUMBER_OF_JAPANESE_CLIENTS,NUMBER_OF_CHINESE_JAPANESE_CLIENTS,NUMBER_OF_ADVANCED_CLIENTS,NUMBER_OF_UNKNOWN_CLIENTS,NUMBERS_OF_GMV_LEVEL_3,NUMBERS_OF_GMV_LEVEL_LOW,NUMBERS_OF_GMV_LEVEL_2,NUMBERS_OF_GMV_LEVEL_VIP,NUMBERS_OF_GMV_LEVEL_1,NUMBERS_OF_GMV_LEVEL_UNKNOWN
33556,1,1,0,0,0,0,1,0,0,0,0,0
34746,1,1,0,0,0,0,1,0,0,0,0,0
11784,1,1,0,0,0,0,0,1,0,0,0,0
31410,1,1,0,0,0,0,1,0,0,0,0,0
33431,1,1,0,0,0,0,1,0,0,0,0,0
15801,1,1,0,0,0,0,0,0,1,0,0,0
35967,1,0,0,0,0,1,0,0,0,0,1,0
02816,1,0,0,1,0,0,1,0,0,0,0,0
37355,1,0,1,0,0,0,0,1,0,0,0,0
11789,1,0,0,0,0,1,1,0,0,0,0,0
49203,1,1,0,0,0,0,0,1,0,0,0,0
06385,1,1,0,0,0,0,1,0,0,0,0,0
72227,1,0,0,0,1,0,0,1,0,0,0,0
81067,1,1,0,0,0,0,0,1,0,0,0,0
14623,1,1,0,0,0,0,0,0,0,0,0,1
29412,1,1,0,0,0,0,0,0,1,0,0,0
62521,1,1,0,0,0,0,1,0,0,0,0,0
33069,1,0,0,0,0,1,1,0,0,0,0,0
08755,1,1,0,0,0,0,0,0,1,0,0,0
68046,1,1,0,0,0,0,1,0,0,0,0,0
14532,1,1,0,0,0,0,1,0,0,0,0,0
19090,1,0,1,0,0,0,0,1,0,0,0,0
68124,1,0,0,1,0,0,0,0,0,0,0,1
18407,1,1,0,0,0,0,0,0,1,0,0,0
E2V 2H5,1,1,0,0,0,0,0,0,0,0,0,1
32836,1,1,0,0,0,0,1,0,0,0,0,0
46222,1,0,0,0,0,1,1,0,0,0,0,0
14519,1,1,0,0,0,0,1,0,0,0,0,0
89149,1,1,0,0,0,0,0,1,0,0,0,0
27263,1,1,0,0,0,0,0,0,0,0,1,0
10954,1,1,0,0,0,0,0,0,0,0,0,1
37043,1,0,0,0,1,0,1,0,0,0,0,0
33023,1,0,0,0,0,1,1,0,0,0,0,0
54421,1,1,0,0,0,0,1,0,0,0,0,0
63010,1,1,0,0,0,0,0,1,0,0,0,0
18240,1,1,0,0,0,0,0,0,1,0,0,0
18330,1,0,0,0,0,1,1,0,0,0,0,0
20906,1,0,1,0,0,0,1,0,0,0,0,0
29671,1,0,1,0,0,0,0,0,1,0,0,0
10464,1,1,0,0,0,0,0,1,0,0,0,0
L4W 3Z3,1,1,0,0,0,0,0,1,0,0,0,0
71301,1,0,0,0,1,0,0,0,1,0,0,0
89447,1,0,0,0,0,1,0,0,1,0,0,0
12485,1,1,0,0,0,0,1,0,0,0,0,0
29624,1,1,0,0,0,0,0,0,1,0,0,0
08831,1,0,1,0,0,0,1,0,0,0,0,0
07042,1,1,0,0,0,0,1,0,0,0,0,0
94533,1,1,0,0,0,0,0,1,0,0,0,0
53202,1,1,0,0,0,0,1,0,0,0,0,0
11782,1,1,0,0,0,0,1,0,0,0,0,0
21704,1,0,1,0,0,0,0,1,0,0,0,0
28215,1,0,1,0,0,0,1,0,0,0,0,0
30296,1,1,0,0,0,0,0,0,0,0,1,0
32444,1,1,0,0,0,0,0,0,1,0,0,0
74079,1,1,0,0,0,0,1,0,0,0,0,0
29045,1,1,0,0,0,0,0,0,1,0,0,0
33634,1,0,0,0,0,1,1,0,0,0,0,0
32817,1,1,0,0,0,0,1,0,0,0,0,0
19446,1,1,0,0,0,0,1,0,0,0,0,0
32967,1,0,0,0,0,1,0,0,1,0,0,0
10011,1,0,0,0,0,1,0,0,0,0,0,1
12078,1,1,0,0,0,0,0,0,0,0,1,0
33016,1,0,0,0,0,1,0,0,1,0,0,0
44663,1,1,0,0,0,0,0,1,0,0,0,0
19050,1,0,0,1,0,0,1,0,0,0,0,0
19033,1,0,0,0,0,1,0,0,1,0,0,0
27909,1,1,0,0,0,0,0,0,1,0,0,0
01603,1,1,0,0,0,0,0,1,0,0,0,0
98003,1,0,0,0,1,0,0,1,0,0,0,0
70501,1,0,0,0,1,0,0,0,0,0,1,0
28262,1,1,0,0,0,0,1,0,0,0,0,0
11577,1,0,0,0,0,1,1,0,0,0,0,0
01128,1,1,0,0,0,0,0,0,1,0,0,0
02861,1,1,0,0,0,0,0,0,1,0,0,0
07738,1,0,0,1,0,0,0,0,0,0,0,1
29842,1,0,0,0,1,0,1,0,0,0,0,0
33004,1,1,0,0,0,0,0,0,1,0,0,0
54115,1,1,0,0,0,0,1,0,0,0,0,0
80621,1,0,0,0,1,0,0,0,1,0,0,0
28078,1,1,0,0,0,0,1,0,0,0,0,0
22193,1,0,0,0,0,1,1,0,0,0,0,0
06606,1,1,0,0,0,0,0,0,1,0,0,0
30044,1,1,0,0,0,0,0,1,0,0,0,0
34787,1,0,0,1,0,0,0,0,0,0,0,1
01020,1,0,0,0,0,1,1,0,0,0,0,0
40299,1,0,0,1,0,0,1,0,0,0,0,0
19808,1,1,0,0,0,0,1,0,0,0,0,0
48235,1,1,0,0,0,0,0,0,0,0,1,0
33147,1,0,0,0,1,0,0,1,0,0,0,0
19145,1,1,0,0,0,0,0,0,1,0,0,0
21632,1,1,0,0,0,0,0,0,0,1,0,0
44827,1,1,0,0,0,0,1,0,0,0,0,0
74804,1,1,0,0,0,0,1,0,0,0,0,0
76002,1,0,0,0,1,0,0,1,0,0,0,0
11720,1,1,0,0,0,0,1,0,0,0,0,0
17202,1,0,0,0,1,0,0,1,0,0,0,0
13290,1,1,0,0,0,0,0,0,0,0,0,1
30038,1,0,0,0,1,0,0,0,0,0,0,1
91706,1,1,0,0,0,0,0,1,0,0,0,0
95203,1,1,0,0,0,0,0,0,1,0,0,0
31792,1,0,0,0,0,1,1,0,0,0,0,0
37138,1,0,0,0,0,1,1,0,0,0,0,0
33026,1,1,0,0,0,0,0,0,1,0,0,0
02038,1,0,0,0,1,0,1,0,0,0,0,0
45014,1,0,0,0,0,1,1,0,0,0,0,0
31525,1,1,0,0,0,0,0,1,0,0,0,0
53913,1,1,0,0,0,0,0,1,0,0,0,0
05401,1,1,0,0,0,0,1,0,0,0,0,0
70056,1,1,0,0,0,0,1,0,0,0,0,0
60020,1,1,0,0,0,0,1,0,0,0,0,0
60048,1,0,0,1,0,0,0,1,0,0,0,0
10962,1,1,0,0,0,0,0,0,1,0,0,0
10920,1,1,0,0,0,0,0,0,1,0,0,0
34997,1,1,0,0,0,0,0,0,0,0,1,0
32305,1,1,0,0,0,0,1,0,0,0,0,0
16417,1,1,0,0,0,0,0,1,0,0,0,0
01104,1,0,0,0,0,1,0,1,0,0,0,0
33434,1,1,0,0,0,0,0,0,0,0,0,1
46226,1,0,0,0,0,1,0,0,1,0,0,0
48021,1,1,0,0,0,0,1,0,0,0,0,0
08003,1,1,0,0,0,0,1,0,0,0,0,0
43609,1,0,0,0,0,1,1,0,0,0,0,0
98023,1,0,0,0,0,1,1,0,0,0,0,0
34145,1,1,0,0,0,0,0,0,1,0,0,0
28079,1,0,0,0,0,1,0,0,1,0,0,0
48066,1,1,0,0,0,0,1,0,0,0,0,0
07054,1,1,0,0,0,0,1,0,0,0,0,0
75035,1,1,0,0,0,0,1,0,0,0,0,0
48801,1,1,0,0,0,0,1,0,0,0,0,0
20688,1,1,0,0,0,0,1,0,0,0,0,0
21619,1,0,0,0,0,1,1,0,0,0,0,0
10004,1,1,0,0,0,0,0,1,0,0,0,0
36532,1,1,0,0,0,0,1,0,0,0,0,0
39401,1,0,0,0,0,1,1,0,0,0,0,0
50707,1,1,0,0,0,0,1,0,0,0,0,0
11370,1,1,0,0,0,0,1,0,0,0,0,0
14901,1,0,0,0,0,1,0,0,0,0,1,0
34211,1,1,0,0,0,0,0,0,0,0,1,0
44875,1,0,0,0,0,1,0,0,1,0,0,0
44212,1,0,0,0,0,1,0,0,1,0,0,0
32320,1,0,0,0,0,1,1,0,0,0,0,0
35209,1,0,0,0,0,1,1,0,0,0,0,0
48003,1,1,0,0,0,0,1,0,0,0,0,0
20877,1,0,0,0,1,0,0,0,1,0,0,0
33624,1,1,0,0,0,0,1,0,0,0,0,0
53538,1,1,0,0,0,0,0,0,1,0,0,0
70710,1,1,0,0,0,0,1,0,0,0,0,0
74033,1,1,0,0,0,0,1,0,0,0,0,0
11561,1,0,0,1,0,0,1,0,0,0,0,0
13820,1,1,0,0,0,0,1,0,0,0,0,0
44708,1,0,0,0,0,1,1,0,0,0,0,0
33183,1,1,0,0,0,0,1,0,0,0,0,0
08724,1,1,0,0,0,0,0,0,1,0,0,0
44062,1,1,0,0,0,0,0,0,1,0,0,0
60033,1,1,0,0,0,0,1,0,0,0,0,0
80129,1,1,0,0,0,0,0,1,0,0,0,0
34429,1,1,0,0,0,0,0,0,1,0,0,0
61462,1,1,0,0,0,0,1,0,0,0,0,0
63105,1,1,0,0,0,0,1,0,0,0,0,0
30260,1,1,0,0,0,0,1,0,0,0,0,0
23072,1,1,0,0,0,0,0,0,1,0,0,0
85210,1,1,0,0,0,0,1,0,0,0,0,0
10923,1,1,0,0,0,0,0,0,0,0,1,0
19525,1,1,0,0,0,0,1,0,0,0,0,0
77479,1,0,0,1,0,0,0,1,0,0,0,0
25701,1,0,0,1,0,0,1,0,0,0,0,0
33803,1,1,0,0,0,0,0,0,0,0,1,0
70043,1,0,0,0,1,0,1,0,0,0,0,0
80238,1,1,0,0,0,0,1,0,0,0,0,0
95383,1,1,0,0,0,0,1,0,0,0,0,0
95006,1,1,0,0,0,0,1,0,0,0,0,0
89433,1,1,0,0,0,0,0,1,0,0,0,0
34102,1,1,0,0,0,0,0,0,1,0,0,0
50613,1,0,0,0,0,1,0,1,0,0,0,0
18411,1,0,1,0,0,0,0,0,0,0,0,1
02806,1,1,0,0,0,0,0,1,0,0,0,0
23229,1,0,0,0,0,1,1,0,0,0,0,0
44122,1,0,0,0,0,1,1,0,0,0,0,0
80239,1,0,0,0,0,1,0,0,1,0,0,0
19131,1,0,0,0,0,1,0,0,0,0,1,0
23831,1,1,0,0,0,0,1,0,0,0,0,0
33432,1,1,0,0,0,0,1,0,0,0,0,0
44413,1,0,0,0,0,1,1,0,0,0,0,0
61065,1,1,0,0,0,0,0,0,1,0,0,0
43616,1,0,0,0,1,0,1,0,0,0,0,0
17403,1,1,0,0,0,0,0,0,1,0,0,0
03235,1,0,0,0,0,1,0,1,0,0,0,0
01420,1,0,0,0,0,1,1,0,0,0,0,0
19707,1,1,0,0,0,0,1,0,0,0,0,0
66205,1,0,0,0,0,1,0,0,1,0,0,0
43160,1,1,0,0,0,0,0,0,1,0,0,0
12764,1,1,0,0,0,0,0,0,1,0,0,0
30655,1,1,0,0,0,0,0,1,0,0,0,0
29728,1,1,0,0,0,0,0,0,0,0,1,0
60640,1,0,0,0,0,1,0,1,0,0,0,0
29169,1,0,0,0,1,0,0,0,1,0,0,0
01835,1,0,0,0,1,0,1,0,0,0,0,0
39208,1,1,0,0,0,0,1,0,0,0,0,0
02723,1,1,0,0,0,0,0,1,0,0,0,0
31407,1,1,0,0,0,0,0,0,1,0,0,0
33801,1,1,0,0,0,0,1,0,0,0,0,0
13502,1,1,0,0,0,0,1,0,0,0,0,0
20001,1,0,0,0,0,1,1,0,0,0,0,0
70471,1,0,0,0,0,1,1,0,0,0,0,0
39042,1,0,0,0,1,0,0,1,0,0,0,0
07901,1,1,0,0,0,0,1,0,0,0,0,0
13206,1,1,0,0,0,0,1,0,0,0,0,0
44460,1,1,0,0,0,0,0,1,0,0,0,0
27530,1,0,0,0,1,0,1,0,0,0,0,0
34202,1,1,0,0,0,0,1,0,0,0,0,0
18504,1,0,1,0,0,0,0,1,0,0,0,0
35023,1,1,0,0,0,0,0,1,0,0,0,0
11432,1,1,0,0,0,0,0,0,1,0,0,0
07828,1,1,0,0,0,0,0,0,1,0,0,0
20653,1,0,0,0,1,0,0,0,1,0,0,0
46221,1,1,0,0,0,0,1,0,0,0,0,0
97124,1,0,0,0,0,1,1,0,0,0,0,0
54024,1,1,0,0,0,0,0,0,1,0,0,0
33418,1,1,0,0,0,0,1,0,0,0,0,0
80227,1,0,0,0,1,0,1,0,0,0,0,0
29860,1,0,0,0,0,1,0,0,0,0,0,1
60134,1,1,0,0,0,0,1,0,0,0,0,0
39206,1,0,0,0,1,0,0,1,0,0,0,0
17314,1,1,0,0,0,0,0,0,0,0,0,1
NOH 2C2,1,1,0,0,0,0,1,0,0,0,0,0
44907,1,1,0,0,0,0,0,1,0,0,0,0
12205,1,1,0,0,0,0,1,0,0,0,0,0
35126,1,0,0,0,0,1,1,0,0,0,0,0
32819,1,0,0,0,1,0,1,0,0,0,0,0
70401,1,0,0,0,1,0,1,0,0,0,0,0
17111,1,0,0,0,1,0,0,1,0,0,0,0
02907,1,0,0,0,1,0,1,0,0,0,0,0
33966,1,1,0,0,0,0,0,0,1,0,0,0
02725,1,0,1,0,0,0,0,1,0,0,0,0
32046,1,1,0,0,0,0,1,0,0,0,0,0
18321,1,0,0,0,1,0,1,0,0,0,0,0
08880,1,1,0,0,0,0,0,0,0,0,1,0
01118,1,1,0,0,0,0,0,0,0,0,1,0
27524,1,1,0,0,0,0,1,0,0,0,0,0
19341,1,1,0,0,0,0,0,1,0,0,0,0
45002,1,1,0,0,0,0,0,0,0,0,0,1
46952,1,1,0,0,0,0,1,0,0,0,0,0
47374,1,0,0,0,0,1,0,0,1,0,0,0
25801,1,1,0,0,0,0,0,1,0,0,0,0
24540,1,1,0,0,0,0,0,1,0,0,0,0
50677,1,1,0,0,0,0,1,0,0,0,0,0
94945,1,1,0,0,0,0,0,1,0,0,0,0
60060,1,0,0,0,0,1,1,0,0,0,0,0
93210,1,1,0,0,0,0,1,0,0,0,0,0
40215,1,1,0,0,0,0,1,0,0,0,0,0
55076,1,0,1,0,0,0,0,1,0,0,0,0
27855,1,1,0,0,0,0,1,0,0,0,0,0
19067,1,1,0,0,0,0,0,0,1,0,0,0
30286,1,0,0,0,0,1,0,1,0,0,0,0
18055,1,1,0,0,0,0,0,0,1,0,0,0
30032,1,0,0,0,1,0,0,1,0,0,0,0
62249,1,1,0,0,0,0,1,0,0,0,0,0
10607,1,1,0,0,0,0,0,0,1,0,0,0
43560,1,1,0,0,0,0,0,1,0,0,0,0
13207,1,1,0,0,0,0,0,0,0,0,1,0
28334,1,0,1,0,0,0,1,0,0,0,0,0
14225,1,1,0,0,0,0,0,1,0,0,0,0
24401,1,0,0,0,0,1,0,0,1,0,0,0
02903,1,0,1,0,0,0,0,0,0,0,0,1
91324,1,1,0,0,0,0,1,0,0,0,0,0
63109,1,1,0,0,0,0,1,0,0,0,0,0
13421,1,0,0,1,0,0,0,0,0,0,0,1
28012,1,1,0,0,0,0,0,0,1,0,0,0
20706,1,0,0,0,1,0,0,0,0,0,1,0
01028,1,1,0,0,0,0,0,0,1,0,0,0
76148,1,1,0,0,0,0,0,0,1,0,0,0
10980,1,1,0,0,0,0,1,0,0,0,0,0
17067,1,1,0,0,0,0,0,0,0,0,1,0
19512,1,0,0,1,0,0,0,0,0,0,0,1
11224,1,1,0,0,0,0,0,1,0,0,0,0
55422,1,1,0,0,0,0,1,0,0,0,0,0
64117,1,1,0,0,0,0,1,0,0,0,0,0
01230,1,0,0,1,0,0,0,0,1,0,0,0
35906,1,0,0,1,0,0,0,0,1,0,0,0
33178,1,1,0,0,0,0,0,0,1,0,0,0
08043,1,1,0,0,0,0,0,0,1,0,0,0
10473,1,1,0,0,0,0,1,0,0,0,0,0
29644,1,1,0,0,0,0,0,0,0,0,1,0
37214,1,1,0,0,0,0,0,1,0,0,0,0
60084,1,1,0,0,0,0,1,0,0,0,0,0
52402,1,0,1,0,0,0,0,0,0,0,0,1
07628,1,0,0,0,0,1,1,0,0,0,0,0
08846,1,1,0,0,0,0,1,0,0,0,0,0
49202,1,1,0,0,0,0,1,0,0,0,0,0
98311,1,0,0,0,1,0,1,0,0,0,0,0
44117,1,0,0,0,0,1,0,0,1,0,0,0
37221,1,1,0,0,0,0,1,0,0,0,0,0
01950,1,0,0,0,1,0,1,0,0,0,0,0
44126,1,0,0,0,0,1,1,0,0,0,0,0
37932,1,0,0,1,0,0,1,0,0,0,0,0
29650,1,0,0,0,1,0,0,1,0,0,0,0
07013,1,0,0,1,0,0,1,0,0,0,0,0
48334,1,0,0,0,0,1,0,1,0,0,0,0
33778,1,1,0,0,0,0,1,0,0,0,0,0
64131,1,1,0,0,0,0,0,0,1,0,0,0
29924,1,1,0,0,0,0,1,0,0,0,0,0
29148,1,1,0,0,0,0,0,0,1,0,0,0
44087,1,1,0,0,0,0,1,0,0,0,0,0
78230,1,1,0,0,0,0,1,0,0,0,0,0
93455,1,0,0,0,1,0,0,1,0,0,0,0
01830,1,1,0,0,0,0,1,0,0,0,0,0
29853,1,0,0,1,0,0,1,0,0,0,0,0
18018,1,1,0,0,0,0,1,0,0,0,0,0
76634,1,1,0,0,0,0,1,0,0,0,0,0
11213,1,0,0,0,0,1,1,0,0,0,0,0
44011,1,0,0,0,0,1,0,1,0,0,0,0
34652,1,1,0,0,0,0,1,0,0,0,0,0
28659,1,1,0,0,0,0,0,0,0,0,1,0
01778,1,1,0,0,0,0,1,0,0,0,0,0
11704,1,0,0,0,0,1,1,0,0,0,0,0
48071,1,1,0,0,0,0,1,0,0,0,0,0
48127,1,0,0,0,1,0,1,0,0,0,0,0
66215,1,1,0,0,0,0,1,0,0,0,0,0
47130,1,1,0,0,0,0,0,0,1,0,0,0
29708,1,0,0,1,0,0,0,0,0,0,0,1
39301,1,0,0,0,1,0,0,0,1,0,0,0
87105,1,1,0,0,0,0,0,1,0,0,0,0
10603,1,1,0,0,0,0,0,0,1,0,0,0
46158,1,1,0,0,0,0,1,0,0,0,0,0
46016,1,1,0,0,0,0,0,1,0,0,0,0
76036,1,0,0,0,0,1,1,0,0,0,0,0
45231,1,1,0,0,0,0,1,0,0,0,0,0
31302,1,1,0,0,0,0,0,0,1,0,0,0
30094,1,1,0,0,0,0,0,0,1,0,0,0
07076,1,0,0,0,0,1,0,0,1,0,0,0
01904,1,1,0,0,0,0,1,0,0,0,0,0
90262,1,1,0,0,0,0,0,1,0,0,0,0
27597,1,0,0,0,0,1,1,0,0,0,0,0
12047,1,1,0,0,0,0,1,0,0,0,0,0
11436,1,1,0,0,0,0,1,0,0,0,0,0
48122,1,1,0,0,0,0,1,0,0,0,0,0
80207,1,0,0,0,1,0,1,0,0,0,0,0
63366,1,1,0,0,0,0,0,0,1,0,0,0
01844,1,0,0,0,1,0,0,0,0,0,1,0
10443,1,0,0,0,1,0,1,0,0,0,0,0
42330,1,0,0,0,0,1,0,1,0,0,0,0
68114,1,0,0,1,0,0,0,1,0,0,0,0
60431,1,1,0,0,0,0,1,0,0,0,0,0
97424,1,1,0,0,0,0,0,1,0,0,0,0
95370,1,1,0,0,0,0,1,0,0,0,0,0
11010,1,0,0,1,0,0,0,1,0,0,0,0
48205,1,1,0,0,0,0,1,0,0,0,0,0
10013,1,0,1,0,0,0,0,0,0,0,0,1
46220,1,1,0,0,0,0,1,0,0,0,0,0
33314,1,1,0,0,0,0,0,0,1,0,0,0
08221,1,0,0,0,0,1,0,1,0,0,0,0
54669,1,0,0,0,0,1,1,0,0,0,0,0
33065,1,1,0,0,0,0,1,0,0,0,0,0
29466,1,1,0,0,0,0,0,0,1,0,0,0
19503,1,1,0,0,0,0,1,0,0,0,0,0
30083,1,0,0,0,1,0,1,0,0,0,0,0
14620,1,1,0,0,0,0,1,0,0,0,0,0
14489,1,1,0,0,0,0,1,0,0,0,0,0
64801,1,0,0,0,1,0,0,1,0,0,0,0
33139,1,1,0,0,0,0,0,1,0,0,0,0
37062,1,0,0,0,0,1,1,0,0,0,0,0
45822,1,1,0,0,0,0,0,0,1,0,0,0
43566,1,1,0,0,0,0,1,0,0,0,0,0
66605,1,1,0,0,0,0,0,0,0,0,0,1
44060,1,0,1,0,0,0,0,1,0,0,0,0
33954,1,1,0,0,0,0,0,0,1,0,0,0
48315,1,1,0,0,0,0,1,0,0,0,0,0
25504,1,1,0,0,0,0,1,0,0,0,0,0
55420,1,0,0,1,0,0,1,0,0,0,0,0
80111,1,0,0,1,0,0,0,0,0,0,0,1
53558,1,1,0,0,0,0,1,0,0,0,0,0
91950,1,1,0,0,0,0,0,1,0,0,0,0
22203,1,0,0,0,1,0,0,1,0,0,0,0
47201,1,1,0,0,0,0,1,0,0,0,0,0
34465,1,1,0,0,0,0,1,0,0,0,0,0
61068,1,1,0,0,0,0,0,1,0,0,0,0
60173,1,0,0,0,1,0,0,1,0,0,0,0
37321,1,0,0,1,0,0,0,0,0,0,1,0
10304,1,0,0,0,0,1,1,0,0,0,0,0
06480,1,1,0,0,0,0,1,0,0,0,0,0
07642,1,0,0,0,0,1,0,0,0,0,1,0
13030,1,1,0,0,0,0,1,0,0,0,0,0
78753,1,0,1,0,0,0,0,1,0,0,0,0
73142,1,1,0,0,0,0,1,0,0,0,0,0
31037,1,1,0,0,0,0,0,1,0,0,0,0
53089,1,1,0,0,0,0,0,0,1,0,0,0
79416,1,1,0,0,0,0,0,1,0,0,0,0
10065,1,0,1,0,0,0,0,1,0,0,0,0
32824,1,0,0,0,0,1,1,0,0,0,0,0
73116,1,1,0,0,0,0,1,0,0,0,0,0
14221,1,1,0,0,0,0,1,0,0,0,0,0
11201,1,0,1,0,0,0,0,1,0,0,0,0
33323,1,0,0,0,0,1,0,0,1,0,0,0
32821,1,0,0,1,0,0,1,0,0,0,0,0
79936,1,1,0,0,0,0,1,0,0,0,0,0
38103,1,1,0,0,0,0,0,1,0,0,0,0
61874,1,1,0,0,0,0,1,0,0,0,0,0
23224,1,0,0,0,1,0,1,0,0,0,0,0
01240,1,1,0,0,0,0,0,1,0,0,0,0
15672,1,0,0,0,0,1,0,1,0,0,0,0
02492,1,1,0,0,0,0,0,1,0,0,0,0
18902,1,1,0,0,0,0,1,0,0,0,0,0
61032,1,0,0,1,0,0,1,0,0,0,0,0
14614,1,1,0,0,0,0,0,1,0,0,0,0
29532,1,1,0,0,0,0,0,0,1,0,0,0
38930,1,1,0,0,0,0,0,0,0,0,0,1
06248,1,0,0,0,0,1,1,0,0,0,0,0
34990,1,1,0,0,0,0,1,0,0,0,0,0
48433,1,1,0,0,0,0,1,0,0,0,0,0
31036,1,1,0,0,0,0,0,0,0,0,0,1
11558,1,1,0,0,0,0,1,0,0,0,0,0
61108,1,0,0,0,0,1,0,0,1,0,0,0
33417,1,1,0,0,0,0,1,0,0,0,0,0
04953,1,0,1,0,0,0,1,0,0,0,0,0
32812,1,1,0,0,0,0,1,0,0,0,0,0
70115,1,1,0,0,0,0,0,1,0,0,0,0
17402,1,1,0,0,0,0,0,0,1,0,0,0
75007,1,1,0,0,0,0,0,0,1,0,0,0
27587,1,1,0,0,0,0,1,0,0,0,0,0
89081,1,1,0,0,0,0,1,0,0,0,0,0
44146,1,0,0,0,0,1,1,0,0,0,0,0
49931,1,1,0,0,0,0,1,0,0,0,0,0
34743,1,0,0,0,0,1,0,0,0,0,1,0
33403,1,1,0,0,0,0,1,0,0,0,0,0
47250,1,1,0,0,0,0,0,0,1,0,0,0
19975,1,1,0,0,0,0,1,0,0,0,0,0
19426,1,1,0,0,0,0,1,0,0,0,0,0
56374,1,1,0,0,0,0,1,0,0,0,0,0
01970,1,0,0,1,0,0,0,1,0,0,0,0
39110,1,0,1,0,0,0,1,0,0,0,0,0
07652,1,0,1,0,0,0,0,1,0,0,0,0
07739,1,1,0,0,0,0,0,0,0,0,1,0
14615,1,1,0,0,0,0,1,0,0,0,0,0
15213,1,0,0,0,1,0,0,1,0,0,0,0
15205,1,0,0,0,0,1,1,0,0,0,0,0
23503,1,0,0,1,0,0,0,0,1,0,0,0
27542,1,1,0,0,0,0,1,0,0,0,0,0
44646,1,1,0,0,0,0,1,0,0,0,0,0
55021,1,0,1,0,0,0,0,1,0,0,0,0
28516,1,1,0,0,0,0,0,0,1,0,0,0
78666,1,0,0,1,0,0,0,1,0,0,0,0
18088,1,1,0,0,0,0,1,0,0,0,0,0
21044,1,0,0,1,0,0,1,0,0,0,0,0
92011,1,0,1,0,0,0,0,1,0,0,0,0
49315,1,1,0,0,0,0,1,0,0,0,0,0
48094,1,1,0,0,0,0,0,0,1,0,0,0
30577,1,1,0,0,0,0,0,0,0,0,0,1
48186,1,0,0,1,0,0,1,0,0,0,0,0
23454,1,1,0,0,0,0,1,0,0,0,0,0
30906,1,0,0,0,0,1,1,0,0,0,0,0
35007,1,0,0,0,1,0,0,1,0,0,0,0
12414,1,1,0,0,0,0,0,0,1,0,0,0
32707,1,1,0,0,0,0,0,0,1,0,0,0
33144,1,0,0,1,0,0,0,0,0,0,0,1
29907,1,1,0,0,0,0,0,0,1,0,0,0
46037,1,1,0,0,0,0,0,1,0,0,0,0
22302,1,1,0,0,0,0,1,0,0,0,0,0
19605,1,1,0,0,0,0,0,0,1,0,0,0
44224,1,1,0,0,0,0,1,0,0,0,0,0
77429,1,0,0,0,1,0,1,0,0,0,0,0
60085,1,1,0,0,0,0,0,0,0,0,1,0
60068,1,1,0,0,0,0,0,0,1,0,0,0
28210,1,0,0,0,1,0,0,1,0,0,0,0
23504,1,1,0,0,0,0,0,0,0,0,1,0
04037,1,1,0,0,0,0,0,0,0,0,1,0
49686,1,0,0,0,0,1,1,0,0,0,0,0
39701,1,1,0,0,0,0,0,0,0,0,1,0
29575,1,1,0,0,0,0,1,0,0,0,0,0
44119,1,0,0,0,0,1,0,0,1,0,0,0
44320,1,0,0,0,0,1,1,0,0,0,0,0
32746,1,1,0,0,0,0,1,0,0,0,0,0
14224,1,1,0,0,0,0,1,0,0,0,0,0
72401,1,0,0,0,0,1,0,0,0,0,0,1
40258,1,0,0,0,0,1,1,0,0,0,0,0
76706,1,1,0,0,0,0,1,0,0,0,0,0
11743,1,1,0,0,0,0,0,0,1,0,0,0
02019,1,1,0,0,0,0,1,0,0,0,0,0
32205,1,0,0,0,0,1,0,0,0,0,1,0
61761,1,1,0,0,0,0,1,0,0,0,0,0
45245,1,0,0,0,1,0,0,1,0,0,0,0
20785,1,0,0,0,1,0,1,0,0,0,0,0
12309,1,0,0,0,1,0,0,1,0,0,0,0
47630,1,1,0,0,0,0,1,0,0,0,0,0
22942,1,1,0,0,0,0,1,0,0,0,0,0
22026,1,1,0,0,0,0,1,0,0,0,0,0
33126,1,1,0,0,0,0,1,0,0,0,0,0
32608,1,0,0,0,0,1,1,0,0,0,0,0
48473,1,1,0,0,0,0,1,0,0,0,0,0
92821,1,0,0,0,1,0,0,1,0,0,0,0
89434,1,0,0,0,1,0,0,1,0,0,0,0
44312,1,1,0,0,0,0,1,0,0,0,0,0
94513,1,1,0,0,0,0,1,0,0,0,0,0
14210,1,1,0,0,0,0,0,0,1,0,0,0
02911,1,0,0,1,0,0,1,0,0,0,0,0
33322,1,1,0,0,0,0,0,0,0,0,0,1
29803,1,1,0,0,0,0,0,0,1,0,0,0
18642,1,1,0,0,0,0,1,0,0,0,0,0
28092,1,0,0,0,0,1,0,0,0,0,1,0
32223,1,1,0,0,0,0,0,0,1,0,0,0
45601,1,0,0,0,0,1,0,0,0,0,0,1
48390,1,0,0,1,0,0,1,0,0,0,0,0
37203,1,0,0,0,0,1,1,0,0,0,0,0
21060,1,1,0,0,0,0,1,0,0,0,0,0
07869,1,1,0,0,0,0,1,0,0,0,0,0
71105,1,1,0,0,0,0,0,1,0,0,0,0
78130,1,0,0,1,0,0,1,0,0,0,0,0
60631,1,1,0,0,0,0,1,0,0,0,0,0
