Snowball Map,List Source,Restaurant Name,Mailing Address,City Name,State,TELEPHONENUMBER,Zip Code,Contact First Name,Contact Last Name,Employee Count Est.,Small Business Entrepreneur Indicator,Year Established,Ethnic Code Desc
59541,Yelp Greendot (Q42022),ALZINA'S,117 E 132ND ST,GALLIANO,LA,(985) 632-7200,70354-4233,ANTHONY,POUPS,2,Y,,Cajun Seafood
59542,Yelp Greendot (Q42022),AM NOODLE,4744 TELEPHONE RD STE 4,VENTURA,CA,(805) 535-4236,93003-5258,,,,,,Japanese
59543,Yelp Greendot (Q42022),AMA,151 NE 41ST ST STE 217,MIAMI,FL,(786) 409-5591,33137-3555,,,,,,Japanese
59544,Yelp Greendot (Q42022),AMARIT THAI RESTAURANT,328 E LAKE RD THE SHOPPES OF BOOT RANCH,PALM HARBOR,FL,(727) 789-9186,34685-2427,TIDATIP,SANGNIN,13,Y,,Japanese
59545,Yelp Greendot (Q42022),AMAUSAAN UJI MATCHA,39658 CEDAR BLVD,NEWARK,CA,(510) 490-1030,94560-5487,,,,,,Japanese
59546,Yelp Greendot (Q42022),AMAZING MOMO: TIBETAN DUMPLING DELIGHT,6024 PENN AVE S,MINNEAPOLIS,MN,(612) 999-7441,55419-2033,,,,,,Chinese
59547,Yelp Greendot (Q42022),AMAZING THAI & SUSHI,14715 T C JESTER BLVD STE 900,HOUSTON,TX,(832) 705-8614,77068-1529,,,,,,Japanese
59548,Google API (Q42022),AMAZING THAILAND,705 S MAIN ST,KING,NC,(336) 985-8379,27021-9018,PING,HONG,4,N,2018,Chinese
59549,Google API (Q42022),AMAZING WOK,13229 SUPERIOR AVE,CLEVELAND,OH,(216) 249-3933,44112-4518,STAN,KWOK,4,Y,1998,Chinese
59550,Google API (Q42022),AMAZING WOK,2910 W LIBERTY AVE,PITTSBURGH,PA,(412) 343-8686,15216-2552,CINDY,SUN,4,Y,,Chinese
59551,Google API (Q42022),AMAZING WOK CHINESE,1983 HENDERSON RD,UPPER ARLNGTN,OH,(614) 451-1688,43220-2401,LI,BAO-JUAN,4,Y,,Chinese
59552,Yelp Greendot (Q42022),AMERICA'S BEST WINGS,5811 EASTERN AVE RIGGS PLAZA SHOPPING CENTRE,HYATTSVILLE,MD,(301) 270-9464,20782-2201,,,,,,Cajun Seafood
59553,Yelp Greendot (Q42022),AMERICAN JAPA SUSHI,15771 STATE ROAD 535,ORLANDO,FL,(407) 778-4671,32821-5605,,,,,,Japanese
59554,Yelp Greendot (Q42022),AMERICAN SUSHI HOUSE,761 HICKEY BLVD,PACIFICA,CA,(650) 557-9715,94044-1214,JUAN,CAJINA,8,Y,,Japanese
59555,Yelp Greendot (Q42022),AMIMOTO JAPANESE RESTAURANT,2705 TAMIAMI TRL,PUNTA GORDA,FL,(941) 505-1515,33950-6987,TONY,MANANABE,7,Y,,Japanese
59556,Yelp Greendot (Q42022),AMIS MILL EATERY,127 W BEAR HOLLOW RD,ROGERSVILLE,TN,(423) 272-7040,37857-6064,APRIL,JACOBS,12,Y,,Cajun Seafood
59557,Yelp Greendot (Q42022),AMORE EATS,1900 ROCKVILLE PIKE IN LIBERTY GAS STATION,ROCKVILLE,MD,(301) 307-6500,20852-1626,,,,,,Chinese
59558,Yelp Greendot (Q42022),AMORE OF WAYNE,611 RATZER RD,WAYNE,NJ,(973) 595-7717,07470-4154,,,7,Y,,Japanese
59559,Yelp Greendot (Q42022),AMORI SUSHI,18 S IRVING AVE,SCRANTON,PA,(570) 866-9692,18505-2006,,,,,,Japanese
59560,Yelp Greendot (Q42022),AN ARTISTIC TASTE,88 STATE ROUTE 17M,HARRIMAN,NY,(845) 238-2317,10926-7500,ANDRE,ROBINSON,1,Y,,Japanese
59561,Yelp Greendot (Q42022),AN THINH ASIAN CUISINE,2082 US-183 STE 150,LEANDER,TX,(512) 548-6000,78641,,,,,,Japanese
59562,Yelp Greendot (Q42022),ANCHOR'S AWAY CRAB N GO,8807 N KNOXVILLE AVE,PEORIA,IL,(309) 966-0521,61615-1722,,,,,,Cajun Seafood
59563,Yelp Greendot (Q42022),ANDA BOBA TEA,8331 BROADWAY,ELMHURST,NY,(718) 806-1905,11373-5741,,,9,Y,,Japanese
59564,Yelp Greendot (Q42022),ANDAMAN ASIAN CUISINE,4010 US HIGHWAY 1 S STE 121,ST AUGUSTINE,FL,(904) 429-9565,32086-4702,,,,,,Japanese
59565,Yelp Greendot (Q42022),ANDRE'S CAJUN CRACKLINS,12608 HIGHWAY 190 W,ERWINVILLE,LA,(225) 627-4600,70729,LEONARD,ANDRE,3,Y,,Cajun Seafood
59566,Yelp Greendot (Q42022),ANF GYROS AND GRILL,1050 6TH ST NW,WINTER HAVEN,FL,(863) 291-0303,33881-4019,FAKHREDDINE,HAOUATI,15,Y,,Cajun Seafood
59567,Yelp Greendot (Q42022),ANGEL BAR,139 WILLBROOK BLVD UNIT E & F,PAWLEYS ISLAND,SC,(843) 314-9044,29585-8410,,,,,,Japanese
59568,Yelp Greendot (Q42022),ANGKOR BISTRO,3111 TPC PKWY STE 120,SAN ANTONIO,TX,(210) 352-5061,78259-2398,LAURA,VENEGAS,1,Y,,Chinese
59569,Yelp Greendot (Q42022),ANGRY CRAB AND BBQ,2808 E INDIAN SCHOOL RD STE D110,PHOENIX,AZ,(602) 956-3088,85016-6856,DAN,SEVIOLA,42,N,,Cajun Seafood
59570,Yelp Greendot (Q42022),ANGRY CRAB SHACK,6925 FARM TO MARKET 1960 RD E,ATASCOCITA,TX,(346) 977-2722,77346,,,,,,Cajun Seafood
59571,Yelp Greendot (Q42022),ANGRY CRAB SHACK,3227 E BELL RD STE D110,PHOENIX,AZ,(602) 975-8556,85032-2700,DANIEL,WHITLATCH,8,Y,,Cajun Seafood
59572,Yelp Greendot (Q42022),ANGRY CRAB SHACK,6360 S 35TH AVE STE 160,PHOENIX,AZ,(602) 975-1065,85041-5042,,,,,,Cajun Seafood
59573,Yelp Greendot (Q42022),ANGRY CRAB SHACK,1601 E FLORENCE BLVD,CASA GRANDE,AZ,(520) 340-4349,85122-4780,,,,,,Cajun Seafood
59574,Yelp Greendot (Q42022),ANGRY CRAB SHACK,1749 W HUNT HWY STE 101,SAN TAN VALLEY,AZ,(480) 608-2722,85143-5218,,,,,,Cajun Seafood
59575,Yelp Greendot (Q42022),ANGRY CRAB SHACK,2740 S ALMA SCHOOL RD STE 13,MESA,AZ,(480) 730-2722,85210-4027,BELLA,AGUIRRE,70,Y,,Cajun Seafood
59576,Yelp Greendot (Q42022),ANGRY CRAB SHACK,8909 E TALKING STICK WAY,SCOTTSDALE,AZ,(602) 559-5095,85250-8504,,,,,,Cajun Seafood
59577,Yelp Greendot (Q42022),ANGRY CRAB SHACK,310 N LITCHFIELD RD,GOODYEAR,AZ,(480) 878-6900,85338-1224,,,,,,Cajun Seafood
59578,Yelp Greendot (Q42022),ANGRY CRAB SHACK,11340 W BELL RD,SURPRISE,AZ,(623) 248-9190,85378-9342,,,,,,Cajun Seafood
59579,Yelp Greendot (Q42022),ANGRY CRAB SHACK,7608 W CACTUS RD STE 110,PEORIA,AZ,(480) 739-2949,85381-5223,SHANNON,THOMPSON,8,Y,,Cajun Seafood
59580,Yelp Greendot (Q42022),ANGRY CRAB SHACK,5205 E BROADWAY BLVD,TUCSON,AZ,(520) 372-7587,85711-3702,,,,,,Cajun Seafood
59581,Yelp Greendot (Q42022),ANGRY CRAB SHACK,4250 E SUNSET RD,HENDERSON,NV,(702) 998-9095,89014-2208,,,,,,Cajun Seafood
59582,Yelp Greendot (Q42022),ANGRY CRAB SHACK - YUMA,1530 S CASTLE DOME AVE,YUMA,AZ,(928) 955-0505,85365-1702,,,10,Y,,Cajun Seafood
59583,Yelp Greendot (Q42022),ANGRY CRAB SHACK & BBQ,1365 W GRANT RD,TUCSON,AZ,(520) 849-7800,85745-1407,,,,,,Cajun Seafood
59584,Yelp Greendot (Q42022),ANI RAMEN HOUSE,210 DISTRICT KITCHEN HUDSON ST,JERSEY CITY,NJ,(201) 915-1717,7311,,,,,,Japanese
59585,Yelp Greendot (Q42022),ANI RAMEN HOUSE,37 EASTON AVE,NEW BRUNSWICK,NJ,(732) 317-8200,08901-1830,,,,,,Japanese
59586,Yelp Greendot (Q42022),ANIME BOBA CAFE,1680 W SUNSET RD,HENDERSON,NV,(702) 272-0665,89014-2640,,,,,,Japanese
59587,Yelp Greendot (Q42022),ANN'S BEST CREOLE & SOUL FOOD CAFE,1901 TERMINAL DR,RICHLAND,WA,(509) 946-3011,99354-4924,,,8,Y,,Cajun Seafood
59588,Google API (Q42022),AnShu Asian Cafe,122 COACH LIGHT WAY,AIKEN,SC,(803) 226-0556,29803-3900,JOHN,HUANG,9,Y,,Chinese
59589,Yelp Greendot (Q42022),ANTONE'S FAMOUS PO'BOYS,2724 W T C JESTER BLVD,HOUSTON,TX,(713) 686-4338,77018-7003,,,,,,Cajun Seafood
59590,Yelp Greendot (Q42022),ANU SUSHI,24045 MEADOWBROOK RD,NOVI,MI,(248) 719-7400,48375-3456,,,,,,Japanese
59591,Yelp Greendot (Q42022),ANZU,11270 LA GRANGE AVE,LOS ANGELES,CA,(310) 231-1033,90025-5514,,,2,Y,,Japanese
59592,Yelp Greendot (Q42022),AOMORI JAPANESE CUISINE,705 ARKANSAS 463,TRUMANN,AR,(870) 483-0669,72472,,,,,,Japanese
59593,Yelp Greendot (Q42022),AOYAMA JAPANESE STEAKHOUSE,14 SNOW RD WEBSTER SQUARE,MARSHFIELD,MA,(781) 837-6688,02050-3409,RUI,YANG,7,Y,,Japanese
59594,Yelp Greendot (Q42022),APPALACHAIN GRILL,14 E CHURCH ST,CARTERSVILLE,GA,(770) 607-5357,30120-3202,JACKIE,WALLACE,31,Y,,Cajun Seafood
59595,Yelp Greendot (Q42022),APPLE TERIYAKI,9486 LONG POINT RD,HOUSTON,TX,(713) 461-1857,77055-4202,FANG,SUN,4,Y,,Japanese
59596,Yelp Greendot (Q42022),APSARA ASIAN CAFE,1118 WHITEHALL ST,JACKSON,TN,(731) 574-9149,38301-3730,,,,,,Chinese
59597,Yelp Greendot (Q42022),APSARA CAFE,2015 E ANAHEIM ST,LONG BEACH,CA,(562) 343-5243,90804-3412,HOUY,SOK,2,Y,,Chinese
59598,Yelp Greendot (Q42022),APT LI-XIANG,290 BARBER CT,MILPITAS,CA,(408) 955-9588,95035-7997,ZHIFENG,ZHANG,11,Y,,Chinese
59599,Yelp Greendot (Q42022),APT LI-XIANG RESTAURANT,10619 S DE ANZA BLVD,CUPERTINO,CA,(408) 320-1481,95014-4431,,,,,,Chinese
59600,Yelp Greendot (Q42022),AQUA REEF EURO ASIAN CUISINE,141 N ROADRUNNER PKWY STE 115,LAS CRUCES,NM,(575) 522-7333,88011-2000,RAY,HOLGUIN,8,Y,,Japanese
59601,Yelp Greendot (Q42022),AQUA TERRA STEAK + SUSHI,50 S MAIN ST STE 168,SALT LAKE CITY,UT,(385) 261-2244,84101-4503,,,,,,Japanese
59602,Yelp Greendot (Q42022),ARAKI RAMEN & BUBBLE TEA,14102 LEE HWY,CENTREVILLE,VA,(703) 543-4646,20120-1913,,,,,,Japanese
59603,Yelp Greendot (Q42022),ARATA SUSHI & BOWL,3250 N TENAYA WAY STE 99,LAS VEGAS,NV,(702) 878-0100,89129-7406,,,,,,Japanese
59604,Yelp Greendot (Q42022),ARCTIC BITES,44 W MAIN ST,FREDONIA,NY,(716) 680-5800,14063-2136,EVA,WONG,7,Y,,Japanese
59605,Yelp Greendot (Q42022),ARIGATO,581 HIGH MOUNTAIN RD,NORTH HALEDON,NJ,(973) 238-1188,07508-2655,,,7,Y,,Japanese
59606,Yelp Greendot (Q42022),ARIGATO,11406 MARKETPLACE DR N,CHAMPLIN,MN,(763) 427-8744,55316-3793,,,7,Y,,Japanese
59607,Yelp Greendot (Q42022),ARIGATO SUSHI,1560 STATE ROAD 436,WINTER PARK,FL,(407) 740-8018,32792-1502,LE,THANG,10,Y,,Japanese
59608,Yelp Greendot (Q42022),ARIRANG,172 E WOODRUFF AVE,CRESTVIEW,FL,(850) 398-8903,32536-3525,,,8,Y,,Japanese
59609,Yelp Greendot (Q42022),ARIRANG HIBACHI STEAKHOUSE,1230 ROUTE 22,MOUNTAINSIDE,NJ,(908) 518-9733,07092-2606,CHARLES,ARROLA,11,N,,Japanese
59610,Yelp Greendot (Q42022),ARIRANG HIBACHI STEAKHOUSE,986 ROUTE 9 SOUTH,PARLIN,NJ,(732) 525-3551,8859,,,,,,Japanese
59611,Yelp Greendot (Q42022),ARIRANG HIBACHI STEAKHOUSE,23A NELSON AVE,STATEN ISLAND,NY,(718) 966-9600,10308-2704,KRYSTA,BUONACORE,60,Y,,Japanese
59612,Yelp Greendot (Q42022),ARIRANG HIBACHI STEAKHOUSE,8814 4TH AVE,BROOKLYN,NY,(718) 238-9880,11209-5606,,,,,,Japanese
59613,Yelp Greendot (Q42022),ARIRANG-K,7775 MCGINNIS FERRY RD STE 101,SUWANEE,GA,(678) 694-8832,30024-4962,,,,,,Japanese
59614,Yelp Greendot (Q42022),ARMANTINE SEAFOOD AND SPIRITS,720 SAINT LOUIS ST,NEW ORLEANS,LA,(504) 523-1699,70130-2122,,,,,,Cajun Seafood
59615,Yelp Greendot (Q42022),ARNAUD'S CAJUN KITCHEN,2615 MONTGOMERY RD,HUNTSVILLE,TX,(936) 239-1139,77340-6013,,,3,Y,,Cajun Seafood
59616,Yelp Greendot (Q42022),ARNAUD'S FRENCH 75 BAR,813 RUE BIENVILLE,NEW ORLEANS,LA,(504) 523-5433,70112-3121,,,,,,Cajun Seafood
59617,Yelp Greendot (Q42022),ARNAUD'S RESTAURANT,813 BIENVILLE ST,NEW ORLEANS,LA,(866) 230-8895,70112-3121,ALI,BRADLEY,117,Y,,Cajun Seafood
59618,Yelp Greendot (Q42022),AROMA CHINESE CUISINE,110 OLD YORK RD STE 217,NEW CUMBERLAND,PA,(717) 712-8771,17070-3443,,,,,,Chinese
59619,Yelp Greendot (Q42022),AROMAS DEL PERU,1 N OCEAN BLVD STE 102,POMPANO BEACH,FL,(954) 354-2323,33062-5714,,,,,,Japanese
59620,Yelp Greendot (Q42022),AROMAS DEL PERU - PALMETTO BAY,17225 S DIXIE HWY STE 100,PALMETTO BAY,FL,(305) 964-7114,33157-4345,,,4,Y,,Japanese
59621,Yelp Greendot (Q42022),AROY-DEE,2128 INDIANOLA AVE,DES MOINES,IA,(515) 528-8009,50315-1594,VIENGTHONG,BACCAM,10,Y,,Chinese
59622,Yelp Greendot (Q42022),ARRIBA PERU,5114 HUDSON AVE APT 3,WEST NEW YORK,NJ,(201) 583-1616,07093-5234,,,7,Y,,Chinese
59623,Yelp Greendot (Q42022),ART OF ROUX,301 MOBILE ST,HATTIESBURG,MS,(601) 818-3015,39401-3406,,,,,,Cajun Seafood
59624,Yelp Greendot (Q42022),ARTEA,6362 DE ZAVALA RD STE 108,SAN ANTONIO,TX,(210) 462-1388,78249-1124,,,8,Y,,Chinese
59625,Yelp Greendot (Q42022),ARTEA - CULEBRA COMMONS,7010 W LOOP 1604 N STE 201,SAN ANTONIO,TX,(210) 888-3820,78254-2191,,,,,,Chinese
59626,Yelp Greendot (Q42022),ASA RAMEN,1120 S STATE ST,OREM,UT,(801) 842-1898,84097-7101,,,7,Y,,Japanese
59627,Yelp Greendot (Q42022),ASAHI,1342 MAIN ST,DUNEDIN,FL,(727) 736-1360,34698-6251,,,,,,Japanese
59628,Yelp Greendot (Q42022),ASAHI SUSHI BAR,1470 N STATE ST,OREM,UT,(801) 221-4759,84057-2546,,,7,Y,,Japanese
59629,Yelp Greendot (Q42022),ASAKA SUSHI,9623 E COUNTY LINE RD STE C,CENTENNIAL,CO,(303) 649-2279,80112-3537,,,,,,Japanese
59630,Google API (Q42022),ASEAN DINER,1103 W BLUE STARR DR,CLAREMORE,OK,(918) 342-4141,74017-2614,CHOW,LE,4,Y,,Chinese
59631,Google API (Q42022),Asia,3 GREENE ST,MASHPEE,MA,(508) 477-8883,02649-2449,SHARON,HONG,19,N,,Chinese
59632,Yelp Greendot (Q42022),ASIA,777 AVE LAUBERGE LAUBERGE CASINO HOTEL,LAKE CHARLES,LA,(337) 395-7430,70601-8483,,,,,,Japanese
59633,Yelp Greendot (Q42022),ASIA BISTRO,2700 S CARAWAY RD,JONESBORO,AR,(870) 931-1688,72401-7303,,,7,Y,,Japanese
59634,Google API (Q42022),Asia Chow Mein,4905 CENTRAL AVE NE,COLUMBIA HTS,MN,(763) 571-4425,55421-1912,WINNIE P,NG,19,N,1972,Chinese
59635,Yelp Greendot (Q42022),ASIA CITY BUFFET,3409 SE 14TH ST,DES MOINES,IA,(515) 953-1888,50320-1335,,,,,,Chinese
59636,Google API (Q42022),ASIA DELIGHT,13350 SAN PABLO AVE,SAN PABLO,CA,(510) 215-1888,94806-3987,KEN,ZENG,,N,2017,Chinese
59637,Google API (Q42022),ASIA EXPRESS CHINESE FOOD,1803 MONUMENT BLVD STE E,CONCORD,CA,(925) 609-7823,94520-3864,SUM,CHUNG,9,Y,,Chinese
59638,Yelp Greendot (Q42022),ASIA FUSION,2711 COMMERCE DR NW STE 200,ROCHESTER,MN,(507) 258-7992,55901-3239,WILLIAM,RYAN,9,Y,,Japanese
59639,Yelp Greendot (Q42022),ASIA GOURMET CHINESE FOOD,2369 HIGHWAY 196 W,HINESVILLE,GA,(912) 877-5566,31313-8036,PETER,TSO,4,Y,,Chinese
59640,Yelp Greendot (Q42022),ASIA HARBOR,402 CHURCH AVE,BROOKLYN,NY,(718) 871-0635,11218-3108,BILL,YUNG,8,Y,,Chinese
59641,Google API (Q42022),ASIA KITCHEN,18801 E BURNSIDE ST,PORTLAND,OR,(503) 666-5570,97233-5322,FAY,LO,9,Y,1984,Chinese
59642,Yelp Greendot (Q42022),ASIA LEE CHINESE RESTAURANT,109 STATE RT 23,FRANKLIN,NJ,(973) 823-0871,07416-2005,,,6,Y,,Chinese
59643,Yelp Greendot (Q42022),ASIA PACIFIC SUPER MARKET,420 N PLEASANTBURG DR,GREENVILLE,SC,(864) 603-1377,29607-2128,,,,,,Chinese
59644,Yelp Greendot (Q42022),ASIAN AMERICAN FOOD COMPANY,2048 TARAVAL ST,SAN FRANCISCO,CA,(415) 665-6617,94116-2217,HOWARD,WAO,1,Y,,Chinese
59645,Yelp Greendot (Q42022),ASIAN BAKERY CAFE,763 HUNGERFORD DR,ROCKVILLE,MD,(301) 838-3189,20850-1725,MICHAEL,WONG,5,Y,,Chinese
59646,Yelp Greendot (Q42022),ASIAN BENTO,1850 APPLE BLOSSOM DR,WINCHESTER,VA,(540) 722-0900,22601-5187,,,8,Y,,Chinese
59647,Google API (Q42022),ASIAN BISTRO,1520 S WEBB RD STE 180,WICHITA,KS,(316) 425-6229,67207-4259,HOKCHAY,CHAE,9,N,,Chinese
59648,Google API (Q42022),Asian Bistro,51 NEW ORLEANS RD STE 3,HILTON HEAD,SC,(843) 686-9888,29928-4782,LISI,LI,9,Y,,Chinese
59649,Yelp Greendot (Q42022),ASIAN BISTRO,9647 1ST VIEW ST,NORFOLK,VA,(757) 583-6088,23503-1613,,,,,,Japanese
59650,Yelp Greendot (Q42022),ASIAN BISTRO CEDAR CITY,1380 S PROVIDENCE CENTER DR STE A,CEDAR CITY,UT,(435) 263-0500,84720-1960,MATT,WIDDOWS,2,Y,,Chinese
59651,Yelp Greendot (Q42022),ASIAN BISTROS II,3219A SCHOENERSVILLE RD,BETHLEHEM,PA,(610) 419-6088,18017-2103,,,11,Y,,Japanese
59652,Yelp Greendot (Q42022),ASIAN BUFFET,10106 WYANDOTT CIR N,THORNTON,CO,(303) 255-2259,80260-6395,BEHEN,YANZ,4,Y,,Chinese
59653,Yelp Greendot (Q42022),ASIAN CAFE,5101 TIDWELL RD STE 500,HOUSTON,TX,(281) 888-3072,77016-4642,JINGBIN,CHEN,7,Y,,Chinese
59654,Yelp Greendot (Q42022),ASIAN CAJUN BAR & GRILL,18088 HIGHWAY 105,WASHINGTON,TX,(936) 878-2224,77880-5284,,,,,,Cajun Seafood
59655,Google API (Q42022),ASIAN CASTLE,849 W BAY AVE,BARNEGAT,NJ,(609) 660-9989,08005-2164,JIAN H,ZHUO,9,Y,,Chinese
59656,Yelp Greendot (Q42022),ASIAN CHAO,385 S S AVENUE,MINNEAPOLIS,MN,(952) 853-0096,55425-5527,,,,,,Japanese
59657,Yelp Greendot (Q42022),ASIAN CITY,20205 HIGHWAY 59 N,HUMBLE,TX,(281) 319-4567,77338-2316,SUNNY,SOUVANNARATH,10,Y,,Chinese
59658,Google API (Q42022),ASIAN CUISINE,2800 GILLESPIE ST STE 104,FAYETTEVILLE,NC,(910) 323-0788,28306-3676,JING,YE,9,Y,2016,Chinese
59659,Yelp Greendot (Q42022),ASIAN CUISINE INC.,129 FAYETTE ST,PERTH AMBOY,NJ,(732) 826-8808,08861-4115,,,,,,Chinese
59660,Yelp Greendot (Q42022),ASIAN DELIGHT NH,330 CENTRAL ST,FRANKLIN,NH,(603) 934-9700,03235-7100,SRIWAN,SUKSOMBOON,2,Y,,Japanese
59661,Google API (Q42022),ASIAN DINER,1691 US HIGHWAY 46,LEDGEWOOD,NJ,(973) 426-0688,07852-2349,SHAO L,CHEN,9,Y,2016,Chinese
59662,Yelp Greendot (Q42022),ASIAN DYNASTY,5729 PLANK RD,FREDERICKSBURG,VA,(540) 785-5788,22407-6227,PIYAPONG,JATUPORN,8,Y,,Chinese
59663,Google API (Q42022),Asian Express,6945 US 322 UNIT 573,CRANBERRY,PA,(814) 676-5388,16319-3129,JESSICA,CHEUNG,4,N,,Chinese
59664,Google API (Q42022),ASIAN EXPRESS,528 S REILLY RD STE 113,FAYETTEVILLE,NC,(910) 864-5556,28314-0387,CHARLES,CHANG,9,Y,,Chinese
59665,Google API (Q42022),ASIAN EXPRESS,1405 E ANDREW JOHNSON HWY # 4271,GREENEVILLE,TN,(423) 798-8885,37745-4271,MICHELLE,NIN,9,Y,,Chinese
59666,Yelp Greendot (Q42022),ASIAN EXPRESS,417 E 200TH ST,EUCLID,OH,(216) 482-7125,44119-1560,,,,,,Chinese
59667,Yelp Greendot (Q42022),ASIAN EXPRESS 2,380 JACKSON ST STE 127,SAINT PAUL,MN,(651) 493-3482,55101-3897,,,,,,Chinese
59668,Yelp Greendot (Q42022),ASIAN EXPRESS CARRY OUT,7913 CENTRAL AVE,CAPITOL HEIGHTS,MD,(301) 333-0078,20743-3505,,,8,Y,,Chinese
59669,Yelp Greendot (Q42022),ASIAN EXPRESS RESTAURANT,2622 HOPE MILLS RD,FAYETTEVILLE,NC,(910) 426-9828,28306-6951,DEBBY,POMAWO,2,Y,,Chinese
59670,Google API (Q42022),ASIAN GARDEN,1094 US HIGHWAY 27 S STE B,CYNTHIANA,KY,(859) 234-8008,41031-7078,MARTIN,WONG,9,Y,,Chinese
59671,Google API (Q42022),ASIAN GARDEN,202 MARKET ST STE B,CRAMERTON,NC,(704) 824-8318,28032-1148,MARY,LIU,9,Y,2006,Chinese
59672,Yelp Greendot (Q42022),ASIAN GARDEN,1200 N WHITE SANDS BLVD STE 109,ALAMOGORDO,NM,(575) 488-1099,88310-6774,,,12,Y,,Japanese
59673,Yelp Greendot (Q42022),ASIAN GARDEN BUFFET,8633 COLUMBUS PIKE,LEWIS CENTER,OH,(740) 549-1888,43035-9615,JASON,YE,4,Y,,Chinese
59674,Google API (Q42022),ASIAN GARDEN INC,970 FOXCROFT AVE STE 105,MARTINSBURG,WV,(304) 263-8678,25401-1851,CHONG,LU,4,Y,,Chinese
59675,Yelp Greendot (Q42022),ASIAN GINGER,35 MIAN ST,EAST ROCKAWAY,NY,(516) 887-3377,11518,,,7,Y,,Chinese
59676,Yelp Greendot (Q42022),ASIAN GOURMET KITCHEN,569 S MASON RD,KATY,TX,(832) 321-9899,77450-2437,,,5,Y,,Chinese
59677,Google API (Q42022),Asian Grill,1110 FLEDDERJOHN RD,CHARLESTON,WV,(304) 720-8880,25314-4204,YUAN,ZHENG,9,N,,Chinese
59678,Yelp Greendot (Q42022),ASIAN GRILL,2635 HENDERSONVILLE RD,ARDEN,NC,(828) 651-8803,28704-8527,ANDY,LIN,1,Y,,Chinese
59679,Yelp Greendot (Q42022),ASIAN GRILL SUSHI BUFFET,440 E ROLLINS RD,ROUND LAKE BEACH,IL,(224) 338-8986,60073-1334,BANG,LIN,7,Y,,Japanese
59680,Google API (Q42022),ASIAN HARBOR,1294 S FIFTH ST,MEBANE,NC,(919) 568-9477,27302-9756,JIE,FANG,9,Y,2016,Chinese
59681,Google API (Q42022),ASIAN HOUSE,9707 DIXIE HWY,LOUISVILLE,KY,(502) 822-1017,40272-3939,JIN,LI ZHENG,9,Y,2015,Chinese
59682,Google API (Q42022),ASIAN HOUSE,933 PLEASANT ST STE 5,FALL RIVER,MA,(508) 678-5888,02723-1017,XUE JIAO,ZHENG,9,Y,,Chinese
59683,Google API (Q42022),ASIAN ICHIBAN,1548 JOHN SIMS PKWY E,NICEVILLE,FL,(850) 389-8847,32578-2138,CHONG,CHEN,9,Y,,Chinese
59684,Yelp Greendot (Q42022),ASIAN KITCHEN,9775 RANCH MARKET RD,RANCHO CUCAMONGA,CA,(909) 942-9999,91730,WILSON,YOUNG,3,Y,,Chinese
59685,Yelp Greendot (Q42022),ASIAN KITCHEN,4579 E KINGS CANYON RD STE 102,FRESNO,CA,(559) 478-5095,93702-3746,,,,,,Chinese
59686,Yelp Greendot (Q42022),ASIAN KITCHEN,14455 HWY 16,BROOKS,CA,(530) 796-3118,95606,MATTHEW,ZHONG,"2,000",N,,Japanese
59687,Yelp Greendot (Q42022),ASIAN MARKET & SUSHI BAR,5700 DYER ST,EL PASO,TX,(915) 564-1113,79904-5659,,,5,Y,,Japanese
59688,Yelp Greendot (Q42022),ASIAN MINT,4246 OAK LAWN AVE,DALLAS,TX,(214) 219-6468,75219-2312,INK,PHINYAWATANA,21,N,,Japanese
59689,Yelp Greendot (Q42022),ASIAN MINT,11617 N CENTRAL EXPY STE 135,DALLAS,TX,(214) 363-6655,75243-3838,,,,,,Japanese
59690,Yelp Greendot (Q42022),ASIAN NARUTO,6305 AVENUE N,BROOKLYN,NY,(718) 968-8888,11234-5508,,,,,,Japanese
59691,Yelp Greendot (Q42022),ASIAN PALACE,1680 HIGHWAY 59 STE 300,MANDEVILLE,LA,(985) 951-2036,70448-1959,SHAWN,BURST,2,Y,,Chinese
59692,Google API (Q42022),Asian Potato,8745 S 700 E STE 4,SANDY,UT,(801) 255-1122,84070-1806,BILL,KUAN,9,Y,2010,Chinese
59693,Yelp Greendot (Q42022),ASIAN SPICE BISTRO,1888 NE JENSEN BEACH BLVD,JENSEN BEACH,FL,(772) 208-5164,34957-7200,,,,,,Japanese
59694,Yelp Greendot (Q42022),ASIAN SPICY,5641 E AMARILLO BLVD STE 300,AMARILLO,TX,(806) 367-6015,79107-7655,,,,,,Chinese
59695,Yelp Greendot (Q42022),ASIAN TASTE THAI RESTAURANT,501 W A ST,LINCOLN,NE,(402) 904-6648,68522-1740,,,7,Y,,Japanese
59696,Google API (Q42022),Asian Temptation Fusion & Sushi,718 DUTCHESS TPKE,POUGHKEEPSIE,NY,(845) 485-8883,12603-6453,KUNG,WONG,9,N,,Chinese
59697,Yelp Greendot (Q42022),ASIAN TERIYAKI,759 S 64TH ST,TACOMA,WA,(253) 302-3454,98408-4626,,,,,,Japanese
59698,Google API (Q42022),Asian Thai,1064 RIVER ST,HYDE PARK,MA,(617) 361-4448,02136-3008,MEI,WU,4,Y,,Chinese
59699,Yelp Greendot (Q42022),ASIAN TIME,347 FLATBUSH AVE,BROOKLYN,NY,(718) 230-5160,11238-4301,,,,,,Japanese
