Snowball Map,Dupe (Y/N),Match Brizo 1,Match Brizo 2,Match Print 1,Name,CBE Contact Last Name,CBE Contact First Name,Price,Category,Phone Number,Street,City,State,Zip,CBE Location Employment Size Description,CBE Vendor Ethnicity Description
96370,FALSE,-,-,-,Tako Sushi & Ramen,CHEN,KEVIN,$$,Japanese,(902) 405-8855,480 Parkland Drive,Halifax,NS,B3S 1P9,5-9,Chinese
96371,FALSE,-,-,-,9 + Nine,,,$$,Chinese,(902) 431-7575,480 Parkland Drive,Halifax,NS,B3S 1P9,5-9,Chinese
96372,FALSE,-,-,-,East Foodies Chinese Restaurant,,,$$,Chinese,(902) 876-0506,1465 St Margarets Bay Rd Unit 4,Lakeside,NS,B3T 1B3,5-9,Unknown
96373,FALSE,-,-,-,Moon Tong,HUI,PETER,$$,Chinese,(902) 826-1683,3650 Hammonds Plains Road,Upper Tantallon,NS,B3Z 4R3,5-9,Chinese
,TRUE,-,(902) 405-7171,-,Let's Ko,,,null,Japanese,(902) 405-7171,30 Damascus Rd Unit 110,Bedford,NS,B4A 0C1,,
96374,FALSE,-,-,-,Sushi Jet,ZHAI,CALVIN,null,Japanese,(902) 876-7888,103-540 Southgate Dr,Bedford,NS,B4A 0C9,5-9,Chinese
96375,FALSE,-,-,-,Sushi Nami Royale,TONG,JENNY,null,Japanese,(902) 407-4649,827 Bedford Highway,Halifax,NS,B4A 0J1,5-9,Chinese
96376,FALSE,-,-,-,Wong's Wok,,,$$,Chinese,(902) 835-3366,811 Bedford Hwy,Bedford,NS,B4A 1A4,,
96377,FALSE,-,-,-,May Garden,,,null,Chinese,(902) 836-8882,961 Highway,Bedford,NS,B4A 1A9,,
96378,FALSE,-,-,-,Sushi Tonari,,,$$,Japanese,(902) 835-3437,1595 Hwy,Bedford,NS,B4A 1E8,,
96379,FALSE,-,-,-,Fung Lum Restaurant,,,null,Chinese,(902) 832-3030,1658 Bedford Hwy Unit 9010,Bedford,NS,B4A 2X9,,
96380,FALSE,-,-,-,Noodle Nami,,,null,Cajun Seafood,(902) 835-7449,"936 Highway, Suite 110",Bedford,NS,B4A 3P1,,
96381,FALSE,-,-,-,Sushi Maru,,,null,Japanese,(902) 406-8866,111-1475 Bedford Hwy,Bedford,NS,B4A 3Z5,,
96382,FALSE,-,-,-,May Garden,YEUNG,ERIC,$$,Chinese,(902) 832-2226,1475 Highway,Bedford,NS,B4A 3Z5,10-19,Korean
96383,FALSE,-,-,-,Szechuan Restaurant,CHEN,JULIE,$$$,Chinese,(902) 444-4848,950 Highway,Bedford,NS,B4A 4B5,1-4,Chinese
96384,FALSE,-,-,-,Sushi Kawa,,,null,Japanese,(902) 420-5292,72 Gary Martin Dr Unit 103,Bedford,NS,B4B 0P7,,
96385,FALSE,-,-,-,Jinloong,,,null,Chinese,(902) 252-4555,518 Sackville Dr,Lower Sackville,NS,B4C 2R8,,
,TRUE,556 Sackville Dr,-,-,Wasabi Asian Cuisine,LIN,MEIXUE,$$,Japanese,(902) 865-2378,556 Sackville Dr,Lower Sackville,NS,B4C 2S2,5-9,Chinese
,TRUE,584 Sackville Dr,-,-,Hong's Kitchen,WONG,PHILIP,$$,Chinese,(902) 864-2897,584 Sackville Dr,Lower Sackville,NS,B4C 2S3,10-19,Chinese
96386,FALSE,-,-,-,Tasty Source,,,null,Chinese,(902) 252-8868,622 Sackville Drive,Lower Sackville,NS,B4C 2S3,5-9,Unknown
96387,FALSE,-,-,-,King Town Chinese Restaurant,HUANG,PING,$$,Chinese,(902) 864-9888,225 Cobequid Road,Lower Sackville,NS,B4C 3J7,10-19,Chinese
96388,FALSE,-,-,-,Long Dragon Restaurant,XUANG,JIAN XIN,$$,Chinese,(902) 869-8888,963 Sackville Dr,Middle Sackville,NS,B4E 1S2,1-4,Unknown
96389,FALSE,-,-,-,Szeto's Wok,SZETO,JOHNNY,$,Chinese,(902) 667-7176,57 West Pleasant St,Amherst,NS,B4H 1E7,5-9,Chinese
96390,FALSE,-,-,-,Woo's Kitchen,WOO,BILL,null,Chinese,(902) 667-8888,26 Albion St S,Amherst,NS,B4H 2W3,1-4,Korean
,TRUE,9006 Commercial St,-,-,Double Dragon Restaurant,MEI,PAUL,null,Chinese,(902) 681-2263,9006 Commercial St,New Minas,NS,B4N 3E2,10-19,Chinese
96391,FALSE,-,-,-,Kao Resturant,,,null,Chinese,(),8974-9026 Evangeline Trail,New Minas,NS,B4N 3E3,,
96392,FALSE,-,-,-,Maple Spice Lounge,,,null,Cajun Seafood,(902) 680-6914,9116 Commercial Street,New Minas,NS,B4N 3E5,,
96393,FALSE,-,-,-,Soon Han's Sushi,HAN,GEONSOON,$$,Japanese,(902) 681-2011,9323 Commercial Street,New Minas,NS,B4N 3G2,1-4,Chinese
96394,FALSE,-,-,-,Sushi Fang,JIANG,LEO,$$,Japanese,(902) 681-0709,7 Kentucky Crt,New Minas,NS,B4N 4N1,10-19,Chinese
,TRUE,112 Front St,-,-,Front Street Cafe,HAWBOLDT,ANGELIA,$$,Chinese,(902) 542-4097,112 Front St,Wolfville,NS,B4P 1A4,5-9,Unknown
,TRUE,112 Front St,-,-,Li's Wok & Grill,,,$$,Chinese,(902) 542-4097,112 Front St,Wolfville,NS,B4P 1A4,5-9,Unknown
96395,FALSE,-,-,-,Kai Wing,HUN,JIM,$$,Chinese,(902) 679-6599,7299 Highway 1,Coldbrook,NS,B4R 1B9,10-19,Unknown
96396,FALSE,-,-,-,Ko's,KO,RAYMOND,$$,Chinese,(902) 543-6080,434 King St,Bridgewater,NS,B4V 1A9,10-19,Chinese
96397,FALSE,-,-,-,Egg Roll King,WONG,KENNY,$$,Chinese,(902) 543-6696,215 Dominion Street,Bridgewater,NS,B4V 2G8,5-9,Chinese
96398,FALSE,-,-,-,Magic Wok,LAI,ERIC,$,Chinese,(902) 543-0920,421 Lahave St Mall,Bridgewater,NS,B4V 3A2,1-4,Chinese
,TRUE,280 Main St,-,-,New Century Restaurant,ZHU,WILSON,$$,Chinese,(902) 742-9288,280 Main St,Yarmouth,NS,B5A 1C9,5-9,Chinese
96399,FALSE,-,-,-,Honey BeeÆs,LAWRENCE,TROY,null,Japanese,(902) 748-0952,409 Highway 1,Dayton,NS,B5A 5A2,10-19,English
,TRUE,825 Reeves St,(902) 625-7000,-,China King Family Restaurant,NG,BEN,null,Chinese,(902) 625-7000,825 Reeves St,Port Hawkesbury,NS,B9A 2S4,5-9,Chinese
96400,FALSE,-,-,-,Royal Garden Chinese Restaurant,NG,DANNY,null,Chinese,(902) 566-3288,1725 Meadow Bank Road,Cornwall,PE,C0A 1H0,10-19,Chinese
96401,FALSE,-,-,-,BoardWok Restaurant,,,$$,Chinese,(902) 963-3800,9110 Road,Cavendish,PE,C0A 1M0,,
,TRUE,51 Grafton St,-,-,DJ WOK,,,null,Chinese,(902) 370-8281,51 Grafton St,Charlottetown,PE,C1A 1K8,,
,TRUE,51 Grafton St,-,-,Golden Wok Restaurant,,,null,Chinese,(902) 892-0609,51 Grafton St,Charlottetown,PE,C1A 1K8,,
96402,FALSE,-,-,-,Hojo's Japanese Cuisine,,,null,Japanese,(902) 367-5272,119 Kent St Suite 290,Charlottetown,PE,C1A 1N3,,
96403,FALSE,-,-,-,Mad Wok,GUO,NIGUO,null,Cajun Seafood,(902) 620-6666,43 Queen Street,Charlottetown,PE,C1A 4A4,5-9,Chinese
,TRUE,73 Queen St,-,-,Canton Cafe,WONG,SANTEE,$$,Chinese,(902) 892-2527,73 Queen St,Charlottetown,PE,C1A 4A8,10-19,Chinese
96404,FALSE,-,-,-,Ta Ke Sushi,JEONG,SODAM,$$,Japanese,(902) 370-3773,92 Queen St,Charlottetown,PE,C1A 4B1,5-9,Korean
,TRUE,96 Queen St,-,-,China Garden,LEI,JOHN,$$,Chinese,(902) 566-3222,96 Queen St,Charlottetown,PE,C1A 4B1,10-19,Chinese
96405,FALSE,-,-,-,Mr Sushi Inc.,,,$$$,Japanese,(902) 892-9395,32 University Avenue,Charlottetown,PE,C1A 4K6,,
,TRUE,188 Great George St,-,-,The Noodle House,CHOW,WAIMAN,$$,Chinese,(902) 628-6633,188 Great George St,Charlottetown,PE,C1A 4L3,1-4,Chinese
,TRUE,186 Prince St,-,-,Splendid Essence,LU,KEHJOW,$$,Chinese,(902) 566-4991,186 Prince St,Charlottetown,PE,C1A 4R9,1-4,Chinese
96406,FALSE,-,-,-,Silver Streams Restaurant,,,$$,Chinese,(902) 628-8338,7 St. Peters Rd,Charlottetown,PE,C1A 5N1,,
96407,FALSE,-,-,-,Bamboo Garden Restaurant,,,$$,Chinese,(902) 892-8818,25 Hopeton Rd,Stratford,PE,C1B 1T6,,
,TRUE,660 University Ave,-,-,China King Buffet Restaurant,,,$$,Chinese,(902) 367-3888,660 University Ave,Charlottetown,PE,C1E 1E3,,
96408,FALSE,-,-,-,Kings  BBQ & Chinese Food,ZENG,ANNA,$$,Chinese,(902) 370-3868,92 Capital Drive,Charlottetown,PE,C1E 2E3,1-4,Chinese
,TRUE,265 Water St,-,-,China Star Restaurant,SHAM,MARIO,$,Chinese,(902) 888-3228,265 Water St,Summerside,PE,C1N 1B5,5-9,Chinese
96409,FALSE,-,-,-,Yumi Sushi,,,null,Japanese,(902) 888-2299,271 Water Street,Summerside,PE,C1N 1B5,,Unknown
96410,FALSE,-,-,-,Mai Asian Restaurant,,,null,Cajun Seafood,(506) 388-7501,40 Champlain St,Dieppe,NB,E1A 1N3,5-9,Unknown
96411,FALSE,-,-,-,Sugar Roll Japanese Cuisine - sushi & roll house,CHAE,KWANGYOUNG,null,Japanese,(506) 386-7655,299 Champlain St,Dieppe,NB,E1A 1P2,10-19,Chinese
96412,FALSE,-,-,-,Won Wong Restaurant,QIN,RONG,null,Chinese,(506) 855-3333,332 rue Champlain,Dieppe,NB,E1A 1P3,5-9,Chinese
,TRUE,436 Elmwood Dr,-,-,Tran's Place Restaurant,LAM,THAI,$$,Chinese,(506) 856-9200,436 Elmwood Dr,Moncton,NB,E1A 2X1,1-4,Vietnamese
96413,FALSE,-,-,-,Teriyaki Experience,YOUN,GYEYOUNG,null,Japanese,(506) 855-4476,477 Paul St,Dieppe,NB,E1A 4X5,5-9,Korean
96414,FALSE,-,-,-,Nippon Sushi,KIM,JUHONG,null,Japanese,(506) 204-4900,"1155 Shediac Road, Suite 103",Moncton,NB,E1A 5L1,5-9,Korean
,TRUE,1120 Findlay Blvd,-,-,Sushi Sapporo,KIM,JOHN,null,Japanese,(506) 383-2112,1120 Findlay Blvd,Riverview,NB,E1B 0J6,5-9,Korean
,TRUE,342 Coverdale Rd,-,-,Near East Chinese Market & Restaurant,,,$$,Chinese,(506) 204-8888,342 Coverdale Rd,Riverview,NB,E1B 3J4,5-9,Unknown
96415,FALSE,-,-,-,Silvery Moon Golden Chopsticks,LIU,PAUL,null,Chinese,(506) 387-4700,698 Coverdale Rd,Riverview,NB,E1B 3K6,5-9,Chinese
96416,FALSE,-,-,-,Little Saigon,,,null,Cajun Seafood,(506) 360-0306,120 Westmorland St,Moncton,NB,E1C 0R9,,
96417,FALSE,-,-,-,Osaka Hibachi,,,$$,Japanese,(506) 853-8855,599 Main Street,Moncton,NB,E1C 1C8,5-9,Unknown
,TRUE,687 Main St,-,-,Japan Go!,,,$$,Japanese,(506) 854-3600,687 Main St,Moncton,NB,E1C 1E3,5-9,Unknown
,TRUE,720 Main St,-,-,Pink Sushi,KIM,LAUREN,$$,Japanese,(506) 389-3338,720 Main St,Moncton,NB,E1C 1E4,5-9,Korean
,TRUE,823 Main St,-,-,Tokai,KIM,CHRISTINE,$$,Japanese,(506) 830-8857,823 Main St,Moncton,NB,E1C 1G1,5-9,Korean
96418,FALSE,-,-,-,JoJo Restaurant,ZHANG,WILLIAM,null,Chinese,(506) 858-5288,881 Main St,Moncton,NB,E1C 1G5,1-4,Chinese
96419,FALSE,-,-,-,Dolma 2nd Floor,,,$$$,Japanese,(506) 852-3773,251 St George St Dolma,Moncton,NB,E1C 1W2,,
,TRUE,775 Mountain Rd,-,-,Rice Bowl Take Out,CHAN,KAM FOUNG,null,Chinese,(506) 854-7498,775 Mountain Rd,Moncton,NB,E1C 2R3,1-4,Chinese
,TRUE,939 Mountain Rd,-,-,Maple Leaf Queens Buffet,,,null,Chinese,(506) 204-8880,939 Mountain Rd,Moncton,NB,E1C 2S4,,
,TRUE,951 Mountain Rd,-,-,House Of Lam,LAM,ZOUE,$$,Chinese,(506) 384-1101,951 Mountain Rd,Moncton,NB,E1C 2S4,10-19,Vietnamese
,TRUE,979 Mountain Rd,-,-,Sun Sun Take Out Restaurant,HUM,CHRISTINA,null,Chinese,(506) 858-1188,979 Mountain Rd,Moncton,NB,E1C 2S5,10-19,Chinese
96420,FALSE,-,-,-,Mini Asian Noodle,NGUYEN,HUONG,null,Chinese,(506) 384-0808,1215 Mountain Rd,Moncton,NB,E1C 2T4,1-4,Vietnamese
96421,FALSE,-,-,-,Asa Sushi,,,$$,Japanese,(506) 382-2200,1224 Mountain Road,Moncton,NB,E1C 2T4,5-9,Unknown
96422,FALSE,-,-,-,Lucydia's Thai Kitchen,,,null,Chinese,(506) 830-9157,1582 Mountain Rd,Moncton,NB,E1G 1A4,,
,TRUE,32 Cunard St,-,-,Cunard Restaurant,LI,KENNY,$$,Chinese,(506) 773-7107,32 Cunard St,Miramichi,NB,E1N 2T2,10-19,Chinese
,TRUE,224 Pleasant St,-,-,Tran's Palace Restaurant,TRAN,WINNIE,$,Chinese,(506) 622-0653,224 Pleasant St,Miramichi,NB,E1V 1Y5,5-9,Vietnamese
,TRUE,2368 King George Hwy,-,-,Rice King,PAAN,MINH,null,Chinese,(506) 622-2323,2368 King George Hwy,Miramichi,NB,E1V 6V9,1-4,Vietnamese
96423,FALSE,-,-,-,Restaurant L'Oriental,,,null,Chinese,(506) 726-9000,370 West Saint Peter Boulevard,Caraquet,NB,E1W 1A3,,
96424,FALSE,-,-,-,Mitchan Sushi,TAKATSUKA,MICHIKO,null,Japanese,(506) 726-1103,114 boul St-Pierre O,Caraquet,NB,E1W 1B6,10-19,Japanese
96425,FALSE,-,-,-,Chinese Great Wall Dining Room,WU,MICHAEL,$$,Chinese,(506) 395-6369,3552 Principale Street,Tracadie-Sheila,NB,E1X 1C9,5-9,Chinese
,FALSE,-,-,-,House Of Lee,LEE,TOMMY,$$,Chinese,(506) 548-3019,315 Main St,Bathurst,NB,E2A 1B1,10-19,English
96426,FALSE,-,-,-,Mai's Restaurant,DO,HUNG,null,Chinese,(506) 546-9885,951 St. Peter Ave,Bathurst,NB,E2A 2Z3,5-9,Chinese
96427,FALSE,-,-,-,Boaz,LEE,JIN W,$$,Japanese,(506) 847-4488,126 Hampton Road,Rothesay,NB,E2E 2N6,5-9,English
96428,FALSE,-,-,-,Orient Express,,,null,Chinese,(506) 847-2288,93 Hampton Rd,Rothesay,NB,E2E 2P5,,
96429,FALSE,-,-,-,China Wok,,,null,Chinese,(506) 849-1288,170 Hampton Road,Quispamsis,NB,E2E 4Y7,,
96430,FALSE,-,-,-,Golden Fry Chinese,,,null,Chinese,(506) 216-3838,61 Marr Rd Unit 3,Rothesay,NB,E2E 5Y8,5-9,Unknown
,TRUE,81 Golden Grove Rd,-,-,Golden Wok,WONG,CYNTHIA,$$,Chinese,(506) 674-1001,81 Golden Grove Rd,Saint John,NB,E2H 1W6,5-9,Chinese
96431,FALSE,-,-,-,Wok Box,,,$$,Cajun Seafood,(506) 696-6633,15 Depot Crt,Saint John,NB,E2J 0C2,,
,TRUE,225 Bayside Dr,-,-,Linn Chau Restaurant,CHAU,PHAN,null,Chinese,(506) 633-1670,225 Bayside Dr,Saint John,NB,E2J 1A5,1-4,Vietnamese
96432,FALSE,-,-,-,Bamboo East Restaurant,LIN,MIN,$$,Chinese,(506) 634-1661,8 Adelaide St,Saint John,NB,E2K 1W2,5-9,Korean
96433,FALSE,-,-,-,Mimimi,,,null,Chinese,(506) 631-8062,1-725 Millidge Ave,Saint John,NB,E2K 2N7,,
,TRUE,38 King St,-,-,Ta-Ke Sushi,,,$$,Japanese,(506) 640-3773,38 King St,Saint John,NB,E2L 1G3,5-9,Unknown
96434,FALSE,-,-,-,Ami Tea,,,null,Chinese,(506) 631-9999,73 King St,Saint John,NB,E2L 1G5,,
,TRUE,24 Coburg St,-,24 Coburg St,Asia's Best Cuisine,,,$$,Chinese,(506) 693-1497,24 Coburg St,Saint John,NB,E2L 3J5,,
,TRUE,13 Waterloo St,(506) 632-4000,-,Sense of Tokyo,,,$$,Japanese,(506) 632-4000,13 Waterloo St,Saint John,NB,E2L 3P5,5-9,Unknown
96435,FALSE,-,-,-,Pink Sushi,,,null,Japanese,(506) 631-1110,39 King Street,Saint John,NB,E2L 4W3,,
96436,FALSE,-,-,-,China Coast Restaurant,TIAN,HEIDI,null,Chinese,(506) 635-1774,9 Main St W,Saint John,NB,E2M 3M9,1-4,Chinese
96437,FALSE,-,-,-,Sampan,NIAN,YONG,$$,Chinese,(506) 672-9050,638 Manawagonish Rd Lancaster Plaza,Saint John,NB,E2M 3W5,5-9,Chinese
96438,FALSE,-,-,-,China Kitchen,,,null,Chinese,(506) 635-1255,800 Fairville Blvd,Saint John,NB,E2M 5T4,,
96439,FALSE,-,-,-,Boaz,,,null,Cajun Seafood,(506) 635-2259,200 Bridge Rd,Saint John,NB,E2M 7Y9,,
96440,FALSE,-,-,-,Haru Japanese Fusion,KIM,CHARLES,null,Japanese,(506) 357-0020,70 Miramichi Rd,Oromocto,NB,E2V 1S2,5-9,Korean
,FALSE,-,-,-,Diamond House Restaurant,YANG,VANESSA,$$,Chinese,(506) 357-8811,261 Restigouche Rd,Oromocto,NB,E2V 2H1,5-9,Chinese
96441,FALSE,-,-,-,Morning Calm,,,$$,Japanese,(506) 446-6800,282 Restigouche Rd,Oromocto,NB,E2V 2H5,,
,FALSE,-,-,-,Lee's Garden,LEE,PENG,$$,Chinese,(506) 357-8822,298 Restigouche Rd,Oromocto,NB,E2V 2H5,5-9,Chinese
,TRUE,41 Main St,-,-,Sun Prince Restaurant,KO,JINHEE,null,Chinese,(506) 458-8238,41 Main St,Fredericton,NB,E3A 1B9,5-9,Korean
96442,FALSE,-,-,-,777 Chinese Restaurant & Buffet,,,$$,Chinese,(506) 455-2111,86-88 Main Street,Fredericton,NB,E3A 1C2,,
96443,FALSE,-,-,-,Koto,ZHENG,JAMES,$$,Chinese,(506) 206-2100,90 Main St,Fredericton,NB,E3A 1C5,5-9,Chinese
,TRUE,-,(506) 451-6252,-,Chong's Place,,,null,Chinese,(506) 451-6252,435 Brookside Dr Unit 70,Fredericton,NB,E3A 8V4,5-9,Unknown
96444,FALSE,-,-,-,Oriental Pearl Restaurant,,,$$,Chinese,(506) 206-8866,440 Kimble Drive,Fredericton,NB,E3B 0K5,5-9,Unknown
96445,FALSE,-,-,-,J Asian Kitchen,,,null,Cajun Seafood,(506) 206-8588,366 Queen St,Fredericton,NB,E3B 1B2,,
,TRUE,536 Queen St,-,-,Naru Sushi,,,$$,Japanese,(506) 474-0020,536 Queen St,Fredericton,NB,E3B 1B9,,
,TRUE,536 Queen St,-,-,Naru Japanese Cuisine,SONG,JASON,null,Japanese,(),536 Queen St,Fredericton,NB,E3B 1B9,10-19,Chinese
96446,FALSE,-,-,-,Park's Noodle & Sushi,,,$$,Japanese,(506) 450-4907,602 Queen St,Fredericton,NB,E3B 1C2,,
96447,FALSE,-,-,-,Bulgogi,,,$$,Japanese,(506) 451-3663,459 King St,Fredericton,NB,E3B 1E5,,
,TRUE,621 King St,-,-,A Bite of Beijing,,,null,Chinese,(506) 206-1205,621 King St,Fredericton,NB,E3B 1E9,,
,TRUE,253 Woodstock Rd,-,-,Diplomat Restaurant,KILEEL JR,DAVID,$$,Chinese,(506) 454-2400,253 Woodstock Rd,Fredericton,NB,E3B 2H8,50-99,Unknown
96448,FALSE,-,-,-,Tomotachi,PARK,KIM,null,Japanese,(506) 206-7080,1168 Smythe St,Fredericton,NB,E3B 3H5,5-9,Korean
,TRUE,74 Regent St,-,-,Longer Restaurant,,,null,Chinese,(506) 454-2177,74 Regent St,Fredericton,NB,E3B 3W4,,
96449,FALSE,-,-,-,Tokyo Ramen,,,null,Japanese,(506) 206-9000,502 Forest Hill Rd,Fredericton,NB,E3B 4K4,,
96450,FALSE,-,-,-,Thai Manao,,,$$,Chinese,(506) 459-8818,10 Trinity Drive,Fredericton,NB,E3C 0B8,,
,TRUE,43 Milltown Blvd,-,-,Golden Chinese Restaurant,SITU,ANDY,null,Chinese,(506) 467-9295,43 Milltown Blvd,St Stephen,NB,E3L 1G4,5-9,Chinese
,TRUE,65 Water St,-,-,Chez Kim Restaurant,,,$$,Chinese,(506) 753-5203,65 Water St,Campbellton,NB,E3N 1A9,5-9,Unknown
96451,FALSE,-,-,-,Yuzu sushi,,,null,Japanese,(506) 759-9898,81B Roseberry Street,Campbellton,NB,E3N 5B8,,
96452,FALSE,-,-,-,Sushi World Restaurant,GAGNE,AUDREY,$$,Japanese,(506) 353-1010,55 chemin Canada,Edmundston,NB,E3V 1V1,5-9,French
96453,FALSE,-,-,-,Tam's Chinese Food,TAM,SHEWMOON,null,Chinese,(506) 735-3349,261 Victoria St,Edmundston,NB,E3V 2J4,5-9,"Khmer (Kampuchean, Cambodian)"
96454,FALSE,-,-,-,Maple Leaf Queen's Buffet,XU,RICKY,$$,Chinese,(506) 735-3888,180 boul Hebert,Edmundston,NB,E3V 2S7,20-49,Chinese
96455,FALSE,-,-,-,Chinese Village Restaurant,,,null,Chinese,(506) 473-1884,238 ch Madawaska,Grand Falls,NB,E3Y 1A4,,
96456,FALSE,-,-,-,Kwans Chinese Rastauraunt,YE,CANBIN,$$,Chinese,(506) 433-2332,3 Winter St,Sussex,NB,E4E 2H9,1-4,Chinese
,TRUE,612 Main St,-,-,Sushi Jo,,,null,Japanese,(506) 432-1444,612 Main St,Sussex,NB,E4E 7H8,5-9,Unknown
96457,FALSE,-,-,-,China Place,VAN,TU TU,$$$,Chinese,(506) 758-2885,278 Rte la Vallee,Memramcook,NB,E4K 3E3,10-19,Vietnamese
96458,FALSE,-,-,-,Songs Chopsticks,SONG,YE,$$,Japanese,(506) 536-1450,12 Bridge St,Sackville,NB,E4L 3N5,5-9,Chinese
96459,FALSE,-,-,-,Holan Kitchen,,,null,Chinese,(506) 536-2211,170A Main St,Sackville,NB,E4L 4B4,,
,TRUE,519 Main St,-,-,Vinh's Wok Restaurant,,,null,Chinese,(506) 532-1313,519 Main St,Shediac,NB,E4P 2C4,5-9,Blank
96460,FALSE,-,-,-,Pinksushi and Grill Bar,,,null,Japanese,(506) 532-2225,406 Main St,Shediac,NB,E4P 2G1,,
,TRUE,486 Rue Principale,-,-,Chez Raymond,,,null,Chinese,(506) 776-9000,486 rue Principale,Neguac,NB,E9G 1N1,,
96461,FALSE,-,-,-,Asian Bistro,CHAOENG,BUNTHA,$$,Cajun Seafood,(613) 764-2999,646 Principale Street,Casselman,ON,K0A 1M0,1-4,Unknown
96462,FALSE,-,-,-,Dong Seng,,,$$,Chinese,(613) 443-3426,5 Saint Marie Street,Embrun,ON,K0A 1W0,,
,TRUE,126 Ottawa St,-,-,New Bun Key,,,$$,Chinese,(613) 443-2865,126 Ottawa St,Limoges,ON,K0A 2M0,,
96463,FALSE,-,-,-,Chinhon Restaurant,XIONG,JINGYU,null,Chinese,(613) 838-5555,6179 Perth Street,Ottawa,ON,K0A 2Z0,1-4,Chinese
96464,FALSE,-,-,-,Peacock Restaurant,YEE,ANNA,null,Chinese,(613) 924-9189,32 Main Street E,Athens,ON,K0E 1B0,1-4,Chinese
,TRUE,-,(613) 925-2532,-,Wok House,JIN,GEORGE,$$,Chinese,(613) 925-2532,238 King Street W,Prescott,ON,K0E 1T0,5-9,Chinese
96465,FALSE,-,-,-,Dragon Garden,,,$$,Chinese,(613) 925-4981,354 King Street W,Prescott,ON,K0E 1T0,1-4,Unknown
96466,FALSE,-,-,-,Five Star,,,null,Chinese,(613) 258-6026,2600 County Rd 43,Kemptville,ON,K0G 1J0,,
96467,FALSE,-,-,-,Golden Dragon Restaurant,IP,LILY,null,Chinese,(613) 584-2006,33301 Highway 17 East,Deep River,ON,K0J 1P0,5-9,Chinese
96468,FALSE,-,-,-,Golden Lake Chinese Restaurant,TSUI,TOMMY,$$,Chinese,(613) 625-2366,13278 Highway 60,Golden Lake,ON,K0J 1X0,5-9,Chinese
96469,FALSE,-,-,-,Riverside Restaurant,,,null,Chinese,(613) 398-8818,137 South Trent Street,Frankford,ON,K0K 2C0,1-4,Unknown
96470,FALSE,-,-,-,Sunny Side Up,,,null,Japanese,(613) 473-0765,231 Durham Street S,Madoc,ON,K0K 2K0,,
96471,FALSE,-,-,-,Golden Inn Restaurant,LANG,SONNY,null,Chinese,(613) 476-7056,155 Main Street,Picton,ON,K0K 2T0,1-4,Hungarian
96472,FALSE,-,-,-,The Marans Dinebar,,,null,Cajun Seafood,(613) 920-1195,165 Main Street,Picton,ON,K0K 2T0,,Unknown
96473,FALSE,-,-,-,The Island Family Restaurant,RIGOS,MIKE,null,Chinese,(613) 476-6986,70 Main Street,Picton,ON,K0K 2T0,5-9,Greek
96474,FALSE,-,-,-,Koenji Whisky Bar,,,null,Japanese,(613) 399-2329,287 Main Street,Wellington,ON,K0K 3L0,,
96475,FALSE,-,-,-,Idle Wild PEC,,,null,Japanese,(613) 399-3334,305 Main Street,Wellington,ON,K0K 3L0,,
96476,FALSE,-,-,-,Pine Yard Restaurant,HUANJIE,LIN,null,Chinese,(613) 332-8048,101 Hastings N,Bancroft,ON,K0L 1C0,1-4,Chinese
96477,FALSE,-,-,-,Cody Inn,,,$$,Chinese,(705) 657-8812,1953 Lakehurst Road,Buckhorn,ON,K0L 1J0,,
96478,FALSE,-,-,-,Ming Star Restaurant Chinese Buffet,FUDGE,ROBERT,$$,Chinese,(705) 653-5500,23 Front Street North,Campbellford,ON,K0L 1L0,5-9,English
96479,FALSE,-,-,-,Jiang's Restaurant,JIANG,XITANG,null,Chinese,(705) 696-1288,25 East Front Street,Hastings,ON,K0L 1Y0,1-4,Chinese
96480,FALSE,-,-,-,Ming Ming Restaurant,MING,MIKE,$$,Chinese,(705) 639-5311,4253 Hwy 7,Norwood,ON,K0L 2V0,1-4,Chinese
96481,FALSE,-,-,-,Lakeside Chinese Cuisine,,,$$,Chinese,(705) 738-6886,44 Bolton Street,Bobcaygeon,ON,K0M 1A0,,
96482,FALSE,-,-,-,Win Yeung Chinese Restaurant,TSANG,ALVY,$$,Chinese,(705) 457-9649,37 Maple Avenue,Haliburton,ON,K0M 1S0,5-9,Chinese
96483,FALSE,-,-,-,Kinvale Restaurant,LIN,DU GEN,null,Chinese,(705) 488-2683,4079 County Rd 121,Kinmount,ON,K0M 2A0,1-4,Chinese
96484,FALSE,-,-,-,Marks Restaurant,LEE,WILSON,null,Chinese,(705) 286-1818,12626 35 Highway,Minden,ON,K0M 2K0,5-9,English
,TRUE,1910 Innes Rd,-,-,Sushi Kan,XIE,JIMMY,$$,Japanese,(613) 746-8900,1910 Innes Rd,Ottawa,ON,K1B 3K5,10-19,Chinese
96485,FALSE,-,-,-,Golden Bowl Restaurant,HA,SAM,null,Chinese,(613) 744-2865,1598 Cyrville Rd,Gloucester,ON,K1B 3L8,5-9,Chinese
96486,FALSE,-,-,-,Jumbo Restaurant,ZHAO,SIMON,null,Chinese,(613) 837-3650,2672B Innes Rd,Gloucester,ON,K1B 4Z5,1-4,Chinese
96487,FALSE,-,-,-,Sushi29,,,null,Japanese,(613) 800-1098,"2662 Innes Road, Unit A",Ottawa,ON,K1B 4Z5,,
96488,FALSE,-,-,-,Just Wok,,,$$,Chinese,(613) 858-1111,2138 St. Joseph Blvd,Ottawa,ON,K1C 1E6,5-9,Unknown
