UID,FT/PT,Q4'21,Q1'22,Q2'22,Q3'22,Q4'22,Q1'23,Q2'23,Q3'23,Q4'23,Q1'24,Q2'24,Q3'24,Q4'24
R81555,FT,"37,845","33,950","40,722","34,420","30,906","34,199","36,934","37,506","34,578","36,488","35,323","1,526",0
R81556,PT,"16,591","15,719","12,597","12,981","13,445","11,126","13,861","2,400","13,689","15,295","12,709","13,916","14,536"
R81557,PT,"22,690","20,689","18,462","20,331","18,475","20,335","17,052","18,366","18,736","18,564","4,724","10,695","2,400"
R81558,FT,"16,928","14,721","12,927","12,402","12,864","12,718","11,396","13,179","14,496","10,792","12,926","8,782","11,648"
R81559,FT,"25,093","19,693","18,155","19,695","20,580","20,182","20,281","18,058","15,989","17,254","16,628","18,576","18,194"
R81561,FT,"35,734","25,753","26,499","25,978","27,092","23,870","27,970","27,069","27,250","24,052","26,337","25,051","25,134"
R81562,FT,"31,214","33,425","31,182","28,272","26,478","34,757","33,950","37,876","36,407","42,463","37,629","37,114","32,724"
R81565,FT,"21,897","26,116","24,177",0,0,0,0,0,0,0,"18,003","17,329","17,326"
R81566,FT,"16,284","16,309","13,551","15,606","14,753","14,162","12,501","13,872","15,001","14,497","15,519","12,132","12,101"
R81567,PT,"22,511","20,654","20,946","20,879","18,655","2,400","13,004","13,088","11,043","10,963","10,579","12,278",648
R81568,FT,"15,551","14,827","12,223","11,930","11,616","11,101","10,499","10,767","11,736","10,269","16,084",648,648
R81569,FT,"17,708","32,802","27,615","28,320","28,271","27,810","28,256","26,577","23,701","26,681","25,934","18,037","14,828"
R81573,FT,"24,117","18,029","15,600","18,121","17,448","16,990","17,861","17,661","29,404","19,399","17,654","15,975","16,688"
R81575,FT,"39,244","42,054","39,882","40,687","36,744","40,893","41,968","46,781","40,538","39,973","39,462","39,744","38,687"
R81578,FT,"14,002","9,155","9,500","9,424","10,541","9,617","10,156","10,934","14,493","9,375","10,440","10,571","10,790"
R81579,FT,"11,272","10,481","10,695","10,081","11,127","9,984","10,605","14,498","13,302","12,158","10,913","13,872","12,876"
R81581,PT,"21,453","26,920","9,977","22,131","21,317","23,432","2,520","22,205","20,222","23,153","2,520","12,729","21,715"
R81583,FT,"20,535","16,931","15,164","16,242","17,400","15,479","15,695","15,710","15,515","13,618","12,446","14,347","17,133"
R81585,FT,"21,074","29,016","25,573","25,388","21,101","25,768","25,465","22,731","21,695","25,230","27,835","21,945","21,597"
R81586,FT,"23,206","18,713","20,088","18,722","19,387","16,815","22,517","22,192","22,212","19,840","20,728","20,369","16,697"
R81587,FT,"7,092","12,024","9,864","8,013","6,885","7,328","23,656","21,150","20,981","20,816","20,180","18,927","19,802"
R81588,FT,"18,615","22,122","28,495","27,948","12,778","9,552","9,471","10,966","8,544","7,155","9,718","17,162","17,083"
R81589,FT,"49,333","45,389","44,982","42,870","50,010","44,727","46,852","49,394","58,272","45,433","41,651","43,635","47,568"
R81591,PT,"18,661","14,767","14,540","14,221","18,289","15,203","17,566","15,317","13,037","14,060","15,508","13,454","12,551"
R81592,FT,"52,778","46,437","40,875","35,551","37,264","34,053","38,686","31,392","29,612","28,335","24,947","24,814","35,666"
R81593,FT,"33,508","43,948","32,845","49,397","49,237","55,464",0,"48,697","47,115","56,823","57,365","54,791","51,471"
R81596,FT,"16,473","17,682","14,338","15,199","12,208","17,064","13,152","14,366","13,521","15,940","12,475","10,690","8,610"
R81597,FT,"25,930","31,046","28,161","27,483","24,407","30,549","32,023","32,148","25,557","30,888","28,968","30,883","25,972"
R81598,FT,"42,185","43,801","48,545","39,494","36,124","38,585","35,825","37,714","38,666","34,538","31,476","31,113","30,181"
R81599,FT,"30,025","29,038","31,091","34,356","34,922","34,179","36,941","39,027","38,001","35,359","34,837","38,340","32,208"
R81601,FT,"41,149","47,262","49,140","44,797","36,691","45,046","50,105","48,738","44,699","47,346","49,089","48,901","41,867"
R81602,FT,"37,260","51,526","50,714","52,952","52,439",0,0,0,0,0,0,0,0
R81605,FT,"27,844","27,602","28,895","27,918","30,224","29,276","29,466","29,993","31,344","27,554","25,042","24,512","27,438"
R81606,FT,"38,248","38,040","31,605","33,315","28,816","30,477","31,252","30,141","28,359","28,019","31,743","32,553","29,237"
R81607,FT,"8,016","12,342","7,332","10,896","8,430","8,197","7,838","13,267",873,0,0,0,0
R81611,FT,"23,643","19,077","22,128","19,217","17,407","21,561","23,597","21,587","20,045","17,450","20,748","19,714","17,315"
R81612,PT,"15,484","20,409","22,130","20,827","16,351","18,196","20,429","20,879","17,865","19,561","13,018","20,749","18,322"
R81615,FT,"45,942","32,087","31,934","32,026","38,509","33,380","30,820","32,951","52,986","32,218","33,705","35,154","39,324"
R81616,FT,"22,878","17,749","17,182","15,935","21,564","18,211","18,072","17,767","15,493","16,259","16,806","8,270","10,477"
R81617,FT,"30,761","24,298","23,542","27,058","24,967","23,708","24,312","25,852","25,884","23,930","23,571","14,731","21,824"
R81618,FT,0,0,0,0,"16,037","19,206","13,184","13,927","9,261",0,0,0,0
R81621,FT,"38,886","31,565","35,695","29,630","30,379","27,570","30,089","26,253","21,290","25,107","25,257","21,215","19,763"
R81622,FT,"14,930","17,711","18,992","17,400","14,708","20,627","20,850","22,070","17,724","21,180","19,417","20,835","18,802"
R81623,FT,"28,729","28,580","27,522","27,064","23,920","25,482","24,499","23,756","23,050","25,330","26,328","26,935","24,241"
R81625,FT,"14,567","12,108","13,148","12,767","12,144","11,372","11,717","12,974","15,776","15,145","12,639","11,795","13,942"
R81626,FT,"8,912","10,048","9,762","9,905","6,653","9,626","10,758","11,955","10,977","11,908","19,272","9,257","11,752"
R81627,FT,"27,750","23,361","23,171","22,478","25,582","21,508","20,161","22,711","20,392","21,812","21,878","22,169","26,842"
R81628,PT,"20,924","16,433","6,554","7,363","4,323","6,653","6,507","3,957","2,520","2,520",0,0,0
R81629,FT,"40,220","23,676","24,574","27,580","28,093","23,303","25,758","27,563","28,936","23,394","24,086","25,019","26,460"
R81631,PT,"12,407","7,173","7,595","7,011","6,132","6,036","2,400","2,400","2,400","2,400","2,400","2,400","2,400"
R81632,PT,"25,786","32,991","33,692","23,782","23,700","35,493","24,441","17,992","8,451","2,822","2,111","2,507","5,033"
R81633,FT,"35,260","38,718","37,318","29,583","33,383","28,598","24,474","24,285","23,700","25,509","19,741","17,406","11,643"
R81635,PT,"26,061","27,294","25,669","24,535","23,858","25,876","26,586","28,974","24,780","27,290","29,260","25,843","25,704"
R81636,FT,"59,320","48,094","47,696","50,611","59,502","49,085","50,000","48,459","60,070","48,231","48,190","51,963","55,095"
R81638,FT,"26,368","31,506","32,588","28,928","22,144","27,104","28,959","31,601","25,867","31,668","31,536","28,667","27,785"
R81639,FT,"14,790","11,894","11,499","10,608","12,134","12,134","11,009","11,427","11,480","13,033","13,258","12,713","13,253"
R81651,PT,"23,067","25,740","37,915","38,781","33,530","39,874","40,855","40,125","41,775","47,276","47,826","45,622","43,623"
R81652,FT,0,"11,776","9,894","13,018","10,991","12,528","12,843","14,557","16,360","15,366","14,343","15,122","15,191"
R81655,FT,"66,208","70,187","72,169","70,046","56,992","65,515","64,817","60,406","52,699","58,374","56,541","51,571","42,724"
R81656,FT,"40,341","30,008","30,340","26,997","32,883","24,320","25,383","26,310","25,291","25,675","28,513","25,169","25,318"
R81657,FT,"20,465","17,886","15,131","12,512","17,333","14,282","15,897","16,238","15,871","12,047",0,0,0
R81658,PT,"21,239","17,476","17,032","16,850","16,732","13,422","14,906","14,597","13,671","11,885","11,095","9,811","6,535"
R81659,FT,"26,218","30,505","25,747","26,739","24,075","27,016","25,136","25,715","24,204","26,830","26,100","26,986","24,883"
R81662,FT,"14,126","20,514","29,261","21,385","18,040","18,704",0,"18,962","27,478","20,781","22,555","19,903","19,272"
R81663,PT,"13,076","8,064","7,045","7,443","11,248","9,741","10,873","11,207","11,230","10,511","10,404","11,041","10,972"
R81665,FT,"21,136","24,591","22,765","23,385","32,895","36,229","37,973","44,173","40,018","40,930","38,067","39,216","33,772"
R81666,FT,"5,140","7,953","7,021","7,028","4,743","5,312","10,551","6,719","4,947","7,324","7,498","6,513","5,675"
R81668,FT,"58,389","66,681","66,939","66,531","61,415","52,761","49,559","51,284","46,009","52,043","55,221","54,849","61,914"
R81669,PT,"13,020","14,397","13,039","11,681","12,439","13,597","13,179","13,823","11,088","12,199","10,292",648,0
R81671,FT,"4,296","2,448","1,910","1,697","2,127","1,337","1,881","1,425","1,301","1,261",0,0,0
R81672,FT,"18,649","22,519","24,382","24,485","19,280","27,878","28,256","29,932","26,361","30,290","34,796","32,455","30,672"
R81673,FT,"21,134","22,188","19,842","21,035","18,507","18,660","17,758","19,673","17,639","15,905","15,403","14,994","14,903"
R81676,PT,"10,412","11,505","9,856","10,952","10,821","14,895","14,935","12,917","11,330","14,311","14,209","13,492","12,766"
R81677,FT,"27,221","33,691","32,115","31,396","29,135","29,501","27,818","28,363","25,669","29,936","31,186","27,226","30,043"
R81678,FT,"29,794","26,199","27,415","26,078","26,811","23,923","26,089","26,876","23,884","22,659","24,323","23,565","20,216"
R81679,FT,"11,356","8,380","10,398","7,553","7,496","8,931","8,182","6,841","8,237","8,462","6,738","7,276","6,274"
R81681,PT,"12,427","2,400","2,400",648,653,"12,707","17,587","9,289","7,503","13,751","14,229","10,714","9,378"
R81682,FT,"32,817","29,134","29,559","25,928",0,"12,949","23,783","14,645","17,111","14,005","23,311","13,885","21,084"
R81683,FT,"20,051","14,996","16,120","17,418","20,800","11,996","8,952","9,301","14,636","9,383","8,883","6,829","8,525"
R81685,FT,"28,110","24,375","23,875","23,734","23,636","23,639","27,338","26,484","28,496","29,139","28,233","25,665","22,386"
R81687,FT,"28,418","29,005","27,854","27,343","22,589","24,450","22,783","25,034","22,639","22,776","19,605","21,309","19,744"
R81689,FT,"39,732","34,732","39,750","36,252","43,486","33,987","37,918","34,788","36,279","35,554","35,515","34,437","32,764"
R81692,FT,"31,921","19,825",327,0,0,0,0,"16,569","16,399",0,0,0,0
R81693,PT,"2,400","2,400","2,400",648,653,0,653,653,211,653,600,"2,400",648
R81695,FT,"64,176","49,202","52,035","53,681","52,481","51,612","54,945","54,710","53,170","53,939","49,856","51,614","63,460"
R81696,FT,"24,719","21,126","21,190","22,455","22,359","19,413","20,660","21,356","26,822","23,684","19,863","21,826","24,320"
R81697,FT,"41,669","35,890","35,002","36,467","38,211","39,054","37,870","37,204","38,338","36,179","37,904","40,830","36,128"
R81698,PT,"22,276","35,458","34,692","7,797","28,229","10,848","8,905","10,400","9,003","11,153","9,395","2,400","14,547"
R81699,PT,"21,084","18,913","19,938","21,505","17,357","20,551","19,699","17,889",0,0,0,0,0
R81701,PT,653,773,"12,581","11,480",327,0,"10,024",0,0,0,0,648,0
R81702,FT,"51,076","49,451","44,540","41,685","41,409","43,673","42,204","39,185","31,133","31,009","14,366","15,524","13,093"
R81703,FT,"36,559","30,092","31,810","27,381","28,732","26,744","28,412","21,890","23,381","23,172","24,896","24,708","23,246"
R81705,FT,"12,890","13,598","14,681","14,818","12,532","14,968","12,913","14,324","11,050","11,893","11,948","10,973","9,668"
R81706,FT,"25,192","34,689","38,934","37,869","29,056","41,624","33,679","15,085","15,691","23,603","22,318","24,009","18,659"
R81707,FT,0,0,"57,128","54,173","59,892","59,354","55,956","64,749","64,225","60,133","64,214","55,299","63,662"
R81708,FT,"17,140","13,500","13,188","18,019","17,985","17,025","17,858","17,285","17,733","15,256","16,949","15,018","15,653"
R81709,PT,"33,196","1,329","31,450","34,738","29,906","30,631","29,990","31,892","29,272","29,787","28,929","28,032","28,771"
R81711,FT,"10,022","11,842","14,373","14,330","13,217","14,492","14,798","11,756","9,355","10,201","9,894","9,786","9,269"
R81712,PT,"44,475","35,277","39,009","40,009","41,948","19,952","19,199","21,718","19,381","18,151","18,663","25,309","12,739"
R81713,FT,"51,351","49,160","51,254","45,961","42,674","44,776","48,211","46,603","42,465","45,733","44,536","31,135",0
R81715,FT,"24,945","26,482","22,941","21,554","22,473","21,419","20,100","27,179","27,616","28,019","30,078","26,322","24,907"
R81716,FT,"25,855","20,737","16,941","13,010","14,674","10,079","8,755","7,000","7,949","11,526","9,613","8,530","5,590"
R81717,PT,"30,962","37,963","31,732","35,067","31,449","38,244","39,326","38,178","36,300","42,162","37,462","39,731","29,652"
R81718,FT,"7,173","17,357","18,509","17,956","15,393","16,123","18,460","19,290","19,451","18,383","18,820","18,650","17,164"
R81719,FT,773,"14,292","15,621","14,236","12,444","11,366","14,444","14,120","11,146","11,865","12,577","13,127","10,897"
R81721,FT,"21,887","20,935","22,875","21,938","21,022","24,923","25,759","25,900","21,533","23,459","24,719","24,265","22,724"
R81722,FT,"48,616","44,419","46,940","52,087","45,205","49,239","54,536","59,011","62,256","54,428","59,207","66,435","61,473"
R81726,FT,"20,325","15,202","14,790","15,723",773,240,773,773,773,"15,240","17,505","16,535","14,309"
R81727,FT,"19,684","13,699","12,924","13,011","15,124","11,725","15,155","14,497","15,375","13,137","13,020","12,211","15,907"
R81728,FT,"29,444","36,291","36,696","34,992","28,588","42,775","37,426","44,148","36,961","33,355","30,555","30,912","29,991"
R81732,PT,"25,473","24,759","27,134","21,118","17,645","17,227","13,444","10,343","13,617","8,527","1,295",648,924
R81733,FT,"35,769","28,374","29,531","26,956","27,968","25,192","23,616","27,071","27,900","25,917","25,575","27,244","29,544"
R81735,PT,"10,842","11,481","18,653","17,296","18,744","17,485","17,493","2,400","20,102","16,464","15,739","17,819","16,881"
R81736,FT,"13,722","12,588","13,407","16,015","18,962","18,212","20,781","19,734","18,020","18,352","20,264","19,724","18,385"
R81737,FT,"30,068","22,893","23,309","21,356","24,029","19,404","19,996","18,524","28,543","17,346","18,364","17,237","18,638"
R81738,FT,"22,862","20,799","19,058","18,211","12,804",0,0,0,0,0,0,0,0
R81739,FT,"16,596","17,506","20,510","19,111","16,276","20,119","19,448","21,410","24,920","23,267","21,812","19,369","21,020"
R81751,FT,"30,743","32,991","33,833","32,229","29,600","36,592","34,485","29,912","46,851","32,630","33,917","37,164","35,773"
R81753,PT,"74,635","56,305","60,554","58,753","63,594","52,723","53,486","57,973","55,129","50,652","47,920","59,827","60,069"
R81755,FT,"21,507","17,788","17,146","16,283","18,033","17,281","17,121","19,376","15,623","18,016","18,432","19,565","17,836"
R81756,FT,"19,735","24,922","25,398","22,970","21,239","22,698","21,210","23,954","23,912","22,028","22,530","22,296","21,704"
R81757,FT,"8,876","11,149","11,441","19,251","19,603","17,077","17,191","17,468","15,391","14,960","15,799","14,507","12,047"
R81758,FT,"42,081","32,065","30,523","34,506","36,487","33,664","33,746","33,158","34,672","33,920","30,706","35,036","38,764"
R81759,FT,"14,649","14,015","15,033","12,841","14,372","12,758","16,705","18,102","17,026","16,318","22,081","16,365","17,902"
R81761,FT,"23,192","19,302","18,003","17,399","19,279","18,160","16,875","17,820","17,456","17,348","19,475","18,782","18,394"
R81762,PT,"9,946","13,700","15,104","14,046","11,392","11,872","4,402","4,372","4,224","4,482",0,0,0
R81767,FT,"31,450","37,141","38,036","33,947","27,958","33,356","32,635","31,953","28,000","31,428","32,078","30,667","31,078"
R81768,FT,"29,288","25,746","11,166","15,954","25,679","23,991","25,029","31,544","24,853","20,752","22,619","20,095","21,266"
R81769,PT,"2,400","16,749","9,053","9,890","11,553","8,801","8,933",0,0,0,0,0,0
R81771,FT,"48,665","40,694","39,554","41,547","34,719","31,415","36,651","37,896","34,497","30,177","32,515","38,557","37,912"
R81772,PT,"16,584","15,922","14,464","8,901","12,387","12,849","6,834","2,730",0,0,0,0,0
R81775,FT,"26,001","18,677","20,190","24,764","29,372","23,737","22,620","22,941","23,930","22,612","21,550","24,800","22,379"
R81776,PT,"18,530","17,197","19,143","15,580","18,012","12,965","11,626","5,575","6,567","6,669","5,456","6,895","14,341"
R81777,FT,"13,859","14,030","12,099","11,273","10,806","11,864","13,479","11,813","10,273","9,881","10,559","9,618","10,954"
R81778,FT,"22,639","17,295","14,733","15,071","20,447","16,722","15,708","16,337","17,669","15,415","15,858","14,313","16,114"
R81779,PT,"43,284","41,136","48,061","30,715","39,421","36,828","30,332","27,752","36,386","37,604","38,526","32,397","28,795"
R81781,PT,"35,503","28,370","28,897","28,937","36,740","28,051","30,564","32,197","29,205","27,179","28,560","26,313","33,792"
R81783,FT,"58,554","46,376","43,585","42,190","53,467","45,714","44,127","47,992","61,071","47,464","48,340","51,468","56,472"
R81786,FT,"49,368","67,942","62,029","67,024","52,455","65,388","64,883","69,496","61,651","69,975","70,391","69,380","70,455"
R81787,FT,"68,772","48,760","46,631","46,644","57,837","44,259","41,749","41,599","62,996","39,422","41,814","39,798","44,753"
