Date,Extension Channel,Channel Collected,Campaign Sent,Campaign_by_Month,Campaign_Tags,Extension Number,Phone,Lead Status,Rejected Reason,Unqualified Reason,SDR,Owner Name,Restaurant Name,Restaurant Number,Cuisine Type,"Pickup/
Delivery",State,前台情况,SF Link
2024-01-22,-,-DM,Mkt_DM_Snowflake_2024JanV1,January,jan_brizo_us,,,Inbound Qualified,NA,NA,Sean,,NA,,美式中餐,NA,芝加哥,"老板名字：Jenny  粤语
联系方式：3124152555
回拨时间：ASAP 芝加哥
餐类型    ：美式中餐
电话订单：-
前台情况：-
送餐情况：有请师傅送 ，第三方 doordash ubereat
客户来源：inbound
促销活动: DM - 免费试用
Notes (痛点等）：老板娘说粤语，想了送餐和接电话怎么收费 介绍费用7%-8%+ 想知道准确价格，和我们最新优惠情况",https://wondersco.lightning.force.com/lightning/r/Lead/00Q8b00001xKJIzEAO/view
2024-01-19,-,DM,Mkt_DM_Snowflake_2024JanV1,January,jan_brizo_us,,,Inbound Qualified,NA,NA,Yannie,,LUCKY EXPRESS,,美式中餐,Pickup,MD,"老板名字：Jenny
联系方式：4438958886 (MD)
回拨时间：ASAP
餐类型：美式中餐
电话订单：不清楚
前台情况：自己接
送餐情况：doordash,ubereat
客户来源：Inbound
促销活动：30 Days Free Trial -VP+DE
Notes (痛点等）：老板娘说收到广告想了解VP+DE的服务，目前前台自己接，一时自己也有帮忙送餐，忙的时候都接不及电话电话线都拔掉了，营业时间是周三-周日(6pm-1.30am)，通常10pm-1pm比较忙，想知道我们接电话的时间是到几点，老板娘说想电话和送餐让我们做，自己做忙不过来，会很累，想了解收费。",https://wondersco.lightning.force.com/lightning/r/Lead/00Q8b00001xKCWYEA4/view
2024-01-19,-,DM,Mkt_DM_Snowflake_2024JanV1,January,jan_brizo_us,,,Inbound Qualified,NA,NA,Sean,,HALTOM CHINESE RESTAURANT,,美式中餐,Pickup,德州,"老板名字：winson
联系方式：6822391150
回拨时间：ASAP 德州
餐类型    ：美式中餐
电话订单：70-80单
前台情况：有请一个人接 做了40年
送餐情况：第三方 - 没做 觉得贵 而且很多问题 餐不见 driver没来
客户来源：inbound
促销活动：DM - 机票 免费试用
Notes (痛点等）：老板是台湾人，也有朋友用着我们食客通。外送员退休了前几个月退休了所以就没做送餐 但是客人一直打来餐馆要求送餐 所以老板想了解我们DE服务 有简单介绍。老板想了解接电话和送餐的价格",https://wondersco.lightning.force.com/lightning/r/Lead/00Q8b00001xKIGjEAO/view
2024-01-18,-,-DM,Mkt_DM_Snowflake_2024JanV1,January,jan_brizo_us,,,Inbound Qualified,NA,NA,Sean,,NA,,中式buffet,Pickup,Alabama,"老板名字：温老板娘
联系方式：9172150202
回拨时间：ASAP   Alabama
餐类型    ：中式buffet
电话订单：电话单30-40单
前台情况：自己接
送餐情况：没有，
客户来源：inbound
促销活动：收到DM - 免费机票
Notes (痛点等）：一直收到DM，buffet店但是外卖比较多 没有请人 都是自己接，想试用看看 介绍了费用大概7%。稍等联系老板娘让他知道怎么操作和最新优惠",https://wondersco.lightning.force.com/lightning/r/Lead/00QUo000004eDlqMAE/view
2024-01-18,-,-DM,Mkt_General_All_migration,January,NA,,,Inbound Qualified,NA,NA,Sean,,lucky star,,美式中餐,NA,NY,"老板名字：江老板
联系方式：7188085963
回拨时间：ASAP NY
餐类型    ：美式中餐
电话订单：30-40单
前台情况：夫妻一起接
送餐情况： 第三方平台 - uber doordash
客户来源：Inbound
促销活动：DM
Notes (痛点等）：老板打算电话让我们接+送餐，他们就只处理外卖。想了解DE+接电话费用多少 已经解释DE必须绑定接电话。",https://wondersco.lightning.force.com/lightning/r/Lead/00Q8b00001xKPSWEA4/view
2024-01-18,-,DM,Mkt_General_All_migration,January,NA,,,Rejected,Not a decision maker,NA,Kelvin,,NA,,NA,NA,NA,不是餐馆老板，只是经理。简单介绍我们的公司服务。介绍了送餐服务。会和老板说，发了短信，需要可以联系,NA
2024-01-16,-,DM,Mkt_SEO_Internal_AllTraffic,January,NA,,,Inbound Qualified,NA,NA,Yannie,,NA,,中餐+奶茶+sushi,NA,PA,"老板名字：周老板
联系方式：(917) 378-9696 (PA)
回拨时间：ASAP
餐类型：中餐+奶茶+sushi
电话订单：50单以上
前台情况：自己接
送餐情况：doordash,ubereat
客户来源：Inbound
促销活动：30 Days Free Trial -VP+DE
Notes (痛点等）：收到广告想开通SKT的服务，大概讲解了怎么操作，什么机器，老板想了解价格。",https://wondersco.lightning.force.com/lightning/r/Lead/00Q8b00001xKJBBEA4/view
2024-01-15,-,DM,Campaign Name,January,NA,,,Inbound Qualified,NA,NA,Kelvin,,New Panda Chinese Restaurant,,中餐,Delivery,PA,"老板名字：林老板
联系方式： (646) 301-8179
回拨时间：ASAP
餐类型：中餐，外卖
电话订单：一天大概20-30
前台情况：自己接
送餐情况： 有请师傅送（一天大概10来单), online beyondmenu送
客户来源： Inbound
促销活动： -
note: 简单介绍我们的服务和操作。介绍了送餐服务。说了不会帮忙送网络平台的单子，只是负责送我们接的而已。想了解收费和流程",https://wondersco.lightning.force.com/lightning/r/Lead/00QUo000004Vik1MAC/view
2024-01-15,-,DM,Campaign Name,January,NA,,,Inbound Qualified,NA,NA,Kelvin,,Chopsticks Cafe,,中餐,Pickup,GA,"老板名字：李老板&老板娘
联系方式： (917) 602-6226
回拨时间：明天10.30AM EST
餐类型：中餐，来取
电话订单：一个月营业额大概3W
前台情况：自己接
送餐情况： 让qmenu送而已
客户来源： Inbound
促销活动： 30 Days Free Trial
note: 跟李老板和太太聊，餐馆只有3个人在做，夫妻店。一个月的营业额大概4W, 没有堂吃，qmenu和客人点餐占1W。说了我们抽成只是在帮忙接电话单而已。简单介绍我们的服务和操作。说了收费6.99%,一个月结算。觉得挺贵。介绍了送餐服务可以增加生意，老板娘说已经很忙了来不及做。老板说餐馆一般晚餐时间5-8pm比较忙，介绍了pt服务可以挑忙的时间帮忙。如果只让我们接一段时间，不忙的时间自己接，相对来说收费也比较低。老板明白。 让经理明天回电告知具体收费和流程，看看如何帮到餐馆。",https://wondersco.lightning.force.com/lightning/r/Lead/00Q8b00001xKGzkEAG/view
2024-01-15,-,DM,Mkt_DM_Snowflake_2024JanV4,January,jan_brizo_can,,,Rejected,No interest to talk to sales,NA,Kelvin,,Golden Dragon,,中西餐,Pickup,Canada,加拿大餐馆。中西餐，来取。收到广告，以为我们是广告公司。简单介绍我们的服务。需要找平台帮忙推广餐馆，打广告。说了我们不是，但是能过提供价值给他的餐馆。不需要我们的服务,NA
2024-01-13,-,DM,Mkt_SEO_Internal_AllTraffic,January,NA,,,Inbound Qualified,NA,NA,Yannie,,NA,,中餐,Pickup,NY,"老板名字：Owen
联系方式：7183136997 （NY）
回拨时间：ASAP
餐类型：中餐
电话订单：40-50
前台情况：有前台
送餐情况：doordash,ubereat
客户来源：Inbound
促销活动：30 Days Free Trial -VP+DE
Notes (痛点等）：收到广告想了解怎么操作，大概和老板讲解了，老板想知道收费和税费的问题。",https://wondersco.lightning.force.com/lightning/r/Lead/00QUo000004SF0EMAW/view
2024-01-12,-,DM,Mkt_DM_Snowflake_2024JanV3,January,jan_printshop_us,,,Rejected,No interest to talk to sales,NA,Yannie,,NA,,手抓海鲜,NA,NA,大概了解了我们的服务，了解后感觉对餐馆没有太大的帮助，考虑一下，有兴趣再联系,https://wondersco.lightning.force.com/lightning/r/Lead/00QUo000004OvxJMAS/view
2024-01-11,-,DM,Mkt_DM_Snowflake_2024JanV1,January,jan_brizo_us,,,Inbound Qualified,NA,NA,Yannie,,NA,,亚洲中餐,Pickup,OR,"老板名字：Mr.Dey
联系方式：5038511804 (OR)
回拨时间：ASAP
餐类型：亚洲中餐
电话订单：-
前台情况：自己接
送餐情况：doordash，ubereat
客户来源：Inbound
促销活动：30 Days Free Trial -VP+DE
Notes (痛点等）：收到广告想了解我们的服务，大概和老板说了怎么操作，想了解收费",https://wondersco.lightning.force.com/lightning/r/Lead/00QUo000004KZaPMAW/view
2024-01-09,-,DM,Mkt_SMS_Internal_General,January,NA,,,Inbound Qualified,NA,NA,Eelin,,NA,,NA,Pickup,NA,"老板名字：黄小姐
回拨时间;ASAP
州：
联系方式： (917) 208-1674
餐类型：中餐
电话订单：-
前台情况：-
送餐情况： 打算来取
客户来源：Inbound
促销活动：30 days free trial
NOTE：他的餐馆2月中才开张，目前想了解了价钱和到时联系谁上线
SFDC LINK: https://wondersco.lightning.force.com/lightning/r/Lead/00QUo000004AqhOMAS/view",NA
2024-01-09,-,DM,NA,January,NA,,,Unqualified,NA,Not a Restaurant,Kelvin,,NA,,日餐,Pickup,NA,"以为我们是网络平台。解释了我们是代接电话订单，客人打到餐馆的电话都会接起来。老板娘说这样就不方便。有和doordash,ubereat合作。解释了我们没有平台费。说了收费6.99%，不需要我们的服务。",NA
2024-01-08,-,DM,Campaign Name,January,NA,,,Inbound Qualified,NA,NA,Eelin,,CHINA TASTE,,中餐,Pickup,NA,"老板名字：林
回拨时间; ASAP
州：FL
联系方式：8137897992
餐类型：中餐
电话订单：>100 call
前台情况：前台
送餐情况： 来取
客户来源：Inbound
促销活动：30 days free trial
NOTE：顾客要求先发送信息，才打给他，因为他不接陌生电话， 老板朋友介绍他试用SKT, 老板有兴趣VP 服务
SFDC LINK: https://wondersco.lightning.force.com/lightning/r/Lead/00Q8b00001xKEIaEAO/view",NA
2024-01-08,-,DM,Campaign Name,January,NA,,,Inbound Qualified,NA,NA,Eelin,,NA,,NA,NA,NA,"老板名字：Ms. Anna
回拨时间; asap
州：new york
联系方式：6463279545
餐类型：中餐+subway
电话订单：10-20
前台情况：自己接
送餐情况： 来取
客户来源：Inbound
促销活动：30 days free trial
NOTE：老板娘重点是要扩展顾客， 看见我们可以吸引新客， 老板娘兴趣VP
SFDC LINK: https://wondersco.lightning.force.com/lightning/r/Lead/00Q8b00001xKNyzEAG/view",NA
2024-01-08,-,DM,Mkt_DM_Snowflake_2024JanV1,January,jan_brizo_us,,,Inbound Qualified,NA,NA,Eelin,,NA,,中餐,Pickup,NA,"老板名字：MICHELL (广东话）
回拨时间; ASAP
州：
联系方式：9053830699 (SHOP)、  (416) 720-2609（收机）
餐类型：中餐
电话订单：没算
前台情况：自己接
送餐情况： 目前来取
客户来源：Inbound
促销活动：30 days free trial
NOTE：餐馆是在mall, 老板目前是做来取而已，看到我们的广告说送餐可以帮助营业
SFDC LINK: https://wondersco.lightning.force.com/lightning/r/Lead/00QUo0000047vtjMAA/view",NA
2024-01-08,-,DM,Campaign Name,January,NA,,,Inbound Qualified,NA,NA,Eelin,,FORTUNE KITCHEN,,中餐,Pickup,NA,"老板名字：林小姐
回拨时间;ASAP
州：OHIO
联系方式： 9175159588
餐类型：中餐
电话订单：不确定
前台情况：自己接
送餐情况： 来取
客户来源：Inbound
促销活动：30 days free trial
NOTE：老板娘想了解VP+机票的优惠。
SFDC LINK: https://wondersco.lightning.force.com/lightning/r/Lead/00Q8b00001xKKZ5EAO/view",NA
2024-01-08,-,DM,Mkt_SMS_Internal_General,January,NA,,,Inbound Qualified,NA,NA,Eelin,,HA BO KITCHEN,,中餐,Pickup,NA,"老板名字：林
回拨时间 ; ASAP
州：newYork
联系方式：6462875511
餐类型：中餐
电话订单：不确定
前台情况：skt 接
送餐情况：来取
客户来源：Inbound
促销活动：30 days free trial
NOTE：HA BO KITCHEN R88839（即将取消）， 目前已经转手给林小姐。 她刚接手可是她要继续使用skt， 麻烦联系老板娘帮他注册VP
SFDC LINK: https://wondersco.lightning.force.com/lightning/r/Lead/00QUo0000048QnsMAE/view",NA
2024-01-08,-,DM,Mkt_DM_Snowflake_2024JanV3,January,jan_printshop_us,,,Inbound Qualified,NA,NA,Eelin,,GOLDEN CHINA RESTAURANT,,中餐+自助餐,Pickup,NA,"老板名字：王小姐
回拨时间;ASAP
州：Indiana
联系方式：8123915244
餐类型：中餐
电话订单：10-20
前台情况：自己接
送餐情况： 来取
客户来源：Inbound
促销活动：30 days free trial
NOTE：老板娘目前要用VP, 因为目前电话中午他自己接，晚上孩子帮忙接。可是老板娘说他的电话的时间不一定，有时下午3点多就突然很多电话了，孩子也还没在，会处理不来
老板娘有顾虑在他的菜单，因为他的菜单有外卖set men也有让顾客自己选的，他要知道接单员怎样帮他区别好这些呢
麻烦联系解释VP services
SFDC LINK: https://wondersco.lightning.force.com/lightning/r/Lead/00Q8b00001xKF9aEAG/view",NA
2024-01-08,-,DM,Mkt_DM_Snowflake_2024JanV1,January,jan_brizo_us,,,Inbound Qualified,NA,NA,Eelin,,NA,,日本餐,Pickup,NA,"老板名字：李老板 (广东话)
回拨时间; anytime
州：
联系方式：(207) 650-0338
餐类型：日本餐
电话订单：5w-7w
前台情况：前台 （2条线）
送餐情况： 来取
客户来源：Inbound
促销活动：30 days free trial
NOTE：老板想了解VP, 因为他的电话订单是很高， 一个月都有5-7万，老板最担心的部分在我们处理得来他的菜单吗？因为他主要是sushi他说很多顾客会要求换这个换那个，如果每次顾客要换的时候我们都要问他很麻烦和浪费时间
老板提到以前他也是有给uberea做送餐的，可是是很不好的经验， 送餐员不开心就不来拿，打给ubereat也不处理，让他的餐馆名声受损。所以看见我们的送餐服务也在想是否要做回送餐。
老板说也要和他的经理讨论下，怎样说经营的人是他的经理，要去了解到底他们的餐馆有需要没有，还是他们自己可以处理。
SFDC LINK: https://wondersco.lightning.force.com/lightning/r/Lead/00QUo0000048brKMAQ/view",NA
2024-01-08,-,DM,Mkt_SMS_Internal_General,January,NA,,,Inbound Qualified,NA,NA,Kelvin,,Cubist Circle,,川菜,Pickup,MA,"老板名字：Sammi
联系方式： (857) 366-1557
回拨时间：ASAP
餐类型：川菜，来取
电话订单：-
前台情况：-
送餐情况： 都让ubereat和一些中国平台送
客户来源： Inbound
促销活动： -
note: 简单介绍我们的操作。说了不需要连接电脑，插网线就好。老板娘有2家店。这家没什么管，前台不做了。想要让我们帮忙。想要知道上线需要多久，说了需要看菜单难易程度。website: https://www.cubistcircle.com/ 知道我们是按照单子来算，要知道收费",https://wondersco.lightning.force.com/lightning/r/Lead/00QUo000004903JMAQ/view
2024-01-08,-,DM,Mkt_SMS_Internal_General,January,NA,,,Inbound Qualified,NA,NA,Kelvin,,Happy Chef,,中餐,Delivery,IL,"老板名字：Jeff （广东话）
联系方式：  (312) 752-8638
回拨时间：ASAP
餐类型：中餐，外卖
电话订单：没算过但是挺多
前台情况：自己接
送餐情况： 有请送餐师傅送，也有和beyondmenu合作
客户来源： Inbound
促销活动： -
note: 目前的外卖师傅要回国了。想要我们帮忙送餐。说了需要搭配接电话服务。老板说之前有人跟他说收费8%，他觉得挺高。如果收费不贵也会给我们接。餐馆有2条线，都是自己接。第2条是fax, 一般都会让客人等一下。要知道收费",https://wondersco.lightning.force.com/lightning/r/Lead/00Q8b00001xKO2WEAW/view
2024-01-08,-,DM,Mkt_DM_Snowflake_2024JanV3,January,jan_printshop_us,,,Unqualified,NA,Lead Does Not Have Phone Ordering Business,Kelvin,,NA,,NA,NA,NA,看到广告，解释我们的服务。需要厨师，不需要接电话的（英文）,NA
2024-01-08,-,DM,Mkt_SMS_Internal_General,January,NA,,,Inbound Qualified,NA,NA,Kelvin,,CHINA HOUSE,,中餐,Pickup,NJ,"老板名字：陈老板
联系方式： (917) 865-0308
回拨时间：ASAP
餐类型：中餐，来取
电话订单：一天大概30-40
前台情况：自己接，也有让家人帮忙
送餐情况： -
客户来源： Inbound
促销活动： 30 Days Free Trial for VP+DE
note: 老板询问上线时间。如果菜单上都没问题，说了最快1周时间。询问上线需要什么，说了需要发菜单。简单介绍我们的操作。老板说听到有人说让印度人接，说了我们都是本地老外接，英文，西班牙和中文都可以接。说了会寄机器到餐馆，老板说他的电话很久了，不知道行不行，说了技术部会教如何安装。知道我们公司老板也是福州人，挺不错。要知道送餐和接电话的收费。",https://wondersco.lightning.force.com/lightning/r/Lead/00Q8b00001xKJrYEAW/view
2024-01-07,-,DM,Mkt_SMS_Internal_General,January,NA,,,Inbound Qualified,NA,NA,Eelin,,NA,,NA,Pickup,NA,"老板名字：冯老板 (广东话）
回拨时间; 小时
州：-
联系方式： (831) 419-8588
餐类型：中餐·外卖
电话订单：more than 50 order per day
前台情况：自己接
送餐情况： 来取
客户来源： Inbound
促销活动：30 days free trial
NOTE：老板第一次收到SKT 广告， 想了解我们的操作和价钱， 有兴趣了解VP+DE 服务
老板虽然讲他讲他广东，可是他的广东很奇怪
1. 老板顾虑是我们的收费是税后，可是他们的餐价很高，担心他的费用很高
2. 老板担心客服的质素
SFDC LINK:  https://wondersco.lightning.force.com/lightning/r/Lead/00QUo0000044WzwMAE/view",NA
2024-01-07,-,DM,Mkt_DM_Snowflake_2024JanV1,January,jan_brizo_us,,,Inbound Qualified,NA,NA,Eelin,,ORIENTAL EXPRESS,,中日餐,Pickup,FL,"老板名字：林小姐
回拨时间; 1 小时内
州：FL
联系方式：(917) 215-3030
餐类型：中日餐 （中国餐为主）
电话订单：10-20
前台情况：自己接
送餐情况： 来取
客户来源：Inbound
促销活动：30 days free trial
NOTE：老板娘之前有自己的送餐员，可是疫情后，很多WFH他就生意下滑，外卖少了不需要那些送餐员了。过后她也转去使用ubereat doordash, 可是现在他打电话进来下单的顾客又一直问送餐服务。老板娘认为现在的电话量不像以前那么多，不想额外请人。看到广告，我们可以帮忙接电话+送餐。老板娘想将这部分交给我们做如果价钱OK
麻烦回电解释VP+DE价钱和服务
SFDC LINK: https://wondersco.lightning.force.com/lightning/r/Lead/00Q8b00001xKDrFEAW/view",NA
