Snowball Map,List Source,Restaurant Name,Address,City,State,Phone,Zipcode,First Name,Last Name,Employee Count Est.,Small Business Entrepreneur Indicator,Year Established,Ethnic Code Desc
80579,Yelp Greendot (Q42022),AFC,731 W MARKET ST,TROY,OH,9373397774,45373-3003,NA,NA,NA,NA,NA,Japanese
80580,Yelp Greendot (Q42022),AFC SUSHI,9020 W THOMAS RD,PHOENIX,AZ,6238726200,85037-3234,JOE,FIMBRES,12,N,NA,Japanese
80581,Yelp Greendot (Q42022),AFC SUSHI,3827 CULVER CTR,CULVER CITY,CA,8664678744,90232-3365,NA,NA,NA,NA,NA,Japanese
80582,Yelp Greendot (Q42022),AFC SUSHI,"2900 GEER RD, RALEY SUPERMARKET",TURLOCK,CA,2094834825,95382-1142,NA,NA,NA,NA,NA,Japanese
80583,Yelp Greendot (Q42022),AFC SUSHI,16625 362ND AVE,SANDY,OR,5036682300,97055-9247,CHRIS,STURDY,105,N,NA,Japanese
80584,Yelp Greendot (Q42022),AFC SUSHI,5502 POINT FOSDICK DR,GIG HARBOR,WA,5037975750,98335-1725,NA,NA,NA,NA,NA,Japanese
80585,Yelp Greendot (Q42022),AFC SUSHI @ FRED MEYER,21045 BOTHELL EVERETT HWY,BOTHELL,WA,4253987000,98021-8405,OLIVIA,ANDERSON,36,N,NA,Japanese
80586,Yelp Greendot (Q42022),AFC SUSHI AT KROGER,102 W JOHN ROWAN BLVD,BARDSTOWN,KY,5023482977,40004-2663,TONY,GODMAN,1,N,NA,Japanese
80587,Yelp Greendot (Q42022),AFURI IZAKAYA - BEAVERTON,12555 SW 1ST ST,BEAVERTON,OR,5033360027,97005-0546,TAICHI,ISHIZUKI,30,N,NA,Japanese
80588,Yelp Greendot (Q42022),AGAVE MEXICAN GRILL & CANTINA,2810 E MILTON AVE STE 101,YOUNGSVILLE,LA,3378576660,70592-6664,NA,NA,9,Y,NA,Cajun Seafood
80589,Yelp Greendot (Q42022),AGÇÖSHI BOWL,1605 S HOOVER ST STE 109,LOS ANGELES,CA,2137483188,90006-4957,NA,NA,6,Y,NA,Chinese
80590,Yelp Greendot (Q42022),AGOGO KTV LOUNGE RESTAURANT,9889 BELLAIRE BLVD # E208,HOUSTON,TX,7133802885,77036-3499,NA,NA,NA,NA,NA,Chinese
80591,Google API (Q42022),Ah-Loy Bamboo,200 W MAIN ST,GAYLORD,MI,9897324160,49735-1347,KABOO,YANG,19,N,NA,Chinese
80592,Yelp Greendot (Q42022),AHA SUSHI,2380 BUFORD DR STE 106,LAWRENCEVILLE,GA,7703380890,30043-7638,NA,NA,NA,NA,NA,Japanese
80593,Yelp Greendot (Q42022),AHCHUNGGÇÖS KITCHEN,4334 E NEW YORK ST STE 114,AURORA,IL,6306184310,60504-4397,NA,NA,NA,NA,NA,Chinese
80594,Yelp Greendot (Q42022),AHHA NOODLES,37700 6 MILE RD STE 385,LIVONIA,MI,7347445960,48152-3925,NA,NA,7,Y,NA,Chinese
80595,Yelp Greendot (Q42022),AHI POKE BAR,4650 W MAIN ST STE 604,DOTHAN,AL,3348030058,36305-9420,NA,NA,NA,NA,NA,Japanese
80596,Yelp Greendot (Q42022),AHI SUSHI,650 NEWMAN SPRINGS RD STE D,LINCROFT,NJ,7322688133,07738-1722,NA,NA,NA,NA,NA,Japanese
80597,Yelp Greendot (Q42022),AHI SUSHI,"9160 US HIGHWAY, STE 9",ARLINGTON,TN,9015525809,38002,NA,NA,NA,NA,NA,Japanese
80598,Yelp Greendot (Q42022),AHI SUSHI AND SAKE BAR,2586 BIRDSEYE CREEK RD,GOLD HILL,OR,5414745554,97525-6768,INYOMAN,TUNAS,7,Y,NA,Japanese
80599,Yelp Greendot (Q42022),AI FUSION SUSHI & GRILL,2314 WOODLAKE DR,OKEMOS,MI,5178533700,48864-5931,SI,KIM,12,Y,NA,Japanese
80600,Yelp Greendot (Q42022),AI SUSHI & GRILL,1609 ALBERT PIKE RD STE J,HOT SPRINGS,AR,5017014323,71913-4079,PHINEAS,LIU,9,Y,NA,Japanese
80601,Yelp Greendot (Q42022),AI SUSHI & GRILL,3215 CINEMA PT,COLORADO SPRINGS,CO,7196228866,80922-2809,AI,SUSHI,10,Y,NA,Japanese
80602,Google API (Q42022),Aikou,9 MOUNT BETHEL RD,WARREN,NJ,9088348278,07059-5603,JONATHAN,WANG,9,N,NA,Chinese
80603,Yelp Greendot (Q42022),AIRI POKE & RAMEN,21372 US HIGHWAY 59 STE 300,NEW CANEY,TX,2813548900,77357-1909,NA,NA,NA,NA,NA,Japanese
80604,Yelp Greendot (Q42022),AIRI RAMEN - BAYTOWN,6300 GARTH RD STE 330,BAYTOWN,TX,2818377638,77521-7669,NA,NA,NA,NA,NA,Japanese
80605,Yelp Greendot (Q42022),AIRI RAMEN SPRING - FM1960,3645 FM 1960 RD W STE 228,HOUSTON,TX,2813971042,77068-3628,NA,NA,NA,NA,NA,Japanese
80606,Yelp Greendot (Q42022),AIRPORT ITALIAN DELI&SUSHI,8101 AIRPORT BLVD STE C,HOUSTON,TX,7136412900,77061-4138,JAY,KHAKHERIA,5,Y,NA,Japanese
80607,Yelp Greendot (Q42022),AIRPORT PARKING AT DOUBLETREE SAN JOSE,2050 GATEWAY PL,SAN JOSE,CA,4084534000,95110-1011,DAVID,COSTAIN,315,N,NA,Japanese
80608,Yelp Greendot (Q42022),AJ'S SUSHI & CAJUN SEAFOOD,8 N AIRMONT RD,SUFFERN,NY,8455472326,10901-5102,NA,NA,NA,NA,NA,Japanese
80609,Yelp Greendot (Q42022),AJA ASIAN CUISINE & LOUNGE,1736 ROUTE 206,SKILLMAN,NJ,9082622512,08558-1913,NA,NA,NA,NA,NA,Japanese
80610,Yelp Greendot (Q42022),AJI,3809 N BDWY,CHICAGO,IL,7739048205,60613,NA,NA,NA,NA,NA,Japanese
80611,Google API (Q42022),Aji Ichi Japanese Restaurant,695 SAN MATEO AVE,SAN BRUNO,CA,6509522898,94066-3611,JINQING,LIU,9,Y,NA,Chinese
80612,Yelp Greendot (Q42022),AJI ICHIBAN,5714 GLENWAY AVE,CINCINNATI,OH,5133473400,45238-2106,VICENTA,DELEON,8,Y,NA,Japanese
80613,Yelp Greendot (Q42022),AJI SUSHI & GRILL,2360 MENDOCINO AVE STE A1,SANTA ROSA,CA,7075467153,95403-3154,NA,NA,7,Y,NA,Japanese
80614,Yelp Greendot (Q42022),AJI SUSHI & GRILL - NEWCASTLE,13176 NEWCASTLE COMMONS DR,NEWCASTLE,WA,4255726504,98059-3335,NA,NA,7,Y,NA,Japanese
80615,Yelp Greendot (Q42022),AJI SUSHI & HIBACHI GRILL,5624 DAVID DR,KENNER,LA,2256472266,70065-1532,JIM,BERGER,8,Y,NA,Japanese
80616,Google API (Q42022),AJI SUSHI INC,519 3RD AVE FRNT 5,NEW YORK,NY,2126862055,10016-4764,DAVID,LIU,19,N,NA,Chinese
80617,Google API (Q42022),Aji Sushi Teppan,3251 DANIELS RD STE 116,WINTER GARDEN,FL,4078779888,34787-7015,XIAO,GONGZHUANG,9,Y,NA,Chinese
80618,Yelp Greendot (Q42022),AJIDA MONGOLIAN & RAMEN,2056 S POKEGAMA AVE,GRAND RAPIDS,MN,2189995760,55744-4223,NA,NA,NA,NA,NA,Japanese
80619,Google API (Q42022),Ajishin,42270 GRAND RIVER AVE,NOVI,MI,2483809850,48375-1836,HIDEAKI,YAMAMOTO,49,N,NA,Japanese
80620,Yelp Greendot (Q42022),AJS FAMOUS SEAFOOD AND POBOYS,2100 ROSWELL RD STE 2148,MARIETTA,GA,6789990767,30062-3840,ANDY,O'BOCKER,13,Y,NA,Cajun Seafood
80621,Yelp Greendot (Q42022),AJS GRAB N GO,559 HIGHWAY 2227,SOMERSET,KY,6068724422,42503-1583,NA,NA,NA,NA,NA,Cajun Seafood
80622,Yelp Greendot (Q42022),AJS GRAYTON BEACH,63 DEFUNIAK ST,SANTA ROSA BEACH,FL,8502314102,32459-5842,SAM,MONTALTO,18,Y,NA,Japanese
80623,Yelp Greendot (Q42022),AKA SUSHI DOWNTOWN,415 N WATER ST,CORPUS CHRISTI,TX,3618828885,78401-2532,NA,NA,NA,NA,NA,Japanese
80624,Yelp Greendot (Q42022),AKAFUJI,9346 CORBIN AVE STE 1,NORTHRIDGE,CA,7472020982,91324-2405,NA,NA,NA,NA,NA,Japanese
80625,Google API (Q42022),Akagi Japanese Restaurant,1754 CENTRAL PARK DR APT F,OKEMOS,MI,5173477333,48864-1258,YI,JIANG,4,N,2002,Chinese
80626,Yelp Greendot (Q42022),AKAI ASIAN BISTRO,2540 E SLAUSON AVE,HUNTINGTON PARK,CA,3234849668,90255-2837,NA,NA,NA,NA,NA,Japanese
80627,Google API (Q42022),Akai Japan,524 PAMLICO PLZ,WASHINGTON,NC,2529400888,27889-3337,TING T,YAN,9,Y,NA,Chinese
80628,Yelp Greendot (Q42022),AKAME NIGIRI AND SAKE,1707 MASSACHUSETTS AVE STE 2,LEXINGTON,MA,7815386581,02420-5318,NA,NA,NA,NA,NA,Japanese
80629,Yelp Greendot (Q42022),AKAMI SUSHI BAR,1561 E WILLIAMS ST,APEX,NC,9192676368,27539-7702,NA,NA,NA,NA,NA,Japanese
80630,Yelp Greendot (Q42022),AKANE CHAYA,1610 W REDONDO BEACH BLVD STE 5,GARDENA,CA,3107683939,90247-3233,PADASHI,KIMULA,4,Y,NA,Japanese
80631,Yelp Greendot (Q42022),AKAR,7641 WYDOWN BLVD,SAINT LOUIS,MO,3145539914,63105-2641,NA,NA,NA,NA,NA,Chinese
80632,Yelp Greendot (Q42022),AKASAKA SUSHI AND STEAK,10788 SUDLEY MANOR DR,MANASSAS,VA,7033610111,20109-2833,NA,NA,NA,NA,NA,Japanese
80633,Yelp Greendot (Q42022),AKASHI,5440 EL DORADO BLVD STE 1800,HOUSTON,TX,2814616055,77059-5021,NA,NA,NA,NA,NA,Japanese
80634,Yelp Greendot (Q42022),AKATSUKI SUSHI BAR,242 S WATER ST,SILVERTON,OR,5038744135,97381-1644,NA,NA,NA,NA,NA,Japanese
80635,Yelp Greendot (Q42022),AKEMI SUSHI,"3295 CASTRO VALLEY BLVD, STE 109, CASTRO VALLEY MARKETPLACE",CASTRO VALLEY,CA,5103639179,94546-5559,NA,NA,NA,NA,NA,Japanese
80636,Google API (Q42022),Aki Japanese Restaurant,424 GATEWAY AVE,CHAMBERSBURG,PA,7172639393,17201-7351,HEIDI,HONG,9,N,NA,Chinese
80637,Yelp Greendot (Q42022),AKI JAPANESE RESTAURANT,510 N FLORIDA ST,COVINGTON,LA,9853025166,70433-2932,LIN,CHAUG,7,Y,NA,Japanese
80638,Yelp Greendot (Q42022),AKI SHABU KTOWN,621 S WESTERN AVE STE 301301,LOS ANGELES,CA,2135294011,90005-3039,NA,NA,NA,NA,NA,Chinese
80639,Yelp Greendot (Q42022),AKI SUSHI & ASIAN FUSION,410 W GRAND PKWY S STE 505,KATY,TX,2815747910,77494-8361,NA,NA,7,Y,NA,Chinese
80640,Yelp Greendot (Q42022),AKIBA,3141 CLEMENT ST,SAN FRANCISCO,CA,4158283708,94121-1615,JULIE,HUANG,7,Y,NA,Japanese
80641,Yelp Greendot (Q42022),AKIDA JAPANESE,606 N SHEPPARD ST,RICHMOND,VA,8043598036,23221-1712,KEVIN,KOUS,2,Y,NA,Japanese
80642,Yelp Greendot (Q42022),AKIMI SUSHI AND STIR FRY,1354 NASA PKWY,HOUSTON,TX,2813331633,77058-3193,TUAN,HA,7,Y,NA,Japanese
80643,Yelp Greendot (Q42022),AKIRA,359 MILL ST,EUGENE,OR,4582058288,97401-2411,NA,NA,NA,NA,NA,Japanese
80644,Yelp Greendot (Q42022),AKIRA BACK,233 NE 2ND AVE,DELRAY BEACH,FL,5617391708,33444-3705,NA,NA,NA,NA,NA,Japanese
80645,Google API (Q42022),AKIRA JAPANESE STEAK HOUSE,160 PLAINFIELD VILLAGE DR,PLAINFIELD,IN,3178387970,46168-2781,SOPHIE,CHAN,9,N,2008,Chinese
80646,Yelp Greendot (Q42022),AKIRA RAMEN & IZAKAYA,10101 TWIN RIVERS RD STE C2-100,COLUMBIA,MD,4108819066,21044-2675,NA,NA,NA,NA,NA,Japanese
80647,Yelp Greendot (Q42022),AKIRA SUSHI,4021 SW 117TH AVE STE C,BEAVERTON,OR,5039926013,97005-8908,NA,NA,NA,NA,NA,Japanese
80648,Yelp Greendot (Q42022),AKO BY KENAKI,1401 PENNSYLVANIA AVE SE,WASHINGTON,DC,2402247189,20003-4939,NA,NA,8,Y,NA,Japanese
80649,Yelp Greendot (Q42022),AKUMA RAMEN & SUSHI BAR,16051 BOLSA CHICA ST,HUNTINGTON BEACH,CA,7148466951,92649-2406,NA,NA,1,Y,NA,Japanese
80650,Yelp Greendot (Q42022),AL+ŹSIA RESTAURANT,7204 CENTRAL AVE,SAINT PETERSBURG,FL,7273459701,33707-1118,YENWEN,HSU,12,Y,NA,Chinese
80651,Yelp Greendot (Q42022),ALICE FOOD MART KRISPY KRUNCHY CHICKEN EXXONMOBIL,620 S HWY 281 BUS,ALICE,TX,3616645220,78332,FARIDA,SANGLIWALA,7,Y,NA,Cajun Seafood
80652,Yelp Greendot (Q42022),ALL ABOUT CHA- NORMAN,3750 W MAIN ST STE 6A,NORMAN,OK,4055617171,73072-4662,NA,NA,2,Y,NA,Japanese
80653,Yelp Greendot (Q42022),ALL SAVORY VEGAN,1743 COLORADO BLVD,LOS ANGELES,CA,4242853354,90041-1348,NA,NA,NA,NA,NA,Chinese
80654,Yelp Greendot (Q42022),ALL SEASON SEAFOOD,8201 BROADWAY ST STE 115,PEARLAND,TX,8322301977,77581-8923,NA,NA,4,Y,NA,Cajun Seafood
80655,Yelp Greendot (Q42022),ALL THAT SHABU,15315 CULVER DR STE 145,IRVINE,CA,9493335222,92604-7131,KYEOUNG,YOUN,9,Y,NA,Chinese
80656,Yelp Greendot (Q42022),ALL THAT SUSHI AND ROLLS,2850 LAWRENCEVILLE SUWANEE RD STE F1,SUWANEE,GA,7708624994,30024-2952,NA,NA,NA,NA,NA,Japanese
80657,Yelp Greendot (Q42022),ALLEN'S CREOLE,2501 AVENUE D,DICKINSON,TX,2819677360,77539-5024,NA,NA,NA,NA,NA,Cajun Seafood
80658,Yelp Greendot (Q42022),ALLIGATOR ALLEY NATIVE FLORIDA TAP ROOM,830 E OAKLAND PARK BLVD STE 101,OAKLAND PARK,FL,9542262371,33334-2774,GLADYS,TORRES,1,Y,NA,Cajun Seafood
80659,Yelp Greendot (Q42022),ALLIGATOR SOUL,114 BARNARD ST STE LOWR,SAVANNAH,GA,9122327899,31401-3281,JANNA,MARTIN,13,Y,NA,Cajun Seafood
80660,Yelp Greendot (Q42022),ALOHA KRAB,1701 US HIGHWAY 22 W,WATCHUNG,NJ,9084901600,07069-6512,NA,NA,2,Y,NA,Cajun Seafood
80661,Yelp Greendot (Q42022),ALOHA KRAB,1 WALDEN GALLERIA STE P103,CHEEKTOWAGA,NY,7166811222,14225-5408,NA,NA,NA,NA,NA,Cajun Seafood
80662,Yelp Greendot (Q42022),ALOHA KRAB CAJUN SEAFOOD BOIL,16626 JAMAICA AVE,JAMAICA,NY,7182629988,11432-5241,NA,NA,9,Y,NA,Cajun Seafood
80663,Yelp Greendot (Q42022),ALOHA POKE & RAMEN,2055 TOWN CENTER PLZ STE G110,WEST SACRAMENTO,CA,9163742888,95691-5056,NA,NA,NA,NA,NA,Japanese
80664,Yelp Greendot (Q42022),ALOHA SPECIALTIES,12 E OGDEN AVE,LAS VEGAS,NV,7023820338,89101-2943,DEBRA,YAMAGATATOMA,11,Y,NA,Japanese
80665,Yelp Greendot (Q42022),ALOHA TERIYAKI,12819 CRENSHAW BLVD,HAWTHORNE,CA,3109730755,90250-5510,SAM,SHANE,2,Y,NA,Japanese
80666,Yelp Greendot (Q42022),ALPINE ORIENTAL EXPRESS,3000 W HIGHWAY 90,ALPINE,TX,4328371159,79830-4154,NA,NA,8,Y,NA,Chinese
80667,Yelp Greendot (Q42022),ALVIN'S CUISINE,6404 W COLONIAL DR,ORLANDO,FL,4075787440,32818-6820,KAMROON,BAKSH,7,Y,NA,Chinese
80668,Yelp Greendot (Q42022),ALZINA'S,117 E 132ND ST,GALLIANO,LA,9856327200,70354-4233,ANTHONY,POUPS,2,Y,NA,Cajun Seafood
80669,Yelp Greendot (Q42022),AM NOODLE,4744 TELEPHONE RD STE 4,VENTURA,CA,8055354236,93003-5258,NA,NA,NA,NA,NA,Japanese
80670,Yelp Greendot (Q42022),AMA,151 NE 41ST ST STE 217,MIAMI,FL,7864095591,33137-3555,NA,NA,NA,NA,NA,Japanese
80671,Yelp Greendot (Q42022),AMARIT THAI RESTAURANT,"328 E LAKE RD, THE SHOPPES OF BOOT RANCH",PALM HARBOR,FL,7277899186,34685-2427,TIDATIP,SANGNIN,13,Y,NA,Japanese
80672,Yelp Greendot (Q42022),AMAUSAAN UJI MATCHA,39658 CEDAR BLVD,NEWARK,CA,5104901030,94560-5487,NA,NA,NA,NA,NA,Japanese
80673,Yelp Greendot (Q42022),AMAZING MOMO: TIBETAN DUMPLING DELIGHT,6024 PENN AVE S,MINNEAPOLIS,MN,6129997441,55419-2033,NA,NA,NA,NA,NA,Chinese
80674,Yelp Greendot (Q42022),AMAZING THAI & SUSHI,14715 T C JESTER BLVD STE 900,HOUSTON,TX,8327058614,77068-1529,NA,NA,NA,NA,NA,Japanese
80675,Google API (Q42022),AMAZING THAILAND,705 S MAIN ST,KING,NC,3369858379,27021-9018,PING,HONG,4,N,2018,Chinese
80676,Google API (Q42022),AMAZING WOK,13229 SUPERIOR AVE,CLEVELAND,OH,2162493933,44112-4518,STAN,KWOK,4,Y,1998,Chinese
80677,Google API (Q42022),AMAZING WOK,2910 W LIBERTY AVE,PITTSBURGH,PA,4123438686,15216-2552,CINDY,SUN,4,Y,NA,Chinese
80678,Google API (Q42022),AMAZING WOK CHINESE,1983 HENDERSON RD,UPPER ARLNGTN,OH,6144511688,43220-2401,LI,BAO-JUAN,4,Y,NA,Chinese
80679,Yelp Greendot (Q42022),AMAZINGÇÖ CAJUN,2155 E MAIN ST STE 3,DOTHAN,AL,3346990110,36301-3054,NA,NA,NA,NA,NA,Cajun Seafood
80680,Yelp Greendot (Q42022),AMBER,103 W 70TH ST FRNT 1,NEW YORK,NY,2127998122,10023-4408,LIN,XI,8,Y,NA,Japanese
80681,Yelp Greendot (Q42022),AMBER BUFFET & HIBACHI,2275 DAVE LYLE BLVD,ROCK HILL,SC,8039806789,29730-4973,AMBER,KING,12,Y,NA,Japanese
80682,Yelp Greendot (Q42022),AMBERJACK,72 E BLITHEDALE AVE,MILL VALLEY,CA,4153831327,94941-1914,STEWART,CHEN,9,Y,NA,Japanese
80683,Yelp Greendot (Q42022),AMERICA'S BEST WINGS,"5811 EASTERN AVE, RIGGS PLAZA SHOPPING CENTRE",HYATTSVILLE,MD,3012709464,20782-2201,NA,NA,NA,NA,NA,Cajun Seafood
80684,Yelp Greendot (Q42022),AMERICAN CAJUN GRILL,56 6TH ST E STE 210,SAINT PAUL,MN,6512223738,55101-1782,NA,NA,8,Y,NA,Cajun Seafood
80685,Yelp Greendot (Q42022),AMERICAN JAPA SUSHI,15771 STATE ROAD 535,ORLANDO,FL,4077784671,32821-5605,NA,NA,NA,NA,NA,Japanese
80686,Yelp Greendot (Q42022),AMERICAN SUSHI HOUSE,761 HICKEY BLVD,PACIFICA,CA,6505579715,94044-1214,JUAN,CAJINA,8,Y,NA,Japanese
80687,Yelp Greendot (Q42022),AMI SUSHI,755 ARNELE AVE,EL CAJON,CA,6195937651,92020-2501,HUYON,NGUYEN,7,Y,NA,Japanese
80688,Yelp Greendot (Q42022),AMIMOTO JAPANESE RESTAURANT,2705 TAMIAMI TRL,PUNTA GORDA,FL,9415051515,33950-6987,TONY,MANANABE,7,Y,NA,Japanese
80689,Yelp Greendot (Q42022),AMIS MILL EATERY,127 W BEAR HOLLOW RD,ROGERSVILLE,TN,4232727040,37857-6064,APRIL,JACOBS,12,Y,NA,Cajun Seafood
80690,Yelp Greendot (Q42022),AMORE EATS,"1900 ROCKVILLE PIKE, IN LIBERTY GAS STATION",ROCKVILLE,MD,3013076500,20852-1626,NA,NA,NA,NA,NA,Chinese
80691,Yelp Greendot (Q42022),AMORE OF WAYNE,611 RATZER RD,WAYNE,NJ,9735957717,07470-4154,NA,NA,7,Y,NA,Japanese
80692,Yelp Greendot (Q42022),AMORI SUSHI,18 S IRVING AVE,SCRANTON,PA,5708669692,18505-2006,NA,NA,NA,NA,NA,Japanese
80693,Google API (Q42022),AMY'S CHINA ONE CHINESE,1537 S HIGHLAND AVE,CLEARWATER,FL,7274499758,33756-2374,AMY,TANG,9,Y,NA,Chinese
80694,Yelp Greendot (Q42022),AMY'S PLACE,"2550 GUERNEVILLE RD, CROSS ROAD PLAZA",SANTA ROSA,CA,7075251888,95401-4088,MICHAEL,ZHENG,4,Y,NA,Chinese
80695,Yelp Greendot (Q42022),AN ARTISTIC TASTE,88 STATE ROUTE 17M,HARRIMAN,NY,8452382317,10926-7500,ANDRE,ROBINSON,1,Y,NA,Japanese
80696,Yelp Greendot (Q42022),AN KHANG MI GIA,979 STORY RD STE 7501,SAN JOSE,CA,4082179496,95122-4602,NA,NA,NA,NA,NA,Chinese
80697,Yelp Greendot (Q42022),AN THINH ASIAN CUISINE,"2082 US-183, STE 150",LEANDER,TX,5125486000,78641,NA,NA,NA,NA,NA,Japanese
80698,Yelp Greendot (Q42022),ANB TERIYAKI,13310 VALLEY BLVD,LA PUENTE,CA,6263333306,91746-2223,NA,NA,4,Y,NA,Japanese
80699,Yelp Greendot (Q42022),ANCHOR'S AWAY CRAB N GO,8807 N KNOXVILLE AVE,PEORIA,IL,3099660521,61615-1722,NA,NA,NA,NA,NA,Cajun Seafood
80700,Yelp Greendot (Q42022),ANDA BOBA TEA,8331 BROADWAY,ELMHURST,NY,7188061905,11373-5741,NA,NA,9,Y,NA,Japanese
80701,Yelp Greendot (Q42022),ANDAMAN ASIAN CUISINE,4010 US HIGHWAY 1 S STE 121,ST AUGUSTINE,FL,9044299565,32086-4702,NA,NA,NA,NA,NA,Japanese
80702,Yelp Greendot (Q42022),ANDERSON EXPRESS CHINESE RESTAURANT,"3131 N MAIN ST, ANDERSON MALL, FOOD COURT",ANDERSON,SC,8642268882,29621-2764,AARON,KUO,1,N,NA,Chinese
80703,Yelp Greendot (Q42022),ANDRE'S CAJUN CRACKLINS,12608 HIGHWAY 190 W,ERWINVILLE,LA,2256274600,70729,LEONARD,ANDRE,3,Y,NA,Cajun Seafood
80704,Yelp Greendot (Q42022),ANF GYROS AND GRILL,1050 6TH ST NW,WINTER HAVEN,FL,8632910303,33881-4019,FAKHREDDINE,HAOUATI,15,Y,NA,Cajun Seafood
80705,Yelp Greendot (Q42022),ANGEL BAR,"139 WILLBROOK BLVD, UNIT E & F",PAWLEYS ISLAND,SC,8433149044,29585-8410,NA,NA,NA,NA,NA,Japanese
80706,Yelp Greendot (Q42022),ANGKOR BISTRO,3111 TPC PKWY STE 120,SAN ANTONIO,TX,2103525061,78259-2398,LAURA,VENEGAS,1,Y,NA,Chinese
80707,Yelp Greendot (Q42022),ANGRY CRAB,2575 S DAIRY ASHFORD RD STE A,HOUSTON,TX,3463362288,77077-5722,NA,NA,NA,NA,NA,Cajun Seafood
80708,Yelp Greendot (Q42022),ANGRY CRAB AND BBQ,2808 E INDIAN SCHOOL RD STE D110,PHOENIX,AZ,6029563088,85016-6856,DAN,SEVIOLA,42,N,NA,Cajun Seafood
80709,Yelp Greendot (Q42022),ANGRY CRAB SHACK,6925 FARM TO MARKET 1960 RD E,ATASCOCITA,TX,3469772722,77346,NA,NA,NA,NA,NA,Cajun Seafood
80710,Yelp Greendot (Q42022),ANGRY CRAB SHACK,3227 E BELL RD STE D110,PHOENIX,AZ,6029758556,85032-2700,DANIEL,WHITLATCH,8,Y,NA,Cajun Seafood
80711,Yelp Greendot (Q42022),ANGRY CRAB SHACK,6360 S 35TH AVE STE 160,PHOENIX,AZ,6029751065,85041-5042,NA,NA,NA,NA,NA,Cajun Seafood
80712,Yelp Greendot (Q42022),ANGRY CRAB SHACK,2501 W HAPPY VALLEY RD STE 48,PHOENIX,AZ,6232268880,85085-3702,ANDREW,DIAMOND,9,Y,NA,Cajun Seafood
80713,Yelp Greendot (Q42022),ANGRY CRAB SHACK,1601 E FLORENCE BLVD,CASA GRANDE,AZ,5203404349,85122-4780,NA,NA,NA,NA,NA,Cajun Seafood
80714,Yelp Greendot (Q42022),ANGRY CRAB SHACK,1749 W HUNT HWY STE 101,SAN TAN VALLEY,AZ,4806082722,85143-5218,NA,NA,NA,NA,NA,Cajun Seafood
80715,Yelp Greendot (Q42022),ANGRY CRAB SHACK,2740 S ALMA SCHOOL RD STE 13,MESA,AZ,4807302722,85210-4027,BELLA,AGUIRRE,70,Y,NA,Cajun Seafood
80716,Yelp Greendot (Q42022),ANGRY CRAB SHACK,8909 E TALKING STICK WAY,SCOTTSDALE,AZ,6025595095,85250-8504,NA,NA,NA,NA,NA,Cajun Seafood
80717,Yelp Greendot (Q42022),ANGRY CRAB SHACK,310 N LITCHFIELD RD,GOODYEAR,AZ,4808786900,85338-1224,NA,NA,NA,NA,NA,Cajun Seafood
80718,Yelp Greendot (Q42022),ANGRY CRAB SHACK,11340 W BELL RD,SURPRISE,AZ,6232489190,85378-9342,NA,NA,NA,NA,NA,Cajun Seafood
80719,Yelp Greendot (Q42022),ANGRY CRAB SHACK,7608 W CACTUS RD STE 110,PEORIA,AZ,4807392949,85381-5223,SHANNON,THOMPSON,8,Y,NA,Cajun Seafood
80720,Yelp Greendot (Q42022),ANGRY CRAB SHACK,5205 E BROADWAY BLVD,TUCSON,AZ,5203727587,85711-3702,NA,NA,NA,NA,NA,Cajun Seafood
80721,Yelp Greendot (Q42022),ANGRY CRAB SHACK,4250 E SUNSET RD,HENDERSON,NV,7029989095,89014-2208,NA,NA,NA,NA,NA,Cajun Seafood
80722,Yelp Greendot (Q42022),ANGRY CRAB SHACK - YUMA,1530 S CASTLE DOME AVE,YUMA,AZ,9289550505,85365-1702,NA,NA,10,Y,NA,Cajun Seafood
80723,Yelp Greendot (Q42022),ANGRY CRAB SHACK & BBQ,1365 W GRANT RD,TUCSON,AZ,5208497800,85745-1407,NA,NA,NA,NA,NA,Cajun Seafood
80724,Yelp Greendot (Q42022),ANI RAMEN HOUSE,210 DISTRICT KITCHEN HUDSON ST,JERSEY CITY,NJ,2019151717,7311,NA,NA,NA,NA,NA,Japanese
80725,Yelp Greendot (Q42022),ANI RAMEN HOUSE,37 EASTON AVE,NEW BRUNSWICK,NJ,7323178200,08901-1830,NA,NA,NA,NA,NA,Japanese
80726,Yelp Greendot (Q42022),ANIME BOBA CAFE,1680 W SUNSET RD,HENDERSON,NV,7022720665,89014-2640,NA,NA,NA,NA,NA,Japanese
80727,Yelp Greendot (Q42022),ANN'S BEST CREOLE & SOUL FOOD CAFE,1901 TERMINAL DR,RICHLAND,WA,5099463011,99354-4924,NA,NA,8,Y,NA,Cajun Seafood
80728,Yelp Greendot (Q42022),ANN'S KITCHEN,2200 BLUEBONNET AVE,PORT ARTHUR,TX,4099855406,77640-4505,ANN,NGUYEN,7,Y,NA,Chinese
80729,Yelp Greendot (Q42022),ANNAGÇÖS CRAWFISH & SEAFOOD,10020 WEST RD,HOUSTON,TX,7139074375,77064-6316,CUONG,TRAN,4,Y,NA,Cajun Seafood
80730,Yelp Greendot (Q42022),ANNGÇÖS BOBA TEA,"3827 N MITTHOEFER RD, EXTENDED FOOD COURT",INDIANAPOLIS,IN,3176813143,46235-1810,NA,NA,NA,NA,NA,Chinese
