Snowball Map,Mapping Correction,Name,Business Type,Amenities,Street,City/Town,State/Province Code,Zip/Postal Code,Country,First Name,Last Name,Title,Role,Contact Email,Contact Phone,URL,Established,Estimated Employees,Phone,Contact Count,Most Common Email,Vitality Score,Reputation Score,Cuisines (Regional),Price Range,Website Technology Vendors,Ordering Solutions
62055,54274,Kushi Mura Izakaya,Restaurant,Groups; Wi-Fi; Wheelchair Accessible; Table Service; Online Ordering; Seating; Reservations; High Chairs; Debit Cards; Dine-in; Outdoor Seating; Delivery; Takeout,800 Carnarvon St,New Westminster,BC,V3M 0G3,Canada,,,,,,,wokandsushi.ca,,,(604) 553-9950,0,,34,67,Japanese,$$,Wix Restaurants,Wix Restaurants
62054,,Ginkgo Garden,Restaurant,Groups; Wheelchair Accessible; Parking; Online Ordering; TV; Reservations; Delivery; Debit Cards; Takeout,2225 St Laurent Blvd,Ottawa,ON,K1G 1B1,Canada,David,Ng,Proprietor,Owner,,,http://ginkgogarden.ca,,,(613) 737-3198,2,,52,74,Chinese,$,Facebook Pixel; Google Analytics; Menu.ca; Skip the Dishes,Menu.ca
62053,,Yummy Chinois,Restaurant,Groups; Seating; Reservations; High Chairs; Debit Cards; Dine-in; Delivery; Takeout,275 Avenue St-Laurent,Louiseville,QC,J5V 1K2,Canada,,,,,,,https://restaurant-yummy-chinois.business.site/?utm_source=gmb&utm_medium=referral,,,(819) 228-8388,0,,71,86,Chinese,$,,
62052,47849,Vailly's Dessert House,Restaurant,Groups; Debit Cards; Dine-in; Takeout,273 Townsend St,Cape Breton,NS,B1P 5E7,Canada,,,,,,,,,,(902) 537-1059,0,,16,91,Chinese,$,,
62051,52357,Sushi by the Water,Eatertainment; Restaurant,Groups; Table Service; TV; Reservations; Catering; Outdoor Seating; Delivery; Takeout,2194 HWY-169,Gravenhurst,ON,P1P 1R2,Canada,,,,,,,http://sushibythewater.com,,,(705) 687-8880,0,info@sushibythewater.ca,52,93,Japanese,$$$,Squarespace,
62050,51266,Sushi Garden,Restaurant,Delivery; Online Ordering; Takeout,2328 Danforth Ave,Toronto,ON,M4C 1K7,Canada,,,,,,,,,,(416) 258-5258,0,,5,97,Japanese,,Uber Eats,
62049,52400,Pho Umami,Restaurant,Groups; Wi-Fi; Wheelchair Accessible; Table Service; Online Ordering; TV; Seating; Reservations; Bike Parking; Delivery; Catering; High Chairs; Debit Cards; Dine-in; Takeout,845 May St N,Thunder Bay,ON,P7C 3S2,Canada,Truong,le,Director and Member of the Board of Directors,Owner,,,,,,(807) 623-1888,1,pho.umami@gmail.com,20,93,Japanese; Vietnamese; Chinese,$$,Skip the Dishes; Uber Eats,
62048,53471,Takopo (WEM),Restaurant,Delivery; Online Ordering; Takeout,8882 170 St NW,Edmonton,AB,T5T 3J7,Canada,,,,,,,,,,(780) 862-6218,0,,3,98,Japanese,,Uber Eats,
62047,53858,Empire Garden Chinese Restaurant,Restaurant,Groups; Wi-Fi; Wheelchair Accessible; Table Service; Online Ordering; TV; Seating; Reservations; Delivery; Catering; High Chairs; Debit Cards; Dine-in; Takeout,20378 88 Ave,Langley,BC,V1M 2Y4,Canada,,,,,,,https://empire-garden-chinese-restaurant.business.site,,,(604) 882-1111,0,,36,76,American; Chinese,$$,Skip the Dishes; Uber Eats,
62046,51759,Sushi California,Restaurant,Groups; Wheelchair Accessible; Table Service; Parking; TV; Seating; Reservations; Bike Parking; Catering; High Chairs; Debit Cards; Dine-in; Delivery; Takeout,1238 St Clair Ave W,Toronto,ON,M6E 1B7,Canada,Sarah,Wang,General Manager,Operations,,,sushicalifornia.ca,,,(416) 658-1238,1,,91,82,Japanese,$,,
62045,53219,Kinjo Express Dalhousie,Restaurant,Delivery; Catering; Online Ordering; Debit Cards; Takeout,5005 Dalhousie Dr NW,Calgary,AB,T3A 5R8,Canada,,,,,,,kinjoexpress.com,,,(403) 452-8389,0,,72,49,Japanese,,Skip the Dishes,
62044,,Sushi Itamea,Restaurant,Reservations; Parking; Debit Cards; Dine-in; TV; Delivery; Takeout,5029 Boulevard des Laurentides,Laval,QC,H7K 2J7,Canada,Thanh Tu,Nguyen,President and Member of the Board of Directors,Owner,,,itamealaval.com,,,(450) 937-0937,1,,63,90,Japanese,$$,,
62043,52907,Hills Kitchen Korean & Japanese Cuisine,Restaurant,Groups; Wheelchair Accessible; Online Ordering; Seating; Reservations; Contactless Delivery; High Chairs; Dine-in; Delivery; Takeout,309 Main St,Three Hills,AB,T0M 2A0,Canada,,,,,,,hillskitchen.ca,,,(403) 443-5555,0,,59,80,Korean; Japanese,,,
62042,54464,Benkey Sushi,Restaurant,Groups; Wheelchair Accessible; Table Service; Online Ordering; TV; Seating; Bike Parking; Reservations; Delivery; High Chairs; Debit Cards; Dine-in; Takeout,27520 Fraser Hwy,Langley,BC,V4W 3N5,Canada,Hwanscuk,Choi,Proprietor,Owner,,,benkey-sushi.com,,,(604) 626-0333,1,,32,89,Japanese; Chinese,$$,Google Analytics; Skip the Dishes; Uber Eats,
62041,49451,Barrhaven Asian Dragon Chinese Food,Restaurant,Groups; Wheelchair Accessible; Table Service; Parking; TV; Bike Parking; Reservations; Debit Cards; Dine-in; Delivery; Takeout,3777 Strandherd Dr,Ottawa,ON,K2J 4B1,Canada,,,,,,,asiandragon.ca,,,(613) 823-1688,0,,67,79,Chinese,$,,
62040,,4 Seasons Restaurant,Restaurant,Seating; Groups; Reservations; High Chairs; Debit Cards; Dine-in; Takeout,235 Boulevard Broadway,Grand Falls,NB,E3Z 2K1,Canada,,,,,,,,,,(506) 582-8000,0,,12,82,Chinese,$$,,
62039,,wok cafe des sources,Restaurant,Groups; Wheelchair Accessible; Table Service; Parking; Online Ordering; Seating; Reservations; Delivery; Takeout,3510 Sources Blvd,Dollard-des Ormeaux,QC,H9B 1Z9,Canada,,,,,,,wokcafe.ca,,,(514) 683-8883,0,,28,85,Chinese,$$,Skip the Dishes; TouchBistro; TouchBistro Dine; TouchBistro Reservations; Uber Eats,TouchBistro
62038,52679,Andy's Family Restaurant,Restaurant,Groups; Wheelchair Accessible; Table Service; Seating; Reservations; High Chairs; Debit Cards; Dine-in; Delivery; Takeout,305 1st Ave W,Assiniboia,SK,S0H 0B0,Canada,,,,,,,http://andyschineserestaurant.ca,,,(306) 642-2368,0,,47,82,Chinese,$,,
62037,51207,Jue Wei Jiu Jiu Ya Bo -Bei Yue Ke (99 Mythic Taste-North York),Restaurant,Delivery; Online Ordering; Takeout,5418 Yonge St,Toronto,ON,M2N 6X4,Canada,,,,,,,,,,(416) 792-8288,0,,16,87,Chinese,$,Uber Eats,
62036,50197,Sushi Wa,Restaurant,Groups; Wi-Fi; Wheelchair Accessible; Table Service; Seating; Reservations; Bike Parking; Delivery; Online Ordering; TV; Contactless Delivery; High Chairs; Catering; Debit Cards; Dine-in; Takeout,7000 Bathurst St,Vaughan,ON,L4J 7L1,Canada,,,,,moduwinkim@hotmail.com,,sushiwa7000.com,,,(905) 760-1294,0,moduwinkim@hotmail.com,35,88,Korean; Japanese,$$,DoorDash; Ritual; Skip the Dishes; Uber Eats; Wix Restaurants,Wix Restaurants
62035,50029,Pine House Cafe Newmarket (Song Wu ),Restaurant; Mobile Food,Groups; Wheelchair Accessible; Online Ordering; Seating; Delivery; High Chairs; Debit Cards; Dine-in; Takeout,1100 Davis Dr,Newmarket,ON,L3Y 8W8,Canada,,,,,,,,,,(905) 235-0938,0,,19,90,Cantonese; Chinese,$,Uber Eats,
62034,50220,Sake Sushi,Restaurant,Groups; Wheelchair Accessible; Table Service; Online Ordering; Seating; Reservations; Delivery; Catering; Takeout,5875 HWY-7,Vaughan,ON,L4L 1T9,Canada,Owen,Chen,Proprietor,Owner,,,sakesushionline.com,,,(905) 851-1168,1,,72,82,Japanese,$$,DoorDash; Skip the Dishes; Uber Eats,
62033,,Delices Du Paradis,Restaurant,Groups; Table Service; Online Ordering; Seating; Reservations; Delivery; Catering; Debit Cards; Dine-in; Takeout,2130 Boulevard Marie-Victorin,Longueuil,QC,J4G 1A9,Canada,Sona,Lim,President,General,,,lesdelicesduparadis.com,,,(450) 651-9661,1,,31,86,Vietnamese; Chinese; Thai,$$,DoorDash; Skip the Dishes; Uber Eats,
62032,,Marabou,Restaurant,Groups; Reservations; Delivery; Online Ordering; Debit Cards; Dine-in; Takeout,9880 Boulevard St-Laurent,Montréal,QC,H3L 2N3,Canada,Linda,Durogene,Proprietor,Owner,,,,,,(514) 381-5830,1,,21,81,Creole; Haitian; Caribbean; Cajun,$,Uber Eats,
62031,55616,Mutsuki-An,Restaurant,Reservations; Wheelchair Accessible; Debit Cards; Dine-in; Takeout,2560 Sinclair Rd,Saanich,BC,V8N 1B8,Canada,Nayumi,Kushino,Proprietor,Owner,,,mutsuki-an-restaurant.com,,,(250) 595-0378,1,,34,88,Japanese,$$$,,
62030,52372,Wonderful Sushi,Restaurant,Seating; Wheelchair Accessible; Table Service; Online Ordering; TV; Delivery; Takeout,1716 Regent St,Greater Sudbury,ON,P3E 3Z8,Canada,,,,,,,,,,(705) 522-3336,0,,22,76,Japanese,$$$,,
62029,53016,K Street Food,Restaurant,Wi-Fi; Wheelchair Accessible; Online Ordering; Seating; Delivery; Catering; High Chairs; Debit Cards; Dine-in; Takeout,1211 Edmonton Trl NE,Calgary,AB,T2E 6X4,Canada,,,,,,,,,,(587) 352-8811,0,,23,87,Korean; Japanese; Chinese,$,DoorDash; Skip the Dishes; Uber Eats,
62028,49137,Restaurant Jazz,Restaurant,Groups; Table Service; Online Ordering; Seating; Reservations; Delivery; Catering; Debit Cards; Dine-in; Outdoor Seating; Takeout,121 Rue Champlain,Salaberry-de-Valleyfield,QC,J6T 1W9,Canada,,,,,,,jazzresto.ca,,,(450) 377-8744,0,info@sushijazz.ca,58,87,Japanese; Spanish,$$,DoorDash; Google Analytics; UEAT; Uber Eats,UEAT
62027,52766,Delight Cafe & Wok,Restaurant,Groups; Wheelchair Accessible; Online Ordering; Seating; Reservations; Catering; High Chairs; Debit Cards; Dine-in; Delivery; Takeout,314 4th Ave SW,Moose Jaw,SK,S6H 5V3,Canada,Tammy,Wong,Proprietor,Owner,,,delightcafewok.com,,,(306) 692-1889,1,,43,81,Chinese,$,DI develop,DI develop
62026,,Lotus Vietnamese Noodle House,Restaurant,Groups; Wheelchair Accessible; Table Service; Parking; Online Ordering; TV; Seating; Reservations; Delivery; Contactless Delivery; Debit Cards; Dine-in; Takeout,1032 MacLeod Trl SE,Calgary,AB,T2G 2M7,Canada,,,,,lotusnoodlehouse@gmail.com,,lotusyyc.com,,,(403) 263-5828,0,lotusnoodlehouse@gmail.com,37,81,Chinese,$$,DoorDash; Skip the Dishes,
62025,52112,Canton Chinese Food Take-Out,Restaurant,Groups; Bike Parking; Wheelchair Accessible; Debit Cards; TV; Delivery; Takeout,170 Brantwood Park Rd,Brantford,ON,N3P 1N7,Canada,Dean,Cheung,Proprietor,Owner,,,,,,(519) 759-0099,1,,24,83,Chinese,$,,
62024,50866,Liwan Kitchen Li Wan Chang Fen Bao Zi Fan,Restaurant,Groups; Online Ordering; TV; Seating; Reservations; Delivery; High Chairs; Debit Cards; Dine-in; Takeout,4271 Sheppard Ave E,Toronto,ON,M1S 1T6,Canada,,,,,,,,,,(416) 479-3568,0,,15,76,Chinese,$$,Skip the Dishes; Uber Eats,
62023,54913,Tsuki Sushi Bar,Restaurant,Groups; Wi-Fi; Wheelchair Accessible; Table Service; Seating; Reservations; Bike Parking; Delivery; Parking; Online Ordering; Fresh Ingredients; TV; Catering; Debit Cards; Dine-in; Takeout,509 Abbott St,Vancouver,BC,V6B 0J9,Canada,Masaru,Tajima,Principal,Owner,,,tsukisushibar.ca,,,(604) 558-3805,2,,40,91,American; Japanese,$,DoorDash; Skip the Dishes; Uber Eats,
62021,49491,Ruby Chinese Restaurant,Restaurant; Quick Service,Groups; Wi-Fi; Seating; Reservations; Fast Service; High Chairs; Debit Cards; Dine-in; Takeout,315 Montreal Rd,Cornwall,ON,K6H 1B6,Canada,,,,,,,,,,(613) 935-9998,0,,16,85,Chinese,,,
62020,54097,Luxe Chinese Seafood Restaurant,Restaurant,Groups; Wheelchair Accessible; Table Service; Online Ordering; TV; Seating; Reservations; Delivery; High Chairs; Debit Cards; Dine-in; Takeout,19653 Willowbrook Dr,Langley,BC,V2Y 1A5,Canada,Johnny,Fan,Proprietor,Owner,,,luxecsr.com,,,(604) 530-8286,1,,38,80,Chinese,$$,Uber Eats,
62019,49677,Lahori Flame,Restaurant,Delivery; Online Ordering; Takeout,36 Old Kingston Rd,Ajax,ON,L1T 2Z7,Canada,,,,,,,,,,(905) 686-6711,0,,4,80,Chinese,,Skip the Dishes; Uber Eats,
62017,53334,MIKAKU JAPANESE RESTAURANT,Restaurant,Groups; Wi-Fi; Online Ordering; Fresh Ingredients; Seating; Reservations; Delivery; High Chairs; Debit Cards; Dine-in; Takeout,6024 48 Ave,Camrose,AB,T4V 0K3,Canada,,,,,,,mikaku.ca,,,(780) 673-7990,0,,22,75,Japanese,,GlobalFood; Google Analytics; Skip the Dishes; WooCommerce,GlobalFood
62016,50042,Kato Sushi,Restaurant,Groups; Reservations; Delivery; Online Ordering; Dine-in; Fresh Ingredients; Takeout,5812 Main St,Whitchurch-Stouffville,ON,L4A 2S9,Canada,,,,,,,kato-sushi.com,,,(905) 591-2288,0,,49,93,Japanese,$,Uber Eats; WooCommerce,
62015,53212,Peking Garden Calgary,Restaurant,Groups; Wi-Fi; Wheelchair Accessible; Table Service; Seating; Reservations; Bike Parking; Delivery; Parking; Online Ordering; Fresh Ingredients; TV; Contactless Delivery; Catering; High Chairs; Debit Cards; Dine-in; Takeout,4625 Varsity Dr NW,Calgary,AB,T3A 0Z9,Canada,Joe,Pat,President,General,,,pekinggardencalgary.com,1979,,(403) 286-0488,1,,56,81,Chinese,$$,DoorDash; Google Analytics; Skip the Dishes,
62014,,Saint Sushi Westmount,Restaurant,Groups; Wi-Fi; Wheelchair Accessible; Table Service; Parking; Online Ordering; Reservations; Bike Parking; Delivery; Catering; Debit Cards; Dine-in; Takeout,1359 Avenue Greene,Westmount,QC,H3Z 2A5,Canada,,,,,saintsushibar@hotmail.com,,saintsushi.com,2018,,(514) 543-4814,0,saintsushibar@hotmail.com,37,93,Japanese,$$,CHKPLZ; DoorDash; MailChimp,CHKPLZ
62013,54335,King Do Seafood Restaurant,Restaurant,Groups; Wi-Fi; Wheelchair Accessible; Table Service; Online Ordering; TV; Seating; Reservations; Delivery; Catering; High Chairs; Debit Cards; Dine-in; Takeout,13922 104 Ave,Surrey,BC,V3T 1X2,Canada,,,,,,,kingdo.ca,,,(604) 582-6911,0,,31,77,Chinese,$$,Skip the Dishes; Uber Eats,
62012,,Ichiban Sushi&Wok,Restaurant,Delivery; Wheelchair Accessible; Online Ordering; Dine-in; Takeout,515 Boulevard Lacombe,Repentigny,QC,J5Z 1P5,Canada,,,,,,,,,,(450) 932-3288,0,,13,83,Japanese,,Skip the Dishes,
62011,,MeiWei,Restaurant; Mobile Food,Groups; Table Service; Online Ordering; TV; Reservations; Delivery; Debit Cards; Dine-in; Takeout,5100 Rue Sherbrooke,Montréal,QC,H4A 1T1,Canada,,,,,,,,,,(514) 481-1010,0,,20,96,Chinese,$,DoorDash; Uber Eats,
62010,55504,Little Japan,Restaurant,Delivery; Wheelchair Accessible; Online Ordering; Debit Cards; Dine-in; Takeout,1199 Lynn Valley Rd,North Vancouver District,BC,V7J 2A1,Canada,,,,,,,,,,(604) 929-4095,0,,21,85,Japanese,$$,DoorDash; Uber Eats,
62009,,Panda,Restaurant,Groups; Table Service; Seating; Reservations; High Chairs; Dine-in; Delivery; Takeout,44 2nd St W,Cornwall,ON,K6J 1G2,Canada,Mary,Yu,Proprietor,Owner,,,,,,(613) 932-0808,1,,26,79,Chinese,$$,,
62008,49450,Barrhaven Lucky Panda Chinese Food,Restaurant,Groups; Wheelchair Accessible; Parking; Online Ordering; Reservations; Delivery; Contactless Delivery; Takeout,3023 Cedarview Rd,Ottawa,ON,K2J 4A8,Canada,,,,,,,luckypanda.ca,,,(613) 825-8080,0,,49,91,Chinese; Thai,$,DoorDash; Skip the Dishes; Uber Eats,
62007,53263,Golden Hill Chinese Food,Restaurant,Catering; Online Ordering; Debit Cards; Delivery; Takeout,12 Castleridge Dr NE,Calgary,AB,T3J 1V4,Canada,Szutu,Chan,Principal,Owner,,,,,,(403) 280-1048,1,,21,62,Chinese,$$,,
62006,50122,Pearl Sushi,Restaurant,Groups; Wi-Fi; Wheelchair Accessible; Table Service; Online Ordering; Seating; Delivery; Contactless Delivery; High Chairs; Debit Cards; Dine-in; Takeout,10066 Bayview Ave,Richmond Hill,ON,L4C 0W5,Canada,,,,,,,pearlsushi-rm.com,,,(905) 770-2222,0,,24,93,Japanese,$$,Skip the Dishes; Stripe; Uber Eats,
62005,47840,Golden Pond Restaurant,Restaurant,Groups; Wheelchair Accessible; Table Service; Seating; Reservations; High Chairs; Dine-in; Takeout,73 Henry Hensey Dr,Queens,NS,B0T 1K0,Canada,Harry,Wong,Proprietor,Owner,,,,,,(902) 354-5186,1,,18,76,Chinese,$$,,
62004,52089,Lucky Garden Restaurants,Restaurant,Groups; Online Ordering; TV; Reservations; Fast Service; Debit Cards; Delivery; Takeout,101 Hazelglen Dr,Kitchener,ON,N2M 5A2,Canada,,,,,,,luckygardenchinesefood.ca,,,(519) 743-8152,0,,78,73,Chinese,$,Google Analytics; Wix Restaurants; YellowPages.ca,Wix Restaurants
62003,50769,Toss Thai,Restaurant,Groups; Wheelchair Accessible; Table Service; Online Ordering; TV; Seating; Reservations; Bike Parking; Delivery; Catering; High Chairs; Debit Cards; Dine-in; Takeout,1120 Steeles Ave E,Milton,ON,L9T 6C8,Canada,Diana,Kwong,General Manager,Operations,,,tossthai.com,,,(905) 636-8878,1,info@tossthai.com,26,86,Chinese; Thai,$$,DoorDash; Google Analytics; Skip the Dishes; Uber Eats; Wix Restaurants; Yelp Waitlist,Wix Restaurants
62002,52840,Mango Chef Asian Fusion Restaurant,Restaurant,Seating; Groups; High Chairs; Debit Cards; Dine-in; Takeout,1102 100th St,North Battleford,SK,S9A 0V5,Canada,,,,,mangochef2016@gmail.com,,https://mango-chef-asian-fusion-restaurant-restaurant.business.site,,,(306) 490-8282,0,mangochef2016@gmail.com,47,95,Japanese,$$,,
62001,55433,Wang Ji Restaurant,Restaurant,Groups; Wheelchair Accessible; Table Service; Bike Parking; Reservations; Catering; Debit Cards; Dine-in; Delivery; Takeout,9100 Blundell Rd,Richmond,BC,V6Y 3X9,Canada,,,,,,,,,,(604) 285-2252,0,,26,74,Chinese,$$,,
62000,53763,Falls Restaurant,Restaurant,Seating; Wheelchair Accessible; Table Service; Debit Cards; Dine-in; Outdoor Seating; Takeout,1030 Main St,Okanagan-Similkameen,BC,V0H 1R4,Canada,,,,,,,,,,(778) 515-5678,0,,17,79,Chinese,$,,
61999,54592,Marble House Eatery,Restaurant,Groups; Wheelchair Accessible; Seating; Reservations; Contactless Delivery; High Chairs; Debit Cards; Dine-in; Delivery; Takeout,4500 Kingsway,Burnaby,BC,V5H 2A9,Canada,,,,,,,marblehouse.ca,,,(604) 336-9188,0,hello@marblehouse.ca,36,85,Chinese,$$,,
61998,49883,Taste of Guang Xi,Restaurant,Groups; Delivery; Contactless Delivery; Online Ordering; Debit Cards; Dine-in; Takeout,3235 HWY-7,Markham,ON,L3R 3P9,Canada,,,,,,,https://taste-of-guang-xi.business.site,,,(365) 608-6066,0,,31,65,Chinese,$,DoorDash; Uber Eats,
61997,47883,East West Restaurant,Restaurant,Groups; Wheelchair Accessible; Seating; Reservations; High Chairs; Dine-in; Delivery; Takeout,693 Main St,Halifax,NS,B2W 3T6,Canada,Sarah,Chow,Vice President and General Manager and Member of the Board of Directors,Owner,,,eastwestrestaurant.ca,,,(902) 462-8738,3,,41,77,Chinese,$,,
61996,49425,Noodle's Invitation,Restaurant,Wi-Fi; Online Ordering; Seating; Delivery; High Chairs; Debit Cards; Dine-in; Takeout,174 Colonnade Rd S,Ottawa,ON,K2E 7J5,Canada,,,,,,,noodlesinvitationottawa.com,,,(613) 228-8484,0,,27,93,Chinese,$$,DI develop; DoorDash; Uber Eats,DI develop
61995,53579,What the Poke (Edmonton South Trial),Restaurant,Seating; Delivery; Contactless Delivery; QR Codes; Online Ordering; Dine-in; Takeout,3354 Gateway Blvd NW,Edmonton,AB,T6J 6V1,Canada,,,,,advertising@hungrypanda.co,,ca.hungrypanda.co,,,(778) 237-1875,0,franchise@hungrypanda.co,42,83,Japanese,,Apple App Store; Skip the Dishes; Uber Eats; YourAdChoices,
61994,49301,New China Take-Out,Restaurant,Groups; Parking; Online Ordering; Reservations; Catering; Debit Cards; Delivery; Takeout,2184 Lamira St,Ottawa,ON,K1H 8L4,Canada,Frank,Liu,Proprietor,Owner,,,newchinatakeout.ca,,,(613) 521-2222,1,,60,73,Chinese,$,,
61993,53967,Korean BBQ Gui,Restaurant,Groups; Wi-Fi; Wheelchair Accessible; Table Service; Seating; Reservations; Bike Parking; Delivery; Curbside Pickup; Parking; Online Ordering; Digital Payments; Catering; High Chairs; Debit Cards; Dine-in; Outdoor Seating; Takeout,1801 Princeton Kamloops Hwy,Kamloops,BC,V2E 2J7,Canada,Yun,K,,,,,koreanbbqgui.com,2017,,(250) 377-0771,1,suraltd2022@gmail.com,38,79,Korean; Japanese,$$,Skip the Dishes; Wix Restaurants,Wix Restaurants
61992,,Sushi & Cie Express,Restaurant,Seating; Wheelchair Accessible; Parking; Debit Cards; Dine-in; Digital Payments; Takeout,1626 3e Avenue,Val-d'Or,QC,J9P 1V8,Canada,,,,,,,,,,(819) 874-5744,0,,14,49,Japanese; Thai,$$,,
61991,,Miyako Sushi,Restaurant,Groups; Wi-Fi; Wheelchair Accessible; Table Service; Parking; Online Ordering; Seating; Reservations; Bike Parking; Delivery; Catering; Debit Cards; Dine-in; Outdoor Seating; Takeout,2341 E Hastings St,Vancouver,BC,V5L 1V6,Canada,,,,,miyakosushi01@hotmail.com,,http://miyakosushi.ca,2014,,(604) 255-9411,0,miyakosushi01@hotmail.com,29,89,Japanese,$$,DoorDash; Skip the Dishes; Uber Eats,
61990,55377,Shine Valley Lamb Soup,Restaurant,Groups; Wi-Fi; Wheelchair Accessible; Online Ordering; TV; Seating; Reservations; Catering; High Chairs; Debit Cards; Dine-in; Delivery; Takeout,4653 Garden City Rd,Richmond,BC,V6X 4B8,Canada,Tiger,Y,,,,,svlambsoup.com,2014,,(778) 877-3733,1,,29,81,Chinese,$$,Wix Restaurants,Wix Restaurants
61989,50325,Noodle Wok,Restaurant,Groups; Wheelchair Accessible; Online Ordering; TV; Seating; Bike Parking; Catering; High Chairs; Debit Cards; Dine-in; Takeout,600 Burnhamthorpe Rd W,Mississauga,ON,L5B 2C4,Canada,,,,,raymond@noodlewok.com,,noodle-wok.com,,,(905) 896-8915,0,,80,78,Chinese,$,DI develop,DI develop
61988,50528,Momolicious,Restaurant,Groups; Online Ordering; Delivery; Contactless Delivery; Curbside Pickup; Debit Cards; Dine-in; Takeout,490 Chrysler Dr,Brampton,ON,L6S 0C1,Canada,,,,,,,themomolicious.ca,,,(905) 791-6685,0,momoliciouscanada@gmail.com,38,87,Indian; American; Chinese,,Google Analytics; Skip the Dishes; TikMe; Uber Eats,TikMe
61987,,Chez Yanna,Restaurant,Groups; Reservations; Delivery; Online Ordering; Dine-in; Takeout,884 Boulevard Décarie,Montréal,QC,H4L 3L9,Canada,Xin,Xing,President,General,,,https://chezyanna.com,,,(514) 748-9981,1,,29,88,Chinese; Thai,$$,DoorDash; Skip the Dishes; Uber Eats,
61986,51401,Mr. Tonkatsu - Wellesley,Restaurant,Groups; Wheelchair Accessible; Table Service; Online Ordering; TV; Reservations; Delivery; Debit Cards; Dine-in; Takeout,548 Yonge St,Toronto,ON,M4Y 1Y8,Canada,,,,,,,mrtonkatsu.com,,,(416) 901-9151,0,,33,89,Japanese,$$,Uber Eats,
61985,52482,Sushi N,Restaurant,Groups; Wheelchair Accessible; Table Service; Seating; Reservations; High Chairs; Debit Cards; Dine-in; Takeout,726 St Anne's Rd,Winnipeg,MB,R2N 0A2,Canada,David,Kim,President,General,,,sushinwinnipeg.ca,,,(204) 254-4647,1,,64,81,Japanese,$$,,
61984,53936,Isshin Sushi Bar & Asian Dining,Restaurant,Groups; Wheelchair Accessible; Table Service; Online Ordering; Fresh Ingredients; Seating; Reservations; Delivery; High Chairs; Debit Cards; Dine-in; Outdoor Seating; Takeout,151 Front St,Penticton,BC,V2A 1H3,Canada,,,,,myisshinsushi@gmail.com,,isshinsushi.ca,,,(250) 770-1141,0,iyoda@shaw.ca,79,85,Japanese,$$,FoodBooking; Skip the Dishes,FoodBooking
61983,55691,Loyaltea,Cafe; Restaurant; Juice Bar; Mobile Food,Groups; Wi-Fi; Wheelchair Accessible; Online Ordering; Seating; Delivery; Contactless Delivery; Debit Cards; Dine-in; Takeout,1609 Douglas St,Victoria,BC,V8W 2G5,Canada,,,,,,,loyaltea.ca,,,(250) 818-2666,0,hello@loyaltea.ca,25,92,Japanese,$,Skip the Dishes; Uber Eats,
