Snowball_ID,Name,Last_Name,First_Name,Gender,Contact_Title,Category,phone_number,Address,Street,City,State,Zip_Code,Sales_Volume,Employment_Size,Small_Business_Indicator,Vendor_Ethnicity_Description,Franchise,Country
68095,Sushi Jet,,,,,Japanese,(902) 420-7888,"['1577 South Park Street', 'Halifax, NS B3J 0J1', 'Canada']",1577 South Park St,Halifax,NS,B3J 0J1,,,,,,Canada
68096,Tsujiri,,,,,Japanese,(902) 429-9922,"['1605 South Park Street', 'Halifax, NS B3J 0J1', 'Canada']",1605 South Park St,Halifax,NS,B3J 0J1,,,,,,Canada
68097,Buta Ramen,,,,,Japanese,(902) 422-0245,"['5190 Morris St', 'Halifax, NS B3J 1B3', 'Canada']",5190 Morris St,Halifax,NS,B3J 1B3,$1-2.5 MILLION,19-Oct,N,Unknown,,Canada
68098,In Spring Fine Asian Fusion Cuisine,,,,,Chinese,(902) 429-5888,"['5171 Salter Street', 'Halifax, NS B3J 1E5', 'Canada']",5171 Salter St,Halifax,NS,B3J 1E5,"LESS THAN $500,000",9-May,N,Unknown,,Canada
68099,Hokkai Sushi,,,,,Japanese,(902) 406-0899,"['5187 Salter Street', 'Halifax, NS B3J 1E6', 'Canada']",5187 Salter St,Halifax,NS,B3J 1E6,,,,,,Canada
68100,Panda Chinese Food,,,,,Chinese,(902) 423-4768,"['5657 Spring Garden Rd', 'Halifax, NS B3J 1G9', 'Canada']",5657 Spring Garden Rd,Halifax,NS,B3J 1G9,,,,,,Canada
68101,The Captain's Boil,,,,,Cajun Seafood,(902) 407-5999,"['5680 Spring Garden Rd', 'Halifax, NS B3J 1H5', 'Canada']",5680 Spring Garden Rd,Halifax,NS,B3J 1H5,,,,,,Canada
68102,Fujiyama Restaurant,,,,,Japanese,(902) 492-1133,"['5244 Blowers Street', 'Halifax, NS B3J 1J7', 'Canada']",5244 Blowers St,Halifax,NS,B3J 1J7,"LESS THAN $500,000",9-May,N,Unknown,,Canada
68103,Jiang Nan Restaurant,,,,,Chinese,(902) 425-1818,"['5234 Blowers Street', 'Halifax, NS B3J 1J7', 'Canada']",5234 Blowers Street,Halifax,NS,B3J 1J7,,,,,,Canada
68104,Chinese Food aka Far East Cuisine,,,,,Chinese,(902) 423-7478,"['5201 Duke St', 'Scotia Square', 'Halifax, NS B3J 1N9', 'Canada']","5201 Duke St, Scotia Square",Halifax,NS,B3J 1N9,,,,,,Canada
68105,The Great Wall Restaurant,WONG,PATRICK,M,OWNER,Chinese,(902) 422-6153,"['1649 Bedford Row', 'Halifax, NS B3J 1T1', 'Canada']",1649 Bedford Row,Halifax,NS,B3J 1T1,"$500,000-1 MILLION",19-Oct,N,Chinese,,Canada
68106,Broth House,,,,,Cajun Seafood,(902) 423-5854,"['1588 Granville Street', 'Halifax, NS B3J 1X1', 'Canada']",1588 Granville St,Halifax,NS,B3J 1X1,,,,,,Canada
68107,Qiu Brothers Dumplings,QIU,LEON,M,MANAGER,Chinese,(902) 407-3055,"['1335 Barrington Street', 'Halifax, NS B3J 1Y9', 'Canada']",1335 Barrington St,Halifax,NS,B3J 1Y9,$1-2.5 MILLION,9-May,N,Chinese,,Canada
68108,Way2Roll,,,,,Japanese,(902) 407-2405,"['1715 Barrington Street', 'Halifax, NS B3J 2A4', 'Canada']",1715 Barrington St,Halifax,NS,B3J 2A4,,,,,,Canada
68109,Kyo Kitchen & Bar,PICKETT,EMILY,F,MANAGER,Japanese,(902) 431-0477,"['1715 Barrington Street', 'Halifax, NS B3J 1L6', 'Canada']",1715 Barrington St,Halifax,NS,B3J 2A4,$1-2.5 MILLION,20-49,N,English,,Canada
68110,Dharma Sushi Restaurant,YAMAMOTO,HIDEKI,M,OWNER,Japanese,(902) 425-7785,"['1576 Argyle Street', 'Halifax, NS B3J 2B3', 'Canada']",1576 Argyle St,Halifax,NS,B3J 2B3,"LESS THAN $500,000",9-May,Y,Japanese,,Canada
68111,Tokyoroll,,,,,Japanese,(902) 405-8886,"['1598 Argyle Street', 'Halifax, NS B3J 2B3', 'Canada']",1598 Argyle St,Halifax,NS,B3J 2B3,,,,,,Canada
68112,Roll It Up,,,,,Japanese,(902) 407-0956,"['1995 Brunswick Street', 'Halifax, NS B3J 2G9', 'Canada']",1995 Brunswick St,Halifax,NS,B3J 2G8,,,,,,Canada
68113,Sushi Nami Royale,,,,,Japanese,(902) 422-1636,"['1458 Queen Street', 'Suite 102', 'Halifax, NS B3J 2H7', 'Canada']",1458 Queen St Suite 102,Halifax,NS,B3J 2H7,"LESS THAN $500,000",9-May,N,Unknown,,Canada
68114,Minato Sushi Japanese Restaurant,KO,JAMES,M,OWNER,Japanese,(902) 420-0331,"['1520 Queen Street', 'Halifax, NS B3J 2H8', 'Canada']",1520 Queen St,Halifax,NS,B3J 2H8,"LESS THAN $500,000",9-May,Y,Chinese,,Canada
68115,Happy Garden Chinese,ZHANG,XUN,F,OWNER,Chinese,(902) 423-8882,"['1304 Birmingham Street', 'Halifax, NS B3J 2J2', 'Canada']",1304 Birmingham St,Halifax,NS,B3J 2J2,"LESS THAN $500,000",9-May,Y,Chinese,,Canada
68116,A Taste of the East,,,,,Chinese,(902) 423-5558,"['1589 Dresden Row', 'Halifax, NS B3J 2K4', 'Canada']",1589 Dresden Row,Halifax,NS,B3J 2K4,,,,,,Canada
68117,Happy Veal Hot Pot,,,,,Chinese,(902) 423-2777,"['1333 S Park Street', 'Halifax, NS B3J 2K9', 'Canada']",1333 S Park Street,Halifax,NS,B3J 2K9,"LESS THAN $500,000",9-May,N,Unknown,,Canada
68118,Tai Pan,,,,,Chinese,() ,"['1505 Barrington St', 'Halifax, NS B3J 3K5', 'Canada']",1505 Barrington St,Halifax,NS,B3J 3K5,,,,,,Canada
68119,Ko-Doraku,MAMABE,SHUJI,M,PRESIDENT,Japanese,(902) 423-8787,"['5640 Spring Garden Road', 'Halifax, NS B3J 3M7', 'Canada']",5640 Spring Garden Road,Halifax,NS,B3J 3M7,"LESS THAN $500,000",4-Jan,Y,Japanese,,Canada
68120,Kanpai Izakaya,,,,,Japanese,(902) 435-4489,"['1535 Dresden Row', 'Halifax, NS B3J 3T1', 'Canada']",1535 Dresden Row,Halifax,NS,B3J 3T1,,,,,,Canada
68121,May Garden Chinese,,,,,Chinese,(902) 455-2222,"['1983 Upper Water Street', 'Halifax, NS B3J 3Y5', 'Canada']",1983 Upper Water Street,Halifax,NS,B3J 3Y5,,,,,,Canada
68122,Sea Smoke Restaurant,BOOSEY,ZOE,F,OWNER,Japanese,(902) 406-1051,"['1477 Lower Water Street', 'Halifax, NS B3J 3Z4', 'Canada']",1477 Lower Water Street,Halifax,NS,B3J 3Z4,$2.5-5 MILLION,50-99,N,English,,Canada
68123,Studio East Food+Drink,,,,,Cajun Seafood,(902) 422-8096,"['6021 Cunard Street', 'Halifax, NS B3K 1E5', 'Canada']",6021 Cunard St,Halifax,NS,B3K 1E5,"LESS THAN $500,000",9-May,N,Unknown,,Canada
68124,Sushi Shige Japanese Restaurant,,,,,Japanese,(902) 422-0740,"['5688 Almon Street', 'Halifax, NS B3K 1T6', 'Canada']",5688 Almon St,Halifax,NS,B3K 1T6,,,,,,Canada
68125,Hamachi Kita,,,,,Japanese,(902) 431-5543,"['5537 Young Street', 'Halifax, NS B3K 1Z7', 'Canada']",5537 Young St,Halifax,NS,B3K 1Z7,,,,,,Canada
68126,Silver Dragon Restaurant,WONG,CHIU,M,OWNER,Chinese,(902) 455-2800,"['2827 Robie Street', 'Halifax, NS B3K 4P3', 'Canada']",2827 Robie St,Halifax,NS,B3K 4P3,"LESS THAN $500,000",4-Jan,Y,Chinese,,Canada
68127,Loong 7 Chinese Restaurant,DONG,CECILIA,F,MANAGER,Chinese,(902) 404-9677,"['3559 Robie Street', 'Halifax, NS B3K 4S7', 'Canada']",3559 Robie St,Halifax,NS,B3K 4S7,"LESS THAN $500,000",9-May,N,Vietnamese,,Canada
68128,Bomber Chicken,,,,,Japanese,() ,"['6184 Quinpool Road', 'Halifax, NS B3L 1A3', 'Canada']",6184 Quinpool Rd,Halifax,NS,B3L 1A3,,,,,,Canada
68129,Truly Tasty,,,,,Chinese,(902) 407-4047,"['6214 Quinpool Road', 'Halifax, NS B3L 1A3', 'Canada']",6214 Quinpool Rd,Halifax,NS,B3L 1A3,"LESS THAN $500,000",9-May,N,Unknown,,Canada
68130,Shanxi Paomo Chinese Restaurant,,,,,Chinese,(902) 407-3888,"['6253 Quinpool Road', 'Halifax, NS B3L 1A4', 'Canada']",6253 Quinpool Rd,Halifax,NS,B3L 1A4,,,,,,Canada
68131,Wasabi House,PENG,COOPER,M,MANAGER,Japanese,(902) 429-3300,"['6403 Quinpool Road', 'Halifax, NS B3L 1A7', 'Canada']",6403 Quinpool Rd,Halifax,NS,B3L 1A7,"LESS THAN $500,000",9-May,N,Chinese,,Canada
68132,Noodle Nami,,,,,Japanese,(902) 406-0203,"['6450 Quinpool Road', 'Halifax, NS B3L 1A8', 'Canada']",6450 Quinpool Rd,Halifax,NS,B3L 1A8,,9-May,N,Unknown,,Canada
68133,Look Ho Ho Restaurant,CHU,STELLA,F,OWNER,Chinese,(902) 455-5479,"['6420 Bayers Rd', 'Halifax, NS B3L 2B1', 'Canada']",6420 Bayers Rd,Halifax,NS,B3L 2B1,"$500,000-1 MILLION",19-Oct,N,Chinese,,Canada
68134,Shanghai 360,,,,,Chinese,(902) 229-2791,"['7001 Mumford Road', 'Halifax, NS B3L 4N9', 'Canada']",7001 Mumford Rd,Halifax,NS,B3L 2H8,,,,,,Canada
68135,ManchuWOK,,,,,Chinese,() ,"['6828 Cook Avenue', 'Halifax, NS B3L 2J8', 'Canada']",6828 Cook Ave,Halifax,NS,B3L 2J8,,,,,,Canada
68136,Fresh Happy Healthy Sushi Restaurant,ZHANG,LEI,F,MANAGER,Japanese,(902) 429-9858,"['75 Peakview Way', 'Unit 106', 'Halifax, NS B3M 0G2', 'Canada']",75 Peakview Way Unit 106,Halifax,NS,B3M 0G2,"LESS THAN $500,000",9-May,N,Chinese,,Canada
68137,The Orient Chinese Cuisine,,,,,Chinese,(902) 443-3288,"['227 Bedford HIghway', 'Halifax, NS B3M 2J9', 'Canada']",227 Bedford Hwy,Halifax,NS,B3M 2J9,,,,,,Canada
68138,Best Choice Chinese Food Service,,,,,Chinese,(902) 457-1818,"['28 Titus Street', 'Halifax, NS B3M 2N4', 'Canada']",28 Titus Street,Halifax,NS,B3M 2N4,"LESS THAN $500,000",4-Jan,N,Unknown,,Canada
68139,Sushi Nami Royale,,,,,Japanese,(902) 457-3874,"['278 Lacewood Drive', 'Halifax, NS B3M 3N8', 'Canada']",278 Lacewood Drive,Halifax,NS,B3M 3N8,,,,,,Canada
68140,Fong Sing Restaurant,DANG,DUC,,,Chinese,(902) 443-2010,"['278 Lacewood Drive', 'Halifax, NS B3M 3N8', 'Canada']",278 Lacewood Drive,Halifax,NS,B3M 3N8,,,,,,Canada
68141,Arirang Korean & Japanese Restaurant,,,,,Japanese,(902) 405-4650,"['30 Farnham Gate Road', 'Halifax, NS B3M 3W8', 'Canada']",30 Farnham Gate Road,Halifax,NS,B3M 3W8,,,,,,Canada
68142,Canton Garden Restaurant,ZHANG,JING,,,Chinese,(902) 406-7788,"['30 Farnham Gate Road', 'Halifax, NS B3M 3W8', 'Canada']",30 Farnham Gate Road,Halifax,NS,B3M 3W8,,,,,,Canada
68143,Zen Chinese Cuisine,FUNG,PAULA,F,OWNER,Chinese,(902) 457-6868,"['287 Lacewood Drive', 'Halifax, NS B3M 3Y7', 'Canada']",287 Lacewood Dr,Halifax,NS,B3M 3Y7,"$500,000-1 MILLION",19-Oct,N,Chinese,,Canada
68144,Sushi Jet,,,,,Chinese,(902) 443-7878,"['103-3400 Dutch Village Road', 'Halifax, NS B3N 2S6', 'Canada']",103-3400 Dutch Village Rd,Halifax,NS,B3N 0E7,,,,,,Canada
68145,Fung Wah Restaurant,LI,SAM,M,OWNER,Chinese,(902) 455-3366,"['3665 Dutch Village Road', 'Halifax, NS B3N 2T1', 'Canada']",3665 Dutch Village Rd,Halifax,NS,B3N 2T1,"LESS THAN $500,000",9-May,Y,Chinese,,Canada
68146,Golden Fortune Restaurant,,,,,Chinese,(902) 454-2888,"['189 Herring Cove Road', 'Halifax, NS B3P 1K9', 'Canada']",189 Herring Cove Rd,Halifax,NS,B3P 1K9,"LESS THAN $500,000",9-May,N,Unknown,,Canada
68147,Hop Sing Restaurant,TSE,YUET,F,OWNER,Chinese,(902) 477-5671,"['324 Herring Cove Rd', 'Halifax, NS B3R 1V4', 'Canada']",324 Herring Cove Rd,Halifax,NS,B3R 1V4,"$500,000-1 MILLION",19-Oct,N,Chinese,,Canada
68148,New Wing Wah,YU,JAIN,M,OWNER,Chinese,(902) 475-2828,"['347 Herring Cove Road', 'Halifax, NS B3R 1V5', 'Canada']",347 Herring Cove Rd,Halifax,NS,B3R 1V5,"LESS THAN $500,000",9-May,Y,Korean,,Canada
68149,Sushi Cove,,,,,Japanese,(902) 480-9999,"['355 Herring Cove Road', 'Halifax, NS B3R 1V9', 'Canada']",355 Herring Cove Rd,Halifax,NS,B3R 1V9,,,,,,Canada
68150,Mizu,,,,,Japanese,(902) 876-6666,"['212 Chain Lake Drive', 'Unit 5', 'Halifax, NS B3S 1C5', 'Canada']",212 Chain Lake Dr Unit 5,Halifax,NS,B3S 1C5,,,,,,Canada
68151,Sheng's Chinese Restaurant,GUAN,YAO XHENG,M,OWNER,Chinese,(902) 446-3838,"['6-362 Lacewood Drive', 'Halifax, NS B3S 1R7', 'Canada']",6-362 Lacewood Dr,Halifax,NS,B3S 1M7,"LESS THAN $500,000",4-Jan,Y,Chinese,,Canada
68152,Tako Sushi & Ramen,CHEN,KEVIN,M,OWNER,Japanese,(902) 405-8855,"['480 Parkland Drive', 'Halifax, NS B3S 1P9', 'Canada']",480 Parkland Drive,Halifax,NS,B3S 1P9,"LESS THAN $500,000",9-May,Y,Chinese,,Canada
68153,9 + Nine,,,M,OWNER,Chinese,(902) 431-7575,"['480 Parkland Drive', 'Halifax, NS B3S 1P9', 'Canada']",480 Parkland Drive,Halifax,NS,B3S 1P9,"LESS THAN $500,000",9-May,Y,Chinese,,Canada
68154,East Foodies Chinese Restaurant,,,,,Chinese,(902) 876-0506,"['1465 St Margarets Bay Road', 'Unit 4', 'Lakeside, NS B3T 1B3', 'Canada']",1465 St Margarets Bay Rd Unit 4,Lakeside,NS,B3T 1B3,"LESS THAN $500,000",9-May,N,Unknown,,Canada
68155,Moon Tong,HUI,PETER,M,OWNER,Chinese,(902) 826-1683,"['3650 Hammonds Plains Road', 'Upper Tantallon, NS B3Z 4R3', 'Canada']",3650 Hammonds Plains Road,Upper Tantallon,NS,B3Z 4R3,"LESS THAN $500,000",9-May,Y,Chinese,,Canada
68156,Let's Ko,,,,,Japanese,(902) 405-7171,"['30 Damascus Road', 'Unit 110', 'Bedford, NS B4A 0C1', 'Canada']",30 Damascus Rd Unit 110,Bedford,NS,B4A 0C1,,,,,,Canada
68157,Sushi Jet,ZHAI,CALVIN,M,OWNER,Japanese,(902) 876-7888,"['103-540 Southgate Drive', 'Bedford, NS B4A 0E1', 'Canada']",103-540 Southgate Dr,Bedford,NS,B4A 0C9,"LESS THAN $500,000",9-May,Y,Chinese,,Canada
68158,Sushi Nami Royale,TONG,JENNY,F,MANAGER,Japanese,(902) 407-4649,"['827 Bedford Highway', 'Halifax, NS B4A 0J1', 'Canada']",827 Bedford Highway,Halifax,NS,B4A 0J1,"LESS THAN $500,000",9-May,N,Chinese,,Canada
68159,Wong's Wok,,,,,Chinese,(902) 835-3366,"['811 Bedford Highway', 'Halifax, NS B4A 1A4', 'Canada']",811 Bedford Hwy,Bedford,NS,B4A 1A4,,,,,,Canada
68160,May Garden,,,,,Chinese,(902) 836-8882,"['961 Bedford Highway', 'Bedford, NS B4A 1A9', 'Canada']",961 Highway,Bedford,NS,B4A 1A9,,,,,,Canada
68161,Sushi Tonari,,,,,Japanese,(902) 835-3437,"['1595 Bedford Hwy', 'Bedford, NS B4A 1E8', 'Canada']",1595 Hwy,Bedford,NS,B4A 1E8,,,,,,Canada
68162,Fung Lum Restaurant,,,,,Chinese,(902) 832-3030,"['1658 Bedford Highway', 'Unit 9010', 'Bedford, NS B4A 2X9', 'Canada']",1658 Bedford Hwy Unit 9010,Bedford,NS,B4A 2X9,,,,,,Canada
68163,Noodle Nami,,,,,Cajun Seafood,(902) 835-7449,"['936 Bedford Highway', 'Suite 110', 'Bedford, NS B4A 3P1', 'Canada']","936 Highway, Suite 110",Bedford,NS,B4A 3P1,,,,,,Canada
68164,Sushi Maru,,,,,Japanese,(902) 406-8866,"['111 - 1475 Bedford Highway', 'Bedford, NS B4A 3Z5', 'Canada']",111-1475 Bedford Hwy,Bedford,NS,B4A 3Z5,,,,,,Canada
68165,May Garden,YEUNG,ERIC,M,OWNER,Chinese,(902) 832-2226,"['1475 Bedford Highway', 'Bedford, NS B4A 3Z5', 'Canada']",1475 Highway,Bedford,NS,B4A 3Z5,"$500,000-1 MILLION",19-Oct,N,Korean,,Canada
68166,Szechuan Restaurant,CHEN,JULIE,F,OWNER,Chinese,(902) 444-4848,"['950 Bedford Highway', 'Bedford, NS B4A 4B5', 'Canada']",950 Highway,Bedford,NS,B4A 4B5,"LESS THAN $500,000",4-Jan,Y,Chinese,,Canada
68167,Sushi Kawa,,,,,Japanese,(902) 420-5292,"['72 Gary Martin Drive', 'Unit 103', 'Bedford, NS B4B 1H3', 'Canada']",72 Gary Martin Dr Unit 103,Bedford,NS,B4B 0P7,,,,,,Canada
68168,Jinloong,,,,,Chinese,(902) 252-4555,"['518 Sackville Drive', 'Lower Sackville, NS B4C 2R8', 'Canada']",518 Sackville Dr,Lower Sackville,NS,B4C 2R8,,,,,,Canada
68169,Wasabi Asian Cuisine,LIN,MEIXUE,F,MANAGER,Japanese,(902) 865-2378,"['556 Sackville Drive', 'Lower Sackville, NS B4C 2S2', 'Canada']",556 Sackville Dr,Lower Sackville,NS,B4C 2S2,"LESS THAN $500,000",9-May,N,Chinese,,Canada
68170,Hong's Kitchen,WONG,PHILIP,M,OWNER,Chinese,(902) 864-2897,"['584 Sackville Drive', 'Lower Sackville, NS B4C 2S3', 'Canada']",584 Sackville Dr,Lower Sackville,NS,B4C 2S3,"$500,000-1 MILLION",19-Oct,N,Chinese,,Canada
68171,Tasty Source,,,,,Chinese,(902) 252-8868,"['622 Sackville Drive', 'Lower Sackville, NS B4C 2S3', 'Canada']",622 Sackville Drive,Lower Sackville,NS,B4C 2S3,"LESS THAN $500,000",9-May,N,Unknown,,Canada
68172,King Town Chinese Restaurant,HUANG,PING,F,OWNER,Chinese,(902) 864-9888,"['225 Cobequid Road', 'Lower Sackville, NS B4C 3J7', 'Canada']",225 Cobequid Road,Lower Sackville,NS,B4C 3J7,"$500,000-1 MILLION",19-Oct,N,Chinese,,Canada
68173,Long Dragon Restaurant,XUANG,JIAN XIN,M,MANAGER,Chinese,(902) 869-8888,"['963 Sackville Drive', 'Lower Sackville, NS B4E 1S2', 'Canada']",963 Sackville Dr,Middle Sackville,NS,B4E 1S2,"LESS THAN $500,000",4-Jan,N,Unknown,,Canada
68174,Szeto's Wok,SZETO,JOHNNY,M,OWNER,Chinese,(902) 667-7176,"['57 Pleasant Street W', 'Amherst, NS B4H 1E7', 'Canada']",57 West Pleasant St,Amherst,NS,B4H 1E7,"LESS THAN $500,000",9-May,Y,Chinese,,Canada
68175,Woo's Kitchen,WOO,BILL,M,OWNER,Chinese,(902) 667-8888,"['26 S Albion Street', 'Amherst, NS B4H 2W3', 'Canada']",26 Albion St S,Amherst,NS,B4H 2W3,"LESS THAN $500,000",4-Jan,Y,Korean,,Canada
68176,Double Dragon Restaurant,MEI,PAUL,M,OWNER,Chinese,(902) 681-2263,"['9006 Commercial Street', 'New Minas, NS B4N 3E2', 'Canada']",9006 Commercial St,New Minas,NS,B4N 3E2,"$500,000-1 MILLION",19-Oct,N,Chinese,,Canada
68177,Kao Resturant,,,,,Chinese,() ,"['8974-9026 Evangeline Trail', 'New Minas, NS B4N 3E3', 'Canada']",8974-9026 Evangeline Trail,New Minas,NS,B4N 3E3,,,,,,Canada
68178,Maple Spice Lounge,,,,,Cajun Seafood,(902) 680-6914,"['9116 Commercial Street', 'New Minas, NS B4N 3E5', 'Canada']",9116 Commercial Street,New Minas,NS,B4N 3E5,,,,,,Canada
68179,Soon Han's Sushi,HAN,GEONSOON,M,OWNER,Japanese,(902) 681-2011,"['9323 Commercial Street', 'New Minas, NS B4N 3G2', 'Canada']",9323 Commercial Street,New Minas,NS,B4N 3G2,"LESS THAN $500,000",4-Jan,Y,Chinese,,Canada
68180,Sushi Fang,JIANG,LEO,M,OWNER,Japanese,(902) 681-0709,"['7 Kentucky Court', 'New Minas, NS B4N 4N1', 'Canada']",7 Kentucky Crt,New Minas,NS,B4N 4N1,"$500,000-1 MILLION",19-Oct,N,Chinese,,Canada
68181,Front Street Cafe,HAWBOLDT,ANGELIA,F,OWNER,Chinese,(902) 542-4097,"['112 Front Street', 'Wolfville, NS B4P 1A4', 'Canada']",112 Front St,Wolfville,NS,B4P 1A4,"LESS THAN $500,000",9-May,Y,Unknown,,Canada
68182,Li's Wok & Grill,,,F,OWNER,Chinese,(902) 542-4097,"['112 Front Street', 'Wolfville, NS B4P 1A4', 'Canada']",112 Front St,Wolfville,NS,B4P 1A4,"LESS THAN $500,000",9-May,Y,Unknown,,Canada
68183,Kai Wing,HUN,JIM,M,OWNER,Chinese,(902) 679-6599,"['7299 Highway 1', 'Coldbrook, NS B4R 1A2', 'Canada']",7299 Highway 1,Coldbrook,NS,B4R 1B9,"$500,000-1 MILLION",19-Oct,N,Unknown,,Canada
68184,Ko's,KO,RAYMOND,M,OWNER,Chinese,(902) 543-6080,"['434 King Street', 'Bridgewater, NS B4V 1A9', 'Canada']",434 King St,Bridgewater,NS,B4V 1A9,"$500,000-1 MILLION",19-Oct,N,Chinese,,Canada
68185,Egg Roll King,WONG,KENNY,M,OWNER,Chinese,(902) 543-6696,"['215 Dominion Street', 'Bridgewater, NS B4V 2G8', 'Canada']",215 Dominion Street,Bridgewater,NS,B4V 2G8,"LESS THAN $500,000",9-May,Y,Chinese,,Canada
68186,Magic Wok,LAI,ERIC,M,OWNER,Chinese,(902) 543-0920,"['Bridgewater Mall', '421 Lahave Street', 'Bridgewater, NS B4V 3A2', 'Canada']",421 Lahave St Mall,Bridgewater,NS,B4V 3A2,"LESS THAN $500,000",4-Jan,Y,Chinese,,Canada
68187,New Century Restaurant,ZHU,WILSON,M,OWNER,Chinese,(902) 742-9288,"['280 Main Street', 'Yarmouth, NS B5A 1E3', 'Canada']",280 Main St,Yarmouth,NS,B5A 1C9,"LESS THAN $500,000",9-May,Y,Chinese,,Canada
68188,Honey BeeÆs,LAWRENCE,TROY,M,OWNER,Japanese,(902) 748-0952,"['409 Highway 1', 'Dayton, NS B5A 5A2', 'Canada']",409 Highway 1,Dayton,NS,B5A 5A2,"$500,000-1 MILLION",19-Oct,N,English,,Canada
68189,China King Family Restaurant,NG,BEN,M,OWNER,Chinese,(902) 625-7000,"['825 Reeves Street', 'Port Hawkesbury, NS B9A 2S4', 'Canada']",825 Reeves St,Port Hawkesbury,NS,B9A 2S4,"LESS THAN $500,000",9-May,Y,Chinese,,Canada
68190,Royal Garden Chinese Restaurant,NG,DANNY,M,OWNER,Chinese,(902) 566-3288,"['1725 Meadow Bank Road', 'Cornwall, PE C0A 1H0', 'Canada']",1725 Meadow Bank Road,Cornwall,PE,C0A 1H0,"$500,000-1 MILLION",19-Oct,N,Chinese,,Canada
68191,BoardWok Restaurant,,,,,Chinese,(902) 963-3800,"['9110 Cavendish Road', 'Cavendish, PE C0A 1M0', 'Canada']",9110 Road,Cavendish,PE,C0A 1M0,,,,,,Canada
68192,DJ WOK,,,,,Chinese,(902) 370-8281,"['51 Grafton Street', 'Charlottetown, PE C1A 1K8', 'Canada']",51 Grafton St,Charlottetown,PE,C1A 1K8,,,,,,Canada
68193,Golden Wok Restaurant,,,,,Chinese,(902) 892-0609,"['51 Grafton Street', 'Charlottetown, PE C1A 1K8', 'Canada']",51 Grafton St,Charlottetown,PE,C1A 1K8,,,,,,Canada
68194,Hojo's Japanese Cuisine,,,,,Japanese,(902) 367-5272,"['119 Kent Street', 'Suite 290', 'Charlottetown, PE C1A 1N3', 'Canada']",119 Kent St Suite 290,Charlottetown,PE,C1A 1N3,,,,,,Canada
68195,Mad Wok,GUO,NIGUO,M,OWNER,Cajun Seafood,(902) 620-6666,"['43 Queen Street', 'Charlottetown, PE C1A 4A4', 'Canada']",43 Queen Street,Charlottetown,PE,C1A 4A4,"LESS THAN $500,000",9-May,Y,Chinese,,Canada
68196,Canton Cafe,WONG,SANTEE,M,OWNER,Chinese,(902) 892-2527,"['73 Queen Street', 'Charlottetown, PE C1A 4A8', 'Canada']",73 Queen St,Charlottetown,PE,C1A 4A8,"$500,000-1 MILLION",19-Oct,N,Chinese,,Canada
68197,Ta Ke Sushi,JEONG,SODAM,F,MANAGER,Japanese,(902) 370-3773,"['92 Queen St', 'Charlottetown, PE C1A 4B1', 'Canada']",92 Queen St,Charlottetown,PE,C1A 4B1,"LESS THAN $500,000",9-May,N,Korean,,Canada
68198,China Garden,LEI,JOHN,M,OWNER,Chinese,(902) 566-3222,"['96 Queen Street', 'Charlottetown, PE C1A 4B1', 'Canada']",96 Queen St,Charlottetown,PE,C1A 4B1,"$500,000-1 MILLION",19-Oct,N,Chinese,,Canada
68199,Mr Sushi Inc.,,,,,Japanese,(902) 892-9395,"['32 University Avenue', 'Charlottetown, PE C1A 4K6', 'Canada']",32 University Avenue,Charlottetown,PE,C1A 4K6,,,,,,Canada
68200,The Noodle House,CHOW,WAIMAN,M,PRESIDENT,Chinese,(902) 628-6633,"['188 Great George Street', 'Charlottetown, PE C1A 2P7', 'Canada']",188 Great George St,Charlottetown,PE,C1A 4L3,"LESS THAN $500,000",4-Jan,Y,Chinese,,Canada
68201,Splendid Essence,LU,KEHJOW,M,OWNER,Chinese,(902) 566-4991,"['186 Prince Street', 'Charlottetown, PE C1A 1P1', 'Canada']",186 Prince St,Charlottetown,PE,C1A 4R9,"LESS THAN $500,000",4-Jan,Y,Chinese,,Canada
68202,Silver Streams Restaurant,,,,,Chinese,(902) 628-8338,"['7 St. Peters Road', 'Charlottetown, PE C1A 5N3', 'Canada']",7 St. Peters Rd,Charlottetown,PE,C1A 5N1,,,,,,Canada
68203,Bamboo Garden Restaurant,,,,,Chinese,(902) 892-8818,"['25 Hopeton Road', 'Stratford, PE C1B 1T6', 'Canada']",25 Hopeton Rd,Stratford,PE,C1B 1T6,,,,,,Canada
68204,China King Buffet Restaurant,,,,,Chinese,(902) 367-3888,"['660 University Avenue', 'Charlottetown, PE C1E 1E5', 'Canada']",660 University Ave,Charlottetown,PE,C1E 1E3,,,,,,Canada
68205,Kings  BBQ & Chinese Food,ZENG,ANNA,F,MANAGER,Chinese,(902) 370-3868,"['92 Capital Drive', 'Charlottetown, PE C1E 2E3', 'Canada']",92 Capital Drive,Charlottetown,PE,C1E 2E3,"LESS THAN $500,000",4-Jan,N,Chinese,,Canada
68206,China Star Restaurant,SHAM,MARIO,M,OWNER,Chinese,(902) 888-3228,"['265 Water Street', 'Summerside, PE C1N 1B5', 'Canada']",265 Water St,Summerside,PE,C1N 1B5,"LESS THAN $500,000",9-May,Y,Chinese,,Canada
68207,Yumi Sushi,,,,,Japanese,(902) 888-2299,"['271 Water Street', 'Summerside, PE C1N 1B5', 'Canada']",271 Water Street,Summerside,PE,C1N 1B5,,,N,Unknown,,Canada
