Snowball.Map,Name,Contact.Last.Name,Contact.First.Name,Contact.Salutation,Contact.Gender.Code,Contact.Title.Description,Price,Reviews,Category,Phone.Number,FullAddress,Street,City,State,Zip,Location.Sales.Volume.Description,Location.Employment.Size.Description,Small.Business.Entrepreneur.Indicator,Vendor.Ethnicity.Description,infoUSA.ID,Franchise.Specialty.Description1,True.Franchise.Indicator
68088,Modern Orchid,,,,,,$$,53,Cajun Seafood,(902) 480-8866,"['171 Hector Gate', 'Dartmouth, NS B3B 0E5', 'Canada']",171 Hector Gate,Dartmouth,NS,B3B 0E5,,,,,NA,,
68089,Fancy Chopsticks,,,,,,$$,7,Chinese,(902) 281-3330,"['324 STATION ROAD', 'Porters Lake, NS B3E 1J9', 'Canada']",324 Station Road,Porters Lake,NS,B3E 1J9,,,,,NA,,
68090,Bai Wei Grill Bar,WANG,HONG,MS,F,OWNER,$$,7,Chinese,(902) 405-7088,"['1075 Queen Street', 'South End, NS B3H 1M5', 'Canada']",1075 Queen Street,South End,NS,B3H 1M5,"LESS THAN $500,000",9-May,Y,Vietnamese,64339930,,
68091,Jacky's Cafe,TANG,JACKY,MR,M,OWNER,$,30,Chinese,(902) 446-4060,"['5991 Spring Garden Road', 'Halifax, NS B3H 1Y6', 'Canada']",5991 Spring Garden Road,Halifax,NS,B3H 1Y6,"LESS THAN $500,000",4-Jan,Y,Chinese,38880951,,
68092,Jean's Chinese Restaurant,KONG,JEAN,MS,F,MANAGER,$$,96,Chinese,(902) 444-7776,"['5972 Spring Garden Road', 'Halifax, NS B3H 1Y7', 'Canada']",5972 Spring Garden Rd,Halifax,NS,B3H 1Y7,"$500,000-1 MILLION",19-Oct,N,Chinese,49573785,,
68093,Noodle Sushi Tofu,,,,,,null,2,Chinese,() ,"['1209 Marginal Road', 'Halifax, NS B3H 4P7', 'Canada']",1209 Marginal Rd,Halifax,NS,B3H 4P8,,,,,NA,,
68094,Cheelin Express,,,,,,null,2,Chinese,(902) 489-6815,"['1209 Marginal Road', 'Halifax, NS B3H 4P7', 'Canada']",1209 Marginal Rd,Halifax,NS,B3H 4P8,,,,,NA,,
68095,Sushi Jet,,,,,,$$,47,Japanese,(902) 420-7888,"['1577 South Park Street', 'Halifax, NS B3J 0J1', 'Canada']",1577 South Park St,Halifax,NS,B3J 0J1,,,,,NA,,
68096,Tsujiri,,,,,,null,4,Japanese,(902) 429-9922,"['1605 South Park Street', 'Halifax, NS B3J 0J1', 'Canada']",1605 South Park St,Halifax,NS,B3J 0J1,,,,,NA,,
68097,Buta Ramen,,,,,,$$,68,Japanese,(902) 422-0245,"['5190 Morris St', 'Halifax, NS B3J 1B3', 'Canada']",5190 Morris St,Halifax,NS,B3J 1B3,$1-2.5 MILLION,19-Oct,N,Unknown,440654725,,
68098,In Spring Fine Asian Fusion Cuisine,,,,,,null,6,Chinese,(902) 429-5888,"['5171 Salter Street', 'Halifax, NS B3J 1E5', 'Canada']",5171 Salter St,Halifax,NS,B3J 1E5,"LESS THAN $500,000",9-May,N,Unknown,777903109,,
68099,Hokkai Sushi,,,,,,null,1,Japanese,(902) 406-0899,"['5187 Salter Street', 'Halifax, NS B3J 1E6', 'Canada']",5187 Salter St,Halifax,NS,B3J 1E6,,,,,NA,,
68100,Panda Chinese Food,,,,,,null,1,Chinese,(902) 423-4768,"['5657 Spring Garden Rd', 'Halifax, NS B3J 1G9', 'Canada']",5657 Spring Garden Rd,Halifax,NS,B3J 1G9,,,,,NA,,
68101,The Captain's Boil,,,,,,$$$,30,Cajun Seafood,(902) 407-5999,"['5680 Spring Garden Rd', 'Halifax, NS B3J 1H5', 'Canada']",5680 Spring Garden Rd,Halifax,NS,B3J 1H5,,,,,NA,,
68102,Fujiyama Restaurant,,,,,,$$,82,Japanese,(902) 492-1133,"['5244 Blowers Street', 'Halifax, NS B3J 1J7', 'Canada']",5244 Blowers St,Halifax,NS,B3J 1J7,"LESS THAN $500,000",9-May,N,Unknown,58506486,,
68103,Jiang Nan Restaurant,,,,,,null,5,Chinese,(902) 425-1818,"['5234 Blowers Street', 'Halifax, NS B3J 1J7', 'Canada']",5234 Blowers Street,Halifax,NS,B3J 1J7,,,,,NA,,
68104,Chinese Food aka Far East Cuisine,,,,,,$,14,Chinese,(902) 423-7478,"['5201 Duke St', 'Scotia Square', 'Halifax, NS B3J 1N9', 'Canada']","5201 Duke St, Scotia Square",Halifax,NS,B3J 1N9,,,,,NA,,
68105,The Great Wall Restaurant,WONG,PATRICK,MR,M,OWNER,$$,86,Chinese,(902) 422-6153,"['1649 Bedford Row', 'Halifax, NS B3J 1T1', 'Canada']",1649 Bedford Row,Halifax,NS,B3J 1T1,"$500,000-1 MILLION",19-Oct,N,Chinese,21490792,,
68106,Broth House,,,,,,null,3,Cajun Seafood,(902) 423-5854,"['1588 Granville Street', 'Halifax, NS B3J 1X1', 'Canada']",1588 Granville St,Halifax,NS,B3J 1X1,,,,,NA,,
68107,Qiu Brothers Dumplings,QIU,LEON,MR,M,MANAGER,$$,43,Chinese,(902) 407-3055,"['1335 Barrington Street', 'Halifax, NS B3J 1Y9', 'Canada']",1335 Barrington St,Halifax,NS,B3J 1Y9,$1-2.5 MILLION,9-May,N,Chinese,763257090,,
68108,Way2Roll,,,,,,null,7,Japanese,(902) 407-2405,"['1715 Barrington Street', 'Halifax, NS B3J 2A4', 'Canada']",1715 Barrington St,Halifax,NS,B3J 2A4,,,,,NA,,
68109,Kyo Kitchen & Bar,PICKETT,EMILY,MS,F,MANAGER,null,1,Japanese,(902) 431-0477,"['1715 Barrington Street', 'Halifax, NS B3J 1L6', 'Canada']",1715 Barrington St,Halifax,NS,B3J 2A4,$1-2.5 MILLION,20-49,N,English,763257116,,
68110,Dharma Sushi Restaurant,YAMAMOTO,HIDEKI,MR,M,OWNER,$$,40,Japanese,(902) 425-7785,"['1576 Argyle Street', 'Halifax, NS B3J 2B3', 'Canada']",1576 Argyle St,Halifax,NS,B3J 2B3,"LESS THAN $500,000",9-May,Y,Japanese,21558119,,
68111,Tokyoroll,,,,,,null,5,Japanese,(902) 405-8886,"['1598 Argyle Street', 'Halifax, NS B3J 2B3', 'Canada']",1598 Argyle St,Halifax,NS,B3J 2B3,,,,,NA,,
68112,Roll It Up,,,,,,null,9,Japanese,(902) 407-0956,"['1995 Brunswick Street', 'Halifax, NS B3J 2G9', 'Canada']",1995 Brunswick St,Halifax,NS,B3J 2G8,,,,,NA,,
68113,Sushi Nami Royale,,,,,,$$,66,Japanese,(902) 422-1636,"['1458 Queen Street', 'Suite 102', 'Halifax, NS B3J 2H7', 'Canada']",1458 Queen St Suite 102,Halifax,NS,B3J 2H7,"LESS THAN $500,000",9-May,N,Unknown,734928978,,
68114,Minato Sushi Japanese Restaurant,KO,JAMES,MR,M,OWNER,$$,35,Japanese,(902) 420-0331,"['1520 Queen Street', 'Halifax, NS B3J 2H8', 'Canada']",1520 Queen St,Halifax,NS,B3J 2H8,"LESS THAN $500,000",9-May,Y,Chinese,37514965,,
68115,Happy Garden Chinese,ZHANG,XUN,MS,F,OWNER,$,25,Chinese,(902) 423-8882,"['1304 Birmingham Street', 'Halifax, NS B3J 2J2', 'Canada']",1304 Birmingham St,Halifax,NS,B3J 2J2,"LESS THAN $500,000",9-May,Y,Chinese,24988172,,
68116,A Taste of the East,,,,,,$$,19,Chinese,(902) 423-5558,"['1589 Dresden Row', 'Halifax, NS B3J 2K4', 'Canada']",1589 Dresden Row,Halifax,NS,B3J 2K4,,,,,NA,,
68117,Happy Veal Hot Pot,,,,,,$$$,23,Chinese,(902) 423-2777,"['1333 S Park Street', 'Halifax, NS B3J 2K9', 'Canada']",1333 S Park Street,Halifax,NS,B3J 2K9,"LESS THAN $500,000",9-May,N,Unknown,439889342,,
68118,Tai Pan,,,,,,$,3,Chinese,() ,"['1505 Barrington St', 'Halifax, NS B3J 3K5', 'Canada']",1505 Barrington St,Halifax,NS,B3J 3K5,,,,,NA,,
68119,Ko-Doraku,MAMABE,SHUJI,MR,M,PRESIDENT,$,55,Japanese,(902) 423-8787,"['5640 Spring Garden Road', 'Halifax, NS B3J 3M7', 'Canada']",5640 Spring Garden Road,Halifax,NS,B3J 3M7,"LESS THAN $500,000",4-Jan,Y,Japanese,38893202,,
68120,Kanpai Izakaya,,,,,,null,3,Japanese,(902) 435-4489,"['1535 Dresden Row', 'Halifax, NS B3J 3T1', 'Canada']",1535 Dresden Row,Halifax,NS,B3J 3T1,,,,,NA,,
68121,May Garden Chinese,,,,,,null,2,Chinese,(902) 455-2222,"['1983 Upper Water Street', 'Halifax, NS B3J 3Y5', 'Canada']",1983 Upper Water Street,Halifax,NS,B3J 3Y5,,,,,NA,,
68122,Sea Smoke Restaurant,BOOSEY,ZOE,MS,F,OWNER,null,44,Japanese,(902) 406-1051,"['1477 Lower Water Street', 'Halifax, NS B3J 3Z4', 'Canada']",1477 Lower Water Street,Halifax,NS,B3J 3Z4,$2.5-5 MILLION,50-99,N,English,763257274,,
68123,Studio East Food+Drink,,,,,,$$,67,Cajun Seafood,(902) 422-8096,"['6021 Cunard Street', 'Halifax, NS B3K 1E5', 'Canada']",6021 Cunard St,Halifax,NS,B3K 1E5,"LESS THAN $500,000",9-May,N,Unknown,439889366,,
68124,Sushi Shige Japanese Restaurant,,,,,,null,1,Japanese,(902) 422-0740,"['5688 Almon Street', 'Halifax, NS B3K 1T6', 'Canada']",5688 Almon St,Halifax,NS,B3K 1T6,,,,,NA,,
68125,Hamachi Kita,,,,,,$$,60,Japanese,(902) 431-5543,"['5537 Young Street', 'Halifax, NS B3K 1Z7', 'Canada']",5537 Young St,Halifax,NS,B3K 1Z7,,,,,NA,,
68126,Silver Dragon Restaurant,WONG,CHIU,MR,M,OWNER,$,37,Chinese,(902) 455-2800,"['2827 Robie Street', 'Halifax, NS B3K 4P3', 'Canada']",2827 Robie St,Halifax,NS,B3K 4P3,"LESS THAN $500,000",4-Jan,Y,Chinese,21622204,,
68127,Loong 7 Chinese Restaurant,DONG,CECILIA,MS,F,MANAGER,$$,47,Chinese,(902) 404-9677,"['3559 Robie Street', 'Halifax, NS B3K 4S7', 'Canada']",3559 Robie St,Halifax,NS,B3K 4S7,"LESS THAN $500,000",9-May,N,Vietnamese,734929020,,
68128,Bomber Chicken,,,,,,null,3,Japanese,() ,"['6184 Quinpool Road', 'Halifax, NS B3L 1A3', 'Canada']",6184 Quinpool Rd,Halifax,NS,B3L 1A3,,,,,NA,,
68129,Truly Tasty,,,,,,$$,87,Chinese,(902) 407-4047,"['6214 Quinpool Road', 'Halifax, NS B3L 1A3', 'Canada']",6214 Quinpool Rd,Halifax,NS,B3L 1A3,"LESS THAN $500,000",9-May,N,Unknown,63042337,,
68130,Shanxi Paomo Chinese Restaurant,,,,,,null,7,Chinese,(902) 407-3888,"['6253 Quinpool Road', 'Halifax, NS B3L 1A4', 'Canada']",6253 Quinpool Rd,Halifax,NS,B3L 1A4,,,,,NA,,
68131,Wasabi House,PENG,COOPER,MR,M,MANAGER,$$,187,Japanese,(902) 429-3300,"['6403 Quinpool Road', 'Halifax, NS B3L 1A7', 'Canada']",6403 Quinpool Rd,Halifax,NS,B3L 1A7,"LESS THAN $500,000",9-May,N,Chinese,62003603,,
68132,Noodle Nami,,,,,,null,1,Japanese,(902) 406-0203,"['6450 Quinpool Road', 'Halifax, NS B3L 1A8', 'Canada']",6450 Quinpool Rd,Halifax,NS,B3L 1A8,,9-May,N,Unknown,782024347,,
68133,Look Ho Ho Restaurant,CHU,STELLA,MS,F,OWNER,$$,33,Chinese,(902) 455-5479,"['6420 Bayers Rd', 'Halifax, NS B3L 2B1', 'Canada']",6420 Bayers Rd,Halifax,NS,B3L 2B1,"$500,000-1 MILLION",19-Oct,N,Chinese,21535323,,
68134,Shanghai 360,,,,,,null,8,Chinese,(902) 229-2791,"['7001 Mumford Road', 'Halifax, NS B3L 4N9', 'Canada']",7001 Mumford Rd,Halifax,NS,B3L 2H8,,,,,NA,,
68135,ManchuWOK,,,,,,$,3,Chinese,() ,"['6828 Cook Avenue', 'Halifax, NS B3L 2J8', 'Canada']",6828 Cook Ave,Halifax,NS,B3L 2J8,,,,,NA,,
68136,Fresh Happy Healthy Sushi Restaurant,ZHANG,LEI,MS,F,MANAGER,$$,24,Japanese,(902) 429-9858,"['75 Peakview Way', 'Unit 106', 'Halifax, NS B3M 0G2', 'Canada']",75 Peakview Way Unit 106,Halifax,NS,B3M 0G2,"LESS THAN $500,000",9-May,N,Chinese,60381779,,
68137,The Orient Chinese Cuisine,,,,,,$$,28,Chinese,(902) 443-3288,"['227 Bedford HIghway', 'Halifax, NS B3M 2J9', 'Canada']",227 Bedford Hwy,Halifax,NS,B3M 2J9,,,,,NA,,
68138,Best Choice Chinese Food Service,,,,,,$$,44,Chinese,(902) 457-1818,"['28 Titus Street', 'Halifax, NS B3M 2N4', 'Canada']",28 Titus Street,Halifax,NS,B3M 2N4,"LESS THAN $500,000",4-Jan,N,Unknown,42970129,,
68139,Sushi Nami Royale,,,,,,$$,49,Japanese,(902) 457-3874,"['278 Lacewood Drive', 'Halifax, NS B3M 3N8', 'Canada']",278 Lacewood Drive,Halifax,NS,B3M 3N8,,,,,NA,,
68140,Fong Sing Restaurant,DANG,DUC,,,,$$,49,Chinese,(902) 443-2010,"['278 Lacewood Drive', 'Halifax, NS B3M 3N8', 'Canada']",278 Lacewood Drive,Halifax,NS,B3M 3N8,,,,,NA,,
68141,Arirang Korean & Japanese Restaurant,,,,,,$$,47,Japanese,(902) 405-4650,"['30 Farnham Gate Road', 'Halifax, NS B3M 3W8', 'Canada']",30 Farnham Gate Road,Halifax,NS,B3M 3W8,,,,,NA,,
68142,Canton Garden Restaurant,ZHANG,JING,,,,$$,47,Chinese,(902) 406-7788,"['30 Farnham Gate Road', 'Halifax, NS B3M 3W8', 'Canada']",30 Farnham Gate Road,Halifax,NS,B3M 3W8,,,,,NA,,
68143,Zen Chinese Cuisine,FUNG,PAULA,MS,F,OWNER,$$,51,Chinese,(902) 457-6868,"['287 Lacewood Drive', 'Halifax, NS B3M 3Y7', 'Canada']",287 Lacewood Dr,Halifax,NS,B3M 3Y7,"$500,000-1 MILLION",19-Oct,N,Chinese,28746600,,
68144,Sushi Jet,,,,,,null,2,Chinese,(902) 443-7878,"['103-3400 Dutch Village Road', 'Halifax, NS B3N 2S6', 'Canada']",103-3400 Dutch Village Rd,Halifax,NS,B3N 0E7,,,,,NA,,
68145,Fung Wah Restaurant,LI,SAM,MR,M,OWNER,$$,24,Chinese,(902) 455-3366,"['3665 Dutch Village Road', 'Halifax, NS B3N 2T1', 'Canada']",3665 Dutch Village Rd,Halifax,NS,B3N 2T1,"LESS THAN $500,000",9-May,Y,Chinese,42968677,,
68146,Golden Fortune Restaurant,,,,,,$$,21,Chinese,(902) 454-2888,"['189 Herring Cove Road', 'Halifax, NS B3P 1K9', 'Canada']",189 Herring Cove Rd,Halifax,NS,B3P 1K9,"LESS THAN $500,000",9-May,N,Unknown,440565051,,
68147,Hop Sing Restaurant,TSE,YUET,MS,F,OWNER,$,14,Chinese,(902) 477-5671,"['324 Herring Cove Rd', 'Halifax, NS B3R 1V4', 'Canada']",324 Herring Cove Rd,Halifax,NS,B3R 1V4,"$500,000-1 MILLION",19-Oct,N,Chinese,21504782,,
68148,New Wing Wah,YU,JAIN,MR,M,OWNER,$$,16,Chinese,(902) 475-2828,"['347 Herring Cove Road', 'Halifax, NS B3R 1V5', 'Canada']",347 Herring Cove Rd,Halifax,NS,B3R 1V5,"LESS THAN $500,000",9-May,Y,Korean,34717173,,
68149,Sushi Cove,,,,,,null,4,Japanese,(902) 480-9999,"['355 Herring Cove Road', 'Halifax, NS B3R 1V9', 'Canada']",355 Herring Cove Rd,Halifax,NS,B3R 1V9,,,,,NA,,
68150,Mizu,,,,,,null,1,Japanese,(902) 876-6666,"['212 Chain Lake Drive', 'Unit 5', 'Halifax, NS B3S 1C5', 'Canada']",212 Chain Lake Dr Unit 5,Halifax,NS,B3S 1C5,,,,,NA,,
68151,Sheng's Chinese Restaurant,GUAN,YAO XHENG,MR,M,OWNER,null,29,Chinese,(902) 446-3838,"['6-362 Lacewood Drive', 'Halifax, NS B3S 1R7', 'Canada']",6-362 Lacewood Dr,Halifax,NS,B3S 1M7,"LESS THAN $500,000",4-Jan,Y,Chinese,38893541,,
68152,Tako Sushi & Ramen,CHEN,KEVIN,MR,M,OWNER,$$,99,Japanese,(902) 405-8855,"['480 Parkland Drive', 'Halifax, NS B3S 1P9', 'Canada']",480 Parkland Drive,Halifax,NS,B3S 1P9,"LESS THAN $500,000",9-May,Y,Chinese,743297300,,
68153,9 + Nine,,,MR,M,OWNER,$$,99,Chinese,(902) 431-7575,"['480 Parkland Drive', 'Halifax, NS B3S 1P9', 'Canada']",480 Parkland Drive,Halifax,NS,B3S 1P9,"LESS THAN $500,000",9-May,Y,Chinese,743297300,,
68154,East Foodies Chinese Restaurant,,,,,,$$,12,Chinese,(902) 876-0506,"['1465 St Margarets Bay Road', 'Unit 4', 'Lakeside, NS B3T 1B3', 'Canada']",1465 St Margarets Bay Rd Unit 4,Lakeside,NS,B3T 1B3,"LESS THAN $500,000",9-May,N,Unknown,62003371,,
68155,Moon Tong,HUI,PETER,MR,M,OWNER,$$,20,Chinese,(902) 826-1683,"['3650 Hammonds Plains Road', 'Upper Tantallon, NS B3Z 4R3', 'Canada']",3650 Hammonds Plains Road,Upper Tantallon,NS,B3Z 4R3,"LESS THAN $500,000",9-May,Y,Chinese,37514973,,
68156,Let's Ko,,,,,,null,3,Japanese,(902) 405-7171,"['30 Damascus Road', 'Unit 110', 'Bedford, NS B4A 0C1', 'Canada']",30 Damascus Rd Unit 110,Bedford,NS,B4A 0C1,,,,,NA,,
68157,Sushi Jet,ZHAI,CALVIN,MR,M,OWNER,null,8,Japanese,(902) 876-7888,"['103-540 Southgate Drive', 'Bedford, NS B4A 0E1', 'Canada']",103-540 Southgate Dr,Bedford,NS,B4A 0C9,"LESS THAN $500,000",9-May,Y,Chinese,746676280,,
68158,Sushi Nami Royale,TONG,JENNY,MS,F,MANAGER,null,12,Japanese,(902) 407-4649,"['827 Bedford Highway', 'Halifax, NS B4A 0J1', 'Canada']",827 Bedford Highway,Halifax,NS,B4A 0J1,"LESS THAN $500,000",9-May,N,Chinese,763259123,,
68159,Wong's Wok,,,,,,$$,10,Chinese,(902) 835-3366,"['811 Bedford Highway', 'Halifax, NS B4A 1A4', 'Canada']",811 Bedford Hwy,Bedford,NS,B4A 1A4,,,,,NA,,
68160,May Garden,,,,,,null,20,Chinese,(902) 836-8882,"['961 Bedford Highway', 'Bedford, NS B4A 1A9', 'Canada']",961 Highway,Bedford,NS,B4A 1A9,,,,,NA,,
68161,Sushi Tonari,,,,,,$$,8,Japanese,(902) 835-3437,"['1595 Bedford Hwy', 'Bedford, NS B4A 1E8', 'Canada']",1595 Hwy,Bedford,NS,B4A 1E8,,,,,NA,,
68162,Fung Lum Restaurant,,,,,,null,1,Chinese,(902) 832-3030,"['1658 Bedford Highway', 'Unit 9010', 'Bedford, NS B4A 2X9', 'Canada']",1658 Bedford Hwy Unit 9010,Bedford,NS,B4A 2X9,,,,,NA,,
68163,Noodle Nami,,,,,,null,13,Cajun Seafood,(902) 835-7449,"['936 Bedford Highway', 'Suite 110', 'Bedford, NS B4A 3P1', 'Canada']","936 Highway, Suite 110",Bedford,NS,B4A 3P1,,,,,NA,,
68164,Sushi Maru,,,,,,null,2,Japanese,(902) 406-8866,"['111 - 1475 Bedford Highway', 'Bedford, NS B4A 3Z5', 'Canada']",111-1475 Bedford Hwy,Bedford,NS,B4A 3Z5,,,,,NA,,
68165,May Garden,YEUNG,ERIC,MR,M,OWNER,$$,20,Chinese,(902) 832-2226,"['1475 Bedford Highway', 'Bedford, NS B4A 3Z5', 'Canada']",1475 Highway,Bedford,NS,B4A 3Z5,"$500,000-1 MILLION",19-Oct,N,Korean,30304380,,
68166,Szechuan Restaurant,CHEN,JULIE,MS,F,OWNER,$$$,22,Chinese,(902) 444-4848,"['950 Bedford Highway', 'Bedford, NS B4A 4B5', 'Canada']",950 Highway,Bedford,NS,B4A 4B5,"LESS THAN $500,000",4-Jan,Y,Chinese,42964502,,
68167,Sushi Kawa,,,,,,null,2,Japanese,(902) 420-5292,"['72 Gary Martin Drive', 'Unit 103', 'Bedford, NS B4B 1H3', 'Canada']",72 Gary Martin Dr Unit 103,Bedford,NS,B4B 0P7,,,,,NA,,
68168,Jinloong,,,,,,null,1,Chinese,(902) 252-4555,"['518 Sackville Drive', 'Lower Sackville, NS B4C 2R8', 'Canada']",518 Sackville Dr,Lower Sackville,NS,B4C 2R8,,,,,NA,,
68169,Wasabi Asian Cuisine,LIN,MEIXUE,MS,F,MANAGER,$$,51,Japanese,(902) 865-2378,"['556 Sackville Drive', 'Lower Sackville, NS B4C 2S2', 'Canada']",556 Sackville Dr,Lower Sackville,NS,B4C 2S2,"LESS THAN $500,000",9-May,N,Chinese,64340300,,
68170,Hong's Kitchen,WONG,PHILIP,MR,M,OWNER,$$,18,Chinese,(902) 864-2897,"['584 Sackville Drive', 'Lower Sackville, NS B4C 2S3', 'Canada']",584 Sackville Dr,Lower Sackville,NS,B4C 2S3,"$500,000-1 MILLION",19-Oct,N,Chinese,21524749,,
68171,Tasty Source,,,,,,null,2,Chinese,(902) 252-8868,"['622 Sackville Drive', 'Lower Sackville, NS B4C 2S3', 'Canada']",622 Sackville Drive,Lower Sackville,NS,B4C 2S3,"LESS THAN $500,000",9-May,N,Unknown,724697698,,
68172,King Town Chinese Restaurant,HUANG,PING,MS,F,OWNER,$$,10,Chinese,(902) 864-9888,"['225 Cobequid Road', 'Lower Sackville, NS B4C 3J7', 'Canada']",225 Cobequid Road,Lower Sackville,NS,B4C 3J7,"$500,000-1 MILLION",19-Oct,N,Chinese,34716613,,
68173,Long Dragon Restaurant,XUANG,JIAN XIN,MR,M,MANAGER,$$,22,Chinese,(902) 869-8888,"['963 Sackville Drive', 'Lower Sackville, NS B4E 1S2', 'Canada']",963 Sackville Dr,Middle Sackville,NS,B4E 1S2,"LESS THAN $500,000",4-Jan,N,Unknown,37514932,,
68174,Szeto's Wok,SZETO,JOHNNY,MR,M,OWNER,$,3,Chinese,(902) 667-7176,"['57 Pleasant Street W', 'Amherst, NS B4H 1E7', 'Canada']",57 West Pleasant St,Amherst,NS,B4H 1E7,"LESS THAN $500,000",9-May,Y,Chinese,21651401,,
68175,Woo's Kitchen,WOO,BILL,MR,M,OWNER,null,6,Chinese,(902) 667-8888,"['26 S Albion Street', 'Amherst, NS B4H 2W3', 'Canada']",26 Albion St S,Amherst,NS,B4H 2W3,"LESS THAN $500,000",4-Jan,Y,Korean,55610364,,
68176,Double Dragon Restaurant,MEI,PAUL,MR,M,OWNER,null,20,Chinese,(902) 681-2263,"['9006 Commercial Street', 'New Minas, NS B4N 3E2', 'Canada']",9006 Commercial St,New Minas,NS,B4N 3E2,"$500,000-1 MILLION",19-Oct,N,Chinese,35529692,,
68177,Kao Resturant,,,,,,null,5,Chinese,() ,"['8974-9026 Evangeline Trail', 'New Minas, NS B4N 3E3', 'Canada']",8974-9026 Evangeline Trail,New Minas,NS,B4N 3E3,,,,,NA,,
68178,Maple Spice Lounge,,,,,,null,1,Cajun Seafood,(902) 680-6914,"['9116 Commercial Street', 'New Minas, NS B4N 3E5', 'Canada']",9116 Commercial Street,New Minas,NS,B4N 3E5,,,,,NA,,
68179,Soon Han's Sushi,HAN,GEONSOON,MR,M,OWNER,$$,13,Japanese,(902) 681-2011,"['9323 Commercial Street', 'New Minas, NS B4N 3G2', 'Canada']",9323 Commercial Street,New Minas,NS,B4N 3G2,"LESS THAN $500,000",4-Jan,Y,Chinese,48322648,,
68180,Sushi Fang,JIANG,LEO,MR,M,OWNER,$$,17,Japanese,(902) 681-0709,"['7 Kentucky Court', 'New Minas, NS B4N 4N1', 'Canada']",7 Kentucky Crt,New Minas,NS,B4N 4N1,"$500,000-1 MILLION",19-Oct,N,Chinese,62737259,,
68181,Front Street Cafe,HAWBOLDT,ANGELIA,MS,F,OWNER,$$,5,Chinese,(902) 542-4097,"['112 Front Street', 'Wolfville, NS B4P 1A4', 'Canada']",112 Front St,Wolfville,NS,B4P 1A4,"LESS THAN $500,000",9-May,Y,Unknown,51023638,,
68182,Li's Wok & Grill,,,MS,F,OWNER,$$,5,Chinese,(902) 542-4097,"['112 Front Street', 'Wolfville, NS B4P 1A4', 'Canada']",112 Front St,Wolfville,NS,B4P 1A4,"LESS THAN $500,000",9-May,Y,Unknown,51023638,,
68183,Kai Wing,HUN,JIM,MR,M,OWNER,$$,1,Chinese,(902) 679-6599,"['7299 Highway 1', 'Coldbrook, NS B4R 1A2', 'Canada']",7299 Highway 1,Coldbrook,NS,B4R 1B9,"$500,000-1 MILLION",19-Oct,N,Unknown,21520663,,
68184,Ko's,KO,RAYMOND,MR,M,OWNER,$$,10,Chinese,(902) 543-6080,"['434 King Street', 'Bridgewater, NS B4V 1A9', 'Canada']",434 King St,Bridgewater,NS,B4V 1A9,"$500,000-1 MILLION",19-Oct,N,Chinese,21525753,,
68185,Egg Roll King,WONG,KENNY,MR,M,OWNER,$$,3,Chinese,(902) 543-6696,"['215 Dominion Street', 'Bridgewater, NS B4V 2G8', 'Canada']",215 Dominion Street,Bridgewater,NS,B4V 2G8,"LESS THAN $500,000",9-May,Y,Chinese,21467758,,
68186,Magic Wok,LAI,ERIC,MR,M,OWNER,$,3,Chinese,(902) 543-0920,"['Bridgewater Mall', '421 Lahave Street', 'Bridgewater, NS B4V 3A2', 'Canada']",421 Lahave St Mall,Bridgewater,NS,B4V 3A2,"LESS THAN $500,000",4-Jan,Y,Chinese,21542758,,
68187,New Century Restaurant,ZHU,WILSON,MR,M,OWNER,$$,3,Chinese,(902) 742-9288,"['280 Main Street', 'Yarmouth, NS B5A 1E3', 'Canada']",280 Main St,Yarmouth,NS,B5A 1C9,"LESS THAN $500,000",9-May,Y,Chinese,53757563,,
68188,Honey BeeÆs,LAWRENCE,TROY,MR,M,OWNER,null,3,Japanese,(902) 748-0952,"['409 Highway 1', 'Dayton, NS B5A 5A2', 'Canada']",409 Highway 1,Dayton,NS,B5A 5A2,"$500,000-1 MILLION",19-Oct,N,English,763259899,,
68189,China King Family Restaurant,NG,BEN,MR,M,OWNER,null,7,Chinese,(902) 625-7000,"['825 Reeves Street', 'Port Hawkesbury, NS B9A 2S4', 'Canada']",825 Reeves St,Port Hawkesbury,NS,B9A 2S4,"LESS THAN $500,000",9-May,Y,Chinese,33759242,,
68190,Royal Garden Chinese Restaurant,NG,DANNY,MR,M,OWNER,null,4,Chinese,(902) 566-3288,"['1725 Meadow Bank Road', 'Cornwall, PE C0A 1H0', 'Canada']",1725 Meadow Bank Road,Cornwall,PE,C0A 1H0,"$500,000-1 MILLION",19-Oct,N,Chinese,27150051,,
68191,BoardWok Restaurant,,,,,,$$,4,Chinese,(902) 963-3800,"['9110 Cavendish Road', 'Cavendish, PE C0A 1M0', 'Canada']",9110 Road,Cavendish,PE,C0A 1M0,,,,,NA,,
68192,DJ WOK,,,,,,null,2,Chinese,(902) 370-8281,"['51 Grafton Street', 'Charlottetown, PE C1A 1K8', 'Canada']",51 Grafton St,Charlottetown,PE,C1A 1K8,,,,,NA,,
68193,Golden Wok Restaurant,,,,,,null,2,Chinese,(902) 892-0609,"['51 Grafton Street', 'Charlottetown, PE C1A 1K8', 'Canada']",51 Grafton St,Charlottetown,PE,C1A 1K8,,,,,NA,,
