Snowball Map,Map Correction,Last Activity Date,Mobile - Primary,Business Phone,Company / Account,First Name,Last Name,Email,Street,Zip/Postal Code,City,State/Province,Country
62461,46344,3/15/2023,,(248) 288-6666,Kyoto Royal Oak,,Kyoto Royal Oak,,1824 W 14 Mile Rd,48073,Royal Oak,MI,USA
62460,46414,12/9/2022,,(913) 341-3222,Jade Bowl Chinese Restaurant - Permanently closed,,Jade Bowl Chinese Restaurant,,8881 W 75th St,66204,Overland Park,KS,USA
62459,45980,4/10/2023,,(252) 338-6888,NEW DRAGON BUFFET,,NEW DRAGON BUFFET,,1409 W EHRINGHAUS ST,27909,ELIZABETH CITY,NC,USA
62458,45975,3/1/2023,,(919) 873-1256,NEW CHINA KING,,NEW CHINA KING,,1811 NEW HOPE CHURCH RD,27609,RALEIGH,NC,USA
62457,45972,3/1/2023,,(919) 739-8688,NEW CHINA FUN,,NEW CHINA FUN,,2116 WAYNE MEMORIAL DR,27534,GOLDSBORO,NC,USA
62456,,3/1/2023,,(919) 731-2666,NEW CHINA FUN,,NEW CHINA FUN,,2924 US-70,27530,GOLDSBORO,NC,USA
62455,45931,12/28/2022,,(540) 288-1086,SZECHUAN D'LITE,,SZECHUAN D'LITE,,70 DOC STONE RD STE 111,22556,STAFFORD,VA,USA
62454,46387,11/1/2022,(605) 642-2692,(605) 642-2692,FAMOUS WOK,,FAMOUS WOK,,2825 1ST AVE,57783,SPEARFISH,SD,USA
62453,46504,11/2/2022,NO,(559) 497-9261,75 # 2 Oriental Restaurant,,75 # 2 Oriental Restaurant,,3127 E Mckinley Ave,93703,Fresno,CA,USA
62452,,2/15/2023,,(928) 348-3336,CHINA TASTE,,CHINA TASTE,,1385 W THATCHER BLVD,85546,SAFFORD,AZ,USA
62451,45867,12/15/2022,,(724) 935-9166,China House Chinese Restaurant,,China House Chinese Restaurant,,12037 Perry Hwy,15090,Wexford,PA,USA
62450,46386,11/1/2022,(605) 791-5130,(605) 791-5130,BAAN THAI - THAI CUISINE,,BAAN THAI - THAI CUISINE,,114 BOX ELDER RD W,57719,BOX ELDER,SD,USA
62449,46385,11/1/2022,(605) 721-8886,(605) 721-8886,Fuji Japanese Steakhouse,,Fuji Japanese Steakhouse,,1731 Eglin St,57701,Rapid City,SD,USA
62448,,11/1/2022,(605) 343-3496,(605) 343-3496,Golden Fortune Restaurant,,Golden Fortune Restaurant,,1118 E North St,57701,Rapid City,SD,USA
62447,46383,11/1/2022,(605) 945-0123,(605) 945-0123,China Buffet,,China Buffet,,602 W Sioux Ave,57501,Pierre,SD,USA
62446,45943,12/27/2022,,(804) 295-5282,SINO WOK - Permanently closed,,SINO WOK,,12114 BERMUDA CROSSROAD LN,23831,CHESTER,VA,USA
62445,46382,11/1/2022,(605) 996-0600,(605) 996-0600,China Buffet,,China Buffet,,1801 N Main St Ste 24,57301,Mitchell,SD,USA
62444,46381,11/1/2022,(605) 275-1388,(605) 275-1388,Fuji Sushi & Hibachi Llc,,Fuji Sushi & Hibachi Llc,,2801 W 41st St,57105,Sioux Falls,SD,USA
62443,45796,3/14/2023,(718) 622-1031,(718) 622-1031,WING HING,,陈老板娘,,1221 FULTON ST,11216,BROOKLYN,NY,USA
62442,45668,3/5/2023,,(508) 752-8899,NANCY CHANG WORCESTER INC,,NANCY CHANG WORCESTER INC,,372 CHANDLER ST STE LL1,1602,WORCESTER,MA,USA
62441,45689,11/2/2022,NO,(508) 394-7699,Bangkok Thai Cuisine II,,Bangkok Thai Cuisine II,,8 Enterprise Rd,2660,South Dennis,MA,USA
62440,45688,11/2/2022,NO,(508) 539-9991,Bangkok Cuisine,,Bangkok Cuisine,,681 Falmouth Rd,2649,Mashpee,MA,USA
62439,45684,11/2/2022,NO,(508) 746-3299,Bangkok Thai Cuisine,,Bangkok Thai Cuisine,,10 Court St,2360,Plymouth,MA,USA
62438,46493,11/1/2022,(702) 656-8240,(702) 656-8240,ASIAN KITCHEN,,ASIAN KITCHEN,,7045 W ANN RD #110,89130,LAS VEGAS,NV,USA
62437,,11/1/2022,(605) 374-7705,(605) 374-7705,CHINESE GARDEN,,CHINESE GARDEN,,300-398 MAIN AVE,57638,LEMMON,SD,USA
62436,46380,11/1/2022,(605) 256-4823,(605) 256-4823,CHINA MOON RESTAURANT,,CHINA MOON RESTAURANT,,111 EGAN AVE N,57042,MADISON,SD,USA
62435,46384,11/1/2022,Invalid,(605) 745-4126,CHINA BUFFET,,CHINA BUFFET,,333 N RIVER ST,57747,HOT SPRINGS,SD,USA
62434,,2/15/2023,,(404) 881-1511,Chin Chin Ii Chinese Restaurant,,Chin Chin Ii Chinese Restaurant,,699 Ponce De Leon Ave NE Ste 18,30308,Atlanta,GA,USA
62433,46049,2/27/2023,,(770) 306-8798,Bamboo Star,,Bamboo Star,,26 Carriage Oaks Dr,30290,Tyrone,GA,USA
62432,45833,2/9/2023,,(516) 295-8888,Moca Asian Bistro,,Moca Asian Bistro,,1300 Peninsula Blvd,11557,Hewlett,NY,USA
62431,46492,3/22/2023,,(702) 654-6488,GOURMET CHINA,,GOURMET CHINA,,7785 N DURANGO DR STE.135,89131,LAS VEGAS,NV,USA
62430,45928,2/3/2023,,(703) 892-2566,YOUNG CHOW RESTAURANT,,YOUNG CHOW RESTAURANT,,420 23RD ST S,22202,ARLINGTON,VA,USA
62429,45827,4/13/2023,,(718) 949-8888,New Ming Garden,,New Ming Garden,,13414 Guy R Brewer Blvd,11434,Jamaica,NY,USA
62428,46029,3/3/2023,,(770) 788-6589,ROYAL PALACE INC,,ROYAL PALACE INC,,4188 HIGHWAY 278 NW,30014,COVINGTON,GA,USA
62427,,2/10/2023,,(706) 521-5486,WOKS UP,,WOKS UP,,1791 OCONEE CONNECTOR,30606,ATHENS,GA,USA
62426,46068,11/30/2022,,(912) 201-3028,STAR KITCHEN,,STAR KITCHEN,,2504 SKIDAWAY RD,31404,SAVANNAH,GA,USA
62425,46043,3/5/2023,,(770) 529-8300,PACIFIC SPICE II,,PACIFIC SPICE II,,6110 CEDARCREST RD NW,30101,ACWORTH,GA,USA
62424,46028,3/2/2023,,(678) 720-9899,GREEN TEA 3,,GREEN TEA 3,,1152 AUBURN RD STE 201,30019,DACULA,GA,USA
62423,46027,12/7/2022,,(770) 751-1799,MANDARIN EXPRESS,,MANDARIN EXPRESS,,2184 N POINT CIR,30022,ALPHARETTA,GA,USA
62422,,1/19/2023,,(731) 967-9613,Famous Chinese Restaurant,,Famous Chinese Restaurant,,50 S Main St,38351,Lexington,TN,USA
62421,46190,2/17/2023,,(731) 644-1810,Hong Kong Restaurant,,Hong Kong Restaurant,,1021 Mineral Wells Ave,38242,Paris,TN,USA
62420,46188,2/16/2023,,(901) 360-0333,Habachi Grill & Sushi Buffet,,Habachi Grill & Sushi Buffet,,3813 Riverdale Rd,38115,Memphis,TN,USA
62419,,2/10/2023,,(901) 458-8877,A Tan Hibachi Steakhouse,,A Tan Hibachi Steakhouse,,3445 Poplar Ave Ste 17,38111,Memphis,TN,USA
62418,46501,11/1/2022,(626) 333-2223,(626) 333-2223,101 Sushi,,101 Sushi,,15347 Gale Ave,91745,Hacienda Heights,CA,USA
62417,46289,2/23/2023,,(513) 271-8424,THAI SPICE LP,,THAI SPICE LP,,5153 BOWEN DR,45040,MASON,OH,USA
62416,46262,3/15/2023,(419) 662-8566,(419) 662-8566,AMERASIA CHINESE RESTARUANT,,AMERASIA CHINESE RESTARUANT,,311 SUPERIOR ST,43460,ROSSFORD,OH,USA
62415,46265,1/17/2023,,(419) 531-1818,MAGIC WOK INC,,MAGIC WOK INC,,3352 W LASKEY RD,43623,TOLEDO,OH,USA
62414,46410,4/4/2023,,(636) 230-8966,GOLDEN WOK,,GOLDEN WOK,,15941 MANCHESTER RD,63011,ELLISVILLE,MO,USA
62413,46411,1/16/2023,,(816) 254-8898,GOLDEN RICE CHINESE RESTAURANT,,GOLDEN RICE CHINESE RESTAURANT,,1435 S NOLAND RD,64055,INDEPENDENCE,MO,USA
62412,46221,11/1/2022,NO,(502) 647-9998,ASIAN BUFFET,,张老板,,89 HOWARD DR,40065,SHELBYVILLE,KY,USA
62411,46220,11/3/2022,,(502) 538-0338,CHINA CAFE,,CHINA CAFE,,686 N BARDSTOWN RD,40047,MT WASHINGTON,KY,USA
62410,,2/8/2023,,(606) 693-4877,Chen's,,Chen's,,100 KY-15,41339,Jackson,KY,USA
62409,46235,11/1/2022,CNA,(859) 360-5563,Arawan Thai Sushi,,Arawan Thai Sushi,,56 Martha Layne Collins Blvd,41076,Cold Spring,KY,USA
62408,46247,12/27/2022,,(606) 376-8807,Hong Kong Chinese Restaurant,,Hong Kong Chinese Restaurant,,55 oaks lane,42653,Whitley City,KY,USA
62407,46241,3/9/2023,,(606) 475-9199,China House,,China House,,789 Carol Malone Blvd,41143,Grayson,KY,USA
62406,45946,2/28/2023,,(540) 342-0065,China Wall Restaurant,,China Wall Restaurant,,989 Hardy Rd,24179,Vinton,VA,USA
62405,46234,11/3/2022,,(859) 363-8305,China King,,China King,,1842 Declaration Dr,41051,Independence,KY,USA
62404,,11/2/2022,NO,(502) 451-2500,Chamling Kitchen & Bar,,Chamling Kitchen & Bar,,2249 Hikes Ln,40218,Louisville,KY,USA
62403,45735,1/23/2023,,(201) 568-9337,Best Dumplings,,Best Dumplings,,16 Humphrey St,7631,Englewood,NJ,USA
62402,45918,11/1/2022,(757) 872-6876,(757) 872-6876,Bamboo One,,Bamboo One,,70 Colony Rd,23602,Newport News,VA,USA
62401,46391,1/19/2023,,(630) 250-9010,Hirano Japanees Cusine,,Hirano Japanees Cusine,,500 Park Blvd,60143,Itasca,IL,USA
62400,,3/30/2023,,(630) 545-9933,Ho Kkai Sushi Cuisine,,Ho Kkai Sushi Cuisine,,690 Roosevelt Rd,60137,Glen Ellyn,IL,USA
62399,46473,11/3/2022,NO,(208) 524-0999,Evergreen China Buffet Inc,,Evergreen China Buffet Inc,,2223 E 17th St,83404,Idaho Falls,ID,USA
62398,46399,1/31/2023,,(312) 674-1368,Sunlight Cafe,,Sunlight Cafe,,227 W Cermak Rd Ste 5,60616,Chicago,IL,USA
62397,46314,2/23/2023,,(937) 429-2236,HOUSE OF THAI,,HOUSE OF THAI,,3230 SEAJAY DR,45430,DAYTON,OH,USA
62396,46261,2/16/2023,,(740) 387-0032,HUNAN SZCHWAN INN,,HUNAN SZCHWAN INN,,1583 MARION WALDO RD,43302,MARION,OH,USA
62395,46297,2/23/2023,,(513) 948-0106,TASTE AND SEE LTD,,TASTE AND SEE LTD,,1506 CORVALLIS AVE,45237,CINCINNATI,OH,USA
62394,46308,2/23/2023,,(937) 901-1190,SONGS SUSHI LLC,,SONGS SUSHI LLC,,435 FAIRWAY DR,45324,FAIRBORN,OH,USA
62393,46322,2/23/2023,,(419) 584-2288,GREAT WALL AT CELINA INC,,GREAT WALL AT CELINA INC,,1401 E MARKET ST,45822,CELINA,OH,USA
62392,46288,3/21/2023,,(330) 492-3888,WANGS RESTAURANT INC,,WANGS RESTAURANT INC,,4422 BELDEN VILLAGE ST NW,44718,CANTON,OH,USA
62391,46390,1/23/2023,,(847) 458-9888,Jiang's Mongolian & Japanese Grill,,Jiang's Mongolian & Japanese Grill,,1740 S Randall Rd,60102,Algonquin,IL,USA
62390,,2/21/2023,,(347) 789-8541,CRAB STOP,,CRAB STOP,,682 A ROCKAWAY AVE,11212,BROOKLYN,NY,USA
62389,45866,2/22/2023,,(607) 936-3000,En En Chinese Restaurant,,En En Chinese Restaurant,,9 S Buffalo St,14830,Corning,NY,USA
62388,45863,2/17/2023,,(585) 434-4023,Asian Buffet,,Asian Buffet,,1514 W Ridge Rd,14615,Rochester,NY,USA
62387,45862,4/13/2023,,(585) 381-7999,Sushi King,,Sushi King,,1825 Penfield Rd Ste B,14526,Penfield,NY,USA
62386,46389,1/23/2023,,(847) 223-8965,Yuri Of Japan,,Yuri Of Japan,,34500 N US Highway 45 Unit H,60030,Grayslake,IL,USA
62385,46447,3/24/2023,,(281) 358-8828,AKASHI SUSHI FUSION CUISINE,,AKASHI SUSHI FUSION CUISINE,,2271 NORTHPARK DR,77339,KINGWOOD,TX,USA
62384,,4/11/2023,,(214) 650-5535,AVOCADO CAL ROLL & SUSHI,,AVOCADO CAL ROLL & SUSHI,,305 W FM 1382 STE 422,75104,CEDAR HILL,TX,USA
62383,,3/13/2023,(607) 232-7955,(607) 239-6658,HEROES GATHERING MANOR INC,,Mr.陈,,1407 WATSON BLVD,13760,ENDICOTT,NY,USA
62382,,1/13/2023,(315) 369-5605,(315) 369-2102,Lion King Chinese Restaurant,,Ms.郑,,2920 State Route 28,13420,Old Forge,NY,USA
62381,45976,1/24/2023,,(252) 799-4396,CHOP STICK BUFFET,,CHOP STICK BUFFET,,308 WEST BLVD,27892,WILLIAMSTON,NC,USA
62380,45869,3/27/2023,(646) 945-9802,(814) 623-8898,King Buffet - 6469459802-Mr.汤-来取,,汤,,651 E Pitt St,15522,Bedford,PA,USA
62379,45971,3/1/2023,,(919) 351-0880,CHINA ONE,,CHINA ONE,,1108 S POLLOCK ST,27576,SELMA,NC,USA
62378,46251,2/23/2023,,(740) 881-3000,THAI ORCHID ENTERPRISES LLC,,THAI ORCHID ENTERPRISES LLC,,8736 MORELAND ST,43065,POWELL,OH,USA
62377,46273,2/23/2023,,(440) 444-1079,CHINA ONE,,CHINA ONE,,1990 COPER FOSTER PK RD W,44053,LORAIN,OH,USA
62376,46394,3/7/2023,,(630) 844-2300,China Chef Restaurant,,China Chef Restaurant,,364 W Indian Trail,60506,Aurora,IL,USA
62375,45879,3/3/2023,,(610) 435-8837,GREAT WALL,,GREAT WALL,,1124 UNION BLVD,18109,ALLENTOWN,PA,USA
62374,46360,2/21/2023,,(269) 795-2200,China Kitchen,,China Kitchen,,4525 M-37 Suite H,49333,Middleville,MI,USA
62373,,3/13/2023,(757) 663-2843,(757) 546-0556,TASTE OF CHINA,,Mr.陈,,237 S BATTLEFIELD BLVD #18B,23322,CHESAPEAKE,VA,USA
62372,46362,12/29/2022,(646) 996-9963,(616) 393-8880,WOK IN & WOK OUT,,Mr. 董,,2279 N PARK DR # 610,49424,HOLLAND,MI,USA
62371,46272,4/6/2023,(330) 329-5427,(440) 930-2623,MARK PIS CHINESE RESTAURANT,,MARK PIS CHINESE RESTAURANT,,32730 WALKER RD,44012,AVON LAKE,OH,USA
62370,46307,2/23/2023,,(937) 472-0518,CHINA WOK,,CHINA WOK,,1665 N BARRON ST,45320,EATON,OH,USA
62369,46313,1/17/2023,,(937) 781-9999,CHINA GARDEN BUFFET,,CHINA GARDEN BUFFET,,112 WOODMAN DR,45431,DAYTON,OH,USA
62368,46278,2/23/2023,,(440) 871-2888,VIENGS ASIAN BISTRO,,VIENGS ASIAN BISTRO,,139 CROCKER PARK BLVD,44145,WESTLAKE,OH,USA
62367,45739,4/7/2023,,(732) 268-8366,Oriental Empire,,Oriental Empire,,54 English Plaza,7701,Red Bank,NJ,USA
62366,45935,2/28/2023,,(540) 434-1285,Golden China Restaurant,,Golden China Restaurant,,1005 E Market St,22801,Harrisonburg,VA,USA
62365,45932,11/1/2022,(540) 868-0863,(540) 868-0863,Asian Restaurant,,Asian Restaurant,,640 Warrior Dr Ste 101,22655,Stephens City,VA,USA
62364,,3/16/2023,(646) 756-9398,(412) 331-5502,Rainbow Hibachi,,高,,807 Broadway Ave,15136,Mckees Rocks,PA,USA
62363,,3/22/2023,(606) 657-7022,(606) 387-4788,Dragon Garden - 6066577022- 來取,,倪,,180 WESTVIEW SHOPPING CTR,42602,ALBANY,KY,USA
62362,46245,11/2/2022,,(270) 759-4653,AUGUST MOON-bakery,,AUGUST MOON,,1550 LOWES DR,42071,MURRAY,KY,USA
62361,45929,2/24/2023,,(703) 360-0600,Chef Huang,,Chef Huang,,8638 Richmond Hwy,22309,Alexandria,VA,USA
62360,,3/27/2023,(443) 517-8737,(561) 907-6888,GOT RICE?,,Ms.邱，来取,,4619 Okeechobee Blvd STE 103,33417,West Palm Beach,FL,USA
62359,46500,1/12/2023,,(714) 266-0123,BIG CHOPSTICKS,,BIG CHOPSTICKS,,8725 ORANGETHORPE AVE. #B,90621,BUENA PARK,CA,USA
62358,46507,1/12/2023,,(530) 257-5553,Happy Garden - Permanently closed,,Happy Garden,,1960 Main St,96130,Susanville,CA,USA
62357,,1/4/2023,,(207) 439-5483,CHUN PING LAU,,CHUN PING LAU,,435 US-1 SUITE 4,3904,KITTERY,ME,USA
62356,45705,3/17/2023,,(207) 741-0204,CHINA XPRESS,,CHINA XPRESS,,1122 BROADWAY,4106,SOUTH PORTLAND,ME,USA
62355,,3/21/2023,(904) 636-8688,,Fusion Sushi,,老板娘,,1550 University Boulevard West,32217,Jacksonville,FL,USA
62354,46149,2/14/2023,,(334) 745-7234,Mandarin House Chinese,,Mandarin House Chinese,,3800 Pepperell Pkwy,36801,Opelika,AL,USA
62353,46162,2/12/2023,,(931) 507-6868,Mings Buffet & Grill,,Mings Buffet & Grill,,1339 Smithville Hwy Ste 167,37110,Mcminnville,TN,USA
62352,46150,2/12/2023,,(931) 645-8998,China King,,China King,,2088 Lowes Dr Ste J,37040,Clarksville,TN,USA
62351,46353,3/20/2023,,(517) 327-6688,World Buffet & Grill,,World Buffet & Grill,,5002 W Saginaw Hwy Ste 3,48917,Lansing,MI,USA
62350,45818,2/23/2023,(718) 898-9885,(718) 898-9885,7188989885-Mr.陈-送餐,,LUCKY,,4302 NATIONAL ST,11368,FLUSHING,NY,USA
62349,45730,2/21/2023,,(908) 298-0533,GREAT WALL KITCHEN,,GREAT WALL KITCHEN,,711 BOULEVARD,7033,KENILWORTH,NJ,USA
62348,45729,2/12/2023,,(201) 963-3112,GREEN GARDEN,,GREEN GARDEN,,1202 WASHINGTON ST,7030,HOBOKEN,NJ,USA
62347,45795,2/23/2023,(718) 439-0505,(718) 439-0505,TASTE OF CHINA,,谢老板娘,,5705 5TH AVE #1,11220,BROOKLYN,NY,USA
62346,46048,2/21/2023,,(678) 846-5178,TOUCH DOWN WINGS,,TOUCH DOWN WINGS,,8030 SENOIA RD. #700,30213,FAIRBURN,GA,USA
62345,46277,2/24/2023,,(440) 260-8888,LITTLE HONG KONG,,LITTLE HONG KONG,,18332 BAGLEY RD,44130,CLEVELAND,OH,USA
62344,46418,12/16/2022,,(620) 805-6280,THAI ARAWAN,,THAI ARAWAN,,902 E FULTON ST STE A,67846,GARDEN CITY,KS,USA
62343,46416,3/10/2023,,(620) 326-8688,Great Wall Chinese Restaurant,,Great Wall Chinese Restaurant,,1022 W 8th St,67152,Wellington,KS,USA
62342,45794,3/14/2023,(718) 238-8268,(718) 238-8268,PANDA,,Mr.王,,7018 3RD AVE,11209,BROOKLYN,NY,USA
62341,45873,2/28/2023,,(717) 249-7477,CHINA PALACE RESTAURANT,,CHINA PALACE RESTAURANT,,259 PENROSE PL,17013,CARLISLE,PA,USA
62340,45991,2/28/2023,,(828) 898-3533,CHINA HOUSE RESTAURANT,,CHINA HOUSE RESTAURANT,,3581 TYNECASTLE HWY,28604,BANNER ELK,NC,USA
62339,46052,3/1/2023,,(404) 629-0007,Mulan Asian Cuisine,,Mulan Asian Cuisine,,1195 Fairburn Rd SW STE 100,30331,Atlanta,GA,USA
62338,,2/8/2023,,(404) 691-8555,China Cafeteria,,China Cafeteria,,3613 M.L.K. Jr Dr SW,30331,Atlanta,GA,USA
62337,46047,2/28/2023,,(678) 432-5590,China King,,China King,,5956 E Lake Pkwy,30253,McDonough,GA,USA
62336,46026,12/1/2022,,(470) 395-3333,Chow Time Grill & Buffet,,Chow Time Grill & Buffet,,2055 Beaver Ruin Rd suite g,30071,Norcross,GA,USA
62335,,3/23/2023,(715) 574-0496,,Zhou's Mongolian BBQ,,Mr.李,,1122 East Grand Avenue,54474,Rothschild,WI,USA
62334,46276,2/23/2023,,(216) 226-1987,SZECHWAN GARDEN,,SZECHWAN GARDEN,,13800 DETROIT AVE,44107,LAKEWOOD,OH,USA
62333,46275,2/23/2023,,(216) 881-5374,GOLDEN HOUSE,,GOLDEN HOUSE,,5238 ST CLAIR AVE,44103,CLEVELAND,OH,USA
62332,46271,1/19/2023,,(440) 943-0850,HUNDRED FLOWERS,,HUNDRED FLOWERS,,28898 LAKESHORE BLVD,44095,WILLOWICK,OH,USA
62331,46270,2/23/2023,,(440) 647-7658,HAPPY VALLEY - closed,,HAPPY VALLEY,,111 EAST HERRICK AVENUE,44090,WELLINGTON,OH,USA
62330,,2/28/2023,,(910) 743-9906,CHINA CITY RESTAURANT,,CHINA CITY RESTAURANT,,507 8TH ST,28555,MAYSVILLE,NC,USA
62329,46169,2/16/2023,,(615) 678-8183,Hibachi Grill,,Hibachi Grill,,3804 Nolensville Pike,37211,Nashville,TN,USA
62328,46161,2/19/2023,,(615) 382-1515,Ichiban Steakhouse,,Ichiban Steakhouse,,2012 Memorial Blvd # D,37172,Springfield,TN,USA
62327,46160,2/19/2023,,(615) 893-2828,Tokyo Grill,,Tokyo Grill,,2975 S Rutherford Blvd Ste D,37130,Murfreesboro,TN,USA
62326,46159,2/19/2023,,(615) 758-2309,Fulinns Asian Cuisine,,Fulinns Asian Cuisine,,401 S Mount Juliet Rd Ste 480,37122,Mount Juliet,TN,USA
62325,45850,2/21/2023,,(631) 591-0700,China Max,,China Max,,200 Tanger Mall Dr,11901,Riverhead,NY,USA
62324,45849,1/31/2023,,(516) 939-6618,West East Inc,,West East Inc,,758 S Broadway,11801,Hicksville,NY,USA
62323,46404,3/16/2023,,(815) 732-0887,China King,,China King,,509 W Washington St,61061,Oregon,IL,USA
62322,45970,3/10/2023,(919) 957-9700,919-9579700,9199579700-Ms.陈-来取,,Ms.陈,,2121 T.W. Alexander Drive Suite #122,27560,Morrisville,NC,USA
62321,,12/19/2022,,(928) 329-5899,LINS GRAND BUFFET- YUMA,,LINS GRAND BUFFET- YUMA,,1605 S Pacific Ave,85365,Yuma,AZ,USA
62320,,12/20/2022,,(520) 579-6901,Mantis Gourmet Chinese Food,,Mantis Gourmet Chinese Food,,"Suite 150, 7308 8250 N Cortaro Rd",85743,Tucson,AZ,USA
62319,46459,12/19/2022,,(210) 659-9365,O & A'S FLAMING WOK,,O & A'S FLAMING WOK,,8142 SHIN OAK DR #116,78233,LIVE OAK,TX,USA
62318,,3/22/2023,(207) 582-1396 (Rest ph#),(207) 582-1396,Canton Village -Qmenu 用戶,,Amy,,428 Water St,4345,Gardiner,ME,USA
62317,,12/19/2022,,(281) 288-8868,MAIN MOON CHINESE RESTAURANT,,MAIN MOON CHINESE RESTAURANT,,2129 FARM TO MARKET 2920,77388,SPRING,TX,USA
62316,46458,2/15/2023,,(210) 646-8181,HONG KONG ISLAND CHINESE RESTAURANT,,HONG KONG ISLAND CHINESE RESTAURANT,,13032 NACOGDOCHES RD,78217,SAN ANTONIO,TX,USA
62315,46487,2/21/2023,,(928) 524-3663,MANDARIN BEAUTY CHINESE RESTAURANT,,MANDARIN BEAUTY CHINESE RESTAURANT,,2218 NAVAJO BLVD,86025,HOLBROOK,AZ,USA
62314,46485,2/22/2023,,(520) 364-8898,LAI LAI CHINESE RESTAURANT,,LAI LAI CHINESE RESTAURANT,,1341 F AVE,85607,DOUGLAS,AZ,USA
62313,,12/19/2022,,(928) 428-2888,JUMBO CHINESE RESTAURANT,,JUMBO CHINESE RESTAURANT,,817 W THATCHER BLVD,85546,SAFFORD,AZ,USA
62312,46482,12/19/2022,,(480) 998-8188,JOYFUL CHINESE DINING - Permanently closed,,JOYFUL CHINESE DINING,,9699 NORTH HAYDEN ROAD,85258,SCOTTSDALE,AZ,USA
62311,46484,2/21/2023,,(623) 878-6216,JM CHINESE CUISINE,,JM CHINESE CUISINE,,9501 W PEORIA AVE,85345,PEORIA,AZ,USA
62310,46060,2/12/2023,,(706) 632-6090,Tin Loong Chinese Restaurant,,Tin Loong Chinese Restaurant,,5771 Appalachian Hwy,30513,Blue Ridge,GA,USA
62309,46471,2/22/2023,NO,(208) 678-9399,CHINA FIRST,,CHINA FIRST,,901 OVERLAND AVE,83318,BURLEY,ID,USA
62308,46479,11/3/2022,,(208) 265-5425,GOLDEN DRAGON - Permanently closed,,GOLDEN DRAGON,,100 TIBBETTS DR,83852,PONDERAY,ID,USA
62307,46470,2/22/2023,,(208) 547-9905,0,,GOLDEN CHINA RESTAURANT,,213 E 2ND S,83276,SODA SPRINGS,ID,USA
62306,46474,11/3/2022,,(208) 467-9100,CHUNG HING - Permanently closed,,CHUNG HING,,2101 N CASSIA ST,83651,NAMPA,ID,USA
62305,46477,11/2/2022,,(208) 321-9888,CHINA GRAND BUFFET,,CHINA GRAND BUFFET,,10498 W FAIRVIEW AVE,83704,BOISE,ID,USA
62304,46478,11/2/2022,,(208) 665-5758,CANTON ASIAN RESTAURANT,,CANTON ASIAN RESTAURANT,,113 N 4TH ST,83814,COEUR D'ALENE,ID,USA
62303,46285,2/23/2023,,(330) 644-8288,CHINA HOUSE,,CHINA HOUSE,,4031 S MAIN ST,44319,AKRON,OH,USA
62302,46284,2/24/2023,,(330) 673-3888,MAIN MOON,,MAIN MOON,,4439 KENT RD,44224,STOW,OH,USA
62301,46283,2/24/2023,,(330) 995-0783,MAGIC WOK,,MAGIC WOK,,1027 N AURORA RD,44202,AURORA,OH,USA
62300,46476,11/2/2022,NO,(208) 342-4051,CHIENGMAI THAI RESTAURANT,,CHIENGMAI THAI RESTAURANT,,4898 W EMERALD ST,83706,BOISE,ID,USA
62299,46472,11/3/2022,NO,(208) 522-2636,DEE KITCHEN,,DEE KITCHEN,,2994 S 25TH E,83404,IDAHO FALLS,ID,USA
62298,46475,11/2/2022,NA,(208) 375-0946,BANGKOK THAI RESTAURANT,,BANGKOK THAI RESTAURANT,,477 N MILWAUKEE ST,83704,BOISE,ID,USA
62297,,3/24/2023,,(832) 243-6002,Akashi,,Akashi,,20326 TX-249,77070,Houston,TX,USA
62296,45817,3/10/2023,(718) 520-6706,,7185206706-女老板-送餐,,女老板,,70-68 Kissena Boulevard,11367,Queens,NY,USA
62295,45687,11/3/2022,,(508) 790-1957,BASIL THAI CUISINE,,BASIL THAI CUISINE,,594 ROUTE 28,2673,WEST YARMOUTH,MA,USA
62294,45669,11/3/2022,,(781) 275-7007,BEDFORD CHINA CORPORATION,,BEDFORD CHINA CORPORATION,,309 GREAT RD B,1730,BEDFORD,MA,USA
62293,45826,4/12/2023,,(718) 848-8989,TONY'S DRAGON GARDEN,,TONY'S DRAGON GARDEN,,107-18 LIBERTY AVE,11417,OZONE PARK,NY,USA
62292,,4/12/2023,,(718) 894-1234,SUPER BOWL,,SUPER BOWL,,59-63 55TH RD,11378,MASPETH,NY,USA
62291,46306,3/19/2023,,(937) 335-8855,Golden Bowl Buffet,,Golden Bowl Buffet,,15 S Weston Rd,45373,Troy,OH,USA
62290,46305,11/16/2022,(937) 408-3077,(937) 316-6111,Asian Buffet,,Mr. 董,,521 Wagner Ave,45331,Greenville,OH,USA
62289,46296,3/21/2023,,(513) 530-9888,Koi Hibachi & Sushi,,Koi Hibachi & Sushi,,8582 E Kemper Rd,45249,Cincinnati,OH,USA
62288,46294,11/1/2022,(937) 393-2338,(937) 393-2338,#1 China Buffet,,#1 China Buffet,,1092 N High St,45133,Hillsboro,OH,USA
62287,46357,1/3/2023,,(269) 659-8515,Dragon Express,,Dragon Express,,805 S Centerville Rd,49091,Sturgis,MI,USA
62286,46356,1/3/2023,,(269) 323-2337,Chinese Wellness 6,,Chinese Wellness 6,,6650 S Westnedge Ave Ste 147,49024,Portage,MI,USA
62285,46355,1/3/2023,,(269) 388-5025,Theo & Stacys Restaurant,,Theo & Stacys Restaurant,,234 W Michigan Ave,49007,Kalamazoo,MI,USA
