,,Total ARR,,,,,,,,,,,,,,,,,Voice ARR,,,,,,,,,,,,,,WP ARR,,,,,,,,,,,,,,DE ARR,,,,,,,,,,,,,,H/W Rental ARR,,,,,,,,,,,,,,Comments,,,,
R81132,FT,"22,863","23,195","24,524","23,914","19,487","24,315","25,991","27,013","29,228","28,872","27,000","30,485","28,937","-1,548",13%,,,"22,863","23,195","24,524","23,914","19,487","24,315","25,991","27,013","26,860","26,741","25,136","28,507","27,314",,0,0,0,0,0,0,0,0,"1,811","1,744","1,390","1,520","1,500",,0,0,0,0,0,0,0,0,557,387,474,458,123,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,R81136,R81136
R81133,FT,"26,638","29,855","30,500","31,319","13,082","15,665","13,824","16,015","14,100","21,337","22,427","27,578","24,471","-3,107",23%,,,"26,638","29,855","30,500","31,319","13,082","15,665","13,824","16,015","14,100","18,669","20,078","24,885","22,586",,0,0,0,0,0,0,0,0,0,"2,028","1,543","1,433","1,618",,0,0,0,0,0,0,0,0,0,640,806,"1,260",267,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,R81139,R81139
R81135,FT,"21,439","21,950","17,765","19,761","17,527","17,415","15,251","16,655","14,816","16,315","15,163","1,424","7,246","5,822",-91%,,,"19,564","20,157","16,379","18,020","15,896","16,144","14,033","15,125","13,771","14,611","13,095",648,"7,024",,"1,875","1,793","1,386","1,741","1,631","1,271","1,218","1,530","1,045","1,250",942,776,222,,0,0,0,0,0,0,0,0,0,454,"1,126",0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,R81151,R81151
R81136,FT,"21,371","16,967","15,537","16,670","14,320","12,355","13,231",0,0,0,0,0,0,0,,,,"21,371","16,967","15,537","16,670","14,320","12,355","13,122",0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,109,0,0,0,0,0,0,,,,,R81152,R81152
R81139,FT,"8,999","8,029","7,287","6,624","9,990","7,611","8,379","5,898","9,539","5,421","5,740",0,0,0,-100%,,,"8,999","8,029","7,287","6,624","9,990","7,491","8,379","5,898","9,539","5,421","5,740",0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,120,0,0,0,0,0,0,0,,,,,R81155,R81155
R81151,FT,"26,775","24,903","27,224","26,732","25,680","23,396","23,256","22,681","22,736","23,670","24,982","26,780","25,852",-928,7%,,,"26,775","24,903","27,224","26,732","25,680","23,396","23,256","22,681","22,337","23,424","24,516","26,517","25,790",,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,399,246,466,263,62,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,R81157,R81157
R81152,PT,"21,352","19,693","19,039","20,006","18,518","16,996","18,121","3,656","2,400",0,0,0,0,0,,,,"21,352","19,693","19,039","20,006","18,518","16,996","18,121","3,656","2,400",0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,R81158,R81158
R81155,FT,"23,149","21,576","22,455","21,395","24,702","22,321","19,742","21,679","19,383","19,775","20,505","20,450","20,153",-297,0%,,,"23,149","21,576","22,455","21,395","24,702","22,321","19,742","21,679","19,383","19,775","20,505","20,450","20,153",,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,R81159,R81159
R81157,FT,"15,923","10,285","11,005","11,205","11,356","9,034","9,674","9,399","11,224","8,430","8,629","7,976","8,247",271,-8%,,,"15,923","10,285","11,005","11,205","11,356","8,914","9,674","9,399","11,224","8,430","8,629","7,976","8,247",,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,120,0,0,0,0,0,0,0,,,,,R81161,R81161
R81158,FT,"13,945","14,819","14,136","12,159","12,271","12,639","13,234","10,785","9,395","10,499","10,884","10,633","11,350",717,-2%,,,"13,945","14,819","14,136","12,159","12,271","12,639","13,234","10,785","9,395","10,499","10,884","10,633","11,350",,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,R81162,R81162
R81159,FT,"6,130","6,171","4,914","6,334","5,236","4,878","4,899","5,298","4,883","4,890","4,295","7,173","6,906",-267,67%,,,"5,985","6,171","4,914","6,334","5,236","4,758","4,899","5,298","4,883","4,890","4,295","6,889","6,400",,145,0,0,0,0,0,0,0,0,0,0,0,446,,0,0,0,0,0,0,0,0,0,0,0,284,60,,0,0,0,0,0,120,0,0,0,0,0,0,0,,,,,R81163,R81163
R81161,FT,"28,558","38,636","38,123","38,532","32,138","40,185","44,292","48,898","40,653","44,773","41,625","44,402","43,163","-1,239",7%,,,"27,877","37,573","36,715","36,816","29,846","37,992","41,669","45,374","37,768","41,412","37,975","41,069","39,489",,681,"1,063","1,408","1,716","2,292","2,073","2,623","3,524","2,885","3,361","3,650","3,333","3,674",,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,120,0,0,0,0,0,0,0,,,"Changing to the Seawolf on 1/23/2024, put on Suspend, and modified as lost on March ",,R81166,R81166
R81162,FT,"22,238","19,251","19,549","16,930","17,946","16,488","15,103","13,478","12,031","11,246","9,659","10,274","7,273","-3,001",6%,,,"22,238","19,251","19,549","16,930","17,946","16,488","15,103","13,478","12,031","11,246","9,659","10,274","7,273",,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,R81167,R81167
R81163,FT,"23,633","18,803","17,825","17,568","19,657","16,043","17,299","16,842","17,352",0,0,0,0,0,,,,"23,633","18,803","17,825","17,568","19,657","15,923","17,299","16,842","17,352",120,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,120,0,0,0,0,0,0,0,,,,,R81168,R81168
R81166,FT,"6,342","7,601","6,478","7,190","14,525","14,613","14,779","15,279","13,099","13,235","13,112","14,437","10,548","-3,889",10%,,,"6,342","7,601","6,478","7,190","7,314","7,115","6,766","7,093","5,933","6,004","5,969","6,824","5,109",,0,0,0,0,"7,211","7,498","8,013","8,186","7,166","7,231","7,143","7,613","5,439",,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,R81169,R81169
R81167,FT,"42,514","50,609","36,986","38,754","32,058","38,531","36,223","33,881","34,798","37,818","33,731","33,113","29,992","-3,121",-2%,,,"35,772","43,218","32,177","32,965","26,603","33,156","30,971","29,521","30,405","32,424","29,372","28,442","26,125",,"6,742","7,391","4,809","5,789","5,455","5,255","5,252","4,360","4,393","5,394","4,359","4,671","3,867",,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,120,0,0,0,0,0,0,0,,,,,R81171,R81171
R81168,FT,"11,211","8,197","8,060","7,599","7,908","7,112","5,959","7,198","6,565","6,249","6,860","6,111","6,501",390,-11%,,,"11,211","8,197","8,060","7,599","7,908","7,112","5,959","7,198","6,521","6,205","6,860","6,111","6,501",,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,44,44,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,R81172,R81172
R81169,FT,"23,835","24,678","23,618","21,272","16,956","23,561",0,0,0,0,0,0,0,0,,,,"23,835","24,678","23,618","21,272","16,956","23,561",0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,R81177,R81177
R81171,FT,"26,868","29,207","33,261","25,408","18,815","23,119","27,697","20,548","16,949","19,549","19,911","18,084","20,839","2,755",-9%,,,"23,139","24,895","28,650","21,527","15,982","19,876","23,712","17,753","14,635","16,900","17,664","15,904","18,737",,"3,729","4,312","4,611","3,881","2,833","3,243","3,985","2,795","2,314","2,649","2,247","2,180","2,102",,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,R81178,R81178
R81172,FT,773,"28,445","23,624","16,549","20,387","22,208","17,977","17,160","18,089","19,281","18,444","14,141","14,972",831,-23%,,,120,"28,445","23,624","16,549","20,387","22,088","17,977","17,160","18,089","19,281","18,444","14,141","14,972",,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,653,0,0,0,0,120,0,0,0,0,0,0,0,,,,,R81181,R81181
R81177,FT,"26,856","23,502","24,479","22,487","24,918","22,356","22,944","23,409","25,013","20,469","20,446","19,543","15,865","-3,678",-4%,,,"22,865","20,042","21,084","18,803","20,960","19,305","20,089","20,165","22,029","16,347","16,119","16,215","13,781",,"3,991","3,460","3,395","3,684","3,958","3,051","2,855","3,244","2,984","2,784","2,501","2,296","1,931",,0,0,0,0,0,0,0,0,0,"1,338","1,826","1,032",153,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,R81182,R81182
R81178,FT,0,"9,445","9,887",324,"8,693","8,794","10,048","10,255","8,959","10,104","15,918","15,922","13,801","-2,121",0%,,,0,"9,445","9,887",0,"8,693","8,794","10,048","10,255","8,959","10,104","14,356","14,588","12,789",,0,0,0,0,0,0,0,0,0,0,609,742,881,,0,0,0,0,0,0,0,0,0,0,953,592,131,,0,0,0,324,0,0,0,0,0,0,0,0,0,,,,,R81183,R81183
R81181,FT,"11,292","9,908","9,639","8,093","11,170","7,941",327,"10,961","4,171","5,888","16,072","12,877","10,969","-1,908",-20%,,,"11,292","9,908","9,639","8,093","11,170","7,941",0,"10,961","4,171","5,888","16,072","12,877","10,969",,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,327,0,0,0,0,0,0,,,,,R81185,R81185
R81182,FT,"20,619","22,118","20,203","19,352","15,196","21,269","18,535","22,603","19,870","20,526","23,380","23,429","20,413","-3,016",0%,,,"20,619","22,118","20,203","19,352","15,196","21,269","18,535","22,603","19,870","20,526","23,380","23,429","20,413",,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,R81186,R81186
R81183,FT,"44,176","41,961","47,014","42,780","41,333","30,774","34,147","30,138","31,030","23,377","24,716","25,846","26,377",531,5%,,,"40,085","36,421","38,052","34,872","32,956","24,176","26,692","22,638","24,507","19,697","21,486","23,207","24,607",,"4,091","5,540","8,962","7,908","8,377","6,598","7,455","7,500","6,523","3,680","3,230","2,639","1,770",,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,R81188,R81188
R81185,FT,"11,656","11,221","12,762","12,410","10,134","10,775",0,0,0,0,0,0,0,0,,,,"11,656","11,221","12,762","12,410","10,134","10,775",0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,R81191,R81191
R81186,FT,"14,228","11,430","10,289","8,522","8,782","6,257","6,280","6,201","11,955","5,303","5,956","6,459","7,375",916,8%,,,"14,228","11,430","10,289","8,522","8,782","6,257","6,280","6,201","11,955","5,303","5,785","6,349","7,365",,0,0,0,0,0,0,0,0,0,0,93,0,0,,0,0,0,0,0,0,0,0,0,0,78,110,10,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,R81193,R81193
R81191,FT,"10,618","12,526","12,760","11,354","9,328","12,415","12,050","11,088","10,127","12,990","12,696","12,881","12,030",-851,1%,,,"10,618","12,526","12,760","11,354","9,328","12,415","12,050","11,088","10,127","12,990","12,696","12,881","12,030",,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,R81195,R81195
R81193,PT,"19,962","22,609","19,646","16,637","15,440","20,041","18,865","18,522","16,236","16,071","18,230","17,032","14,809","-2,223",-7%,,,"19,962","22,609","19,646","16,637","15,440","20,041","18,865","18,522","16,236","16,071","18,230","17,032","14,809",,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,R81199,R81199
R81195,FT,"16,931","15,602","17,264","16,697","15,691","14,305","14,606",0,"13,577","14,103","14,848","13,494","12,676",-818,-9%,,,"15,616","14,377","16,117","14,922","14,518","13,507","13,621",0,"12,029","12,669","13,301","12,157","12,552",,"1,315","1,225","1,147","1,775","1,173",798,985,0,"1,065","1,155","1,144","1,114",124,,0,0,0,0,0,0,0,0,483,279,403,223,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,R81201,R81201
R81199,FT,"32,958","29,176","25,257","24,656","31,062","26,579",0,0,0,0,0,0,0,0,,,,"32,958","29,176","25,257","24,656","31,062","26,579",0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,R81202,R81202
R81201,FT,"21,498","18,322","17,930","17,700","14,836","12,450","12,580","12,486","17,170","9,467","9,416","8,614",648,"-7,966",-9%,,,"19,574","16,747","16,410","16,371","13,527","12,271","12,467","12,358","16,689","9,248","9,080","8,448",648,,"1,924","1,575","1,520","1,329","1,309",179,113,92,364,178,256,77,0,,0,0,0,0,0,0,0,36,117,41,80,89,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,R81203,R81203
R81202,FT,"13,807","11,981","13,163","12,010","10,779","10,495","9,436","8,511","10,280","12,235","12,268","12,563","11,633",-930,2%,,,"13,807","11,981","13,163","12,010","10,779","10,495","9,436","8,511","9,631","11,337","11,445","11,656","10,812",,0,0,0,0,0,0,0,0,443,708,576,633,784,,0,0,0,0,0,0,0,0,206,190,247,274,37,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,R81205,R81205
R81203,FT,"39,706","53,290","52,016","46,075","43,211","44,647","43,852","44,440","52,706","42,604","39,095","37,455","38,318",863,-4%,,,"39,706","42,392","40,930","35,336","32,905","34,845","33,604","34,055","42,070","32,578","29,129","28,397","29,998",,0,"10,898","11,086","10,739","10,306","9,802","10,248","10,385","10,636","10,026","9,966","9,058","8,320",,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,R81206,R81206
R81205,FT,"45,113","40,943","41,870","42,644","42,496","42,502","39,461","38,641","42,573","38,051","36,542","35,744","40,333","4,589",-2%,,,"45,113","40,943","41,870","42,644","42,496","42,502","39,461","38,641","42,573","38,051","36,542","35,744","40,333",,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,R81207,R81207
R81206,FT,"34,909","35,008","27,807","27,043","27,250","22,508","26,478","31,361","27,084","29,564","26,380","24,557","24,135",-422,-7%,,,"34,909","35,008","27,807","27,043","27,250","22,508","26,478","31,361","27,084","29,564","26,380","24,557","24,135",,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,R81208,R81208
R81207,FT,"19,503","25,305","18,466","19,001","15,549","22,650","23,674","22,228","20,273","23,016","21,418","19,431","18,805",-626,-9%,,,"19,503","25,305","18,466","19,001","15,549","22,650","23,674","22,228","20,273","19,515","17,882","16,830","17,095",,0,0,0,0,0,0,0,0,0,"2,310","1,870","1,590","1,529",,0,0,0,0,0,0,0,0,0,"1,191","1,666","1,011",181,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,R81211,R81211
R81208,FT,"5,351","5,421","4,744","4,616","5,980","6,666","5,186","5,889","6,182","5,726","7,288","5,976","6,587",611,-18%,,,"5,351","5,421","4,744","4,616","5,980","6,666","5,186","5,889","6,182","5,726","7,288","5,976","6,587",,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,R81212,R81212
R81211,FT,"14,550","9,944","8,973","10,006","9,342","8,675","9,107","9,147","14,747","9,640","9,792","10,918","12,327","1,409",11%,,,"14,550","9,944","8,973","10,006","9,342","8,675","9,107","9,147","14,427","9,478","9,527","10,342","11,595",,0,0,0,0,0,0,0,0,0,0,0,370,686,,0,0,0,0,0,0,0,0,320,162,265,206,46,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,R81213,R81213
R81212,FT,"31,669","25,409","24,155","25,378","30,614","27,312","26,764","26,321","31,902","26,177","26,833","27,881","29,730","1,849",4%,,,"31,669","25,409","24,155","25,378","30,614","27,192","26,764","26,321","31,902","26,177","26,833","27,881","29,730",,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,120,0,0,0,0,0,0,0,,,,,R81219,R81219
R81213,FT,"18,775","15,278","15,947","16,012","17,011","15,219","14,365","14,661",0,0,0,0,0,0,,,,"18,775","15,278","15,947","16,012","17,011","15,219","14,365","14,661",0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,R81222,R81222
R81219,FT,"27,273","25,562","32,426","26,378","29,339","29,447","23,626","32,127","30,687","28,959","25,622","26,319","26,793",474,3%,,,"23,967","22,728","29,755","24,087","26,672","26,340","21,682","28,298","27,072","25,700","23,003","23,330","23,904",,"3,306","2,834","2,671","2,291","2,667","3,107","1,944","3,829","3,615","3,259","2,619","2,989","2,889",,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,R81223,R81223
R81222,FT,"9,508","8,205","8,862","9,046","7,993","10,040",0,0,0,0,0,0,0,0,,,,"9,508","8,205","8,862","9,046","7,993","10,040",0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,R81225,R81225
R81223,FT,"28,432","40,247","32,407","33,378","17,594","23,318","22,057","22,802","23,929","25,492","21,136","23,216","20,600","-2,616",10%,,,"28,432","40,247","32,407","33,378","17,594","23,318","22,057","22,802","23,929","25,492","21,136","23,216","20,600",,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,R81226,R81226
R81225,FT,"25,255","28,816","26,752","27,431","26,162","30,648","27,854","27,331","26,988","30,147","24,933","24,274","24,286",12,-3%,,,"21,736","24,413","22,960","22,765","22,043","25,417","23,178","22,858","22,985","25,196","21,495","20,663","21,122",,"3,519","4,403","3,792","4,666","4,119","5,231","4,676","4,473","4,003","4,951","3,438","3,611","3,164",,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,R81227,R81227
R81226,FT,"41,722","28,654","24,647","23,104","33,216","27,924","26,270","14,863","15,806","13,232","14,609","12,263","18,287","6,024",-16%,,,"41,722","28,654","24,647","21,616","29,776","24,522","23,589","14,272","15,511","12,990","14,463","12,182","17,685",,0,0,0,"1,488","3,440","3,402","2,681",591,295,242,146,81,602,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,R81228,R81228
R81227,FT,"16,810","13,962","17,236","16,370","13,485","12,725","12,456","14,601","20,489","15,844","19,299","15,774","17,096","1,322",-18%,,,"16,810","13,962","17,236","16,370","13,485","12,725","12,456","14,601","19,162","15,844","19,299","15,774","17,096",,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,"1,327",0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,R81229,R81229
R81228,FT,"18,585","16,585","15,391","13,908","15,872","14,102","16,934","14,423","15,140","17,111","15,484","12,911","15,932","3,021",-17%,,,"17,162","15,342","14,188","12,848","14,743","13,167","15,523","13,343","14,254","15,884","14,336","11,745","14,373",,"1,423","1,243","1,203","1,060","1,129",935,"1,411","1,080",886,"1,227","1,148","1,166","1,559",,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,R81232,R81232
R81229,FT,"35,452","31,267","31,022","31,890","32,396","31,586","32,327","30,445","27,045","28,644","27,897","31,152","25,640","-5,512",12%,,,"35,452","31,267","31,022","31,890","32,396","31,586","32,327","30,445","27,045","28,644","27,897","31,152","25,640",,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,R81233,R81233
R81232,FT,"12,742","19,628","15,950","13,099","12,862","13,604","14,479","13,856","13,803","17,154","18,571","15,320","14,075","-1,245",-18%,,,"11,868","18,167","14,509","12,117","11,489","12,427","13,190","12,803","12,425","14,834","15,267","13,113","12,535",,874,"1,461","1,441",982,"1,373","1,177","1,289","1,053","1,378","1,725","1,633","1,363","1,378",,0,0,0,0,0,0,0,0,0,595,"1,671",844,162,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,R81235,R81235
R81233,FT,"33,220","41,855","37,449","38,101","32,810","40,093","37,948","34,103","43,316","36,068","33,939","32,388","31,633",-755,-5%,,,"33,220","41,855","37,449","38,101","32,810","40,093","37,948","34,103","43,316","36,068","33,939","32,388","31,633",,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,R81236,R81236
R81235,FT,"44,689","44,365","42,415","42,198","39,990","39,653","39,392","41,083","36,721","44,193","40,156","44,676","40,613","-4,063",11%,,,"44,689","44,365","42,415","42,198","39,990","39,653","39,392","41,083","36,721","44,193","40,156","44,676","40,613",,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,R81237,R81237
R81236,FT,"23,369","19,742","20,485","17,642","18,155","18,630","18,554","17,509","14,678","15,638","14,885","9,982",0,"-9,982",-33%,,,"23,369","19,742","20,485","17,642","18,155","18,630","18,554","17,509","14,678","15,638","14,885","9,982",0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,R81238,R81238
R81237,FT,"16,075","11,898","11,595","12,668","14,755","13,085","12,518","12,739","13,670","12,588","11,358","10,447","12,247","1,800",-8%,,,"16,075","11,898","11,595","12,668","14,755","13,085","12,518","12,739","13,670","12,588","11,358","10,447","12,247",,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,"Cancelled services on 5/31/2024, unsatisfied with the services",R81239,R81239
R81238,FT,"7,376","8,068","6,572","6,884","4,821","5,814","5,634","8,473","8,253","7,620","7,299","7,757","7,350",-407,6%,,,"7,376","8,068","6,572","6,884","4,821","5,814","5,634","7,038","6,622","6,480","6,318","6,816","6,769",,0,0,0,0,0,0,0,923,"1,149",876,654,596,497,,0,0,0,0,0,0,0,512,482,264,327,345,84,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,R81251,R81251
R81239,FT,653,"24,033","25,263","22,088","20,145","19,950","14,936","15,951","23,811","15,014",0,0,0,0,,,,0,"24,033","25,263","22,088","20,145","19,950","14,936","14,102","21,466","13,564",0,0,0,,0,0,0,0,0,0,0,"1,151","1,705","1,146",0,0,0,,0,0,0,0,0,0,0,698,640,304,0,0,0,,653,0,0,0,0,0,0,0,0,0,0,0,0,,CL wanted to cancel but CSM worked to transfer into PT since December,,June was back to FT but have vacation since 6/24/2024 ,R81252,R81252
R81251,FT,"14,193","12,801","10,988","11,236","13,253","12,520","11,088","11,383","9,903","11,656","12,659","11,989","12,384",395,-5%,,,"14,193","12,801","10,988","11,236","13,253","12,520","11,088","11,383","9,756","11,107","12,031","11,541","11,979",,0,0,0,0,0,0,0,0,0,424,456,353,383,,0,0,0,0,0,0,0,0,147,125,172,95,22,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,R81255,R81255
R81252,PT,"11,485","9,864","9,574","9,103","11,842","11,592","10,079","7,157","3,754","4,611","1,200","1,200","10,834","9,634",0%,,,"11,485","9,864","9,574","9,103","11,842","11,592","10,079","7,157","3,754","4,611","1,200","1,200","10,834",,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,R81256,R81256
R81255,FT,"17,404","15,222","15,331","15,111","14,068",0,0,"7,020","20,290","13,319","17,488","13,337","14,858","1,521",-24%,,,"17,404","15,222","15,331","15,111","14,068",0,0,"7,020","20,290","12,276","16,366","12,596","13,900",,0,0,0,0,0,0,0,0,0,806,779,508,902,,0,0,0,0,0,0,0,0,0,237,343,233,56,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,R81257,R81257
R81256,FT,"23,975","19,410","23,167","20,080","16,046","18,188","17,132","20,217","20,860","16,331","20,764","18,741","18,284",-457,-10%,,,"23,975","19,410","23,167","20,080","16,046","18,068","17,132","20,217","20,860","16,331","20,764","18,741","18,284",,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,120,0,0,0,0,0,0,0,,,,,R81259,R81259
R81257,FT,"14,492","13,777","11,495","10,852","11,516","9,699","7,162","9,651","16,382","8,252","9,393","8,456","9,709","1,253",-10%,,,"14,492","13,777","11,495","10,852","11,516","9,699","7,162","9,651","16,382","8,252","9,393","8,456","9,709",,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,R81261,R81261
R81259,FT,"10,486","8,768","8,571","10,402","9,357","8,905","9,238","20,683","17,646","16,913","18,509","16,859","14,935","-1,924",-9%,,,"10,486","8,768","8,571","10,402","9,357","8,905","9,238","20,683","17,646","16,913","18,509","16,859","14,935",,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,Restaurant shut down on Oct,,,R81262,R81262
