UID,Sum of ARR,Sum of Total,Sum of Take Rate,,ID,Base & Other Fees,Rental,Voice ARR,,ID,WP ARR,,ID,DE ARR
R81663,"8,111","116,034",6.99%,,R81525,0,0,"22,479",,R83762,66,,R87017,322
R81665,"35,786","416,600",8.59%,,R81526,0,0,"37,347",,R83772,"2,623",,R87021,1167
R81666,"7,324","104,784",6.99%,,R81527,0,0,0,,R83775,"5,711",,R87026,8
R81668,"44,013","579,877",7.59%,,R81528,0,0,0,,R83787,13,,R87027,766
R81669,"9,799","129,102",7.59%,,R81529,0,0,0,,R83803,"1,824",,R87062,305
R81671,"1,141","16,326",6.99%,,R81531,0,0,"14,591",,R83808,"10,037",,R87077,38
R81672,"30,290","352,622",8.59%,,R81532,0,0,"24,324",,R83835,"2,302",,R88119,2212
R81673,"15,203","185,629",8.19%,,R81533,200,0,"10,724",,R83869,"3,223",,R88192,390
R81676,"11,911","170,395",6.99%,,R81535,10,0,"25,190",,R83871,210,,R88202,198
R81677,"29,936","394,409",7.59%,,R81536,0,0,"23,681",,R83873,"1,783",,R88206,71
R81678,"22,659","298,533",7.59%,,R81537,0,0,"29,156",,R83882,"1,258",,R88251,124
R81679,"8,340","119,313",6.99%,,R81538,0,0,0,,R83906,458,,R88283,152
R81681,"11,351","162,383",6.99%,,R81539,0,0,0,,R83927,105,,R88291,347
R81682,"14,005","200,364",6.99%,,R81551,0,0,"29,926",,R83932,423,,R88318,692
R81683,"8,716","124,687",6.99%,,R81552,0,0,"28,707",,R83935,602,,R88333,91
R81685,"29,139","416,864",6.99%,,R81555,0,0,"33,451",,R83951,"1,576",,R88351,161
R81687,"22,776","300,077",7.59%,,R81556,200,0,"15,295",,R83959,"2,186",,R88353,298
R81689,"33,560","442,155",7.59%,,R81557,200,0,"18,564",,R83963,"5,248",,R88379,331
R81692,0,0,8.00%,,R81558,0,0,"10,792",,R83967,"2,073",,R88395,381
R81693,0,0,7.99%,,R81559,0,0,"17,254",,R83995,503,,R88399,101
R81695,"53,939","771,664",6.99%,,R81561,0,0,"24,052",,R85009,736,,R88507,1061
R81696,"23,684","338,834",6.99%,,R81562,0,0,"42,463",,R85013,869,,R88528,626
R81697,"36,179","517,579",6.99%,,R81563,0,0,0,,R85017,"2,683",,R88596,423
R81698,"8,753","125,218",6.99%,,R81565,0,0,0,,R85026,"2,004",,R88617,69
R81699,0,0,8.19%,,R81566,10,0,"14,497",,R85028,"1,510",,R88721,389
R81701,0,0,6.79%,,R81567,200,0,"10,963",,R85066,617,,R88728,557
R81702,"31,009","388,093",7.99%,,R81568,0,0,"10,269",,R85078,418,,R88772,325
R81703,"23,052","303,715",7.59%,,R81569,10,0,"26,681",,R85085,347,,R88773,92
R81705,"11,893","170,143",6.99%,,R81571,0,0,0,,R85093,"3,495",,R88799,1082
R81706,"23,483","335,949",6.99%,,R81572,0,0,0,,R85097,687,,R88801,634
R81707,"54,138","713,285",7.59%,,R81573,0,0,"19,399",,R85122,"5,614",,R88882,431
R81708,"12,739","159,234",8.00%,,R81575,0,0,"39,973",,R85153,"5,210",,R88885,87
R81709,"27,387","391,802",6.99%,,R81576,0,0,0,,R85155,"1,382",,R88893,1338
R81711,"10,081","144,225",6.99%,,R81577,0,0,0,,R85168,600,,R88903,907
R81712,"15,751","225,342",6.99%,,R81578,0,0,"9,375",,R85169,"1,299",,R88939,260
R81713,"45,733","532,393",8.59%,,R81579,0,0,"12,158",,R85172,"2,695",,R88956,1082
R81715,"25,123","359,415",6.99%,,R81581,210,0,"23,153",,R85182,646,,R88967,1161
R81716,"9,802","127,465",7.69%,,R81582,0,0,0,,R85189,95,,R88969,1224
R81717,"39,762","523,878",7.59%,,R81583,0,0,"13,618",,R85198,"3,733",,R88998,98
R81718,"18,263","261,275",6.99%,,R81585,0,0,"25,230",,R85199,"2,427",,Grand Total,"106,192"
R81719,"11,865","169,736",6.99%,,R81586,0,0,"17,173",,R85201,"2,963",,,
R81721,"23,459","335,615",6.99%,,R81587,0,0,"20,816",,R85207,636,,,
R81722,"49,282","616,790",7.99%,,R81588,0,0,"7,155",,R85212,"2,662",,,
R81726,"14,607","192,448",7.59%,,R81589,0,0,"40,549",,R85252,"1,264",,,
R81727,"13,137","187,939",6.99%,,R81591,200,0,"14,060",,R85263,455,,,
R81728,"28,514","356,877",7.99%,,R81592,0,0,"25,870",,R85268,"1,654",,,
R81732,"8,527","121,992",6.99%,,R81593,0,0,"56,823",,R85275,743,,,
R81733,"23,004","303,089",7.59%,,R81596,10,0,"13,640",,R85302,"2,457",,,
R81735,"14,064","201,209",6.99%,,R81597,10,0,"30,888",,R85371,"1,497",,,
R81736,"18,352","262,553",6.99%,,R81598,10,0,"34,538",,R85387,"1,783",,,
R81737,"17,346","248,159",6.99%,,R81599,0,0,"35,359",,R85391,"2,457",,,
R81738,0,0,8.25%,,R81601,0,0,"47,346",,R85519,"2,668",,,
R81739,"20,502","242,627",8.45%,,R81602,0,0,0,,R85538,"1,665",,,
R81751,"32,630","466,809",6.99%,,R81603,0,0,0,,R85553,"2,824",,,
R81753,"44,359","584,440",7.59%,,R81605,0,0,"27,554",,R85557,"3,892",,,
R81755,"18,016","257,737",6.99%,,R81606,0,0,"28,019",,R85558,334,,,
R81756,"22,028","262,555",8.39%,,R81607,0,0,0,,R85562,34,,,
R81757,"13,617","170,217",8.00%,,R81608,0,0,0,,R85566,"4,253",,,
R81758,"33,800","483,553",6.99%,,R81611,0,0,"17,450",,R85572,14,,,
R81759,"16,318","214,997",7.59%,,R81612,200,0,"18,394",,R85576,704,,,
R81761,"17,348","248,177",6.99%,,R81615,10,0,"32,218",,R85589,"1,546",,,
R81762,"1,966","23,836",8.25%,,R81616,0,0,"16,259",,R85592,393,,,
R81767,"31,428","374,585",8.39%,,R81617,0,0,"23,930",,R85595,226,,,
R81768,"18,377","234,108",7.85%,,R81618,0,0,0,,R85605,514,,,
R81769,0,0,7.59%,,R81619,0,0,0,,R85609,91,,,
R81771,"30,177","431,715",6.99%,,R81621,0,0,"25,107",,R85628,"7,628",,,
R81772,0,0,8.59%,,R81622,0,0,"21,180",,R85629,"3,801",,,
R81775,"22,612","323,486",6.99%,,R81623,0,0,"25,330",,R85657,"6,078",,,
R81776,"3,672","46,776",7.85%,,R81625,0,0,"14,947",,R85658,616,,,
R81777,"9,881","141,365",6.99%,,R81626,10,0,"9,926",,R85668,367,,,
R81778,"15,415","220,525",6.99%,,R81627,10,0,"21,812",,R85678,"1,678",,,
R81779,"35,204","429,838",8.19%,,R81628,210,0,"2,520",,R85698,"7,028",,,
R81781,"24,779","354,496",6.99%,,R81629,10,0,"23,394",,R85708,"2,957",,,
R81783,"47,464","679,030",6.99%,,R81631,200,0,"2,400",,R85713,"1,234",,,
R81786,"69,975","814,612",8.59%,,R81632,0,0,"2,822",,R85723,824,,,
R81787,"39,422","563,983",6.99%,,R81633,0,0,"25,509",,R85725,"6,667",,,
R81791,"22,750","325,467",6.99%,,R81635,200,0,"27,290",,R85737,"2,832",,,
R81793,"14,457","206,829",6.99%,,R81636,0,0,"44,804",,R85738,"2,065",,,
R81795,"26,126","304,144",8.59%,,R81637,0,0,0,,R85775,402,,,
R81796,"29,860","427,183",6.99%,,R81638,10,0,"31,668",,R85785,136,,,
R81798,"10,931","136,640",8.00%,,R81639,10,0,"12,055",,R85786,"1,733",,,
R81801,"12,043","172,286",6.99%,,R81651,0,0,"31,823",,R85798,"1,749",,,
R81802,"5,093","72,856",6.99%,,R81652,0,0,"15,366",,R85817,99,,,
R81803,"33,282","396,684",8.39%,,R81653,0,0,0,,R85823,"2,175",,,
R81805,"24,161","318,331",7.59%,,R81655,10,0,"58,374",,R85856,609,,,
R81806,"4,129","59,065",6.99%,,R81656,0,0,"25,675",,R85896,"2,413",,,
R81807,"13,942","199,452",6.99%,,R81657,0,0,"12,047",,R85931,"1,386",,,
R81808,"29,596","423,409",6.99%,,R81658,200,0,"11,885",,R85962,32,,,
R81809,"8,017","96,705",8.29%,,R81659,10,0,"26,830",,R85965,534,,,
R81811,"11,816","181,778",6.50%,,R81661,0,0,0,,R85976,504,,,
R81812,"20,135","288,059",6.99%,,R81662,0,0,"20,781",,R85979,"4,365",,,
R81813,"11,421","142,945",7.99%,,R81663,200,0,"10,511",,R86032,184,,,
R81815,"7,577","87,597",8.65%,,R81665,0,0,"35,786",,R86087,"2,946",,,
R81816,"18,457","264,042",6.99%,,R81666,0,0,"7,324",,R86098,740,,,
R81817,"9,314","133,249",6.99%,,R81667,0,0,0,,R86131,"3,256",,,
R81819,"12,104","173,164",6.99%,,R81668,10,0,"44,133",,R86137,"3,501",,,
R81821,"20,455","292,627",6.99%,,R81669,200,0,"12,199",,R86158,"4,476",,,
R81822,"9,421","117,910",7.99%,,R81671,10,0,"1,261",,R86175,"2,288",,,
R81823,"24,011","343,510",6.99%,,R81672,0,0,"30,290",,R86179,420,,,
R81825,"22,181","292,238",7.59%,,R81673,0,0,"15,203",,R86181,514,,,
R81826,"15,837","226,563",6.99%,,R81675,0,0,0,,R86189,"2,235",,,
R81827,"38,819","555,351",6.99%,,R81676,200,0,"14,311",,R86205,897,,,
R81828,"18,724","267,874",6.99%,,R81677,0,0,"29,936",,R86208,189,,,
R81829,"6,468","92,526",6.99%,,R81678,0,0,"22,659",,R86212,"1,502",,,
R81832,"12,426","144,662",8.59%,,R81679,0,0,"8,340",,R86228,"1,129",,,
R81833,"7,019","100,411",6.99%,,R81681,200,0,"13,751",,R86268,761,,,
R81835,"18,194","239,711",7.59%,,R81682,0,0,"14,005",,R86279,"5,804",,,
R81836,"17,323","247,832",6.99%,,R81683,0,0,"8,716",,R86287,824,,,
R81837,"28,579","332,700",8.59%,,R81685,0,0,"29,139",,R86291,"1,212",,,
R81839,"8,192","117,197",6.99%,,R81686,0,0,0,,R86298,"1,171",,,
R81852,"14,953","213,918",6.99%,,R81687,0,0,"22,776",,R86301,81,,,
R81853,"7,699","110,141",6.99%,,R81688,0,0,0,,R86316,"6,731",,,
R81856,"17,887","255,900",6.99%,,R81689,0,0,"33,560",,R86328,438,,,
R81858,"17,109","244,768",6.99%,,R81692,27.22,0,327,,R86332,18,,,
R81859,"17,601","251,808",6.99%,,R81693,54.44,0,653,,R86352,"2,171",,,
R81861,"12,391","177,270",6.99%,,R81695,0,0,"53,939",,R86353,748,,,
R81863,"11,321","161,958",6.99%,,R81696,0,0,"23,684",,R86376,762,,,
R81865,"9,509","118,868",8.00%,,R81697,0,0,"36,179",,R86377,"1,155",,,
R81866,"23,575","280,992",8.39%,,R81698,200,0,"11,153",,R86387,17,,,
R81867,"21,852","260,448",8.39%,,R81699,0,0,0,,R86399,230,,,
R81868,"13,803","197,462",6.99%,,R81701,0,0,0,,R86502,"3,392",,,
R81871,0,0,8.39%,,R81702,0,0,"31,009",,R86508,183,,,
R81872,"14,171","202,739",6.99%,,R81703,10,0,"23,172",,R86511,27,,,
R81873,"42,147","602,955",6.99%,,R81705,0,0,"11,893",,R86553,"1,274",,,
R81875,"28,842","352,162",8.19%,,R81706,10,0,"23,603",,R86558,352,,,
R81876,"8,392","120,060",6.99%,,R81707,0,0,"54,138",,R86563,"1,055",,,
R81877,"5,447","68,173",7.99%,,R81708,0,0,"12,739",,R86568,364,,,
R81878,"20,590","294,559",6.99%,,R81709,200,0,"29,787",,R86569,"1,146",,,
R81881,"12,457","178,215",6.99%,,R81711,10,0,"10,201",,R86579,"2,245",,,
R81885,"28,182","403,174",6.99%,,R81712,200,0,"18,151",,R86585,267,,,
R81887,"22,620","323,610",6.99%,,R81713,0,0,"45,733",,R86588,309,,,
R81888,"81,024","943,235",8.59%,,R81715,0,0,"25,123",,R86592,156,,,
R81889,"24,519","314,744",7.79%,,R81716,0,0,"9,802",,R86595,"3,651",,,
R81891,"33,974","486,036",6.99%,,R81717,200,0,"42,162",,R86616,11,,,
R81892,"23,780","377,457",6.30%,,R81718,10,0,"18,383",,R86636,"6,197",,,
R81893,0,0,6.99%,,R81719,0,0,"11,865",,R86638,"1,434",,,
R81895,"8,386","119,975",6.99%,,R81721,0,0,"23,459",,R86662,242,,,
R81896,"10,386","129,822",8.00%,,R81722,10,0,"49,402",,R86665,31,,,
R81897,"8,363","119,638",6.99%,,R81723,0,0,0,,R86668,88,,,
R81898,"16,565","236,988",6.99%,,R81726,10,0,"14,727",,R86682,396,,,
R81899,"8,881","103,389",8.59%,,R81727,0,0,"13,137",,R86687,198,,,
R81902,"5,257","65,717",8.00%,,R81728,0,0,"28,514",,R86696,311,,,
R81903,"45,681","601,852",7.59%,,R81731,0,0,0,,R86698,449,,,
R81905,"6,904","98,769",6.99%,,R81732,0,0,"8,527",,R86716,954,,,
R81907,0,0,8.39%,,R81733,0,0,"23,004",,R86721,40,,,
R81908,"13,612","170,148",8.00%,,R81735,200,0,"16,464",,R86728,117,,,
R81909,"27,159","339,915",7.99%,,R81736,0,0,"18,352",,R86731,29,,,
R81912,"12,891","184,427",6.99%,,R81737,0,0,"17,346",,R86751,"2,902",,,
R81915,"22,926","286,931",7.99%,,R81738,0,0,0,,R86761,903,,,
R81916,"61,953","886,307",6.99%,,R81739,0,0,"20,502",,R86763,"2,338",,,
R81918,"10,281","147,083",6.99%,,R81751,0,0,"32,630",,R86765,"2,013",,,
R81919,"13,208","188,960",6.99%,,R81752,0,0,0,,R86771,750,,,
R81922,"13,183","188,604",6.99%,,R81753,200,0,"46,759",,R86777,466,,,
R81923,"11,129","159,208",6.99%,,R81755,0,0,"18,016",,R86787,"1,133",,,
R81925,"21,867","312,828",6.99%,,R81756,0,0,"22,028",,R86791,111,,,
R81928,"44,567","544,165",8.19%,,R81757,0,0,"13,617",,R86797,25,,,
R81929,"15,346","192,064",7.99%,,R81758,10,0,"33,920",,R86798,245,,,
R81932,0,0,7.59%,,R81759,0,0,"16,318",,R86821,203,,,
R81933,"17,486","250,153",6.99%,,R81761,0,0,"17,348",,R86822,"1,146",,,
R81935,"10,755","138,057",7.79%,,R81762,200,0,"4,366",,R86825,42,,,
R81936,"26,770","335,044",7.99%,,R81763,0,0,0,,R86832,854,,,
R81937,"29,585","344,407",8.59%,,R81765,0,0,0,,R86838,"1,963",,,
R81938,"15,476","221,404",6.99%,,R81766,0,0,0,,R86859,107,,,
R81939,"13,535","193,638",6.99%,,R81767,0,0,"31,428",,R86861,"3,603",,,
R81951,"32,300","384,982",8.39%,,R81768,0,0,"18,377",,R86868,276,,,
R81953,"41,343","591,465",6.99%,,R81769,0,0,0,,R86877,"2,483",,,
R81955,"21,073","301,469",6.99%,,R81771,0,0,"30,177",,R86883,603,,,
R81956,"18,758","268,350",6.99%,,R81772,0,0,0,,R86891,374,,,
R81957,"5,026","71,898",6.99%,,R81773,0,0,0,,R86892,453,,,
R81958,"11,848","169,496",6.99%,,R81775,0,0,"22,612",,R86895,89,,,
R81959,"36,454","434,494",8.39%,,R81776,200,0,"6,072",,R86902,193,,,
R81961,"25,568","365,781",6.99%,,R81777,0,0,"9,881",,R86905,71,,,
R81962,"49,573","653,130",7.59%,,R81778,0,0,"15,415",,R86915,"2,355",,,
R81963,"33,302","427,503",7.79%,,R81779,200,0,"37,604",,R86916,439,,,
R81965,"18,965","249,871",7.59%,,R81781,200,0,"27,179",,R86928,591,,,
R81967,"25,697","367,621",6.99%,,R81782,0,0,0,,R86933,496,,,
R81968,"6,458","92,385",6.99%,,R81783,0,0,"47,464",,R86938,108,,,
R81969,"2,783","39,807",6.99%,,R81785,0,0,0,,R86939,"1,273",,,
R81971,"8,339","104,372",7.99%,,R81786,0,0,"69,975",,R86951,"1,385",,,
R81972,0,0,7.69%,,R81787,0,0,"39,422",,R86953,"4,373",,,
R81975,"19,463","223,969",8.69%,,R81788,0,0,0,,R86963,86,,,
R81976,"11,181","139,936",7.99%,,R81789,0,0,0,,R86966,354,,,
R81977,"33,080","473,250",6.99%,,R81791,0,0,"22,750",,R86967,23,,,
R81978,"6,089","87,107",6.99%,,R81793,0,0,"14,457",,R86971,18,,,
R81979,"45,499","555,538",8.19%,,R81795,10,0,"26,246",,R86979,60,,,
R81981,"34,811","425,040",8.19%,,R81796,0,0,"29,860",,R86989,"1,784",,,
R81983,"28,812","343,411",8.39%,,R81797,0,0,0,,R86991,694,,,
R81987,0,0,8.00%,,R81798,0,0,"10,931",,R86993,"2,253",,,
R81988,"23,550","277,382",8.49%,,R81799,0,0,0,,R87001,261,,,
R81991,"10,965","156,865",6.99%,,R81801,0,0,"12,043",,R87012,729,,,
R81993,"30,962","360,440",8.59%,,R81802,200,0,"7,493",,R87013,961,,,
R81995,"10,117","144,738",6.99%,,R81803,0,0,"33,282",,R87016,14,,,
R81996,"8,573","99,798",8.59%,,R81805,0,0,"24,161",,R87017,"1,039",,,
R81997,"8,780","125,605",6.99%,,R81806,200,0,"6,529",,R87021,"2,425",,,
R81999,0,0,7.79%,,R81807,10,0,"14,062",,R87027,"1,697",,,
R82001,"3,701","48,377",7.65%,,R81808,0,0,"29,596",,R87061,155,,,
R82002,"9,737","118,893",8.19%,,R81809,0,0,"8,017",,R87062,871,,,
R82003,"8,885","127,116",6.99%,,R81811,0,0,"11,816",,R87077,68,,,
R82005,"14,084","201,488",6.99%,,R81812,0,0,"20,135",,R88112,"3,138",,,
R82007,"51,175","624,842",8.19%,,R81813,0,0,"11,421",,R88118,"1,538",,,
R82008,0,0,6.99%,,R81815,0,0,"7,577",,R88119,"4,184",,,
R82009,"14,049","175,838",7.99%,,R81816,0,0,"18,457",,R88132,"7,324",,,
R82011,"8,471","121,192",6.99%,,R81817,0,0,"9,314",,R88135,"6,222",,,
R82013,"13,919","199,131",6.99%,,R81819,0,0,"12,104",,R88138,"5,855",,,
R82015,"11,463","143,281",8.00%,,R81821,0,0,"20,455",,R88153,"4,640",,,
R82016,"16,204","208,009",7.79%,,R81822,200,0,"11,821",,R88155,"2,036",,,
R82018,"29,410","420,740",6.99%,,R81823,0,0,"24,011",,R88157,695,,,
R82019,"20,860","298,427",6.99%,,R81825,200,0,"24,581",,R88158,"2,134",,,
R82021,0,0,6.99%,,R81826,0,0,"15,837",,R88181,"3,322",,,
R82022,"7,959","99,482",8.00%,,R81827,200,0,"41,219",,R88182,"6,641",,,
R82023,"7,769","111,143",6.99%,,R81828,0,0,"18,724",,R88192,"2,606",,,
R82025,"16,624","237,827",6.99%,,R81829,0,0,"6,468",,R88202,948,,,
R82026,"17,542","250,960",6.99%,,R81832,200,0,"14,826",,R88213,"3,894",,,
R82028,"14,467","176,639",8.19%,,R81833,0,0,"7,019",,R88226,"1,933",,,
R82029,"6,437","78,601",8.19%,,R81835,0,0,"18,194",,R88231,566,,,
R82031,"8,346","107,140",7.79%,,R81836,0,0,"17,323",,R88235,"8,145",,,
R82032,"13,888","198,682",6.99%,,R81837,0,0,"28,579",,R88251,436,,,
R82033,"2,598","33,356",7.79%,,R81838,0,0,0,,R88257,"4,254",,,
R82035,"28,720","410,878",6.99%,,R81839,200,0,"10,592",,R88267,"2,016",,,
R82036,"23,413","334,943",6.99%,,R81851,0,0,0,,R88279,70,,,
R82051,"10,767","134,584",8.00%,,R81852,0,0,"14,953",,R88282,793,,,
R82053,"27,063","347,411",7.79%,,R81853,0,0,"7,699",,R88293,"2,432",,,
R82055,"3,644","52,133",6.99%,,R81855,0,0,0,,R88299,"7,913",,,
R82056,"28,299","337,294",8.39%,,R81856,0,0,"17,887",,R88302,"4,126",,,
R82059,"10,290","122,645",8.39%,,R81857,0,0,0,,R88311,"3,673",,,
R82061,"20,284","290,180",6.99%,,R81858,0,0,"17,109",,R88317,"1,559",,,
R82063,"33,642","400,982",8.39%,,R81859,0,0,"17,601",,R88318,"1,036",,,
R82065,0,0,6.99%,,R81861,10,0,"12,511",,R88321,"5,459",,,
R82066,"20,179","246,383",8.19%,,R81862,0,0,0,,R88329,"7,243",,,
R82068,"7,068","101,122",6.99%,,R81863,0,0,"11,321",,R88333,489,,,
R82069,0,0,7.59%,,R81865,0,0,"9,509",,R88339,"4,580",,,
R82072,"21,346","305,383",6.99%,,R81866,0,0,"23,575",,R88351,581,,,
R82073,"11,093","142,404",7.79%,,R81867,150,0,"23,652",,R88353,827,,,
R82076,"22,277","272,003",8.19%,,R81868,0,0,"13,803",,R88355,"7,928",,,
R82078,"18,922","231,037",8.19%,,R81869,0,0,0,,R88358,"1,184",,,
R82079,"5,628","68,715",8.19%,,R81871,200,0,"2,400",,R88362,"8,481",,,
R82081,"29,463","368,747",7.99%,,R81872,0,0,"14,171",,R88379,"8,436",,,
R82082,"18,347","235,525",7.79%,,R81873,0,0,"42,147",,R88385,"2,483",,,
R82083,"18,842","269,559",6.99%,,R81875,0,0,"28,842",,R88388,"2,754",,,
R82086,"40,736","485,533",8.39%,,R81876,0,0,"8,392",,R88391,"6,439",,,
R82088,"30,728","357,718",8.59%,,R81877,200,7.61,"7,847",,R88395,"1,384",,,
R82089,"30,238","432,583",6.99%,,R81878,200,0,"22,990",,R88398,"2,947",,,
R82091,0,0,7.79%,,R81879,0,0,0,,R88399,448,,,
R82092,"27,144","388,326",6.99%,,R81881,0,0,"12,457",,R88502,"2,595",,,
R82093,"18,875","270,032",6.99%,,R81882,0,0,0,,R88505,"5,176",,,
R82095,"15,274","201,233",7.59%,,R81883,0,0,0,,R88507,"5,481",,,
R82096,"25,857","369,920",6.99%,,R81885,10,0,"28,302",,R88513,"2,020",,,
R82097,"7,252","103,754",6.99%,,R81886,0,0,0,,R88518,"5,423",,,
R82098,"37,554","537,257",6.99%,,R81887,0,0,"22,620",,R88523,"5,801",,,
R82099,"21,628","309,417",6.99%,,R81888,0,0,"81,024",,R88527,"5,062",,,
R82101,"12,601","153,852",8.19%,,R81889,0,0,"24,519",,R88528,"8,154",,,
R82105,"23,959","292,535",8.19%,,R81891,200,0,"36,374",,R88529,239,,,
R82109,"41,241","516,153",7.99%,,R81892,0,0,"23,780",,R88533,"15,780",,,
R82201,"16,344","233,824",6.99%,,R81893,0,0,0,,R88559,"4,777",,,
R82203,"11,971","171,256",6.99%,,R81895,200,0,"10,786",,R88562,"2,984",,,
R82205,"2,294","27,341",8.39%,,R81896,0,0,"10,386",,R88596,"1,533",,,
R82206,0,0,8.00%,,R81897,0,0,"8,363",,R88605,"4,946",,,
R82207,0,0,6.99%,,R81898,0,0,"16,565",,R88607,"7,086",,,
R82209,"47,828","570,056",8.39%,,R81899,200,0,"11,281",,R88613,"4,851",,,
R82301,"14,735","210,797",6.99%,,R81901,0,0,0,,R88617,204,,,
R82302,"11,836","169,325",6.99%,,R81902,10,0,"5,377",,R88627,"2,258",,,
R82303,"29,404","420,664",6.99%,,R81903,0,0,"45,681",,R88632,"2,007",,,
R82305,"12,366","176,908",6.99%,,R81905,0,0,"6,904",,R88652,"9,539",,,
R82306,"42,354","517,144",8.19%,,R81906,0,0,0,,R88656,"7,508",,,
R82308,0,0,7.79%,,R81907,200,0,"2,400",,R88657,"3,644",,,
R82309,"11,361","162,533",6.99%,,R81908,0,0,"13,612",,R88662,"9,583",,,
R82311,"6,145","87,907",6.99%,,R81909,0,0,"27,159",,R88671,"1,433",,,
R82313,"27,246","389,791",6.99%,,R81912,10,0,"13,011",,R88672,"2,148",,,
R82315,"20,782","263,403",7.89%,,R81913,0,0,0,,R88679,"2,408",,,
R82318,"7,935","99,185",8.00%,,R81915,0,0,"22,926",,R88681,"2,350",,,
R82321,0,0,6.99%,,R81916,0,0,"61,953",,R88682,"4,557",,,
R82322,"8,127","116,261",6.99%,,R81917,0,0,0,,R88685,"7,932",,,
R82325,0,0,6.99%,,R81918,0,0,"10,281",,R88699,"6,833",,,
R82327,0,0,6.50%,,R81919,0,0,"13,208",,R88702,"7,399",,,
R82329,"39,819","486,187",8.19%,,R81921,0,0,0,,R88721,"1,068",,,
R82331,"2,093","29,946",6.99%,,R81922,200,0,"15,583",,R88728,"2,270",,,
R82332,0,0,6.99%,,R81923,0,0,"11,129",,R88729,"3,734",,,
R82335,"53,501","637,679",8.39%,,R81925,0,0,"21,867",,R88731,"9,346",,,
R82336,"20,902","268,325",7.79%,,R81926,0,0,0,,R88737,14,,,
R82337,"21,542","269,614",7.99%,,R81927,0,0,0,,R88751,"2,826",,,
R82338,"1,547","18,886",8.19%,,R81928,0,0,"44,567",,R88753,"4,663",,,
R82339,"28,068","369,798",7.59%,,R81929,0,0,"15,346",,R88772,"1,202",,,
R82351,"15,784","225,802",6.99%,,R81931,0,0,0,,R88773,387,,,
R82352,"15,454","221,091",6.99%,,R81932,96.77,0,"1,161",,R88776,"3,519",,,
R82353,0,0,8.59%,,R81933,0,0,"17,486",,R88786,"2,604",,,
R82357,0,0,6.99%,,R81935,200,0,"13,155",,R88787,"3,295",,,
R82358,"17,875","223,722",7.99%,,R81936,0,0,"26,770",,R88791,"4,337",,,
R82361,"12,090","159,288",7.59%,,R81937,0,0,"29,585",,R88795,812,,,
R82362,"14,510","207,576",6.99%,,R81938,0,0,"15,476",,R88797,"4,179",,,
R82363,"15,326","201,927",7.59%,,R81939,0,0,"13,535",,R88798,"2,042",,,
R82365,"5,224","68,828",7.59%,,R81951,10,0,"32,420",,R88801,"1,298",,,
R82366,"23,735","289,804",8.19%,,R81952,0,0,0,,R88803,"5,010",,,
R82367,0,0,7.99%,,R81953,200,0,"43,743",,R88805,"7,854",,,
R82368,"13,410","172,147",7.79%,,R81955,0,0,"21,073",,R88812,691,,,
R82369,"15,067","215,555",6.99%,,R81956,200,0,"21,158",,R88813,"6,327",,,
R82372,"13,408","176,657",7.59%,,R81957,0,0,"5,026",,R88817,"2,991",,,
R82373,"20,147","288,220",6.99%,,R81958,0,0,"11,848",,R88821,"4,538",,,
R82375,"11,754","168,161",6.99%,,R81959,0,0,"36,454",,R88823,"1,461",,,
R82376,"27,751","397,004",6.99%,,R81961,0,0,"25,568",,R88825,"3,930",,,
R82377,"12,897","184,503",6.99%,,R81962,0,0,"49,573",,R88826,"4,668",,,
R82378,"29,839","347,364",8.59%,,R81963,0,0,"33,302",,R88832,"5,910",,,
R82379,"39,031","465,210",8.39%,,R81965,0,0,"18,965",,R88833,"2,316",,,
R82381,"11,990","149,881",8.00%,,R81966,0,0,0,,R88851,"3,174",,,
R82382,"15,304","218,947",6.99%,,R81967,0,0,"25,697",,R88852,"6,477",,,
R82383,"14,139","202,276",6.99%,,R81968,0,0,"6,458",,R88856,907,,,
R82385,"17,262","246,954",6.99%,,R81969,0,0,"2,783",,R88857,"1,056",,,
R82387,"16,567","237,014",6.99%,,R81971,200,0,"10,739",,R88861,"4,394",,,
R82389,"5,906","77,812",7.59%,,R81972,0,0,0,,R88873,"3,692",,,
R82392,"11,960","157,577",7.59%,,R81973,0,0,0,,R88878,"5,941",,,
R82393,"10,558","139,109",7.59%,,R81975,200,0,"21,863",,R88879,"8,186",,,
R82395,"21,691","271,473",7.99%,,R81976,210,0,"13,701",,R88882,"6,368",,,
R82396,"2,486","35,564",6.99%,,R81977,0,0,"33,080",,R88885,333,,,
R82398,0,0,6.99%,,R81978,0,0,"6,089",,R88887,"9,916",,,
R82399,"35,819","512,431",6.99%,,R81979,0,0,"45,499",,R88893,"3,177",,,
R82501,"16,560","236,912",6.99%,,R81981,0,0,"34,811",,R88899,120,,,
R82502,"35,793","437,027",8.19%,,R81983,0,0,"28,812",,R88901,"4,716",,,
R82503,"14,333","205,046",6.99%,,R81985,0,0,0,,R88903,"2,213",,,
R82505,"14,402","206,041",6.99%,,R81986,0,0,0,,R88906,840,,,
R82506,"23,380","308,032",7.59%,,R81987,0,0,0,,R88912,"6,077",,,
R82507,"35,853","551,584",6.50%,,R81988,0,0,"23,550",,R88913,"4,786",,,
R82508,"12,647","158,088",8.00%,,R81989,0,0,0,,R88919,"12,413",,,
