UID,Sum of ARR,Sum of Total,Sum of Take Rate,,ID,Base & Other Fees,Rental,Voice ARR,,ID,WP ARR,,ID,DE ARR
R81659,"25,980","325,153",7.99%,,R81522,200,0,"19,612",,R83873,427,,R87027,"1,970"
R81662,"22,250","293,146",7.59%,,R81523,0,0,"44,604",,R83882,"1,350",,R87032,243
R81663,"8,004","114,504",6.99%,,R81525,0,0,"18,400",,R83906,427,,R87052,"1,305"
R81665,"33,978","395,552",8.59%,,R81526,0,0,"39,552",,R83927,19,,R87062,535
R81666,"7,498","107,266",6.99%,,R81527,0,0,0,,R83932,286,,R87067,67
R81668,"48,586","640,134",7.59%,,R81528,0,0,0,,R83935,112,,R87068,25
R81669,"7,892","103,973",7.59%,,R81529,0,0,0,,R83951,"1,211",,R87069,38
R81671,0,0,6.99%,,R81531,0,0,"14,678",,R83959,"2,036",,R87072,84
R81672,"34,796","405,075",8.59%,,R81532,0,0,"24,066",,R83963,"4,492",,R87077,125
R81673,"14,358","179,480",8.00%,,R81533,200,0,"13,164",,R83967,"2,535",,R87096,"1,353"
R81676,"11,809","168,934",6.99%,,R81535,10,0,"22,918",,R83995,574,,R87099,915
R81677,"31,186","410,886",7.59%,,R81536,0,0,"23,900",,R85009,"1,196",,R87111,178
R81678,"24,323","320,465",7.59%,,R81537,0,0,"34,589",,R85016,660,,R87115,6
R81679,"6,738","96,391",6.99%,,R81538,0,0,0,,R85017,"2,563",,R87117,72
R81681,"11,829","169,221",6.99%,,R81539,0,0,0,,R85019,361,,R87123,177
R81682,"23,311","333,493",6.99%,,R81551,0,0,"31,321",,R85021,508,,R87129,428
R81683,"8,090","115,743",6.99%,,R81552,0,0,"29,227",,R85026,"1,663",,R87131,42
R81685,"28,233","403,905",6.99%,,R81555,0,0,"32,665",,R85028,909,,R87133,255
R81687,"17,980","236,889",7.59%,,R81556,200,0,"12,709",,R85066,194,,R87136,35
R81689,"33,251","438,085",7.59%,,R81557,200,0,"4,724",,R85078,465,,R87137,661
R81692,0,0,8.00%,,R81558,0,0,"12,926",,R85085,109,,R87157,123
R81693,0,0,7.59%,,R81559,0,0,"16,628",,R85093,"3,011",,R87161,"2,026"
R81695,"49,856","713,248",6.99%,,R81561,0,0,"26,337",,R85097,"1,003",,R87165,405
R81696,"19,863","284,163",6.99%,,R81562,0,0,"37,629",,R85122,"5,239",,R87168,301
R81697,"37,904","542,258",6.99%,,R81563,0,0,0,,R85153,"3,976",,R87173,"2,386"
R81698,"6,995","100,065",6.99%,,R81565,0,0,"18,003",,R85155,"1,060",,R87175,110
R81699,0,0,8.19%,,R81566,10,0,"15,519",,R85168,700,,R87178,355
R81701,0,0,6.79%,,R81567,200,0,"10,579",,R85169,"1,005",,R87182,378
R81702,"14,366","179,578",8.00%,,R81568,15,0,"16,084",,R85172,"2,661",,R87188,25
R81703,"24,776","326,434",7.59%,,R81569,10,0,"25,934",,R85182,430,,R87189,44
R81705,"11,948","170,923",6.99%,,R81571,0,0,0,,R85189,202,,R87195,62
R81706,"22,198","317,566",6.99%,,R81572,0,0,0,,R85198,"3,861",,R87198,97
R81707,"58,217","767,021",7.59%,,R81573,0,0,"17,654",,R85199,"5,064",,R87206,635
R81708,"15,492","189,159",8.19%,,R81575,15,0,"39,462",,R85201,"2,940",,R87208,10
R81709,"26,529","379,534",6.99%,,R81576,0,0,0,,R85207,738,,R87209,604
R81711,"9,774","139,833",6.99%,,R81577,0,0,0,,R85212,"2,163",,R87213,330
R81712,"16,263","232,662",6.99%,,R81578,0,0,"10,440",,R85252,"1,229",,R87215,217
R81713,"44,536","518,460",8.59%,,R81579,0,0,"10,913",,R85263,453,,R87221,24
R81715,"26,325","376,604",6.99%,,R81581,210,0,"2,520",,R85268,"1,589",,R87222,49
R81716,"8,464","110,070",7.69%,,R81582,0,0,0,,R85275,622,,R87227,576
R81717,"35,062","461,944",7.59%,,R81583,0,0,"12,446",,R85286,753,,R87228,396
R81718,"18,700","267,519",6.99%,,R81585,0,0,"26,421",,R85302,"1,639",,R87255,33
R81719,"12,577","179,933",6.99%,,R81586,0,0,"18,833",,R85371,965,,R87263,70
R81721,"24,719","353,628",6.99%,,R81587,0,0,"20,180",,R85387,"1,685",,R87267,"1,419"
R81722,"54,854","686,528",7.99%,,R81588,0,0,"9,718",,R85391,"1,981",,R87275,154
R81726,"16,370","215,684",7.59%,,R81589,0,0,"37,797",,R85519,"3,276",,R87276,553
R81727,"13,020","186,260",6.99%,,R81591,200,0,"15,508",,R85538,"2,217",,R87278,68
R81728,"26,429","330,776",7.99%,,R81592,0,0,"23,009",,R85553,"2,139",,R87283,60
R81732,655,"9,369",6.99%,,R81593,0,0,"57,365",,R85557,"3,730",,R87299,41
R81733,"23,300","306,980",7.59%,,R81596,10,0,"10,946",,R85558,321,,R87301,29
R81735,"13,339","190,828",6.99%,,R81597,10,0,"28,968",,R85566,"3,869",,R87303,114
R81736,"20,264","289,899",6.99%,,R81598,10,0,"31,476",,R85572,8,,R87313,42
R81737,"18,364","262,718",6.99%,,R81599,0,0,"34,837",,R85576,960,,R87317,65
R81738,0,0,8.25%,,R81601,0,0,"49,089",,R85589,"1,502",,R87322,6
R81739,"19,533","231,155",8.45%,,R81602,0,0,0,,R85592,363,,R87337,16
R81751,"33,917","485,220",6.99%,,R81603,0,0,0,,R85605,273,,R87338,21
R81753,"41,760","550,199",7.59%,,R81605,0,0,"25,042",,R85609,55,,R87351,32
R81755,"18,432","263,687",6.99%,,R81606,15,0,"31,743",,R85628,"5,453",,R87352,19
R81756,"22,530","268,539",8.39%,,R81607,0,0,0,,R85629,"3,651",,R88119,"3,760"
R81757,"14,307","178,834",8.00%,,R81608,0,0,0,,R85658,"1,011",,R88192,933
R81758,"30,586","437,574",6.99%,,R81611,0,0,"20,748",,R85668,224,,R88202,361
R81759,"22,081","290,925",7.59%,,R81612,200,0,"11,938",,R85678,"1,501",,R88251,166
R81761,"19,475","278,607",6.99%,,R81615,10,0,"33,705",,R85698,"5,715",,R88283,312
R81762,0,0,8.25%,,R81616,0,0,"16,806",,R85708,"2,319",,R88291,476
R81767,"32,078","382,336",8.39%,,R81617,0,0,"23,571",,R85713,"1,248",,R88318,987
R81768,"20,199","257,309",7.85%,,R81618,0,0,0,,R85723,583,,R88333,209
R81769,0,0,7.59%,,R81619,0,0,0,,R85725,"5,626",,R88351,297
R81771,"32,515","465,167",6.99%,,R81621,0,0,"25,257",,R85737,"2,893",,R88353,518
R81772,0,0,8.59%,,R81622,0,0,"19,417",,R85738,"2,279",,R88379,463
R81775,"21,550","308,294",6.99%,,R81623,0,0,"26,328",,R85771,7,,R88395,303
R81776,"2,785","35,480",7.85%,,R81625,0,0,"12,399",,R85775,452,,R88399,115
R81777,"10,559","151,066",6.99%,,R81626,10,0,"17,391",,R85785,94,,R88507,"1,634"
R81778,"15,858","226,863",6.99%,,R81627,10,0,"21,878",,R85786,"1,045",,R88528,852
R81779,"36,126","441,099",8.19%,,R81628,210,0,"2,520",,R85798,"1,455",,R88596,951
R81781,"26,160","374,246",6.99%,,R81629,10,0,"24,086",,R85807,"1,839",,R88617,183
R81783,"48,340","691,555",6.99%,,R81631,200,0,"2,400",,R85823,"1,791",,R88721,450
R81786,"70,391","819,449",8.59%,,R81632,0,0,"2,111",,R85896,"5,978",,R88728,709
R81787,"41,814","598,200",6.99%,,R81633,0,0,"19,741",,R85929,"1,176",,R88772,611
R81791,"21,733","310,919",6.99%,,R81635,200,0,"29,260",,R85931,"1,422",,R88773,207
R81793,"15,835","226,538",6.99%,,R81636,0,0,"45,438",,R85962,17,,R88799,"1,390"
R81795,"28,660","333,649",8.59%,,R81637,0,0,0,,R85965,754,,R88882,638
R81796,"33,045","472,740",6.99%,,R81638,10,0,"31,536",,R85976,414,,R88885,143
R81798,"10,504","131,295",8.00%,,R81639,10,0,"12,036",,R85979,"2,813",,R88893,"1,730"
R81801,"10,964","156,853",6.99%,,R81651,0,0,"33,093",,R86087,"1,779",,R88903,"1,385"
R81802,"4,675","66,880",6.99%,,R81652,0,0,"14,343",,R86098,460,,R88927,"3,058"
R81803,"36,607","436,323",8.39%,,R81653,0,0,0,,R86131,"3,178",,R88939,359
R81805,"22,835","300,852",7.59%,,R81655,10,0,"56,541",,R86137,"3,194",,R88956,"1,384"
R81806,"4,747","67,910",6.99%,,R81656,0,0,"28,513",,R86158,"3,864",,R88965,"1,607"
R81807,"12,863","184,013",6.99%,,R81657,0,0,0,,R86168,"2,322",,R88967,"1,814"
R81808,"32,069","458,780",6.99%,,R81658,200,0,"11,095",,R86175,"1,859",,R88969,"1,715"
R81809,"16,140","194,690",8.29%,,R81659,10,0,"26,100",,R86178,44,,R88995,555
R81811,"13,695","210,696",6.50%,,R81661,0,0,0,,R86179,404,,R88998,208
R81812,"19,316","276,343",6.99%,,R81662,25,0,"22,555",,R86181,240,,Grand Total,"211,945"
R81813,"8,336","119,255",6.99%,,R81663,200,0,"10,404",,R86189,"2,091",,,
R81815,"7,540","87,173",8.65%,,R81665,0,0,"33,978",,R86205,540,,,
R81816,"16,348","233,879",6.99%,,R81666,0,0,"7,498",,R86212,944,,,
R81817,"10,043","143,672",6.99%,,R81667,0,0,0,,R86228,"1,101",,,
R81819,"9,340","133,624",6.99%,,R81668,10,0,"48,706",,R86268,623,,,
R81821,"23,364","334,242",6.99%,,R81669,200,0,"10,292",,R86279,"2,559",,,
R81822,"10,108","126,512",7.99%,,R81671,0,0,0,,R86287,"1,161",,,
R81823,"24,353","348,391",6.99%,,R81672,0,0,"34,796",,R86291,"2,417",,,
R81825,"23,966","315,757",7.59%,,R81673,0,0,"14,358",,R86298,824,,,
R81826,"17,378","248,609",6.99%,,R81675,0,0,0,,R86301,149,,,
R81827,0,0,6.99%,,R81676,200,0,"14,209",,R86316,"6,217",,,
R81828,"17,680","252,938",6.99%,,R81677,0,0,"31,186",,R86352,"1,626",,,
R81829,"6,265","89,625",6.99%,,R81678,0,0,"24,323",,R86353,"1,297",,,
R81832,0,0,8.59%,,R81679,0,0,"6,738",,R86376,551,,,
R81833,"7,833","112,062",6.99%,,R81681,200,0,"14,229",,R86377,"1,172",,,
R81835,"18,582","244,826",7.59%,,R81682,0,0,"23,311",,R86387,377,,,
R81836,"13,995","200,220",6.99%,,R81683,0,0,"8,090",,R86399,257,,,
R81837,"27,528","320,466",8.59%,,R81685,0,0,"28,233",,R86502,"3,399",,,
R81839,0,0,6.99%,,R81686,0,0,0,,R86508,326,,,
R81852,"15,177","217,123",6.99%,,R81687,0,0,"17,980",,R86528,"1,788",,,
R81853,"6,423","91,883",6.99%,,R81688,0,0,0,,R86553,957,,,
R81856,"20,998","300,406",6.99%,,R81689,0,0,"33,251",,R86558,401,,,
R81858,"16,221","232,064",6.99%,,R81692,27,0,327,,R86563,"1,202",,,
R81859,"17,635","252,295",6.99%,,R81693,50,0,600,,R86568,"1,100",,,
R81861,"13,880","198,570",6.99%,,R81695,0,0,"49,856",,R86569,"1,474",,,
R81863,"10,806","154,597",6.99%,,R81696,0,0,"19,863",,R86579,"1,860",,,
R81865,"9,573","119,664",8.00%,,R81697,0,0,"37,904",,R86585,183,,,
R81866,"23,621","281,543",8.39%,,R81698,200,0,"9,395",,R86588,233,,,
R81867,"20,756","247,392",8.39%,,R81699,0,0,0,,R86592,119,,,
R81868,0,0,6.99%,,R81701,0,0,0,,R86595,"2,157",,,
R81871,0,0,8.39%,,R81702,0,0,"14,366",,R86616,91,,,
R81872,"13,858","198,253",6.99%,,R81703,10,0,"24,896",,R86636,"6,395",,,
R81873,"37,887","542,023",6.99%,,R81705,0,0,"11,948",,R86638,"1,388",,,
R81875,"29,065","354,881",8.19%,,R81706,10,0,"22,318",,R86662,137,,,
R81876,"8,243","117,922",6.99%,,R81707,0,0,"58,217",,R86665,79,,,
R81877,422,"5,286",7.99%,,R81708,0,0,"15,492",,R86682,199,,,
R81878,"15,233","217,923",6.99%,,R81709,200,0,"28,929",,R86687,133,,,
R81881,"7,367","105,395",6.99%,,R81711,10,0,"9,894",,R86696,132,,,
R81885,"28,942","414,055",6.99%,,R81712,200,0,"18,663",,R86697,183,,,
R81887,"22,452","321,197",6.99%,,R81713,0,0,"44,536",,R86698,247,,,
R81888,"85,592","996,417",8.59%,,R81715,0,0,"26,325",,R86716,188,,,
R81889,"21,598","277,250",7.79%,,R81716,0,0,"8,464",,R86721,64,,,
R81891,"33,500","479,258",6.99%,,R81717,200,0,"37,462",,R86728,319,,,
R81892,"14,296","226,913",6.30%,,R81718,10,0,"18,820",,R86739,"4,108",,,
R81893,0,0,6.99%,,R81719,0,0,"12,577",,R86751,"3,068",,,
R81895,"9,893","141,529",6.99%,,R81721,0,0,"24,719",,R86761,784,,,
R81896,"10,960","137,006",8.00%,,R81722,10,0,"54,974",,R86763,"1,767",,,
R81897,"9,046","129,409",6.99%,,R81723,0,0,0,,R86771,792,,,
R81898,"17,975","257,159",6.99%,,R81726,10,0,"16,490",,R86777,633,,,
R81899,"23,651","275,335",8.59%,,R81727,0,0,"13,020",,R86787,775,,,
R81902,0,0,8.00%,,R81728,0,0,"26,429",,R86791,54,,,
R81903,"48,244","635,621",7.59%,,R81731,0,0,0,,R86797,80,,,
R81905,"5,652","80,858",6.99%,,R81732,53,0,"1,295",,R86798,441,,,
R81907,0,0,8.39%,,R81733,0,0,"23,300",,R86821,271,,,
R81908,"7,902","98,781",8.00%,,R81735,200,0,"15,739",,R86822,"1,317",,,
R81909,"28,708","359,299",7.99%,,R81736,0,0,"20,264",,R86825,10,,,
R81912,"12,497","178,778",6.99%,,R81737,0,0,"18,364",,R86832,528,,,
R81915,"21,428","268,187",7.99%,,R81738,0,0,0,,R86837,277,,,
R81916,"63,252","904,893",6.99%,,R81739,0,0,"19,533",,R86838,"1,740",,,
R81918,"9,984","142,829",6.99%,,R81751,0,0,"33,917",,R86859,237,,,
R81919,"13,630","194,987",6.99%,,R81752,0,0,0,,R86861,"3,554",,,
R81922,0,0,6.99%,,R81753,200,0,"44,160",,R86868,38,,,
R81923,"11,137","159,327",6.99%,,R81755,0,0,"18,432",,R86877,"2,269",,,
R81925,0,0,6.99%,,R81756,0,0,"22,530",,R86883,236,,,
R81928,"44,428","542,461",8.19%,,R81757,0,0,"14,307",,R86891,392,,,
R81929,"15,931","199,387",7.99%,,R81758,10,0,"30,706",,R86892,637,,,
R81932,0,0,7.59%,,R81759,0,0,"22,081",,R86895,132,,,
R81933,"16,039","229,449",6.99%,,R81761,0,0,"19,475",,R86902,184,,,
R81935,"4,017","51,565",7.79%,,R81762,0,0,0,,R86905,163,,,
R81936,"24,644","308,438",7.99%,,R81763,0,0,0,,R86915,"1,452",,,
R81937,"28,566","332,551",8.59%,,R81765,0,0,0,,R86916,554,,,
R81938,"19,888","284,515",6.99%,,R81766,0,0,0,,R86933,674,,,
R81939,"12,947","185,216",6.99%,,R81767,0,0,"32,078",,R86939,"1,192",,,
R81951,"36,466","434,641",8.39%,,R81768,0,0,"20,199",,R86951,"1,033",,,
R81953,"3,710","53,074",6.99%,,R81769,0,0,0,,R86953,"3,989",,,
R81955,"19,160","274,112",6.99%,,R81771,0,0,"32,515",,R86963,69,,,
R81956,0,0,6.99%,,R81772,0,0,0,,R86966,559,,,
R81957,"4,732","67,690",6.99%,,R81773,0,0,0,,R86967,66,,,
R81958,"10,920","156,219",6.99%,,R81775,0,0,"21,550",,R86977,86,,,
R81959,"39,156","466,697",8.39%,,R81776,200,0,"5,185",,R86979,113,,,
R81961,"29,887","427,573",6.99%,,R81777,0,0,"10,559",,R86989,"1,408",,,
R81962,"48,483","638,778",7.59%,,R81778,0,0,"15,858",,R86997,233,,,
R81963,"29,992","385,000",7.79%,,R81779,200,0,"38,526",,R87001,364,,,
R81965,"17,120","225,554",7.59%,,R81781,200,0,"28,560",,R87012,685,,,
R81967,"25,149","359,787",6.99%,,R81782,0,0,0,,R87013,"1,177",,,
R81968,"6,023","86,162",6.99%,,R81783,0,0,"48,340",,R87017,"1,067",,,
R81969,"5,421","77,554",6.99%,,R81785,0,0,0,,R87021,"2,454",,,
R81971,"7,464","93,417",7.99%,,R81786,0,0,"70,391",,R87027,"2,961",,,
R81972,"25,702","338,631",7.59%,,R81787,0,0,"41,814",,R87061,"3,633",,,
R81975,"16,635","191,427",8.69%,,R81788,0,0,0,,R87062,"1,051",,,
R81976,"18,462","231,060",7.99%,,R81789,0,0,0,,R87068,34,,,
R81977,"30,347","434,150",6.99%,,R81791,0,0,"21,733",,R87069,128,,,
R81978,"8,329","119,163",6.99%,,R81793,0,0,"15,835",,R87072,185,,,
R81979,"40,732","497,342",8.19%,,R81795,10,0,"28,780",,R87073,109,,,
R81981,"37,339","455,911",8.19%,,R81796,0,0,"33,045",,R87077,249,,,
R81983,"29,167","347,634",8.39%,,R81797,0,0,0,,R87095,7,,,
R81987,0,0,8.00%,,R81798,0,0,"10,504",,R87099,944,,,
R81988,"22,871","269,389",8.49%,,R81799,0,0,0,,R87111,167,,,
R81991,"9,896","141,571",6.99%,,R81801,0,0,"10,964",,R87112,"1,340",,,
R81993,"33,067","384,952",8.59%,,R81802,200,0,"7,075",,R87115,8,,,
R81995,"5,392","77,138",6.99%,,R81803,0,0,"36,607",,R87117,209,,,
R81996,"7,771","90,461",8.59%,,R81805,0,0,"22,835",,R87123,658,,,
R81997,"17,869","255,630",6.99%,,R81806,200,0,"7,147",,R87127,"1,988",,,
R81999,0,0,7.79%,,R81807,10,0,"12,983",,R87129,"1,284",,,
R82001,"8,084","105,678",7.65%,,R81808,0,0,"32,069",,R87136,211,,,
R82002,"4,406","53,792",8.19%,,R81809,0,0,"16,140",,R87137,937,,,
R82003,"9,136","130,696",6.99%,,R81811,0,0,"13,695",,R87151,"2,587",,,
R82005,"13,331","190,708",6.99%,,R81812,0,0,"19,316",,R87157,24,,,
R82007,"50,244","613,476",8.19%,,R81813,0,0,"8,336",,R87161,"3,014",,,
R82008,0,0,6.99%,,R81815,0,0,"7,540",,R87165,437,,,
R82009,"12,310","153,874",8.00%,,R81816,0,0,"16,348",,R87168,687,,,
R82011,"8,997","128,710",6.99%,,R81817,0,0,"10,043",,R87171,"3,210",,,
R82013,"15,007","214,687",6.99%,,R81819,0,0,"9,340",,R87173,"1,872",,,
R82015,"14,902","186,274",8.00%,,R81821,0,0,"23,364",,R87175,151,,,
R82016,"15,261","195,904",7.79%,,R81822,200,0,"12,508",,R87178,391,,,
R82018,"24,276","347,303",6.99%,,R81823,0,0,"24,353",,R87182,403,,,
R82019,"21,885","313,097",6.99%,,R81825,200,0,"26,366",,R87188,37,,,
R82021,0,0,6.99%,,R81826,0,0,"17,378",,R87189,45,,,
R82022,"7,689","96,117",8.00%,,R81827,200,0,"2,400",,R87198,241,,,
R82023,"6,749","96,557",6.99%,,R81828,0,0,"17,680",,R87206,722,,,
R82025,"15,776","225,700",6.99%,,R81829,0,0,"6,265",,R87209,"1,422",,,
R82026,"19,806","283,349",6.99%,,R81832,59,0,712,,R87213,779,,,
R82028,"14,435","176,248",8.19%,,R81833,0,0,"7,833",,R87221,180,,,
R82029,"15,398","188,011",8.19%,,R81835,0,0,"18,582",,R87222,113,,,
R82031,"11,298","145,026",7.79%,,R81836,0,0,"13,995",,R87227,511,,,
R82032,"10,888","155,768",6.99%,,R81837,0,0,"27,528",,R87228,293,,,
R82033,0,0,7.79%,,R81838,0,0,0,,R87232,302,,,
R82035,"38,666","553,162",6.99%,,R81839,147,0,"1,760",,R87255,43,,,
R82036,"27,765","397,212",6.99%,,R81851,0,0,0,,R87259,"2,008",,,
R82051,0,0,8.00%,,R81852,0,0,"15,177",,R87263,99,,,
R82053,"10,968","140,790",7.79%,,R81853,0,0,"6,423",,R87266,600,,,
R82055,"4,436","63,458",6.99%,,R81855,0,0,0,,R87267,"2,337",,,
R82056,"28,021","333,983",8.39%,,R81856,0,0,"20,998",,R87273,"3,125",,,
R82059,"11,462","136,619",8.39%,,R81857,0,0,0,,R87275,140,,,
R82061,"21,550","308,299",6.99%,,R81858,0,0,"16,221",,R87276,705,,,
R82063,"32,837","391,379",8.39%,,R81859,0,0,"17,635",,R87278,155,,,
R82065,0,0,6.99%,,R81861,10,0,"14,000",,R87283,64,,,
R82066,"21,374","260,979",8.19%,,R81862,0,0,0,,R87285,"1,668",,,
R82068,"7,145","102,211",6.99%,,R81863,0,0,"10,806",,R87291,821,,,
R82069,0,0,7.59%,,R81865,0,0,"9,573",,R87303,111,,,
R82072,"21,784","311,648",6.99%,,R81866,0,0,"23,621",,R87313,"1,015",,,
R82073,"10,998","141,177",7.79%,,R81867,150,0,"22,556",,R87322,15,,,
R82076,"21,706","265,025",8.19%,,R81868,54,0,653,,R87337,68,,,
R82078,"21,627","264,062",8.19%,,R81869,0,0,0,,R87338,49,,,
R82079,"9,508","116,091",8.19%,,R81871,0,0,0,,R87351,58,,,
R82081,"26,197","327,872",7.99%,,R81872,0,0,"13,858",,R87352,36,,,
R82082,"15,850","203,465",7.79%,,R81873,0,0,"37,887",,R88112,"3,378",,,
R82083,"18,240","260,951",6.99%,,R81875,0,0,"29,065",,R88118,"1,464",,,
R82086,"34,168","407,242",8.39%,,R81876,0,0,"8,243",,R88119,"3,964",,,
R82088,"33,132","394,901",8.39%,,R81877,200,8,"2,822",,R88132,"5,475",,,
R82089,"30,994","443,410",6.99%,,R81878,200,0,"17,633",,R88135,"6,451",,,
R82091,0,0,7.79%,,R81879,0,0,"28,028",,R88138,"5,717",,,
R82092,0,0,6.99%,,R81881,0,0,"7,367",,R88153,"4,393",,,
R82093,"16,226","232,138",6.99%,,R81882,0,0,0,,R88155,"2,137",,,
R82095,"12,654","166,716",7.59%,,R81883,0,0,0,,R88157,644,,,
R82096,"25,686","367,467",6.99%,,R81885,10,0,"29,062",,R88158,"2,764",,,
R82097,"6,749","96,550",6.99%,,R81886,0,0,0,,R88181,"2,770",,,
R82098,"39,529","565,507",6.99%,,R81887,0,0,"22,452",,R88182,"5,652",,,
R82099,"21,756","311,242",6.99%,,R81888,0,0,"85,592",,R88192,"2,464",,,
R82101,"8,440","103,048",8.19%,,R81889,0,0,"21,598",,R88202,986,,,
R82105,"22,911","279,746",8.19%,,R81891,0,0,"33,500",,R88213,"3,140",,,
R82109,"40,329","504,745",7.99%,,R81892,0,0,"14,296",,R88226,"1,668",,,
R82201,"16,679","238,607",6.99%,,R81893,0,0,0,,R88231,576,,,
R82203,"12,620","180,542",6.99%,,R81895,200,0,"12,293",,R88235,"7,286",,,
R82205,"2,415","28,790",8.39%,,R81896,0,0,"10,960",,R88251,409,,,
R82206,0,0,8.00%,,R81897,0,0,"9,046",,R88257,"3,272",,,
R82207,0,0,6.99%,,R81898,0,0,"17,975",,R88267,"1,961",,,
R82209,"47,990","571,995",8.39%,,R81899,0,0,"23,651",,R88282,900,,,
R82301,"12,605","180,326",6.99%,,R81901,0,0,0,,R88293,"2,427",,,
R82302,"13,205","188,909",6.99%,,R81902,0,0,0,,R88299,"6,856",,,
R82303,"26,305","376,323",6.99%,,R81903,0,0,"48,244",,R88302,"3,045",,,
R82305,"16,334","233,680",6.99%,,R81905,0,0,"5,652",,R88311,"2,897",,,
R82306,"44,571","544,214",8.19%,,R81906,0,0,0,,R88317,"2,112",,,
R82308,0,0,7.79%,,R81907,147,0,"1,760",,R88318,"1,018",,,
R82309,"12,853","183,876",6.99%,,R81908,24,0,"8,185",,R88319,"1,258",,,
R82311,"12,793","183,013",6.99%,,R81909,0,0,"28,708",,R88321,"3,901",,,
R82313,"19,933","285,164",6.99%,,R81912,10,0,"12,617",,R88329,"7,510",,,
R82315,"20,698","262,327",7.89%,,R81913,0,0,0,,R88333,524,,,
R82318,"10,693","133,668",8.00%,,R81915,0,0,"21,428",,R88339,"4,147",,,
R82321,0,0,6.99%,,R81916,0,0,"63,252",,R88351,526,,,
R82322,"14,572","208,463",6.99%,,R81917,0,0,0,,R88353,972,,,
R82325,0,0,6.99%,,R81918,0,0,"9,984",,R88358,"1,085",,,
R82327,0,0,6.50%,,R81919,0,0,"13,630",,R88362,"7,029",,,
R82329,"41,589","507,807",8.19%,,R81921,0,0,0,,R88379,"7,843",,,
R82331,"2,319","33,169",6.99%,,R81922,27,0,327,,R88385,"3,363",,,
R82332,0,0,6.99%,,R81923,0,0,"11,137",,R88388,"1,577",,,
R82335,"51,621","615,263",8.39%,,R81925,0,0,0,,R88391,"3,238",,,
R82336,"19,988","256,585",7.79%,,R81926,0,0,0,,R88395,506,,,
R82337,"27,925","349,499",7.99%,,R81927,0,0,0,,R88398,"2,493",,,
R82338,0,0,8.19%,,R81928,0,0,"44,428",,R88399,272,,,
R82339,"17,493","230,477",7.59%,,R81929,0,0,"15,931",,R88502,"2,725",,,
R82351,"13,807","197,529",6.99%,,R81931,0,0,0,,R88505,"2,833",,,
R82352,"15,521","222,042",6.99%,,R81932,0,0,0,,R88507,"5,602",,,
R82353,0,0,8.59%,,R81933,0,0,"16,039",,R88513,"1,743",,,
R82357,0,0,6.99%,,R81935,200,0,"6,417",,R88518,"4,671",,,
R82358,"17,568","219,870",7.99%,,R81936,0,0,"24,644",,R88523,"5,546",,,
R82361,"12,648","166,638",7.59%,,R81937,0,0,"28,566",,R88527,"5,098",,,
R82362,"15,041","215,185",6.99%,,R81938,0,0,"19,888",,R88528,"6,762",,,
R82363,"7,389","97,357",7.59%,,R81939,0,0,"12,947",,R88529,371,,,
R82365,"7,203","94,901",7.59%,,R81951,10,0,"36,586",,R88533,"13,023",,,
R82366,"22,888","279,460",8.19%,,R81952,0,0,0,,R88538,4,,,
R82367,0,0,7.99%,,R81953,200,0,"6,110",,R88559,"4,259",,,
R82368,"14,629","187,797",7.79%,,R81955,0,0,"19,160",,R88562,"3,389",,,
R82369,"16,130","230,764",6.99%,,R81956,93,0,"1,120",,R88596,"2,451",,,
R82372,"13,391","167,384",8.00%,,R81957,0,0,"4,732",,R88605,"4,559",,,
R82373,"20,070","287,125",6.99%,,R81958,0,0,"10,920",,R88607,"7,522",,,
R82375,"12,929","184,959",6.99%,,R81959,0,0,"39,156",,R88613,"4,650",,,
R82376,"4,152","59,395",6.99%,,R81961,0,0,"29,887",,R88617,378,,,
R82377,"14,086","201,512",6.99%,,R81962,0,0,"48,483",,R88627,"2,020",,,
R82378,"3,776","43,958",8.59%,,R81963,0,0,"29,992",,R88632,"1,974",,,
R82379,"38,567","459,676",8.39%,,R81965,0,0,"17,120",,R88652,"6,593",,,
R82381,"12,996","162,450",8.00%,,R81966,0,0,0,,R88656,"6,946",,,
R82382,"12,708","181,808",6.99%,,R81967,0,0,"25,149",,R88657,"3,726",,,
R82383,"12,876","184,200",6.99%,,R81968,0,0,"6,023",,R88662,"7,156",,,
R82385,"15,855","226,825",6.99%,,R81969,0,0,"5,421",,R88671,"1,277",,,
R82387,"12,180","174,246",6.99%,,R81971,200,0,"9,864",,R88672,"1,929",,,
R82389,"6,203","81,722",7.59%,,R81972,0,0,"25,702",,R88679,"3,636",,,
R82392,"7,800","102,768",7.59%,,R81973,0,0,0,,R88681,"2,443",,,
R82393,"11,729","154,528",7.59%,,R81975,200,0,"19,035",,R88682,"2,204",,,
R82395,"25,526","319,470",7.99%,,R81976,210,0,"20,982",,R88685,"7,120",,,
R82396,802,"11,478",6.99%,,R81977,0,0,"30,347",,R88699,"6,228",,,
R82398,0,0,6.99%,,R81978,0,0,"8,329",,R88702,"6,547",,,
R82399,"35,978","514,713",6.99%,,R81979,0,0,"40,732",,R88721,867,,,
R82501,"13,202","188,874",6.99%,,R81981,0,0,"37,339",,R88728,"1,869",,,
R82502,"32,899","401,696",8.19%,,R81983,0,0,"29,167",,R88729,"3,464",,,
R82503,"15,215","217,661",6.99%,,R81985,0,0,0,,R88731,"8,104",,,
