Snowball Map,ID,Name,Business Type,Street,City/Town,State/Province Code,Zip/Postal Code,Country,First Name,Last Name,Contact Email,Contact Phone,Established,Phone,Most Common Email,Cuisines (Regional),Price Range
42113,4d670c00cbad3020,Oriens,Restaurant,1590 Mountain Rd,Moncton,NB,E1G 1A4,Canada,,,,,,(506) 386-3462,oriensmoncton@gmail.com,Korean; Japanese; Vietnamese,$$
42114,49665ad988ac5bd8,Little Tokyo Fast Food,Hotel/Resort; Restaurant,376 Iroquois Shore Rd,Oakville,ON,L6H 1M4,Canada,,,,,,(905) 338-8686,,Korean; Japanese,$
42115,549588033df6643c,Chan Can Wok,Restaurant,11150 Ellerslie Rd SW,Edmonton,AB,T6W 1A2,Canada,,,,,,(780) 969-9997,,Chinese,$$
42116,54fd356513b8588a,Java Cafe,Restaurant,537 Queen St W,Toronto,ON,M5V 2B6,Canada,,,,,,(416) 504-3025,,Chinese; Thai,
42117,525bb888f22ffa38,Good Earth Restaurant,Restaurant,1849 Portage Ave,Winnipeg,MB,R3J 0G8,Canada,,,,,,(204) 889-8880,,Chinese,$$
42118,52ede8bbb8b0c21b,Fishman Lobster Clubhouse,Restaurant; Golf/Country Club,4020 Finch Ave E,Toronto,ON,M1S 3T6,Canada,,,,,2009,(416) 321-0250,,Chinese,$$$$
42119,54689cdd3ae32f4b,Yukiguni Izakaya,Hotel/Resort; Restaurant,1686 Main St W,Hamilton,ON,L8S 0A2,Canada,,,yukigunihamilton@gmail.com,,2018,(647) 695-3694,yukigunihamilton@gmail.com,American; Japanese,$$
42120,54d80a8810598db3,May May Inn,Hotel/Resort; Restaurant,12 Pearl St E,Kingsville,ON,N9Y 1K2,Canada,,,,,,(519) 733-3967,,Chinese,$$
42121,50d72205bf08edf0,Tin Tin Dim Sum,Restaurant,6455 MacLeod Trl SW,Calgary,AB,T2H 0K8,Canada,Raelin,J,,,,(403) 253-7742,info@tintindimsum.com,Japanese,$
42122,53cc1f8b2a6a540a,Hee Sushi,Restaurant,1710 Lakeshore Rd W,Mississauga,ON,L5J 1J5,Canada,,,,,,(905) 916-5500,,Japanese,
42123,5204436cecf6ca15,D & Y Sushi,Restaurant,2861 Dundas St W,Toronto,ON,M6P 1Y9,Canada,,,dandyonlineorder@gmail.com,,,(647) 350-2996,dandyonlineorder@gmail.com,Japanese,$$
42124,52bff2dbc10ca12b,Cafe H.K.,Restaurant,9650 Harvest Hills Blvd NE,Calgary,AB,T3K 0B3,Canada,,,,,,(403) 532-3982,,Chinese,$
42125,61232bb99f91a0fa,Magic Sushi,Restaurant,272 McPhillips St,Winnipeg,MB,R3E 2K6,Canada,,,,,,(204) 772-0016,,Japanese,$
42126,6812b8038e89070b,Taishan Gardens Restaurant,Restaurant,214 Front St,Quinte West,ON,K8V 4N9,Canada,,,,,,(613) 392-1566,,Chinese,$
42127,692c711f2ecce1a2,Hui's Wontons,Restaurant,130 Broadway Blvd,Strathcona County,AB,T8H 2A3,Canada,,,hui@huiswontons.com,,,(780) 449-3688,hui@huiswontons.com,Chinese,$$
42128,696a98ab90ee1d11,AHA POKE,Restaurant,1250 S Service Rd,Mississauga,ON,L5E 1V4,Canada,,,,,,(647) 886-0430,,Japanese,
42129,6948a46b15e8d1ee,Wild Sushi,Restaurant,4288 Dunbar St,Vancouver,BC,V6S 2E9,Canada,,,,,,(604) 568-9668,,Japanese,$
42130,6a32adbc29664a86,Green Leaf Sushi,Restaurant,3416 W Broadway,Vancouver,BC,V6R 2B3,Canada,,,,,2015,(604) 568-9406,,Japanese,$$
42131,6bcb03098c450b07,Phoenix Square,Restaurant,1765 Kenaston Blvd,Winnipeg,MB,R3Y 1V8,Canada,,,info@phoenixsquarewinnipegmb.com,,,(204) 615-3338,info@phoenixsquarewinnipegmb.com,Chinese,$$
42132,6bae1e41a0b69cc0,Five Star Restaurant,Restaurant,965 Dundas St W,Whitby,ON,L1P 1G8,Canada,,,,,,(905) 430-8822,,Chinese,$$$
42133,6bdb46b52793d52e,Kurry King Authentic Indian Feast,Restaurant,2744 Veterans Memorial Pkwy,Langford,BC,V9B 0H4,Canada,,,,,,(250) 391-8599,,Indian; Chinese,
42134,6ab5cd0ebd3f5f42,South Pacific,Restaurant,1002 Dovercourt Rd,Toronto,ON,M6H 2X8,Canada,,,,,2014,(416) 534-6393,,Chinese,$
42135,6ae6e62faacfe1b4,REINCARNATE,Restaurant,3224 Weston Rd,Toronto,ON,M9M 2T7,Canada,,,,,,(416) 740-7111,,Chinese,$
42136,6b410b7d287a8638,Claypot Hot Pot & BBQ,Hotel/Resort; Restaurant,8291 Alexandra Rd,Richmond,BC,V6X 1C3,Canada,,,,,2010,(604) 284-5181,reservation@claypothotpot.ca,Chinese,$$
42137,6cbdab5e1a35c85b,Don's Restaurant,Restaurant,4700 26 Ave SW,Calgary,AB,T3E 0R2,Canada,,,,,,(403) 246-8300,,Vietnamese; Chinese,$$
42138,6e32f212a0d09d0c,Peak Top Cuisine,Restaurant,3255 Rutherford Rd,Vaughan,ON,L4K 5Y5,Canada,,,,,,(905) 738-0838,,Chinese,$$
42139,5aecb4878e94d513,Sugar Sweet Cafe,Restaurant,4911 Steeles Ave E,Toronto,ON,M1V 4Z3,Canada,,,,,,(416) 297-6665,,Chinese,$
42140,57957145a6c8762f,Midori Japanese Restaurant,Restaurant,31940 S Fraser Way,Abbotsford,BC,V2T 1V6,Canada,,,,,,(604) 864-9955,,Japanese,$$
42141,55f67182bc4fd730,Sushi Guru,Restaurant,20838 Lougheed Hwy,Maple Ridge,BC,V2X 2R3,Canada,,,,,,(604) 380-3380,,Japanese; Vietnamese; Chinese,$$
42142,5617a952847ceb9b,Mui Garden Restaurant,Restaurant,5797 Victoria Dr,Vancouver,BC,V5P 3W5,Canada,,,info@muigarden.com,,,(604) 324-3665,info@muigarden.com,Chinese,$
42143,5cadb819241f1ed0,Togo Sushi,Hotel/Resort; Restaurant,800 Carnarvon St,New Westminster,BC,V3M 0G3,Canada,,,,,,(604) 525-8856,,Japanese,$
42144,5bc190e448ce3ebd,Tooloulous,Hotel/Resort; Restaurant,204 Caribou St,Banff,AB,T1L 1A6,Canada,Steve,Smythe,,,,(403) 762-2633,tooloulous@telus.net,Cajun,$$
42145,65b6c17e5f0848d2,Bao Master,Restaurant,4384 Fraser St,Vancouver,BC,V5V 4G3,Canada,,,,,,(778) 708-2239,,Chinese,
42146,65caed6380228009,Applause Japanese Restaurant,Restaurant,8269 Oak St,Vancouver,BC,V6P 4A8,Canada,,,applausejprestaurant@gmail.com,,,(604) 263-8968,applausejprestaurant@gmail.com,Japanese,$$
42147,64a3c5ca4d8e0fe4,Twin Valley,Hotel/Resort; Restaurant; Golf/Country Club,3939 HWY-16,Smithers,BC,V0J 3A1,Canada,,,info@tourismsmithers.com,,,(250) 847-3281,info@tourismsmithers.com,Chinese,$$
42148,65638ec859594cc1,Welcome Back Restaurant,Restaurant,2328 King George Hwy,Miramichi,NB,E1V 6S4,Canada,,,,,,(506) 773-3328,,Chinese,$$
42149,6057e1aaa5bc2482,The Chopsticks,Restaurant,7380 HWY-26,Clearview,ON,L0M 1S0,Canada,,,,,,(705) 428-0188,,Chinese,$
42150,64eacd8fd05a761a,Mehfill Indian Cuisine,Restaurant,2687 Kipling Ave,Toronto,ON,M9V 5G6,Canada,,,,,,(647) 346-4444,,Indian; Chinese,$$
42151,641a03dee99d8b35,Soaring Crane Sushi,Restaurant,219 HWY-2,East Hants,NS,B2T 1C9,Canada,,,soaringcranesushi@gmail.com,,,(902) 266-7006,soaringcranesushi@gmail.com,Japanese,
42152,63a49ba9d46f653e,Mastaro Sushi,Hotel/Resort; Restaurant,9824 100 St,Fort St John,BC,V1J 3Y1,Canada,,,,,,(250) 261-6595,,Japanese,$$
42153,63926fbf730c74d5,Lucky Pot,Restaurant,5005 Steeles Ave E,Toronto,ON,M1V 5K1,Canada,,,,,,(647) 546-1888,,Cantonese; Chinese,$
42154,6fc886e99e716e44,Ni Ji Sushi,Restaurant,1095 Ellesmere Rd,Toronto,ON,M1P 2W9,Canada,Sang-Kyu,Kang,,,,(416) 755-3335,,Japanese,$$
42155,6f7ae3f1f503b6eb,Sushi One,Hotel/Resort; Restaurant,3725 Portage Ave,Winnipeg,MB,R3K 2A8,Canada,,,sushione691@gmail.com,,,(204) 691-0854,sushione691@gmail.com,Korean; Japanese,$$
42156,57b48657fc8cd1fa,Toniroz Grill & Restaurant,Restaurant,201 2 Ave NW,Slave Lake,AB,T0G 2A1,Canada,,,,,,(780) 849-4020,,Chinese,$$
42157,56e2fd6156cc00a9,Jessica Restaurant,Restaurant,300 Merganser Dr W,Chestermere,AB,T1X 1L6,Canada,,,info@jessicarestaurant.com,,,(403) 272-3828,info@jessicarestaurant.com,Chinese,$$
42158,5957f35f2ea03586,Win's Seafood Restaurant Jiao Tong Tian Jiu Jia,Restaurant,50 Lockridge Ave,Markham,ON,L3R 8X5,Canada,,,,,,(905) 305-6634,,Cantonese; Chinese,
42159,58bd38b32391ec3f,Slurpnoodle | Up to 50% off (DT),Hotel/Resort; Restaurant,189 Dundas St W,Toronto,ON,M5G 1C7,Canada,,,,,,(416) 581-8889,,Chinese,
42160,6048d93066e7b393,Lucky Rice Noodle,Restaurant,3636 Steeles Ave E,Markham,ON,L3R 1K9,Canada,,,,,,(416) 561-8583,,Chinese,$
42161,61ae4dbff6cf7a05,Pearl Sushi,Hotel/Resort; Restaurant; Quick Service,127 Downie St,Stratford,ON,N5A 1X2,Canada,,,pearlsushi.stratford@gmail.com,,,(519) 273-7275,pearlsushi.stratford@gmail.com,Japanese,$$
42162,65612e6ad125f214,Itea,Restaurant,296 Princess St,Kingston,ON,K7L 1B5,Canada,,,,,,(613) 766-2313,,Japanese,$
42163,654611f33eef69b7,Sushi Masayuki,Restaurant,2180 Itabashi Way,Burlington,ON,L7M 5A5,Canada,,,yuki@sushimasayuki.com,,,(905) 336-0030,yuki@sushimasayuki.com,Japanese,$$$
42164,713369d677154b1a,Sushi Sakura,Restaurant,770 Oliver St,Williams Lake,BC,V2G 1N1,Canada,,,,,2008,(250) 305-0035,,Japanese,$$
42165,719015e21dc5adc9,Dalchini Hakka Chinese Restaurant,Restaurant,1090 Peter Robertson Blvd,Brampton,ON,L6R 3B3,Canada,,,,,,(905) 799-8707,,Chinese,
42166,2ddf8a4d6e1d43bc,District Eleven,Restaurant,4063 Main St,Vancouver,BC,V5V 3P5,Canada,,,districteleven_@outlook.com,,,(604) 566-2021,districteleven_@outlook.com,Japanese; Vietnamese,$$
42167,314d7f2c50e6ec2e,Chilli Chutney Street Kitchen,Restaurant,1663 Kenaston Blvd,Winnipeg,MB,R3P 2M4,Canada,,,,,,(204) 410-7086,admin@thechillichutney.ca,Indian; Chinese,
42168,3171cb670e6ae7f9,Sun Ming Restaurant,Restaurant,15 Colborne St,Kawartha Lakes,ON,K0M 1N0,Canada,,,,,,(705) 887-2432,,Chinese,$
42169,31ca6d94bb134549,Jukai Japanese & Thai,Hotel/Resort; Restaurant,49 Kings Wharf Pl,Halifax,NS,B2Y 0C7,Canada,,,,,,(902) 405-5551,,Japanese,$$
42170,422edf1a447d27d9,Uncle Willy's,Restaurant,6411 Nelson Ave,Burnaby,BC,V5H 4H3,Canada,,,,,,(604) 431-0399,,Canadian; Chinese,$$
42171,421349343c0fdfbf,Sukoshi,Restaurant,251 3rd Ave W,Prince Rupert,BC,V8J 1L2,Canada,,,,,,(250) 627-8744,sukoshikitchen@gmail.com,Japanese,$$
42172,4d070194e892e104,Lucky Star Chinese Food,Restaurant,1615 Boulevard Orléans,Ottawa,ON,K1C 7E2,Canada,,,menu@luckystarchinesefoods.com,,,(613) 830-1808,,Chinese,$
42173,4c7f7f252af2044b,Zhang Liang Ma La Tang Zhang Liang spicy hotpot,Restaurant,3278 Midland Ave,Toronto,ON,M1V 0C9,Canada,,,,,,(416) 262-8666,,Chinese,
42174,4cf222db427dbd25,Big Beef Bowl Hand-Pulled Noodle,Restaurant,8362 Kennedy Rd,Markham,ON,L3R 9W5,Canada,,,,,2016,(905) 470-7575,,Chinese,$$
42175,4f76503252bfdfd0,Yumei Sushi Japanese Restaurant,Restaurant,2116 Queen St E,Toronto,ON,M4E 1E2,Canada,,,younglee7711@gmail.com,,,(416) 698-7705,younglee7711@gmail.com,Japanese,$$
42176,508fc2f62d043790,Ho Yuen Kee,Restaurant,6236 Fraser St,Vancouver,BC,V5W 3A1,Canada,,,,,,(604) 324-8855,,Chinese,$$
42177,4880c7350726ee7d,FRESH Sushi,Hotel/Resort; Restaurant,909 Expo Blvd,Vancouver,BC,V6Z 3G8,Canada,James,Park,,,,(604) 568-6112,fresh909expo@gmail.com,Japanese,$
42178,4e080b108a2e36c8,The Street Eatery,Cafe; Hotel/Resort; Restaurant,890 4 Ave SW,Calgary,AB,T2P 0K4,Canada,Dmitry,K,,,2016,(403) 234-9969,dienda.calgary@gmail.com,Canadian; American; Japanese,$$
42179,508af60c65373fed,HAOYIJIA Hao Yi Jia,Hotel/Resort; Restaurant,4151 Hazelbridge Way,Richmond,BC,V6X 4J7,Canada,,,lanjin5433@gmail.com,,,(604) 817-3671,lanjin5433@gmail.com,Japanese,
42180,4f6889c5a60cee0a,Ryu Izakaya,Restaurant,115 York Blvd,Richmond Hill,ON,L4B 3B4,Canada,,,hello@ryuizakaya.com,,,(905) 881-8388,hello@ryuizakaya.com,Japanese,
42181,512ffb7e9b43ab74,Island Breeze Restaurant,Restaurant,907 Jane St,Toronto,ON,M6N 4C6,Canada,,,,,,(416) 760-7800,georgesukhdeo@yahoo.ca,Indian; Caribbean; Chinese,$
42182,39d1ba0ee3517e3a,Shanghai 360,Restaurant,100 Bayshore Dr,Ottawa,ON,K2B 8C1,Canada,,,info@bayshoreshoppingcentre.com,,,(613) 829-7491,,Chinese,$$
42183,3ca7259dd97d51e2,Star Lake Chinese Restaurant,Restaurant,6343 198 St,Langley,BC,V2Y 2E3,Canada,,,,,,(604) 533-3018,,Chinese,$
42184,3c34bd0bb1161443,New Mannings,Hotel/Resort; Restaurant,302 MacKenzie Ave,Revelstoke,BC,V0E 2S0,Canada,,,,,,(250) 837-0883,,Chinese,$$
42185,3d74056a1bd2659a,Wikki Hut,Restaurant,509 Bayfield St,Barrie,ON,L4M 4Z8,Canada,,,,,,(705) 733-8866,,Vietnamese; Chinese; Thai,$
42186,3eff12ee6a152d84,Fu Restaurant (MK),Restaurant,200 Town Centre Blvd,Markham,ON,L3R 8G5,Canada,,,,,,(905) 477-3888,,Chinese,
42187,3be3d3c24f586cf0,SY Chinese BBQ,Restaurant,2438 E Hastings St,Vancouver,BC,V5K 1Z1,Canada,,,,,,(604) 306-6628,,Chinese,$
42188,3c6b4f26cd1764f1,Hope Sushi,Hotel/Resort; Restaurant,377 Old Hope-Princeton Way,Hope,BC,V0X 1L4,Canada,,,,,,(604) 869-8484,,Japanese,$
42189,3d2512b265301d8e,Gogiya Sushi n Poke Kanata,Restaurant,700 March Rd,Ottawa,ON,K2K 2V9,Canada,,,,,,(613) 595-0313,,Korean; Japanese,
42190,401d55f05875623c,Double J Hong Kong Fusion,Restaurant,1180 Sunset Dr,Kelowna,BC,V1Y 9W6,Canada,,,restaurant.double.j@gmail.com,,,(250) 763-1379,restaurant.double.j@gmail.com,Hong Kong,
42191,58c83006c570691f,2go Sushi,Restaurant,16 Trowbridge St W,Meaford,ON,N4L 1N2,Canada,,,,,,(226) 909-6587,,Japanese,$$$
42192,58b96f2576b7b2fc,Her Chef,Restaurant; Drinking Place,599 Bloor St W,Toronto,ON,M6G 1K5,Canada,Hwanyoung,H,,,,(647) 830-7719,hurchef@gmail.com,Japanese,$
42193,5dc4e5fcf56be728,Ho-Ho-Ho Chinese Food,Restaurant,20815 Dalton Rd,Georgina,ON,L0E 1R0,Canada,,,,,,(905) 722-4448,,Chinese,$
42194,6e0fea095e4056e4,Izakaya Ju,Restaurant,3159 Steeles Ave E,Toronto,ON,M2H,Canada,,,,,,(905) 474-1058,,Japanese,$
42195,6ec894e42e9bad00,Fortune Lamb Dining,Restaurant,3377 Kingsway,Vancouver,BC,V5R 5K6,Canada,,,,,,(604) 430-8818,,Chinese,
42196,73f48b6d90522541,Sea Point Sushi,Restaurant,54 Union St,Cape Breton,NS,B1A 2P5,Canada,,,,,,(902) 849-3626,,Japanese,
42197,70c64bb0e57320f7,T Wok Restaurant Fan Ya Hao Ting,Restaurant,900 York Mills Rd,Toronto,ON,M3B 3H2,Canada,,,,,,(647) 936-9666,,Chinese,
42198,7092143ff5c6856f,East City Chinese Food Take Out,Restaurant,1130 Fennell Ave E,Hamilton,ON,L8T 1S5,Canada,,,eastcitychinesefood2021@gmail.com,,,(905) 387-6116,eastcitychinesefood2021@gmail.com,Chinese,$
42199,707abb5fa45c1522,Maple Sushi,Restaurant,22282 Dewdney Trunk Rd,Maple Ridge,BC,V2X 3H9,Canada,,,,,,(604) 476-6631,,Japanese,$$
42200,705cf02ea90e9d14,Sea Smoke Restaurant,Hotel/Resort; Restaurant,1477 Lower Water St,Halifax,NS,B3J 3Z4,Canada,,,contact@seasmokehalifax.com,,2018,(902) 406-1051,contact@seasmokehalifax.com,Japanese,$$
42201,72ed7591afad8f9c,Szechuan Sweet Mango,Restaurant,9120 82 Ave NW,Edmonton,AB,T6C 0Z5,Canada,,,szechuanmango@hotmail.com,,2005,(780) 433-7070,szechuanmango@hotmail.com,Vietnamese; Chinese; Thai,$$
42202,72028270184edef5,Mr. Gao's Gardens,Restaurant,3040 Don Mills Rd E,Toronto,ON,M2J 3C1,Canada,,,,,,(416) 491-5010,,Chinese,
42203,729fab829c5f94b0,Kung Fu Noodle,Restaurant,3229 HWY-7,Markham,ON,L3R 3P9,Canada,Qiang,Z,,,2016,(416) 900-0592,kungfunoodlecanada@gmail.com,Chinese,$
42204,739aaca9ea005d91,Great World Restaurant,Restaurant,1779 Portage Ave,Winnipeg,MB,R3J 0E8,Canada,,,,,,(204) 885-6980,,Chinese,$$
42205,801bfc8906142fb3,Bao Mama - Ghost Kitchen and Catering,Restaurant,3833 Midland Ave,Toronto,ON,M1V 5L6,Canada,,,,,,(437) 432-2323,catering@baomama.ca,Filipino; Chinese,
42206,84b59a14eb3a3571,Dragon City Buffet,Restaurant,2325 50 Ave,Red Deer,AB,T4R 1L2,Canada,,,lilyhoho@hotmail.com,,,(403) 340-3388,lilyhoho@hotmail.com,Chinese,$$
42207,845224299da5199e,Wang Ba Shu *Xiao Jun Gan Chuan Chuan Xiang Huo Guo +Shao Kao Old Iron Hotpot,Restaurant,1883 McNicoll Ave,Toronto,ON,M1V 5M3,Canada,,,,,,(416) 332-6688,,Chinese,$
42208,85b2b74b7bb26a5d,Boomers Pub,Restaurant; Drinking Place,4939 50 St,Rocky Mountain House,AB,T4T 1G7,Canada,,,,,,(403) 845-4424,,Canadian; Japanese,$$$
42209,8b2df7d06f886c89,Grill City,Hotel/Resort; Restaurant,3320 Sunridge Way NE,Calgary,AB,T1Y 7K5,Canada,,,,,,(877) 446-4969,,Filipino; Japanese,$$
42210,864bdfbb087b943d,South Silk Road Chinese Restaurant,Restaurant,823 14 St NW,Calgary,AB,T2N 2A4,Canada,,,yunzhinan2011@hotmail.com,,,(403) 270-0707,yunzhinan2011@hotmail.com,Chinese,$$
42211,8714d1669d9a0867,Holy Cow Steakhouse,Hotel/Resort; Restaurant,254 Queen St W,Toronto,ON,M5V 1Z8,Canada,,,holycowtoronto@gmail.com,,,(416) 792-8269,holycowtoronto@gmail.com,Canadian; Japanese,$$
42212,8a7c2ce1fe247ce8,Auntie's Chinese Burger,Restaurant,111 3 Ave SE,Calgary,AB,T2G 0B7,Canada,,,,,,(403) 690-5138,,Chinese,
42213,8b9ca369b55981b6,Golden Medal Chinese Restaurant,Restaurant,9292 200 St,Langley,BC,V1M 3A6,Canada,,,,,,(604) 881-1333,,Chinese,
42214,8bdfd1051deb1985,Jade Dim Sum,Restaurant,2280 Dixie Rd,Mississauga,ON,L4Y 1Z4,Canada,,,,,,(905) 273-6663,,Chinese,$
42215,8c174337080f709d,Jinsei Ramen,Restaurant,181 Bank St,Ottawa,ON,K2P 1W5,Canada,,,,,,(613) 563-1111,,Japanese,
42216,8c07c7188d5d31d9,520 Sushi,Restaurant,252 Queen St E,Brampton,ON,L6V 1C1,Canada,,,,,,(905) 457-6593,,Japanese,$$
42217,8c40db6a2f893fbd,Takeya Sushi,Restaurant; Quick Service,8671 No 1 Rd,Richmond,BC,V7C 1V2,Canada,,,takeyasushirichmond@gmail.com,,,(604) 448-5587,takeyasushirichmond@gmail.com,Japanese,$$
42218,8c9faa8421e873b8,Teppan Kitchen,Hotel/Resort; Restaurant,4151 Hazelbridge Way,Richmond,BC,V6X 4J7,Canada,,,,,,(604) 295-6656,,Japanese,$
42219,7757599b55d745a6,FilCan Neighborhood Grill,Restaurant,71 Broadway St,Redvers,SK,S0C 2H0,Canada,Weng,Casi,,,,(306) 452-3110,,Cantonese,$
42220,765b51d67e0c4ea9,GoGiYa Korean BBQ House,Restaurant,155 Bank St,Ottawa,ON,K1P 5N7,Canada,,,,,,(613) 680-5988,,Korean; Japanese,
42221,77e690da6bc2b614,Alton Restaurant,Restaurant,250 Alton Towers Cir,Toronto,ON,M1V 3Z4,Canada,,,,,,(416) 297-3882,,Chinese,$
42222,79462b2d5b25b96e,Canton Restaurant,Restaurant,445 Newfoundland Dr,St John's,NL,A1A 4C3,Canada,,,,,,(709) 738-1968,,Chinese,$
42223,78bdcbef15963995,Waves Poke + Press,Restaurant,3207 Preston Ave S,Saskatoon,SK,S7T 1C9,Canada,,,,,,(306) 979-8866,,Canadian; Japanese,$
42224,7f1c8f862ec0209b,Wai Yu Lau Restaurant,Restaurant,3290 Midland Ave,Toronto,ON,M1V 3Z9,Canada,,,,,,(416) 293-7050,,Chinese,
42225,80bca7e071984093,Bao Bros,Restaurant,3207 Preston Ave S,Saskatoon,SK,S7T 1C9,Canada,,,,,,(306) 979-8866,,Chinese,$$
42226,810535f2ad2a5407,Shangri-La Chinese Restaurant,Hotel/Resort; Restaurant,5403 50 Ave S,Northern Rockies,BC,V0C 1R0,Canada,,,,,,(250) 233-2188,,Chinese,$$$
42227,7bc4383a5778a86a,Tremendous Yue Xing Jiu Jia,Restaurant,3550 Wolfedale Rd,Mississauga,ON,L5C 2V6,Canada,,,,,,(905) 803-8778,,Chinese,$$
42228,7aacb00a97f53843,Kiko Sushi Bar,Restaurant,349 Preston St,Ottawa,ON,K1S 1V6,Canada,Ken,W,,,2009,(613) 695-3143,,Japanese,$$
42229,7c08e6daf1528015,Tiger BBQ,Restaurant,250 Alton Towers Cir,Toronto,ON,M1V 3Z4,Canada,,,,,,(416) 412-3888,,Chinese,$$
42230,7c437ebfbca71987,Uncle Pu's Restaurant (UBC),Restaurant,3132 W Broadway,Vancouver,BC,V6K 2H3,Canada,,,,,,(604) 336-9633,,Chinese,$$
42231,8979bb177c0f8c1c,Szechuan Hut,Restaurant,5728 75 St NW,Edmonton,AB,T6E 5X6,Canada,,,,,,(780) 757-9888,,Szechuan; Cantonese; Chinese,$
42232,885876d1122c4037,Wong's Delight Restaurant,Restaurant,99 Ottawa Ave,South River,ON,P0A 1X0,Canada,,,,,,(705) 386-7733,,Chinese,$
42233,8a163e0870a65595,Muku Japanese Ramen,Restaurant,326 14 St NW,Calgary,AB,T2N 1Z7,Canada,,,,,,(403) 283-6555,,Japanese,$$
42234,8d1c6febd8a07e97,K&B Sushi,Restaurant,1184 The Queensway,Toronto,ON,M8Z 1R6,Canada,,,,,,(416) 252-8868,,Japanese,$$
42235,86705dc617ca6e8e,Haiyi Seafood Restaurant,Restaurant,4818 Main St,Vancouver,BC,V5V 3R8,Canada,,,,,,(604) 321-4448,,Chinese,$$
42236,86739802efc23c24,Foodie North,Restaurant; Quick Service,325 Central Pkwy W,Mississauga,ON,L5B 3X9,Canada,,,,,,(905) 277-8989,,Chinese,$$
42237,8666741cf50211cf,Sushi Kui,Restaurant,2 Orchard Heights Blvd,Aurora,ON,L4G 3W3,Canada,,,sushikuiaurora@yahoo.com,,,(905) 727-8822,sushikuiaurora@yahoo.com,Japanese,$$
42238,8811df2e0e9e7f4a,Eggroll Factory,Restaurant,261 Centrepointe Dr,Ottawa,ON,K2G 6E8,Canada,,,,,,(613) 226-3888,,Chinese,$
42239,883d11786b66910a,Hot Delivery,Hotel/Resort; Restaurant,3002 Cambie St,Vancouver,BC,V5Z 2V9,Canada,,,sunnyls228@hotmail.com,,,(604) 879-5292,sunnyls228@hotmail.com,American; Chinese,$
42240,87e10ac0812e657a,Sushi & BBbop,Hotel/Resort; Restaurant,384 Yonge St,Toronto,ON,M5B 1S8,Canada,,,,,,(647) 557-3922,,Korean; Japanese,$$
42241,98d89fa8d4988cd3,New Fishport Seafood Bistro,Restaurant,620 SE Marine Dr,Vancouver,BC,V5X 2T4,Canada,,,ccyitsolutions@gmail.com,,,(604) 323-1318,ccyitsolutions@gmail.com,Chinese,$$
42242,9a863cbb16bf97e7,Makira Sushi,Restaurant,2295 Wharncliffe Rd S,London,ON,N6P 1S7,Canada,,,,,,(519) 652-3077,,Japanese,$
42243,79bc9e43488269a3,J & T Family Restaurant,Hotel/Resort; Restaurant,129 Centre St,Vulcan,AB,T0L 2B0,Canada,,,,,,(403) 485-2289,,Chinese,
42244,7822d351d875c957,Ye's House (W),Restaurant,150 University Ave W,Waterloo,ON,N2L 3E4,Canada,,,,,,(519) 208-8890,,Chinese,
42245,758cce23daea90fc,Heng Ji | 15% OFF (MK),Restaurant,8360 Kennedy Rd,Markham,ON,L3R 9W4,Canada,,,,,,(226) 978-7281,,Chinese,
42246,75cc060a527153e3,Dragon Delight,Restaurant,825 St Clair Ave W,Toronto,ON,M6C 1B9,Canada,,,,,,(416) 657-1448,,Chinese; Thai,$
42247,7e45bfe9d707e68b,The Zen,Restaurant,5779 Main St,Whitchurch-Stouffville,ON,L4A 4R2,Canada,,,,,,(905) 642-8188,,Chinese; Thai,$
42248,8d48487ad5dde2fa,The Alley,Restaurant,505 HWY-7,Markham,ON,L3T 7T1,Canada,,,,,,(289) 597-8855,shop@the-alley.ca,Chinese; Taiwanese,$
42249,8fdaaaf1d206f055,Kai Japanese Restaurant,Restaurant,8353 200 St,Langley,BC,V2Y 5K5,Canada,,,,,,(778) 366-4024,,Japanese,
42250,8fee4edba583c860,Foodie Panda,Restaurant,229 Main St,Niverville,MB,R0A 1E0,Canada,,,,,,(204) 388-5327,,Chinese,$
42251,8f263161839b7599,Red Kaoliang,Restaurant; Quick Service,2200 Martin Grove Rd,Toronto,ON,M9V 5H9,Canada,,,,,,(647) 347-9199,,Chinese,$
42252,8f1df72053feee9e,Grab N Go Yaletown,Hotel/Resort; Restaurant,1207 Hamilton St,Vancouver,BC,V6B 6K3,Canada,,,,,,(604) 258-7557,,Japanese,$$
42253,8f4395609a0d07b5,Mr. Red Cafe,Cafe; Restaurant,2131 E Hastings St,Vancouver,BC,V5L 1V2,Canada,,,mrredcafe@gmail.com,,,(604) 710-9515,mrredcafe.team@gmail.com,Vietnamese; Chinese; Thai,$$
42254,9264abcd3c299002,Hyack Sushi,Restaurant,55 8th St,New Westminster,BC,V3M 3N9,Canada,,,,,2017,(604) 553-7553,,Japanese,$$
42255,93636fc8b1454a37,Szechuan Express,Restaurant,260 Yonge St,Toronto,ON,M5B 2L9,Canada,,,express@szechuanszechuan.com,,,(416) 971-7888,thai@szechuanszechuan.com,Chinese,$$
42256,935695578741e18f,Sushi Kobo,Hotel/Resort; Restaurant,1773 Comox Ave,Comox,BC,V9M 3L9,Canada,,,,,,(250) 339-3222,,Japanese,$$
