,Snowball Map,Restaurant Name,Address,City,Zipcode,State,Country,Phone Number(s),Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15
198,89174,Westown Chinese,1266 Bloor St W,Toronto,M6H 1N8,ON,CAN,6473452225.0,4166171919.0,6475429956.0,4166174949.0,,,,,
199,89175,Sing Lee,105 Victoria St S,Kitchener,N2G 2B4,ON,CAN,5197420798.0,6479212282.0,5197315415.0,2263393962.0,5196948086.0,6472042988.0,,,
200,89176,Chopstick House,734 Adelaide St N,London,N5Y 2L5,ON,CAN,5135743999.0,9172878272.0,,,,,,,
201,89177,Juliets Castle Sports Bar and Lounge,440 16 ave NE,Calgary,T2E 8K9,AB,CAN,4032762844.0,4039989454.0,4036052192.0,,,,,,
202,89178,Roma 1090 Restaurant,1090 Bloor St W,Toronto,M6H 1M6,ON,CAN,4165310000.0,4165801902.0,6478899085.0,4165351090.0,,,,,
203,89179,Miso Ya Japanese Cuisine,229 Victoria Ave E,Regina,S4N 0P4,SK,CAN,3067571512.0,,,,,,,,
204,89180,Bikaner Sweets and Restaurant,4851 Westwinds Dr NE,Calgary,T3J 4L4,AB,CAN,4035685555.0,4037025555.0,4037011645.0,,,,,,
205,89181,The Afghan Lounge,1475 Danforth Ave,Toronto,M4J 1N1,ON,CAN,6473500208.0,,,,,,,,
206,89182,Kadoya Japanese Restaurant,1063 Davie Street,Vancouver,V6E 1M5,BC,CAN,6046081115.0,7788755224.0,7789800825.0,6048368413.0,6048090312.0,,,,
207,89183,Afghan Cuisine,832 Albert St,Regina,S4R 2P5,SK,CAN,3069490800.0,3065011555.0,,,,,,,
208,89184,Lucky Lotto Chester Fried Chicken,1094 Notre Dame Ave,Winnipeg,R3E 0N7,MB,CAN,2047743399.0,,,,,,,,
209,89185,Tokyo Maki Sushi,2 Bartley Bull Pkwy,Brampton,L6W 3P9,ON,CAN,9054563988.0,6472059282.0,4169533816.0,,,,,,
210,89186,Lucky Dragon Dufferin,3203 S. Dufferin Street,North York,M6A 2T2,ON,CAN,6479260630.0,6478641123.0,6472829995.0,,,,,,
211,89187,Truly Good Chinese Food,2640 52 Street NE,Calgary,T1Y 3R6,AB,CAN,4032938351.0,4032938331.0,4036670168.0,4034564680.0,,,,,
212,89188,Pho Ngon,1801 Renfrew St,Vancouver,V5M 3H9,BC,CAN,6043365190.0,,,,,,,,
213,89189,Umi Japanese,250 Bayly Street West,Ajax,L1S 3V4,ON,CAN,9052396896.0,6479630316.0,,,,,,,
214,89190,Ken's Chinese Restaurant,1097 Kingsway,Vancouver,V5V 3C7,BC,CAN,6048736338.0,7787139807.0,,,,,,,
215,89191,Yoshiko Sushi,7117 Bathurst St,Vaughan,L4J 2J6,ON,CAN,9057718887.0,6476860801.0,,,,,,,
216,89192,King Tin Restaurant,318 Spruce Street Unit 101,Waterloo,N2L 3M7,ON,CAN,5198854716.0,5194978322.0,,,,,,,
217,89193,Dragon City Cafe,2325 50 Ave,Red Deer,T4R 1M7,AB,CAN,4033403388.0,4033022134.0,4033403332.0,5873770874.0,4038727667.0,4038295148.0,4033410572.0,,
218,89194,Tsui Hang Village Restaurant,1193 Granville St,Vancouver,V6Z 1M1,BC,CAN,6046836868.0,7789917687.0,,,,,,,
219,89195,Adelitas Restaurant,5178 Victoria Drive,Vancouver,V5P 3T8,BC,CAN,6046771580.0,,,,,,,,
220,89196,CT Taste Restaurant,14810 Yonge St,Aurora,L4G 1N3,ON,CAN,9055038828.0,4165585986.0,6476916655.0,6479616655.0,6476312030.0,,,,
221,89197,Zaffron Restaurant,6200 Yonge St,Toronto,M2M 3X1,ON,CAN,4162237070.0,,,,,,,,
222,89198,Ani Ristorante,1450 Clark Ave W,Vaughan,L4J 7J9,ON,CAN,9057616484.0,,,,,,,,
223,89199,Hung Fatt Chinese Restaurant,2108 Montreal Rd.,Ottawa,k1J 6M8,ON,CAN,6137459894.0,6138896828.0,6133141384.0,,,,,,
224,89200,Super Panda,705 Kingston Rd,Pickering,L1V 6K3,ON,CAN,9058377888.0,4168251555.0,9058371688.0,4168008684.0,9022526318.0,,,,
225,89201,Asian Palace,3320 McCarthy Rd,Ottawa,K1V 0X3,ON,CAN,5072389288.0,6268238009.0,,,,,,,
226,89202,Z's Restaurant,7471 Industrial Bend,Red Deer,T4P 3Z5,AB,CAN,4033968672.0,4033461443.0,,,,,,,
227,89203,"Hot Wok, Hakka Chinese Food",7 Progress Ave,Toronto,M1P 5A3,ON,CAN,4162935342.0,6479221138.0,6479241138.0,9054721138.0,6472178204.0,,,,
228,89204,Asa Japanese Restaurant,2178 West 41st Avenue,Vancouver,V6M 1Z1,BC,CAN,6042670077.0,7788755224.0,6043271641.0,7789800825.0,,,,,
229,89205,Big Butcher Barbeque,843 Kipling Ave,Toronto,M8Z 5G9,ON,CAN,4162365959.0,4162362332.0,,,,,,,
230,89206,Mega Sushi,3131 Chatham St.,Richmond,V7E 2Y4,BC,CAN,6044470773.0,7788755224.0,7789800825.0,,,,,,
231,89207,Fraserview Meat & Tandoori House,7747 6th St,Burnaby,V3N 3M7,BC,CAN,6045229006.0,6048080191.0,,,,,,,
232,89208,Golden Pita Lebanese Restaurant,9630 Cameron St,Burnaby,V3J 1M2,BC,CAN,6044445855.0,7783871121.0,,,,,,,
233,89209,Cottage (Lamzy),15 Northtown Way,Toronto,M2N 7A2,ON,CAN,6477005430.0,4168009094.0,,,,,,,
234,89210,Kung Fu Chop Chop,4002 Sheppard Avenue East,Toronto,M1S 4R5,ON,CAN,6478001111.0,,,,,,,,
235,89211,Fortune Dragon,6085 Creditview Rd.,Mississauga,L5V 2A8,ON,CAN,9058160988.0,6475011779.0,4168301688.0,,,,,,
236,89212,Sushi 2 You,F2 2640 52 Street NE,Calgary,T1Y 3R6,AB,CAN,4034574349.0,4037148578.0,,,,,,,
237,89213,786 Shawarma Donair,10b-234 Primrose Dr,Saskatoon,S7K 6Y6,SK,CAN,3069333980.0,,,,,,,,
238,89214,Sherwood Market & Deli,111 Sherwood Dr,Ottawa,K1Y 3V1,ON,CAN,6137296011.0,6137369898.0,6132622267.0,,,,,,
239,89215,Yum Yum Jamaican Restaurant,2450 Dufferin St,Toronto,M6E 3T1,ON,CAN,4169131742.0,6478303937.0,,,,,,,
240,89216,Cruda Cafe,93 Front Street East,Toronto,M5E 1C3,ON,CAN,6473466502.0,,,,,,,,
241,89217,Lucky Lotto Chester Fried Chicken (Walia's),228 Isabel St,Winnipeg,R3A 1G9,MB,CAN,2046911700.0,2047743399.0,,,,,,,
242,89218,Tokyo Sushi,8366 Woodbine Ave,Markham,L3R 2N8,ON,CAN,6468820152.0,3472428734.0,,,,,,,
243,89219,Good View,134 Dundas St E,Toronto,M5B 100,ON,CAN,4168610888.0,4168372118.0,4165366082.0,,,,,,
244,89220,Shanghai Restaurant,304 Springbank Dr.,London,N6J 1G5,ON,CAN,4082451342.0,,,,,,,,
245,89221,Shin Shin,978 University Ave W,Windsor,N9A 5S2,ON,CAN,5192521449.0,5195676568.0,5195746188.0,,,,,,
246,89222,Top Sushi,229 N. Christina Street,Sarnia,N7T 4C1,ON,CAN,5193367620.0,4167216788.0,,,,,,,
247,89223,I Love Sushi,494 Queen St W,Toronto,M5V 2B3,ON,CAN,3067898996.0,3065019708.0,3065526352.0,,,,,,
248,89224,Volcano Sushi (Commercial Dr),1861 Commercial Dr,Vancouver,V5N 4A6,BC,CAN,6046768809.0,7788633860.0,4158905051.0,3474204720.0,7783085034.0,,,,
249,89225,Golden Wok,120 Eringate Dr,Toronto,M9C 2N7,ON,CAN,2057987288.0,2054208396.0,2054517974.0,2052437578.0,9172913620.0,,,,
250,89226,Broadway Chinese Restaurant,1410 W Broadway,Vancouver,V6H 1H6,BC,CAN,6047310488.0,6047250528.0,,,,,,,
251,89227,Bangkok Paradise,494 Queen St. W,Toronto,M5V 2B3,ON,CAN,4165043210.0,4163648833.0,4168990292.0,,,,,,
252,89228,Kings Buffet,1389 Dundas Street,London,N5W 3B7,ON,CAN,5194518885.0,,,,,,,,
253,89229,John's Noodle Village,823 Bay St,Victoria,V8T 1R3,BC,CAN,2509789328.0,2505805821.0,2505882881.0,,,,,,
254,89230,Les Grillades,111 Colonnade Rd.,Ottawa,K2E 7M3,ON,CAN,6137923224.0,6138523912.0,,,,,,,
255,89231,Flamingo Palace Express,1161 Northmount Dr NW,Calgary,T2L 1N8,AB,CAN,4032508893.0,4036078688.0,,,,,,,
256,89232,Sushi Station,450 Memorial Ave,Thunder Bay,P7B 3Y6,ON,CAN,7858563330.0,9132937482.0,7858563320.0,9132937482.0,,,,,
257,89233,Mr Sub,4662 MacLeod Trl SW,Calgary,T2G 500000000,AB,CAN,4032877827.0,4037106459.0,,,,,,,
258,89234,Zam Zam Tikka & Kabab,462 Birchmount Rd,Scarborough,M1K 1N8,ON,CAN,4169016102.0,4167320448.0,6475561279.0,,,,,,
259,89235,Black Cat Lounge & Grill,150-635 6th Avenue S.W.,Calgary,T2P 0T5,AB,CAN,4032337654.0,5872271274.0,,,,,,,
260,89236,Mazaj Mediterranean Cuisine,230 7 Ave SW,Calgary,T2P 0W6,AB,CAN,4034401440.0,8472420738.0,,,,,,,
261,89237,Asian Cuisine,800 Central Ave,Saskatoon,S7N 2G6,SK,CAN,2018189288.0,2017790500.0,,,,,,,
262,89238,Jolly Good Chinese Food,3315 26 Ave SW,Calgary,T3E 0N2,AB,CAN,4032424400.0,,,,,,,,
263,89239,Noble Cuisine,10 Fairview Rd,Barrie,L4N 4P3,ON,CAN,7057359888.0,,,,,,,,
264,89240,New York Restaurant,5027 Centre Street,Niagara Falls,L2G 3N6,ON,CAN,9053545213.0,2892711131.0,9053577157.0,,,,,,
265,89241,Nori Sushi (Etobicoke),1530 Albion Rd,Etobicoke,M9V 1B3,ON,CAN,4167421530.0,6479965956.0,,,,,,,
266,89242,Natural Sushi Restaurant,714 Yonge St.,Toronto,M4Y 2B3,ON,CAN,4169218988.0,,,,,,,,
267,89243,Panda Chef,217 Parliament St,Toronto,M5A 2Z4,ON,CAN,9724423545.0,2148507329.0,9724423787.0,2148501928.0,4699010598.0,,,,
268,89244,Hockey Sushi,4055 Carling Ave,Kanata,K2K 2A4,ON,CAN,6132701122.0,4168169830.0,6132701153.0,,,,,,
269,89245,Green Leaf Bubble Tea,1539 Stittsville Main St Unit 107,Stittsville,K2S 2Z9,ON,CAN,3435880859.0,,,,,,,,
270,89246,Golden Star Restaurant,10112 101 Ave,Grande Prairie,T8V 0Y2,AB,CAN,8314224132.0,8318096533.0,,,,,,,
271,89247,Lazy Monkey,11-3616 52 Ave NW,Calgary,T2L 1V9,AB,CAN,8254495168.0,,,,,,,,
272,89248,Hime Sushi,315 E Broadway,Vancouver,V5T 1W5,BC,CAN,6047081616.0,,,,,,,,
273,89249,Peking Restaurant,840 Corydon Ave,Winnipeg,R3N 0J2,MB,CAN,7148933020.0,7144677298.0,,,,,,,
274,89250,House of Kwan,500 Notre Dame Dr #440,Kamloops,V2C 6T6,BC,CAN,2364252000.0,,,,,,,,
275,89251,Guang Zhou Restaurant,108 Main St N,Preeceville,S0A 3B0,SK,CAN,13065473326.0,,,,,,,,
276,89252,Creekside Chinese Restaurant Creekside Chinese,91 East Lake Crescent NE Unit2,Airdrie,T4A 2H6,AB,CAN,5877752828.0,5877752829.0,4039930982.0,,,,,,
277,89253,GREEN LEAF,591 March Rd #6,Kanata,K2K 2M5,ON,CAN,16132169066.0,6132169066.0,,,,,,,
278,89254,Tak Lee Café,6 Crescent Ave W,Souris,R0K 2C0,MB,CAN,2044832742.0,,,,,,,,
279,89255,Happy Garden Restaurant,436 Dewdney Ave,Regina,S4N 0,SK,CAN,5087472801.0,6176695498.0,5087472802.0,,,,,,
280,89256,Harbin Chinese Restaurant 哈尔滨老道外砂锅居,591 March Rd #5,Kanata,K2K 2M5,ON,CAN,6136931525.0,,,,,,,,
281,89257,Gozen Kitchen,17 Main St N,Gilbert Plains,R0L 0X0,MB,CAN,2045484368.0,2045484368.0,,,,,,,
282,89258,Red Rice Buffet,125 Peter St,Port Hope,L1A 1C5,ON,CAN,9058851138.0,9058851138.0,,,,,,,
283,89259,Asian Pear Buffet,2050 Harvey Ave,Kelowna,V1Y 8P8,BC,CAN,2508680038.0,,,,,,,,
284,89260,Hot Pot Kitchen(鱻辣燙),29 St Joseph St,Toronto,M4Y 1J8,ON,CAN,14169649999.0,,,,,,,,
285,89261,Gordon Food Service,1700 Cliveden Ave,Delta,V3M 6T2,BC,CAN,,,,,,,,,
286,89262,Rice To Go,6919 172 St NW,Edmonton,T5T 5Y1,AB,CAN,8303930292.0,7025253345.0,7025236260.0,,,,,,
287,89263,Delicious legend (North Battleford) 美味源,1102 102 St,North Battleford,S9A 100000000,SK,CAN,13064456688.0,,,,,,,,
288,89264,Full House Restaurant,74 Old Placentia Rd,Mount Pearl,A1N 5H5,NL,CAN,17093648399.0,,,,,,,,
289,89265,Dim Sum Queen,3241 Yonge St,Toronto,M4N 2L5,ON,CAN,14163228818.0,,,,,,,,
290,89266,Golden Panda Restaurant,6355 152 St,Surrey,V3S 3K8,BC,CAN,16045723889.0,6045723889.0,,,,,,,
291,89267,Harmony Restaurant(蜀留香),478 Dundas St W,Toronto,M5T 1G9,ON,CAN,6475331108.0,4165917733.0,6473584888.0,4168009679.0,,,,,
292,89268,New York Restaurant,5027 Centre St,Niagara Falls,L2G 3L6,ON,CAN,9053545213.0,2892711131.0,9053577157.0,,,,,,
293,89269,Dragon Palace,1292 101 St,North Battleford,S9A 0Z8,SK,CAN,9182252688.0,6466390865.0,6463226690.0,9293185558.0,,,,,
294,89270,Japango,122 Elizabeth St,Toronto,M5G 1P5,ON,CAN,14165995557.0,,,,,,,,
295,89271,HI TEA & HI CHICKEN (台湾奶茶),8025 104 St NW,Edmonton,T6E 4000,AB,CAN,17809441388.0,7809441388.0,,,,,,,
296,89272,Chinese Wok,22 Westside Dr,Cochrane,T4C 1M1,AB,CAN,2813380038.0,8327109293.0,,,,,,,
297,89273,Dumpling & More,442 Dundas St W,Toronto,M5T 1G7,ON,CAN,16473483168.0,6473483168.0,,,,,,,
298,89274,Wok 'N Roll,25 Industrial Dr,Elmira,N3B 3K3,ON,CAN,2567181033.0,7183607558.0,,,,,,,
299,89275,The Great Wok of China,377 Burnhamthorpe Rd E,Mississauga,L5A 3Y1,ON,CAN,19052767665.0,9052767665.0,9052767621.0,,,,,,
300,89276,Sun Tin Day Cafe,5137 Victoria Dr,Vancouver,V5P 3V1,BC,CAN,16043366168.0,,,,,,,,
301,89277,McCarthy Garden Chinese Food,6340 Dewdney Ave,Regina,S4T 1000,SK,CAN,13065436999.0,,,,,,,,
302,89278,Silk Road Restaurant,1852 Dundas St E,Mississauga,L4X 1L9,ON,CAN,7035343838.0,5712763684.0,3042083270.0,,,,,,
303,89279,South China Chinese Food,1223 Main St W,Hamilton,L8S 1C3,ON,CAN,9055288474.0,,,,,,,,
304,89280,Full Yuan Seafood Restaurant,3833 Midland Ave #38,Scarborough,M1V 5L6,ON,CAN,14163353676.0,,,,,,,,
305,89281,Blue Willow Restaurant Ltd,11107 103 Ave NW,Edmonton,T5K 2P1,AB,CAN,17804280584.0,7804262121.0,,,,,,,
306,89282,BULAGE Prague,2111 Centre St NW Unit 3,Calgary,T2E 2T2,AB,CAN,14032779933.0,4032779933.0,,,,,,,
307,89283,川湘小厨 Hu‘s Kitchen,4394 Imperial St,Burnaby,V5J 1A9,BC,CAN,16044393029.0,,,,,,,,
308,89284,Colour See See,4689 Kingsway,Burnaby,V5H 2B3,BC,CAN,6045599895.0,,,,,,,,
309,89285,Paul's Restaurant,4621 Hastings St,Burnaby,V5C 2K6,BC,CAN,16042986905.0,,,,,,,,
310,89286,Main Choice Chinese restaurant,13393 72 Ave,Surrey,V3W 2N5,BC,CAN,16045918677.0,6045918677.0,,,,,,,
311,89287,The Wokker Restaurant,5555 Eglinton Ave W,Etobicoke,M9C 5M1,ON,CAN,19052383177.0,9052383177.0,,,,,,,
312,89288,Amy's,120 Service Rd,Vulcan,T0L 2B0,AB,CAN,14034852222.0,,,,,,,,
313,89289,Beijing Restaurant,2309 20 Av,Nanton,T0L 1R0,AB,CAN,4153338182.0,4158068962.0,4808894265.0,,,,,,
314,89290,Chao Shou Wang,4500 Kingsway,Burnaby,V5H 2B1,BC,CAN,17783715033.0,,,,,,,,
315,89291,Qinthai chinese cuisine Qinthai Cuisine,325 Weston Rd,Toronto,M6N 4Z9,ON,CAN,4167669333.0,14162430630.0,4162430630.0,6477120901.0,4163589868.0,6476129384.0,4162431015.0,4168980302.0,
316,89292,Asian One Restaurant,9600 Islington Ave Unit D1,Woodbridge,L4H 2T1,ON,CAN,19055528882.0,9055528882.0,,,,,,,
317,89293,a! Xiang Noodle,3250 Midland Ave,Scarborough,M1V 0C4,ON,CAN,16478256288.0,,,,,,,,
318,89294,Chinese Dumpling House,4040 Creditview Rd,Mississauga,L5C 3Y8,ON,CAN,9052705988.0,,,,,,,,
319,89295,Happy Kitchen,9907 103 St #101,Fort Saskatchewan,T8L 2C8,AB,CAN,9099499888.0,9172155371.0,9092475187.0,,,,,,
320,89296,Golden House Restaurant,1280 Yonge St,Toronto,M4T 1W5,ON,CAN,2156288298.0,9175820989.0,2156288362.0,,,,,,
321,89297,Joju Hotpot 九州簡餐,4544 Hastings St,Burnaby,V5C 2K4,BC,CAN,16042970371.0,,,,,,,,
322,89298,HQ Chinese Skillet (川味坊),204-403 North Rd,Coquitlam,V3K 3V9,BC,CAN,17783558181.0,,,,,,,,
323,89299,Empire Garden Chinese Restaurant,20378 88 Ave,Langley Twp,V4W 3N7,BC,CAN,16048821111.0,,,,,,,,
324,89300,Tin Tin Congee Chinese Restaurant,4205 Keele St,North York,M3J 3T8,ON,CAN,14166618883.0,4166618883.0,,,,,,,
325,89301,M Palace Seafood & Dim Sum Restaurant Ltd.,10400 Macleod Trail SE,Calgary,T2J 0P8,AB,CAN,15873333088.0,,,,,,,,
326,89302,Mighty Mango Restaurant Ltd,15425 Bannister Rd SE #18,Calgary,T2X 3000000000,AB,CAN,14032542888.0,,,,,,,,
327,89303,田师傅湘菜 Tian Shi Fu Restaurant,8251 Alexandra Rd,Richmond,V6X 1C3,BC,CAN,7782231245.0,6778445632.0,,,,,,,
328,89304,Twenty Thirty Chinese,602D 16 Ave NW,Calgary,T2M 0J7,AB,CAN,14034570880.0,,,,,,,,
329,89305,China House,8 Conway St #160,Red Deer,T4P 0M9,AB,CAN,7186655878.0,9176909265.0,,,,,,,
330,89306,Leng's Chinese Food,18212 89 Ave NW,Edmonton,T5T 6S1,AB,CAN,,,,,,,,,
331,89307,Chan fortune restaurant - old,3968 Lakeshore Rd,Kelowna,V1W 1V5,BC,CAN,17784773988.0,7784773988.0,,,,,,,
332,89308,Sizzling House Restaurant,1513 Broadway Ave E,Redcliff,T0J 2P0,AB,CAN,14035283388.0,,,,,,,,
333,89309,Broadway Chinese,1410 W Broadway,Vancouver,V6H 1H4,BC,CAN,16047310488.0,,,,,,,,
334,89310,wuhan spicy duck 武汉鸭脖,8260 Westminster Hwy,Richmond,V6X 3Y2,BC,CAN,16044478686.0,,,,,,,,
335,89311,Great Red Peppers,60 James St N,Hamilton,L8R 2K1,ON,CAN,19055234888.0,9055234888.0,,,,,,,
336,89312,Summer Palace,3602 Taylor St E,Saskatoon,S7H 5H9,SK,CAN,4072818222.0,4076176722.0,4076209779.0,8189153455.0,,,,,
337,89313,Chuan Yue,8329 Oak St,Vancouver,V6P 4A9,BC,CAN,16043366238.0,6043366238.0,,,,,,,
338,89314,New Dynasty Restaurant & Bar(AB T2A 6X1),575 28 St SE,Calgary,T2A 6X1,AB,CAN,14032480061.0,,,,,,,,
339,89315,付小姐在成都 Miss Fu In Cheng Du,2130-8391 Alexandra Rd,Richmond,V6X 1C3,BC,CAN,16043705667.0,,,,,,,,
340,89316,杭帮菜,3887 Don Mills Rd,Toronto,M2H 2S7,ON,CAN,6473516660.0,,,,,,,,
341,89317,Phoenix Kitchen + Lounge 鳳凰城 酒家,8060 Silver Springs Blvd NW #140,Calgary,T3B 5K1,AB,CAN,14032889292.0,,,,,,,,
342,89318,Phoenix Gate Chinese Cuisine 鳳凰軒海鮮酒家,1518 Centre A St NE,Calgary,T2E 2R9,AB,CAN,14035208098.0,,,,,,,,
343,89319,Grand Crystal Seafood Restaurant,4500 Kingsway #2216,Burnaby,V5H 4V2,BC,CAN,16044560388.0,,,,,,,,
344,89320,NoodleMan,6336 Vedder Rd,Chilliwack,V2R 1C8,BC,CAN,16048584999.0,6048584999.0,,,,,,,
345,89321,Taste Of China,34 Athabasca Ave,Devon,T9G 1G2,AB,CAN,7182563838.0,3479259610.0,7182563085.0,3475069556.0,9296104785.0,,,,
346,89322,Dumplings & Szechuan Cuisine,2557 Warden Ave,Scarborough,M1W 2H7,ON,CAN,14164937375.0,,,,,,,,
347,89323,Emperor's Palace Chinese Cuisine,10638 100 St NW,Edmonton,T5H 4L4,AB,CAN,17807572288.0,7807572288.0,,,,,,,
348,89324,Jade Valley Chinese Restaurant,10090 152 St,Surrey,V3R 8X8,BC,CAN,16045882345.0,,,,,,,,
349,89325,Futian Dumpling Restaurant,3490 Kingsway #7,Vancouver,V5R 5L7,BC,CAN,16044288638.0,,,,,,,,
350,89326,Joyce Jiaozi Restaurant,5171 Joyce St,Vancouver,V5R 4G8,BC,CAN,16044365678.0,,,,,,,,
351,89327,Lucky Koi Express Chinese Restaurant,1100 Portage Ave,Winnipeg,R3G 0S4,MB,CAN,12049439933.0,,,,,,,,
352,89328,Yami Garden Chinese Restaurant 來一份,8-20 Island Shore Blvd,Winnipeg,R3X 1N6,MB,CAN,12046911189.0,,,,,,,,
353,89329,Chipan Japanese Sushi & Chinese Cuisine,103 - 535 Yates St,Victoria,V8W 2Z6,BC,CAN,17784337229.0,,,,,,,,
354,89330,New World Restaurant,2840 2 Ave W,Prince Albert,S6V 5Z4,SK,CAN,6188425510.0,6185998924.0,6189192778.0,6189191367.0,6183151972.0,,,,
355,89331,一品川菜 Szechuan Delicious Restaurant,125-8291 Alexandra Rd,Richmond,V6X 1C3加拿大,BC,CAN,6043701479.0,,,,,,,,
356,89332,China Emerald Buffet,143 Hartzel Rd,St. Catharines,L2P 1N6,ON,CAN,19059388898.0,,,,,,,,
357,89333,Taste of China Seafood Restaurant,338 Spadina Ave,Toronto,M5T 2G2,ON,CAN,14163488828.0,,,,,,,,
358,89334,Park Street Garden,2407 Park St,Regina,S4N 2H1,SK,CAN,3063472828.0,,,,,,,,
359,89335,Tang Home Style Lamb & Beef,3380 Midland Ave,Scarborough,M1V 5B5,ON,CAN,16474300188.0,,,,,,,,
360,89336,Shanghai Classic Restaurant,8282 Centre St N,Calgary,T3K 2X4,AB,CAN,14032951323.0,,,,,,,,
361,89337,Sushi97,892 Central St E,Prince George,V2M 3B8,BC,CAN,12505633997.0,,,,,,,,
362,89338,Empress Palace Restaurant,8650 112 Ave NW,Calgary,T3R ,AB,CAN,5872963098.0,,,,,,,,
363,89339,Best Wok,968 Alder St,Campbell River,V9W 2P9,BC,CAN,8457350663.0,8457356088.0,2015739578.0,6466597371.0,,,,,
364,89340,Marine Bay Restaurant,8511 Alexandra Rd,Richmond,V6X 1C3,BC,CAN,16042853668.0,,,,,,,,
365,89341,Potato Noodles,275 Wharncliffe Rd N,London,N6H ,ON,CAN,15196016988.0,5196016988.0,,,,,,,
366,89342,Riverview Garden Restaurant,3564 Pembina Hwy,Winnipeg,R3V 1A7,MB,CAN,12046155828.0,,,,,,,,
367,89343,Kuan Zhai Road Restaurant,3488 Kingsway,Vancouver,V5R 5L6,BC,CAN,16044303488.0,6044303488.0,,,,,,,
368,89344,Fortune City Seafood Restaurant,2800 E 1st Ave,Vancouver,V5M 4P3,BC,CAN,16042550008.0,,,,,,,,
369,89345,Guilin Noodles 桂林米粉,303 Centre St S #113,Calgary,T2G 2B9,AB,CAN,4037679090.0,,,,,,,,
370,89346,Tasty Village Restaurant,12524 132 Ave NW,Edmonton,T5L 3P9,AB,CAN,17804887772.0,,,,,,,,
371,89347,Cindys Palace,1796 Nanaimo St,Vancouver,V5M 1C5,BC,CAN,16042539717.0,,,,,,,,
372,89348,Kings Chef Chinese Resturant,1266 Bloor St W,Toronto,M6H 1N8,ON,CAN,14165328882.0,4167666366.0,,,,,,,
373,89349,Apple Inn Chinese Restaurant,2409 Edmonton Trail,Calgary,T2E 3M7,AB,CAN,14032763353.0,,,,,,,,
374,89350,Silver Palace Restaurant Inc,305 9 St E,Meadow Lake,S9X 1H1,SK,CAN,13062365155.0,3062365155.0,,,,,,,
375,89351,Asian Kitchen,212 Bank St,Ottawa,K2P 1X1,ON,CAN,4433942650.0,3015295786.0,4433942651.0,,,,,,
376,89352,Royal Congee Chinese Cuisine,4 Greystone Walk Dr,Scarborough,M1K 5J2,ON,CAN,14162618818.0,,,,,,,,
377,89353,On On Wonton House,5640 Kingsway,Burnaby,V5H 2G5,BC,CAN,16044374000.0,,,,,,,,
378,89354,Magnolia Chinese Cuisine,7666 Lundy's Ln,Niagara Falls,L2H 1H1,ON,CAN,19053563388.0,,,,,,,,
379,89355,Rice Bowl Rose Garden,1180 Columbia St W,Kamloops,V2C 6R6,BC,CAN,12503723868.0,2503723868.0,,,,,,,
380,89356,New Sky Restaurant,353 Spadina Ave,Toronto,M5T 2G3,ON,CAN,14165968787.0,,,,,,,,
381,89357,Peking Restaurant - old,840 Corydon Ave,Winnipeg,R3N 0J2,MB,CAN,12044532439.0,2044532458.0,,,,,,,
382,89358,Sing Hing Restaurant,4456 Limebank Rd,Ottawa,K1X 100000000,ON,CAN,7183871361.0,9172863202.0,7187180446.0,9179570235.0,6469619433.0,,,,
383,89359,South Silk Road Chinese Restaurant,5552 Calgary Trail NW,Edmonton,T6H 4K1,AB,CAN,17807602222.0,,,,,,,,
384,89360,South Silk Road Chinese Restaurant 云之南中餐馆,823 14 St NW,Calgary,T2N 2A4,AB,CAN,14032700707.0,,,,,,,,
385,89361,Calan Beef Noodle 卡兰拉面,2219 Centre St N,Calgary,T2E 2T4,AB,CAN,15873500050.0,,,,,,,,
386,89362,Gold Village Chinese Restaurant,401 Craig St,Dawson City,Y0B 1G0,YT,CAN,18679932368.0,,,,,,,,
387,89363,Sandy La Chinese Restaurant,5257 Victoria Dr,Vancouver,V5P 3V4,BC,CAN,16043271862.0,,,,,,,,
388,89364,HingLung Chinese Restaurant,5-8580 Young Rd,Chilliwack,V2P 6Z8,BC,CAN,16044021238.0,6044021238.0,,,,,,,
389,89365,Pink Pearl Chinese Seafood Restaurant,1132 E Hastings St,Vancouver,V6A 1S2,BC,CAN,6042534316.0,,,,,,,,
390,89366,Panda Garden,5007 50 Ave,Bonnyville,T9N 2P8,AB,CAN,2077837755.0,9172572629.0,2077132324.0,2077132324.0,,,,,
391,89367,Tradition Chinese Cuisine,573 Lawrence Ave,Kelowna,V1Y 6L8,BC,CAN,17784782788.0,,,,,,,,
392,89368,Dragon Garden Restaurant,33 Harvest Hills Dr NE,Calgary,T3K 4R2,AB,CAN,14032263883.0,,,,,,,,
393,89369,Harmony Restaurant,478 Dundas St W,Toronto,M5T 1G9,ON,CAN,7735860777.0,7738271348.0,7735862929.0,,,,,,
394,89370,James On Hastings Chinese Restaurant,2683 E Hastings St,Vancouver,V5K 3W8,BC,CAN,16042553188.0,,,,,,,,
395,89371,Baiyulan Shanghai Cuisine,129-4940 Number 3 Rd,Richmond,V6Y 1N5,BC,CAN,16043048288.0,,,,,,,,
396,89372,Li's Braised Chicken 小李黄焖,384 Yonge St unit 56,Toronto,M5B 1S8,ON,CAN,14169015880.0,,,,,,,,
