Snowball Map,ID,Name,Opening Hours,Street,City/Town,State/Province Code,Zip/Postal Code,Country,First Name,Last Name,Title,Role,Contact Email,Contact Phone,Established,Estimated Employees,Business Phone,Contact Count,Most Common Email,Cuisines (Regional),Price Range
520,8c2271efdd789e36,Truya Sushi,"Mon-Fri 10:30am-2pm 5pm-9:30pm, Sat-Sun 5pm-9:30pm",3431 El Camino Real,Santa Clara,CA,95051,United States,Scott,Kim,Business Owner,Owner,,,1989,,(408) 244-4534,1,,Japanese,$$
523,737886440c06fabe,Suehiro Japanese Restaurant,"Mon-Tue 11am-2pm 4pm-8:30pm, Wed 4pm-8:30pm, Thu 11am-2pm 4pm-8:30pm, Fri 11am-2pm 4pm-9pm, Sat 4pm-9pm, Sun Closed",631 N Main St,Pueblo,CO,81003,United States,Sacatiko,Tyon,Owner,Owner,,,1994,,(719) 583-8035,5,,Japanese,$$
528,7168861ef0f9b563,Izakaya An,"Mon-Wed Closed, Thu 3:30pm-9pm, Fri 3:30pm-11pm, Sat 1:30pm-11pm, Sun 1:30pm-9pm",3501 Clayton Rd,Concord,CA,94519,United States,Steven,Yen,Owner,Owner,,,2019,,(925) 338-2852,1,info@izakaya-an.com,Japanese,$$
534,7272673cedfd8dfb,Nana San,"Mon-Thu 11:30am-2pm 5:30pm-9:30pm, Fri 11:30am-2pm 5:30pm-10pm, Sat 5:30pm-10pm, Sun Closed",3601 Jamboree Rd,Newport Beach,CA,92660,United States,Goro,Sakurai,Principal,Owner,,,2009,,(949) 474-7373,2,,Japanese,$$$
547,80e22945965affd4,Reiki Sushi & Asian Bistro,"Mon Closed, Tue-Thu 11am-9pm, Fri-Sat 11am-9:30pm, Sun 4pm-9pm",239 Danbury Rd,Wilton,CT,6897,United States,Regine,Criss,,,,,2012,,(203) 762-8788,1,reikiasianbistro@yahoo.com,Japanese,$$
554,85a69c55943fc383,Sushi 9,"Mon 11am-9pm, Tue Closed, Wed-Thu 11am-9pm, Fri-Sat 11am-10pm, Sun 11am-9pm",720 Schillinger Rd S,Mobile,AL,36695,United States,Vina,Khantavongsa,Manager,General,,,,,(251) 607-7073,1,vinakhanthavongsa@yahoo.com,Japanese; Thai,$
563,8334ff390b12fc7b,Cajun Boys and Our Poboys,"Mon-Fri 11am-2pm, Sat-Sun Closed",3120 Highway 52 W,Pelham,AL,35124,United States,Katie,Krouse,Photo Credit,Finance,,,2017,,(205) 624-4612,3,,Southern; Cajun,$$
566,81bb1146209cb83a,LA Crab Shack,Daily Noon-9pm,1948 W Broadway Rd,Mesa,AZ,85202,United States,Hieu,Truong,Principal,Owner,,,2017,,(480) 659-7922,2,rewards@pacificcatch.com,Creole; Cajun,$$
568,8cd485040bb288bb,Starfish,Daily 3pm-6pm,30832 Coast Hwy,Laguna Beach,CA,92651,United States,Archie,Mack,Member,Owner,,,,,(949) 715-9200,5,brynn@starfishcalifornia.com,Japanese; Thai,$$
579,92af8c0ecb905c61,Ward's The Crawfish Hole,"Mon-Wed Closed, Thu 4pm-9pm, Fri-Sat Noon-9pm, Sun Noon-7pm",768 Crystal Hill Rd,Hot Springs National Park,AR,71913,United States,Dannette,Ward,Principal,Owner,,,,,(501) 762-8456,1,,Creole; Cajun,$$
582,92cd3baf3a689b9c,Fishbowl Poke Co.,Daily 11am-10pm,18427 Nordhoff St,Northridge,CA,91325,United States,Nick,Scarmozzino,Joint Owner,Owner,nickscarmozzino@gmail.com,,2016,,(818) 515-7675,1,nickscarmozzino@gmail.com,Japanese,$
585,8f21507328a8f677,Ramen Sky,"Mon-Wed 11:30am-7:30pm, Thu Closed, Fri-Sun 11:30am-7:30pm",1320 Broadway,Burlingame,CA,94010,United States,Sky,Yen,Principal,Owner,,,,,(650) 539-3989,2,business@skyramen.com,Japanese,$$
586,90df41c0cd2a421c,Shabuya,"Mon-Thu 11:30am-10pm, Fri-Sat 11:30am-11pm, Sun 11:30am-10pm",18279 Brookhurst St,Fountain Valley,CA,92708,United States,Kevin,Ai,Food Preparation Worker,,,,,,(714) 860-7772,2,,Japanese,$$
594,76544cb58e390280,Haha Ramen Sushi,"Mon 11am-9pm, Tue Closed, Wed-Thu 11am-9pm, Fri-Sat 11am-9:30pm, Sun 11am-9pm",22560 Foothill Blvd,Hayward,CA,94541,United States,Wan,Miuwun,Manager,General,,,,,(510) 886-4888,1,,Japanese,$$
602,7b74e2475ea6b996,Mao Izakaya & Sushi,"Mon-Thu 11am-2:30pm 4:30pm-9pm, Fri 4:30am-11pm, Sat 11am-11pm, Sun 11am-9pm",7222 Regional St,Dublin,CA,94568,United States,Marcellus,Sanchez,Line Cook,Back of the House,,,,,(925) 361-5555,1,,Korean; Japanese,$$
603,7bc18566d4316639,Cho Cho San,Daily Noon-10pm,19010 Ventura Blvd,Tarzana,CA,91356,United States,Aki,Kawashima,Partner,Owner,,,1977,,(818) 881-8518,2,,Japanese,$
610,93b2bd9be8b3edd4,Nimo's Sushi Bar & Japanese,"Mon-Tue Closed, Wed-Sat 5pm-9pm, Sun Closed",921 E Harmony Rd,Fort Collins,CO,80525,United States,Hiroshi,Nimota,Administrator,Owner,,,,,(970) 221-1040,1,,Japanese,$$
611,974a4d1c13213e82,California Bowl,"Mon-Sat 11:30am-8:30pm, Sun Closed",706 N Vermont Ave,Los Angeles,CA,90029,United States,Michael,Kim,Owner,Owner,,,2007,,(323) 669-3070,1,scl4usc@aol.com,Japanese,$$
612,9726d9619248fdfe,Queen,,550 Washington Ave,Miami Beach,FL,33139,United States,Mitchell,Hesse,Executive Chef,Back of the House,,,,,(786) 373-2930,1,omakase@queenmiamibeach.com,Japanese,$$$
624,7ea107d89c15a347,Sexy Fish Miami,"Mon-Wed Noon-Midnight, Thu-Sat Noon-2am, Sun Noon-Midnight",1001 S Miami Ave,Miami,FL,33130,United States,BjöRn,Weissgerber,Executive Chef,Back of the House,,,,,(305) 889-7888,1,events.miami@sexyfish.com,Japanese,$$$$
626,803a8497373503df,Blofish,"Mon 4pm-8:30pm, Tue-Thu Noon-3pm 4am-8:30pm, Fri-Sat Noon-9:30pm, Sun Noon-3pm 4am-8:30pm",1932 14th St,Boulder,CO,80302,United States,Curtis,Gardner,Brand Marketing Manager,Sales & Marketing,curtis@blo.fish,,,,(720) 708-2991,3,curtis@blo.fish,Japanese,$$
631,c49201a2d37674c0,Utage,"Mon-Tue Noon-3pm 4:30am-9pm, Wed 4:30pm-9pm, Thu Noon-3pm 4:30am-9pm, Fri Noon-9:30pm, Sat 2pm-9:30pm, Sun 4:30am-9pm",440 E Clayton St,Athens,GA,30601,United States,Henry,Garrard,Principal,Owner,,,2002,,(706) 227-9339,4,utageathens@gmail.com,Japanese,$$
639,d87f1a93f3af9592,JPAN - Shops at Siesta Row,"Mon-Fri 11:30am-2pm 5pm-9:30pm, Sat 5pm-9:30pm, Sun 5pm-9pm",3800 S Tamiami Trl,Sarasota,FL,34239,United States,Daniel,Dokko,Principal,Owner,,,2011,,(941) 954-5726,2,jpansrq@gmail.com,Japanese,$$
646,c95c87d8ec2c4eeb,Fujiyama-Ya,"Mon Closed, Tue-Sun 5pm-10pm",1234 Noriega St,San Francisco,CA,94122,United States,Seikko,Matzuyama,Owner,Owner,,,1989,,(415) 665-1772,1,,Japanese,$
652,d6e1598ebd546c17,Starfish,,2255 Peachtree Rd NE,Atlanta,GA,30309,United States,Yukarj,Ono,Principal,Owner,,,2006,,(404) 350-0799,2,,Japanese,$$
663,d9a7886f3c93d326,OKI Asian Bistro,"Mon-Thu 11am-10pm, Fri-Sat 11am-11pm, Sun Noon-10pm",415 Hartford Tpke,Vernon,CT,6066,United States,Bernice,Malbrue,Principal,Owner,,,2013,,(860) 870-8885,2,info@okivernon.com,Japanese,$$
668,d9325f296a8e26bc,The Room Sushi Bar,"Mon-Fri 11am-9:30pm, Sat-Sun Noon-9:30pm",1884 Westwood Blvd,Los Angeles,CA,90025,United States,Ancharee,Ungphakorn,Principal,Owner,,,2013,,(310) 474-0462,1,,Japanese,$$
670,d8f30570e096ee34,Tokyo,"Mon-Thu 11am-10pm, Fri-Sat 11am-11pm, Sun Noon-10pm",7911 W Hillsborough Ave,Tampa,FL,33615,United States,James,Eastman,Manager,General,,,2006,,(813) 888-8808,1,,Japanese; Chinese,$
676,d799467aa28ed625,I ai Sushi,"Mon-Sat Noon-2pm 5am-9pm, Sun 5pm-9pm",3691 W Waters Ave,Tampa,FL,33614,United States,Daiji,Sano,Principal,Owner,,,2007,,(813) 932-1111,1,,Japanese,$$
681,a1f8aa6ffe7d3ce4,Kaiwa Sushi,"Mon-Thu 11am-2:30pm 5pm-9pm, Fri 11am-2:30pm 5pm-9:30pm, Sat 5pm-9:30pm, Sun Closed",1534 Locust St,Walnut Creek,CA,94596,United States,Nghia,Ly,Owner,Owner,,,1997,,(925) 274-9496,2,,Japanese,$$
682,a134b534a023e710,Miyuki Restaurant,"Mon Closed, Tue-Fri 11:30am-1:30pm 5pm-9pm, Sat 5pm-9pm, Sun 4:30pm-8:30pm",452 E Lake Ave,Watsonville,CA,95076,United States,Yasuo,Sakaguchi,Owner,Owner,,,1990,,(831) 728-1620,2,miyuki_restaurant@yahoo.com,Japanese,$$
695,a30747eccfc552ec,Yamato Japanese Restaurant,"Mon 5pm-8:30pm, Tue-Fri 11am-1:30pm 5pm-8:30pm, Sat 5pm-8:30pm, Sun Closed",857 E Grant Rd,Tucson,AZ,85719,United States,Noboru,Nakajima,Owner,Owner,,,1988,,(520) 624-3377,2,,Japanese,$$
707,cfcf33be01e54541,Izakaya Ginji,"Mon-Sat 11:30am-1:30pm 5pm-9pm, Sun Closed",301 E 4th Ave,San Mateo,CA,94401,United States,Ginjiro,Nishimoto,Principal,Owner,,,2010,,(650) 348-1110,2,ginjirestaurant@yahoo.com,Japanese,$$
712,cfb5f65541a7140e,Nature's Food Patch,"Mon-Sat 9am-11am, Sun 9am-2pm",966 Douglas Ave,Dunedin,FL,34698,United States,Beryl,Rosenblum,Fitness Manager,General,,,2018,,(727) 304-1010,8,creating@naturesfoodpatch.com,American; Japanese,$$$
720,d2720de7c25c5566,O Sushi Restaurant,"Mon Closed, Tue-Sat 11am-2pm 4:30pm-8:30pm, Sun Closed",4689 E Speedway Blvd,Tucson,AZ,85712,United States,Young,Park,,,,,2016,,(520) 325-6552,1,,Japanese,$$
721,d2548e7e44e78a03,iShanghai,,8216 World Center Dr,Orlando,FL,32821,United States,Liu,Tiancheng,Principal,Owner,,,2002,,(407) 238-2998,3,2015ishanghai@gmail.com,Shangainese,$$$
723,d20817065696fa97,Roux Dat Cajun Creole,Daily 11am-8pm,3555 Clares St,Capitola,CA,95010,United States,Chad,Glassley,President,General,,,,,(831) 295-6372,1,,Cajun,$
725,d3bc510251007e57,Asahi Sushi,"Mon 11:30am-10pm, Tue-Wed 11:30am-9:30pm, Thu 11:30am-10pm, Fri-Sat 11:30am-9pm, Sun 11:30am-9:30pm",10375 Balboa Blvd,Granada Hills,CA,91344,United States,Geum,Chung,Owner,Owner,,,2004,,(818) 360-8499,1,,Japanese,$$
734,af065617bdaade04,88 Chinese Restaurant,"Mon-Thu 11am-9:30pm, Fri-Sat 11am-10pm, Sun Noon-9pm",4175 Town Center Blvd,Orlando,FL,32837,United States,John,Pen,Manager,General,,,2001,,(407) 438-0388,2,,Peruvian; Chinese,$$
740,b123fcf30b23299d,Backyard Bayou,"Mon-Fri 3:30pm-6pm, Sat-Sun Closed",32280 Dyer St,Union City,CA,94587,United States,Han,Huynh,Business Owner,Owner,han@thebackyardbayou.com,,2013,,(510) 675-0095,6,han@thebackyardbayou.com,Cajun,$$
745,a4b49d491ce88b72,Makino Sushi,,1818 Main St,Irvine,CA,92614,United States,Kaku,Makino,Branch Manager,Operations,,,,,(949) 724-1204,1,,Japanese,$$
764,c61cc0a1c986ddab,Lily Sushi Bar,"Mon-Thu 11:30am-2:30pm 5pm-9pm, Fri-Sat 11:30am-2:30pm 5pm-10pm, Sun Closed",220 S Main St,Alpharetta,GA,30009,United States,Tan,Tran,Server,Front of the House,,,,,(678) 650-3168,1,info@lilysushibar.com,Japanese,$$
774,c2d61de225248a37,See Thai & Japanese Cuisine,"Mon-Thu Noon-3:30pm 5:30am-9:45pm, Fri Noon-3:30pm 5:30am-10pm, Sat-Sun 4pm-10pm",1111 E Hallandale Beach Blvd,Hallandale,FL,33009,United States,Orasa,Srisukserm,Business Owner,Owner,,,1988,,(954) 456-8878,2,saja_jr@hotmail.com,Japanese; Thai,$$
776,c4e3047dd084fbae,Tokyo Fast Food,"Mon-Sat 11am-9pm, Sun Closed",11921 Santa Monica Blvd,Los Angeles,CA,90025,United States,,Kimiko,President,General,,,1985,,(310) 478-3603,1,,Japanese,$
778,6aa933a10aad6710,Poki Bomb,,8901 Valley View St,Buena Park,CA,90620,United States,Joong,Ko,Principal,Owner,,,,,(714) 229-5829,1,,Hawaiian; Japanese,$$
781,6c54f147952bcdd7,Tatsu Ramen,"Mon-Wed 11am-1am, Thu-Sat 11am-3am, Sun 11am-1am",7111 Melrose Ave,Los Angeles,CA,90046,United States,William,Khoe,Partner,Owner,william@tatsuramen.com,,2012,,(323) 879-9332,7,william@tatsuramen.com,Japanese,$$
783,71970d420e98cf1f,Takamatsu,"Mon-Thu 11am-2:30pm 4pm-7pm, Fri 11am-2:30pm, Sat Closed, Sun 4pm-7pm",5532 E Speedway Blvd,Tucson,AZ,85712,United States,Richard,Koga,President,General,,,1995,,(520) 512-0800,2,,Korean; Japanese,$$
784,715b4839fc4ff524,Clover Bakery & Cafe,"Mon Closed, Tue-Sun 8am-5pm",4342 Moorpark Ave,San Jose,CA,95129,United States,Yuka,Sugino,Cashier,Front of the House,,,,,(408) 257-3412,1,,Japanese,$
791,b4e94c1f44dab994,Sushi West,"Mon-Fri 11am-9pm, Sat-Sun 11:30am-9pm",4105 Atlantic Ave,Long Beach,CA,90807,United States,Andy,Takeqcki,Owner,Owner,,,2002,,(562) 424-5004,2,kikugroup-airway@outlook.com,Japanese,$
800,9be2455a7b043002,California Sushi & Teriyaki,"Mon-Sat 11am-8:45pm, Sun Noon-8:45pm",5916 Del Amo Blvd,Lakewood,CA,90713,United States,Sunny,Kim,Branch Manager,Operations,,,2006,,(562) 429-1100,1,,Japanese,$$
803,9b40aaa67a4fe468,Sushi Katsu,Daily 4:30pm-7pm,2222 S Havana St,Aurora,CO,80014,United States,Hong,Young,Principal,Owner,,,2013,,(303) 368-8778,3,,Korean; Japanese,$$
805,95651a5860d27c57,California Shabu-Shabu,"Mon-Thu 11:30am-2pm 5pm-9pm, Fri-Sat 11:30am-2pm 5pm-10pm, Sun 5pm-9pm",18908 Brookhurst St,Fountain Valley,CA,92708,United States,Wayne,Atchley,President,General,wayne.atchley@calshabu.com,,,,(714) 963-8844,2,watchley@calshabu.com,Japanese,$$
809,9a61b0211f24e696,Yakyudori Yakitori & Ramen,Daily 5pm-11:30pm,4898 Convoy St,San Diego,CA,92111,United States,Yoshiyuki,Taki,Principal,Owner,,,,,(858) 268-2888,1,yakyudori@gmail.com,Japanese,$
815,b2399fbb1d7ea3b2,Thai Star Sushi Bar,"Mon Closed, Tue-Sat 11:30am-9:30pm, Sun Noon-8:30pm",15229 Gulf Blvd,Madeira Beach,FL,33708,United States,Sivieng,Phommachanh,Principal,Owner,,,,,(727) 258-4862,1,,Japanese,$$
827,a77526ce5aaa8ae4,Kikis Japanese Casual Dining,"Mon-Sat 11am-8:30pm, Sun Closed",2440 S Colorado Blvd,Denver,CO,80222,United States,Mithi,Kikuchi,President,General,,,2000,,(303) 504-4043,1,,Japanese,$$
829,b4a25f0727387e66,Sobo Ramen,"Mon-Fri 11am-2:30pm 5pm-9pm, Sat-Sun 11am-3pm 5pm-9pm",988 Franklin St,Oakland,CA,94607,United States,Stella,Loi,Principal,Owner,,,,,(510) 832-7626,1,ken@soboramen.com,Japanese,$$
842,9189cea42962fa57,Sushi Hana,"Mon-Sat 11:30am-9pm, Sun 4pm-8:30pm",9869 Carmel Mountain Rd,San Diego,CA,92129,United States,Jun,Yeo,Owner,Owner,,,2006,,(858) 484-5300,1,,Japanese,$$
851,e4d59ab03e5fe7ef,Kanpai,"Mon-Fri 3pm-6pm, Sat-Sun 9am-5pm",3950 Midland Ave,Glenwood Springs,CO,81601,United States,Rebekah,Warga,General Manager,Operations,,,,,(970) 230-9498,1,kanpaisushiglenwoodsprings@gmail.com,Japanese,$$
852,e58c67cbe2fea04c,Yosaku Japanese Restaurant,"Mon-Thu 5pm-9:15pm, Fri-Sat 4pm-9:30pm, Sun 4pm-9pm",4712 Wisconsin Ave NW,Washington,DC,20016,United States,Kiyoto,Kondo,Owner,Owner,,,1982,,(202) 363-4453,1,,Japanese,$$
858,f2d5107c164f1033,Ototo,"Mon-Sat 5pm-10pm, Sun 5pm-9pm",1360 Allison Ave,Los Angeles,CA,90026,United States,Richard,Contreras,Front of House Staff,Front of the House,,,2019,,(213) 784-7930,3,hello@ototo.la,Japanese,$$
871,e8e6c57142249aa7,Umebana,"Mon 11:30am-3pm 5pm-9pm, Tue Closed, Wed-Fri 11:30am-3pm 5pm-9pm, Sat Noon-9pm, Sun 1pm-8pm",1362 Huntington Dr,Duarte,CA,91010,United States,Sora,Yoon,Owner,Owner,,,2004,,(626) 531-7710,1,,Japanese,$$
872,ec5bce6cdb59e3bd,Pokinometry,Daily 11am-9pm,184 S Harbor Blvd,Anaheim,CA,92805,United States,Fukue,Julian,Principal,Owner,,,,,(657) 208-3488,1,pokinometry@gmail.com,Japanese,$$
875,ec7cbcf486ebde7f,Kabuki Japanese Restaurant,"Mon-Thu 11:30am-2:30pm 4:30pm-9:30pm, Fri 11:30am-2:30pm 4:30pm-10pm, Sat Noon-10pm, Sun Noon-9pm",17 Petaluma Blvd N,Petaluma,CA,94952,United States,Bruce,Chiang,Owner,Owner,,,2006,,(707) 773-3232,2,,Japanese,$$
887,eff0000fd4389e67,Warakubune,"Mon-Tue Closed, Wed-Sat 5:30pm-10pm, Sun 5:30pm-9:30pm",307 Church St,San Francisco,CA,94114,United States,Michael,Mastrogiovanni,Owner,Owner,,,2001,,(415) 252-8383,2,,Japanese,$$
888,ef7c4c7ac48be3e7,Cajun Cafe,"Mon-Sat 10am-9pm, Sun Noon-6pm",7804 Abercorn St,Savannah,GA,31406,United States,J.,Kwon,Principal,Owner,,,2004,,(912) 996-3363,1,,Cajun,$
899,db041e2bfe6a4b55,Hyuga Sushi,"Mon-Fri 11:30am-2pm 5pm-8pm, Sat 5pm-8pm, Sun Closed",844 W San Marcos Blvd,San Marcos,CA,92078,United States,Yoshinori,Kuroki,Owner,Owner,,,2008,,(760) 510-9307,2,,Japanese,$$
905,e0659a25c2548551,Sushi Yama,"Mon-Thu 11:30am-10pm, Fri-Sat 11:30am-11pm, Sun 1pm-9:30pm",7050 W Palmetto Park Rd,Boca Raton,FL,33433,United States,Kingsada,Phouthavong,President,General,,,1996,,(561) 362-6416,3,,Japanese,$$
910,e61de6d9f09f960c,Sushi Rakkyo,"Mon-Thu 11am-2:30pm 4:30pm-9:30pm, Fri-Sat 11am-2:30pm 4:30pm-10pm, Sun Noon-8:30pm",9205 N Union Blvd,Colorado Springs,CO,80920,United States,Young,Hong,Owner,Owner,,,2011,,(719) 645-8754,1,,Japanese,$$
914,e327fbb54fe69351,Amazing Thai Japanese,"Mon-Thu 11:30am-9pm, Fri-Sat 11:30am-10pm, Sun 11:30am-9pm",18411 Pines Blvd,Pembroke Pines,FL,33029,United States,Woon,Chin,President,General,,,2002,,(954) 432-8883,2,,Japanese; Thai,$$
917,e85cd60418c73607,Kaki Sushi,"Mon-Thu 11:30am-2:30pm 5pm-9pm, Fri 11:30am-2:30pm 5pm-9:30pm, Sat Noon-3pm 5am-9:30pm, Sun 4pm-9:30pm",3120 Santa Rita Rd,Pleasanton,CA,94566,United States,Yong,Ogten,Owner,Owner,,,1984,,(925) 484-4827,1,,Japanese,$$
918,e6933f84c0c122b8,Mikomi Sushi,"Mon-Fri 11:30am-2:30pm, Sat-Sun Noon-2:30pm",601 S Myrtle Ave,Monrovia,CA,91016,United States,John,Kims,Owner,Owner,,,2007,,(626) 359-1058,3,mikomimonrovia@gmail.com,Japanese,$$
924,ed17bd43c156053c,The Grubbies,"Mon-Fri 11:30am-7pm, Sat-Sun Closed",123 2nd St,San Francisco,CA,94105,United States,Ralph,Bower,Chief Executive Officer,General,rbower@themelt.com,,,,(415) 757-0887,1,rbower@themelt.com,Japanese,$$
925,ed694e104604af8c,FEY,Daily 11:30am-2:30pm 5pm-9:30pm,1368 El Camino Real,Menlo Park,CA,94025,United States,Charles,Zhi,Administrator,Owner,,,1990,,(650) 324-8888,2,feyrestaurant@gmail.com,Szechuan; Chinese,$$
926,e96a1bf8b9692329,Ramen Okawari,"Mon 11am-9pm, Tue Closed, Wed-Thu 11am-9pm, Fri 11am-9:30pm, Sat Noon-9:30pm, Sun Noon-9pm",3740 Iowa Ave,Riverside,CA,92507,United States,Rochelle,Lim,Partner,Owner,,,2017,,(951) 680-9411,3,,Japanese,$$
928,e97587ec96423818,Fuji's Famous Burger,"Mon Closed, Tue-Sat 11am-7pm, Sun Closed",15885 Gothard St,Huntington Beach,CA,92647,United States,Tomi,Fuji,Owner,Owner,,,1989,,(714) 891-6066,2,,Japanese,$
932,eb28f250e510d501,Dai Ichi Japanese Steakhouse,"Mon-Thu 11am-2pm 4:30pm-8:30pm, Fri 11am-2pm 4:30pm-9:30pm, Sat 11am-2pm, Sun Closed",733 Russell Pkwy,Warner Robins,GA,31088,United States,Arthur,Ahn,Owner,Owner,,,1994,,(478) 225-9677,1,,Japanese,$$
934,ed762cc20b765317,Sakura Japanese Steak House,,3034 Del Prado Blvd,Cape Coral,FL,33904,United States,Kaise,Rajsavong,Owner,Owner,,,2009,,(239) 945-2999,2,sakuracapecoral@gmail.com,Japanese,$$
938,ea4c4feca2cee356,Crystal Fish,"Mon-Thu 11:30am-2pm 5pm-9:30pm, Fri 11:30am-2pm 5pm-10pm, Sat Noon-10pm, Sun Noon-9pm",514 Lighthouse Ave,Monterey,CA,93940,United States,Tamotsu,Suzuki,,,,,2005,,(831) 649-3474,1,,Japanese,$$
941,ee8941c154052d77,Okazya Kitchen,"Mon-Fri 10am-8pm, Sat 11:30am-6pm, Sun Closed",1811 W Commonwealth Ave,Fullerton,CA,92833,United States,Okazya,Takayama,Owner,Owner,,,1985,,(714) 738-1822,2,,Japanese,$
949,f6091399e4210b3a,Sake Sushi,"Mon-Thu 11:30am-9:30pm, Fri-Sat 11:30am-10pm, Sun Closed",20795 Amar Rd,Walnut,CA,91789,United States,Jun,Moon,Owner,Owner,,,2007,,(909) 594-5221,1,,Japanese,$
957,f8be9c732be4e5b8,Chicot Hibachi Express,"Mon-Thu 11am-10pm, Fri-Sat 11am-10:30pm, Sun 11am-10pm",2155 W Martin Luther King Blvd,Fayetteville,AR,72701,United States,Kenny,Nicoletti,Co-Owner,Owner,kenny@chicothibachiexpress.com,,,,(479) 935-3316,1,kenny@chicothibachiexpress.com,Japanese,$
965,f4d5b47f7fcbe5ab,Matsuhisa Denver,"Mon-Thu 5pm-9pm, Fri-Sat 5pm-9:30pm, Sun 5pm-9pm",98 Steele St,Denver,CO,80206,United States,Pete,Giokas,Director of Operations Integration,Operations,peteg@matsuhisadenver.com,,2016,,(303) 329-6628,6,,Japanese,$$$
970,f7f3599ecac37fde,High Tide Seafood Bar & Grill,"Mon-Fri 3pm-6pm, Sat-Sun Closed",2540 S Val Vista Dr,Gilbert,AZ,85295,United States,Jen,McCoy,General Manager,Operations,jen.mccoy@hightideseafoodbar.com,,,,(480) 821-9950,7,jen.mccoy@hightideseafoodbar.com,American; Creole; Cajun,$$
978,f8e29696b86fb38f,Mikan Japanese Restaurant,"Mon-Tue Closed, Wed-Fri 3:30pm-10pm, Sat 1:30pm-10pm, Sun 1pm-9pm",12502 Pines Blvd,Pembroke Pines,FL,33027,United States,Seiji,Ikemizu,Member,Owner,,,2014,,(954) 432-7775,1,,Japanese,$$
980,f97236f106865e2c,Sekisui Sushi Bar & Steakhouse,,219 N Shackleford Rd,Little Rock,AR,72211,United States,Jasen,Chi,Owner,Owner,,,2000,,(501) 221-7070,1,,Japanese,$$$
983,fab31eaf94e5cb40,Q&A Restaurant and Oyster Bar,"Mon Closed, Tue-Thu 3pm-9pm, Fri 3pm-10pm, Sat 1pm-10pm, Sun 1pm-9pm",408 Pier View Way,Oceanside,CA,92054,United States,Quintonn,Austin,Executive Chef,Back of the House,,,,,(760) 688-7249,1,,Southern; Creole; Caribbean; Cajun,$$
984,fc02d902f56fc590,Sushi Murasaki,"Mon Closed, Tue-Sat 11am-1:30pm 6pm-9:30pm, Sun Closed",2901 W MacArthur Blvd,Santa Ana,CA,92704,United States,Shunichi,Hosoi,Executive Assistant,,,,2007,,(714) 241-1000,3,murasaki92704@gmail.com,Japanese,$$
986,fb1994f65098989c,Maru Sushi,"Mon-Thu 3pm-5pm, Fri-Sat Closed, Sun 3pm-5pm",158 W Foothill Blvd,Upland,CA,91786,United States,Lolo,Lola,Employee,,,,2016,,(909) 608-7052,1,21interplaza@gmail.com,Japanese,$$
988,fa8d13bd15b097de,Zen 5 Sushi,Daily 4pm-7pm,1130 Garnet Ave,San Diego,CA,92109,United States,Susan,Kim,,,,,,,(858) 490-0121,1,zen5sushi@gmail.com,Japanese,$$
993,f61c475d4162a727,Arterra,,11966 El Camino Real,San Diego,CA,92130,United States,Chris,Goodyear,Owner,Owner,,,2004,,(858) 369-6032,6,,American; Japanese,$$$
996,f73cd68ae274502d,Crab Hut,"Mon-Fri 3pm-6pm, Sat-Sun Closed",4646 Convoy St,San Diego,CA,92111,United States,Kim,Phan,President,General,kim@crabhutrestaurant.com,,2007,,(858) 565-1678,2,quan@crabhutrestaurant.com,Creole; Cajun,$$
997,ffda08ff7f98f7b4,Sango Sushi Restaurant - Huntington Beach,"Mon-Sat 11am-9pm, Sun Noon-8:30pm",7101 Yorktown Ave,Huntington Beach,CA,92648,United States,Akira,Izushima,Owner,Owner,,,2002,,(714) 969-8548,1,sangosushirestaurant@gmail.com,Japanese,$
1005,fc373edce59a2b3c,Ramen Star,"Mon-Fri 11:30am-2pm 5pm-8:30pm, Sat-Sun 11:30am-8:30pm",4044 Tejon St,Denver,CO,80211,United States,Star,Ramen,Owner,Owner,,,2019,,(303) 455-3787,2,ramenstarorders@gmail.com,Japanese,$$
1011,fd657e0139e0bd1e,Front Street Grill,"Mon Closed, Tue 5pm-10pm, Wed-Thu 5pm-Midnight, Fri-Sat 5pm-2am, Sun Closed",115 S Front St,Dardanelle,AR,72834,United States,Monti,Kist,Owner,Owner,,,2007,,(479) 229-4458,1,,Creole; Cajun,$$
1024,0ad657ef69044b9e,Osaka Steak and Sushi,"Mon-Thu 11:30am-2:30pm 4:30pm-9:30pm, Fri 11:30am-2:30pm 4:30pm-10pm, Sat Noon-10pm, Sun Noon-9:30pm",78 Dawson Village Way N,Dawsonville,GA,30534,United States,Ruben,Duran,Principal,Owner,,,2006,,(706) 216-6988,1,,Japanese,$$
1028,09353dabc89e933d,Ginza Sushi,"Mon-Thu 11am-9:30pm, Fri-Sat 11am-10pm, Sun 11am-9:30pm",925 E Plaza Blvd,National City,CA,91950,United States,Jason,Young,Principal,Owner,,,2009,,(619) 474-2918,1,,Japanese,$$
1033,04adbff5b6f8fab1,Lombard Sushi,,1424 Lombard St,San Francisco,CA,94123,United States,Danny,Cooper,,,,,1991,,(415) 292-6300,1,,Japanese,$$
