Snowball Map,Restaurant Name,Address,City,Zipcode,State,Phone,List
616,Tokyo hamburg,3825 Alton Pkwy,Irvine,92606,CA,9492658588,Brizo
618,Tenglong Chinese Restaurant,208 Clement St,San Francisco,94118,CA,4156663515,Brizo
620,Japateam Sushi,2985 Junipero Serra Blvd,Daly City,94014,CA,4079840190,Brizo
622,Red House,624 N State Road 19,Palatka,32177,FL,3863120886,Brizo
624,Coco's Ramen,1008 W Sacramento Ave,Chico,95926,CA,5309655541,Brizo
626,Teriyaki Yume,1560 S Lewis St,Anaheim,92805,CA,7149882222,Brizo
628,SUSHIYA RAMEN,2620 Long Beach Blvd,Long Beach,90806,CA,5624929393,Brizo
630,Cheng's Garden,34 Hazard Ave,Enfield,6082,CT,8607413749,Brizo
632,Asaka Sushi,1870 S Elena Ave,Redondo Beach,90277,CA,3103735999,Brizo
634,Cajun Boil,10162 W Flagler St,Miami,33174,FL,7863322641,Brizo
636,Lily Garden Chinese Restaurant,6558 N State Road 7,Coconut Creek,33073,FL,9544281818,Brizo
638,Thai Sushi By KJ,317 N Collier Blvd,Marco Island,34145,FL,2399702625,Brizo
640,Miyozen,1147 40th St,Emeryville,94608,CA,5109230311,Brizo
642,Roux Dat,3555 Clares St,Capitola,95010,CA,8312956372,Brizo
644,China Red House,223 Frazier Mountain Park Rd,Lebec,93243,CA,6613501172,Brizo
646,Momi Market,S Miami Pl,Miami,33130,FL,3052981803,Brizo
648,Windsor Asian Bistro,700 Poquonock Ave,Windsor,6095,CT,8602989577,Brizo
650,20% Off-PickUp | Ok Noodle (Milpitas),190 Ranch Dr,Milpitas,95035,CA,5109721037,Brizo
652,Old Pier Hong Kong BBQ & Hot Pot,1033 Taraval St,San Francisco,94116,CA,4157026378,Brizo
654,Tokyo Tuna,1063 Brickell Plz,Miami,33131,FL,3058085833,Brizo
656,Chi's Chinese Cuisine,9635 Reseda Blvd,Northridge,91324,CA,8188866928,Brizo
658,Mr You Chinese Food,10255 Mission Blvd,Jurupa Valley,92509,CA,9516812111,Brizo
660,Nanbankan,11330 Santa Monica Blvd,Los Angeles,90025,CA,3104781591,Brizo
662,Top China,28075 Hwy 27,Dundee,33838,FL,8634388833,Brizo
664,Li's hot wok chinese buffet,16400 US Highway 331 S,Freeport,32439,FL,8508350201,Brizo
666,Kyodong Noodle Torrance imangu gyodongjjambbong toraenseu,21305 Hawthorne Blvd,Torrance,90503,CA,3105403222,Brizo
668,Yokozuna Sushi,250 W Harvard Blvd,Santa Paula,93060,CA,8052297395,Brizo
670,Bao Dim Sum House,8256 Beverly Blvd,Los Angeles,90048,CA,3236556556,Brizo
672,A-ME KITCHEN,Valley Blvd,Alhambra,91803,CA,6268726915,Brizo
674,Chan's Kitchen,4288 Dublin Blvd,Dublin,94568,CA,9252308999,Brizo
676,China Buffet II,1032 SW 67th Ave,Miami,33144,FL,3052663322,Brizo
678,Pepper Asian Bistro II,3759 Lipan St,Denver,80211,CO,7205247818,Brizo
680,Rakki Sushi,1380 W 6th St,Corona,92882,CA,9514079383,Brizo
682,Hibachi Sushi Buffet,4334 Central Ave,Hot Springs,71913,AR,5014639977,Brizo
684,Shangrila Chinese Cuisine,6568 Village Pkwy,Dublin,94568,CA,9258280918,Brizo
686,PokiLuv,7700 W Arrowhead Towne Ctr,Glendale,85308,AZ,4808788494,Brizo
688,House of Joy,14745 Palmdale Rd,Victorville,92392,CA,7602419006,Brizo
690,Yoshino,2913 State St,Carlsbad,92008,CA,7608890309,Brizo
692,5-Spice Asian Street Market,1200 Yamato Rd,Boca Raton,33431,FL,5619891688,Brizo
694,Yakitori Sake House,271 SE Mizner Blvd,Boca Raton,33432,FL,5615440087,Brizo
696,Robongi,2519 E State Road 60,Valrico,33594,FL,8136622997,Brizo
698,Ramen Izakaya,13727 Victory Blvd,Los Angeles,91401,CA,8183878285,Brizo
700,Mexihanas,6441 McFadden Ave,Huntington Beach,92647,CA,6574009217,Brizo
702,Red Bowl Asian Bistro,1573 Saxon Blvd,Deltona,32725,FL,3868888881,Brizo
704,Wa Izakaya - SGV,120 N San Gabriel Blvd,San Gabriel,91775,CA,6264271077,Brizo
706,Raymond's Chinese Cuisine,1709 Palmetto Ave,Pacifica,94044,CA,6503596088,Brizo
708,Fountain Plus Endless Hibachi and Sushi Eatery,11245 Causeway Blvd,Brandon,33511,FL,8136532999,Brizo
710,Merced Grand Buffet,1121 W Olive Ave,Merced,95348,CA,2093881268,Brizo
712,Hong Kong Restaurant,2229 W C 48,Bushnell,33513,FL,3525688888,Brizo
714,Shanghai Restaurant,5161 S John Young Pkwy,Orlando,32839,FL,4078511178,Brizo
716,China Station Restaurant,5006 CA-140,Mariposa,95338,CA,2099663889,Brizo
718,Ramen 101 Stockton,866 W Benjamin Holt Dr,Stockton,95207,CA,2095941703,Brizo
720,Cafe Bakery & Restaurant,1365 Noriega St,San Francisco,94122,CA,4156616116,Brizo
722,Saigon Table,3752 E Indian School Rd,Phoenix,85018,AZ,6029625986,Brizo
724,CM Ghost Kitchen by Chef Maezaki,296 N Allen Ave,Pasadena,91106,CA,2136662097,Brizo
726,Ichi Togarashi,800 5th Ave S,Naples,34102,FL,2397785324,Brizo
728,Blue Fin Sushi & Grill,2905 S 4th Ave,Yuma,85364,AZ,9287262720,Brizo
730,Taste of China,13710 Little Rd,Hudson,34667,FL,7276973149,Brizo
732,Shang Hai,363 Whalley Ave,New Haven,6511,CT,2036241030,Brizo
734,China Wok,2948 E Bell Rd,Phoenix,85032,AZ,6029921697,Brizo
736,Green Onion Chinese Food,30651 Thousand Oaks Blvd,Agoura Hills,91301,CA,8187076789,Brizo
738,Bamboo Cuisine,14010 Ventura Blvd,Sherman Oaks,91423,CA,8187880202,Brizo
740,SON AND BROTHER SUSHI,323 Sunny Isles Blvd,Sunny Isles Beach,33160,FL,3059061233,Brizo
742,Crazy Sushi & Hibachi,28152 Paseo Dr,Wesley Chapel,33543,FL,8139918989,Brizo
744,Bag O' Crab,11540 4th St,Rancho Cucamonga,91730,CA,9093601836,Brizo
746,Rosey Baby,4587 N University Dr,Lauderhill,33351,FL,9547495627,Brizo
748,Bamboo City,2472 Patterson Rd,Grand Junction,81505,CO,9702420283,Brizo
750,China Fusion,1957 Foothill Pkwy,Corona,92881,CA,9513938888,Brizo
752,Til We Run Out,569 1st St SW,Alabaster,35007,AL,2059622189,Brizo
754,Ginger Garden,3310 S Higley Rd,Gilbert,85297,AZ,4802756889,Brizo
756,Shogun,7610 Pacific Ave,Stockton,95207,CA,2094761345,Brizo
758,Masa Sushi,500 E Main St,Ventura,93001,CA,8056482533,Brizo
760,Noodles,11154 CA-76,Pala,92059,CA,8779467252,Brizo
762,Dago Taiwanese Restaurant- West Covina,648 S Sunset Ave,West Covina,91790,CA,6263384224,Brizo
764,Miyabi-Tei,665 Paularino Ave,Costa Mesa,92626,CA,7147547044,Brizo
766,Osaka Japanese Cuisine & Sushi Bar,5192 Caldwell Mill Rd,Birmingham,35244,AL,2059817787,Brizo
768,Jeffrey's Chinese Kitchen,7 Pembroke Rd,Danbury,6811,CT,2037308603,Brizo
770,Peking Garden,411 W Fort Williams St,Sylacauga,35150,AL,2562498688,Brizo
772,Fuji,94 Bedford St,Stamford,6901,CT,2039678989,Brizo
774,Wilton Willow Restaurant,Cardinal Ln,Wilton,6897,CT,3532143438,Brizo
776,Mikado,4154 California Ave,Bakersfield,93309,CA,6617421122,Brizo
778,Tanuki,1080 Alton Rd,Miami Beach,33139,FL,7869773338,Brizo
780,Chinese Kitchen,4822 SW 28th Ter,Fort Lauderdale,33312,FL,9549819175,Brizo
782,Golden City,7288 Lancaster Pike,Hockessin,19707,DE,3022352226,Brizo
784,Mandarin House,326 Sutton Rd,Owens Cross Roads,35763,AL,2565339788,Brizo
786,Ta-ke Sushi Restaurant,8866 W Sunset Blvd,West Hollywood,90069,CA,3106596580,Brizo
788,Love at the Curb,301 W Valley Blvd,San Gabriel,91776,CA,6267827122,Brizo
790,Slides 'N' Fries,3212 E Olympic Blvd,Los Angeles,90023,CA,2132989675,Brizo
792,Raku Ramen,799 E Foothill Blvd,San Luis Obispo,93405,CA,8054393088,Brizo
794,Tsunami Sushi,5937 Cypress Gardens Blvd,Winter Haven,33884,FL,8633246777,Brizo
796,Shimizu Cuisine,4290 Piedmont Ave,Oakland,94611,CA,5106537622,Brizo
798,Jin Sing Restaurant,2068 35th Ave,Oakland,94601,CA,5105328132,Brizo
800,Orient Restaurant,1760 Fremont Blvd,Seaside,93955,CA,8313942223,Brizo
802,Seafood Port Chinese Restaurant,21180 Hawthorne Blvd,Torrance,90503,CA,3103708478,Brizo
804,Asian Express,26670 Centerview Dr,Millsboro,19966,DE,3029330889,Brizo
806,Kai Ramen Arcadia,1130 S Baldwin Ave,Arcadia,91007,CA,6268219802,Brizo
808,Asian Buffet,1135 Homestead Rd N,Lehigh Acres,33936,FL,2393039977,Brizo
810,Yuyake Dan Dan Japanese Tapas,2457 Stoneridge Mall Rd,Pleasanton,94588,CA,9255236660,Brizo
812,Wok Crazy,3495 S Congress Ave,Palm Springs,33461,FL,5619640833,Brizo
814,Sushi Adachi,668 Barber Ln,Milpitas,95035,CA,4084326270,Brizo
816,No. 1 Asian Buffet,232 S Tyndall Pkwy,Panama City,32404,FL,8507690002,Brizo
818,First Wok Chinese Restaurant,35898 Hwy 27,Haines City,33844,FL,8634227024,Brizo
820,Island Bistro,238 E Davis Blvd,Tampa,33606,FL,8132514600,Brizo
822,LIMA Estilo Nikkei,1900 NE Miami Ct,Miami,33132,FL,7865570976,Brizo
824,Peng Garden Chinese Restaurant,1404 S McKenzie St,Foley,36535,AL,2519432600,Brizo
826,Khon's on Palafox,34 S Palafox St,Pensacola,32502,FL,8509126762,Brizo
828,Tacos San Marcos,115 E Cross Ave,Tulare,93274,CA,5596317567,Brizo
830,Sun ramen & sushi bar,7578 Winnetka Ave,Winnetka,91306,CA,7472503922,Brizo
832,Koto Hibachi Express & Sushi,3222 SW 35th Blvd,Gainesville,32608,FL,3526726200,Brizo
834,China Road,429 W Anaheim St,Long Beach,90813,CA,5622561680,Brizo
836,Sushi Runner,17331 S Dixie Hwy,Palmetto Bay,33157,FL,7867135284,Brizo
838,Kaizen Shabu,303 N Spurgeon St,Santa Ana,92701,CA,7144863464,Brizo
840,Konnichiwa Sushi & Bar,8350 La Mesa Blvd,La Mesa,91942,CA,6194666446,Brizo
842,Kyoto Sushi & Grill,14807 E Colonial Dr,Orlando,32826,FL,4078024142,Brizo
844,Kings Wok,36516 State Road 54,Zephyrhills,33541,FL,8137829299,Brizo
846,Oriental Cafe- Willimantic,1257 Main St,Windham,6226,CT,8604568885,Brizo
848,BLUEFISH,599 N Lake Blvd,Tahoe City,96145,CA,5305813311,Brizo
850,Gou Lou Cheong BBQ,4139 N State Road 7,Lauderdale Lakes,33319,FL,9547397377,Brizo
852,Saikyo Kitchen,8741 Gunn Hwy,Odessa,33556,FL,8139263333,Brizo
854,Wok Hey Chinese Kitchen - W Lincoln,3244 W Lincoln Ave,Anaheim,92801,CA,4154553224,Brizo
856,Aloha Sushi,2791 E Bidwell St,Folsom,95630,CA,9169843777,Brizo
858,Pine Garden Chinese Cuisine,12178 Lake Underhill Rd,Orlando,32825,FL,4072828889,Brizo
860,King of Noodles,1639 Irving St,San Francisco,94122,CA,4155668318,Brizo
862,Fish River Grill,1545 Gulf Shores Pkwy,Gulf Shores,36542,AL,2519481110,Brizo
864,Tori-Yoshi Japanese Fried Chicken (710 W Elliot Rd),710 W Elliot Rd,Tempe,85284,AZ,4805641076,Brizo
866,Classic Chinese Restaurant,23565 Moulton Pkwy,Laguna Hills,92653,CA,9497681689,Brizo
868,Wok N Roll,3810 S Clyde Morris Blvd,Port Orange,32129,FL,3867886669,Brizo
870,Mekong II,11274 SW 137th Ave,Miami,33186,FL,3053886788,Brizo
872,Luu's Chicken Bowl,1632 Pacific Ave,Stockton,95204,CA,2094616416,Brizo
874,MW Chinese Gourmet,36659 Fremont Blvd,Fremont,94536,CA,5107951018,Brizo
876,China Lee Buffet,3933 E Silver Springs Blvd,Ocala,34470,FL,3526711888,Brizo
878,Sushi-Yummy,3868 N University Dr,Fort Lauderdale,33351,FL,7862002911,Brizo
880,Wah Sing,121 Sunset Ave,Suisun City,94585,CA,7074256555,Brizo
882,Dora Express Japanese Food,2370 Harrison St,Batesville,72501,AR,8708347777,Brizo
884,Chef Ming's Kitchen,8950 W Olympic Blvd,Beverly Hills,90211,CA,3102737727,Brizo
886,Ocean Buffet,3425 SW College Rd,Ocala,34474,FL,3527896266,Brizo
888,Tampopo Restaurant,11700 South St,Artesia,90701,CA,5628655990,Brizo
890,May Flower Restaurant,1080 Saratoga Ave,San Jose,95129,CA,4082469550,Brizo
892,The Little Fresh,1301 Palmetto Ave,Pacifica,94044,CA,6508988749,Brizo
894,Bento Box,100 W Broadway,Glendale,91210,CA,8183965510,Brizo
896,Crazy Cajun Crab,899 E Cypress Creek Rd,Fort Lauderdale,33334,FL,9547691486,Brizo
898,Wong's Garden,1709 Airline Hwy,Hollister,95023,CA,8316372888,Brizo
900,Crafty Crab,300 S State Road 434,Altamonte Springs,32714,FL,4079601470,Brizo
902,China Palace,2932 N Main St,Walnut Creek,94597,CA,9259353233,Brizo
904,Temaki Bar Handroll Sushi Sake,575 S Coast Hwy 101,Encinitas,92024,CA,7607048888,Brizo
906,Teriyaki Express,2433 E Orangethorpe Ave,Fullerton,92831,CA,7146260947,Brizo
908,Yokoso Sushi Bar,5985 W Century Blvd,Los Angeles,90045,CA,3106427500,Brizo
910,Famous Wok,1710 Briargate Blvd,Colorado Springs,80920,CO,7192478143,Brizo
912,New Asia Chinese Restaurant,2116 W Grant Rd,Tucson,85745,AZ,5206235033,Brizo
914,Teriyaki House,236 W East Ave,Chico,95926,CA,5308946127,Brizo
916,Hikari Sushi,690 E Los Angeles Ave,Simi Valley,93065,CA,8055221416,Brizo
918,Ajian Sushi,1914 University Blvd,Tuscaloosa,35401,AL,2053314542,Brizo
920,Sushi California,2033 Martin Luther King Jr Way,Berkeley,94704,CA,5105480737,Brizo
922,Charm Thai Eatery,14648 Delaware St,Westminster,80023,CO,7205660161,Brizo
924,Kimmies Kitchin,2020 MacArthur Blvd,Oakland,94602,CA,5107762453,Brizo
926,Sam's Noodle Station,1281 E Valley Blvd,Alhambra,91801,CA,6262828878,Brizo
928,Sushi Kamehameha,125 N Larchmont Blvd,Los Angeles,90004,CA,2135098889,Brizo
930,Shinjuku,2026 Irving St,San Francisco,94122,CA,4158811833,Brizo
932,J Crab House,4807 W Irlo Bronson Memorial Hwy,Kissimmee,34746,FL,4072503914,Brizo
934,Lucky Panda,4016 N 1st Ave,Tucson,85719,AZ,5203722798,Brizo
936,Sen,303 Bancario,Marion,72364,AR,8707397342,Brizo
938,Ten Japan,1340 1st St,Gilroy,95020,CA,4088474030,Brizo
940,Polo Grill,2855 Ocean Dr,Vero Beach,32963,FL,7722314090,Brizo
942,Sharetea,865 Market St,San Francisco,94103,CA,4152270288,Brizo
944,Amy's Peking Palace,500 W Napa St,Sonoma,95476,CA,7079388886,Brizo
946,Sushirrito,681 Blossom Hill Rd,Los Gatos,95032,CA,4152025047,Brizo
948,Sushi Ginza Onodera,609 N La Cienega Blvd,West Hollywood,90069,CA,3237927776,Brizo
950,China Star Buffet,4771 Planz Rd,Bakersfield,93309,CA,6613961888,Brizo
952,Sushi Yotsuya,18760 Ventura Blvd,Tarzana,91356,CA,8187089675,Brizo
954,Golden Pheasant,1077 W Carson St,Torrance,90502,CA,3103201030,Brizo
956,West of Orleans,3321 Kimber Dr,Newbury Park,91320,CA,8054997400,Brizo
958,Kwando Buffet,740 Mangrove Ave,Chico,95926,CA,5303436788,Brizo
960,Brothers Ramen and Japanese Eatery,132 W Nees Ave,Fresno,93711,CA,5595549486,Brizo
962,Oishii Japanese & Hibachi,141 NW 20th St,Boca Raton,33431,FL,5619556009,Brizo
964,All That Sushi,15911 Pomona Rincon Rd,Chino Hills,91709,CA,9096966174,Brizo
966,Mandarin Noodle King (22205 Sherman Way #1048),22205 Sherman Way,Canoga Park,91303,CA,9142171965,Brizo
968,Great Wall Chinese,3424 Tampa Rd,Palm Harbor,34684,FL,7277895829,Brizo
970,Fuji Sukiyaki,428 E 3rd Ave,San Mateo,94401,CA,6503487810,Brizo
972,Dimsum King & seafood,4192 Conroy Rd,Orlando,32839,FL,4073799228,Brizo
974,Cajun Cafe,Westfield Rd,Meriden,6450,CT,2036860006,Brizo
976,TC Pastry,2222 Irving St,San Francisco,94122,CA,4157531133,Brizo
978,The Luxe Buffet,2008 Westminster Mall,Westminster,92683,CA,7147337878,Brizo
980,Taishoken,665 Valencia St,San Francisco,94110,CA,4154005336,Brizo
982,Bleu Hibachi,1900 E 5th St,Tempe,85281,AZ,4805694061,Brizo
984,Stir Fry Chinese Food,959 Alamo Dr,Vacaville,95687,CA,7074477053,Brizo
986,Oriental Gardens,3401 N West Ave,El Dorado,71730,AR,8708627771,Brizo
988,Home Eat Yi Jia Yan,20588 Stevens Creek Blvd,Cupertino,95014,CA,4089823988,Brizo
990,Ocean Pearl,109 Main St,Delta,81416,CO,9708741888,Brizo
992,Boston Donuts,101 Magnolia Ave,Fullerton,92833,CA,7144468784,Brizo
994,Sushi Palace,626 Marsh Landing Pkwy,Jacksonville Beach,32250,FL,9042858882,Brizo
996,Blue Bird Haus,1532 E Broadway,Long Beach,90802,CA,5625332460,Brizo
998,Tokyo Peking Cuisine,8831 Hypoluxo Rd,Lake Worth Beach,33467,FL,5616498288,Brizo
1000,Shois Restaurant,10505 NW 112th Ave,Miami,33178,FL,3058881288,Brizo
1002,New Panda,2950 Cochran St,Simi Valley,93065,CA,8055771237,Brizo
1004,Basa Seafood Express,3064 24th St,San Francisco,94110,CA,4155502388,Brizo
1006,Sushi Palace,1473 Dixwell Ave,Hamden,6514,CT,2032308875,Brizo
1008,Koi Sushi,13501,San Pablo,94806,CA,5103746733,Brizo
1010,China Dragon,6810 Shoppes at Plantation Dr,Fort Myers,33912,FL,2395612095,Brizo
1012,Silver Ocean Restaurant,3340 San Pablo Dam Rd,San Pablo,94803,CA,5102230688,Brizo
1014,China Taste,75 East St,Vernon Rockville,6066,CT,8608719311,Brizo
1016,Lenny's,298 S Nova Rd,Ormond Beach,32174,FL,3866730590,Brizo
1018,Wazakuraken Ramen,7201 Archibald Ave,Rancho Cucamonga,91701,CA,9097580422,Brizo
1020,Kyoto Gyukatsu,150 E Main St,Alhambra,91801,CA,6267034441,Brizo
1022,Po' Girls,6638 Bancroft Ave,Oakland,94605,CA,5109695715,Brizo
1024,Suishin Sushi,194 Blue Ravine Rd,Folsom,95630,CA,9169858885,Brizo
1026,Ramen Noodle Empire,2521 Durant Ave,Berkeley,94704,CA,5108487482,Brizo
1028,Santouka Ramen,3525 W Carson St,Torrance,90503,CA,3102121101,Brizo
1030,New Dragon Restaurant,707 Ace Memorial Dr,Hockessin,19707,DE,3022352737,Brizo
1032,China Chef Express,1222 Obispo Ave,Long Beach,90804,CA,5629859918,Brizo
1034,Dong Hae Sushi,600 N H St,Lompoc,93436,CA,8057401488,Brizo
1036,Daruma Japanese Steak House,27955 US-98,Daphne,36526,AL,2516268886,Brizo
1038,Happy Bowl Express,716 Arneill Rd,Camarillo,93010,CA,8054821121,Brizo
1040,Casa Nori,1730 E Palomar St,Chula Vista,91913,CA,6199476592,Brizo
1042,New Star Chinese Restaurant,4545 W Noble Ave,Visalia,93277,CA,5596279877,Brizo
1044,China Garden,933 E Hobson Way,Blythe,92225,CA,7609220088,Brizo
1046,Bobo China,270 E Hunt Hwy,San Tan Valley,85143,AZ,4808882288,Brizo
1048,Momotaro Ramen,1835 Spring St,Paso Robles,93446,CA,8055383876,Brizo
1050,Shinme Sushi,3020 S Gilbert Rd,Chandler,85286,AZ,4806878023,Brizo
1052,Victor's Sushi,207 Clayton St,Brush,80723,CO,9708427740,Brizo
1054,China King,3698 Main St,Stratford,6614,CT,2033778867,Brizo
1056,Poki Ya,3616 E Chapman Ave,Orange,92869,CA,7145389900,Brizo
1058,Lin's Kitchen,337 Jones St,San Francisco,94102,CA,4156587387,Brizo
1060,Kim's Restaurant,3860 Crenshaw Blvd,Los Angeles,90008,CA,3232946677,Brizo
1062,China Garden,2777 Dixwell Ave,Hamden,6518,CT,2032888838,Brizo
1064,Sushishop,7655 Clairemont Mesa Blvd,San Diego,92111,CA,6198184488,Brizo
1066,China Ann,3175 Midway Dr,San Diego,92110,CA,6192210888,Brizo
1068,Bowl Bar,12090 Anderson Rd,Tampa,33625,FL,8132692666,Brizo
1070,Modan Eagle Rock Ramen,1757 Colorado Blvd,Los Angeles,90041,CA,3232744440,Brizo
1072,Cajun House by Phil (1842 W Washington Blvd),1842 W Washington Blvd,Los Angeles,90007,CA,9728931746,Brizo
1074,Sushi Bay Kitchen & Sake Bar,3957 Cattlemen Rd,Sarasota,34233,FL,9412609992,Brizo
1076,Lucky's,5333 S Main St,Los Angeles,90037,CA,3232314636,Brizo
1078,Savory Corner,18226 Gale Ave,Industry,91748,CA,6268547888,Brizo
1080,iWagyu,17865 Colima Rd,Industry,91748,CA,9093715888,Brizo
1082,Windsor Asia Cafe,1215 Main St,Windsor,80550,CO,9706869168,Brizo
1084,Lucky Chinese Bistro,1040 Grant Rd,Mountain View,94040,CA,6509888998,Brizo
1086,Big Heng,7530 W Peoria Ave,Peoria,85345,AZ,6233349888,Brizo
1088,Danacious Dumpling,375 Saratoga Ave,San Jose,95129,CA,4084100877,Brizo
1090,Double Dragon,950 Sullivan Ave,South Windsor,6074,CT,8606446683,Brizo
1092,Open Sushi,9930 Old Baymeadows Rd,Jacksonville,32256,FL,9046191628,Brizo
1094,Garden Fresh,1245 W El Camino Real,Mountain View,94040,CA,6502541688,Brizo
1096,Margerum Los Olivos Tasting Room,2446 Alamo Pintado Ave,Los Olivos,93441,CA,8055041209,Brizo
1098,Oishi Japanese Hibachi & Sushi Restaurant,11025 International Dr,Orlando,32821,FL,4074650088,Brizo
1100,Ra-Ra-Ramen,1655 N La Brea Ave,Los Angeles,90028,CA,3238744692,Brizo
1102,The Sushi House,400 W Indian School Rd,Phoenix,85013,AZ,6023742812,Brizo
1104,King House Restaurant,1821 Stadium Dr,Phenix City,36867,AL,3344804009,Brizo
1106,Asian Kitchen 1,17591 Vierra Canyon Rd,Salinas,93907,CA,8316633829,Brizo
1108,Origami,2217 San Ramon Valley Blvd,San Ramon,94583,CA,9252081090,Brizo
1110,Tom San Ramen,177 Southgate Ave,Daly City,94015,CA,6509934204,Brizo
1112,Momo Cook,40967 Fremont Blvd,Fremont,94538,CA,5109439872,Brizo
1114,Hinata Japanese Steakhouse & Sushi,5113 Business Center Dr,Fairfield,94534,CA,7072070888,Brizo
1116,Don Katsu,5122 Whittier Blvd,Los Angeles,90022,CA,6267808496,Brizo
1118,China Delights,1501 Tara Hills Dr,Pinole,94564,CA,5109641882,Brizo
1120,UME Japanese & Chinese Restaurant,4170 Lafayette St,Marianna,32446,FL,8503724832,Brizo
1122,Malubianbian Hotpot Tustin,1056 Walnut Ave,Tustin,92780,CA,6576008116,Brizo
1124,Panda Bowl,2311 Tapo St,Simi Valley,93063,CA,8055798649,Brizo
1126,Nibblers Catering,225 N 32nd Pl,Phoenix,85034,AZ,6022668100,Brizo
1128,Kone Sushi,247 SE 1st St,Miami,33131,FL,3053737622,Brizo
1130,May Palace,2109 N Frontage Rd W,Vail,81657,CO,9704761657,Brizo
1132,Hong Kong Taste,678 Clanton Market Pl,Clanton,35045,AL,2057553275,Brizo
1134,Yummy China,4550 S Kipling St,Denver,80127,CO,3039729239,Brizo
1136,Long Jaing Chinese Restaurant,73 Old County Rd,Windsor Locks,6096,CT,8606232555,Brizo
1138,Kazu Ramen,1849 E Williams Field Rd,Gilbert,85295,AZ,4806872319,Brizo
1140,King Chicken Wing,77 S Park Victoria Dr,Milpitas,95035,CA,4082628730,Brizo
1142,Fresh Wok,15461 Main St,Hesperia,92345,CA,7609488988,Brizo
1144,Cang Tong Japanese Steakhouse,110 Sebring Sq,Sebring,33870,FL,8633861924,Brizo
1146,Mexihanas Hibachi Grill,1782 Martin Luther King Jr Ave,Long Beach,90813,CA,5623504909,Brizo
1148,The Fire Spot,4646 Convoy St,San Diego,92111,CA,8587374135,Brizo
1150,Yuan Palace Mongolian BBQ,7555 E Arapahoe Rd,Englewood,80112,CO,3037716296,Brizo
1152,Szechuan Bistro,1101 W Huntington Dr,Arcadia,91007,CA,6263077716,Brizo
1154,Chinatown Express,746 6th St NW,Washington,20001,DC,2026380424,Brizo
1156,Jin Sushi,8250 Sunset Strip,Sunrise,33322,FL,9547471101,Brizo
1158,Chick-G!,1560 S Lewis St,Anaheim,92805,CA,9493167792,Brizo
1160,Crawfish Boil Company Restaurant & Bar,6851 S Gaylord St,Centennial,80122,CO,7205492645,Brizo
1162,The Grove,1970 S Main St,Delta,81416,CO,9708744999,Brizo
1164,MUI SUSHI,6370 Florence Ave,Bell Gardens,90201,CA,5623153936,Brizo
1166,Te Isshoku Sushi,633 W 5th St,Los Angeles,90071,CA,3239612163,Brizo
1168,HARU sushi,20165 N 67th Ave,Glendale,85308,AZ,6232172720,Brizo
1170,Masan Asian Grill,1924 Weston Rd,Weston,33326,FL,9548884689,Brizo
1172,Koi Sushi,1430 E Plaza Blvd,National City,91950,CA,6194349888,Brizo
1174,Sam Woo Barbecue Restaurant,140 W Valley Blvd,San Gabriel,91776,CA,6265728418,Brizo
1176,China Hot Express,4700 S Orange Blossom Trl,Orlando,32839,FL,4078512888,Brizo
1178,Shori Sushi Doral,2005 NW 97th Ave,Doral,33172,FL,3052045164,Brizo
1180,Mauka Poke Bar,700 Chambers Ave,Eagle,81631,CO,9702800209,Brizo
1182,China One,4519 N Pine Hills Rd,Orlando,32808,FL,4072995225,Brizo
1184,Hot Shrimp Mami Cajun Seafood Boil,1879 N Lake Ave,Altadena,91001,CA,6268187683,Brizo
1186,Ojiya,4183 Chino Hills Pkwy,Chino Hills,91709,CA,9096068638,Brizo
1188,Yuba Buffet,840 Gray Ave,Yuba City,95991,CA,5306710888,Brizo
1190,Kappa Bowls & Rolls,7501 N Kendall Dr,Miami,33156,FL,7862387173,Brizo
1192,Copper Mule Table & Tap,3348 Main St,Bryant,72022,AR,5012130379,Brizo
1194,Ma's House,5537 Clairemont Mesa Blvd,San Diego,92117,CA,8582781688,Brizo
