Snowball Map,State Group,datediff_queue_entered_date,datediff_rejected_date,datediff_created_date,Queue Enter Date,Rejected Time,Dead Date,Create Date,Last Name,Company / Account,Street,Zip/Postal Code,State/Province (text only),Mobile - Primary,Business Phone,Lead Owner,Assigned SDR,Lead Status,Rejected Reason,Created By,Unqualified Reason,Lead Stage
61481,Group B,170,169,584,2023-12-19,2023-12-19T17:47:00Z,,2022-10-31T04:00:00Z,May Garden,May Garden,920 Main St,1550,MA,,(508) 765-1993,Marketing Nurture Queue,,SDR Complete,No Interest to talk to sales,Apps Associates,,Rejected
61482,Group B,100,99,584,2024-02-27,2024-02-27T20:04:00Z,,2022-10-31T04:00:00Z,Jasmine Garden Restaurant,Jasmine Garden Restaurant,113 Mansfield Ave,2766,MA,,(508) 285-2950,Marketing Nurture Queue,,SDR Complete,No Interest to talk to sales,Apps Associates,,Rejected
61483,Group B,161,160,584,2023-12-28,2023-12-28T19:59:00Z,,2022-10-31T04:00:00Z,PACIFICA CAFÉ,PACIFICA CAFÉ,621 CENTER POINT WAY,20878,MD,,(301) 519-1488,Marketing Nurture Queue,,SDR Complete,No Interest to talk to sales,Apps Associates,,Rejected
61484,Group B,127,126,584,2024-01-31,2024-01-31T16:41:00Z,,2022-10-31T04:00:00Z,Tokyo Japanese Steak House,Tokyo Japanese Steak House,121 Depot St,1757,MA,,(508) 478-7788,Marketing Nurture Queue,,SDR Complete,Cannot contact lead,Apps Associates,,Rejected
61485,Group B,161,160,584,2023-12-28,2023-12-28T19:59:00Z,,2022-10-31T04:00:00Z,SHANGHAI CARRY OUT,SHANGHAI CARRY OUT,2157 W PATAPSCO AVE,21230,MD,,(410) 646-1520,Marketing Nurture Queue,,SDR Complete,No Interest to talk to sales,Apps Associates,,Rejected
61486,Group B,91,90,584,2024-03-07,2024-03-07T17:05:00Z,,2022-10-31T04:00:00Z,Yujo Sushi & Asian Cuisine,Yujo Sushi & Asian Cuisine,511 Merrimack Ave,1826,MA,,(978) 458-8113,Marketing Nurture Queue,,SDR Complete,No Interest to talk to sales,Apps Associates,,Rejected
61487,Group B,161,160,584,2023-12-28,2023-12-28T19:59:00Z,,2022-10-31T04:00:00Z,SUPER EASTERN,SUPER EASTERN,5816 ALLENTOWN WAY,20748,MD,,(301) 449-3800,Marketing Nurture Queue,,SDR Complete,No Interest to talk to sales,Apps Associates,,Rejected
61488,Group B,99,98,584,2024-02-28,2024-02-29T01:12:00Z,,2022-10-31T04:00:00Z,Blu Karma,Blu Karma,6 Purchase St,1923,MA,,(978) 750-9890,Marketing Nurture Queue,,SDR Complete,No Interest to talk to sales,Apps Associates,,Rejected
61489,Group B,161,160,584,2023-12-28,2023-12-28T19:59:00Z,,2022-10-31T04:00:00Z,WINLI ASIAN RESTAURANT,WINLI ASIAN RESTAURANT,2519 PUTTY HILL AVE,21234,MD,,(410) 882-1388,Marketing Nurture Queue,,SDR Complete,No Interest to talk to sales,Apps Associates,,Rejected
61490,Group B,91,90,584,2024-03-07,2024-03-07T17:20:00Z,,2022-10-31T04:00:00Z,CHINA CITY,CHINA CITY,5260 NORTHWEST BLVD,52806,IA,,(563) 445-0888,Marketing Nurture Queue,,SDR Complete,No Interest to talk to sales,Apps Associates,,Rejected
61491,Group B,285,284,584,2023-08-26,2023-08-26T16:02:00Z,,2022-10-31T04:00:00Z,CHINA EXPRESS,CHINA EXPRESS,2060 CROSSROADS BLVD # 242,50702,IA,,(319) 234-1899,Marketing Nurture Queue,,SDR Complete,No Interest to talk to sales,Apps Associates,,Rejected
61492,Group B,149,148,584,2024-01-09,2024-01-09T20:54:00Z,,2022-10-31T04:00:00Z,ASIAN WOK,ASIAN WOK,5443 BELAIR RD,21206,MD,,(410) 325-2000,Marketing Nurture Queue,,SDR Complete,No Interest to talk to sales,Apps Associates,,Rejected
61493,Group B,101,100,584,2024-02-26,2024-02-27T00:03:00Z,,2022-10-31T04:00:00Z,CHINA HOUSE,CHINA HOUSE,624 W MILWAUKEE AVE,50588,IA,,(712) 732-1676,Marketing Nurture Queue,,SDR Complete,Cannot contact lead,Apps Associates,,Rejected
61494,Group B,154,153,584,2024-01-04,2024-01-04T16:13:00Z,,2022-10-31T04:00:00Z,CHINA KING,CHINA KING,1122 1ST AVE E,50208,IA,,(641) 787-9988,Marketing Nurture Queue,,SDR Complete,No Interest to talk to sales,Apps Associates,,Rejected
61495,Group B,285,284,584,2023-08-26,2023-08-26T16:22:00Z,,2022-10-31T04:00:00Z,CHINA WOK,CHINA WOK,2412 W BROADWAY,51501,IA,,(712) 256-3889,Marketing Nurture Queue,,SDR Complete,No Interest to talk to sales,Apps Associates,,Rejected
61496,Group B,174,173,584,2023-12-15,2023-12-15T23:27:00Z,,2022-10-31T04:00:00Z,CHUONG GARDEN,CHUONG GARDEN,915 BROAD ST,50112,IA,,(641) 236-9900,Marketing Nurture Queue,,SDR Complete,No Interest to talk to sales,Apps Associates,,Rejected
61497,Group B,146,145,584,2024-01-12,2024-01-12T16:35:00Z,,2022-10-31T04:00:00Z,CHUONG GARDEN CHINESE RESTAURANT,CHUONG GARDEN CHINESE RESTAURANT,118 E MAIN ST,52057,IA,,(563) 927-2353,Marketing Nurture Queue,,SDR Complete,Cannot contact lead,Apps Associates,,Rejected
61498,Group B,285,284,584,2023-08-26,2023-08-26T16:25:00Z,,2022-10-31T04:00:00Z,FIRST GARDEN,FIRST GARDEN,21 S FREDERICK AVE,50662,IA,,(319) 283-3700,Marketing Nurture Queue,,SDR Complete,No Interest to talk to sales,Apps Associates,,Rejected
61499,Group B,175,174,584,2023-12-14,2023-12-14T22:06:00Z,,2022-10-31T04:00:00Z,GRAND CHINA,GRAND CHINA,116 E 1ST ST,52310,IA,,(319) 465-4528,Marketing Nurture Queue,,SDR Complete,No Interest to talk to sales,Apps Associates,,Rejected
61500,Group B,285,284,584,2023-08-26,2023-08-26T16:41:00Z,,2022-10-31T04:00:00Z,JADE GARDEN CHINESE RESTAURANT,JADE GARDEN CHINESE RESTAURANT,602 N ANKENY BLVD,50023,IA,,(515) 964-2422,Marketing Nurture Queue,,SDR Complete,No Interest to talk to sales,Apps Associates,,Rejected
61501,Group B,161,160,584,2023-12-28,2023-12-28T19:59:00Z,,2022-10-31T04:00:00Z,CHARLIES CHINESE FOOD CARRYOUT,CHARLIES CHINESE FOOD CARRYOUT,5206 PARK HEIGHTS AVE,21215,MD,,(410) 466-3164,Marketing Nurture Queue,,SDR Complete,No Interest to talk to sales,Apps Associates,,Rejected
61502,Group B,285,284,584,2023-08-26,2023-08-26T16:44:00Z,,2022-10-31T04:00:00Z,MR EGGROLL CHINESE FAST FOOD,MR EGGROLL CHINESE FAST FOOD,3330 INDIANOLA AVE,50315,IA,,(515) 287-3989,Marketing Nurture Queue,,SDR Complete,No Interest to talk to sales,Apps Associates,,Rejected
61503,Group B,285,284,584,2023-08-26,2023-08-26T16:45:00Z,,2022-10-31T04:00:00Z,OCEAN CITY CHINESE RESTAURANT,OCEAN CITY CHINESE RESTAURANT,5 W MAIN ST,50158,IA,,(641) 753-8006,Marketing Nurture Queue,,SDR Complete,No Interest to talk to sales,Apps Associates,,Rejected
61504,Group B,149,148,584,2024-01-09,2024-01-09T20:54:00Z,,2022-10-31T04:00:00Z,CHINA 88,CHINA 88,22405 JEFFERSON BLVD,21783,MD,,(301) 824-7300,Marketing Nurture Queue,,SDR Complete,No Interest to talk to sales,Apps Associates,,Rejected
61505,Group B,93,92,584,2024-03-05,2024-03-06T00:40:00Z,,2022-10-31T04:00:00Z,PANDA LIN,PANDA LIN,624 12TH AVE SE,52401,IA,,(319) 826-6891,Marketing Nurture Queue,,SDR Complete,Cannot contact lead,Apps Associates,,Rejected
61506,Group B,285,284,584,2023-08-26,2023-08-26T16:50:00Z,,2022-10-31T04:00:00Z,TASTE OF CHINA,TASTE OF CHINA,115 S MARION AVE,52353,IA,,(319) 653-7359,Marketing Nurture Queue,,SDR Complete,No Interest to talk to sales,Apps Associates,,Rejected
61507,Group B,161,160,584,2023-12-28,2023-12-28T19:59:00Z,,2022-10-31T04:00:00Z,CHINA BUFFET,CHINA BUFFET,1041 MARYLAND AVE,21740,MD,,(240) 420-5955,Marketing Nurture Queue,,SDR Complete,No Interest to talk to sales,Apps Associates,,Rejected
61508,Group B,161,160,584,2023-12-28,2023-12-28T19:59:00Z,,2022-10-31T04:00:00Z,YEN HING DRAGON RESTAURANT,YEN HING DRAGON RESTAURANT,9 SPRING AVE,52172,IA,,(563) 568-2383,Marketing Nurture Queue,,SDR Complete,No Interest to talk to sales,Apps Associates,,Rejected
61509,Group B,109,108,584,2024-02-18,2024-02-19T02:28:00Z,,2022-10-31T04:00:00Z,HOUSE OF CHINA,HOUSE OF CHINA,170 JOHN F KENNEDY RD,52002,IA,,(563) 557-8275,Marketing Nurture Queue,,SDR Complete,Cannot contact lead,Apps Associates,,Rejected
61510,Group B,108,107,584,2024-02-19,2024-02-19T22:17:00Z,,2022-10-31T04:00:00Z,RAINBOW RESTAURANT,RAINBOW RESTAURANT,7101 NW BARRY RD,64153,MO,,(816) 587-5788,Marketing Nurture Queue,,SDR Complete,No Interest to talk to sales,Apps Associates,,Rejected
61511,Group B,161,160,584,2023-12-28,2023-12-28T19:34:00Z,,2022-10-31T04:00:00Z,88 CHINESE RESTAURANT,88 CHINESE RESTAURANT,803 ALBANY PL SE,51041,IA,,(712) 707-9288,Marketing Nurture Queue,,SDR Complete,Contact info incorrect,Apps Associates,,Rejected
61512,Group B,161,160,584,2023-12-28,2023-12-28T19:59:00Z,,2022-10-31T04:00:00Z,CHINA CHEF RESTAURANT,CHINA CHEF RESTAURANT,12114 CENTRAL AVE,20721,MD,,(301) 390-3888,Marketing Nurture Queue,,SDR Complete,No Interest to talk to sales,Apps Associates,,Rejected
61513,Group B,107,106,584,2024-02-20,2024-02-20T20:39:00Z,,2022-10-31T04:00:00Z,SPRING CHINA,SPRING CHINA,6821 LONGVIEW RD,64134,MO,,(816) 765-8668,Marketing Nurture Queue,,SDR Complete,No Interest to talk to sales,Apps Associates,,Rejected
61514,Group B,161,160,584,2023-12-28,2023-12-28T19:59:00Z,,2022-10-31T04:00:00Z,CHINA CITY,CHINA CITY,4918 ANNAPOLIS RD,20710,MD,,(301) 277-8818,Marketing Nurture Queue,,SDR Complete,No Interest to talk to sales,Apps Associates,,Rejected
61515,Group B,149,148,584,2024-01-09,2024-01-09T20:54:00Z,,2022-10-31T04:00:00Z,CHINA DRAGON RESTAURANT,CHINA DRAGON RESTAURANT,7625 HARFORD RD,21234,MD,,(410) 426-2666,Marketing Nurture Queue,,SDR Complete,No Interest to talk to sales,Apps Associates,,Rejected
61516,Group B,113,112,584,2024-02-14,2024-02-14T20:43:00Z,,2022-10-31T04:00:00Z,NEW CHINA RESTAURANT,NEW CHINA RESTAURANT,716 STORY ST,50036,IA,,(515) 432-8089,Marketing Nurture Queue,,SDR Complete,No Interest to talk to sales,Apps Associates,,Rejected
61517,Group B,121,120,584,2024-02-06,2024-02-06T20:27:00Z,,2022-10-31T04:00:00Z,TWIN DRAGON,TWIN DRAGON BUFFET,739 E CENTER AVE,65746,MO,,(417) 935-2806,Marketing Nurture Queue,,SDR Complete,No Interest to talk to sales,Apps Associates,,Rejected
61518,Group B,219,218,584,2023-10-31,2023-11-01T01:15:00Z,,2022-10-31T04:00:00Z,YEN CHING,YEN CHING,1012 S BRENTWOOD BLVD,63117,MO,,(314) 721-7507,Marketing Nurture Queue,,SDR Complete,Cannot contact lead,Apps Associates,,Rejected
61519,Group B,105,104,584,2024-02-22,2024-02-22T17:40:00Z,,2022-10-31T04:00:00Z,Samurai,Samurai,7125 Mills Civic Pkwy Ste 110,50266,IA,,(515) 223-4888,Marketing Nurture Queue,,SDR Complete,No Interest to talk to sales,Apps Associates,,Rejected
61520,Group B,161,160,584,2023-12-28,2023-12-28T19:59:00Z,,2022-10-31T04:00:00Z,CHINA EXPRESS,CHINA EXPRESS,3671 BLADENSBURG RD,20722,MD,,(301) 277-1447,Marketing Nurture Queue,,SDR Complete,No Interest to talk to sales,Apps Associates,,Rejected
61521,Group B,225,224,584,2023-10-25,2023-10-25T15:31:00Z,,2022-10-31T04:00:00Z,Teriyaki House Japanese Grill,Teriyaki House Japanese Grill,1014 E 14th St,50316,IA,,(515) 262-2889,Marketing Nurture Queue,,SDR Complete,Cannot contact lead,Apps Associates,,Rejected
61522,Group B,113,112,584,2024-02-14,2024-02-14T22:08:00Z,,2022-10-31T04:00:00Z,Fu Lin House,Fu Lin House,7125 Metropolitan Blvd Ste 105,63012,MO,,(636) 467-8055,Marketing Nurture Queue,,SDR Complete,No Interest to talk to sales,Apps Associates,,Rejected
61523,Group B,148,147,584,2024-01-10,2024-01-10T20:42:00Z,,2022-10-31T04:00:00Z,J & I Chinese Kitchen,J & I Chinese Kitchen,1171 Gravois Rd,63026,MO,,(636) 343-3737,Marketing Nurture Queue,,SDR Complete,Cannot contact lead,Apps Associates,,Rejected
61524,Group B,126,125,584,2024-02-01,2024-02-01T20:04:00Z,,2022-10-31T04:00:00Z,Sushi Ai,Sushi Ai,12644 Dorsett Rd,63043,MO,,(314) 205-8985,Marketing Nurture Queue,,SDR Complete,No Interest to talk to sales,Apps Associates,,Rejected
61525,Group B,154,153,584,2024-01-04,2024-01-04T19:01:00Z,,2022-10-31T04:00:00Z,Yen Ching Restaurant,Yen Ching Restaurant,926 Main St,52001,IA,,(563) 556-2574,Marketing Nurture Queue,,SDR Complete,No Interest to talk to sales,Apps Associates,,Rejected
61526,Group B,240,239,584,2023-10-10,2023-10-10T23:48:00Z,,2022-10-31T04:00:00Z,Mizu Sushi Bar,Mizu Sushi Bar,1013 Washington Ave,63101,MO,,(314) 621-2646,Marketing Nurture Queue,,SDR Complete,Cannot contact lead,Apps Associates,,Rejected
61527,Group B,133,132,584,2024-01-25,2024-01-25T17:11:00Z,,2022-10-31T04:00:00Z,Wasapi Sushi Bar,Wasapi Sushi Bar,7726 Forsyth Boulevard,63105,MO,,(314) 721-9970,Marketing Nurture Queue,,SDR Complete,No Interest to talk to sales,Apps Associates,,Rejected
61528,Group B,149,148,584,2024-01-09,2024-01-09T20:54:00Z,,2022-10-31T04:00:00Z,A 8 Chinese Restaurant,A 8 Chinese Restaurant,214 W State St,52361,IA,,(319) 668-8888,Marketing Nurture Queue,,SDR Complete,No Interest to talk to sales,Apps Associates,,Rejected
61529,Group B,176,175,584,2023-12-13,2023-12-13T19:25:00Z,,2022-10-31T04:00:00Z,Shokai Sushi,Shokai Sushi,1115 N Roosevelt Ave,52601,IA,,(319) 758-0006,Marketing Nurture Queue,,SDR Complete,Cannot contact lead,Apps Associates,,Rejected
61530,Group B,136,135,584,2024-01-22,2024-01-22T21:45:00Z,,2022-10-31T04:00:00Z,Wei Hong Seafood Restaurant,Wei Hong Seafood Restaurant,7740 Olive Blvd,63130,MO,,(314) 726-0363,Marketing Nurture Queue,,SDR Complete,No Interest to talk to sales,Apps Associates,,Rejected
61531,Group B,150,149,584,2024-01-08,2024-01-08T20:11:00Z,,2022-10-31T04:00:00Z,Lu Lu Seafood Restaurant,Lu Lu Seafood Restaurant,8224 Olive Blvd,63132,MO,,(314) 997-3108,Marketing Nurture Queue,,SDR Complete,No Interest to talk to sales,Apps Associates,,Rejected
61532,Group B,161,160,584,2023-12-28,2023-12-28T19:59:00Z,,2022-10-31T04:00:00Z,CHINA HOUSE,CHINA HOUSE,2233 EASTERN AVE,21231,MD,,(410) 522-3456,Marketing Nurture Queue,,SDR Complete,No Interest to talk to sales,Apps Associates,,Rejected
61533,Group B,133,132,584,2024-01-25,2024-01-25T17:15:00Z,,2022-10-31T04:00:00Z,China Queen,China Queen,1217 Jungermann Rd,63376,MO,,(636) 922-4368,Marketing Nurture Queue,,SDR Complete,No Interest to talk to sales,Apps Associates,,Rejected
61534,Group B,99,98,584,2024-02-28,2024-02-28T17:15:00Z,,2022-10-31T04:00:00Z,CHOPSTIX,CHOPSTIX,7102 PADRE ISLAND HWY,78521,TX,,(956) 832-0700,Marketing Nurture Queue,,SDR Complete,No Interest to talk to sales,Apps Associates,,Rejected
61535,Group B,136,135,584,2024-01-22,2024-01-22T23:33:00Z,,2022-10-31T04:00:00Z,Oriental Gardens,Oriental Gardens,1260 W Foxwood Dr,64083,MO,,(816) 322-4515,Marketing Nurture Queue,,SDR Complete,No Interest to talk to sales,Apps Associates,,Rejected
61536,Group B,123,122,584,2024-02-04,2024-02-04T23:36:00Z,,2022-10-31T04:00:00Z,Mint Sushi Asian Cafe,Mint Sushi Asian Cafe,1209 NE Rice Rd,64086,MO,,(816) 554-0678,Marketing Nurture Queue,,SDR Complete,Cannot contact lead,Apps Associates,,Rejected
61537,Group B,153,152,584,2024-01-05,2024-01-05T18:03:00Z,,2022-10-31T04:00:00Z,NUMBER 1 CHINESE RESTAURANT,NUMBER 1 CHINESE RESTAURANT,120 NORTH ST,10940,NY,,(845) 344-5185,Marketing Nurture Queue,,SDR Complete,No Interest to talk to sales,Apps Associates,,Rejected
61538,Group B,176,175,584,2023-12-13,2023-12-13T18:31:00Z,,2022-10-31T04:00:00Z,DRAGON EXPRESS,DRAGON EXPRESS,1093 W MAIN ST # 202,75067,TX,,(972) 221-0556,Marketing Nurture Queue,,SDR Complete,Cannot contact lead,Apps Associates,,Rejected
61539,Group B,149,148,584,2024-01-09,2024-01-09T20:54:00Z,,2022-10-31T04:00:00Z,Princess Garden Restaurant,Princess Garden Restaurant,8906 Wornall Rd,64114,MO,,(816) 444-3709,Marketing Nurture Queue,,SDR Complete,No Interest to talk to sales,Apps Associates,,Rejected
61540,Group B,106,105,584,2024-02-21,2024-02-21T20:33:00Z,,2022-10-31T04:00:00Z,NUMBER 8,NUMBER 8,694 THWAITES PL,10467,NY,,(718) 652-0700,Marketing Nurture Queue,,SDR Complete,No Interest to talk to sales,Apps Associates,,Rejected
61541,Group B,134,133,584,2024-01-24,2024-01-24T16:27:00Z,,2022-10-31T04:00:00Z,TASTE OF CHINA,TASTE OF CHINA,800 MEACHAM AVE,11003,NY,,(516) 568-1005,Marketing Nurture Queue,,SDR Complete,Cannot contact lead,Apps Associates,,Rejected
61542,Group B,106,105,584,2024-02-21,2024-02-21T22:19:00Z,,2022-10-31T04:00:00Z,梁,Great Wall,1002 WALES DR,76549,TX,(254) 554-7750,(254) 554-7750,Marketing Nurture Queue,,AE Assigned,No Interest to talk to sales,Apps Associates,,Rejected
61543,Group B,161,160,584,2023-12-28,2023-12-28T19:34:00Z,,2022-10-31T04:00:00Z,CHINA MAX,CHINA MAX,488 PREMIUM OUTLETS BLVD,21740,MD,,(301) 733-8837,Marketing Nurture Queue,,SDR Complete,Contact info incorrect,Apps Associates,,Rejected
61544,Group B,161,160,584,2023-12-28,2023-12-28T19:59:00Z,,2022-10-31T04:00:00Z,CHINA RESTAURANT,CHINA RESTAURANT,8567 LANDOVER RD,20785,MD,,(301) 322-5923,Marketing Nurture Queue,,SDR Complete,No Interest to talk to sales,Apps Associates,,Rejected
61545,Group B,180,179,584,2023-12-09,2023-12-09T19:27:00Z,,2022-10-31T04:00:00Z,Kome Sushi,Kome Sushi,10925 NW Highway 45,64152,MO,,(816) 587-8882,Marketing Nurture Queue,,SDR Complete,No Interest to talk to sales,Apps Associates,,Rejected
61546,Group B,226,225,584,2023-10-24,2023-10-24T22:12:00Z,,2022-10-31T04:00:00Z,Masabi Japanese Sushi Bar & Grill,Masabi Japanese Sushi Bar & Grill,9763 N Cedar Ave,64157,MO,,(816) 792-8881,Marketing Nurture Queue,,SDR Complete,Cannot contact lead,Apps Associates,,Rejected
61547,Group B,161,160,584,2023-12-28,2023-12-28T19:59:00Z,,2022-10-31T04:00:00Z,28 CHINESE RESTAURANT,28 CHINESE RESTAURANT,185 MAIN ST,10549,NY,,(914) 666-8889,Marketing Nurture Queue,,SDR Complete,No Interest to talk to sales,Apps Associates,,Rejected
61548,Group B,107,106,584,2024-02-20,2024-02-20T19:12:00Z,,2022-10-31T04:00:00Z,FIRST WOK CHINESE RESTAURANT,FIRST WOK CHINESE RESTAURANT,1607 W HENDERSON ST G,76033,TX,,(817) 556-3551,Marketing Nurture Queue,,SDR Complete,Cannot contact lead,Apps Associates,,Rejected
61549,Group B,228,227,584,2023-10-22,2023-10-22T23:53:00Z,,2022-10-31T04:00:00Z,Kam Sheng,Kam Sheng,9774 N Ash Ave,64157,MO,,(816) 792-8188,Marketing Nurture Queue,,SDR Complete,Cannot contact lead,Apps Associates,,Rejected
61550,Group B,107,106,584,2024-02-20,2024-02-20T19:14:00Z,,2022-10-31T04:00:00Z,FORTUNE VILLAGE,FORTUNE VILLAGE,1575 WEST GRAND PARKWAY SOUTH #300,77494,TX,,(281) 395-4448,Marketing Nurture Queue,,SDR Complete,Not a decision maker,Apps Associates,,Rejected
61551,Group B,174,173,584,2023-12-15,2023-12-15T20:43:00Z,,2022-10-31T04:00:00Z,NEW MING MOON KITCHEN,NEW MING MOON KITCHEN,106 MAIN ST,10516,NY,,(845) 265-2140,Marketing Nurture Queue,,SDR Complete,No Interest to talk to sales,Apps Associates,,Rejected
61552,Group B,114,113,584,2024-02-13,2024-02-13T17:57:00Z,,2022-10-31T04:00:00Z,Osaka Japanese Restaurant Sushi & Hibachi Steakhou,Osaka Japanese Restaurant Sushi & Hibachi Steakhou,120 E Nifong Blvd Ste A,65203,MO,,(573) 875-8588,Marketing Nurture Queue,,SDR Complete,No Interest to talk to sales,Apps Associates,,Rejected
61553,Group B,136,135,584,2024-01-22,2024-01-22T16:45:00Z,,2022-10-31T04:00:00Z,NO 1,NO 1,11663 SUTPHIN BLVD,11434,NY,,(718) 323-4300,Marketing Nurture Queue,,SDR Complete,Cannot contact lead,Apps Associates,,Rejected
61554,Group B,99,98,584,2024-02-28,2024-02-28T20:49:00Z,,2022-10-31T04:00:00Z,Mandarin Garden,Mandarin Garden,635 S Bishop Ave,65401,MO,,(573) 364-9610,Marketing Nurture Queue,,SDR Complete,No Interest to talk to sales,Apps Associates,,Rejected
61555,Group B,133,132,584,2024-01-25,2024-01-25T17:16:00Z,,2022-10-31T04:00:00Z,Diamond Head Restaurant,Diamond Head Restaurant,1214 Porter Wagoner Blvd,65775,MO,,(417) 256-4888,Marketing Nurture Queue,,SDR Complete,No Interest to talk to sales,Apps Associates,,Rejected
61556,Group B,161,160,584,2023-12-28,2023-12-28T19:59:00Z,,2022-10-31T04:00:00Z,5 Spice China Grill,5 Spice China Grill,2058 S Glenstone Ave,65804,MO,,(417) 799-0215,Marketing Nurture Queue,,SDR Complete,No Interest to talk to sales,Apps Associates,,Rejected
61557,Group B,161,160,584,2023-12-28,2023-12-28T19:59:00Z,,2022-10-31T04:00:00Z,9 Edo Sushi & Grill,9 Edo Sushi & Grill,9 E 17th St Frnt 1,10003,NY,,(212) 989-2938,Marketing Nurture Queue,,SDR Complete,No Interest to talk to sales,Apps Associates,,Rejected
61558,Group B,235,234,584,2023-10-15,2023-10-15T21:38:00Z,,2022-10-31T04:00:00Z,GOLDEN GATE CHINESE RESTAURANT,GOLDEN GATE CHINESE RESTAURANT,"#104, 5300, 2510 S BELT LINE RD",75052,TX,,(972) 642-6833,Marketing Nurture Queue,,SDR Complete,Cannot contact lead,Apps Associates,,Rejected
61559,Group B,136,135,584,2024-01-22,2024-01-22T19:17:00Z,,2022-10-31T04:00:00Z,ASIAN BISTRO,ASIAN BISTRO,7736 North Point Blvd #200,27106,NC,,(336) 896-1525,Marketing Nurture Queue,,SDR Complete,No Interest to talk to sales,Apps Associates,,Rejected
61560,Group B,149,148,584,2024-01-09,2024-01-09T20:54:00Z,,2022-10-31T04:00:00Z,CHINA TOWN EXPRESS,CHINA TOWN EXPRESS,126 CARROLL ISLAND RD,21220,MD,,(410) 335-7800,Marketing Nurture Queue,,SDR Complete,No Interest to talk to sales,Apps Associates,,Rejected
61561,Group B,137,136,584,2024-01-21,2024-01-21T23:05:00Z,,2022-10-31T04:00:00Z,Chinese Taste Restaurant,Chinese Taste Restaurant,80 Elizabeth St Apt 7J,10013,NY,,(917) 328-2962,Marketing Nurture Queue,,SDR Complete,Cannot contact lead,Apps Associates,,Rejected
61562,Group B,161,160,584,2023-12-28,2023-12-28T19:59:00Z,,2022-10-31T04:00:00Z,251 Ginza Sushi,251 Ginza Sushi,251 E 35th St Frnt A,10016,NY,,(212) 889-3333,Marketing Nurture Queue,,SDR Complete,No Interest to talk to sales,Apps Associates,,Rejected
61563,Group B,229,228,584,2023-10-21,2023-10-21T21:40:00Z,,2022-10-31T04:00:00Z,GREAT CHINA,GREAT CHINA,1015 TEXAS BLVD N #20C,78596,TX,,(956) 968-9277,Marketing Nurture Queue,,SDR Complete,Cannot contact lead,Apps Associates,,Rejected
61564,Group B,177,176,584,2023-12-12,2023-12-13T01:23:00Z,,2022-10-31T04:00:00Z,Vincent's Asian Bistro Bar,Vincent's Asian Bistro Bar,1160 N Main St,2368,MA,,(781) 885-0365,Marketing Nurture Queue,,SDR Complete,Cannot contact lead,Apps Associates,,Rejected
61565,Group B,123,122,584,2024-02-04,2024-02-04T16:50:00Z,,2022-10-31T04:00:00Z,Xiang Yu China Bistro,Xiang Yu China Bistro,1223 Beacon St,2446,MA,,(617) 739-0000,Marketing Nurture Queue,,SDR Complete,No Interest to talk to sales,Apps Associates,,Rejected
61566,Group B,93,92,584,2024-03-05,2024-03-05T16:19:00Z,,2022-10-31T04:00:00Z,GREAT WALL BUFFET,GREAT WALL BUFFET,602 S MAIN AVE,79756,TX,,(432) 943-8880,Marketing Nurture Queue,,SDR Complete,No Interest to talk to sales,Apps Associates,,Rejected
61567,Group B,149,148,584,2024-01-09,2024-01-09T20:54:00Z,,2022-10-31T04:00:00Z,A1 Asian Fusion,A1 Asian Fusion,2071 Adam Clayton Powell Jr Blvd Frnt 1,10027,NY,,(212) 866-3888,Marketing Nurture Queue,,SDR Complete,No Interest to talk to sales,Apps Associates,,Rejected
