,,,,,,,,,,,,,,TOTAL Y,TOTAL N,
EXNAME,ENNAME,ADDRESS1,STATE,FORWARDEDPHONE,CONTACTPHONE2,BUSINESS_PHONE__C,STATUS,Found in List (Y/N),Need Update,State,Updated Address,Business Phone,Mobile Phone,166,3075,3241
R83838,*HOT WOK*,402 E. Main St.,OH,4196834288,9175172333,(419) 683-4288,open,N,,,, ,,,,
R83835,*CHINA BROTHER*,2087 Town Center Blvd,FL,4078540886,4073605746,(407) 854-0886,open,N,,,, ,,,,
R83837,^DUNDALK SUSHI^,2031 Merritt Avenue,MD,4109288568,4435645685,,open,N,,,, ,,,,
R83836,CHINA WOK,2475 Jefferson Rd,GA,7063533399,6787791178,,open,N,,,, ,,,,
R83831,CHINA GATE,5824 N Wayne Rd,MI,7347297773,9176019851,,open,N,,,, ,,,,
R83833,PANDA HOUSE,3925 Cleveland Hwy,GA,7068525566,7062177766,,open,N,,,, ,,,,
R83832,CHINA KING,1105 East Michigan Ave,MI,5177886556,3476065959,,open,N,,,, ,,,,
R83826,CHINA WOK,1615 E Michigan Rd.,IN,3173928889,9175538557,,open,N,,,, ,,,,
R83829,^AKIRA^,2479 18 St NW,DC,2025881510,6465528558,,reject,N,,,, ,,,,
R83828,^MIZU^,11515 Hwy 49,MS,2282841718,6469320696,,open,N,,,, ,,,,
R83822,^GOLDEN DRAGON^,"102 Main Street,",SC,8034852980,9293868858,,new,N,,,, ,,,,
R83819,*^YUMMY FUSION^*,440 US130,NJ,6093712663,6096817500,,open,Y,,,440 US Highway 130,(609) 308-2070,,,,
R12123,TEST CLONE ALLIANCE 3,606 N Wellwood Ave,NY,1111111111,,,test,N,,,, ,,,,
R83825,*HONG KONG NO. 1*,2720 NC Highway 55,NC,9193632828,9172507183,,suspended,N,,,, ,,,,
R83823,CHINA HOUSE,75 N Market St,PA,5707353839,9173851578,,open,N,,,, ,,,,
R83821,*SHANGRI-LA*,784 Blossom Hill Road,CA,4083586520,4088887843,,open,N,,,, ,,,,
R83817,GO GO CHINA EXPRESS,102 Old South Plank Rd,NY,8455691188,6463010308,,open,N,,,, ,,,,
R83813,YUM AVON PARK,1048 US Hwy 27 S,FL,8634520228,2707039289,,suspended,N,,,, ,,,,
R83816,CHINA WOK,2605 Golf Rd,WI,7158387268,3302848733,,open,N,,,, ,,,,
R83815,^FIRE WOK^,1330 Blanding Blvd,FL,9042767778,3214249300,,open,N,,,, ,,,,
R777777,CLONE SUPER SET JAPANESE,TEST,AL,1211111111,,,reject,N,,,, ,,,,
R83208,MOY KONG EXPRESS,911 N. Leroy St.,MI,8106292511,2489898098,,open,N,,,, ,,,,
R83869,*YUM YUM*,1778 Forest Ave,NY,7183701000,9175363868,(718) 370-1000,open,N,,,, ,,,,
R83781,^FIERY CRAB HARVEY^,2645 Manhattan Blvd,LA,5043548500,5046700018,,open,N,,,, ,,,,
R83808,JADE LEE,191 Main Street,NJ,2016412134,6467048107,,open,N,,,, ,,,,
R83811,CHINA TOWN,11481 26 Mile Rd,MI,5869923330,9172573697,,open,N,,,, ,,,,
R83795,GRAND HUNAN,5845 Washington Blvd,VA,7035366266,7036289983,,open,N,,,, ,,,,
R83809,^CANTONESE KITCHEN^,One Glenmere Lane,NY,6319287460,9178733319,,suspended,N,,,, ,,,,
R83807,CHINA HOUSE,"420 W. Bagley Rd.,",OH,4408169393,4403828033,,open,N,,,, ,,,,
R83806,^SAPPORO HIBACHI EXPRESS^,5271 Kings Mills Rd,OH,5138481088,,,open,N,,,, ,,,,
R83802,^HIBACHIANA^,12240 Coursey Blvd,LA,2253619150,2252706373,,open,N,,,, ,,,,
R83803,^SPICE 8^,4510 S. Reservoir Rd,CO,3036908888,7204011001,,open,N,,,, ,,,,
R83801,NEW LONG CHENG,1005 S. Salina St.,NY,3154102228,9176128580,,open,Y,,,1005 S Salina St,(315) 410-2288,,,,
R83799,^CHINA GARDEN^,111 Sparkleberry Crossing,SC,8038655288,8038006581,,open,Y,,,111 Sparkleberry Crossing Rd,(803) 788-7288,,,,
R83798,*JOY LUCK*,1684 S Congress Ave,FL,5616428280,5615067760,,new,N,,,, ,,,,
R83783,^CHINA KING^,1497 Alexandria Dr,KY,8592522449,8595395642,,open,N,,,, ,,,,
R83797,*WAH MEI*,359 Highway 36,NJ,7327877765,3473795757,,open,N,,,, ,,,,
R83796,*^GREAT WALL^*,87-12 Astoria Blvd,NY,7184786433,6463380030,,closed,N,,,, ,,,,
R83793,CHINA GARDEN,856 South Board St.,NJ,6096561818,6469122191,,open,N,,,, ,,,,
R83789,^NEW CHINATOWN^,229 S White Horse Pike,NJ,8567688540,8563613683,,closed,N,,,, ,,,,
R83792,*LEE'S GARDEN*,7271 Wurzbach Rd,TX,2106929800,2108426789,,open,N,,,, ,,,,
R83788,^WIN WIN EXPRESS^,112 Main St.,NH,6032396886,6039034941,,open,N,,,, ,,,,
R83791,CHINA GARDEN,2550 W Colonial Dr,FL,4074135662,6092712887,,open,N,,,, ,,,,
R83787,*CHINA STAR*,1411 E Andrews Ave,NC,2525980433,6467278118,,open,N,,,, ,,,,
R83785,XING WANG,62 West Burnside Ave,NY,7189605543,6462505406,,open,N,,,, ,,,,
R83786,PANDA GARDEN,1189 S George St,WV,3047258888,9176808082,,open,N,,,, ,,,,
R83778,*ASIAN STAR OAKLAND*,200 Chickasaw Ridge Dr,TN,9014248161,6315452306,,open,N,,,, ,,,,
R83779,^WILD ORCHID^,56 Center St,CT,8608635800,9176903300,,closed,N,,,, ,,,,
R83777,NO.1 NEW CHINA,2 Dunlop Village Circle,VA,8045208381,8048680108,,open,N,,,, ,,,,
R83776,*CHINA STAR*,409 N. Clarke Rd,FL,4072900833,4075907729,,open,N,,,, ,,,,
917.985.8867-7,*Sales (LISA)*,3030 Northern Blvd,NY,9179858867,,,test,N,,,, ,,,,
R83775,CHINA STAR,1400 Altamont Ave,NY,5183566368,8134841119,,open,N,,,, ,,,,
R83773,HONG KONG,1026 Bill Tuck Hwy,VA,4345723111,6467059133,,open,N,,,, ,,,,
R83772,^CHINA COOK^,1812 Hylan Blvd.,NY,7189875269,6469431771,,open,N,,,, ,,,,
R83679,*^MANCHESTER CHINESE CUISINE^*,956 Main St,CT,8606438830,9175195551,,open,N,,,, ,,,,
R83768,^CHINA GATE^,3127 B Garden Road,NC,3365846606,6462667938,,open,N,,,, ,,,,
R83769,*HUNAN*,1425 W South Airport Rd.,MI,2319471388,2313137848,,open,N,,,, ,,,,
R83767,*^AGGIE'S HOT SUBS^*,5089 Hathaway St,NC,2524506777,9195841239,,open,N,,,, ,,,,
R83765,PEKING WOK,5617 Carolina Beach Rd.,NC,9104522411,9175958266,,open,N,,,, ,,,,
R83719,K & A CANTON,9840 National Blvd West,CA,3102027982,2132686982,,open,Y,,,9840 National Blvd,(310) 202-7209,,,,
R83763,CHINA KITCHEN,2121 T.W. Alexander Drive,NC,9199579700,6466830999,,open,N,,,, ,,,,
R83762,*^KAM HAI^*,624 Caton Ave,NY,7184369748,7187159889,,open,N,,,, ,,,,
R83761,ASIAN WOK,3786 Burbank Rd,OH,3302631006,2163340848,,open,N,,,, ,,,,
R83759,CHINA KING,414 Balltown Rd.,NY,5183938899,9176370923,,open,N,,,, ,,,,
R83758,^GOLDEN POT IN FRISCO^,3245 Main St.,TX,2147050388,4699714219,,open,N,,,, ,,,,
R83757,HOP SHING KITCHEN,"444 Ocean Blvd., North",NJ,7322225551,6468123776,,closed,N,,,, ,,,,
R83756,*^PANDA CAFE^*,5119-B Indian Head Highway,MD,3016861167,9176020899,,reject,N,,,, ,,,,
R168168,*RAN HOUSE - CT USE*,3030 Northern Blvd,NY,7189285499,,,test,N,,,, ,,,,
R83755,*RAINBOW CHINA*,8017 State Line Rd.,MO,8165238888,9179436082,,open,N,,,, ,,,,
R83753,*CHINESE FIRST WOK*,646 Long Hill Road,CT,8604451183,2037070038,,open,N,,,, ,,,,
R83751,^NEW CHINA^,4276 Washington Rd,GA,7062289988,9172937773,,open,N,,,, ,,,,
R83752,RED STAR,"1219 Ohio Ave,",FL,8502485599,8507165327,,suspended,N,,,, ,,,,
R83739,^HONG KONG GOURMET^,1215 Annapolis Rd,MD,4106723970,2404854600,,new,N,,,, ,,,,
R83732,MEI JIA,920 Morgan's Corner Road,GA,9124501855,9177018488,,open,N,,,, ,,,,
R83737,^CHINESE COUNTRY^,416 Sicklerville Rd,NJ,8567288082,6462040818,,open,N,,,, ,,,,
R83728,KING'S WOK,2080 Western Ave,NY,5188691300,9173559259,,open,N,,,, ,,,,
R83738,GOLDEN TASTE,20 Jackson St,NJ,7326251188,7326881080,,open,N,,,, ,,,,
R83736,^SUMO JAPANESE SUSHI^,7948 Winchester Rd,TN,9019070723,9018488883,,suspended,N,,,, ,,,,
R83735,CHINA 1,11680 Pebble Hills Blvd,TX,9158572141,3476156909,,open,N,,,, ,,,,
R83733,EAST MEETS WEST,65-07 Woodhaven Blvd,NY,7188309788,6467177969,,open,N,,,, ,,,,
R83731,*GUM HOI*,120 W. Ramapo Rd,NY,8453540802,6467248088,,open,N,,,, ,,,,
R83729,^SAKURA JAPANESE STEAK HOUSE^,330 N Koeller St,WI,9202302288,6463480867,,open,N,,,, ,,,,
R83691,*CHINA WOK*,1712 Neeses Hwy.,SC,8035343700,8033476890,,open,N,,,, ,,,,
R83727,CHINA WOK,8490 W Hillsborough Ave,FL,8139994010,7274176673,,open,N,,,, ,,,,
R83726,CHINA KING,6896 Parker Rd,MO,3143555688,9176636055,,open,N,,,, ,,,,
R83717,CHINA KING,3163 Curlew Rd,FL,7277721888,8139924366,,open,N,,,, ,,,,
R83721,*GREAT WALL*,1419 Gravesend Neck Rd,NY,7183765310,9179123281,,reject,N,,,, ,,,,
R83723,*CHINA INN*,1401 The Alameda,CA,4082885339,4082213966,,open,N,,,, ,,,,
R83722,^WON TON^,313 W. Hendry St.,GA,9128764191,6788622586,,open,N,,,, ,,,,
R83716,*RICE KING*,47 Stevens Street,CT,2038389218,9293219560,(203) 838-9218,closed,N,,,, ,,,,
R83718,^SUSHI EXPRESS^,1165 Deer Park Avenue,NY,6312437888,3475797758,,reject,N,,,, ,,,,
R83709,CHINA MOON,1842 Leithsville Road,PA,6108383328,9173709994,,open,N,,,, ,,,,
R83715,*CHIN WONG*,2275 W. County Line Rd (Rt. 526) & Bennetts Mills Rd,NJ,7323672288,6462508917,,reject,N,,,, ,,,,
917.985.8867-6,*Sales (Sandra)*,test,AL,9179858867,,,test,N,,,, ,,,,
917.985.8867-5,*Sales (Ray Lei)*,test,AL,9179858867,,,test,N,,,, ,,,,
917.985.8867-4,*Sales (Kelvin)*,test,AL,9179858867,,,test,N,,,, ,,,,
R83707,^HUNTS POINT^,901 Southern Blvd,NY,7183782055,3472955655,,open,N,,,, ,,,,
R83712,*CHANG'S WOK*,812 N Ridgeview Rd,KS,9133908668,9135482380,,suspended,N,,,, ,,,,
R83713,CHINA KING,9940 Belvedere Rd,FL,5617918858,3475568888,,reject,N,,,, ,,,,
R83711,*CHINA STAR*,4202 Mormon Coulee Rd,WI,6087883088,9523887567,,reject,N,,,, ,,,,
R83708,CHINA MOON,1031 S Washington Ave,PA,5703410300,9175962205,,open,N,,,, ,,,,
R83706,*CHINA WOK*,7087 Mechanicsville Turnpike,VA,8047308678,8047308679,,open,N,,,, ,,,,
R83705,HUNAN WOK,7860 Oxford Ave,PA,2157452856,2677743889,,open,N,,,, ,,,,
R83701,*NO 1 CHINESE FOOD*,20272 W. 8 Mile Rd,MI,2483529888,9176550193,,open,N,,,, ,,,,
R83582,^HUNAN CHEF^,251 N Bell Blvd.,TX,5123311069,5122188018,,open,Y,,,251 N Bell Blvd,(512) 428-4026,,,,
R83703,*^HOP SING^*,214 Essex Street,NJ,2013436080,9172386172,,reject,N,,,, ,,,,
R83702,*^ATAMI SUSHI^*,100 Old Lackawanna Trl,PA,5705851250,7186879769,,reject,N,,,, ,,,,
R83699,*GOLDEN GATE*,2100 Spring Valley Rd.,PA,7174814888,3129273507,,open,N,,,, ,,,,
R83698,*CHINA EXPRESS*,3055 Waughtown St,NC,3366500068,9179151096,,open,N,,,, ,,,,
R83697,*^JADE DRAGON^*,2920 Old Norcross Road,GA,7702798099,6787790383,,reject,N,,,, ,,,,
R910909,ROS,123 STREET,AL,1111111111,,,reject,N,,,, ,,,,
R911669,Test New,123 STREET,AL,1111111111,,,reject,N,,,, ,,,,
R911638,Test Restaurant for ROS,123 STREET,AL,1111111111,,,reject,N,,,, ,,,,
R83696,CHINA KING,450D Cumberland Way,MO,5738608811,9178335168,,open,N,,,, ,,,,
R88088,** JAPANESE FOR TRAINING **,Testing,AL,0,,,template,N,,,, ,,,,
R83695,*KING'S WOK CHINESE RESTAURANT*,1732 86 St.,NY,7182597160,9179578987,,reject,N,,,, ,,,,
R83693,*HUNAN*,108 Stillwell Ave.,MI,5177489306,9172916918,,open,N,,,, ,,,,
R83692,*ANISE CHINESE KITCHEN*,3511 Johnson Ave,NY,7185430500,9292919999,,open,N,,,, ,,,,
R83669,NY CHINESE RESTAURANT,1365 S.W. Martin Highway,FL,7724635538,9178382280,,open,N,,,, ,,,,
R82865,*^BEIJING & TOKYO^*,61 S Main Street,NH,6032280888,6037036329,,open,N,,,, ,,,,
R83688,*ASIA CUISINE*,451 Hyde Park Road,PA,7248420488,4843540884,,open,N,,,, ,,,,
R83686,*CHINA KING*,6011 New Hartford Street,NY,3155949700,9178598750,,open,N,,,, ,,,,
R83685,*^THE RED PEARL^*,13151 Highway 9,CA,8313389800,8312520926,,open,N,,,, ,,,,
R83671,*PANDA*,330 US 31 W By-Pass,KY,2703938277,6159676257,,open,N,,,, ,,,,
R83689,*NO. 1 CHINA WOK*,1750 Sunshadow DR.,FL,4076968338,4076838098,,open,N,,,, ,,,,
R83687,*PARK AVE CHINESE RESTAURANT*,1002 Park Ave,VA,7576290888,7576857391,,open,N,,,, ,,,,
R83683,*LEE'S KITCHEN*,2470 Burnsed Blvd.,FL,3523995590,8135734686,,open,N,,,, ,,,,
R83672,*HONG KONG*,4951 Fairview Ave,IL,6309692950,3193336239,,open,N,,,, ,,,,
R83678,*JIN JIN*,715 East McGregor Street,SC,8436723867,9178605527,,open,N,,,, ,,,,
R83682,*MANDARIN HOUSE*,730A Port Richmond Ave,NY,7187208399,6464098586,,open,N,,,, ,,,,
R83681,GORHAM DYNASTY,310 MAIN ST.,NH,6034669888,6039151842,,suspended,N,,,, ,,,,
R83668,TASTE OF CHINA,1263 N. Bright Leaf Blvd. Centre Pointe Plaza,NC,9199891120,6467337762,,suspended,N,,,, ,,,,
R83677,*FIRST WOK*,7125 Georgetown Road #1100,IN,3172919718,6462040883,,open,N,,,, ,,,,
R83675,*RED PEPPER*,977 Hwy. 210,NC,9103270888,9103813636,,open,N,,,, ,,,,
RXXXXX,XXXPEKING GROTON(old)XXX,565 Route 12,CT,0,0,,new,N,,,, ,,,,
R83673,*^GOLDEN BOWL CHOP SUEY^*,13337 W Mcnichols Rd,MI,3133411700,6267823716,,open,N,,,, ,,,,
R83663,*BROTHER'S RESTAURANT*,993 Morris Avenue,NY,7185909201,9175135218,,open,N,,,, ,,,,
R83667,*CHINA BEST*,1321 Lewisville-Clemmons Rd,NC,3367667207,6462480885,,open,N,,,, ,,,,
R83666,^HOUSE OF HONG^,108 N. Franklin St,NY,6075357024,6462403148,,open,N,,,, ,,,,
R83665,*CHINA HOUSE*,966 N Lapeer Rd,MI,2489699888,9294267086,,open,N,,,, ,,,,
R83662,^SUSHI HOUSE^,101 E Moreland Rd,PA,2156581888,2158808746,,open,N,,,, ,,,,
R83658,*NEW GREAT WALL*,427 Valley Brook Ave,NJ,2019357240,2018930927,,open,N,,,, ,,,,
R83661,CHINESE KITCHEN,3539 N Cicero Ave,IL,7732832121,3122928832,,open,N,,,, ,,,,
R83659,*^TOKYO JAPANESE RESTAURANT^*,3525 S Memorial Drive,NC,2522159038,4077735542,,reject,N,,,, ,,,,
R83657,*^MASA HIBACHI & RAMEN^*,2000 Greenville Blvd,NC,2127294731,2127294731,,suspended,N,,,, ,,,,
R83656,^GREAT WALL^,1200 Dexter St.,CO,3038578887,3038478006,,open,N,,,, ,,,,
R83639,*CHINA TASTE*,3800 S Tamiami Trail,FL,9419542222,9173622445,,open,Y,,,3800 S Tamiami Trl,(941) 954-5726,,,,
R83653,*HAPPY GARDEN*,1228 Country Club Rd,WV,3043661316,9175292588,,open,N,,,, ,,,,
R83655,^NEW WIN LONG^,1912 Liberty Rd,MD,4107954646,4436534377,,open,N,,,, ,,,,
R83638,*MING HING*,510 Williamstown & New Freedom Rd,NJ,8562628222,6468955385,,new,N,,,, ,,,,
R83652,*EAST CHINA*,216 Summit Square Blvd.,NC,3363779191,3364733768,,open,N,,,, ,,,,
R83651,CHINA STAR,4233 W Commercial Blvd.,FL,9547656401,7183129710,,open,N,,,, ,,,,
R82962,^JACK CHEN'S^,59 Maple St,MA,4135269828,9175173227,,open,N,,,, ,,,,
R83637,*CHINA 1*,424 Cass Avenue,MI,5867831174,9172386710,,open,N,,,, ,,,,
R83636,^BLUEFIN SUSHI^,490 E Main Street,NJ,9737844918,7186668112,,open,N,,,, ,,,,
R83635,^J. HIBACHI SUSHI EXPRESS^,3921 Bienville Blvd.,MS,2288756999,2188199999,,open,N,,,, ,,,,
R80000,*TRAINING DGT*,"3033 Monument Rd,",FL,9046464200,9173657881,,new,N,,,, ,,,,
R83633,^85 ASIAN FUSION^,14371 NE 23rd St.,OK,4053901728,9178639156,,open,N,,,, ,,,,
R83632,*^NEW YORK BUFFALO WINGS^*,4645 Jonesboro Rd A,GA,4043610086,6786878798,,closed,N,,,, ,,,,
R83631,*SPRINGS GARDEN*,1019 Main St.,PA,5704573204,5704456289,,open,N,,,, ,,,,
R83629,^JING JING^,2260-99 Cross Pointe Dr,SC,8033661211,8033224703,,open,N,,,, ,,,,
R83628,18 WOK,6616 Dalby Dr #130,CO,7198846940,7193063822,,reject,N,,,, ,,,,
R83616,*JADE LEE*,77 W Palisade Ave,NJ,2015676940,2012380261,,open,N,,,, ,,,,
R83626,*KING WAH CHINESE*,69-11 Northern Blvd,NY,7186518080,7183506800,,open,N,,,, ,,,,
R83625,*CHINA HOUSE*,166 Swansea Dr,NY,3154320446,9173307666,,open,N,,,, ,,,,
R83618,^EDDY'S EXPRESS^,3525 Victory Blvd,VA,7574876262,7025888578,,open,N,,,, ,,,,
R83622,*CHINA WOK*,1245 Dixwell Ave,CT,2032889403,2154290265,,new,N,,,, ,,,,
R83621,*GOOD TASTE*,90 Route 23 South,NJ,9738271698,9176961617,,open,N,,,, ,,,,
R83617,*CHINA CHEFS*,25312 Lankford Hwy,VA,7577878711,9176801247,,open,N,,,, ,,,,
R83603,CHINA HOUSE,700 Crescent Blvd,NJ,8564568338,8562363335,,open,N,,,, ,,,,
R83619,*CHINA WOK*,775 W. Golf Road,IL,8479521688,7733267669,,new,N,,,, ,,,,
R83615,NEW CHINA,3722 W. Elm St.,IL,8157591888,8156081895,,open,N,,,, ,,,,
R83613,U LIKE CHINESE TAKE OUT,4926 Broadway,NY,2125693333,9173274186,,open,N,,,, ,,,,
R83612,*CHINATOWN*,2306 Voorhies Ave.,NY,7188917762,9176600735,,open,N,,,, ,,,,
R83611,*PANDA*,930 Brookwood Center,MO,6363263888,6362669918,,open,N,,,, ,,,,
R83609,^SZECHUAN RESTAURANT^,5207 Bernard Dr.,VA,5409897947,5403926830,,open,N,,,, ,,,,
R83608,^ASIAN POT^,2801 Packerland Way # 1,KY,5029696888,7276862818,,suspended,N,,,, ,,,,
R83607,*CHINA KING*,70-01 Beach Channel Dr,NY,7186348257,6462475013,,open,N,,,, ,,,,
R83606,^SOUTHPORT GOURMET AND SUSHI BAR^,1643 N Howe St,NC,9104779045,9102942364,,open,N,,,, ,,,,
R83605,GOLDEN JADE,886 Main St,NJ,7327876688,7182233793,,suspended,N,,,, ,,,,
R83601,*EVERGREEN*,18356 College Rd,MD,3017916388,6467560123,,open,N,,,, ,,,,
R83602,^SEAFOOD KITCHEN^,95-17 57th Ave,NY,7186990887,9176601363,,open,N,,,, ,,,,
R83598,CHINA MOON,79-2 South Main Street,NJ,9737738200,6462002082,,open,N,,,, ,,,,
R83568,*^HIBACHI EXPRESS^*,3813 Clyde Morris Blvd,FL,3867775888,9177566662,,reject,N,,,, ,,,,
R83591,*^FUSION EXPRESS^*,1 W Main St,NY,6317281799,9172888371,,suspended,N,,,, ,,,,
R83599,*HING WAH*,7801 B New Falls Road,PA,2159458998,6466172388,,open,N,,,, ,,,,
R83597,CHINA RIVER,"426 North Main Street,",IL,2174836311,2172207783,,open,N,,,, ,,,,
R83596,^GREAT TASTE^,201 Main St,MA,5086342928,4344662042,,open,N,,,, ,,,,
R83593,HOUSE OF WONG,7515 Forsyth Blvd,MO,3147266291,3149229098,,open,N,,,, ,,,,
R83592,TOP'S CHINA,12523 Jefferson Davis Hwy.,VA,8047962288,9173652157,,open,N,,,, ,,,,
RZZZZ8,*ZZZ JAPANESE (Old)*,1 West Main Street,NY,0,,,closed,N,,,, ,,,,
R83589,*GOLDEN DRAGON*,440 Eden Circle,DE,3028322282,9175180977,,open,N,,,, ,,,,
R83588,JADE LAKE GOURMET,229 Millburn Ave,NJ,9739120262,9175151815,,suspended,N,,,, ,,,,
R83587,^AMSTERDAM SUSHI^,1518 Amsterdam Ave,NY,6464765017,7182005477,,open,N,,,, ,,,,
R83586,^HONG KONG STAR^,20 E Main St N,GA,7709468885,2022303233,,open,N,,,, ,,,,
RZZZZ7,*ZZZ CHINESE 6*,3030 Northern Blvd,NY,9999999999,,,closed,N,,,, ,,,,
R83585,CHINA TASTE,16 Washington Ave.,NJ,9737519408,6463876673,,open,N,,,, ,,,,
R83583,CHINA 1,5834 Monroe Street,OH,4198822700,6466236832,,reject,N,,,, ,,,,
R00000,*HUNAN CHEF* Archived,251 N. Bell Blvd,TX,0,,,reject,N,,,, ,,,,
R83581,^ICHIBAN^,160 Marketplace Circle,AL,2053197333,3476369718,,open,N,,,, ,,,,
R83578,*^BLOSSOM ASIAN BISTRO^*,1490 Route 23 N,NJ,9736289020,7148666918,,suspended,N,,,, ,,,,
R83579,CHINA KING,828 East Hight Street,MO,5734388881,2672426572,,open,N,,,, ,,,,
R83577,CHINA WOK,76 Main St.,NY,3155489999,9178330336,,open,N,,,, ,,,,
RZZZZ13,*ZZZ JAPANESE 5*,3813 Clyde Morris Blvd.,FL,0,9177566662,,closed,N,,,, ,,,,
R83576,^CHOPSTICK HOUSE^,4270 Minton Road,FL,3217268686,9173702852,,open,N,,,, ,,,,
R83575,CHINA RESTAURANT,2510 Somerset Center Dr,NC,3367688898,6469190117,,open,N,,,, ,,,,
R83572,*NEW MING RESTAURANT*,3311 Veterans Memorial Highway,NY,6315880001,9173021233,,open,N,,,, ,,,,
R83573,^GOLDEN CHINA^,9645 1st View St,VA,7575836008,7573760099,,open,N,,,, ,,,,
R83569,*KING'S GARDEN*,88 Main Street,NH,6033570364,9174707701,,reject,N,,,, ,,,,
R83571,CHINA KING,1468 Lee Blvd.,FL,2393690267,9174965622,,open,N,,,, ,,,,
R83565,*GREAT WALL*,327 Virginia Ave.,VA,4343749719,9176693199,,new,N,,,, ,,,,
R83567,^OISHII^,323 US Hwy 301 S,GA,9124157060,9124157068,,new,N,,,, ,,,,
R83566,SHUI HEUN,2310 North Ocean Ave,NY,6317362929,6318893288,,open,N,,,, ,,,,
R83563,*YUMMY WOK*,392 Diederich Blvd,KY,6063298686,6466730358,,reject,N,,,, ,,,,
R83562,^LONG RIVER^,351 Union Blvd,NY,6316694982,6316260560,,open,N,,,, ,,,,
R83561,GREAT WALL KITCHEN,386 Queen Anne Rd,NJ,2018360910,6462002776,,open,N,,,, ,,,,
R83559,^FIRE BOWL^,301 E. Broad St.,PA,5705995593,7202342271,,open,N,,,, ,,,,
R83558,KING WOK,1144 Greenwood Ave.,NJ,6093967227,6096478886,,open,N,,,, ,,,,
R83526,*^GOOD EAST^*,4915 Suitland Rd,MD,3017358688,2029079188,,suspended,N,,,, ,,,,
R83557,*^PANDA KING^*,575 Main St,CT,8606577368,6463393003,,suspended,N,,,, ,,,,
R83551,^FUNG CHINESE RESTAURANT^,891 Maple Ave,CT,8609567888,8608816192,,open,N,,,, ,,,,
R83556,CHOPSTICK,"603 Hwy 90 #11 A, Bay St.",MS,2284678550,9173859504,,open,N,,,, ,,,,
R83555,CHINA PALACE,1230 N. Martin Luther King Jr. Blvd.,MI,5174820808,5173165520,,open,N,,,, ,,,,
R83552,*HANNAH FUN*,"6619 Bergenline Ave,",NJ,2012953222,6466234245,,open,N,,,, ,,,,
R83553,*NO.1 KITCHEN*,"Decicco Market Place, Rte 6, Lee Blvd",NY,9142459090,9175688168,,suspended,N,,,, ,,,,
R83538,CHINA KING,328 White Horse Pike,NJ,8567839833,9179296557,,open,N,,,, ,,,,
R83525,^SEVEN MOONS COVENTRY^,856 Tiogue Ave,RI,4018289998,7815889838,,open,N,,,, ,,,,
R83539,JIN JIN,402 N Main St,NC,2528235766,2525448999,,reject,N,,,, ,,,,
R83535,KWIK WOK,3723 Wake Forest Hwy,NC,9195960868,9197445047,,open,N,,,, ,,,,
R83517,*^AISHAH'S^*,1042-1044 Bergen St,NJ,9739235155,6462553743,,open,N,,,, ,,,,
R83532,BEI JING RESTAURANT,7073 S. Orange Blossom Trail,FL,4078578278,3472167411,,open,N,,,, ,,,,
R83536,CHINA KING,2366 E Irlo Bronson Memorial Hwy,FL,4079448889,6468988588,,open,N,,,, ,,,,
R83529,^SEAFOOD EXPRESS^,6439 Castor Ave,PA,2675851888,2155094167,,reject,N,,,, ,,,,
R83533,CHINA KING,120 N Grand Ave W,IL,2177899333,2175029578,,open,N,,,, ,,,,
R83531,CHINA GATE,3822 Morrell Ave,PA,2156128366,4438418956,,suspended,N,,,, ,,,,
R83398,CHINA WOK,1070 W Main St,IN,3178396688,3179976986,,suspended,N,,,, ,,,,
R83528,TOP'S CHINA,700 McKinney Blvd,VA,8042242828,6467844941,,open,N,,,, ,,,,
R83527,88 CHINA,14823 Clayton Rd,MO,6365279009,9293315135,,open,N,,,, ,,,,
R83523,CHINA HOUSE,825 Main St,PA,6107022287,4849411577,,open,N,,,, ,,,,
R83391,CHINA KING,16960 E 13 Mile Rd,MI,5867713388,2488904115,,suspended,N,,,, ,,,,
R83522,CHINA GARDEN,229 Lamp and Lantern Village,MO,6362207388,3146605489,,new,N,,,, ,,,,
R83521,*KING'S WOK*,27 Atlantic Ave,NY,5169928080,6465958887,,reject,N,,,, ,,,,
R83519,^PEKING EXPRESS^,134-12 Rockaway Blvd,NY,7185293248,3473999005,,open,N,,,, ,,,,
R83518,^SHOGUN^,600 Beaver Valley Mall,PA,7247739898,6464575888,,open,N,,,, ,,,,
R83507,*^TRUE ASIAN^*,13848 Tilden Road,FL,4073478999,4073478911,,reject,N,,,, ,,,,
R83513,YANG'S GOURMET HOUSE,4446 Heatherdowns Blvd.,OH,4193810385,9179770316,,open,N,,,, ,,,,
R83515,HONG KONG RESTAURANT,1055 US-60,KY,2703890666,2709526114,,suspended,N,,,, ,,,,
R83505,MR LIN,475 Helena Market Pl,AL,2056859155,2055290249,,open,N,,,, ,,,,
R83516,*NEW FORTUNE HOUSE*,224 Retreat Village,GA,9126380788,7185525868,,open,N,,,, ,,,,
R83512,LI'S NO.1,2150 Great Neck Square,VA,7574968813,9178222348,,open,Y,,,2150 Great Neck Sq,(757) 496-8398,,,,
R83511,GOLDEN CHINA EXPRESS,453 E. Wilson Bridge Rd.,OH,6148483750,6143132189,,open,N,,,, ,,,,
R83508,JOYFUL,7360 Kathleen Rd,FL,8637978032,9178228181,,open,N,,,, ,,,,
